t,z,y,vz,vy,thrust_z,thrust_y,battery,delta,A,e_R,lf,vy_value,wh_rth,wh_land,crashed,landed,decision
0.37,2.5,49.3825,-0.7816600000000006,-3.166666666666668,20.0,-10.0,0.08919799728975553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.38,2.4928690666666666,49.35,-0.7130933333333339,-3.2500000000000013,20.0,-10.0,0.08917689195527541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.39,2.4864238,49.31666666666667,-0.6445266666666672,-3.333333333333335,20.0,-10.0,0.08915578662079529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.4,2.4806641999999997,49.282500000000006,-0.5759600000000006,-3.4166666666666683,20.0,-10.0,0.08913468128631517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.41000000000000003,2.4755902666666665,49.24750000000001,-0.5073933333333339,-3.5000000000000018,20.0,-10.0,0.08911357595183506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.42,2.471202,49.21166666666667,-0.43882666666666725,-3.5833333333333353,20.0,-10.0,0.08909247061735494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.43,2.4674994,49.175000000000004,-0.3702600000000006,-3.6666666666666687,20.0,-10.0,0.08907136528287482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.44,2.4644824666666665,49.1375,-0.3016933333333339,-3.750000000000002,20.0,-10.0,0.0890502599483947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.45,2.4621511999999997,49.09916666666667,-0.23312666666666726,-3.8333333333333357,20.0,-10.0,0.08902915461391459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.46,2.4605056,49.06,-0.1645600000000006,-3.916666666666669,20.0,-10.0,0.08900804927943447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.47000000000000003,2.4595456666666666,49.02,-0.09599333333333392,-4.000000000000003,20.0,-10.0,0.08898694394495435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.48,2.4592714,48.97916666666667,-0.027426666666667238,-4.083333333333336,20.0,-10.0,0.08896583861047423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.49,2.4596828,48.93750000000001,0.04113999999999944,-4.166666666666669,20.0,-10.0,0.08894473327599411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.5,2.4607798666666665,48.89500000000001,0.10970666666666612,-4.250000000000002,20.0,-10.0,0.088923627941514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.51,2.4625625999999996,48.851666666666674,0.17827333333333278,-4.333333333333335,20.0,-10.0,0.08890252260703388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.52,2.4650309999999998,48.807500000000005,0.24683999999999945,-4.416666666666668,20.0,-10.0,0.08888141727255376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.53,2.4681850666666665,48.7625,0.3154066666666661,-4.500000000000001,20.0,-10.0,0.08886031193807364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.54,2.4720248,48.71666666666667,0.3839733333333328,-4.583333333333334,20.0,-10.0,0.08883920660359353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.55,2.4765501999999997,48.67,0.45253999999999944,-4.666666666666667,20.0,-10.0,0.08881810126911341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.56,2.481761266666666,48.6225,0.5211066666666662,-4.75,20.0,-10.0,0.08879699593463329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.5700000000000001,2.4876579999999997,48.57416666666667,0.5896733333333328,-4.833333333333333,20.0,-10.0,0.08877589060015317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.58,2.4942404,48.525000000000006,0.6582399999999995,-4.916666666666666,20.0,-10.0,0.08875478526567306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.59,2.5,48.47500000000001,-0.21804199999999985,-4.999999999999999,20.0,-10.0,0.08873367993119294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.6,2.498505246666667,48.42416666666667,-0.14947533333333318,-5.083333333333332,20.0,-10.0,0.08871257459671282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.61,2.4976961600000003,48.3725,-0.0809086666666665,-5.166666666666665,20.0,-10.0,0.0886914692622327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.62,2.4975727400000003,48.32,-0.012341999999999825,-5.249999999999998,20.0,-10.0,0.08867036392775259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.63,2.498134986666667,48.266666666666666,0.05622466666666685,-5.333333333333331,20.0,-10.0,0.08864925859327247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.64,2.4993829,48.2125,0.12479133333333353,-5.416666666666664,20.0,-10.0,0.08862815325879235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.65,2.5,48.1575,-0.058007400000000056,-5.499999999999997,20.0,-10.0,0.08860704792431223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.66,2.5,48.10166666666667,-0.003167779999999987,-5.58333333333333,20.0,-10.0,0.08858594258983211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.67,2.5,48.045,-0.019619666000000008,-5.666666666666663,20.0,-10.0,0.088564837255352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.68,2.5,47.987500000000004,-0.014684100200000001,-5.7499999999999964,20.0,-10.0,0.08854373192087188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.6900000000000001,2.5,47.929166666666674,-0.016164769940000004,-5.8333333333333295,20.0,-10.0,0.08852262658639176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.7000000000000001,2.5,47.870000000000005,-0.015720569018,-5.9166666666666625,20.0,-10.0,0.08850152125191164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.71,2.5,47.81,-0.015853829294600004,-5.999999999999996,20.0,-10.0,0.08848041591743153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.72,2.5,47.74916666666667,-0.015813851211620003,-6.083333333333329,20.0,-10.0,0.08845931058295141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.73,2.5,47.6875,-0.015825844636514003,-6.166666666666662,20.0,-10.0,0.08843820524847129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.74,2.5,47.625,-0.0158222466090458,-6.249999999999995,20.0,-10.0,0.08841709991399117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.75,2.5,47.56166666666667,-0.015823326017286265,-6.333333333333328,20.0,-10.0,0.08839599457951106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.76,2.5,47.4975,-0.015823002194814122,-6.416666666666661,20.0,-10.0,0.08837488924503094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.77,2.5,47.432500000000005,-0.015823099341555767,-6.499999999999994,20.0,-10.0,0.08835378391055082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.78,2.5,47.366666666666674,-0.015823070197533273,-6.583333333333327,20.0,-10.0,0.0883326785760707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.79,2.5,47.300000000000004,-0.01582307894074002,-6.66666666666666,20.0,-10.0,0.08831157324159059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.8,2.5,47.2325,-0.015823076317777997,-6.749999999999993,20.0,-10.0,0.08829046790711047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.81,2.5,47.16416666666667,-0.015823077104666603,-6.833333333333326,20.0,-10.0,0.08826936257263035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.8200000000000001,2.5,47.095,-0.015823076868600024,-6.916666666666659,20.0,-10.0,0.08824825723815023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.8300000000000001,2.5,47.025,-0.015823076939419995,-6.999999999999992,20.0,-10.0,0.08822715190367011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.84,2.5,46.954166666666666,-0.015823076918174004,-7.083333333333325,20.0,-10.0,0.08820604656919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.85,2.5,46.8825,-0.0158230769245478,-7.166666666666658,20.0,-10.0,0.08818494123470988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.86,2.5,46.81,-0.01582307692263566,-7.249999999999991,20.0,-10.0,0.08816383590022976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.87,2.5,46.73666666666667,-0.015823076923209306,-7.333333333333324,20.0,-10.0,0.08814273056574964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.88,2.5,46.66250000000001,-0.01582307692303721,-7.416666666666657,20.0,-10.0,0.08812162523126953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.89,2.5,46.587500000000006,-0.01582307692308884,-7.49999999999999,20.0,-10.0,0.08810051989678941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.9,2.5,46.51166666666667,-0.015823076923073352,-7.583333333333323,20.0,-10.0,0.08807941456230929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.91,2.5,46.435,-0.015823076923077998,-7.666666666666656,20.0,-10.0,0.08805830922782917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.92,2.5,46.3575,-0.015823076923076603,-7.749999999999989,20.0,-10.0,0.08803720389334906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.93,2.5,46.27916666666667,-0.01582307692307702,-7.833333333333322,20.0,-10.0,0.08801609855886894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.9400000000000001,2.5,46.2,-0.015823076923076895,-7.916666666666655,20.0,-10.0,0.08799499322438882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.9500000000000001,2.5,46.120000000000005,-0.015823076923076933,-7.9999999999999885,20.0,-10.0,0.0879738878899087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.96,2.5,46.039166666666674,-0.015823076923076922,-8.083333333333321,20.0,-10.0,0.08795278255542859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.97,2.5,45.95750000000001,-0.015823076923076926,-8.166666666666655,20.0,-10.0,0.08793167722094847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.98,2.5,45.87500000000001,-0.015823076923076926,-8.24999999999999,20.0,-10.0,0.08791057188646835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.99,2.5,45.79166666666667,-0.015823076923076926,-8.333333333333323,20.0,-10.0,0.08788946655198823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.5,45.7075,-0.015823076923076926,-8.416666666666657,20.0,-10.0,0.08786836121750811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.01,2.5,45.6225,-0.015823076923076926,-8.499999999999991,20.0,-10.0,0.087847255883028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.02,2.5,45.53666666666667,-0.015823076923076926,-8.583333333333325,20.0,-10.0,0.08782615054854788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.03,2.5,45.45,-0.015823076923076926,-8.666666666666659,20.0,-10.0,0.08780504521406776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.04,2.5,45.362500000000004,-0.015823076923076926,-8.749999999999993,20.0,-10.0,0.08778393987958764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.05,2.5,45.27416666666667,-0.015823076923076926,-8.833333333333327,20.0,-10.0,0.08776283454510753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.06,2.5,45.18500000000001,-0.015823076923076926,-8.91666666666666,20.0,-10.0,0.08774172921062741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.07,2.5,45.095000000000006,-0.015823076923076926,-8.999999999999995,20.0,-10.0,0.08772062387614729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.08,2.5,45.00416666666667,-0.015823076923076926,-9.083333333333329,20.0,-10.0,0.08769951854166717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.09,2.5,44.9125,-0.015823076923076926,-9.166666666666663,20.0,-10.0,0.08767841320718706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.1,2.5,44.82,-0.015823076923076926,-9.249999999999996,20.0,-10.0,0.08765730787270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.11,2.5,44.72666666666667,-0.015823076923076926,-9.33333333333333,20.0,-10.0,0.08763620253822682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.12,2.5,44.6325,-0.015823076923076926,-9.416666666666664,20.0,-10.0,0.0876150972037467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.1300000000000001,2.5,44.5375,-0.015823076923076926,-9.499999999999998,20.0,-10.0,0.08759399186926659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.1400000000000001,2.5,44.44166666666667,-0.015823076923076926,-9.583333333333332,20.0,-10.0,0.08757288653478647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.1500000000000001,2.5,44.345000000000006,-0.015823076923076926,-9.666666666666666,20.0,-10.0,0.08755178120030635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.16,2.5,44.24750000000001,-0.015823076923076926,-9.75,20.0,-10.0,0.08753067586582623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.17,2.5,44.14916666666667,-0.015823076923076926,-9.833333333333334,20.0,-10.0,0.08750957053134611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.18,2.5,44.050000000000004,-0.015823076923076926,-9.916666666666668,20.0,-10.0,0.087488465196866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.19,2.5,43.95,-0.015823076923076926,-10.000000000000002,20.0,-10.0,0.08746735986238588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.2,2.5,43.84916666666667,-0.015823076923076926,-10.083333333333336,20.0,-10.0,0.08744625452790576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.21,2.5,43.7475,-0.015823076923076926,-10.16666666666667,20.0,-10.0,0.08742514919342564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.22,2.5,43.645,-0.015823076923076926,-10.250000000000004,20.0,-10.0,0.08740404385894553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.23,2.5,43.54166666666667,-0.015823076923076926,-10.333333333333337,20.0,-10.0,0.08738293852446541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.24,2.5,43.43750000000001,-0.015823076923076926,-10.416666666666671,20.0,-10.0,0.08736183318998529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.25,2.5,43.33250000000001,-0.015823076923076926,-10.500000000000005,20.0,-10.0,0.08734072785550517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.26,2.5,43.226666666666674,-0.015823076923076926,-10.58333333333334,20.0,-10.0,0.08731962252102506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.27,2.5,43.120000000000005,-0.015823076923076926,-10.666666666666673,20.0,-10.0,0.08729851718654494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.28,2.5,43.0125,-0.015823076923076926,-10.750000000000007,20.0,-10.0,0.08727741185206482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.29,2.5,42.90416666666667,-0.015823076923076926,-10.833333333333341,20.0,-10.0,0.0872563065175847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.3,2.5,42.795,-0.015823076923076926,-10.916666666666675,20.0,-10.0,0.08723520118310459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.31,2.5,42.685,-0.015823076923076926,-11.000000000000009,20.0,-10.0,0.08721409584862447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.32,2.5,42.57416666666667,-0.015823076923076926,-11.083333333333343,20.0,-10.0,0.08719299051414435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.33,2.5,42.462500000000006,-0.015823076923076926,-11.166666666666677,20.0,-10.0,0.08717188517966423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.34,2.5,42.35000000000001,-0.015823076923076926,-11.25000000000001,20.0,-10.0,0.08715077984518411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.35,2.5,42.23666666666667,-0.015823076923076926,-11.333333333333345,20.0,-10.0,0.087129674510704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.36,2.5,42.1225,-0.015823076923076926,-11.416666666666679,20.0,-10.0,0.08710856917622388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.37,2.5,42.0075,-0.015823076923076926,-11.500000000000012,20.0,-10.0,0.08708746384174376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.3800000000000001,2.5,41.891666666666666,-0.015823076923076926,-11.583333333333346,20.0,-10.0,0.08706635850726364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.3900000000000001,2.5,41.775,-0.015823076923076926,-11.66666666666668,20.0,-10.0,0.08704525317278353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.4000000000000001,2.5,41.6575,-0.015823076923076926,-11.750000000000014,20.0,-10.0,0.08702414783830341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.41,2.5,41.53916666666667,-0.015823076923076926,-11.833333333333348,20.0,-10.0,0.08700304250382329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.42,2.5,41.42,-0.015823076923076926,-11.916666666666682,20.0,-10.0,0.08698193716934317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.43,2.5,41.300000000000004,-0.015823076923076926,-12.000000000000016,20.0,-10.0,0.08696083183486306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.44,2.5,41.179166666666674,-0.015823076923076926,-12.08333333333335,20.0,-10.0,0.08693972650038294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.45,2.5,41.057500000000005,-0.015823076923076926,-12.166666666666684,20.0,-10.0,0.08691862116590282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.46,2.5,40.935,-0.015823076923076926,-12.250000000000018,20.0,-10.0,0.0868975158314227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.47,2.5,40.81166666666667,-0.015823076923076926,-12.333333333333352,20.0,-10.0,0.08687641049694259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
