t,z,y,vz,vy,thrust_z,thrust_y,battery,delta,A,e_R,lf,vy_value,wh_rth,wh_land,crashed,landed,decision
0.0,2.0006856666666666,49.99916666666667,0.06856666666666668,-0.08333333333333334,20.0,-10.0,0.08997889466551988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.01,2.0020569999999998,49.9975,0.13713333333333336,-0.16666666666666669,20.0,-10.0,0.08995778933103976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.02,2.004114,49.995000000000005,0.20570000000000005,-0.25,20.0,-10.0,0.08993668399655964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.03,2.0068566666666667,49.991666666666674,0.2742666666666667,-0.33333333333333337,20.0,-10.0,0.08991557866207953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.04,2.010285,49.987500000000004,0.3428333333333334,-0.41666666666666674,20.0,-10.0,0.08989447332759941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.05,2.014399,49.9825,0.41140000000000004,-0.5000000000000001,20.0,-10.0,0.08987336799311929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.06,2.0191986666666666,49.97666666666667,0.4799666666666667,-0.5833333333333335,20.0,-10.0,0.08985226265863917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.07,2.0246839999999997,49.97,0.5485333333333334,-0.6666666666666669,20.0,-10.0,0.08983115732415906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.08,2.030855,49.9625,0.6171000000000001,-0.7500000000000002,20.0,-10.0,0.08981005198967894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.09,2.0377116666666666,49.954166666666666,0.6856666666666668,-0.8333333333333336,20.0,-10.0,0.08978894665519882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.1,2.045254,49.945,0.7542333333333334,-0.916666666666667,20.0,-10.0,0.0897678413207187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.11,2.053482,49.935,0.8228000000000001,-1.0000000000000002,20.0,-10.0,0.08974673598623858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.12,2.0623956666666663,49.92416666666667,0.8913666666666668,-1.0833333333333335,20.0,-10.0,0.08972563065175847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.13,2.071995,49.91250000000001,0.9599333333333334,-1.1666666666666667,20.0,-10.0,0.08970452531727835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.14,2.08228,49.900000000000006,1.0285000000000002,-1.25,20.0,-10.0,0.08968341998279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.15,2.0932506666666666,49.88666666666667,1.0970666666666669,-1.3333333333333333,20.0,-10.0,0.08966231464831811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.16,2.104907,49.8725,1.1656333333333335,-1.4166666666666665,20.0,-10.0,0.089641209313838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.17,2.1172489999999997,49.8575,1.2342000000000002,-1.4999999999999998,20.0,-10.0,0.08962010397935788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.18,2.1302766666666666,49.84166666666667,1.3027666666666669,-1.583333333333333,20.0,-10.0,0.08959899864487776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.19,2.14399,49.825,1.3713333333333335,-1.6666666666666663,20.0,-10.0,0.08957789331039764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.2,2.158389,49.807500000000005,1.4399000000000002,-1.7499999999999996,20.0,-10.0,0.08955678797591753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.21,2.1734736666666667,49.789166666666674,1.5084666666666668,-1.8333333333333328,20.0,-10.0,0.08953568264143741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.22,2.189244,49.77000000000001,1.5770333333333335,-1.916666666666666,20.0,-10.0,0.08951457730695729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.23,2.2056999999999998,49.75000000000001,1.6456000000000002,-1.9999999999999993,20.0,-10.0,0.08949347197247717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.24,2.2228416666666666,49.72916666666667,1.7141666666666668,-2.0833333333333326,20.0,-10.0,0.08947236663799706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.25,2.240669,49.7075,1.7827333333333335,-2.166666666666666,20.0,-10.0,0.08945126130351694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.26,2.259182,49.685,1.8513000000000002,-2.2499999999999996,20.0,-10.0,0.08943015596903682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.27,2.2783806666666666,49.66166666666667,1.9198666666666668,-2.333333333333333,20.0,-10.0,0.0894090506345567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.28,2.298265,49.6375,1.9884333333333335,-2.4166666666666665,20.0,-10.0,0.08938794530007659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.29,2.318835,49.612500000000004,2.0570000000000004,-2.5,20.0,-10.0,0.08936683996559647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.3,2.3400906666666668,49.58666666666667,2.1255666666666673,-2.5833333333333335,20.0,-10.0,0.08934573463111635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.31,2.362032,49.56000000000001,2.194133333333334,-2.666666666666667,20.0,-10.0,0.08932462929663623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.32,2.384659,49.532500000000006,2.262700000000001,-2.7500000000000004,20.0,-10.0,0.08930352396215611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.33,2.4079716666666666,49.50416666666667,2.331266666666668,-2.833333333333334,20.0,-10.0,0.089282418627676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.34,2.43197,49.475,2.399833333333335,-2.9166666666666674,20.0,-10.0,0.08926131329319588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.35000000000000003,2.4566540000000003,49.445,2.4684000000000017,-3.000000000000001,20.0,-10.0,0.08924020795871576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.36,2.482023666666667,49.41416666666667,2.5369666666666686,-3.0833333333333344,20.0,-10.0,0.08921910262423564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
