t,z,y,vz,vy,thrust_z,thrust_y,delta,A,e_R,lf,vy_value,wind_y
8.6,1.1893038315359503,-0.009148880575693486,0.017704239792394567,0.005293759727915495,11.72679768563644,-0.010767361941805026,3.565591706715825,1.0,-0.0,0.4114,1.0,0.0
8.61,1.1894663799185963,-0.009100159776049823,0.016254838264603888,0.004872079964366208,11.598071816665119,-0.050579152512268896,0.028209704066828708,1.0,-0.0,0.4114,1.0,0.0
8.620000000000001,1.1896255418766037,-0.009052252572211102,0.015916195800757985,0.004790720383872243,11.731362904338491,-0.009744159928732416,1.4793173469768681,1.0,-0.0,0.4114,1.0,0.0
8.63,1.1897813879604862,-0.009005145351836477,0.01558460838824219,0.004710722037462396,11.732209510498105,-0.009581440767744486,1.467879328773692,1.0,-0.0,0.4114,1.0,0.0
8.64,1.1899579319683804,-0.00895292952397679,0.017654400789423617,0.005221582785968805,12.02037508814177,0.06132104254246046,0.024879715771250758,1.0,-0.0,0.4114,1.0,0.0
8.65,1.1901307979761102,-0.008901585777576548,0.017286600772977286,0.005134374640024053,11.727863998026441,-0.01044316557193761,3.0954650346009926,1.0,-0.0,0.4114,1.0,0.0
8.66,1.190300062608679,-0.008851099517736508,0.016926463256873595,0.005048625984004025,11.728783498067557,-0.010268749280048107,3.0538616385745625,1.0,-0.0,0.4114,1.0,0.0
8.67,1.1904788517725338,-0.00878503115921951,0.017878916385472114,0.006606835851699773,11.886294375431822,0.18700557502295084,0.026957437152312497,1.0,-0.0,0.4114,1.0,0.0
8.68,1.1906539161621414,-0.008720066850029793,0.01750643896077477,0.006496430918971635,11.72730270903632,-0.013213671703399547,3.056975688269758,1.0,-0.0,0.4114,1.0,0.0
8.69,1.1908253333769656,-0.008656188092900885,0.017141721482425307,0.006387875712890874,11.728233902598063,-0.01299286183794327,3.0128606480167686,1.0,-0.0,0.4114,1.0,0.0
8.700000000000001,1.1909836823594555,-0.008578643335051163,0.015834898248996226,0.007754475784972221,11.61518121198851,0.16402465261466032,0.02854058037246473,1.0,-0.0,0.4114,1.0,0.0
8.71,1.1911387324048102,-0.008502394998625248,0.015505004535475476,0.007624833642591353,11.73241275437751,-0.015508951569944442,2.52419796546214,1.0,-0.0,0.4114,1.0,0.0
8.72,1.1912905522408868,-0.008427421343678972,0.015181983607653073,0.0074973654946276485,11.733237488661311,-0.015249667285182705,2.4915531686066097,1.0,-0.0,0.4114,1.0,0.0
8.73,1.1914431653457311,-0.00835834237208935,0.015261310484448653,0.006907897158962158,11.78151922521547,-0.07069123188837084,0.027066343146956787,1.0,-0.0,0.4114,1.0,0.0
8.74,1.1915925990108913,-0.008290417897962433,0.014943366516022643,0.00679244741269173,11.73384672378888,-0.013815794317924316,0.8910998008182114,1.0,-0.0,0.4114,1.0,0.0
8.75,1.1917389194746941,-0.008223628574227088,0.01463204638027218,0.0066789323735345065,11.734641583709944,-0.01358489482538346,0.8886251832045101,1.0,-0.0,0.4114,1.0,0.0
8.76,1.1919123605552622,-0.008140940037875705,0.017344108056815043,0.008268853635138263,12.097447401185144,0.19082623790257092,0.02555194678505988,1.0,-0.0,0.4114,1.0,0.0
8.77,1.1920821882799852,-0.008059634202059542,0.016982772472298055,0.008130583581616363,11.728639729857962,-0.016537707270276526,4.8988974305801705,1.0,-0.0,0.4114,1.0,0.0
8.78,1.1922484779271099,-0.007979687870599607,0.016628964712458512,0.007994633145993572,11.729543068819256,-0.016261167163232726,4.821572801707063,1.0,-0.0,0.4114,1.0,0.0
8.790000000000001,1.1924071483802372,-0.007898100965876427,0.015867045312731226,0.008158690472317914,11.680569672032725,0.01973801048623207,0.029437770395047205,1.0,-0.0,0.4114,1.0,0.0
8.8,1.1925625131989244,-0.007817878280513982,0.015536481868715982,0.008022268536244461,11.732332386718172,-0.016317380944635827,0.7451584708769396,1.0,-0.0,0.4114,1.0,0.0
8.81,1.1927146412505556,-0.007738996930360409,0.01521280516311773,0.007888135015357269,11.73315879532821,-0.016044537072488922,0.7505146333133837,1.0,-0.0,0.4114,1.0,0.0
8.82,1.1928584842708145,-0.007664396701225807,0.014384302025885882,0.007460022913460233,11.672579623532178,-0.05132367408842782,0.02748756266266958,1.0,-0.0,0.4114,1.0,0.0
8.83,1.1929993305614848,-0.007591043519372906,0.014084629067013259,0.0073353181852901005,11.736039244935286,-0.014920045826920466,0.8490696222085952,1.0,-0.0,0.4114,1.0,0.0
8.84,1.1931372425544327,-0.007518916477677079,0.013791199294783818,0.007212704169582736,11.736788427332467,-0.014670636370580201,0.8492126595678391,1.0,-0.0,0.4114,1.0,0.0
8.85,1.1932846750156823,-0.00743581380335527,0.01474324612495922,0.008310267432180926,11.886245619621048,0.1317492099929331,0.024975650623421768,1.0,-0.0,0.4114,1.0,0.0
8.86,1.1934290359673225,-0.00735410077764181,0.014436095164022568,0.008171302571345948,11.735141884687602,-0.016620534864361852,2.5476382844213417,1.0,-0.0,0.4114,1.0,0.0
8.870000000000001,1.193570389399137,-0.007273754087035956,0.014135343181438763,0.008034669060585432,11.735909762089944,-0.016342605142691896,2.5135705474160877,1.0,-0.0,0.4114,1.0,0.0
8.88,1.1937247692781736,-0.0071891423459410735,0.015437987903670012,0.008461174109488294,11.92831736666775,0.05123225059387379,0.026225748161082668,1.0,-0.0,0.4114,1.0,0.0
8.89,1.1938759329097304,-0.007105945573295592,0.015116363155676889,0.008319677264548082,11.733405030240824,-0.016922348218976587,2.2357012553237956,1.0,-0.0,0.4114,1.0,0.0
8.9,1.194023947298963,-0.007024140027996189,0.014801438923266946,0.008180554529940372,11.734209092110808,-0.016639354529096165,2.210796227784779,1.0,-0.0,0.4114,1.0,0.0
8.91,1.1941481368916658,-0.0069544570558236546,0.012418959270276066,0.0069682972172534444,11.486102441641094,-0.14541734034449755,0.027236504596387795,1.0,-0.0,0.4114,1.0,0.0
8.92,1.1942697392011872,-0.006885938703665069,0.012160230952145315,0.0068518352158585,11.74095260182431,-0.013936594434506889,3.2844794772872667,1.0,-0.0,0.4114,1.0,0.0
8.93,1.1943888081292602,-0.0068185654538855155,0.011906892807308956,0.006737324977955357,11.741599422619636,-0.013703670431717,3.2345542589331404,1.0,-0.0,0.4114,1.0,0.0
8.94,1.194516240375311,-0.006762096762407266,0.012743224605069731,0.005646869147824907,11.872359815731294,-0.1308183863773671,0.022055872095773088,1.0,-0.0,0.4114,1.0,0.0
8.950000000000001,1.194641017782902,-0.006706571341595733,0.012477740759130785,0.005552542081153342,11.740141938487326,-0.011293738295649815,2.1426870399400886,1.0,-0.0,0.4114,1.0,0.0
8.96,1.1947631956611686,-0.006651973399845963,0.012217787826648884,0.0054597941749770324,11.740805648102173,-0.011105084162306683,2.112336843663025,1.0,-0.0,0.4114,1.0,0.0
8.97,1.1949085305533387,-0.0065985192554559,0.014533489216999986,0.005345414439006261,12.049884166842132,-0.01370172083454609,0.021218107498629582,1.0,-0.0,0.4114,1.0,0.0
8.98,1.195050837635255,-0.006545957918369373,0.014230708191645828,0.005256133708652658,11.7356662769575,-0.010690828878012522,2.694489397680341,1.0,-0.0,0.4114,1.0,0.0
8.99,1.1951901799862983,-0.006494274445363726,0.01393423510431987,0.005168347300564692,11.736423229520886,-0.010512267417305316,2.659263891550739,1.0,-0.0,0.4114,1.0,0.0
9.0,1.1953065499528932,-0.0064368937964210185,0.011636996659493682,0.005738064894270812,11.496331386620858,0.06838748069578983,0.02317264011039495,1.0,-0.0,0.4114,1.0,0.0
9.01,1.1954204955451841,-0.006380471686653271,0.011394559229087558,0.005642210976774759,11.742907508351266,-0.011476129788541624,2.7729476008356087,1.0,-0.0,0.4114,1.0,0.0
9.02,1.195532067270969,-0.006324992067684633,0.011157172578481573,0.005547961896863803,11.743513601927281,-0.011284421953549518,2.733904179538324,1.0,-0.0,0.4114,1.0,0.0
9.03,1.1956418453144408,-0.0062722264348639015,0.010977804347184483,0.0052765632820731476,11.75047581224435,-0.03254320986991145,0.019921046605913817,1.0,-0.0,0.4114,1.0,0.0
9.040000000000001,1.1957493363153404,-0.006220342085398187,0.010749100089951488,0.005188434946571464,11.74455548913204,-0.010553126564146295,0.2531986280321048,1.0,-0.0,0.4114,1.0,0.0
9.05,1.195854587920388,-0.006169324269747381,0.010525160504744165,0.005101781565080641,11.745127249775122,-0.010376869893142928,0.24527960893426443,1.0,-0.0,0.4114,1.0,0.0
9.06,1.195934611472864,-0.006130553359561552,0.008002355247603532,0.003877091018582874,11.469263369143125,-0.14694204303962174,0.018663344704458254,1.0,-0.0,0.4114,1.0,0.0
9.07,1.1960129678679967,-0.006092429633334472,0.007835639513278458,0.00381237262270805,11.751994111880991,-0.007754182037165748,3.58680266908579,1.0,-0.0,0.4114,1.0,0.0
9.08,1.1960896918382309,-0.0060549422714901765,0.007672397023418487,0.0037487361844294868,11.752410901216804,-0.0076247452454161,3.525319038646498,1.0,-0.0,0.4114,1.0,0.0
9.09,1.1961866182478935,-0.00601793255042111,0.009692640966265884,0.003700972106906627,12.014429273141687,-0.005720446884358824,0.013630359186904955,1.0,-0.0,0.4114,1.0,0.0
9.1,1.1962815253573549,-0.005981540571182831,0.009490710946135348,0.003639197923827943,11.747768397584336,-0.007401944213813254,2.2820791142778822,1.0,-0.0,0.4114,1.0,0.0
9.11,1.1963744552353692,-0.0059457560078492915,0.009292987801424193,0.003578456333353952,11.748273222634662,-0.007278395847655886,2.2467322366621265,1.0,-0.0,0.4114,1.0,0.0
9.120000000000001,1.1964939671639785,-0.005924828514222456,0.011951192860931582,0.002092749362683474,12.090984607140888,-0.1782745922006736,0.015578057431479952,1.0,-0.0,0.4114,1.0,0.0
9.13,1.1966109892607417,-0.005904250104129395,0.011702209676328847,0.002057841009306116,11.742122017847672,-0.004185498725366948,4.446650065622146,1.0,-0.0,0.4114,1.0,0.0
9.14,1.1967255733971558,-0.005884014949851859,0.011458413641405337,0.0020235154277535505,11.742744475809179,-0.004115682018612232,4.369342522922447,1.0,-0.0,0.4114,1.0,0.0
9.15,1.1968631074644933,-0.005875789957492348,0.013753406733754261,0.0008224992359511906,12.04739917108187,-0.1441186673245341,0.01689478616306115,1.0,-0.0,0.4114,1.0,0.0
9.16,1.1969977762387614,-0.005867702093439161,0.013466877426801051,0.0008087864053187166,11.737616483165615,-0.0016449984719023813,3.8453201088882785,1.0,-0.0,0.4114,1.0,0.0
9.17,1.1971296394135655,-0.005859749070729224,0.013186317480409375,0.0007953022709937418,11.738332806432998,-0.0016175728106374331,3.7808354459754474,1.0,-0.0,0.4114,1.0,0.0
9.18,1.1972687204436827,-0.00584014498935388,0.013908103011706831,0.0019604081375343705,11.858614263755696,0.13981320998943725,0.017959820097698875,1.0,-0.0,0.4114,1.0,0.0
9.19,1.1974049039523391,-0.005820867898881464,0.013618350865629604,0.0019277090472416929,11.737229742470733,-0.003920816275068741,2.25641113446826,1.0,-0.0,0.4114,1.0,0.0
9.200000000000001,1.197538250304565,-0.005801912340987731,0.013334635222595653,0.0018955557893731926,11.737954122835927,-0.0038554180944833857,2.222240683662786,1.0,-0.0,0.4114,1.0,0.0
9.21,1.1977015100546227,-0.005792556699533113,0.016325975005766845,0.0009355641454618487,12.130960773980544,-0.11519612276396077,0.019217091503551772,1.0,-0.0,0.4114,1.0,0.0
9.22,1.1978613685598876,-0.005783357043788089,0.01598585052648003,0.0009199655745023494,11.731185062485583,-0.0018711282909236974,4.360947069331288,1.0,-0.0,0.4114,1.0,0.0
9.23,1.198017896679626,-0.00577431077206126,0.01565281197384504,0.0009046271726829218,11.7320353736838,-0.0018399311490046987,4.290086257419705,1.0,-0.0,0.4114,1.0,0.0
9.24,1.19815500390631,-0.005772571959000703,0.013710722668411746,0.00017388130605568185,11.538949283348005,-0.08768884931501153,0.021281173970073588,1.0,-0.0,0.4114,1.0,0.0
9.25,1.1982892547324382,-0.00577086212817347,0.013425082612819848,0.0001709830827233632,11.737723193328971,-0.0003477626121113637,2.431371624488535,1.0,-0.0,0.4114,1.0,0.0
9.26,1.1984207086663554,-0.0057691807964757045,0.013145393391719436,0.0001681331697765433,11.73843729346795,-0.0003419661654467264,2.3958384242932844,1.0,-0.0,0.4114,1.0,0.0
9.27,1.1985505291185203,-0.005782843611469049,0.012982045216502874,-0.0013662814993344573,11.752398218974012,-0.18412973767830984,0.01730071023887373,1.0,-0.0,0.4114,1.0,0.0
9.28,1.198677644977932,-0.0057962785884308286,0.012711585941159063,-0.0013434976961779802,11.739544886958743,0.0027325629986689145,1.7158163158211328,1.0,-0.0,0.4114,1.0,0.0
9.290000000000001,1.1988021125902724,-0.005809489528777508,0.01244676123405158,-0.0013210940346679496,11.740221035147103,0.0026869953923559604,1.6760392955347378,1.0,-0.0,0.4114,1.0,0.0
9.3,1.1989379984764434,-0.005812131383885139,0.013588588617104057,-0.0002641855107631155,11.909019285966297,0.12682762663702132,0.017503844627475625,1.0,-0.0,0.4114,1.0,0.0
9.31,1.1990710534066527,-0.005814729203421377,0.013305493020914393,-0.00025978195362383625,11.73802852845724,0.000528371021526231,2.529106388833055,1.0,-0.0,0.4114,1.0,0.0
9.32,1.1992013363591492,-0.005817283721466234,0.013028295249645348,-0.0002554518044856828,11.738736267447715,0.0005195639072476725,2.4889279121408534,1.0,-0.0,0.4114,1.0,0.0
9.33,1.199333296396442,-0.005821319631641634,0.013196003729285246,-0.0004035910175399436,11.792125017556788,-0.01777675777101083,0.01723234973803289,1.0,-0.0,0.4114,1.0,0.0
9.34,1.1994625072662912,-0.005825288265788396,0.012921086984925141,-0.00039686341467621493,11.739009990676788,0.0008071820350798872,0.6100095208091237,1.0,-0.0,0.4114,1.0,0.0
9.35,1.1995890262430187,-0.005829190745532674,0.012651897672739202,-0.00039024797442781196,11.739697282537687,0.0007937268293524299,0.6087578138069456,1.0,-0.0,0.4114,1.0,0.0
9.36,1.1997307336836303,-0.005825413358338762,0.01417074406116736,0.00037773871939125796,11.954261566611379,0.09215828142350316,0.016871784886864426,1.0,-0.0,0.4114,1.0,0.0
9.370000000000001,1.1998694888858958,-0.005821698937110518,0.013875520226559706,0.0003714421228244695,11.736573139847081,-0.0007554774387825159,2.6408802774746545,1.0,-0.0,0.4114,1.0,0.0
9.38,1.200005353354781,-0.005818046432100694,0.013586446888506368,0.00036525050098239095,11.7373111994336,-0.000742884245648939,2.600414330668649,1.0,-0.0,0.4114,1.0,0.0
9.39,1.2001637994761414,-0.0058157914589055575,0.01584461213604367,0.00022549731951361791,12.042979829704477,-0.01677027504990999,0.01806606967484324,1.0,-0.0,0.4114,1.0,0.0
9.4,1.2003189446366402,-0.005813574071986943,0.015514516049876102,0.00022173869186145023,11.732388469659892,-0.00045099463902723583,2.7767168823775776,1.0,-0.0,0.4114,1.0,0.0
9.41,1.2004708576062952,-0.005811393644794841,0.015191296965503687,0.0002180427192101096,11.73321370987531,-0.00044347738372290047,2.7376100760742657,1.0,-0.0,0.4114,1.0,0.0
9.42,1.2005877257978221,-0.005811240460627166,0.011686819152683403,1.5318416767539592e-05,11.351462662461566,-0.02432687825900648,0.02001625907693045,1.0,-0.0,0.4114,1.0,0.0
9.43,1.2007021592353588,-0.0058110898295445955,0.011443343753669167,1.506310825705465e-05,11.742782952118292,-3.0636833535079185e-05,3.528575142849612,1.0,-0.0,0.4114,1.0,0.0
9.44,1.2008142086429467,-0.005810941708995194,0.011204940758801064,1.4812054940122203e-05,11.743391640615828,-3.01262165141093e-05,3.473220636039122,1.0,-0.0,0.4114,1.0,0.0
9.450000000000001,1.2008912618265764,-0.005799458068530953,0.00770531836295344,0.0011483640464240903,11.352045312498285,0.13602623915359374,0.014622821267087211,1.0,-0.0,0.4114,1.0,0.0
9.46,1.200966709735547,-0.005788165909990448,0.007544790897058567,0.001129215854050468,11.752736704092616,-0.0022967280928481806,4.580349421273685,1.0,-0.0,0.4114,1.0,0.0
9.47,1.2010405858130806,-0.005777062039100848,0.0073876077533698474,0.0011103870889599932,11.753138022757353,-0.002258431708100936,4.498982140141081,1.0,-0.0,0.4114,1.0,0.0
9.48,1.201132032701408,-0.005776264974664114,0.009144688832730487,7.970644367339265e-05,11.982849729523277,-0.12368069106680218,0.010704225840468366,1.0,-0.0,0.4114,1.0,0.0
9.49,1.2012215744462285,-0.0057754811950582,0.0089541744820486,7.837796059138835e-05,11.749138277918174,-0.0001594128873467853,3.0376265722313747,1.0,-0.0,0.4114,1.0,0.0
9.5,1.2013092507380319,-0.005774710478855259,0.008767629180339255,7.707162029416717e-05,11.749614563794879,-0.0001567559211827767,2.984621305597679,1.0,-0.0,0.4114,1.0,0.0
9.51,1.20139471527256,-0.005780642556416348,0.008546453452814528,-0.0005932077561088972,11.745458912697032,-0.08043352041633998,0.011505257437588297,1.0,-0.0,0.4114,1.0,0.0
9.52,1.2014783992959521,-0.005786475742558389,0.00836840233921423,-0.0005833186142041362,11.750633866367965,0.0011864155122177943,0.7392616660783368,1.0,-0.0,0.4114,1.0,0.0
9.53,1.2015603399021904,-0.005792211686247356,0.00819406062381393,-0.0005735943688966961,11.751078994151964,0.0011666372284082724,0.7308107424524567,1.0,-0.0,0.4114,1.0,0.0
9.540000000000001,1.2016499357720976,-0.005812007050073395,0.008959586990723325,-0.001979536382603909,11.863863164029127,-0.16871330485326555,0.0112369332256288,1.0,-0.0,0.4114,1.0,0.0
9.55,1.2017376650613818,-0.005831472229931381,0.008772928928416588,-0.001946517985798577,11.749601032523191,0.003959072765207818,2.4423930765490107,1.0,-0.0,0.4114,1.0,0.0
9.56,1.2018235666571393,-0.005850612737529582,0.008590159575741258,-0.0019140507598201404,11.75006767767896,0.003893035971597154,2.399931898093159,1.0,-0.0,0.4114,1.0,0.0
9.57,1.201929444783571,-0.005882719002057982,0.010587812643172361,-0.003210626452840001,12.011718368091731,-0.1555920140346322,0.013049343604454295,1.0,-0.0,0.4114,1.0,0.0
9.58,1.2020331171157022,-0.005914289474969427,0.010367233213106262,-0.0031570472911445365,11.745530468392069,0.006421252905680002,3.6412344895227675,1.0,-0.0,0.4114,1.0,0.0
9.59,1.2021346296075806,-0.0059453331088691755,0.010151249187833214,-0.003104363389974804,11.746081916967235,0.006314094582289073,3.5793536958829897,1.0,-0.0,0.4114,1.0,0.0
9.6,1.2022563205142798,-0.005968449680317849,0.012169090669926275,-0.0023116571448673342,12.014140977851168,0.09511703975525077,0.016237382376494292,1.0,-0.0,0.4114,1.0,0.0
9.61,1.2023754761937562,-0.005991180619325127,0.01191556794763615,-0.0022730939007278425,11.741577273325184,0.0046233142897346684,3.0862697603918674,1.0,-0.0,0.4114,1.0,0.0
9.620000000000001,1.2024921494632435,-0.006013532364885226,0.011667326948727064,-0.002235174556009835,11.74221108013091,0.004546187801455685,3.037190644008348,1.0,-0.0,0.4114,1.0,0.0
9.63,1.2026067127689892,-0.006039591452364017,0.01145633057456667,-0.0026059087478791407,11.746680435100753,-0.04449209982855336,0.017372036547606343,1.0,-0.0,0.4114,1.0,0.0
9.64,1.2027188893391985,-0.006065215769000802,0.011217657020929861,-0.0025624316636784733,11.743359173563583,0.005211817495758281,0.4691673839771922,1.0,-0.0,0.4114,1.0,0.0
9.65,1.2028287288975283,-0.006090412575956571,0.01098395583299382,-0.0025196806955769587,11.743955857447675,0.005124863327356947,0.45317448105988545,1.0,-0.0,0.4114,1.0,0.0
9.66,1.2029637962255568,-0.006101068269631528,0.013506732802840381,-0.0010655693674957065,12.074733236381588,0.17448828033710412,0.016756568041422226,1.0,-0.0,0.4114,1.0,0.0
9.67,1.203096049650918,-0.006111546292716031,0.013225342536114546,-0.0010478023084502651,11.738233167992899,0.002131138734991413,4.326914049679453,1.0,-0.0,0.4114,1.0,0.0
9.68,1.203225547796584,-0.006121849608889813,0.012949814566612173,-0.0010303316173782434,11.738936643659715,0.0020956046169005303,4.252477798639059,1.0,-0.0,0.4114,1.0,0.0
9.69,1.203333284359113,-0.0061245135471190626,0.010773656252876745,-0.00026639382292494734,11.51086100235175,0.0916716860678021,0.017878611619857147,1.0,-0.0,0.4114,1.0,0.0
9.700000000000001,1.2034387764099224,-0.00612713308164678,0.010549205080941829,-0.00026195345277173893,11.74506585936781,0.0005327876458498947,2.7647012919418774,1.0,-0.0,0.4114,1.0,0.0
9.71,1.2035420707096733,-0.006129708952691062,0.010329429975088882,-0.0002575871044281338,11.745626987297646,0.0005239069055434779,2.720360227784124,1.0,-0.0,0.4114,1.0,0.0
9.72,1.20361039969031,-0.006118122587208778,0.006832898063671618,0.0011586365482283457,11.352416170629928,0.16994678523788442,0.013715746059435454,1.0,-0.0,0.4114,1.0,0.0
9.73,1.2036773051505167,-0.006106729417313776,0.006690546020678472,0.0011393169895002008,11.754917754840822,-0.0023172730964566915,4.885124332440141,1.0,-0.0,0.4114,1.0,0.0
9.74,1.2037428167469693,-0.0060955262201199045,0.00655115964524768,0.0011203197193871803,11.755273634948304,-0.0022786339790004015,4.796189943877596,1.0,-0.0,0.4114,1.0,0.0
9.75,1.2037770958262077,-0.006076539993266706,0.003427907923857259,0.001898622685319898,11.39720979343315,0.09339736000494506,0.009623301999230243,1.0,-0.0,0.4114,1.0,0.0
9.76,1.2038106607579622,-0.0060578704438456,0.0033564931754435715,0.0018669549421105583,11.763430230190357,-0.003797245370639796,3.9372277694982922,1.0,-0.0,0.4114,1.0,0.0
9.77,1.2038435264203051,-0.006039512285949563,0.0032865662342885043,0.0018358157896036765,11.763608767061392,-0.0037339098842211166,3.8659309817837126,1.0,-0.0,0.4114,1.0,0.0
9.78,1.2038554799982153,-0.006029674077970929,0.0011953577910238347,0.0009838207978634123,11.52105498680824,-0.10223670283314101,0.006059041707556198,1.0,-0.0,0.4114,1.0,0.0
9.790000000000001,1.2038671845432525,-0.006019999904652163,0.0011704545037108363,0.0009674173318766067,11.76901160552244,-0.0019676415957268246,2.9598654787431826,1.0,-0.0,0.4114,1.0,0.0
9.8,1.2038786452436012,-0.006010487029948462,0.0011460700348835398,0.0009512874703700365,11.769073863740724,-0.0019348346637532135,2.903548951837122,1.0,-0.0,0.4114,1.0,0.0
9.81,1.203901830474755,-0.005988576815500663,0.002318523115382707,0.0021910214447799312,11.912694369659901,0.14876880088746836,0.002412996179291904,1.0,-0.0,0.4114,1.0,0.0
9.82,1.20392453268026,-0.005967032091331992,0.0022702205504789145,0.0021544724168671226,11.766203692211544,-0.0043820428895598625,2.549188867439291,1.0,-0.0,0.4114,1.0,0.0
9.83,1.20394676192315,-0.005945846755349558,0.0022229242890105996,0.0021185335982433703,11.766324448623802,-0.004308944833734245,2.5004327114383273,1.0,-0.0,0.4114,1.0,0.0
9.84,1.2039927023818677,-0.0059287748717212025,0.004594045871768966,0.0017071883628355887,12.056534589931005,-0.04935783770124828,0.0049459159282168146,1.0,-0.0,0.4114,1.0,0.0
9.85,1.2040376857476955,-0.005911987713786126,0.004498336582773792,0.0016787157935076208,11.760514885320578,-0.0034143767256711774,2.9051229337373567,1.0,-0.0,0.4114,1.0,0.0
9.86,1.2040817319600685,-0.005895480529689082,0.004404621237299331,0.0016507184097043913,11.760754158543065,-0.0033574315870152417,2.854670812166279,1.0,-0.0,0.4114,1.0,0.0
9.870000000000001,1.2041092849131536,-0.005890218199070308,0.00275529530851852,0.0005262330618774386,11.574080888546304,-0.13493606184221982,0.007337638216558547,1.0,-0.0,0.4114,1.0,0.0
9.88,1.2041362638463828,-0.005885043592423262,0.0026978933229243832,0.0005174606647045786,11.765111761728704,-0.0010524661237548772,2.7630509983943843,1.0,-0.0,0.4114,1.0,0.0
9.89,1.204162680718503,-0.0058799552470713695,0.0026416872120301176,0.0005088345351892388,11.765255266692689,-0.0010349213294091571,2.7102838691514473,1.0,-0.0,0.4114,1.0,0.0
9.9,1.2041914031516328,-0.005882961154640104,0.0028722433129739506,-0.0003005907568734452,11.79966673211326,-0.09713082791745471,0.003935431973775484,1.0,-0.0,0.4114,1.0,0.0
9.91,1.204219527200739,-0.005885916957725706,0.0028124049106203414,-0.0002955803085602003,11.764819391717566,0.0006011815137468904,1.1291606301057036,1.0,-0.0,0.4114,1.0,0.0
9.92,1.2042470653321555,-0.005888823491602033,0.002753813141649087,-0.0002906533876327383,11.76496898772345,0.0005911606171204007,1.1074241977000452,1.0,-0.0,0.4114,1.0,0.0
9.93,1.2042609340119694,-0.005875937458514105,0.0013868679813840862,0.0012886033087928653,11.607966580768199,0.18951073598755902,0.0038709083640861954,1.0,-0.0,0.4114,1.0,0.0
9.94,1.2042745137609538,-0.005863266303344207,0.0013579748984385814,0.0012671155169897347,11.76853283004654,-0.0025772066175857307,3.0005312410595115,1.0,-0.0,0.4114,1.0,0.0
9.950000000000001,1.204287810598501,-0.005850806441132591,0.001329683754721121,0.0012459862211616833,11.768605062753904,-0.0025342310339794695,2.940811800538176,1.0,-0.0,0.4114,1.0,0.0
9.96,1.2043240061837386,-0.00584554210294515,0.003619558523754414,0.0005264338187440484,12.046784972283996,-0.08634504630478552,0.0029372527849439497,1.0,-0.0,0.4114,1.0,0.0
9.97,1.2043594476942836,-0.005840365522203005,0.0035441510545095416,0.0005176580742145442,11.762951103690614,-0.001052867637488097,3.1369661061983742,1.0,-0.0,0.4114,1.0,0.0
9.98,1.2043941508400258,-0.00583527523567122,0.0034703145742072477,0.0005090286531784232,11.763139622363726,-0.0010353161484290883,3.0794262247172717,1.0,-0.0,0.4114,1.0,0.0
9.99,1.2044333146114194,-0.005833959281479858,0.003916377139371399,0.00013159541913625855,11.825527507819698,-0.04529178079692395,0.005015948489498503,1.0,-0.0,0.4114,1.0,0.0
10.0,1.204471662470909,-0.0015661389604842728,0.0038347859489678278,0.42678203209955856,11.762209057151571,-0.0002631908382725171,0.9216426904407419,1.0,-0.0,0.4114,1.0,8.0
10.01,1.2045092114166593,0.006454126381116725,0.0037548945750310032,0.8020265341600998,11.762413035127581,-0.8535640641991171,444.62480478486526,1.0,-0.0,0.4114,1.0,8.0
10.02,1.2045459780927066,0.017794775434686726,0.0036766676047178676,1.134064905357,11.762612763562423,-1.6040530683201997,66.42061017372691,1.0,-0.0,0.4114,1.0,8.0
10.03,1.204581978796336,0.032089151318953915,0.0036000703629529168,1.4294375884267192,11.762808330988205,-2.268129810714,56.49245919395334,1.0,-0.0,0.4114,1.0,8.0
10.040000000000001,1.2046172294853066,0.0490234402987753,0.0035250688970580773,1.6934288979821384,11.762999824092619,-2.8588751768534384,48.48528906818849,1.0,-0.0,0.4114,1.0,8.0
10.05,1.2046517457849235,0.06832701373325345,0.0034516299617027004,1.9303573434478147,11.763187327757356,-3.3868577959642767,41.94562173102271,1.0,-0.0,0.4114,1.0,8.0
10.06,1.2046855429949652,0.08976489840903948,0.003379721004167227,2.1437884675786036,11.763370925095744,-3.8607146868956295,36.54450199632352,1.0,-0.0,0.4114,1.0,8.0
10.07,1.2047186360964643,0.11313183257439344,0.003309310149913749,2.336693416535396,11.763550697489583,-4.287576935157207,32.038972636240345,1.0,-0.0,0.4114,1.0,8.0
10.08,1.204751039758349,0.13824752060087905,0.003240366188457209,2.5115688026485627,11.763726724625215,-4.673386833070792,28.246687669720536,1.0,-0.0,0.4114,1.0,8.0
10.09,1.2047827683439443,0.16495280562746062,0.0031728585595310224,2.670528502658157,11.763899084528857,-5.0231376052971255,25.02880293940721,1.0,-0.0,0.4114,1.0,8.0
10.1,1.2048138359173397,0.19310655366633112,0.0031067573395407956,2.8153748038870483,11.764067853601173,-5.341057005316314,22.278210741643893,1.0,-0.0,0.4114,1.0,8.0
10.11,1.2048442562496227,0.2225830951328317,0.003042033228300358,2.947654146650059,11.764233106651147,-5.630749607774097,19.91130128759395,1.0,-0.0,0.4114,1.0,8.0
10.120000000000001,1.2048740428249831,0.25327010748301476,0.002978657536044107,3.0687012350183074,11.76439491692925,-5.895308293300118,17.862098249600365,1.0,-0.0,0.4114,1.0,8.0
