especie,voucher,sample_id,localidad,region,lat,lon,alt,anio,fuente
sp,63206995,Nico,,Coquimbo,-29.883461,-71.224975,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,62785104,Francisco Riquelme Tapia,,Coquimbo,-29.950301,-71.21056,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63115092,Rodrigo Silva C,,Coquimbo,-30.808268,-71.613382,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
crispaticollis,,M. Dieguez & M. Guerrero. Ovalle,Alcones,,-30.79,-71.53,,2020,"V (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,63090118,Bastian Riveros Flores,,Coquimbo,-29.948038,-71.218198,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,64887616,Francisco Riquelme Tapia,,Coquimbo,-31.671301,-71.285569,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,64210090,Stefan,,Coquimbo,-30.623661,-71.377389,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,75287487,José Pablo Lizana,,Región Metropolitana de Santiago,-33.532518,-70.53285,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,65007085,Fabiola,,Coquimbo,-29.943845,-71.254513,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,64388044,Nico,,Coquimbo,-29.882895,-71.223769,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,116429870,Zona Norte de Quilpué,,Valparaíso,-33.016299,-71.467961,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,64736162,Francisco Riquelme Tapia,,Coquimbo,-31.635484,-71.181292,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,65917473,matias saa,,Valparaíso,-33.076414,-71.425487,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,65502241,Darío De la Fuente,,Región Metropolitana de Santiago,-33.413471,-71.057388,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,68513644,Ernesto Octavio Guzman Tapia,,Valparaíso,-33.629668,-71.59143,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,190943782,Gabriela Cartes,,Valparaíso,-32.296768,-71.371323,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,190943553,Gabriela Cartes,,Valparaíso,-32.296903,-71.371869,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,190818263,Gabriela Cartes,,Valparaíso,-32.296968,-71.372502,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,85331364,Bastian Riveros Flores,,Coquimbo,-30.068819,-71.376099,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,65450997,Samuel Gonzalez Ariztia,,Región Metropolitana de Santiago,-33.369692,-70.541618,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,66758070,Francisco Riquelme Tapia,,Coquimbo,-31.593854,-71.188673,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,67136597,Darío De la Fuente,,Región Metropolitana de Santiago,-33.821667,-71.27536,,2020,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,Gyr1VILO1,,,,-31.86,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCEE2,,,,-31.35,-71.08,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCAVI1,,,,-31.81,-71.34,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GpauCANE2,,,,-31.41,-71.46,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrOSCU1,,,,-31.41,-71.58,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrMANT1,,,,-30.9,-71.19,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPOZO1,,,,-31.37,-71.24,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrGUIN3,,,,-34.19,-70.64,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrMAIP1,,,,-33.52,-70.83,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCABL01,,,,-33.32,-71.39,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCHEN1,,,,-33.59,-70.74,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCHEN2,,,,-33.59,-70.74,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPOL01,,,,-33.04,-71.64,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPULL1,,,,-32.42,-71.34,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrOSCU05,,,,-31.41,-71.58,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrSOCO2,,,,-30.71,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrOSCU06,,,,-31.41,-71.58,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrALI3,,,,-32.4,-70.78,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrLAHIG1,,,,-29.51,-71.21,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrGUAC1,,,,-28.49,-71.25,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrMANT2,,,,-30.9,-71.19,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCAGU1,,,,-28.15,-70.86,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrFovSORU1,,,,-31.11,-71.11,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrARHU1,,,,-28.49,-71.25,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrRUTA3,,,,-31.49,-71.56,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
nigrociliatus,GyrNigPOZO1,,,,-31.37,-71.24,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrVILO7,,,,-31.86,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrLIMA1,,,,-30.75,-71.65,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPenSOCO1,,,,-30.71,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrQUEN1,,,,-31.52,-71.38,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GfreCANE1,,,,-31.41,-71.46,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrSOCO1,,,,-30.71,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
crispaticollis,GyrSOCO6,,,,-30.71,-71.49,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrMOLL01,,,,-32.24,-71.52,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPumPOZO1,,,,-31.37,-71.24,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPumCIST1,,,,-31.01,-71.17,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrGUIN2,,,,-34.19,-70.64,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrAGLU01,,,,-28.33,-71.17,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrRUTA1,,,,-31.49,-71.56,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrOVA9,,,,-30.6,-71.2,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCIST1,,,,-31.01,-71.17,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrOVA3,,,,-30.6,-71.2,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrALI2,,,,-32.4,-70.78,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCANEB4,,,,-31.41,-71.46,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GpenCAR1_01,,,,-29.11,-71.41,,2020," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,44419480,davazal,,Antofagasta,-24.986023,-70.462089,,2019,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,56529629,Juan Mauricio Contreras,,Antofagasta,-24.804814,-70.516921,,2019,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,41791648,Juan Mauricio Contreras,,Antofagasta,-24.841235,-70.45484,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,37074631,Vicente Pantoja,,Atacama,-28.192241,-71.154748,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,60562332,Marcos,,Atacama,-28.331454,-71.165301,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,60560892,Marcos,,Atacama,-28.514205,-71.132073,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,26616677,Lea Israel Omerovic,,Atacama,-28.164234,-71.152088,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,8074323,aacocucci,,Atacama,-27.339245,-70.93913,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,42064336,Roy Mackenzie,,Atacama,-28.176273,-71.149355,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,85578528,Bastian Riveros Flores,,Coquimbo,-30.686748,-71.044985,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,270231447,Javier Cruz Ormeño,,Atacama,-28.356505,-71.151021,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,271062374,Javier Cruz Ormeño,,Atacama,-27.223069,-70.811702,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,272484924,Javier Cruz Ormeño,,Atacama,-28.195203,-71.069465,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,272484921,Javier Cruz Ormeño,,Atacama,-28.177918,-71.104639,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,92217478,Alistair Smith,,Atacama,-27.185978,-70.784527,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,92217467,Alistair Smith,,Atacama,-27.16644,-70.825469,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,8427887,Vale Nuñez Bravo,,Coquimbo,-30.235795,-71.082803,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,8537298,carolinapasten,,Coquimbo,-30.235795,-71.082803,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,32253791,Nico,,Atacama,-28.080148,-71.144475,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,8959804,Nico,,Coquimbo,-29.749272,-71.157246,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,8798221,Diego Almendras,,Coquimbo,-30.255404,-71.491074,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,85571795,Bastian Riveros Flores,,Coquimbo,-30.676943,-71.640891,,2017,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrAGTO2,,,,-28.61,-71.27,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCEE1,,,,-31.35,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB12_02,,,,-28.97,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB12_01,,,,-28.97,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB05_01,,,,-30.11,-71.36,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GwhiB12_01,,,,-28.97,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB10_02,,,,-29.1,-71.42,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrA52_01,,,,-27.14,-70.87,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB06_01,,,,-29.79,-71.29,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrTRA2,,,,-29.34,-71.15,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB11_01,,,,-28.9,-71.22,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB08A_03,,,,-29.51,-71.22,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCACH2,,,,-29.29,-71.3,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrTRA5,,,,-29.34,-71.15,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
chango,GchaAZU1_03,,,,-26.11,-70.65,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GcamB27_04,,,,-24.96,-70.48,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB15_02,,,,-28.49,-71.24,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB14_01,,,,-28.5,-71.05,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GkulB15_01,,,,-28.49,-71.24,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB19_06,,,,-27.83,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,Gkin_B16_01,,,,-28.44,-71.18,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB19_05,,,,-27.83,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB16_01,,,,-28.44,-71.18,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCAMF1,,,,-27.62,-70.87,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB27_15,,,,-24.96,-70.48,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrA52_02,,,,-27.14,-70.87,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB23B_01,,,,-25.89,-70.66,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,GyrB18_01,,,,-28.16,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB18_02,,,,-28.16,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GmarB07_01,,,,-29.58,-71.25,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB28_01,,,,-24.85,-70.53,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB16_02,,,,-28.44,-71.18,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GeloB09_01,,,,-29.29,-71.35,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB23_01,,,,-26.11,-70.64,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB07_06,,,,-29.58,-71.25,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB19_11,,,,-27.83,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB18_07,,,,-28.16,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB20_01,,,,-26.61,-70.7,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GangB27_01,,,,-24.96,-70.48,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
chango,GchaAZU1_01,,,,-26.11,-70.65,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB09_02,,,,-29.29,-71.35,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB03_07,,,,-30.79,-71.54,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB07_01,,,,-29.58,-71.25,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrAGTO1,,,,-28.61,-71.27,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrMIN2,,,,-31.59,-71.45,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB11_02,,,,-28.9,-71.22,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB15_19,,,,-28.49,-71.24,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB10_01,,,,-29.1,-71.42,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB10_09,,,,-29.1,-71.42,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB03_01,,,,-30.79,-71.54,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB27_01,,,,-24.96,-70.48,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPECA2,,,,-31.44,-71.56,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
maculatus,GyrB18_06,,,,-28.16,-71.06,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB09_01,,,,-29.29,-71.35,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB07_02,,,,-29.58,-71.25,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB08A_01,,,,-29.51,-71.22,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB16_09,,,,-28.44,-71.18,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrALC1,,,,-30.81,-71.55,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB19_10,,,,-27.83,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GcamB27_03,,,,-24.96,-70.48,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB15_01,,,,-28.49,-71.24,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB08B_01,,,,-29.49,-71.24,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB05_03,,,,-30.11,-71.36,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB07_05,,,,-29.58,-71.25,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB19_01,,,,-27.83,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPECA1,,,,-31.44,-71.56,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB13_02,,,,-28.55,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrB13_03,,,,-28.55,-71.08,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrCHO2,,,,-29.25,-71.46,,2017," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,42435513,Michael Weymann,,Atacama,-28.911355,-71.408784,,2016,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,46683925,Ernesto Octavio Guzman Tapia,,Valparaíso,-33.616109,-71.615412,,2016,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,34574517,Ignacio Díaz Caqueo,,Coquimbo,-30.261941,-71.482736,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,95046350,Eitel Carlos Thielemann Pinto,,Atacama,-28.217219,-71.074791,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,95046447,Eitel Carlos Thielemann Pinto,,Atacama,-28.217219,-71.074791,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,184478349,Rodrigo Castillo Tapia,,Antofagasta,-24.909789,-70.581537,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,2410955,saraota17,,Coquimbo,-30.68127,-71.647618,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,57998455,Nico,,Coquimbo,-29.934185,-71.336083,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
crispaticollis,,M. Guerrero & Y. Munoz.,Ovalle,,-30.72,-71.49,,2015," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,48356381,Geir Drange,,Atacama,-28.184853,-71.163042,,2015,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
confusus,GyrMOR1,,,,-28.94,-71.26,,2015," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrQFR1,,,,-28.51,-71.08,,2015," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPAL1,,,,-30.89,-71.02,,2015," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GleeOVA1,,,,-30.6,-71.2,,2015," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,152517261,Rodrigo Castillo Tapia,,Antofagasta,-24.71918,-70.582619,,2014,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,364827052,Carlos Ivovich O.,,Coquimbo,-30.637321,-71.595138,,2011,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,87960959,Miguel A. Casado,,Coquimbo,-30.660898,-71.683176,,2011,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,87962589,Miguel A. Casado,,Coquimbo,-29.240387,-71.430762,,2011,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,104125721,Asiel Olivares,,Valparaíso,-33.048271,-71.440875,,2011,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,GyrPTEA1,,,,-29.82,-71.28,,2011," (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,31129910,Juan Mauricio Contreras,,Antofagasta,-25.178848,-70.4633,,2010,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,31130394,Juan Mauricio Contreras,,Antofagasta,-25.002713,-70.462704,,2010,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
chango,266487010,ANDREA UGARTE,,Atacama,-26.137613,-70.648777,,2010,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,147964451,markdodero,,Antofagasta,-25.022116,-70.463172,,2002,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,37702320,Andres Klein,,Atacama,-27.240599,-70.946337,,1992,"iNaturalist / Observations (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683121,"Pena, L. E.","Caleta Los Hornos, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-29.619444,-71.286667,,1961,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683120,"Pena, L. E.","Caleta Los Hornos, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-29.619444,-71.286667,,1961,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683093,"Pena, L. E.","Quebrada Amolanas, coast, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-31.215833,-71.641389,,1960,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683095,"Pena, L. E.","Quebrada Amolanas, coast, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-31.215833,-71.641389,,1960,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683067,"Pena, L. E.","Chañaral de Aceituno, Atacama Reg., Chile, Chañaral de Aceituno, Atacama, Chile",Atacama,-29.044722,-71.421667,,1957,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683125,"Pena, L. E.","Chañaral de Aceituno, Atacama Reg., Chile, Chañaral de Aceituno, Atacama, Chile",Atacama,-29.044722,-71.421667,,1957,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683124,"Pena, L. E.","Chañaral de Aceituno, Atacama Reg., Chile, Chañaral de Aceituno, Atacama, Chile",Atacama,-29.044722,-71.421667,,1957,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,EC34401,Peña G.L.E.,Carrizallilo,Atacama,-26.345833,-70.618333,,1957,"MNHN / EC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683060,"Pena, L. E.","Fray Jorge, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-30.681389,-71.604444,,1957,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,OSUC 683063,"Pena, L. E.","Fray Jorge, Coquimbo Reg., Chile, Coquimbo, Chile",Coquimbo,-30.681389,-71.604444,,1957,"OSUC / OSUC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
sp,EC34406,Peña G.L.E.,Puerto Oscuro,Coquimbo,-31.413889,-71.573611,,1957,"MNHN / EC (via GBIF.org, taxonKey=4760162, consultado 2026-08-01)"
