configuracion,bigbang_pos,bigbang_neg,voz_pos,voz_neg
G1,0.7608549205583346,0.6506742950195008,0.8511629983397625,0.5236293245619867
G2,0.7608518130314903,0.6506625014634133,0.8511672388285505,0.5236225887412318
G3,0.7608401555159008,0.6506776776369977,0.8511592115684857,0.5236254002920486
G4,0.760852220495156,0.6506796025793469,0.8511692802603329,0.5236197609730862
