D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6000,0.0000,4.4051,0.0000,1.9932,0.0000,12.5163,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07876,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6136,0.0000,4.3445,0.0000,1.9606,0.0000,12.4653,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07852,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6271,0.0000,4.3053,0.0000,1.9338,0.0000,12.2281,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07750,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6407,0.0000,4.3308,0.0000,1.9494,0.0000,12.0858,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07798,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6542,0.0000,4.3690,0.0000,1.9948,0.0000,11.9750,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07696,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6678,0.0000,4.3271,0.0000,1.9778,0.0000,11.7931,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07790,1,0.0295,banda<=ruido,1,56.0,1,56,0,350,1,0.017857,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6814,0.0000,4.3094,0.0000,1.9878,0.0000,11.6743,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07771,1,0.0295,banda<=ruido,1,59.0,1,59,0,350,1,0.016949,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.6949,0.0000,4.3471,0.0000,1.9869,0.0000,11.5044,0.00000,0.0000,0.000000,0.5640,0.00000,0.00000,0.07529,1,0.0295,banda<=ruido,1,103.0,1,103,0,600,1,0.009709,1.2418e-31,0.97858
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7085,0.9413,4.3010,0.0000,1.9472,4.1871,25.1734,23.42119,0.3282,0.001531,0.3170,0.00320,0.00320,0.07698,95,0.0699,banda<=ruido,0,31.0,1,31,0,400,1,0.032258,5.6529e-7,0.98614
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7220,0.9837,4.2399,0.0000,1.9524,4.2674,24.8565,24.03346,0.3749,0.001749,0.3007,0.00213,0.00213,0.07831,85,0.0824,banda<=ruido,0,29.0,1,29,0,400,1,0.034483,2.8093e-7,0.98872
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7356,0.9982,4.3039,0.0000,1.9739,4.3318,24.3977,38.75629,0.4251,0.001681,0.2881,0.00191,0.00191,0.07773,87,0.0943,banda<=ruido,0,28.0,1,28,0,400,1,0.035714,2.5603e-7,0.98350
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7492,0.9007,4.3531,0.0000,1.9635,4.1809,23.9311,39.60285,0.4638,0.001692,0.2758,0.00239,0.00239,0.07594,84,0.1043,banda<=ruido,0,28.0,1,28,0,450,1,0.035714,3.1516e-7,0.98352
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7627,0.9544,4.3785,0.0000,1.9830,4.2604,23.3551,47.57153,0.5044,0.001777,0.2663,0.00248,0.00248,0.07676,95,0.1136,banda<=ruido,0,28.0,1,28,0,450,1,0.035714,3.3913e-7,0.99610
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7763,0.9659,4.3128,0.0000,1.9089,4.1140,22.9101,55.67329,0.5172,0.001695,0.2556,0.00270,0.00270,0.07646,95,0.1247,banda<=ruido,0,28.0,1,28,0,500,1,0.035714,2.8749e-7,0.98859
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.7898,0.9264,4.4023,0.0000,1.9895,4.3428,22.2372,61.06574,0.5456,0.001675,0.2481,0.00235,0.00235,0.07816,95,0.1302,banda<=ruido,0,30.0,1,30,0,550,1,0.033333,2.2638e-7,0.98563
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8034,0.9659,4.3854,0.0000,1.9791,4.1169,21.4170,61.95100,0.5659,0.001700,0.2433,0.00297,0.00297,0.07790,89,0.1363,banda<=ruido,0,36.0,1,36,0,550,1,0.027778,4.0110e-7,0.98280
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8169,1.0000,4.3153,0.0000,1.9766,4.2020,20.2872,56.48533,0.5675,0.001766,0.2424,0.00266,0.00266,0.07685,93,0.1363,banda<=ruido,0,41.0,1,41,0,500,1,0.024390,6.7490e-7,0.99812
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8305,0.8600,4.3257,0.0000,1.9640,4.2637,18.8342,63.51156,0.5654,0.001741,0.2460,0.00195,0.00195,0.07650,86,0.1318,banda<=ruido,0,39.0,1,39,0,450,1,0.025641,2.4473e-7,0.97596
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8441,0.9968,4.2971,0.0000,1.9702,4.3792,17.4715,49.57317,0.5415,0.001587,0.2486,0.00351,0.00351,0.07701,100,0.1304,banda<=ruido,0,38.0,1,38,0,350,1,0.026316,6.3851e-7,0.98601
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8576,0.9097,4.3352,0.0000,1.9801,4.1975,16.1236,44.49783,0.5176,0.001730,0.2513,0.00312,0.00312,0.07877,94,0.1277,banda<=ruido,0,38.0,1,38,0,350,1,0.026316,1.8228e-7,0.94716
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8712,0.8113,4.3681,0.0000,1.9786,4.1557,14.5173,40.52685,0.5293,0.001668,0.2574,0.00240,0.00240,0.07832,88,0.1210,banda<=ruido,0,39.0,1,39,0,300,1,0.025641,2.6966e-7,0.99955
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8847,0.9871,4.3161,0.0000,1.9953,4.3129,13.2068,38.75129,0.5075,0.001711,0.2601,0.00287,0.00287,0.07574,94,0.1191,banda<=ruido,0,39.0,1,39,0,300,1,0.025641,7.0869e-7,1.00009
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.8983,0.9928,4.3839,0.3843,1.9652,4.2564,11.8374,32.87666,0.4965,0.001713,0.2635,0.00319,0.00319,0.07887,100,0.1152,banda<=ruido,0,40.0,1,40,0,300,1,0.025000,4.6650e-7,1.00166
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.9119,0.9902,4.3361,0.0000,1.9960,4.1597,10.5026,32.50841,0.4844,0.001573,0.2671,0.00266,0.00266,0.07795,90,0.1115,banda<=ruido,0,41.0,1,41,0,300,1,0.024390,4.7003e-7,0.96376
D,4,parada,0.47,0.94,6.8,0.0079,1.105,25,20,16,0,0.9254,0.9604,4.3636,0.0000,1.9779,4.1619,9.1826,28.72547,0.4737,0.001689,0.2704,0.00176,0.00176,0.07827,80,0.1097,banda<=ruido,0,42.0,1,42,0,300,1,0.023810,1.4354e-7,0.99161
