t,ged,var_int,efic,geom,busc,omega,gradE,coh,lf,warmup
0.0000,0.00018613,1.3998e-03,0.132975,0.423795,0.020621,0.000000,-0.066683,0.000125,1,1
0.5000,0.00021160,1.5059e-03,0.140514,0.431788,-0.008513,0.769703,-0.569203,0.000000,1,1
1.0000,0.00024050,1.6183e-03,0.148614,0.380788,-0.039439,0.801235,0.206684,-0.000000,1,1
1.5000,0.00026642,1.7182e-03,0.155059,0.380789,-0.055715,0.818988,0.012532,-0.000000,1,1
2.0000,0.00028383,1.7810e-03,0.159365,0.380795,-0.060631,0.801323,-0.057744,0.000000,1,1
2.5000,0.00028920,1.7930e-03,0.161289,0.380669,-0.062687,0.820221,0.487705,-0.000000,1,1
3.0000,0.00028164,1.7507e-03,0.160872,0.380760,-0.067211,0.802511,0.108427,-0.000000,1,1
3.5000,0.00026293,1.6718e-03,0.157276,0.380782,-0.068434,0.801266,-0.257871,0.000000,1,1
4.0000,0.00023696,1.5731e-03,0.150631,0.378005,-0.060154,0.788330,-0.334716,0.000000,1,1
4.5000,0.00020870,1.4695e-03,0.142020,0.379035,-0.047707,0.774291,0.931137,-0.000000,1,1
5.0000,0.00018308,1.3664e-03,0.133979,0.368806,-0.034559,0.749683,-0.253915,0.000000,1,1
5.5000,0.00016391,1.2851e-03,0.127546,0.368318,-0.027038,0.721859,-0.220301,0.000000,1,1
6.0000,0.00015320,1.2281e-03,0.124753,0.367699,-0.024467,0.712543,0.782440,-0.000000,1,1
6.5000,0.00015101,1.2180e-03,0.123988,0.334681,-0.014465,0.696831,-0.864696,0.000000,1,1
7.0000,0.00015578,1.2522e-03,0.124400,0.301030,-0.007961,0.691474,-0.684484,0.000000,1,1
7.5000,0.00016107,1.2722e-03,0.126605,0.241052,0.029057,0.605556,0.376695,-0.000000,1,1
8.0000,0.00016977,1.3358e-03,0.127088,0.307979,0.049537,0.578766,-0.580779,0.000000,1,1
8.5000,0.00017765,1.3886e-03,0.127933,0.333772,0.045881,0.600391,0.354331,-0.000000,1,1
9.0000,0.00018331,1.4122e-03,0.129799,0.329526,0.032274,0.638716,-0.013358,0.000000,1,1
9.5000,0.00018645,1.4152e-03,0.131752,0.378255,0.042213,0.638713,0.509674,-0.000000,1,1
10.0000,0.00018870,1.4060e-03,0.134210,0.380775,0.059902,0.612963,0.593971,-0.000000,1,0
10.5000,0.00019129,1.3984e-03,0.136793,0.380810,0.070539,0.600071,0.505393,-0.000000,1,0
11.0000,0.00019563,1.4080e-03,0.138947,0.380829,0.075312,0.596481,0.563964,-0.000001,1,0
11.5000,0.00020270,1.4315e-03,0.141595,0.380818,0.071948,0.611875,0.534794,-0.000000,1,0
12.0000,0.00021279,1.4619e-03,0.145557,0.399638,0.054700,0.653048,0.397608,0.000000,1,0
12.5000,0.00022561,1.5019e-03,0.150218,0.438149,0.023434,0.709449,-0.997417,-0.000000,1,0
13.0000,0.00020386,1.4054e-03,0.145055,0.454017,0.001854,0.739331,0.015873,0.000000,1,0
13.5000,0.00021256,1.3727e-03,0.154844,0.452849,-0.003659,0.748195,0.904106,0.000000,1,0
14.0000,0.00018184,1.2688e-03,0.143310,0.444667,-0.018578,0.764602,0.134329,0.000000,1,0
14.5000,0.00014893,1.1101e-03,0.134150,0.429732,-0.026789,0.778040,0.994856,0.000000,1,0
15.0000,0.00017891,1.1690e-03,0.153045,0.404946,-0.029927,0.781543,-0.140269,0.000000,1,0
15.5000,0.00021992,1.2491e-03,0.176069,0.388993,-0.028435,0.780819,0.184881,0.000000,1,0
16.0000,0.00025756,1.3493e-03,0.190886,0.365165,-0.030177,0.785951,-0.966315,-0.000000,1,0
16.5000,0.00029252,1.4593e-03,0.200455,0.349312,-0.029556,0.784678,-0.837636,-0.000000,1,0
17.0000,0.00032409,1.5643e-03,0.207181,0.341053,-0.026425,0.779393,-0.958026,-0.000000,1,0
17.5000,0.00031123,1.5240e-03,0.204213,0.345428,-0.020556,0.770378,0.871567,0.000000,1,0
18.0000,0.00024899,1.3364e-03,0.186311,0.334073,-0.013633,0.757547,0.892469,0.000000,1,0
18.5000,0.00022965,1.2584e-03,0.182499,0.321082,-0.006566,0.742885,-0.829125,-0.000000,1,0
19.0000,0.00025075,1.2891e-03,0.194516,0.307670,0.000566,0.727031,-0.396927,-0.000000,1,0
19.5000,0.00025994,1.2883e-03,0.201766,0.356025,0.026807,0.680238,0.754414,0.000102,1,0
20.0000,0.00017613,9.9362e-04,0.177265,0.380763,0.049782,0.644729,0.732914,0.000000,1,0
20.5000,0.00012109,8.4749e-04,0.142880,0.380757,0.046165,0.654301,0.891232,0.000000,1,0
21.0000,0.00006085,7.3110e-04,0.083233,0.380773,0.037749,0.672101,0.773691,0.000000,1,0
21.5000,0.00008918,7.9265e-04,0.112507,0.379073,0.031341,0.685930,0.910194,0.000000,1,0
22.0000,0.00013706,9.0659e-04,0.151181,0.380245,0.028918,0.690328,0.776748,0.000000,1,0
22.5000,0.00019363,9.9619e-04,0.194375,0.382599,0.030030,0.689715,0.289654,0.000000,1,0
23.0000,0.00024525,1.1423e-03,0.214700,0.380792,0.038940,0.673661,0.619564,0.000002,1,0
23.5000,0.00030034,1.3248e-03,0.226714,0.395438,0.037234,0.680802,0.570815,0.000000,1,0
24.0000,0.00035389,1.4969e-03,0.236417,0.446873,0.017172,0.718671,0.537796,0.000000,1,0
24.5000,0.00039497,1.5961e-03,0.247462,0.461975,-0.000189,0.744043,0.075758,0.000000,1,0
25.0000,0.00041644,1.6330e-03,0.255010,0.457010,0.014051,0.725014,0.769831,0.000000,1,0
25.5000,0.00040579,1.5446e-03,0.262721,0.430131,0.026428,0.704861,0.803959,0.000000,1,0
26.0000,0.00040350,1.5389e-03,0.262190,0.387190,0.034124,0.687284,0.515225,0.000001,1,0
26.5000,0.00041306,1.5934e-03,0.259228,0.380699,0.039102,0.679657,0.798525,0.000000,1,0
27.0000,0.00045541,1.6745e-03,0.271971,0.387820,0.032131,0.697450,0.955417,0.000000,1,0
27.5000,0.00052918,1.7536e-03,0.301769,0.402381,0.024127,0.713505,0.624491,0.000001,1,0
28.0000,0.00060897,1.7342e-03,0.351157,0.371777,0.031082,0.698147,0.586694,0.000001,1,0
28.5000,0.00070835,1.8194e-03,0.389333,0.380233,0.035676,0.692248,0.549739,0.000000,1,0
29.0000,0.00074942,1.7537e-03,0.427335,0.378300,0.035630,0.693048,0.668686,0.000000,1,0
29.5000,0.00079737,1.8162e-03,0.439032,0.379940,0.036925,0.692624,0.769733,-0.000000,1,0
30.0000,0.00083016,1.9100e-03,0.434651,0.420864,0.022479,0.723146,-0.189634,-0.000000,1,0
30.5000,0.00071467,1.7622e-03,0.405568,0.426862,0.005296,0.751170,0.594985,0.000000,1,0
31.0000,0.00079575,1.8932e-03,0.420328,0.399630,0.012556,0.740356,0.804576,0.000011,1,0
31.5000,0.00071607,1.7170e-03,0.417045,0.375805,0.018569,0.728755,0.588942,0.000001,1,0
32.0000,0.00065507,1.5511e-03,0.422324,0.354613,0.021221,0.722869,0.662574,0.000000,1,0
32.5000,0.00072999,1.5792e-03,0.462256,0.335870,0.024829,0.714509,0.493483,0.000003,1,0
33.0000,0.00067888,1.4421e-03,0.470767,0.332076,0.024365,0.715542,0.627608,0.000001,1,0
33.5000,0.00073148,1.5429e-03,0.474096,0.329151,0.026760,0.711161,0.224793,0.000000,1,0
34.0000,0.00078657,1.6848e-03,0.466873,0.334488,0.028210,0.710056,0.635236,0.000001,1,0
34.5000,0.00073648,1.6438e-03,0.448025,0.357335,0.028726,0.712961,0.737419,0.000000,1,0
35.0000,0.00073232,1.6106e-03,0.454700,0.408969,0.021715,0.730696,0.648146,0.000000,1,0
35.5000,0.00057364,1.4415e-03,0.397955,0.443651,0.002712,0.763919,0.632394,0.000000,1,0
36.0000,0.00071560,1.5746e-03,0.454453,0.469874,0.007918,0.758182,0.813458,0.000013,1,0
36.5000,0.00076925,1.5697e-03,0.490071,0.490688,0.012443,0.753225,0.649651,0.000002,1,0
37.0000,0.00080492,1.6386e-03,0.491210,0.501244,0.015352,0.751287,0.569049,0.000002,1,0
37.5000,0.00082357,1.7988e-03,0.457854,0.511027,0.016495,0.750711,0.829822,0.000009,1,0
38.0000,0.00084443,1.8963e-03,0.445295,0.501497,0.018018,0.749534,0.020413,-0.000000,1,0
38.5000,0.00086776,1.9444e-03,0.446288,0.512191,0.007979,0.763479,0.831977,-0.000000,1,0
39.0000,0.00089707,1.9743e-03,0.454376,0.494648,0.012699,0.757932,0.739112,-0.000001,1,0
39.5000,0.00093882,1.9984e-03,0.469792,0.458534,0.018842,0.748655,0.809915,-0.000000,1,0
40.0000,0.00099894,2.0394e-03,0.489833,0.422029,0.023536,0.739341,0.784960,-0.000001,1,0
40.5000,0.00107814,2.1301e-03,0.506148,0.401395,0.020411,0.743645,0.665163,0.000000,1,0
41.0000,0.00116945,2.2460e-03,0.520686,0.409611,0.010491,0.760625,0.305769,0.000000,1,0
41.5000,0.00125904,2.3570e-03,0.534182,0.383443,0.013294,0.754739,0.583844,0.000000,1,0
42.0000,0.00133066,2.4101e-03,0.552126,0.357437,0.018673,0.743518,0.830539,0.000002,1,0
42.5000,0.00137166,2.4151e-03,0.567958,0.338370,0.016543,0.746950,0.781455,-0.000000,1,0
43.0000,0.00137758,2.3819e-03,0.578359,0.316175,0.021864,0.734180,0.796839,0.000003,1,0
43.5000,0.00135322,2.3401e-03,0.578267,0.313374,0.019869,0.738755,0.184379,0.000000,1,0
44.0000,0.00131086,2.2906e-03,0.572280,0.326517,0.013509,0.754929,0.477907,0.000000,1,0
44.5000,0.00126689,2.2479e-03,0.563589,0.337773,0.018139,0.747211,0.600845,0.000000,1,0
45.0000,0.00123857,2.2436e-03,0.552045,0.366022,0.018776,0.748814,0.336823,0.000000,1,0
45.5000,0.00124129,2.2829e-03,0.543725,0.394922,0.014668,0.758135,0.699812,0.000001,1,0
46.0000,0.00128632,2.3488e-03,0.547644,0.420316,0.020463,0.750680,0.543634,0.000000,1,0
46.5000,0.00137826,2.4316e-03,0.566809,0.437518,0.023410,0.748102,0.489768,0.000008,1,0
47.0000,0.00151280,2.5412e-03,0.595305,0.459763,0.025595,0.746723,0.547393,0.000002,1,0
47.5000,0.00167588,2.6575e-03,0.630615,0.469822,0.026664,0.746586,0.630093,-0.000000,1,0
48.0000,0.00184501,2.7788e-03,0.663970,0.463842,0.027227,0.746187,0.680216,-0.000000,1,0
