instancia,duracion_inicial,omega_bigbang_neg,omega_bigbang_pos_final
H0,0,0.7644630720206319,0.6497123848492536
H15,15,0.7465588285862663,0.6497096539559636
H30,30,0.768516740265233,0.6497086421839806
H45,45,0.7660537663979119,0.6497189315697729
H60,60,0.7680568739001464,0.6497217611260314
H75,75,0.768055506011506,0.6497025997076796
H90,90,0.7685375465509592,0.6497238632600508
H105,105,0.7686497703454445,0.6497061733320263
H120,120,0.7679305162907586,0.6497086999134035
