beta,sigma,potencia_base,semilla,r_real,percentil_r_real_en_nula,media_nula,desviacion_nula
0.8,6.8,0.47,4,-0.2592114875032303,0.9,-0.004245699483173136,0.1308532751070685
0.8,6.8,0.65,4,-0.28346768674800826,1,-0.00035729044928009687,0.128250068634387
0.8,8,0.3,4,-0.17582749801267833,6.7,-0.0013939627061457884,0.13208854748781332
0.8,8,0.47,4,-0.2592114875032303,1.1,-0.0011373160750023314,0.1343351588242532
0.8,8,0.65,4,-0.28346768674800826,1.3,0.000414745473876148,0.12977818446872524
0.88,3,0.3,4,-0.166662133380176,9.7,0.0015809315789294628,0.13417481113795257
0.88,3,0.47,4,-0.2525708662084533,1.3,-0.006211051939584274,0.13072299082487235
0.88,3,0.65,4,-0.28798555454540536,0.9,0.0010039941305124915,0.1314310515184932
0.88,5,0.3,4,-0.166662133380176,10.4,-0.0008052353832896334,0.13299767349996872
0.88,5,0.47,4,-0.2525708662084533,1.7,0.0020558126356954513,0.13438372419846456
0.88,5,0.65,4,-0.28798555454540536,1.2,0.0022983909019794048,0.1256706812509324
0.88,6.8,0.3,4,-0.166662133380176,9,-0.004894869224451149,0.12880677486898925
0.88,6.8,0.47,4,-0.2525708662084533,1.1,0.0036935418163613143,0.13053000621932184
0.88,6.8,0.65,4,-0.28798555454540536,1.6,0.0008900121216440966,0.1321014397803544
0.88,8,0.3,4,-0.166662133380176,7.2,0.0032014828170048595,0.128662875752894
0.88,8,0.47,4,-0.2525708662084533,1.4,-0.0030566148529854605,0.1328890695289703
0.88,8,0.65,4,-0.28798555454540536,1,-0.006068098505786158,0.12565806310853667
0.94,3,0.3,4,-0.16985795812099125,9.3,-0.005126850997831147,0.1292548688092392
0.94,3,0.47,4,-0.2533392215325836,1.5,-0.004513931652014077,0.13039228267921954
0.94,3,0.65,4,-0.29555101647376947,1.2,-0.002370709329892634,0.12736026421434055
0.94,5,0.3,4,-0.16985795812099125,7.8,0.004041024484540642,0.12935538190592696
0.94,5,0.47,4,-0.2533392215325836,1.6,0.0017099788331109594,0.13158319411898653
0.94,5,0.65,4,-0.29555101647376947,1.3,-0.0017076141371728634,0.13245339832782638
0.94,6.8,0.3,4,-0.16985795812099125,9.1,-0.002463598402561013,0.12915370385263206
0.94,6.8,0.47,4,-0.2533392215325836,1.6,-0.004064796283109767,0.12983201135025452
0.94,6.8,0.65,4,-0.29555101647376947,0.9,0.0032389666586280738,0.1325364504948748
0.94,8,0.3,4,-0.16985795812099125,7,0.004489575763045688,0.13311666395256627
0.94,8,0.47,4,-0.2533392215325836,1.1,-0.00007577170516108235,0.13241381253048676
0.94,8,0.65,4,-0.29555101647376947,1.4,-0.004530888298589433,0.1310112772264742
0.98,3,0.3,4,-0.1634144287440242,9.3,0.0037181548264262,0.13417092177495354
0.98,3,0.47,4,-0.25898809511232923,1.6,0.0033328119051508802,0.1307461586674593
0.98,3,0.65,4,-0.29511278786647244,1.6,-0.004507366415782593,0.12981682388883678
0.98,5,0.3,4,-0.1634144287440242,11,-0.005401370182294651,0.13181211431260997
0.98,5,0.47,4,-0.25898809511232923,1.9,0.0044810893567705035,0.13354858577831674
0.98,5,0.65,4,-0.29511278786647244,1.1,-0.0027333396266811245,0.1271933908509407
0.98,6.8,0.3,4,-0.1634144287440242,8.7,-0.0009199874741962805,0.12987101081949692
0.98,6.8,0.47,4,-0.25898809511232923,1.3,0.0037057386471266588,0.13237145654150437
0.98,6.8,0.65,4,-0.29511278786647244,1.4,-0.005024993193601574,0.12902963430179698
0.98,8,0.3,4,-0.1634144287440242,10.1,-0.0012626866408513085,0.12815366764891215
0.98,8,0.47,4,-0.25898809511232923,1.6,-0.005893465372423781,0.1332176449884549
0.98,8,0.65,4,-0.29511278786647244,1,0.000274198883054241,0.1290095116809809
0.8,3,0.3,5,-0.08175600794993798,31.2,-0.0006715474690011441,0.13026551608426845
0.8,3,0.47,5,-0.12943168666323732,16.6,0.001162225963273752,0.13080208917902586
0.8,3,0.65,5,-0.2066319747845881,5.5,-0.0008205476217931216,0.12827730282784028
0.8,5,0.3,5,-0.08175600794993798,31.2,-0.0012827022640429474,0.12860613798431783
0.8,5,0.47,5,-0.12943168666323732,17.2,0.002103209223667461,0.13225856752043375
0.8,5,0.65,5,-0.2066319747845881,4.6,-0.0022615995843000224,0.1274482051410214
0.8,6.8,0.3,5,-0.08175600794993798,29.7,0.0023131451708142455,0.1321622313234135
0.8,6.8,0.47,5,-0.12943168666323732,17.3,0.00018518566745074122,0.1277847058957099
0.8,6.8,0.65,5,-0.2066319747845881,4.7,0.0014777725023207538,0.1287496684014777
0.8,8,0.3,5,-0.08175600794993798,31,0.0008310974360802515,0.12946003398231243
0.8,8,0.47,5,-0.12943168666323732,14.3,0.0009987338315602,0.12585281179014746
0.8,8,0.65,5,-0.2066319747845881,4.9,0.006642171029355625,0.1301529012541278
0.88,3,0.3,5,-0.09498376979540296,26.1,0.006067623520160368,0.13385815495487752
0.88,3,0.47,5,-0.155728676855938,11.3,0.007943542640339592,0.13101786683885266
0.88,3,0.65,5,-0.2133459078045047,4.8,-0.004339097136536068,0.13014458240602392
0.88,5,0.3,5,-0.09498376979540296,27.9,-0.0013358451740701537,0.12957156337462458
0.88,5,0.47,5,-0.155728676855938,10.4,-0.0016448659339399626,0.13229172730042868
0.88,5,0.65,5,-0.2133459078045047,6,-0.003164794259775446,0.1356233343508443
0.88,6.8,0.3,5,-0.09498376979540296,27.3,-0.0038617812099160202,0.12933822795975825
0.88,6.8,0.47,5,-0.155728676855938,11.9,0.001738449769100584,0.13595998005801388
0.88,6.8,0.65,5,-0.2133459078045047,3.9,0.002335359007267164,0.12820687576617515
0.88,8,0.3,5,-0.09498376979540296,26,0.004541301535175698,0.13322127124566072
0.88,8,0.47,5,-0.155728676855938,9.9,0.002385661653708939,0.12890671824709263
0.88,8,0.65,5,-0.2133459078045047,4.7,-0.0006497737010794248,0.13089078488799055
0.94,3,0.3,5,-0.12220050677564658,20.6,0.0003663620599444617,0.13542582853726381
0.94,3,0.47,5,-0.16806824987449273,10.3,-0.0030592711837442704,0.1293701238155667
0.94,3,0.65,5,-0.2206265650033916,4.8,-0.0005902671056270796,0.1317510377367977
0.94,5,0.3,5,-0.12220050677564658,18.4,0.007553664632116786,0.13422510614089794
0.94,5,0.47,5,-0.16806824987449273,8.5,0.005208528980807322,0.13119651269745192
0.94,5,0.65,5,-0.2206265650033916,3.5,0.005417086883277883,0.13079956262535714
0.94,6.8,0.3,5,-0.12220050677564658,19.3,-0.006247181670415118,0.13110635823920802
0.94,6.8,0.47,5,-0.16806824987449273,9.3,-0.0005487010827164203,0.1267734479781995
0.94,6.8,0.65,5,-0.2206265650033916,4.1,-0.008760835115704508,0.12606141700732557
0.94,8,0.3,5,-0.12220050677564658,18.4,0.0005558569997565219,0.12961570403846648
0.94,8,0.47,5,-0.16806824987449273,8.7,-0.0017658609096566486,0.12769210665290362
0.94,8,0.65,5,-0.2206265650033916,4.3,0.006140757692639406,0.13387068691701892
0.98,3,0.3,5,-0.13702790271882614,14.8,0.0032645400433291114,0.12918523790571637
0.98,3,0.47,5,-0.1882028442692371,4.9,0.007047937788285453,0.13156150309536926
0.98,3,0.65,5,-0.23038508131067995,2.1,0.001933504269588745,0.12357562843463128
0.98,5,0.3,5,-0.13702790271882614,15.7,-0.00012596993901437477,0.13369916979021498
0.98,5,0.47,5,-0.1882028442692371,5.5,0.0045967020019835455,0.12734246714534442
0.98,5,0.65,5,-0.23038508131067995,3,-0.0029349016598305367,0.12853130573826355
0.98,6.8,0.3,5,-0.13702790271882614,14.1,-0.001768307416057843,0.12696136855226242
0.98,6.8,0.47,5,-0.1882028442692371,6.9,-0.0039817060146754134,0.13467760629676626
0.98,6.8,0.65,5,-0.23038508131067995,4.1,0.008094678140189741,0.13173211225396153
0.98,8,0.3,5,-0.13702790271882614,14.4,-0.0007590609021444074,0.12907669112574002
0.98,8,0.47,5,-0.1882028442692371,7.4,-0.00136366084903683,0.13213543278729145
0.98,8,0.65,5,-0.23038508131067995,2.7,-0.0021814483657351252,0.13012456560592012
0.8,3,0.3,6,-0.23810695747338673,2.6,-0.0016880987436309043,0.13257470240780755
0.8,3,0.47,6,-0.2665991561559102,1.1,0.0012175226193697733,0.12843407004741425
0.8,3,0.65,6,-0.27029501087656593,0.8,0.0028538442875225803,0.12483731018039314
0.8,5,0.3,6,-0.23810695747338673,2.6,-0.0023231150564684937,0.12906123917209705
0.8,5,0.47,6,-0.2665991561559102,1.5,-0.00019808353138920336,0.1288999196984243
0.8,5,0.65,6,-0.27029501087656593,1.3,-0.002730162002015627,0.12941614460175638
0.8,6.8,0.3,6,-0.23810695747338673,2.6,0.00015165220245453928,0.12831568439256788
0.8,6.8,0.47,6,-0.2665991561559102,1.6,-0.0022751601358062933,0.13101277308551532
0.8,6.8,0.65,6,-0.27029501087656593,1.5,0.008040084383736832,0.13157241972733216
0.8,8,0.3,6,-0.23810695747338673,3.1,0.0023622794354722556,0.1323467554925114
0.8,8,0.47,6,-0.2665991561559102,1.6,0.00555817548730912,0.13160749851901987
0.8,8,0.65,6,-0.27029501087656593,2,-0.004447698372727463,0.1295280381256799
0.88,3,0.3,6,-0.24590618453250906,2,-0.004657865399723032,0.1266974136840278
0.88,3,0.47,6,-0.2809097379548534,1.2,0.0006660771553027445,0.1319818679763469
0.88,3,0.65,6,-0.28870765338059295,1.3,0.0015500258231539617,0.13151267818201762
