semilla,potencia_base,beta,sigma,ruido,banda,t_optima,tc_ptc,exponente_ptc,dia_noche,luminosidad,entropia_abs_local,entropia_piso_local,entropia_abs_global,entropia_piso_global,entropia_rel,huella,lambda,acoplamiento,tasa_error,potencia_viva,rango_potencia_viva,banda_potencia_viva,piso_ruido,valores_distintos,multiplicidad,diagnostico,saturacion_sensor
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.0279661016949153,0.9658666887161,4.30417419337647,0,3.0334538896037184,3.452259113276503,2.956484503526208,30.472596953094445,0.8100579683225614,0.0016683436449583635,0.09561623388191644,0.003866571738122715,0.003866571738122715,0.07807170901400967,82,0.2888466620417702,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.0567796610169493,0.7219280948873623,4.326804380090489,0.9837082626231859,3.0747306570673256,3.8447581872679706,3.743957894576515,29.324379634400724,0.8055351381653981,0.0017981123673400288,0.10031199284656148,0.0030617016291440147,0.0030617016291440147,0.07806887529278167,85,0.2848691408341201,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.0855932203389829,0.9798687566511528,4.185458309102902,0,3.111313280958521,4.345002034333956,4.08588748034066,28.724268916569688,0.7941112824227291,0.0017902082565888803,0.09825138970486573,0.001880101224248254,0.001880101224248254,0.07848216801579111,82,0.28859111491921896,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.1144067796610169,0.9967916319816366,4.330058751796629,0,3.0917418131248495,4.346964801086115,4.441626975698174,34.15103740909227,0.8048235869721707,0.0016584004897774978,0.09622344264705007,0.001759585082596521,0.001759585082596521,0.077939955691807,91,0.2895564214666837,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.1432203389830509,0.975617030221205,4.365574739661891,0,3.0651341606798885,4.249256772828279,4.698204082710803,32.09721335630661,0.8118419580137779,0.0019669424487931005,0.09300942958341873,0.003161203328862369,0.003161203328862369,0.07734085322287865,94,0.2952442693732131,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.1720338983050849,0.9991983542636398,4.360948434979028,0,3.0693026765959766,4.44054525984814,4.893724619643461,37.3760551448396,0.8146000743520874,0.0015815113298017235,0.08892517604542048,0.002051200330177444,0.002051200330177444,0.07757718538935299,88,0.29893260246920256,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.2008474576271186,0.7691928290130138,4.233023485705326,0,2.9897288715691017,4.077637968001183,5.257676083244473,34.09245555972208,0.8396475439099153,0.0018536391104105668,0.08703668503071683,0.0010064304228759313,0.0010064304228759313,0.07853138621826655,62,0.3002597548162405,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.2296610169491524,0.8708644692353644,4.383363358785021,0,3.0808016301727443,4.194953277119588,5.4178228070528816,39.186419781867045,0.839767054244586,0.0017326230103975296,0.08285426056687333,0.002130531768605476,0.002130531768605476,0.07791261795209725,87,0.3046726759357749,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.2584745762711864,0.9967916319816366,4.3193683528646005,0,3.037244256347127,4.442169445435446,5.60779235815682,42.70856597959335,0.8439998326152918,0.0015431176664853536,0.0791045825011283,0.002949895622810783,0.002949895622810783,0.0779473713927436,100,0.30752713207702076,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.2872881355932202,0.5665095065529053,4.321347238816489,0,2.9239543636160907,3.9110761798260416,5.95801594870581,40.14861284824397,0.8686394164432243,0.001725102962489259,0.07745342141038195,0.0027463072882188133,0.0027463072882188133,0.07489103916124445,86,0.3088350657109164,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.3161016949152542,0.9182958340544896,4.3448813450962165,0,3.061513690857201,4.0517752924751855,6.230435506044894,34.4158623639761,0.8839552831147066,0.0019802015957455553,0.07533050592324758,0.001513448364729511,0.001513448364729511,0.07763565256656146,74,0.3143370707879502,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.344915254237288,0.99819587904281,4.347883464191775,0.9709505944546686,3.113986085594679,4.298016901116805,6.388408448141618,47.47695978156306,0.8854039540582286,0.001461538974488713,0.07167837544894139,0.0011339699669020709,0.0011339699669020709,0.07815996973682199,75,0.317042808196525,banda<=ruido,0
1,0.47,0.94,6.8,0.0079,1.105,25,18,4.1,0,1.373728813559322,0.9480782435939055,4.342110485807939,0,3.05828049688515,4.2400631230900565,6.637990366061093,38.297987869596675,0.8987848371096262,0.0018448847992139975,0.0692844653127209,0.00148529216790462,0.00148529216790462,0.07775988335767758,76,0.3199641936203638,banda<=ruido,0
