t,z,y,vz,vy,thrust_z,thrust_y,battery,delta,A,e_R,lf,vy_value,wh_rth,wh_land,crashed,landed,decision
0.67,1.0794296000000005,120.0,-2.6683199999999982,0.0,7.0632,-0.0,0.09454666666666653,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.6106002476666665,0.0064523246666666695,0.0,0.0,1.0
0.68,1.0523540000000005,120.0,-2.707559999999998,0.0,7.0632,-0.0,0.09453999999999986,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.610344533666668,0.0062966726666666695,0.0,0.0,1.0
0.6900000000000001,1.0248860000000004,120.0,-2.746799999999998,0.0,7.0632,-0.0,0.09453333333333319,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.610085059166667,0.0061387316666666695,0.0,0.0,1.0
0.7000000000000001,0.9970256000000004,120.0,-2.786039999999998,0.0,7.0632,-0.0,0.09452666666666652,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.609821824166667,0.0059785016666666696,0.0,0.0,1.0
0.71,0.9687728000000004,120.0,-2.825279999999998,0.0,7.0632,-0.0,0.09451999999999985,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.609554828666666,0.00581598266666667,0.0,0.0,1.0
0.72,0.9401276000000005,120.0,-2.864519999999998,0.0,7.0632,-0.0,0.09451333333333319,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.609284072666667,0.00565117466666667,0.0,0.0,1.0
0.73,0.9110900000000005,120.0,-2.903759999999998,0.0,7.0632,-0.0,0.09450666666666652,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.609009556166667,0.005484077666666669,0.0,0.0,1.0
0.74,0.8816600000000006,120.0,-2.942999999999998,0.0,7.0632,-0.0,0.09449999999999985,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.608731279166667,0.00531469166666667,0.0,0.0,1.0
0.75,0.8518376000000005,120.0,-2.982239999999998,0.0,7.0632,-0.0,0.09449333333333318,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.608449241666667,0.00514301666666667,0.0,0.0,1.0
0.76,0.8216228000000005,120.0,-3.0214799999999977,0.0,7.0632,-0.0,0.09448666666666651,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.608163443666667,0.00496905266666667,0.0,0.0,1.0
0.77,0.7910156000000006,120.0,-3.0607199999999977,0.0,7.0632,-0.0,0.09447999999999984,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.607873885166667,0.00479279966666667,0.0,0.0,1.0
0.78,0.7600160000000006,120.0,-3.0999599999999976,0.0,7.0632,-0.0,0.09447333333333317,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.607580566166667,0.004614257666666671,0.0,0.0,1.0
0.79,0.7286240000000006,120.0,-3.1391999999999975,0.0,7.0632,-0.0,0.0944666666666665,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.607283486666667,0.0044334266666666705,0.0,0.0,1.0
0.8,0.6968396000000007,120.0,-3.1784399999999975,0.0,7.0632,-0.0,0.09445999999999984,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.606982646666666,0.00425030666666667,0.0,0.0,1.0
0.81,0.6646628000000007,120.0,-3.2176799999999974,0.0,7.0632,-0.0,0.09445333333333317,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.6066780461666665,0.00406489766666667,0.0,0.0,1.0
0.8200000000000001,0.6320936000000007,120.0,-3.2569199999999974,0.0,7.0632,-0.0,0.0944466666666665,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.6063696851666665,0.0038771996666666707,0.0,0.0,1.0
0.8300000000000001,0.5991320000000008,120.0,-3.2961599999999973,0.0,7.0632,-0.0,0.09443999999999983,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.606057563666667,0.0036872126666666707,0.0,0.0,1.0
0.84,0.5657780000000008,120.0,-3.3353999999999973,0.0,7.0632,-0.0,0.09443333333333316,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.605741681666666,0.0034949366666666712,0.0,0.0,1.0
0.85,0.5320316000000008,120.0,-3.374639999999997,0.0,7.0632,-0.0,0.09442666666666649,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.605422039166666,0.0033003716666666714,0.0,0.0,1.0
0.86,0.49789280000000086,120.0,-3.413879999999997,0.0,7.0632,-0.0,0.09441999999999982,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.605098636166666,0.0031035176666666716,0.0,0.0,1.0
0.87,0.4633616000000009,120.0,-3.453119999999997,0.0,7.0632,-0.0,0.09441333333333315,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.604771472666667,0.002904374666666672,0.0,0.0,1.0
0.88,0.4284380000000009,120.0,-3.492359999999997,0.0,7.0632,-0.0,0.09440666666666649,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.604440548666667,0.002702942666666672,0.0,0.0,1.0
0.89,0.3931220000000009,120.0,-3.531599999999997,0.0,7.0632,-0.0,0.09439999999999982,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.604105864166667,0.0024992216666666718,0.0,0.0,1.0
0.9,0.35741360000000094,120.0,-3.570839999999997,0.0,7.0632,-0.0,0.09439333333333315,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.603767419166667,0.002293211666666672,0.0,0.0,1.0
0.91,0.32131280000000095,120.0,-3.610079999999997,0.0,7.0632,-0.0,0.09438666666666648,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.603425213666666,0.0020849126666666724,0.0,0.0,1.0
0.92,0.284819600000001,120.0,-3.649319999999997,0.0,7.0632,-0.0,0.09437999999999981,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.603079247666667,0.0018743246666666723,0.0,0.0,1.0
0.93,0.24827735000000103,120.0,-3.6542249999999967,0.0,11.183399999999999,-0.0,0.09436944444444426,1.5695999999999977,1.0,-0.0,0.4114,0.0,4.602729521166667,0.0016614476666666725,0.0,0.0,1.0
0.9400000000000001,0.21168605000000107,120.0,-3.6591299999999967,0.0,11.183399999999999,-0.0,0.0943588888888887,34.5312,1.0,-0.0,0.4114,0.0,4.6023793246041675,0.0014482845416666727,0.0,0.0,1.0
0.9500000000000001,0.1750457000000011,120.0,-3.6640349999999966,0.0,11.183399999999999,-0.0,0.09434833333333315,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.602028657979167,0.001234835291666673,0.0,0.0,1.0
0.96,0.13835630000000115,120.0,-3.6689399999999965,0.0,11.183399999999999,-0.0,0.09433777777777759,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.601677521291666,0.0010210999166666733,0.0,0.0,1.0
0.97,0.10161785000000119,120.0,-3.6738449999999965,0.0,11.183399999999999,-0.0,0.09432722222222203,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.6013259145416665,0.0008070784166666733,0.0,0.0,1.0
0.98,0.06483035000000123,120.0,-3.6787499999999964,0.0,11.183399999999999,-0.0,0.09431666666666648,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.600973837729167,0.0005927707916666736,0.0,0.0,1.0
0.99,0.02799380000000127,120.0,-3.6836549999999963,0.0,11.183399999999999,-0.0,0.09430611111111092,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.600621290854167,0.00037817704166667385,0.0,0.0,1.0
1.0,0.0,120.0,0.0,0.0,11.183399999999999,-0.0,0.09429555555555537,0.1961999999999975,1.0,-0.0,0.4114,0.0,4.600268273916667,0.00016329716666667408,0.0,1.0,1.0
