[verificación] 20 semillas nuevas; ancho de cadena por genealogía = 7761; separación mínima nueva-nueva = 78218; separación mínima nueva-vs-ya_usada = 23267
[verificación] saltos consecutivos entre semillas nuevas, todos distintos = True  -> no hay progresión aritmética
[verificación] OK: ninguna genealogía puede compartir una semilla individual con otra.
[diámetro] MOT._diam sustituido en memoria: _diam -> diam_gigante (medición oficial corregida, ningún archivo tocado en disco)
[shard 3/5] genealogías: ['H03_662819', 'H08_1604923', 'H13_2814697', 'H18_4213589']  brazos=['C2-hard', 'C2-hibrido']
[H03_662819] seed_base=662819  admitidas=20/20  descartadas(P1-P5)=0
  [H03_662819] A2-B0-C2-r0      C2-hard     clase=I                          pend=+0.462 diam_b1=9 (2.0s) [t=3s]
  [H03_662819] A2-B0-C2-r0      C2-hibrido  clase=I                          pend=+0.511 diam_b1=10 (2.4s) [t=5s]
  [H03_662819] A2-B0-C2-r1      C2-hard     clase=III                        pend=+0.718 diam_b1=16 (2.2s) [t=8s]
  [H03_662819] A2-B0-C2-r1      C2-hibrido  clase=I                          pend=+0.544 diam_b1=11 (2.6s) [t=10s]
  [H03_662819] A2-B0-C2-r2      C2-hard     clase=I                          pend=+0.563 diam_b1=12 (2.3s) [t=12s]
  [H03_662819] A2-B0-C2-r2      C2-hibrido  clase=I                          pend=+0.335 diam_b1=8 (2.6s) [t=15s]
  [H03_662819] A2-B0-C2-r3      C2-hard     clase=III                        pend=+1.140 diam_b1=19 (1.8s) [t=17s]
  [H03_662819] A2-B0-C2-r3      C2-hibrido  clase=III                        pend=+1.320 diam_b1=17 (2.1s) [t=19s]
  [H03_662819] A2-B0-C2-r4      C2-hard     clase=III                        pend=+0.869 diam_b1=15 (2.4s) [t=21s]
  [H03_662819] A2-B0-C2-r4      C2-hibrido  clase=III                        pend=+0.764 diam_b1=12 (2.2s) [t=23s]
  [H03_662819] A2-B0-C2-r5      C2-hard     clase=III                        pend=+0.881 diam_b1=16 (2.4s) [t=26s]
  [H03_662819] A2-B0-C2-r5      C2-hibrido  clase=III                        pend=+0.922 diam_b1=13 (2.2s) [t=28s]
  [H03_662819] A2-B0-C2-r6      C2-hard     clase=I                          pend=+0.502 diam_b1=10 (2.3s) [t=30s]
  [H03_662819] A2-B0-C2-r6      C2-hibrido  clase=I                          pend=+0.508 diam_b1=10 (2.5s) [t=33s]
  [H03_662819] A2-B0-C2-r7      C2-hard     clase=III                        pend=+1.089 diam_b1=17 (2.6s) [t=36s]
  [H03_662819] A2-B0-C2-r7      C2-hibrido  clase=III                        pend=+1.169 diam_b1=16 (2.4s) [t=38s]
  [H03_662819] A2-B0-C2-r8      C2-hard     clase=III                        pend=+1.005 diam_b1=21 (2.1s) [t=40s]
  [H03_662819] A2-B0-C2-r8      C2-hibrido  clase=III                        pend=+0.936 diam_b1=15 (2.2s) [t=42s]
  [H03_662819] A2-B0-C2-r9      C2-hard     clase=III                        pend=+0.752 diam_b1=15 (2.2s) [t=45s]
  [H03_662819] A2-B0-C2-r9      C2-hibrido  clase=III                        pend=+0.833 diam_b1=13 (2.4s) [t=47s]
  [H03_662819] A2-B0-C2-r10     C2-hard     clase=III                        pend=+0.940 diam_b1=16 (2.2s) [t=49s]
  [H03_662819] A2-B0-C2-r10     C2-hibrido  clase=III                        pend=+1.043 diam_b1=14 (2.5s) [t=52s]
  [H03_662819] A2-B0-C2-r11     C2-hard     clase=I                          pend=+0.697 diam_b1=15 (2.5s) [t=54s]
  [H03_662819] A2-B0-C2-r11     C2-hibrido  clase=III                        pend=+0.752 diam_b1=13 (2.4s) [t=57s]
  [H03_662819] A2-B0-C2-r12     C2-hard     clase=III                        pend=+0.788 diam_b1=15 (2.3s) [t=59s]
  [H03_662819] A2-B0-C2-r12     C2-hibrido  clase=I                          pend=+0.569 diam_b1=11 (2.6s) [t=62s]
  [H03_662819] A2-B0-C2-r13     C2-hard     clase=I                          pend=+0.591 diam_b1=11 (2.5s) [t=64s]
  [H03_662819] A2-B0-C2-r13     C2-hibrido  clase=I                          pend=+0.602 diam_b1=12 (3.2s) [t=67s]
  [H03_662819] A2-B0-C2-r14     C2-hard     clase=III                        pend=+0.705 diam_b1=13 (2.5s) [t=70s]
  [H03_662819] A2-B0-C2-r14     C2-hibrido  clase=I                          pend=+0.536 diam_b1=10 (2.4s) [t=72s]
  [H03_662819] A2-B0-C2-r15     C2-hard     clase=III                        pend=+1.050 diam_b1=19 (1.9s) [t=74s]
  [H03_662819] A2-B0-C2-r15     C2-hibrido  clase=III                        pend=+1.360 diam_b1=18 (2.2s) [t=76s]
  [H03_662819] A2-B0-C2-r16     C2-hard     clase=III                        pend=+0.870 diam_b1=16 (2.9s) [t=79s]
  [H03_662819] A2-B0-C2-r16     C2-hibrido  clase=III                        pend=+0.770 diam_b1=13 (2.7s) [t=82s]
  [H03_662819] A2-B0-C2-r17     C2-hard     clase=I                          pend=+0.643 diam_b1=13 (2.9s) [t=85s]
  [H03_662819] A2-B0-C2-r17     C2-hibrido  clase=I                          pend=+0.478 diam_b1=9 (4.1s) [t=89s]
  [H03_662819] A2-B0-C2-r18     C2-hard     clase=I                          pend=+0.484 diam_b1=10 (3.0s) [t=92s]
  [H03_662819] A2-B0-C2-r18     C2-hibrido  clase=II                         pend=+0.390 diam_b1=8 (2.9s) [t=95s]
  [H03_662819] A2-B0-C2-r19     C2-hard     clase=II                         pend=+0.376 diam_b1=9 (3.1s) [t=98s]
  [H03_662819] A2-B0-C2-r19     C2-hibrido  clase=II                         pend=+0.394 diam_b1=8 (3.1s) [t=101s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard3.csv  (40 filas)
[H08_1604923] seed_base=1604923  admitidas=20/20  descartadas(P1-P5)=0
  [H08_1604923] A2-B0-C2-r0      C2-hard     clase=I                          pend=+0.605 diam_b1=11 (2.4s) [t=4s]
  [H08_1604923] A2-B0-C2-r0      C2-hibrido  clase=I                          pend=+0.649 diam_b1=11 (2.7s) [t=6s]
  [H08_1604923] A2-B0-C2-r1      C2-hard     clase=I                          pend=+0.562 diam_b1=11 (2.5s) [t=9s]
  [H08_1604923] A2-B0-C2-r1      C2-hibrido  clase=I                          pend=+0.576 diam_b1=11 (2.7s) [t=11s]
  [H08_1604923] A2-B0-C2-r2      C2-hard     clase=I                          pend=+0.635 diam_b1=13 (2.2s) [t=14s]
  [H08_1604923] A2-B0-C2-r2      C2-hibrido  clase=I                          pend=+0.699 diam_b1=13 (2.4s) [t=16s]
  [H08_1604923] A2-B0-C2-r3      C2-hard     clase=I                          pend=+0.507 diam_b1=12 (2.0s) [t=18s]
  [H08_1604923] A2-B0-C2-r3      C2-hibrido  clase=I                          pend=+0.609 diam_b1=11 (2.2s) [t=20s]
  [H08_1604923] A2-B0-C2-r4      C2-hard     clase=I                          pend=+0.499 diam_b1=11 (2.7s) [t=23s]
  [H08_1604923] A2-B0-C2-r4      C2-hibrido  clase=II                         pend=+0.399 diam_b1=9 (2.7s) [t=26s]
  [H08_1604923] A2-B0-C2-r5      C2-hard     clase=III                        pend=+0.761 diam_b1=14 (2.4s) [t=28s]
  [H08_1604923] A2-B0-C2-r5      C2-hibrido  clase=I                          pend=+0.669 diam_b1=11 (2.9s) [t=31s]
  [H08_1604923] A2-B0-C2-r6      C2-hard     clase=II                         pend=+0.427 diam_b1=9 (2.8s) [t=34s]
  [H08_1604923] A2-B0-C2-r6      C2-hibrido  clase=II                         pend=+0.386 diam_b1=8 (3.1s) [t=37s]
  [H08_1604923] A2-B0-C2-r7      C2-hard     clase=I                          pend=+0.515 diam_b1=10 (2.7s) [t=39s]
  [H08_1604923] A2-B0-C2-r7      C2-hibrido  clase=I                          pend=+0.454 diam_b1=9 (3.5s) [t=43s]
  [H08_1604923] A2-B0-C2-r8      C2-hard     clase=III                        pend=+0.911 diam_b1=17 (2.3s) [t=45s]
  [H08_1604923] A2-B0-C2-r8      C2-hibrido  clase=III                        pend=+0.810 diam_b1=14 (2.8s) [t=48s]
  [H08_1604923] A2-B0-C2-r9      C2-hard     clase=II                         pend=+0.411 diam_b1=8 (2.6s) [t=51s]
  [H08_1604923] A2-B0-C2-r9      C2-hibrido  clase=II                         pend=+0.393 diam_b1=8 (3.5s) [t=54s]
  [H08_1604923] A2-B0-C2-r10     C2-hard     clase=III                        pend=+0.779 diam_b1=14 (2.7s) [t=57s]
  [H08_1604923] A2-B0-C2-r10     C2-hibrido  clase=I                          pend=+0.596 diam_b1=10 (3.1s) [t=60s]
  [H08_1604923] A2-B0-C2-r11     C2-hard     clase=I                          pend=+0.533 diam_b1=11 (3.6s) [t=64s]
  [H08_1604923] A2-B0-C2-r11     C2-hibrido  clase=II                         pend=+0.448 diam_b1=9 (4.0s) [t=68s]
  [H08_1604923] A2-B0-C2-r12     C2-hard     clase=III                        pend=+0.777 diam_b1=15 (3.5s) [t=71s]
  [H08_1604923] A2-B0-C2-r12     C2-hibrido  clase=III                        pend=+0.712 diam_b1=12 (3.8s) [t=75s]
  [H08_1604923] A2-B0-C2-r13     C2-hard     clase=III                        pend=+0.788 diam_b1=14 (3.5s) [t=79s]
  [H08_1604923] A2-B0-C2-r13     C2-hibrido  clase=III                        pend=+0.714 diam_b1=11 (3.1s) [t=82s]
  [H08_1604923] A2-B0-C2-r14     C2-hard     clase=III                        pend=+1.410 diam_b1=24 (2.7s) [t=84s]
  [H08_1604923] A2-B0-C2-r14     C2-hibrido  clase=III                        pend=+1.297 diam_b1=18 (2.7s) [t=87s]
  [H08_1604923] A2-B0-C2-r15     C2-hard     clase=I                          pend=+0.530 diam_b1=10 (4.1s) [t=91s]
  [H08_1604923] A2-B0-C2-r15     C2-hibrido  clase=II                         pend=+0.432 diam_b1=9 (4.1s) [t=95s]
  [H08_1604923] A2-B0-C2-r16     C2-hard     clase=III                        pend=+0.969 diam_b1=19 (2.9s) [t=98s]
  [H08_1604923] A2-B0-C2-r16     C2-hibrido  clase=III                        pend=+1.072 diam_b1=15 (3.3s) [t=101s]
  [H08_1604923] A2-B0-C2-r17     C2-hard     clase=III                        pend=+1.082 diam_b1=18 (3.3s) [t=105s]
  [H08_1604923] A2-B0-C2-r17     C2-hibrido  clase=III                        pend=+1.329 diam_b1=15 (3.1s) [t=108s]
  [H08_1604923] A2-B0-C2-r18     C2-hard     clase=III                        pend=+0.792 diam_b1=16 (4.3s) [t=112s]
  [H08_1604923] A2-B0-C2-r18     C2-hibrido  clase=I                          pend=+0.639 diam_b1=11 (5.1s) [t=117s]
  [H08_1604923] A2-B0-C2-r19     C2-hard     clase=I                          pend=+0.595 diam_b1=13 (3.5s) [t=121s]
  [H08_1604923] A2-B0-C2-r19     C2-hibrido  clase=I                          pend=+0.487 diam_b1=10 (3.9s) [t=125s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard3.csv  (80 filas)
[H13_2814697] seed_base=2814697  admitidas=20/20  descartadas(P1-P5)=0
  [H13_2814697] A2-B0-C2-r0      C2-hard     clase=I                          pend=+0.639 diam_b1=13 (4.0s) [t=6s]
  [H13_2814697] A2-B0-C2-r0      C2-hibrido  clase=I                          pend=+0.500 diam_b1=9 (4.3s) [t=10s]
  [H13_2814697] A2-B0-C2-r1      C2-hard     clase=III                        pend=+1.270 diam_b1=21 (3.9s) [t=14s]
  [H13_2814697] A2-B0-C2-r1      C2-hibrido  clase=III                        pend=+1.426 diam_b1=19 (3.1s) [t=17s]
  [H13_2814697] A2-B0-C2-r2      C2-hard     clase=III                        pend=+0.894 diam_b1=18 (3.3s) [t=20s]
  [H13_2814697] A2-B0-C2-r2      C2-hibrido  clase=III                        pend=+0.998 diam_b1=15 (3.7s) [t=24s]
  [H13_2814697] A2-B0-C2-r3      C2-hard     clase=III                        pend=+0.950 diam_b1=20 (3.8s) [t=28s]
  [H13_2814697] A2-B0-C2-r3      C2-hibrido  clase=I                          pend=+0.607 diam_b1=13 (4.2s) [t=32s]
  [H13_2814697] A2-B0-C2-r4      C2-hard     clase=III                        pend=+0.712 diam_b1=14 (3.6s) [t=36s]
  [H13_2814697] A2-B0-C2-r4      C2-hibrido  clase=I                          pend=+0.510 diam_b1=10 (4.5s) [t=40s]
  [H13_2814697] A2-B0-C2-r5      C2-hard     clase=III                        pend=+1.264 diam_b1=22 (3.1s) [t=43s]
