rule_id,seed,escala_b,n_cajas,diam_real_orig,diam_real_corr,diam_null_orig,diam_null_corr,giant_real,n_aristas,holon_real,holon_null_valor,tam_comp_medida,tam_gigante,n_componentes,n_aislados,descarrila
A0-B0-C0-r3,20261103,8,296,2.0,2.0,2.0,2.0,1.0,14012,1.8045209216256086,1.5040541373343506,296,296,1,0,False
A0-B0-C0-r3,20261103,16,158,2.0,2.0,2.0,2.0,1.0,7469,1.8045209216256086,1.5040541373343506,158,158,1,0,False
A0-B0-C0-r4,20261200,1,2000,4.0,4.0,4.0,4.0,1.0,14930,1.8861694494924512,1.4977279177054788,2000,2000,1,0,False
A0-B0-C0-r4,20261200,2,1052,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,13798,1.8861694494924512,1.4977279177054788,1052,1052,1,0,False
A0-B0-C0-r4,20261200,4,562,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,12715,1.8861694494924512,1.4977279177054788,562,562,1,0,False
A0-B0-C0-r4,20261200,8,305,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,10550,1.8861694494924512,1.4977279177054788,305,305,1,0,False
A0-B0-C0-r4,20261200,16,178,2.0,2.0,2.0,2.0,1.0,6467,1.8861694494924512,1.4977279177054788,178,178,1,0,False
A0-B0-C0-r5,20261297,1,2000,5.0,5.0,5.0,5.0,1.0,11587,2.0734079863543684,1.5128613774189044,2000,2000,1,0,False
A0-B0-C0-r5,20261297,2,1058,4.0,4.0,4.0,4.0,1.0,10491,2.0734079863543684,1.5128613774189044,1058,1058,1,0,False
A0-B0-C0-r5,20261297,4,587,4.0,4.0,3.0,3.0,1.0,9573,2.0734079863543684,1.5128613774189044,587,587,1,0,False
A0-B0-C0-r5,20261297,8,332,3.0,3.0,3.0,3.0,1.0,8101,2.0734079863543684,1.5128613774189044,332,332,1,0,False
A0-B0-C0-r5,20261297,16,200,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,5324,2.0734079863543684,1.5128613774189044,200,200,1,0,False
A0-B0-C0-r6,20261394,1,2000,5.0,5.0,5.0,5.0,1.0,11988,2.115397899696916,1.4652431750780015,2000,2000,1,0,False
A0-B0-C0-r6,20261394,2,1056,4.0,4.0,4.333333333333333,4.333333333333333,1.0,10895,2.115397899696916,1.4652431750780015,1056,1056,1,0,False
A0-B0-C0-r6,20261394,4,574,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,9966,2.115397899696916,1.4652431750780015,574,574,1,0,False
A0-B0-C0-r6,20261394,8,336,3.0,3.0,3.0,3.0,1.0,8344,2.115397899696916,1.4652431750780015,336,336,1,0,False
A0-B0-C0-r6,20261394,16,208,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,5529,2.115397899696916,1.4652431750780015,208,208,1,0,False
A0-B0-C0-r7,20261491,1,2000,4.0,4.0,4.0,4.0,1.0,17573,1.4137702735972755,1.3876770107596232,2000,2000,1,0,False
A0-B0-C0-r7,20261491,2,1046,3.0,3.0,3.0,3.0,1.0,16360,1.4137702735972755,1.3876770107596232,1046,1046,1,0,False
A0-B0-C0-r7,20261491,4,557,3.0,3.0,3.0,3.0,1.0,15119,1.4137702735972755,1.3876770107596232,557,557,1,0,False
A0-B0-C0-r7,20261491,8,303,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,12451,1.4137702735972755,1.3876770107596232,303,303,1,0,False
A0-B0-C0-r7,20261491,16,182,2.0,2.0,2.0,2.0,1.0,7226,1.4137702735972755,1.3876770107596232,182,182,1,0,False
A0-B0-C0-r8,20261588,1,2000,4.0,4.0,4.0,4.0,1.0,17780,1.4510738892968802,1.424490940503186,2000,2000,1,0,False
A0-B0-C0-r8,20261588,2,1041,3.0,3.0,3.0,3.0,1.0,16594,1.4510738892968802,1.424490940503186,1041,1041,1,0,False
A0-B0-C0-r8,20261588,4,554,3.0,3.0,3.0,3.0,1.0,15332,1.4510738892968802,1.424490940503186,554,554,1,0,False
A0-B0-C0-r8,20261588,8,296,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,12647,1.4510738892968802,1.424490940503186,296,296,1,0,False
A0-B0-C0-r8,20261588,16,190,2.0,2.0,2.0,2.0,1.0,7277,1.4510738892968802,1.424490940503186,190,190,1,0,False
A0-B0-C0-r9,20261685,1,2000,4.0,4.0,4.0,4.0,1.0,20047,2.085494677551201,1.5632672249917285,2000,2000,1,0,False
A0-B0-C0-r9,20261685,2,1029,3.0,3.0,3.0,3.0,1.0,18822,2.085494677551201,1.5632672249917285,1029,1029,1,0,False
A0-B0-C0-r9,20261685,4,544,3.0,3.0,3.0,3.0,1.0,17289,2.085494677551201,1.5632672249917285,544,544,1,0,False
A0-B0-C0-r9,20261685,8,303,2.0,2.0,2.0,2.0,1.0,14088,2.085494677551201,1.5632672249917285,303,303,1,0,False
A0-B0-C0-r9,20261685,16,167,2.0,2.0,2.0,2.0,1.0,7541,2.085494677551201,1.5632672249917285,167,167,1,0,False
A0-B0-C0-r10,20261782,1,2000,4.0,4.0,4.0,4.0,1.0,17380,1.9459255422540895,1.4603579403536682,2000,2000,1,0,False
A0-B0-C0-r10,20261782,2,1034,3.0,3.0,3.0,3.0,1.0,16171,1.9459255422540895,1.4603579403536682,1034,1034,1,0,False
A0-B0-C0-r10,20261782,4,553,3.0,3.0,3.0,3.0,1.0,14973,1.9459255422540895,1.4603579403536682,553,553,1,0,False
A0-B0-C0-r10,20261782,8,298,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,12240,1.9459255422540895,1.4603579403536682,298,298,1,0,False
A0-B0-C0-r10,20261782,16,183,2.0,2.0,2.0,2.0,1.0,7230,1.9459255422540895,1.4603579403536682,183,183,1,0,False
A0-B0-C0-r11,20261879,1,2000,5.0,5.0,4.0,4.0,1.0,14805,1.8134650792600542,1.5188170768593146,2000,2000,1,0,False
A0-B0-C0-r11,20261879,2,1049,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,13665,1.8134650792600542,1.5188170768593146,1049,1049,1,0,False
A0-B0-C0-r11,20261879,4,560,3.0,3.0,3.0,3.0,1.0,12598,1.8134650792600542,1.5188170768593146,560,560,1,0,False
A0-B0-C0-r11,20261879,8,314,3.0,3.0,3.0,3.0,1.0,10603,1.8134650792600542,1.5188170768593146,314,314,1,0,False
A0-B0-C0-r11,20261879,16,187,2.0,2.0,2.0,2.0,1.0,6483,1.8134650792600542,1.5188170768593146,187,187,1,0,False
A0-B0-C0-r12,20261976,1,2000,5.0,5.0,5.0,5.0,1.0,11201,1.60793755327883,1.461222406498542,2000,2000,1,0,False
A0-B0-C0-r12,20261976,2,1066,4.0,4.0,4.0,4.0,1.0,10131,1.60793755327883,1.461222406498542,1066,1066,1,0,False
A0-B0-C0-r12,20261976,4,591,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,9224,1.60793755327883,1.461222406498542,591,591,1,0,False
A0-B0-C0-r12,20261976,8,339,3.0,3.0,3.0,3.0,1.0,7760,1.60793755327883,1.461222406498542,339,339,1,0,False
A0-B0-C0-r12,20261976,16,204,3.0,3.0,2.0,2.0,1.0,5067,1.60793755327883,1.461222406498542,204,204,1,0,False
A0-B0-C0-r13,20262073,1,2000,5.0,5.0,5.0,5.0,1.0,10766,1.5644892155542078,1.451388277630133,2000,2000,1,0,False
A0-B0-C0-r13,20262073,2,1057,4.0,4.0,4.0,4.0,1.0,9703,1.5644892155542078,1.451388277630133,1057,1057,1,0,False
A0-B0-C0-r13,20262073,4,581,4.0,4.0,3.0,3.0,1.0,8802,1.5644892155542078,1.451388277630133,581,581,1,0,False
A0-B0-C0-r13,20262073,8,339,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,7460,1.5644892155542078,1.451388277630133,339,339,1,0,False
A0-B0-C0-r13,20262073,16,217,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,5002,1.5644892155542078,1.451388277630133,217,217,1,0,False
A0-B0-C0-r14,20262170,1,2000,6.0,6.0,5.666666666666667,5.666666666666667,1.0,8958,1.3054938852475246,1.5662492784166253,2000,2000,1,0,False
A0-B0-C0-r14,20262170,2,1073,5.0,5.0,4.333333333333333,4.333333333333333,1.0,7896,1.3054938852475246,1.5662492784166253,1073,1073,1,0,False
A0-B0-C0-r14,20262170,4,588,5.0,5.0,3.3333333333333335,3.3333333333333335,1.0,7165,1.3054938852475246,1.5662492784166253,588,588,1,0,False
A0-B0-C0-r14,20262170,8,356,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,6017,1.3054938852475246,1.5662492784166253,356,356,1,0,False
A0-B0-C0-r14,20262170,16,234,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,4189,1.3054938852475246,1.5662492784166253,234,234,1,0,False
A0-B0-C0-r15,20262267,1,2000,4.0,4.0,4.0,4.0,1.0,18846,2.0887376223932868,1.4786162067271307,2000,2000,1,0,False
A0-B0-C0-r15,20262267,2,1038,3.0,3.0,3.0,3.0,1.0,17640,2.0887376223932868,1.4786162067271307,1038,1038,1,0,False
A0-B0-C0-r15,20262267,4,550,3.0,3.0,3.0,3.0,1.0,16234,2.0887376223932868,1.4786162067271307,550,550,1,0,False
A0-B0-C0-r15,20262267,8,289,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,13230,2.0887376223932868,1.4786162067271307,289,289,1,0,False
A0-B0-C0-r15,20262267,16,170,2.0,2.0,2.0,2.0,1.0,7454,2.0887376223932868,1.4786162067271307,170,170,1,0,False
A0-B0-C0-r16,20262364,1,2000,4.0,4.0,4.0,4.0,1.0,19224,2.1062944974837294,1.5085745339914125,2000,2000,1,0,False
A0-B0-C0-r16,20262364,2,1035,3.0,3.0,3.0,3.0,1.0,17994,2.1062944974837294,1.5085745339914125,1035,1035,1,0,False
A0-B0-C0-r16,20262364,4,548,3.0,3.0,3.0,3.0,1.0,16601,2.1062944974837294,1.5085745339914125,548,548,1,0,False
A0-B0-C0-r16,20262364,8,304,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,13642,2.1062944974837294,1.5085745339914125,304,304,1,0,False
A0-B0-C0-r16,20262364,16,180,2.0,2.0,2.0,2.0,1.0,7674,2.1062944974837294,1.5085745339914125,180,180,1,0,False
A0-B0-C0-r17,20262461,1,2000,4.0,4.0,4.0,4.0,1.0,20622,1.8467758229707596,1.5214840147444095,2000,2000,1,0,False
A0-B0-C0-r17,20262461,2,1035,3.0,3.0,3.0,3.0,1.0,19376,1.8467758229707596,1.5214840147444095,1035,1035,1,0,False
A0-B0-C0-r17,20262461,4,542,3.0,3.0,3.0,3.0,1.0,17866,1.8467758229707596,1.5214840147444095,542,542,1,0,False
A0-B0-C0-r17,20262461,8,294,2.0,2.0,2.0,2.0,1.0,14365,1.8467758229707596,1.5214840147444095,294,294,1,0,False
A0-B0-C0-r17,20262461,16,173,2.0,2.0,2.0,2.0,1.0,7649,1.8467758229707596,1.5214840147444095,173,173,1,0,False
A0-B0-C0-r18,20262558,1,2000,4.0,4.0,4.0,4.0,1.0,16196,1.7788438972678395,1.4923217328714582,2000,2000,1,0,False
A0-B0-C0-r18,20262558,2,1043,3.0,3.0,3.0,3.0,1.0,15018,1.7788438972678395,1.4923217328714582,1043,1043,1,0,False
A0-B0-C0-r18,20262558,4,551,3.0,3.0,3.0,3.0,1.0,13872,1.7788438972678395,1.4923217328714582,551,551,1,0,False
A0-B0-C0-r18,20262558,8,301,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,11497,1.7788438972678395,1.4923217328714582,301,301,1,0,False
A0-B0-C0-r18,20262558,16,185,2.0,2.0,2.0,2.0,1.0,6913,1.7788438972678395,1.4923217328714582,185,185,1,0,False
A0-B0-C0-r19,20262655,1,2000,4.0,4.0,4.0,4.0,1.0,18816,1.4498080991085494,1.3953972291783696,2000,2000,1,0,False
A0-B0-C0-r19,20262655,2,1040,3.0,3.0,3.0,3.0,1.0,17588,1.4498080991085494,1.3953972291783696,1040,1040,1,0,False
A0-B0-C0-r19,20262655,4,541,3.0,3.0,3.0,3.0,1.0,16216,1.4498080991085494,1.3953972291783696,541,541,1,0,False
A0-B0-C0-r19,20262655,8,300,2.0,2.0,2.0,2.0,1.0,13334,1.4498080991085494,1.3953972291783696,300,300,1,0,False
A0-B0-C0-r19,20262655,16,164,2.0,2.0,2.0,2.0,1.0,7468,1.4498080991085494,1.3953972291783696,164,164,1,0,False
A0-B0-C0-r20,20262752,1,2000,5.0,5.0,4.0,4.0,1.0,13886,1.958586317076332,1.5483101085052058,2000,2000,1,0,False
A0-B0-C0-r20,20262752,2,1052,4.0,4.0,3.0,3.0,1.0,12744,1.958586317076332,1.5483101085052058,1052,1052,1,0,False
A0-B0-C0-r20,20262752,4,562,3.0,3.0,3.0,3.0,1.0,11687,1.958586317076332,1.5483101085052058,562,562,1,0,False
A0-B0-C0-r20,20262752,8,315,3.0,3.0,3.0,3.0,1.0,9762,1.958586317076332,1.5483101085052058,315,315,1,0,False
A0-B0-C0-r20,20262752,16,201,2.0,2.0,2.0,2.0,1.0,6324,1.958586317076332,1.5483101085052058,201,201,1,0,False
A0-B0-C0-r21,20262849,1,2000,6.0,6.0,5.666666666666667,5.666666666666667,1.0,10010,1.2796078499935597,1.4780123240531335,2000,2000,1,0,False
A0-B0-C0-r21,20262849,2,1062,5.0,5.0,4.333333333333333,4.333333333333333,1.0,8938,1.2796078499935597,1.4780123240531335,1062,1062,1,0,False
A0-B0-C0-r21,20262849,4,580,5.0,5.0,3.3333333333333335,3.3333333333333335,1.0,8133,1.2796078499935597,1.4780123240531335,580,580,1,0,False
A0-B0-C0-r21,20262849,8,343,4.0,4.0,3.0,3.0,1.0,6902,1.2796078499935597,1.4780123240531335,343,343,1,0,False
A0-B0-C0-r21,20262849,16,228,3.0,3.0,3.0,3.0,1.0,4582,1.2796078499935597,1.4780123240531335,228,228,1,0,False
A0-B0-C0-r22,20262946,1,2000,6.0,6.0,5.333333333333333,5.333333333333333,1.0,9112,1.2204670229422498,1.434935475551375,2000,2000,1,0,False
A0-B0-C0-r22,20262946,2,1079,5.0,5.0,4.333333333333333,4.333333333333333,1.0,8095,1.2204670229422498,1.434935475551375,1079,1079,1,0,False
A0-B0-C0-r22,20262946,4,604,5.0,5.0,3.6666666666666665,3.6666666666666665,1.0,7290,1.2204670229422498,1.434935475551375,604,604,1,0,False
A0-B0-C0-r22,20262946,8,363,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,6159,1.2204670229422498,1.434935475551375,363,363,1,0,False
A0-B0-C0-r22,20262946,16,222,4.0,4.0,3.0,3.0,1.0,4153,1.2204670229422498,1.434935475551375,222,222,1,0,False
A0-B0-C0-r23,20263043,1,2000,4.0,4.0,4.0,4.0,1.0,20173,2.1128693653632618,1.474478562000007,2000,2000,1,0,False
A0-B0-C0-r23,20263043,2,1034,3.0,3.0,3.0,3.0,1.0,18947,2.1128693653632618,1.474478562000007,1034,1034,1,0,False
A0-B0-C0-r23,20263043,4,549,3.0,3.0,3.0,3.0,1.0,17506,2.1128693653632618,1.474478562000007,549,549,1,0,False
A0-B0-C0-r23,20263043,8,298,2.0,2.0,2.0,2.0,1.0,14165,2.1128693653632618,1.474478562000007,298,298,1,0,False
A0-B0-C0-r23,20263043,16,173,2.0,2.0,2.0,2.0,1.0,7667,2.1128693653632618,1.474478562000007,173,173,1,0,False
A0-B0-C0-r24,20263140,1,2000,4.0,4.0,4.0,4.0,1.0,16343,1.972176835124025,1.5237234029547349,2000,2000,1,0,False
A0-B0-C0-r24,20263140,2,1040,3.0,3.0,3.0,3.0,1.0,15185,1.972176835124025,1.5237234029547349,1040,1040,1,0,False
A0-B0-C0-r24,20263140,4,562,3.0,3.0,3.0,3.0,1.0,13999,1.972176835124025,1.5237234029547349,562,562,1,0,False
A0-B0-C0-r24,20263140,8,302,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,11524,1.972176835124025,1.5237234029547349,302,302,1,0,False
A0-B0-C0-r24,20263140,16,192,2.0,2.0,2.0,2.0,1.0,7150,1.972176835124025,1.5237234029547349,192,192,1,0,False
A0-B0-C0-r25,20263237,1,2000,4.0,4.0,4.0,4.0,1.0,19113,1.801905304637322,1.4935255684651114,2000,2000,1,0,False
A0-B0-C0-r25,20263237,2,1033,3.0,3.0,3.0,3.0,1.0,17889,1.801905304637322,1.4935255684651114,1033,1033,1,0,False
A0-B0-C0-r25,20263237,4,545,3.0,3.0,3.0,3.0,1.0,16493,1.801905304637322,1.4935255684651114,545,545,1,0,False
A0-B0-C0-r25,20263237,8,297,2.0,2.0,2.0,2.0,1.0,13458,1.801905304637322,1.4935255684651114,297,297,1,0,False
A0-B0-C0-r25,20263237,16,178,2.0,2.0,2.0,2.0,1.0,7556,1.801905304637322,1.4935255684651114,178,178,1,0,False
A0-B0-C0-r26,20263334,1,2000,6.0,6.0,5.666666666666667,5.666666666666667,1.0,9510,0.9109426183891323,1.3557630867116626,2000,2000,1,0,False
A0-B0-C0-r26,20263334,2,1081,4.0,4.0,4.0,4.0,1.0,8476,0.9109426183891323,1.3557630867116626,1081,1081,1,0,False
A0-B0-C0-r26,20263334,4,588,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,7676,0.9109426183891323,1.3557630867116626,588,588,1,0,False
A0-B0-C0-r26,20263334,8,346,4.0,4.0,3.6666666666666665,3.6666666666666665,1.0,6466,0.9109426183891323,1.3557630867116626,346,346,1,0,False
A0-B0-C0-r26,20263334,16,220,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,4400,0.9109426183891323,1.3557630867116626,220,220,1,0,False
A0-B0-C0-r27,20263431,1,2000,6.0,6.0,5.0,5.0,0.9995,9616,1.7999443618839106,1.4941871459765537,1999,1999,1,1,False
A0-B0-C0-r27,20263431,2,1066,4.0,4.0,4.333333333333333,4.333333333333333,0.99906191369606,8574,1.7999443618839106,1.4941871459765537,1065,1065,1,1,False
A0-B0-C0-r27,20263431,4,591,5.0,5.0,3.0,3.0,0.9983079526226735,7787,1.7999443618839106,1.4941871459765537,590,590,1,1,False
A0-B0-C0-r27,20263431,8,348,4.0,4.0,3.0,3.0,0.9971264367816092,6591,1.7999443618839106,1.4941871459765537,347,347,1,1,False
A0-B0-C0-r27,20263431,16,228,4.0,4.0,3.0,3.0,0.9956140350877193,4513,1.7999443618839106,1.4941871459765537,227,227,1,1,False
A0-B0-C0-r28,20263528,1,2000,6.0,6.0,5.666666666666667,5.666666666666667,1.0,10168,1.7683291174754028,1.4553048567295919,2000,2000,1,0,False
A0-B0-C0-r28,20263528,2,1065,5.0,5.0,4.0,4.0,1.0,9120,1.7683291174754028,1.4553048567295919,1065,1065,1,0,False
A0-B0-C0-r28,20263528,4,599,3.0,3.0,3.6666666666666665,3.6666666666666665,1.0,8267,1.7683291174754028,1.4553048567295919,599,599,1,0,False
A0-B0-C0-r28,20263528,8,349,3.0,3.0,3.0,3.0,1.0,7010,1.7683291174754028,1.4553048567295919,349,349,1,0,False
A0-B0-C0-r28,20263528,16,223,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,4643,1.7683291174754028,1.4553048567295919,223,223,1,0,False
A0-B0-C0-r29,20263625,1,2000,5.0,5.0,5.0,5.0,1.0,11602,1.683773834350427,1.5532124347423104,2000,2000,1,0,False
A0-B0-C0-r29,20263625,2,1058,4.0,4.0,4.0,4.0,1.0,10507,1.683773834350427,1.5532124347423104,1058,1058,1,0,False
A0-B0-C0-r29,20263625,4,572,3.0,3.0,3.6666666666666665,3.6666666666666665,1.0,9572,1.683773834350427,1.5532124347423104,572,572,1,0,False
A0-B0-C0-r29,20263625,8,334,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,8089,1.683773834350427,1.5532124347423104,334,334,1,0,False
A0-B0-C0-r29,20263625,16,201,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,5394,1.683773834350427,1.5532124347423104,201,201,1,0,False
A0-B0-C0-r30,20263722,1,2000,4.0,4.0,4.0,4.0,1.0,20134,2.1176384199900653,1.5133042703349766,2000,2000,1,0,False
A0-B0-C0-r30,20263722,2,1034,3.0,3.0,3.0,3.0,1.0,18903,2.1176384199900653,1.5133042703349766,1034,1034,1,0,False
A0-B0-C0-r30,20263722,4,539,3.0,3.0,3.0,3.0,1.0,17413,2.1176384199900653,1.5133042703349766,539,539,1,0,False
A0-B0-C0-r30,20263722,8,295,2.0,2.0,2.0,2.0,1.0,14138,2.1176384199900653,1.5133042703349766,295,295,1,0,False
A0-B0-C0-r30,20263722,16,168,2.0,2.0,2.0,2.0,1.0,7679,2.1176384199900653,1.5133042703349766,168,168,1,0,False
A0-B0-C0-r31,20263819,1,2000,4.0,4.0,4.0,4.0,1.0,18427,1.9115667989605032,1.486840952038596,2000,2000,1,0,False
A0-B0-C0-r31,20263819,2,1038,3.0,3.0,3.0,3.0,1.0,17192,1.9115667989605032,1.486840952038596,1038,1038,1,0,False
A0-B0-C0-r31,20263819,4,549,3.0,3.0,3.0,3.0,1.0,15899,1.9115667989605032,1.486840952038596,549,549,1,0,False
A0-B0-C0-r31,20263819,8,293,2.0,2.0,2.0,2.0,1.0,13023,1.9115667989605032,1.486840952038596,293,293,1,0,False
A0-B0-C0-r31,20263819,16,182,2.0,2.0,2.0,2.0,1.0,7469,1.9115667989605032,1.486840952038596,182,182,1,0,False
A0-B0-C0-r32,20263916,1,2000,5.0,5.0,4.333333333333333,4.333333333333333,1.0,14520,1.7094868796231397,1.500305501851357,2000,2000,1,0,False
A0-B0-C0-r32,20263916,2,1053,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,13413,1.7094868796231397,1.500305501851357,1053,1053,1,0,False
A0-B0-C0-r32,20263916,4,561,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,12290,1.7094868796231397,1.500305501851357,561,561,1,0,False
A0-B0-C0-r32,20263916,8,320,3.0,3.0,3.0,3.0,1.0,10386,1.7094868796231397,1.500305501851357,320,320,1,0,False
A0-B0-C0-r32,20263916,16,183,2.0,2.0,2.0,2.0,1.0,6406,1.7094868796231397,1.500305501851357,183,183,1,0,False
A0-B0-C0-r33,20264013,1,2000,4.0,4.0,4.0,4.0,1.0,16011,2.021942884132092,1.553944164477676,2000,2000,1,0,False
A0-B0-C0-r33,20264013,2,1045,3.0,3.0,3.0,3.0,1.0,14842,2.021942884132092,1.553944164477676,1045,1045,1,0,False
A0-B0-C0-r33,20264013,4,565,3.0,3.0,3.0,3.0,1.0,13676,2.021942884132092,1.553944164477676,565,565,1,0,False
A0-B0-C0-r33,20264013,8,310,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,11407,2.021942884132092,1.553944164477676,310,310,1,0,False
A0-B0-C0-r33,20264013,16,201,2.0,2.0,2.0,2.0,1.0,7018,2.021942884132092,1.553944164477676,201,201,1,0,False
A0-B0-C0-r34,20264110,1,2000,4.0,4.0,4.333333333333333,4.333333333333333,1.0,15053,1.9155017887979267,1.4687503674197349,2000,2000,1,0,False
A0-B0-C0-r34,20264110,2,1050,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,13918,1.9155017887979267,1.4687503674197349,1050,1050,1,0,False
A0-B0-C0-r34,20264110,4,562,3.0,3.0,3.0,3.0,1.0,12839,1.9155017887979267,1.4687503674197349,562,562,1,0,False
A0-B0-C0-r34,20264110,8,315,2.0,2.0,2.6666666666666665,2.6666666666666665,1.0,10812,1.9155017887979267,1.4687503674197349,315,315,1,0,False
A0-B0-C0-r34,20264110,16,188,2.0,2.0,2.0,2.0,1.0,6638,1.9155017887979267,1.4687503674197349,188,188,1,0,False
A0-B0-C0-r35,20264207,1,2000,4.0,4.0,4.0,4.0,1.0,18628,2.0465510194264893,1.4865719897630278,2000,2000,1,0,False
A0-B0-C0-r35,20264207,2,1033,3.0,3.0,3.0,3.0,1.0,17413,2.0465510194264893,1.4865719897630278,1033,1033,1,0,False
A0-B0-C0-r35,20264207,4,553,3.0,3.0,3.0,3.0,1.0,16160,2.0465510194264893,1.4865719897630278,553,553,1,0,False
A0-B0-C0-r35,20264207,8,306,2.0,2.0,2.0,2.0,1.0,13196,2.0465510194264893,1.4865719897630278,306,306,1,0,False
A0-B0-C0-r35,20264207,16,182,2.0,2.0,2.0,2.0,1.0,7496,2.0465510194264893,1.4865719897630278,182,182,1,0,False
A0-B0-C0-r36,20264304,1,2000,6.0,6.0,5.333333333333333,5.333333333333333,1.0,10163,1.33559004004926,1.5049824814220845,2000,2000,1,0,False
A0-B0-C0-r36,20264304,2,1070,4.0,4.0,4.333333333333333,4.333333333333333,1.0,9114,1.33559004004926,1.5049824814220845,1070,1070,1,0,False
A0-B0-C0-r36,20264304,4,588,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,8283,1.33559004004926,1.5049824814220845,588,588,1,0,False
A0-B0-C0-r36,20264304,8,343,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,7017,1.33559004004926,1.5049824814220845,343,343,1,0,False
