rule_id,seed,escala_b,n_cajas,diam_real_orig,diam_real_corr,diam_null_orig,diam_null_corr,giant_real,n_aristas,holon_real,holon_null_valor,tam_comp_medida,tam_gigante,n_componentes,n_aislados,descarrila
A0-B0-C0-r96,20270124,8,302,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,12676,1.8165532817452466,1.5308718628976992,302,302,1,0,False
A0-B0-C0-r96,20270124,16,189,2.0,2.0,2.0,2.0,1.0,7434,1.8165532817452466,1.5308718628976992,189,189,1,0,False
A0-B0-C0-r97,20270221,1,2000,4.0,4.0,4.0,4.0,1.0,17093,1.9116192346433891,1.5262784330479844,2000,2000,1,0,False
A0-B0-C0-r97,20270221,2,1038,3.0,3.0,3.0,3.0,1.0,15888,1.9116192346433891,1.5262784330479844,1038,1038,1,0,False
A0-B0-C0-r97,20270221,4,559,3.0,3.0,3.0,3.0,1.0,14655,1.9116192346433891,1.5262784330479844,559,559,1,0,False
A0-B0-C0-r97,20270221,8,308,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,12115,1.9116192346433891,1.5262784330479844,308,308,1,0,False
A0-B0-C0-r97,20270221,16,177,2.0,2.0,2.0,2.0,1.0,7077,1.9116192346433891,1.5262784330479844,177,177,1,0,False
A0-B0-C0-r98,20270318,1,2000,5.0,5.0,5.0,5.0,1.0,11709,1.6498454279334338,1.4449935760547306,2000,2000,1,0,False
A0-B0-C0-r98,20270318,2,1056,4.0,4.0,4.0,4.0,1.0,10628,1.6498454279334338,1.4449935760547306,1056,1056,1,0,False
A0-B0-C0-r98,20270318,4,586,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,9725,1.6498454279334338,1.4449935760547306,586,586,1,0,False
A0-B0-C0-r98,20270318,8,332,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,8155,1.6498454279334338,1.4449935760547306,332,332,1,0,False
A0-B0-C0-r98,20270318,16,210,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,5416,1.6498454279334338,1.4449935760547306,210,210,1,0,False
A0-B0-C0-r99,20270415,1,2000,4.0,4.0,4.333333333333333,4.333333333333333,1.0,15315,1.9076506048256925,1.452794204887669,2000,2000,1,0,False
A0-B0-C0-r99,20270415,2,1044,3.0,3.0,3.0,3.0,1.0,14155,1.9076506048256925,1.452794204887669,1044,1044,1,0,False
A0-B0-C0-r99,20270415,4,555,3.0,3.0,3.0,3.0,1.0,12992,1.9076506048256925,1.452794204887669,555,555,1,0,False
A0-B0-C0-r99,20270415,8,311,3.0,3.0,3.0,3.0,1.0,10906,1.9076506048256925,1.452794204887669,311,311,1,0,False
A0-B0-C0-r99,20270415,16,187,2.0,2.0,2.0,2.0,1.0,6634,1.9076506048256925,1.452794204887669,187,187,1,0,False
A0-B0-C0-r100,20270512,1,2000,4.0,4.0,4.0,4.0,1.0,15269,1.8430671185657912,1.5301214914937245,2000,2000,1,0,False
A0-B0-C0-r100,20270512,2,1049,4.0,4.0,3.0,3.0,1.0,14110,1.8430671185657912,1.5301214914937245,1049,1049,1,0,False
A0-B0-C0-r100,20270512,4,559,3.0,3.0,3.0,3.0,1.0,12976,1.8430671185657912,1.5301214914937245,559,559,1,0,False
A0-B0-C0-r100,20270512,8,316,3.0,3.0,3.0,3.0,1.0,10872,1.8430671185657912,1.5301214914937245,316,316,1,0,False
A0-B0-C0-r100,20270512,16,194,2.0,2.0,2.0,2.0,1.0,6668,1.8430671185657912,1.5301214914937245,194,194,1,0,False
A0-B0-C0-r101,20270609,1,2000,4.0,4.0,4.0,4.0,1.0,14771,1.818336452768439,1.5242709416800093,2000,2000,1,0,False
A0-B0-C0-r101,20270609,2,1044,3.0,3.0,3.6666666666666665,3.6666666666666665,1.0,13612,1.818336452768439,1.5242709416800093,1044,1044,1,0,False
A0-B0-C0-r101,20270609,4,564,3.0,3.0,3.0,3.0,1.0,12498,1.818336452768439,1.5242709416800093,564,564,1,0,False
A0-B0-C0-r101,20270609,8,315,3.0,3.0,3.0,3.0,1.0,10530,1.818336452768439,1.5242709416800093,315,315,1,0,False
A0-B0-C0-r101,20270609,16,180,2.0,2.0,2.0,2.0,1.0,6422,1.818336452768439,1.5242709416800093,180,180,1,0,False
A0-B0-C0-r102,20270706,1,2000,4.0,4.0,4.0,4.0,1.0,18696,1.8410653688052416,1.5024601140913632,2000,2000,1,0,False
A0-B0-C0-r102,20270706,2,1042,3.0,3.0,3.0,3.0,1.0,17479,1.8410653688052416,1.5024601140913632,1042,1042,1,0,False
A0-B0-C0-r102,20270706,4,551,3.0,3.0,3.0,3.0,1.0,16116,1.8410653688052416,1.5024601140913632,551,551,1,0,False
A0-B0-C0-r102,20270706,8,304,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,13246,1.8410653688052416,1.5024601140913632,304,304,1,0,False
A0-B0-C0-r102,20270706,16,184,2.0,2.0,2.0,2.0,1.0,7546,1.8410653688052416,1.5024601140913632,184,184,1,0,False
A0-B0-C0-r103,20270803,1,2000,5.0,5.0,4.333333333333333,4.333333333333333,1.0,14105,2.1868015302800963,1.5466096939959406,2000,2000,1,0,False
A0-B0-C0-r103,20270803,2,1048,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,12971,2.1868015302800963,1.5466096939959406,1048,1048,1,0,False
A0-B0-C0-r103,20270803,4,559,3.0,3.0,3.0,3.0,1.0,11961,2.1868015302800963,1.5466096939959406,559,559,1,0,False
A0-B0-C0-r103,20270803,8,327,3.0,3.0,3.0,3.0,1.0,10035,2.1868015302800963,1.5466096939959406,327,327,1,0,False
A0-B0-C0-r103,20270803,16,205,2.0,2.0,2.0,2.0,1.0,6311,2.1868015302800963,1.5466096939959406,205,205,1,0,False
A0-B0-C0-r104,20270900,1,2000,4.0,4.0,4.0,4.0,1.0,17223,1.7945355494657633,1.485625158447139,2000,2000,1,0,False
A0-B0-C0-r104,20270900,2,1036,3.0,3.0,3.0,3.0,1.0,16037,1.7945355494657633,1.485625158447139,1036,1036,1,0,False
A0-B0-C0-r104,20270900,4,547,3.0,3.0,3.0,3.0,1.0,14778,1.7945355494657633,1.485625158447139,547,547,1,0,False
A0-B0-C0-r104,20270900,8,306,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,12241,1.7945355494657633,1.485625158447139,306,306,1,0,False
A0-B0-C0-r104,20270900,16,177,2.0,2.0,2.0,2.0,1.0,7109,1.7945355494657633,1.485625158447139,177,177,1,0,False
A0-B0-C0-r105,20270997,1,2000,4.0,4.0,4.0,4.0,1.0,19589,1.5062491402017057,1.456931467283403,2000,2000,1,0,False
A0-B0-C0-r105,20270997,2,1036,3.0,3.0,3.0,3.0,1.0,18372,1.5062491402017057,1.456931467283403,1036,1036,1,0,False
A0-B0-C0-r105,20270997,4,548,3.0,3.0,3.0,3.0,1.0,16982,1.5062491402017057,1.456931467283403,548,548,1,0,False
A0-B0-C0-r105,20270997,8,296,2.0,2.0,2.0,2.0,1.0,13777,1.5062491402017057,1.456931467283403,296,296,1,0,False
A0-B0-C0-r105,20270997,16,176,2.0,2.0,2.0,2.0,1.0,7624,1.5062491402017057,1.456931467283403,176,176,1,0,False
A0-B0-C0-r106,20271094,1,2000,4.0,4.0,4.0,4.0,1.0,17699,1.931654008868957,1.5205373431081002,2000,2000,1,0,False
A0-B0-C0-r106,20271094,2,1036,3.0,3.0,3.0,3.0,1.0,16505,1.931654008868957,1.5205373431081002,1036,1036,1,0,False
A0-B0-C0-r106,20271094,4,552,3.0,3.0,3.0,3.0,1.0,15279,1.931654008868957,1.5205373431081002,552,552,1,0,False
A0-B0-C0-r106,20271094,8,308,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,12540,1.931654008868957,1.5205373431081002,308,308,1,0,False
A0-B0-C0-r106,20271094,16,180,2.0,2.0,2.0,2.0,1.0,7311,1.931654008868957,1.5205373431081002,180,180,1,0,False
A0-B0-C0-r107,20271191,1,2000,5.0,5.0,5.0,5.0,1.0,11232,1.0240187190436134,1.4134332282487487,2000,2000,1,0,False
A0-B0-C0-r107,20271191,2,1065,4.0,4.0,4.0,4.0,1.0,10160,1.0240187190436134,1.4134332282487487,1065,1065,1,0,False
A0-B0-C0-r107,20271191,4,583,3.0,3.0,3.0,3.0,1.0,9247,1.0240187190436134,1.4134332282487487,583,583,1,0,False
A0-B0-C0-r107,20271191,8,331,3.0,3.0,3.0,3.0,1.0,7816,1.0240187190436134,1.4134332282487487,331,331,1,0,False
A0-B0-C0-r107,20271191,16,213,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,5247,1.0240187190436134,1.4134332282487487,213,213,1,0,False
A0-B0-C0-r108,20271288,1,2000,6.0,6.0,5.0,5.0,0.9995,10242,1.4909535181283893,1.5438178971478245,1999,1999,1,1,False
A0-B0-C0-r108,20271288,2,1065,4.0,4.0,4.333333333333333,4.333333333333333,0.9990610328638497,9197,1.4909535181283893,1.5438178971478245,1064,1064,1,1,False
A0-B0-C0-r108,20271288,4,592,4.0,4.0,3.6666666666666665,3.6666666666666665,0.9983108108108109,8399,1.4909535181283893,1.5438178971478245,591,591,1,1,False
A0-B0-C0-r108,20271288,8,357,3.0,3.0,3.0,3.0,0.9971988795518207,7116,1.4909535181283893,1.5438178971478245,356,356,1,1,False
A0-B0-C0-r108,20271288,16,229,3.0,3.0,3.0,3.0,0.9956331877729258,4819,1.4909535181283893,1.5438178971478245,228,228,1,1,False
A0-B0-C0-r109,20271385,1,2000,4.0,4.0,4.333333333333333,4.333333333333333,1.0,14867,1.9652670213126107,1.4665857292891353,2000,2000,1,0,False
A0-B0-C0-r109,20271385,2,1043,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,13725,1.9652670213126107,1.4665857292891353,1043,1043,1,0,False
A0-B0-C0-r109,20271385,4,555,3.0,3.0,3.0,3.0,1.0,12619,1.9652670213126107,1.4665857292891353,555,555,1,0,False
A0-B0-C0-r109,20271385,8,325,2.0,2.0,2.0,2.0,1.0,10539,1.9652670213126107,1.4665857292891353,325,325,1,0,False
A0-B0-C0-r109,20271385,16,179,2.0,2.0,2.0,2.0,1.0,6545,1.9652670213126107,1.4665857292891353,179,179,1,0,False
A0-B0-C0-r110,20271482,1,2000,4.0,4.0,4.333333333333333,4.333333333333333,1.0,13939,1.7169443870082324,1.4713105795776762,2000,2000,1,0,False
A0-B0-C0-r110,20271482,2,1047,4.0,4.0,3.0,3.0,1.0,12806,1.7169443870082324,1.4713105795776762,1047,1047,1,0,False
A0-B0-C0-r110,20271482,4,569,3.0,3.0,3.0,3.0,1.0,11832,1.7169443870082324,1.4713105795776762,569,569,1,0,False
A0-B0-C0-r110,20271482,8,329,3.0,3.0,3.0,3.0,1.0,9914,1.7169443870082324,1.4713105795776762,329,329,1,0,False
A0-B0-C0-r110,20271482,16,189,2.0,2.0,2.0,2.0,1.0,6324,1.7169443870082324,1.4713105795776762,189,189,1,0,False
A0-B0-C0-r111,20271579,1,2000,4.0,4.0,4.0,4.0,1.0,20401,1.748315348779465,1.5326350190536413,2000,2000,1,0,False
A0-B0-C0-r111,20271579,2,1030,3.0,3.0,3.0,3.0,1.0,19121,1.748315348779465,1.5326350190536413,1030,1030,1,0,False
A0-B0-C0-r111,20271579,4,543,3.0,3.0,3.0,3.0,1.0,17660,1.748315348779465,1.5326350190536413,543,543,1,0,False
A0-B0-C0-r111,20271579,8,304,2.0,2.0,2.0,2.0,1.0,14344,1.748315348779465,1.5326350190536413,304,304,1,0,False
A0-B0-C0-r111,20271579,16,170,2.0,2.0,2.0,2.0,1.0,7677,1.748315348779465,1.5326350190536413,170,170,1,0,False
A0-B0-C0-r112,20271676,1,2000,4.0,4.0,4.0,4.0,1.0,18413,2.088580663294788,1.5113681209305436,2000,2000,1,0,False
A0-B0-C0-r112,20271676,2,1038,3.0,3.0,3.0,3.0,1.0,17217,2.088580663294788,1.5113681209305436,1038,1038,1,0,False
A0-B0-C0-r112,20271676,4,548,3.0,3.0,3.0,3.0,1.0,15884,2.088580663294788,1.5113681209305436,548,548,1,0,False
A0-B0-C0-r112,20271676,8,308,2.0,2.0,2.0,2.0,1.0,13050,2.088580663294788,1.5113681209305436,308,308,1,0,False
A0-B0-C0-r112,20271676,16,175,2.0,2.0,2.0,2.0,1.0,7315,2.088580663294788,1.5113681209305436,175,175,1,0,False
A0-B0-C0-r113,20271773,1,2000,6.0,6.0,5.0,5.0,1.0,10775,1.4854827530782244,1.4979587718208625,2000,2000,1,0,False
A0-B0-C0-r113,20271773,2,1064,4.0,4.0,4.0,4.0,1.0,9706,1.4854827530782244,1.4979587718208625,1064,1064,1,0,False
A0-B0-C0-r113,20271773,4,569,3.0,3.0,3.0,3.0,1.0,8848,1.4854827530782244,1.4979587718208625,569,569,1,0,False
A0-B0-C0-r113,20271773,8,338,3.0,3.0,3.0,3.0,1.0,7536,1.4854827530782244,1.4979587718208625,338,338,1,0,False
A0-B0-C0-r113,20271773,16,212,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,4962,1.4854827530782244,1.4979587718208625,212,212,1,0,False
A0-B0-C0-r114,20271870,1,2000,5.0,5.0,5.0,5.0,1.0,11188,1.4686733843225566,1.5310037032823987,2000,2000,1,0,False
A0-B0-C0-r114,20271870,2,1057,4.0,4.0,4.0,4.0,1.0,10118,1.4686733843225566,1.5310037032823987,1057,1057,1,0,False
A0-B0-C0-r114,20271870,4,584,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,9238,1.4686733843225566,1.5310037032823987,584,584,1,0,False
A0-B0-C0-r114,20271870,8,354,3.0,3.0,3.0,3.0,1.0,7827,1.4686733843225566,1.5310037032823987,354,354,1,0,False
A0-B0-C0-r114,20271870,16,203,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,5041,1.4686733843225566,1.5310037032823987,203,203,1,0,False
A0-B0-C0-r115,20271967,1,2000,4.0,4.0,4.0,4.0,1.0,20697,2.1062567936712786,1.487219538032544,2000,2000,1,0,False
A0-B0-C0-r115,20271967,2,1034,3.0,3.0,3.0,3.0,1.0,19422,2.1062567936712786,1.487219538032544,1034,1034,1,0,False
A0-B0-C0-r115,20271967,4,540,3.0,3.0,3.0,3.0,1.0,17894,2.1062567936712786,1.487219538032544,540,540,1,0,False
A0-B0-C0-r115,20271967,8,296,2.0,2.0,2.0,2.0,1.0,14384,2.1062567936712786,1.487219538032544,296,296,1,0,False
A0-B0-C0-r115,20271967,16,168,2.0,2.0,2.0,2.0,1.0,7693,2.1062567936712786,1.487219538032544,168,168,1,0,False
A0-B0-C0-r116,20272064,1,2000,4.0,4.0,4.333333333333333,4.333333333333333,1.0,16812,1.9335165239670793,1.4681253795154898,2000,2000,1,0,False
A0-B0-C0-r116,20272064,2,1042,4.0,4.0,3.0,3.0,1.0,15616,1.9335165239670793,1.4681253795154898,1042,1042,1,0,False
A0-B0-C0-r116,20272064,4,556,3.0,3.0,3.0,3.0,1.0,14429,1.9335165239670793,1.4681253795154898,556,556,1,0,False
A0-B0-C0-r116,20272064,8,307,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,11962,1.9335165239670793,1.4681253795154898,307,307,1,0,False
A0-B0-C0-r116,20272064,16,164,2.0,2.0,2.0,2.0,1.0,6988,1.9335165239670793,1.4681253795154898,164,164,1,0,False
A0-B0-C0-r117,20272161,1,2000,5.0,5.0,4.0,4.0,1.0,13836,1.6969651183901913,1.441995771313667,2000,2000,1,0,False
A0-B0-C0-r117,20272161,2,1050,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,12712,1.6969651183901913,1.441995771313667,1050,1050,1,0,False
A0-B0-C0-r117,20272161,4,580,3.0,3.0,3.0,3.0,1.0,11721,1.6969651183901913,1.441995771313667,580,580,1,0,False
A0-B0-C0-r117,20272161,8,320,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,9823,1.6969651183901913,1.441995771313667,320,320,1,0,False
A0-B0-C0-r117,20272161,16,195,2.0,2.0,2.0,2.0,1.0,6172,1.6969651183901913,1.441995771313667,195,195,1,0,False
A0-B0-C0-r118,20272258,1,2000,4.0,4.0,4.0,4.0,1.0,17262,2.0551681770079817,1.5065815596792635,2000,2000,1,0,False
A0-B0-C0-r118,20272258,2,1038,3.0,3.0,3.0,3.0,1.0,16059,2.0551681770079817,1.5065815596792635,1038,1038,1,0,False
A0-B0-C0-r118,20272258,4,553,3.0,3.0,3.0,3.0,1.0,14793,2.0551681770079817,1.5065815596792635,553,553,1,0,False
A0-B0-C0-r118,20272258,8,308,2.0,2.0,2.0,2.0,1.0,12284,2.0551681770079817,1.5065815596792635,308,308,1,0,False
A0-B0-C0-r118,20272258,16,188,2.0,2.0,2.0,2.0,1.0,7263,2.0551681770079817,1.5065815596792635,188,188,1,0,False
A0-B0-C0-r119,20272355,1,2000,6.0,6.0,5.0,5.0,1.0,10202,1.328957966436809,1.4174938087105742,2000,2000,1,0,False
A0-B0-C0-r119,20272355,2,1064,4.0,4.0,4.0,4.0,1.0,9150,1.328957966436809,1.4174938087105742,1064,1064,1,0,False
A0-B0-C0-r119,20272355,4,586,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,8268,1.328957966436809,1.4174938087105742,586,586,1,0,False
A0-B0-C0-r119,20272355,8,341,3.0,3.0,3.0,3.0,1.0,7028,1.328957966436809,1.4174938087105742,341,341,1,0,False
A0-B0-C0-r119,20272355,16,214,3.0,3.0,3.0,3.0,1.0,4759,1.328957966436809,1.4174938087105742,214,214,1,0,False
A0-B0-C0-r120,20272452,1,2000,5.0,5.0,4.666666666666667,4.666666666666667,1.0,12830,1.6404635442670852,1.532930301502916,2000,2000,1,0,False
A0-B0-C0-r120,20272452,2,1060,4.0,4.0,4.0,4.0,1.0,11725,1.6404635442670852,1.532930301502916,1060,1060,1,0,False
A0-B0-C0-r120,20272452,4,579,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,10772,1.6404635442670852,1.532930301502916,579,579,1,0,False
A0-B0-C0-r120,20272452,8,334,3.0,3.0,3.0,3.0,1.0,9068,1.6404635442670852,1.532930301502916,334,334,1,0,False
A0-B0-C0-r120,20272452,16,202,2.0,2.0,2.0,2.0,1.0,5866,1.6404635442670852,1.532930301502916,202,202,1,0,False
A0-B0-C0-r121,20272549,1,2000,4.0,4.0,4.0,4.0,1.0,20478,1.7184356990061185,1.5500374403434996,2000,2000,1,0,False
A0-B0-C0-r121,20272549,2,1033,3.0,3.0,3.0,3.0,1.0,19205,1.7184356990061185,1.5500374403434996,1033,1033,1,0,False
A0-B0-C0-r121,20272549,4,548,3.0,3.0,3.0,3.0,1.0,17740,1.7184356990061185,1.5500374403434996,548,548,1,0,False
A0-B0-C0-r121,20272549,8,301,2.0,2.0,2.0,2.0,1.0,14416,1.7184356990061185,1.5500374403434996,301,301,1,0,False
A0-B0-C0-r121,20272549,16,179,2.0,2.0,2.0,2.0,1.0,7821,1.7184356990061185,1.5500374403434996,179,179,1,0,False
A0-B0-C0-r122,20272646,1,2000,4.0,4.0,4.0,4.0,1.0,15793,1.803762419594353,1.4781413731926323,2000,2000,1,0,False
A0-B0-C0-r122,20272646,2,1035,4.0,4.0,3.0,3.0,1.0,14625,1.803762419594353,1.4781413731926323,1035,1035,1,0,False
A0-B0-C0-r122,20272646,4,570,3.0,3.0,3.0,3.0,1.0,13486,1.803762419594353,1.4781413731926323,570,570,1,0,False
A0-B0-C0-r122,20272646,8,312,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,11242,1.803762419594353,1.4781413731926323,312,312,1,0,False
A0-B0-C0-r122,20272646,16,194,2.0,2.0,2.0,2.0,1.0,6919,1.803762419594353,1.4781413731926323,194,194,1,0,False
A0-B0-C0-r123,20272743,1,2000,4.0,4.0,4.0,4.0,1.0,17934,1.8115319473370115,1.5050688255884224,2000,2000,1,0,False
A0-B0-C0-r123,20272743,2,1039,3.0,3.0,3.0,3.0,1.0,16727,1.8115319473370115,1.5050688255884224,1039,1039,1,0,False
A0-B0-C0-r123,20272743,4,546,3.0,3.0,3.0,3.0,1.0,15449,1.8115319473370115,1.5050688255884224,546,546,1,0,False
A0-B0-C0-r123,20272743,8,302,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,12731,1.8115319473370115,1.5050688255884224,302,302,1,0,False
A0-B0-C0-r123,20272743,16,181,2.0,2.0,2.0,2.0,1.0,7363,1.8115319473370115,1.5050688255884224,181,181,1,0,False
A0-B0-C0-r124,20272840,1,2000,5.0,5.0,5.0,5.0,1.0,10709,1.370644433433843,1.462319634214913,2000,2000,1,0,False
A0-B0-C0-r124,20272840,2,1060,4.0,4.0,4.333333333333333,4.333333333333333,1.0,9650,1.370644433433843,1.462319634214913,1060,1060,1,0,False
A0-B0-C0-r124,20272840,4,589,3.0,3.0,3.0,3.0,1.0,8740,1.370644433433843,1.462319634214913,589,589,1,0,False
A0-B0-C0-r124,20272840,8,332,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,7445,1.370644433433843,1.462319634214913,332,332,1,0,False
A0-B0-C0-r124,20272840,16,218,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,4986,1.370644433433843,1.462319634214913,218,218,1,0,False
A0-B0-C0-r125,20272937,1,2000,5.0,5.0,4.333333333333333,4.333333333333333,1.0,12322,1.637980817361493,1.4394062944048114,2000,2000,1,0,False
A0-B0-C0-r125,20272937,2,1052,4.0,4.0,4.333333333333333,4.333333333333333,1.0,11225,1.637980817361493,1.4394062944048114,1052,1052,1,0,False
A0-B0-C0-r125,20272937,4,581,3.0,3.0,3.0,3.0,1.0,10297,1.637980817361493,1.4394062944048114,581,581,1,0,False
A0-B0-C0-r125,20272937,8,327,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,8704,1.637980817361493,1.4394062944048114,327,327,1,0,False
A0-B0-C0-r125,20272937,16,211,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,5716,1.637980817361493,1.4394062944048114,211,211,1,0,False
A0-B0-C0-r126,20273034,1,2000,4.0,4.0,4.0,4.0,1.0,15940,1.8689677697554536,1.4640815175936772,2000,2000,1,0,False
A0-B0-C0-r126,20273034,2,1042,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,14748,1.8689677697554536,1.4640815175936772,1042,1042,1,0,False
A0-B0-C0-r126,20273034,4,562,3.0,3.0,3.0,3.0,1.0,13629,1.8689677697554536,1.4640815175936772,562,562,1,0,False
A0-B0-C0-r126,20273034,8,304,2.0,2.0,2.6666666666666665,2.6666666666666665,1.0,11348,1.8689677697554536,1.4640815175936772,304,304,1,0,False
A0-B0-C0-r126,20273034,16,173,2.0,2.0,2.0,2.0,1.0,6679,1.8689677697554536,1.4640815175936772,173,173,1,0,False
A0-B0-C0-r127,20273131,1,2000,5.0,5.0,5.0,5.0,1.0,11940,1.4874233297715842,1.5072349281404873,2000,2000,1,0,False
A0-B0-C0-r127,20273131,2,1054,4.0,4.0,4.0,4.0,1.0,10838,1.4874233297715842,1.5072349281404873,1054,1054,1,0,False
A0-B0-C0-r127,20273131,4,570,3.0,3.0,3.0,3.0,1.0,9917,1.4874233297715842,1.5072349281404873,570,570,1,0,False
A0-B0-C0-r127,20273131,8,323,3.0,3.0,3.0,3.0,1.0,8407,1.4874233297715842,1.5072349281404873,323,323,1,0,False
A0-B0-C0-r127,20273131,16,220,2.0,2.0,2.0,2.0,1.0,5587,1.4874233297715842,1.5072349281404873,220,220,1,0,False
A0-B0-C0-r128,20273228,1,2000,4.0,4.0,4.0,4.0,1.0,19321,2.093151350081462,1.505539317322747,2000,2000,1,0,False
A0-B0-C0-r128,20273228,2,1041,3.0,3.0,3.0,3.0,1.0,18105,2.093151350081462,1.505539317322747,1041,1041,1,0,False
A0-B0-C0-r128,20273228,4,547,3.0,3.0,3.0,3.0,1.0,16677,2.093151350081462,1.505539317322747,547,547,1,0,False
A0-B0-C0-r128,20273228,8,311,2.0,2.0,2.0,2.0,1.0,13663,2.093151350081462,1.505539317322747,311,311,1,0,False
A0-B0-C0-r128,20273228,16,177,2.0,2.0,2.0,2.0,1.0,7469,2.093151350081462,1.505539317322747,177,177,1,0,False
A0-B0-C0-r129,20273325,1,2000,6.0,6.0,5.333333333333333,5.333333333333333,1.0,9282,1.3593497841933675,1.368309775357147,2000,2000,1,0,False
A0-B0-C0-r129,20273325,2,1062,5.0,5.0,4.333333333333333,4.333333333333333,1.0,8232,1.3593497841933675,1.368309775357147,1062,1062,1,0,False
A0-B0-C0-r129,20273325,4,595,4.0,4.0,3.0,3.0,1.0,7436,1.3593497841933675,1.368309775357147,595,595,1,0,False
A0-B0-C0-r129,20273325,8,357,3.0,3.0,3.0,3.0,1.0,6306,1.3593497841933675,1.368309775357147,357,357,1,0,False
A0-B0-C0-r129,20273325,16,224,3.0,3.0,2.6666666666666665,2.6666666666666665,1.0,4249,1.3593497841933675,1.368309775357147,224,224,1,0,False
A0-B0-C0-r130,20273422,1,2000,5.0,5.0,5.0,5.0,1.0,11727,2.0383920292992497,1.55136376294507,2000,2000,1,0,False
A0-B0-C0-r130,20273422,2,1057,4.0,4.0,4.0,4.0,1.0,10654,2.0383920292992497,1.55136376294507,1057,1057,1,0,False
A0-B0-C0-r130,20273422,4,571,3.0,3.0,3.0,3.0,1.0,9674,2.0383920292992497,1.55136376294507,571,571,1,0,False
A0-B0-C0-r130,20273422,8,332,3.0,3.0,3.0,3.0,1.0,8263,2.0383920292992497,1.55136376294507,332,332,1,0,False
A0-B0-C0-r130,20273422,16,208,2.0,2.0,2.3333333333333335,2.3333333333333335,1.0,5457,2.0383920292992497,1.55136376294507,208,208,1,0,False
A0-B0-C0-r131,20273519,1,2000,5.0,5.0,5.0,5.0,1.0,11184,1.3939803023811408,1.5061193298506126,2000,2000,1,0,False
A0-B0-C0-r131,20273519,2,1058,4.0,4.0,4.0,4.0,1.0,10109,1.3939803023811408,1.5061193298506126,1058,1058,1,0,False
A0-B0-C0-r131,20273519,4,568,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,9168,1.3939803023811408,1.5061193298506126,568,568,1,0,False
A0-B0-C0-r131,20273519,8,339,3.0,3.0,3.3333333333333335,3.3333333333333335,1.0,7797,1.3939803023811408,1.5061193298506126,339,339,1,0,False
A0-B0-C0-r131,20273519,16,204,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,5103,1.3939803023811408,1.5061193298506126,204,204,1,0,False
A0-B0-C0-r132,20273616,1,2000,5.0,5.0,4.333333333333333,4.333333333333333,1.0,12889,1.5712018937247412,1.5034493089133563,2000,2000,1,0,False
A0-B0-C0-r132,20273616,2,1051,4.0,4.0,4.0,4.0,1.0,11796,1.5712018937247412,1.5034493089133563,1051,1051,1,0,False
A0-B0-C0-r132,20273616,4,570,3.0,3.0,3.0,3.0,1.0,10798,1.5712018937247412,1.5034493089133563,570,570,1,0,False
A0-B0-C0-r132,20273616,8,325,3.0,3.0,3.0,3.0,1.0,9090,1.5712018937247412,1.5034493089133563,325,325,1,0,False
A0-B0-C0-r132,20273616,16,203,2.0,2.0,2.0,2.0,1.0,5852,1.5712018937247412,1.5034493089133563,203,203,1,0,False
A0-B0-C0-r133,20273713,1,2000,5.0,5.0,5.0,5.0,1.0,13358,1.761551737218719,1.5282881673920226,2000,2000,1,0,False
A0-B0-C0-r133,20273713,2,1049,4.0,4.0,4.0,4.0,1.0,12245,1.761551737218719,1.5282881673920226,1049,1049,1,0,False
A0-B0-C0-r133,20273713,4,570,4.0,4.0,3.3333333333333335,3.3333333333333335,1.0,11212,1.761551737218719,1.5282881673920226,570,570,1,0,False
A0-B0-C0-r133,20273713,8,323,3.0,3.0,3.0,3.0,1.0,9438,1.761551737218719,1.5282881673920226,323,323,1,0,False
A0-B0-C0-r133,20273713,16,213,2.0,2.0,2.0,2.0,1.0,6200,1.761551737218719,1.5282881673920226,213,213,1,0,False
