rule_id,seed,clase,nivel,a_pico,carpeta,N,masa_particula,masa_total,n_aristas,grado_medio,grafo_sha256,radio_burbuja,sep_media,n_centros,pico_original,pico_logrado,pico_razon,cv_original,cv_logrado,fof030_original,fof030_logrado,fof030_razon,n_grupos_fof,n_particulas_movidas,frac_movidas,desp_max,desp_medio_movidas,caja_x,caja_y,caja_z,lado_original,ic_ida_vuelta_ok,ic_md5_igual_al_original,frac_masa_historica,kappa_v_historica,ic_original,completa,dump_final,a_pico_ph,clase_ph,grafo_sha256_ph,grafo_n_aristas,masa_total_ic,N_ph,frac_masa,masa_sumideros,masa_total_final,n_sumideros,t_primer_sumidero,kappa_v,n_gas_inicial,carpeta_ph,particulas_en_sumideros
A2-B0-C2-batch3-r143,485700,I,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L0,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,8.786331749178064,0.8719447278037101,4.169620382486741,3.741300732845216,0.6530000000000007,0.6530000000000014,1.000000000000001,13,734,0.367,0.7759567025962294,0.4297863497049475,97.69058560766123,97.67315620894092,97.85277957452864,97.59299607745004,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt,True,cosmog_00500,-0.35,I,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,3349,18800.0,2000,0.08900000000000002,1673.2000000000005,18800.0,10,0.063,0.5833333333333333,2000,A2-B0-C2-batch3-r143_s485700_f802_L0,178.00000000000006
A2-B0-C2-batch3-r143,485700,I,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L1,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,10.076707237291789,1.0,4.169620382486741,4.169620382486741,0.6530000000000007,0.6530000000000007,1.0,15,734,0.367,0.0,0.0,97.59288618426405,97.59295596764348,97.59299607745004,97.59299607745004,True,True,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt,True,cosmog_00500,0.0,I,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,3349,18800.0,2000,0.10000000000000003,1880.0000000000007,18800.0,8,0.037,0.39351851851851805,2000,A2-B0-C2-batch3-r143_s485700_f802_L1,200.00000000000006
A2-B0-C2-batch3-r143,485700,I,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L2,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,14.488936869090166,1.4378642276585785,4.169620382486741,4.322266910844719,0.6530000000000007,0.6520000000000014,0.998468606431854,17,734,0.367,0.4434038300549872,0.2455921998313986,97.59288618426405,97.59283628965204,97.59296455556915,97.59299607745004,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt,True,cosmog_00500,0.2,I,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,3349,18800.0,2000,0.10900000000000004,2049.2000000000007,18800.0,8,0.024,0.29885057471264376,2000,A2-B0-C2-batch3-r143_s485700_f802_L2,218.00000000000009
A2-B0-C2-batch3-r143,485700,I,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L3,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,19.398306445748485,1.9250640103901604,4.169620382486741,4.4086161581159535,0.6530000000000007,0.6535000000000012,1.0007656967840743,19,734,0.367,0.7759567025962294,0.4297863497049475,97.59288618426405,97.59283628965204,97.59296455556915,97.59299607745004,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt,True,cosmog_00500,0.35,I,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,3349,18800.0,2000,0.12200000000000003,2293.6000000000004,18800.0,9,0.015,0.26557377049180325,2000,A2-B0-C2-batch3-r143_s485700_f802_L3,244.00000000000006
A2-B0-C2-batch3-r143,485700,I,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L4,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,28.15073975261165,2.7936446985808656,4.169620382486741,4.485874953167516,0.6530000000000007,0.6534999999999999,1.000765696784072,25,734,0.367,1.1085095751374714,0.6139804995784967,97.59288618426405,97.59283628965204,97.59296455556915,97.59299607745004,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt,False,cosmog_00452,0.5,I,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,3349,18800.0,2000,0.13750000481275818,2585.0,18799.99934196472,12,0.008,0.2676923076923076,2000,A2-B0-C2-batch3-r143_s485700_f802_L4,275.0000096255163
A2-B0-C2-batch4-r1,571926,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L0,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.43495169884778,8.50576372570313,0.7438390602524534,4.199267573673695,3.770309377488428,0.6810000000000032,0.6804999999999961,0.9992657856093876,4,764,0.382,0.7759581462642987,0.428989074432283,97.73289119562972,97.85713167329676,97.74221787808472,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt,True,cosmog_00500,-0.35,III,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,3224,18800.0,2000,0.09000000000000002,1692.0000000000005,18800.0,10,0.059,0.6619718309859155,2000,A2-B0-C2-batch4-r1_s571926_f802_L0,180.00000000000006
A2-B0-C2-batch4-r1,571926,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L1,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.43495169884778,11.43495169884778,1.0,4.199267573673695,4.199267573673695,0.6810000000000032,0.6810000000000032,1.0,6,764,0.382,0.0,0.0,97.59296657182666,97.59301881356224,97.5929942652188,97.59301881356224,True,True,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt,True,cosmog_00500,0.0,III,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,3224,18800.0,2000,0.10750000000000003,2021.0000000000005,18800.0,8,0.035,0.6307692307692309,2000,A2-B0-C2-batch4-r1_s571926_f802_L1,215.00000000000006
A2-B0-C2-batch4-r1,571926,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L2,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.43495169884778,17.04912096693145,1.4909657177344589,4.199267573673695,4.359026296682736,0.6810000000000032,0.6820000000000025,1.0014684287812032,8,764,0.382,0.4434046550081728,0.2451366139613047,97.59294982913588,97.59289671410096,97.59293184121664,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt,True,cosmog_00500,0.2,III,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,3224,18800.0,2000,0.11800000000000001,2218.4000000000005,18800.000000000004,8,0.023,0.43902439024390244,2000,A2-B0-C2-batch4-r1_s571926_f802_L2,236.00000000000003
A2-B0-C2-batch4-r1,571926,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L3,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.43495169884778,22.726360092506315,1.9874469688224643,4.199267573673695,4.458821280153868,0.6810000000000032,0.6815000000000017,1.0007342143906,13,764,0.382,0.7759581462642987,0.428989074432283,97.59294982913588,97.59289671410096,97.59293184121664,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt,True,cosmog_00500,0.35,III,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,3224,18800.0,2000,0.136,2556.8,18800.0,11,0.014,0.25,2000,A2-B0-C2-batch4-r1_s571926_f802_L3,272.0
A2-B0-C2-batch4-r1,571926,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L4,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.43495169884778,34.56423146146172,3.0226827687382807,4.199267573673695,4.546729529780047,0.6810000000000032,0.6815000000000015,1.0007342143905995,15,764,0.382,1.108511637520425,0.6128415349032617,97.59294982913588,97.59289671410096,97.59293184121664,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt,True,cosmog_00500,0.5,III,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,3224,18800.0,2000,0.1725,3243.0,18800.0,18,0.008,0.22480620155038764,2000,A2-B0-C2-batch4-r1_s571926_f802_L4,345.0
A2-B0-C2-batch4-r12,572993,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L0,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,7.496643066283309,0.8527780609520388,4.2477559136763485,3.833462293634722,0.6650000000000017,0.6660000000000019,1.0015037593984966,13,734,0.367,0.7759520954484473,0.4233530109784508,97.76036939094888,97.79204115078194,97.69528341145656,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt,True,cosmog_00500,-0.35,III,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,3340,18800.0,2000,0.07900000000000001,1485.2000000000003,18800.0,8,0.065,0.5434782608695651,2000,A2-B0-C2-batch4-r12_s572993_f802_L0,158.00000000000003
A2-B0-C2-batch4-r12,572993,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L1,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,8.79084888501245,1.0,4.2477559136763485,4.2477559136763485,0.6650000000000017,0.6650000000000017,1.0,15,734,0.367,0.0,0.0,97.59266663809626,97.59293430631944,97.59290031175352,97.59293430631944,True,True,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt,True,cosmog_00500,0.0,III,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,3340,18800.0,2000,0.1005,1889.4000000000005,18800.000000000004,8,0.039,0.5384615384615384,2000,A2-B0-C2-batch4-r12_s572993_f802_L1,201.0
A2-B0-C2-batch4-r12,572993,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L2,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,12.21562008581054,1.389583673385285,4.2477559136763485,4.3976933167273256,0.6650000000000017,0.6630000000000009,0.9969924812030064,18,734,0.367,0.4434011973991026,0.2419160062734006,97.5926125443318,97.59290547494297,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt,True,cosmog_00500,0.2,III,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,3340,18800.0,2000,0.11150000000000004,2096.2000000000007,18800.0,8,0.025,0.3950617283950618,2000,A2-B0-C2-batch4-r12_s572993_f802_L2,223.00000000000009
A2-B0-C2-batch4-r12,572993,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L3,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,17.273541975738286,1.9649458433062148,4.2477559136763485,4.487734133725363,0.6650000000000017,0.6640000000000001,0.9984962406015014,20,734,0.367,0.7759520954484473,0.4233530109784508,97.5926125443318,97.5928838514106,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt,True,cosmog_00500,0.35,III,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,3340,18800.0,2000,0.11800000000000001,2218.4000000000005,18800.000000000004,8,0.016,0.2551020408163266,2000,A2-B0-C2-batch4-r12_s572993_f802_L3,236.00000000000003
A2-B0-C2-batch4-r12,572993,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L4,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,24.22471260869923,2.755673874681208,4.2477559136763485,4.573993147262415,0.6650000000000017,0.6619999999999998,0.9954887218045084,25,734,0.367,1.108502993497778,0.6047900156835013,97.5926125443318,97.59286222787824,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt,True,cosmog_00500,0.5,III,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,3340,18800.0,2000,0.16250000000000006,3055.000000000001,18800.0,17,0.008,0.2773109243697478,2000,A2-B0-C2-batch4-r12_s572993_f802_L4,325.0000000000001
