rule_id,seed,lote,K,kcap,brazo,n_nodos,n_aristas,grado_medio,grados_identicos,n_nodos_grado_distinto,solapamiento_aristas,clustering_local,transitividad,n_triangulos,T_objetivo,dif_max_triangulos,gigante,n_componentes,asortatividad,pendiente_corr,z_agg,diams,n_cajas,clustering_original,transitividad_original,n_triangulos_original,t_piso,t_techo_brazo,t_techo_brazo_sin_restriccion,n_swaps_aceptados,k_elegido,t_swaps_s,acc_baja,t_bajar_s,gigante_original,semilla_base,pendiente_corr_csv_ref,frac_masa_fase5b,n_triangulos_medido,frac_nodos_en_triangulo,frac_aristas_en_triangulo,frac_aristas_multi_tri,tri_por_arista_media,tri_por_nodo_max,gini_tri_nodo,n_comp_tri,tam_mayor_comp_tri,frac_mayor_comp_tri,tam_medio_comp_tri,modularidad_tri,dist_media_tri,dist_media_azar,t_ic_s,carpeta,t_total_grafo_s
A2-B0-C2-r14,273187,271828,8,5,libre,2000,3296,3.296,True,0,0.003033980582524272,0.0965,0.0737551867219917,237,237,0,1930,3,-0.15544682112675728,0.701250833582163,0.527791685852937,"[14.0, 11.0, 7.0, 5.0, 5.0]","[2000, 1218, 749, 508, 397]",0.004966666666666667,0.005912863070539419,19,0,1337,1898,1776,235,14.1,16309,1.4,1926,2677232617,0.7728999554058272,0.09900000000000003,237,0.3235,0.2111650485436893,0.021551724137931036,1.021551724137931,2.0,0.702739099859353,188,4,0.016877637130801686,1.2606382978723405,0.21030214525255686,7.2155000000000005,7.122170381890444,168.19,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r14_s273187_f703_libre,1250.2
A2-B0-C2-r14,273187,271828,8,5,conc,2000,3296,3.296,True,0,0.0024271844660194173,0.07868333333333334,0.0737551867219917,237,237,0,1928,3,-0.1521326937971578,0.7732722327539264,0.631319303893945,"[15.0, 11.0, 8.0, 6.0, 4.0]","[2000, 1222, 759, 526, 383]",0.004966666666666667,0.005912863070539419,19,0,1463,2022,1842,227,26.7,16309,1.4,1926,2677232617,0.7728999554058272,0.09900000000000003,237,0.193,0.15989077669902912,0.301707779886148,1.349146110056926,6.0,0.8664226441631505,80,12,0.05063291139240506,2.9625,0.15901979598689797,7.956327876757525,7.318252582912677,199.34,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r14_s273187_f703_conc,1250.2
A2-B0-C2-r14,273187,271828,8,5,disp,2000,3296,3.296,True,0,0.00212378640776699,0.0969,0.0737551867219917,237,237,0,1932,2,-0.1587609484563567,0.6686964460838833,0.2828427118746191,"[14.0, 10.0, 7.0, 5.0, 5.0]","[2000, 1209, 757, 517, 381]",0.004966666666666667,0.005912863070539419,19,0,1043,1043,1024,235,18.1,16309,1.4,1926,2677232617,0.7728999554058272,0.09900000000000003,237,0.3555,0.21571601941747573,0.0,1.0,1.0,0.6445,237,1,0.004219409282700422,1.0,0.214945028432522,7.3695,7.09192128430865,200.92,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r14_s273187_f703_disp,1250.2
A2-B0-C2-r14,273187,271828,8,5,solap,2000,3296,3.296,True,0,0.003033980582524272,0.055883333333333333,0.0737551867219917,237,237,0,1888,9,-0.17201745777475425,0.946396448298778,2.34596212174217,"[20.0, 13.0, 10.0, 6.0, 4.0]","[2000, 1226, 753, 523, 384]",0.004966666666666667,0.005912863070539419,19,0,237,237,199,199,17.0,16309,1.4,1926,2677232617,0.7728999554058272,0.09900000000000003,237,0.072,0.0858616504854369,0.8904593639575972,2.512367491166078,9.0,0.9454212376933896,22,19,0.08016877637130802,10.772727272727273,0.08546001165726036,8.118571189892993,6.560095389507154,251.95,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r14_s273187_f703_solap,1250.2
A2-B0-C2-r14,273187,271828,8,5,disj,2000,3296,3.296,True,0,0.0024271844660194173,0.10186666666666667,0.0737551867219917,237,237,0,1932,2,-0.1391129078594461,0.7564330328458141,0.14142135593730937,"[14.0, 10.0, 7.0, 5.0, 4.0]","[2000, 1218, 759, 509, 375]",0.004966666666666667,0.005912863070539419,19,0,807,807,805,236,31.3,16309,1.4,1926,2677232617,0.7728999554058272,0.09900000000000003,237,0.3385,0.21571601941747573,0.0,1.0,2.0,0.6768741209563994,203,4,0.016877637130801686,1.167487684729064,0.21485919145153903,7.203,6.899965475573968,310.63,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r14_s273187_f703_disj,1250.2
A2-B0-C2-r17,273478,271828,5,5,libre,2000,3165,3.165,True,0,0.0022116903633491313,0.10773333333333332,0.09038238702201622,286,286,0,1862,1,-0.22593310671638345,0.7492549812947717,2.1213203390596425,"[14.0, 11.0, 9.0, 5.0, 5.0]","[2000, 1252, 812, 577, 448]",0.01188333333333333,0.009164647635099547,29,0,1339,1870,1729,285,52.6,15669,5.2,1844,2680084417,0.7340887838072664,0.12100000000000004,286,0.3765,0.26445497630331755,0.025089605734767026,1.025089605734767,3.0,0.6633904428904429,202,5,0.017482517482517484,1.4158415841584158,0.263158534424454,7.139000000000001,6.872559555794375,301.18,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r17_s273478_f703_libre,1547.4
A2-B0-C2-r17,273478,271828,5,5,conc,2000,3165,3.165,True,0,0.0022116903633491313,0.09606666666666666,0.09038238702201622,286,286,0,1862,1,-0.2213269331048247,0.8013517274584973,1.697056271247714,"[14.0, 11.0, 7.0, 6.0, 4.0]","[2000, 1265, 823, 567, 439]",0.01188333333333333,0.009164647635099547,29,0,1355,2019,1822,276,55.8,15669,5.2,1844,2680084417,0.7340887838072664,0.12100000000000004,286,0.24,0.2009478672985782,0.28773584905660377,1.349056603773585,8.0,0.8365244755244755,104,13,0.045454545454545456,2.75,0.19979071050116184,7.83075,7.265937179424552,307.8,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r17_s273478_f703_conc,1547.4
A2-B0-C2-r17,273478,271828,5,5,disp,2000,3165,3.165,True,0,0.0034755134281200632,0.1156,0.09038238702201622,286,286,0,1858,3,-0.21556921609037621,0.7574227682711859,1.2727922034357855,"[14.0, 11.0, 7.0, 5.0, 5.0]","[2000, 1245, 827, 590, 438]",0.01188333333333333,0.009164647635099547,29,0,1172,1172,1146,285,36.3,15669,5.2,1844,2680084417,0.7340887838072664,0.12100000000000004,286,0.428,0.2707740916271722,0.0011668611435239206,1.0011668611435238,2.0,0.572995337995338,285,2,0.006993006993006993,1.0035087719298246,0.2697178859414666,7.119250000000001,6.984248788368336,268.8,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r17_s273478_f703_disp,1547.4
A2-B0-C2-r17,273478,271828,5,5,solap,2000,3165,3.165,True,0,0.002843601895734597,0.05983333333333333,0.09038238702201622,286,286,0,1806,10,-0.23906070150932623,0.8025829619690279,4.242640678119285,"[16.0, 12.0, 10.0, 6.0, 5.0]","[2000, 1261, 838, 562, 472]",0.01188333333333333,0.009164647635099547,29,0,286,286,220,220,39.3,15669,5.2,1844,2680084417,0.7340887838072664,0.12100000000000004,286,0.072,0.09447077409162717,0.9331103678929766,2.869565217391304,10.0,0.9451701631701632,24,20,0.06993006993006994,11.916666666666666,0.09406559700915175,5.689420656913965,6.37280701754386,252.51,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r17_s273478_f703_solap,1547.4
A2-B0-C2-r17,273478,271828,5,5,disj,2000,3165,3.165,True,0,0.001579778830963665,0.11395000000000001,0.09038238702201622,286,286,0,1862,1,-0.21487829004864223,0.7965380610092713,2.1213203390596425,"[15.0, 11.0, 8.0, 5.0, 5.0]","[2000, 1250, 827, 588, 445]",0.01188333333333333,0.009164647635099547,29,0,776,776,776,286,56.9,15669,5.2,1844,2680084417,0.7340887838072664,0.12100000000000004,286,0.399,0.27109004739336495,0.0,1.0,2.0,0.6268041958041958,226,5,0.017482517482517484,1.2654867256637168,0.2697894876075964,7.455250000000001,7.058624395486296,151.38,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r17_s273478_f703_disj,1547.4
A2-B0-C2-r19,273672,271828,5,7,libre,2000,3679,3.679,True,0,0.004349007882576787,0.2692404761904762,0.1830146318804676,788,788,0,1956,5,-0.00768186671819915,0.6038384257850166,1.50553658587587,"[15.0, 11.0, 9.0, 7.0, 5.0]","[2000, 1183, 723, 500, 352]",0.0010047619047619048,0.001393512425485794,6,0,1776,2241,2096,769,22.4,18070,2.4,1955,2681985617,0.7198659721923732,0.08700000000000001,788,0.7405,0.5574884479478119,0.14188200877620674,1.152608483666504,6.0,0.4436260575296108,205,54,0.06852791878172589,3.84390243902439,0.5495378809713243,6.517438442211055,6.72847399829497,76.57,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r19_s273672_f703_libre,502.5
A2-B0-C2-r19,273672,271828,5,7,conc,2000,3679,3.679,True,0,0.0035335689045936395,0.22805,0.1830146318804676,788,788,0,1958,4,-0.0074705240448102485,0.632748702431926,0.7605590280261751,"[14.0, 9.0, 8.0, 5.0, 5.0]","[2000, 1186, 719, 490, 381]",0.0010047619047619048,0.001393512425485794,6,0,2041,2407,2219,749,28.6,18070,2.4,1955,2681985617,0.7198659721923732,0.08700000000000001,788,0.567,0.4650720304430552,0.31209818819403856,1.3816481589713618,9.0,0.6261797800338409,143,185,0.23477157360406092,5.510489510489511,0.4423237062968631,6.592280150753768,6.387513355321224,81.47,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r19_s273672_f703_conc,502.5
A2-B0-C2-r19,273672,271828,5,7,disp,2000,3679,3.679,True,0,0.002989942919271541,0.30443809523809523,0.1830146318804676,788,788,0,1953,6,0.010916288540022679,0.7470767868597675,1.0812725180639415,"[14.0, 11.0, 9.0, 5.0, 4.0]","[2000, 1178, 714, 490, 360]",0.0010047619047619048,0.001393512425485794,6,0,1284,1284,1239,779,17.0,18070,2.4,1955,2681985617,0.7198659721923732,0.08700000000000001,788,0.8265,0.591193259037782,0.08689655172413793,1.086896551724138,3.0,0.3160571065989848,267,23,0.02918781725888325,2.951310861423221,0.5853448836985408,6.586611441043603,6.784067622950818,82.16,/Users/alexis/phantom_cs073/bateria_fase7_f703_organizacion/A2-B0-C2-r19_s273672_f703_disp,502.5
