rule_id,N,escala_b,dt,diam_real,giant_real,holon_real,n_aristas,n_triangulos,diam_null_topo,diam_null_topo_std,holon_null_valor,brazo,clase_final
A2-B0-C2-r0,2000,1,0.02,17.0,0.9175,0.6367081080691963,3099,93,15.666666666666666,1.699673172197595,1.3585550397933892,C2-hard,III
A2-B0-C2-r0,1236,2,0.09,11.0,0.8762135922330098,0.6367081080691963,2315,93,10.0,0.816496581927726,1.3585550397933892,C2-hard,III
A2-B0-C2-r0,818,4,0.13,7.0,0.815403422982885,0.6367081080691963,1880,93,7.666666666666667,0.4714045217910317,1.3585550397933892,C2-hard,III
A2-B0-C2-r0,600,8,0.18,5.0,0.7483333333333333,0.6367081080691963,1635,93,5.0,1e-09,1.3585550397933892,C2-hard,III
A2-B0-C2-r0,476,16,0.22,4.0,0.6827731092436975,0.6367081080691963,1418,93,4.0,1e-09,1.3585550397933892,C2-hard,III
A2-B0-C2-r0,2000,1,0.03,12.0,0.99,0.5142228342431476,3969,3,12.0,0.816496581927726,0.11907384073968459,C2-budget,I
A2-B0-C2-r0,1140,2,0.11,7.0,0.9824561403508771,0.5142228342431476,3108,3,8.666666666666666,1.2472191299246471,0.11907384073968459,C2-budget,I
A2-B0-C2-r0,679,4,0.16,6.0,0.9705449189985272,0.5142228342431476,2638,3,6.666666666666667,0.9428090425820633,0.11907384073968459,C2-budget,I
A2-B0-C2-r0,430,8,0.2,5.0,0.9534883720930233,0.5142228342431476,2322,3,5.0,1e-09,0.11907384073968459,C2-budget,I
A2-B0-C2-r0,302,16,0.23,4.0,0.9337748344370861,0.5142228342431476,2015,3,4.0,1e-09,0.11907384073968459,C2-budget,I
A2-B0-C2-r0,2000,1,0.02,12.0,0.9835,1.0375069129320096,3577,6,14.0,0.816496581927726,1.6318205233550434,C2-random,I
A2-B0-C2-r0,1156,2,0.08,8.0,0.972318339100346,1.0375069129320096,2730,6,9.333333333333334,0.9428090425820633,1.6318205233550434,C2-random,I
A2-B0-C2-r0,680,4,0.12,6.0,0.9529411764705882,1.0375069129320096,2247,6,6.0,1e-09,1.6318205233550434,C2-random,I
A2-B0-C2-r0,442,8,0.15,5.0,0.9276018099547512,1.0375069129320096,1978,6,5.0,1e-09,1.6318205233550434,C2-random,I
A2-B0-C2-r0,341,16,0.18,4.0,0.906158357771261,1.0375069129320096,1755,6,4.0,1e-09,1.6318205233550434,C2-random,I
A2-B0-C2-r0,2000,1,0.03,6.0,0.998,1.0936901508300565,7640,183,6.666666666666667,0.4714045217910317,1.1090644631974935,C0,I
A2-B0-C2-r0,1086,2,0.13,5.0,0.996316758747698,1.0936901508300565,6703,183,5.0,0.816496581927726,1.1090644631974935,C0,I
A2-B0-C2-r0,623,4,0.2,4.0,0.9935794542536116,1.0936901508300565,6144,183,4.666666666666667,0.4714045217910317,1.1090644631974935,C0,I
A2-B0-C2-r0,387,8,0.29,3.0,0.9896640826873385,1.0936901508300565,5558,183,4.0,1e-09,1.1090644631974935,C0,I
A2-B0-C2-r0,260,16,0.36,4.0,0.9846153846153847,1.0936901508300565,4328,183,3.0,1e-09,1.1090644631974935,C0,I
