brazo,N,semilla,alpha,theta_cp,tau_final,n_vivos_fin,n_aristas,t_hat_mod,asimetria,rho,rho_menos_medio,tracking_score,degenerada,tracking_limpio,flujo_neto_suma,flujo_neto_medio,criterio_B,ds_max
BARAJADO,8,9,1.0,0.1,325,0,0,0.15791485072958947,0.2032966397981296,0.06135934400240343,-0.43864065599759655,-0.2089262502528228,0,0,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,10,1.0,0.1,401,0,0,0.08176292411016364,0.15519776974568467,0.02510517012432985,-0.47489482987567017,-0.17771660470922876,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,11,1.0,0.1,398,0,0,0.052861851988922015,0.145543114678517,0.040686693778755924,-0.45931330622124406,0.15792876488460206,0,1,0.0,0.0,evaluable,0.0
BARAJADO,8,12,1.0,0.1,500,6,15,36331.887029948164,0.06687283267373913,0.9999952031924643,0.49999520319246427,-0.25706758562024223,0,0,1.000444171950221e-10,1.2505552149377763e-11,evaluable,1.178012506024298
BARAJADO,8,13,1.0,0.1,500,7,21,3.7581759878460616e+16,0.07278083266722384,0.9993938212944138,0.4993938212944138,0.026910626036418688,0,0,0.0,0.0,evaluable,1.329982858869412
BARAJADO,8,14,1.0,0.1,384,0,0,0.049440351111024246,0.13897645563896932,0.05516867535264622,-0.44483132464735375,0.19830266028012727,0,1,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,15,1.0,0.1,500,2,1,0.07840574617357784,0.19343636044713455,0.1480141137393807,-0.35198588626061933,0.6656204241904348,0,1,4.440892098500626e-16,5.551115123125783e-17,evaluable,1.0344934071664829
BARAJADO,8,16,1.0,0.1,500,4,6,0.22320737838946192,0.3504583970770241,0.36351776347408954,-0.13648223652591046,-0.36106846269182097,0,0,-2.7755575615628914e-17,-3.469446951953614e-18,evaluable,1.1037868131086939
BARAJADO,8,17,1.0,0.1,338,0,0,0.060318928561906605,0.18735877277973934,0.035437788559681924,-0.46456221144031806,0.30266924601471923,0,1,2.220446049250313e-16,2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,18,1.0,0.1,361,0,0,0.028374459485513762,0.17360073256597028,0.05514126914073627,-0.44485873085926375,-0.36661028234105386,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,19,1.0,0.1,500,3,3,0.13114040391293855,0.16116397400034993,0.16858715486551493,-0.3314128451344851,0.19891989768067114,0,1,3.3306690738754696e-16,4.163336342344337e-17,evaluable,1.0558442332251365
BARAJADO,8,20,1.0,0.1,500,3,3,0.31311132685562754,0.18649924221674355,0.2738175095855404,-0.2261824904144596,0.6984391755073861,0,1,-2.7755575615628914e-17,-3.469446951953614e-18,evaluable,1.054988827131086
BARAJADO,8,21,1.0,0.1,500,4,6,0.25118561766615255,0.2684052896238788,0.37173382183372705,-0.12826617816627295,0.3307336319854896,0,1,2.498001805406602e-16,3.122502256758253e-17,evaluable,1.21430420127713
BARAJADO,8,22,1.0,0.1,408,0,0,0.04408364441847508,0.13284315043405265,0.12446638662313576,-0.37553361337686425,-0.40244341292951036,0,0,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,23,1.0,0.1,216,0,0,0.061659526617821134,0.15227534817167956,0.08696859913898061,-0.4130314008610194,-0.2904101163656809,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,24,1.0,0.1,500,3,3,0.32445566892132666,0.30153314813850374,0.6571194116827337,0.1571194116827337,-0.4733668557821692,0,0,-3.0531133177191805e-16,-3.8163916471489756e-17,evaluable,1.0376385507128874
BARAJADO,8,25,1.0,0.1,500,2,1,0.2745553839680005,0.20571597838418407,0.28115245760096497,-0.21884754239903503,-0.1450825991151894,0,0,-1.942890293094024e-16,-2.42861286636753e-17,evaluable,1.0579504959969062
BARAJADO,8,26,1.0,0.1,500,2,1,0.10005611190525494,0.19445660640853407,0.1548509424177824,-0.3451490575822176,-0.01394561881756524,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,1.001516428645615
BARAJADO,8,27,1.0,0.1,500,2,1,0.18672242111913046,0.2216107683973092,0.17628865835996205,-0.32371134164003795,-0.0509470965026193,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,1.1124118958566074
BARAJADO,8,28,1.0,0.1,500,8,28,2.1778183355118702e+18,0.09721420281297277,1.0,0.5,0.27642313271713076,0,1,5120.0,640.0,evaluable,1.214290906666247
BARAJADO,8,29,1.0,0.1,339,0,0,0.04541085458661779,0.13602838578610837,0.04061009683410242,-0.45938990316589756,0.27721688920852317,0,1,-4.440892098500626e-16,-5.551115123125783e-17,evaluable,0.0
BARAJADO,8,30,1.0,0.1,301,0,0,0.02161108014929183,0.17336213563151914,0.03633924136316915,-0.46366075863683087,-0.2352878292825535,0,0,2.220446049250313e-16,2.7755575615628914e-17,evaluable,0.0
ALFA_0,8,1,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,2,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,3,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,4,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,5,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,6,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,7,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,8,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,9,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,10,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,11,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,12,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,13,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,14,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,15,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,16,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,17,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,18,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,19,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,20,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,21,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,22,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,23,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,24,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,25,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,26,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,27,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,28,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,29,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,30,0.0,0.1,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
REAL,8,1,1.0,0.3,500,5,10,1.4062430855965733e+21,0.409821233656691,0.9964335267329962,0.49643352673299623,0.46179685289678685,0,1,851968.0,106496.0,evaluable,1.3891849230211595
REAL,8,2,1.0,0.3,500,2,1,65.67948541631031,1.386213846061886e-07,0.9999998957819483,0.49999989578194826,0.7115174258895729,0,1,-1.8915887523007768e-08,-2.364485940375971e-09,evaluable,1.0
REAL,8,3,1.0,0.3,500,3,3,4.105859110721945,1.242251609079908e-17,1.0,0.5,0.4922782469029954,0,1,-6.711125975605677,-0.8388907469507096,evaluable,1.0
REAL,8,4,1.0,0.3,500,7,20,2.7945803785200753e+38,0.19555810430776488,0.9727451858887644,0.47274518588876435,0.7833716500802851,0,1,5.2890504608140026e+23,6.611313076017503e+22,evaluable,1.2434803931909977
REAL,8,5,1.0,0.3,500,4,6,20297048859731.465,0.7047970565867269,0.9253968355249494,0.42539683552494945,0.4830361117271361,0,1,-0.001953125,-0.000244140625,evaluable,1.1847313480593786
REAL,8,6,1.0,0.3,500,4,6,3.214850336512788e+22,0.2324541487184985,1.0,0.5,0.3110811605796319,0,1,50331648.0,6291456.0,evaluable,1.1681695332801674
REAL,8,7,1.0,0.3,500,5,10,4.710833690119401e+21,0.5117060485317785,0.966610897559169,0.46661089755916896,0.4803480931344006,0,1,0.0,0.0,evaluable,1.2685632201986359
REAL,8,8,1.0,0.3,500,4,6,4.339633664310138e+19,0.4072931977272067,1.0,0.5,0.2705980500730985,0,1,0.6104196978201251,0.07630246222751563,evaluable,1.0111456553526543
REAL,8,9,1.0,0.3,500,3,3,19738270.608970813,0.5994614086698138,0.9760670351581229,0.4760670351581229,0.0495563277993851,0,0,-3.725290298461914e-09,-4.656612873077393e-10,evaluable,1.75289787360219
REAL,8,10,1.0,0.3,500,5,9,5.052564175439711e+20,0.2660434532672576,0.9470032242135753,0.4470032242135753,0.3009877755889534,0,1,65536.0,8192.0,evaluable,1.414787738220339
REAL,8,11,1.0,0.3,500,4,6,3621817442060715.0,0.4726082282395964,0.9814620292684038,0.48146202926840376,0.435939053538798,0,1,0.5,0.0625,evaluable,1.3542596997884429
REAL,8,12,1.0,0.3,500,3,3,2034786669083663.2,0.32190158461221435,0.9999999999875291,0.4999999999875291,0.2290503875674029,0,1,0.25,0.03125,evaluable,1.1960754746973923
REAL,8,13,1.0,0.3,500,6,15,8.506763043004555e+36,0.27424588653184534,1.0,0.5,0.6093737264589266,0,1,-4.722366482869645e+21,-5.902958103587057e+20,evaluable,1.1756282149124622
REAL,8,14,1.0,0.3,500,4,6,1.9804459247043966e+20,0.40729319772746486,1.0,0.5,0.2705980500730984,0,1,-65536.0,-8192.0,evaluable,1.2696960074963168
REAL,8,15,1.0,0.3,500,3,3,15287397848402.592,0.3219015781752164,0.9999999999997475,0.49999999999974754,4.957144229703006e-13,0,0,0.0022518652346725787,0.00028148315433407234,evaluable,1.2208111082067838
REAL,8,16,1.0,0.3,500,5,10,1.9906918103213288e+21,0.5711500894436072,0.9440156386561975,0.44401563865619753,0.45524621985399877,0,1,-524288.0,-65536.0,evaluable,1.615561596938963
REAL,8,17,1.0,0.3,500,3,3,1567449.8188884503,0.5990553143399111,0.9765788364935343,0.4765788364935343,0.048373738458649014,0,0,2.6353230708764386e-10,3.294153838595548e-11,evaluable,1.4485446497405137
REAL,8,18,1.0,0.3,500,3,3,4283989.58280649,0.5990681608446706,0.9765642552161737,0.47656425521617374,0.17738887239658788,0,1,0.0,0.0,evaluable,1.542560579001382
REAL,8,19,1.0,0.3,500,5,10,5.2746544382219066e+20,0.40982123312804136,0.9964335270206609,0.4964335270206609,0.37259176561467255,0,1,163840.0,20480.0,evaluable,1.2502997458527947
REAL,8,20,1.0,0.3,500,3,3,28591523960137.734,0.32190157815569337,0.9999999999998312,0.49999999999983125,0.06210350959493242,0,0,-0.015625,-0.001953125,evaluable,1.2680131323791972
REAL,8,21,1.0,0.3,500,5,10,1.6973871158218903e+21,0.40982123374942897,0.9964335266825325,0.4964335266825325,0.38676509483852406,0,1,0.0,0.0,evaluable,1.3914058595059824
REAL,8,22,1.0,0.3,500,3,3,12483491389086.434,0.32190157812252546,0.9999999999997605,0.4999999999997605,3.322255478770027e-13,0,0,0.00390625,0.00048828125,evaluable,1.2208111082435613
REAL,8,23,1.0,0.3,500,3,3,12483491389086.434,0.32190157812252546,0.9999999999997606,0.49999999999976064,3.322255478770023e-13,0,0,-0.001953125,-0.000244140625,evaluable,1.2208111082435615
REAL,8,24,1.0,0.3,500,4,6,79989204387767.88,0.7047901568050495,0.9253985976277471,0.4253985976277471,0.23091623074466383,0,1,0.015625,0.001953125,evaluable,1.364234934472671
REAL,8,25,1.0,0.3,500,5,10,2.966844174165421e+25,0.3872000790133586,0.989728069979154,0.48972806997915397,0.48001415358081745,0,1,17179869184.0,2147483648.0,evaluable,1.3076556052726216
REAL,8,26,1.0,0.3,500,3,3,117380017.73305231,0.6000940138151579,0.9752941788292528,0.47529417882925284,-0.08681927946848705,0,0,-1.4901161193847656e-08,-1.862645149230957e-09,evaluable,1.6023140394151547
REAL,8,27,1.0,0.3,500,4,6,2.0550165913467216e+16,0.47260822821959303,0.9814620289182726,0.4814620289182726,0.34059005816168725,0,1,-4.0,-0.5,evaluable,1.219671735142715
REAL,8,28,1.0,0.3,500,6,15,4.1324446373838336e+34,0.33407348058251163,0.9935811169585986,0.49358111695859863,0.4654098896580983,0,1,-5.072854620270127e+19,-6.341068275337658e+18,evaluable,1.1619238620228631
REAL,8,29,1.0,0.3,500,5,9,2.343425800623959e+20,0.2660434540607946,0.9470032235270819,0.4470032235270819,0.7317803952551073,0,1,-163840.0,-20480.0,evaluable,1.388940293735763
REAL,8,30,1.0,0.3,500,4,5,74572530150.92914,0.3473235862251948,0.9122016627951243,0.41220166279512427,0.5734501476885391,0,1,-7.62939453125e-06,-9.5367431640625e-07,evaluable,1.4527702625817636
BARAJADO,8,1,1.0,0.3,500,2,1,0.5671613901665602,0.45040079237068303,0.25177581190177983,-0.24822418809822017,0.055756480915000226,0,0,2.220446049250313e-16,2.7755575615628914e-17,evaluable,1.0023521702639573
BARAJADO,8,2,1.0,0.3,365,0,0,0.17981246710319876,0.4340008678574162,0.09895295168366605,-0.401047048316334,0.4066865881556068,0,1,4.440892098500626e-16,5.551115123125783e-17,evaluable,0.0
BARAJADO,8,3,1.0,0.3,500,2,1,0.4520716622302881,0.40863630096670683,0.2245374119462781,-0.2754625880537219,0.06511490527067447,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,1.0199431469645612
BARAJADO,8,4,1.0,0.3,500,8,28,1.3531026249246437e+19,0.18862911753082115,1.0,0.5,-0.18656888963040377,0,0,-4096.0,-512.0,evaluable,1.2868309279976353
BARAJADO,8,5,1.0,0.3,500,3,3,0.695127202058668,0.6180712360784465,0.32185229521773584,-0.17814770478226416,0.17260973027067156,0,1,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,1.0779116376441291
BARAJADO,8,6,1.0,0.3,500,5,10,67.26080555628513,0.31005328181301967,0.9914126366682774,0.4914126366682774,0.6250210705374523,0,1,9.947598300641403e-14,1.2434497875801753e-14,evaluable,1.0582134148035527
BARAJADO,8,7,1.0,0.3,500,7,21,38910327.35698355,0.26093383047918023,0.9990676077588012,0.4990676077588012,-0.30269089829547646,0,0,-8.940696716308594e-08,-1.1175870895385742e-08,evaluable,1.1066787740258424
BARAJADO,8,8,1.0,0.3,229,0,0,0.09415209913917402,0.3367974225688911,0.0898400510183699,-0.4101599489816301,-0.07299755695052824,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,9,1.0,0.3,450,0,0,0.4813343948791895,0.5886209612193697,0.08265228006847684,-0.41734771993152314,-0.1900380173077465,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,10,1.0,0.3,436,0,0,0.25336809658835785,0.4603384789576633,0.030522595474085864,-0.46947740452591413,-0.22601424719788138,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,11,1.0,0.3,344,0,0,0.15408837212465387,0.4336184410902879,0.047742377574146636,-0.4522576224258534,0.18647904252167127,0,1,-4.440892098500626e-16,-5.551115123125783e-17,evaluable,0.0
BARAJADO,8,12,1.0,0.3,500,6,15,58799.12925106322,0.20100560901504597,0.9991409765120353,0.49914097651203526,-0.25837598133934264,0,0,-8.731149137020111e-11,-1.0913936421275139e-11,evaluable,1.1968665830205327
BARAJADO,8,13,1.0,0.3,500,7,21,1.2464567979335556e+16,0.2241745945522263,0.9995311018615772,0.49953110186157723,0.05738605710253446,0,0,8.0,1.0,evaluable,1.3374672726509305
BARAJADO,8,14,1.0,0.3,417,0,0,0.14941578034568934,0.41696521912528123,0.06436880712255684,-0.4356311928774432,0.17272870508339813,0,1,-3.3306690738754696e-16,-4.163336342344337e-17,evaluable,0.0
BARAJADO,8,15,1.0,0.3,500,2,1,0.23564851906684914,0.5713559190731429,0.15130261784580576,-0.3486973821541942,0.667554250031411,0,1,0.0,0.0,evaluable,1.0414041200522275
BARAJADO,8,16,1.0,0.3,500,4,6,0.6918382806322836,0.9924235893180885,0.36798590805613457,-0.13201409194386543,-0.31986688019665455,0,0,-2.7755575615628914e-17,-3.469446951953614e-18,evaluable,1.1156711294506452
BARAJADO,8,17,1.0,0.3,411,0,0,0.18142285721578338,0.5596928534443497,0.04998038068114917,-0.4500196193188508,0.28593943672331124,0,1,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,18,1.0,0.3,382,0,0,0.08708871663019976,0.5114899383207032,0.055797832506753894,-0.4442021674932461,-0.3877692779448545,0,0,0.0,0.0,evaluable,0.0
BARAJADO,8,19,1.0,0.3,481,0,0,0.3928634435110301,0.4854201190571682,0.1783523549291871,-0.3216476450708129,0.19419214068784516,0,1,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,0.0
BARAJADO,8,20,1.0,0.3,500,3,3,0.9272642762557366,0.5632869638769659,0.26038779709452614,-0.23961220290547386,0.7069917766928698,0,1,-2.7755575615628914e-16,-3.469446951953614e-17,evaluable,1.0899256500907188
BARAJADO,8,21,1.0,0.3,500,4,6,0.7804478494029152,0.7585010560023753,0.4006870558742973,-0.09931294412570268,0.3007994518612546,0,1,-2.220446049250313e-16,-2.7755575615628914e-17,evaluable,1.2292807672806614
BARAJADO,8,22,1.0,0.3,332,0,0,0.1337953836985827,0.39904501192855923,0.12233482774383823,-0.37766517225616175,-0.375660499012732,0,0,3.3306690738754696e-16,4.163336342344337e-17,evaluable,0.0
BARAJADO,8,23,1.0,0.3,253,0,0,0.18441341787465762,0.45205009592137274,0.09167473562428935,-0.40832526437571065,-0.29476791579285155,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,0.0
BARAJADO,8,24,1.0,0.3,500,2,1,0.9520084895356102,0.8526777728808519,0.645149962837992,0.14514996283799197,-0.5101169648025103,0,0,0.0,0.0,evaluable,1.0372030597032325
BARAJADO,8,25,1.0,0.3,500,2,1,0.7849918727775632,0.6078141089147314,0.2834625851307803,-0.21653741486921968,-0.15289341746466548,0,0,1.6653345369377348e-16,2.0816681711721685e-17,evaluable,1.0486981902243813
BARAJADO,8,26,1.0,0.3,500,2,1,0.3058937585482191,0.5776158953477141,0.15970712220631902,-0.340292877793681,0.02367934691273062,0,0,3.3306690738754696e-16,4.163336342344337e-17,evaluable,1.0135204022711235
BARAJADO,8,27,1.0,0.3,500,2,1,0.5686521045363909,0.6475925722866338,0.17876875006845805,-0.32123124993154195,-0.04445878813144434,0,0,-1.1102230246251565e-16,-1.3877787807814457e-17,evaluable,1.076119448105383
BARAJADO,8,28,1.0,0.3,500,7,21,1.1482057792479182e+16,0.2756729107406182,0.9999999999999334,0.4999999999999334,0.3173681310053758,0,1,-3.0,-0.375,evaluable,1.2484029098759992
BARAJADO,8,29,1.0,0.3,422,0,0,0.14013019244486088,0.40744657248050553,0.044910315212709925,-0.45508968478729006,0.26212941134467854,0,1,3.3306690738754696e-16,4.163336342344337e-17,evaluable,0.0
BARAJADO,8,30,1.0,0.3,338,0,0,0.0657470256002098,0.514640411211817,0.04427926974199983,-0.4557207302580002,-0.2510281898348466,0,0,1.1102230246251565e-16,1.3877787807814457e-17,evaluable,0.0
ALFA_0,8,1,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,2,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,3,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,4,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,5,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,6,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,7,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,8,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,9,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,10,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,11,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,12,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,13,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,14,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,15,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,16,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,17,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,18,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,19,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,20,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,21,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,22,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,23,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,24,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,25,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,26,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,27,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,28,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,29,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
ALFA_0,8,30,0.0,0.3,0,0,0,0.0,0.0,0.0,-0.5,0.0,0,0,0.0,0.0,evaluable,0.0
REAL,8,1,1.0,0.5,337,1,0,4018909.0202844143,1.5437525304218787,0.6874733677236565,0.18747336772365653,0.13109403101695424,0,1,6.984919309616089e-10,8.731149137020111e-11,evaluable,1.0
REAL,8,2,1.0,0.5,500,2,1,48.6730827378669,1.1522267279015582e-06,0.99999911551855,0.49999911551855003,-0.15253819306920288,0,0,-6.273502606291004e-09,-7.841878257863755e-10,evaluable,1.0
REAL,8,3,1.0,0.5,500,4,6,202718101986.8577,1.1199622114420074,0.7983483770398876,0.2983483770398876,-0.2014269602735674,0,0,-7.62939453125e-06,-9.5367431640625e-07,evaluable,1.0077379887226579
REAL,8,4,1.0,0.5,500,7,20,7.129980317643148e+31,0.5240573076194679,0.917945755295162,0.417945755295162,0.7732662452618833,0,1,-3.602879701896397e+16,-4503599627370496.0,evaluable,1.2338619268470874
REAL,8,5,1.0,0.5,500,2,1,174064.20826952142,0.9588511644077065,0.9997510216163673,0.4997510216163673,-0.07977598574079584,0,0,-2.6069812975038076e-11,-3.2587266218797595e-12,evaluable,1.1427874756135936
REAL,8,6,1.0,0.5,500,4,6,7.679313110429462e+19,0.2912286235089094,1.0,0.5,0.3110811605796311,0,1,-81920.0,-10240.0,evaluable,1.2096330396895782
REAL,8,7,1.0,0.5,500,3,3,18581279750408.41,0.8250619236435958,0.9999999999334392,0.49999999993343924,0.15080612779974578,0,1,0.0,0.0,evaluable,1.302763227392126
REAL,8,8,1.0,0.5,500,2,1,5450.448165268671,0.958851296523877,0.9970548696327699,0.4970548696327699,0.001063329541446082,0,0,9.094947017729282e-13,1.1368683772161603e-13,evaluable,1.249960011124435
REAL,8,9,1.0,0.5,500,2,1,84918.35348573716,0.9588511984808165,0.9996644185044653,0.4996644185044653,-0.19134331505991697,0,0,-1.3628209671878722e-11,-1.7035262089848402e-12,evaluable,1.0001066689787772
REAL,8,10,1.0,0.5,500,4,6,739631177830.6866,1.119610567465627,0.7984034136000341,0.2984034136000341,0.04195256717669672,0,0,-0.0001220703125,-1.52587890625e-05,evaluable,1.064537884809334
REAL,8,11,1.0,0.5,500,3,3,90844504755.69745,0.8250619357943929,0.99999999990439,0.49999999990439004,-0.22094238264551896,0,0,3.0517578125e-05,3.814697265625e-06,evaluable,1.015504620478705
REAL,8,12,1.0,0.5,500,3,3,2122131474831.5632,0.4257292998707882,0.9999999999958386,0.49999999999583855,0.22905038748180342,0,1,-0.0009765625,-0.0001220703125,evaluable,1.2542005842700712
REAL,8,13,1.0,0.5,500,6,15,4.117631198128004e+32,0.35870561127022627,1.0,0.5,0.6093737264589265,0,1,-2.5220157913274778e+17,-3.152519739159347e+16,evaluable,1.2538908480132862
