rule_id,seed,clase,nivel,a_pico,carpeta,N,masa_particula,masa_total,n_aristas,grado_medio,grafo_sha256,radio_burbuja,sep_media,n_centros,pico_original,pico_logrado,pico_razon,cv_original,cv_logrado,fof030_original,fof030_logrado,fof030_razon,n_grupos_fof,n_particulas_movidas,frac_movidas,desp_max,desp_medio_movidas,caja_x,caja_y,caja_z,lado_original,ic_ida_vuelta_ok,ic_md5_igual_al_original,frac_masa_historica,kappa_v_historica,ic_original
A2-B0-C2-r39,375612,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r39_s375612_f802_L4,2000,9.4,18800.0,4083,4.083,6b73fc02f4e6f5a1661503ea7fc8bb17a6ee9475142da14406cdc21dc19fee2a,7.745959299993383,7.745959299993383,30,8.341468000805753,18.419552811410707,2.2081907896345645,4.576282896001966,4.847379192523773,0.5304999999999996,0.5319999999999995,1.0028275212064088,52,627,0.3135,1.1085052536794968,0.6259901036860648,97.5929717369062,97.59287561375479,97.59275626935113,97.5929717369062,True,False,0.0785,0.4722222222222217,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r39_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r12,572993,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L0,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,7.496643066283309,0.8527780609520388,4.2477559136763485,3.8334622936347214,0.6650000000000017,0.6660000000000019,1.0015037593984966,13,734,0.367,0.7759520954484473,0.4233530109784508,97.76036939094888,97.79204115078194,97.69528341145657,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r12,572993,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L1,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,8.79084888501245,1.0,4.2477559136763485,4.2477559136763485,0.6650000000000017,0.6650000000000017,1.0,15,734,0.367,0.0,0.0,97.59266663809626,97.59293430631944,97.59290031175351,97.59293430631944,True,True,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r12,572993,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L2,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,12.215620085810539,1.3895836733852853,4.2477559136763485,4.3976933167273256,0.6650000000000017,0.6630000000000009,0.9969924812030063,18,734,0.367,0.4434011973991026,0.24191600627340068,97.5926125443318,97.59290547494295,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r12,572993,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L3,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,17.273541975738286,1.9649458433062148,4.2477559136763485,4.487734133725363,0.6650000000000017,0.6640000000000001,0.9984962406015014,20,734,0.367,0.7759520954484473,0.42335301097845085,97.5926125443318,97.59288385141059,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r12,572993,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r12_s572993_f802_L4,2000,9.4,18800.0,3340,3.34,ebe9492f3c1dbb71694d689dd18d5406259126da3b10f7e304de97ffcb493176,7.745956329125743,7.745956329125743,30,8.79084888501245,24.22471260869923,2.7556738746812077,4.2477559136763485,4.5739931472624145,0.6650000000000017,0.6619999999999998,0.9954887218045084,25,734,0.367,1.108502993497778,0.6047900156835013,97.5926125443318,97.59286222787824,97.59287368136413,97.59293430631944,True,False,0.1005,0.5384615384615384,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r12_III/cosmogenesis_ic.txt
A2-B0-C2-batch3-r143,485700,I,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L0,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,8.786331749178064,0.8719447278037101,4.169620382486741,3.7413007328452164,0.6530000000000007,0.6530000000000014,1.000000000000001,13,734,0.367,0.7759567025962294,0.4297863497049475,97.69058560766125,97.67315620894092,97.85277957452863,97.59299607745005,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt
A2-B0-C2-batch3-r143,485700,I,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L1,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,10.076707237291789,1.0,4.169620382486741,4.169620382486741,0.6530000000000007,0.6530000000000007,1.0,15,734,0.367,0.0,0.0,97.59288618426403,97.59295596764349,97.59299607745005,97.59299607745005,True,True,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt
A2-B0-C2-batch3-r143,485700,I,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L2,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,14.488936869090166,1.4378642276585785,4.169620382486741,4.322266910844719,0.6530000000000007,0.6520000000000014,0.998468606431854,17,734,0.367,0.44340383005498724,0.24559219983139866,97.59288618426403,97.59283628965204,97.59296455556915,97.59299607745005,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt
A2-B0-C2-batch3-r143,485700,I,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L3,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,19.398306445748485,1.9250640103901604,4.169620382486741,4.4086161581159535,0.6530000000000007,0.6535000000000012,1.0007656967840743,19,734,0.367,0.7759567025962294,0.4297863497049475,97.59288618426403,97.59283628965204,97.59296455556915,97.59299607745005,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt
A2-B0-C2-batch3-r143,485700,I,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r143_s485700_f802_L4,2000,9.4,18800.0,3349,3.349,3833a428c2429a2e7da8973b3ce5927f300797009c1415cd87bd31f18e9dcef4,7.74596123190363,7.74596123190363,30,10.076707237291789,28.150739752611646,2.7936446985808656,4.169620382486741,4.4858749531675155,0.6530000000000007,0.6534999999999999,1.0007656967840721,25,734,0.367,1.1085095751374714,0.6139804995784967,97.59288618426403,97.59283628965204,97.59296455556915,97.59299607745005,True,False,0.1,0.393518518518518,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r143_I/cosmogenesis_ic.txt
A2-B0-C2-batch4-r1,571926,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L0,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.434951698847781,8.50576372570313,0.7438390602524534,4.199267573673695,3.7703093774884278,0.6810000000000032,0.6804999999999961,0.9992657856093876,4,764,0.382,0.7759581462642987,0.42898907443228307,97.73289119562972,97.85713167329675,97.74221787808473,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r1,571926,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L1,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.434951698847781,11.434951698847781,1.0,4.199267573673695,4.199267573673695,0.6810000000000032,0.6810000000000032,1.0,6,764,0.382,0.0,0.0,97.59296657182666,97.59301881356224,97.59299426521879,97.59301881356224,True,True,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r1,571926,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L2,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.434951698847781,17.04912096693145,1.4909657177344589,4.199267573673695,4.359026296682736,0.6810000000000032,0.6820000000000025,1.0014684287812032,8,764,0.382,0.4434046550081728,0.2451366139613047,97.59294982913589,97.59289671410096,97.59293184121663,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r1,571926,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L3,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.434951698847781,22.726360092506315,1.9874469688224645,4.199267573673695,4.458821280153868,0.6810000000000032,0.6815000000000017,1.0007342143906,13,764,0.382,0.7759581462642987,0.42898907443228307,97.59294982913589,97.59289671410096,97.59293184121663,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt
A2-B0-C2-batch4-r1,571926,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch4-r1_s571926_f802_L4,2000,9.4,18800.0,3224,3.224,33a5ab60a38437e1e9b852e0be2ab0df3eed79f447d8d8023834524ebe8cbf3f,7.74596303647005,7.74596303647005,30,11.434951698847781,34.564231461461716,3.0226827687382807,4.199267573673695,4.5467295297800465,0.6810000000000032,0.6815000000000015,1.0007342143905997,15,764,0.382,1.108511637520425,0.6128415349032617,97.59294982913589,97.59289671410096,97.59293184121663,97.59301881356224,True,False,0.1075,0.6307692307692309,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch4-r1_III/cosmogenesis_ic.txt
A2-B0-C2-r1,271926,I,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r1_s271926_f802_L0,2000,9.4,18800.0,4078,4.078,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,7.745964062689553,7.745964062689553,30,12.25778896617674,10.997616334006326,0.8971941321842264,4.68452326728292,4.43082134120958,0.5259999999999995,0.5254999999999995,0.9990494296577948,48,638,0.319,0.7759569898477617,0.42927634331547065,97.81900371461826,97.77832097900145,97.85208760651301,97.59303174311778,True,False,0.087,0.4137931034482758,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt
A2-B0-C2-r1,271926,I,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r1_s271926_f802_L1,2000,9.4,18800.0,4078,4.078,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,7.745964062689553,7.745964062689553,30,12.25778896617674,12.25778896617674,1.0,4.68452326728292,4.68452326728292,0.5259999999999995,0.5259999999999995,1.0,48,638,0.319,0.0,0.0,97.59296751829405,97.5928121295328,97.59303174311778,97.59303174311778,True,True,0.087,0.4137931034482758,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt
A2-B0-C2-r1,271926,I,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r1_s271926_f802_L2,2000,9.4,18800.0,4078,4.078,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,7.745964062689553,7.745964062689553,30,12.25778896617674,15.462270485409896,1.2614241057726945,4.68452326728292,4.775359275277144,0.5259999999999995,0.5224999999999995,0.9933460076045628,50,638,0.319,0.44340399419871684,0.24530076760884031,97.59296751829405,97.59258107234035,97.59303174311778,97.59303174311778,True,False,0.087,0.4137931034482758,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt
A2-B0-C2-r1,271926,I,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r1_s271926_f802_L3,2000,9.4,18800.0,4078,4.078,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,7.745964062689553,7.745964062689553,30,12.25778896617674,20.715870528004853,1.6900169015119066,4.68452326728292,4.834596344176554,0.5259999999999995,0.5234999999999995,0.9952471482889734,51,638,0.319,0.7759569898477617,0.42927634331547065,97.59296751829405,97.59258107234035,97.59303174311778,97.59303174311778,True,False,0.087,0.4137931034482758,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt
A2-B0-C2-r1,271926,I,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r1_s271926_f802_L4,2000,9.4,18800.0,4078,4.078,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,7.745964062689553,7.745964062689553,30,12.25778896617674,27.534916947082046,2.24632003561653,4.68452326728292,4.895165682346221,0.5259999999999995,0.5229999999999995,0.9942965779467681,52,638,0.319,1.1085099854968063,0.613251919022101,97.59296751829405,97.59258107234035,97.59303174311778,97.59303174311778,True,False,0.087,0.4137931034482758,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I/cosmogenesis_ic.txt
A2-B0-C2-batch3-r111,482596,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r111_s482596_f802_L0,2000,9.4,18800.0,3017,3.017,faa91e489b4316d13d764781df522023162827a4c6a1e9648f171f2b15254ec0,7.745955402573984,7.745955402573984,30,14.903601369411886,10.076387336904382,0.6761041903324879,4.156079491344683,3.7210829749511527,0.6955000000000021,0.6969999999999977,1.0021567217828837,10,797,0.3985,0.7759551764263452,0.431596201519968,97.84242725108844,97.7041715805668,97.79376786689546,97.59292263249878,True,False,0.122,0.838235294117647,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r111_III/cosmogenesis_ic.txt
A2-B0-C2-batch3-r111,482596,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r111_s482596_f802_L1,2000,9.4,18800.0,3017,3.017,faa91e489b4316d13d764781df522023162827a4c6a1e9648f171f2b15254ec0,7.745955402573984,7.745955402573984,30,14.903601369411886,14.903601369411886,1.0,4.156079491344683,4.156079491344683,0.6955000000000021,0.6955000000000021,1.0,12,797,0.3985,0.0,0.0,97.59281281279759,97.59273728147792,97.59292263249878,97.59292263249878,True,True,0.122,0.838235294117647,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r111_III/cosmogenesis_ic.txt
A2-B0-C2-batch3-r111,482596,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r111_s482596_f802_L2,2000,9.4,18800.0,3017,3.017,faa91e489b4316d13d764781df522023162827a4c6a1e9648f171f2b15254ec0,7.745955402573984,7.745955402573984,30,14.903601369411886,22.466715301560804,1.5074688824991946,4.156079491344683,4.3107439312382985,0.6955000000000021,0.6960000000000013,1.0007189072609621,14,797,0.3985,0.4434029579579105,0.24662640086855314,97.5927882638175,97.59268686259293,97.59289702650574,97.59292263249878,True,False,0.122,0.838235294117647,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r111_III/cosmogenesis_ic.txt
A2-B0-C2-batch3-r111,482596,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r111_s482596_f802_L3,2000,9.4,18800.0,3017,3.017,faa91e489b4316d13d764781df522023162827a4c6a1e9648f171f2b15254ec0,7.745955402573984,7.745955402573984,30,14.903601369411886,30.86526025201875,2.0709934120598885,4.156079491344683,4.4149558485208305,0.6955000000000021,0.6965000000000011,1.0014378145219252,17,797,0.3985,0.7759551764263452,0.43159620151996797,97.5927882638175,97.59268686259293,97.59287782201096,97.59292263249878,True,False,0.122,0.838235294117647,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r111_III/cosmogenesis_ic.txt
A2-B0-C2-batch3-r111,482596,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-batch3-r111_s482596_f802_L4,2000,9.4,18800.0,3017,3.017,faa91e489b4316d13d764781df522023162827a4c6a1e9648f171f2b15254ec0,7.745955402573984,7.745955402573984,30,14.903601369411886,45.802165163804744,3.0732280090239796,4.156079491344683,4.516737975938653,0.6955000000000021,0.6965000000000005,1.0014378145219243,20,797,0.3985,1.10850739489478,0.616566002171383,97.5927882638175,97.59268686259293,97.59285861751619,97.59292263249878,True,False,0.122,0.838235294117647,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v4/A2-B0-C2-batch3-r111_III/cosmogenesis_ic.txt
A2-B0-C2-r17,273478,III,L0,-0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r17_s273478_f802_L0,2000,9.4,18800.0,3165,3.165,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,7.745965411722877,7.745965411722877,30,18.34790695991243,12.793226642034274,0.6972580943420771,4.193278924879399,3.7718279617128396,0.6615000000000013,0.6630000000000018,1.002267573696146,17,785,0.3925,0.7759575348171239,0.43359299483100777,97.73693435874785,97.7437764567215,97.76932492228623,97.5930487398726,True,False,0.121,0.7971014492753623,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt
A2-B0-C2-r17,273478,III,L1,0.0,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r17_s273478_f802_L1,2000,9.4,18800.0,3165,3.165,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,7.745965411722877,7.745965411722877,30,18.34790695991243,18.34790695991243,1.0,4.193278924879399,4.193278924879399,0.6615000000000013,0.6615000000000013,1.0,18,785,0.3925,0.0,0.0,97.59296034536496,97.59297769901566,97.5930487398726,97.5930487398726,True,True,0.121,0.7971014492753623,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt
A2-B0-C2-r17,273478,III,L2,0.2,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r17_s273478_f802_L2,2000,9.4,18800.0,3165,3.165,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,7.745965411722877,7.745965411722877,30,18.34790695991243,28.924265035603145,1.576434036797688,4.193278924879399,4.340756978923569,0.6615000000000013,0.6620000000000013,1.000755857898715,21,785,0.3925,0.44340430560978716,0.2477674256177186,97.59284884275223,97.59280222148608,97.5930487398726,97.5930487398726,True,False,0.121,0.7971014492753623,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt
A2-B0-C2-r17,273478,III,L3,0.35,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r17_s273478_f802_L3,2000,9.4,18800.0,3165,3.165,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,7.745965411722877,7.745965411722877,30,18.34790695991243,40.79434938424628,2.22337891037796,4.193278924879399,4.435804062660671,0.6615000000000013,0.6605000000000006,0.998488284202569,24,785,0.3925,0.7759575348171239,0.4335929948310078,97.59284884275223,97.59280222148608,97.5930487398726,97.5930487398726,True,False,0.121,0.7971014492753623,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt
A2-B0-C2-r17,273478,III,L4,0.5,/Users/alexis/phantom_cs073/bateria_fase8_f802_pico/A2-B0-C2-r17_s273478_f802_L4,2000,9.4,18800.0,3165,3.165,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,7.745965411722877,7.745965411722877,30,18.34790695991243,62.004471192075904,3.379375714491406,4.193278924879399,4.535147019009978,0.6615000000000013,0.6585000000000006,0.9954648526077088,27,785,0.3925,1.108510764024475,0.619418564044297,97.59284884275223,97.59280222148608,97.5930487398726,97.5930487398726,True,False,0.121,0.7971014492753623,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III/cosmogenesis_ic.txt
