patch,seed,N,arm,regla,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
2,4141,2500,subconjunto,nematico,5.099,0.046,0,7.982,0,0.926,0.916,3,16
4,8269,2500,completo,nematico,5.14,0.032,1,5.084,1,0.805,0.906,4,17
4,8269,2500,null_tipos,nematico,5.434,0.036,1,5.462,1,0.796,0.908,4,17
4,8269,2500,null_marco,nematico,5.011,0.045,0,7.987,0,1.049,0.904,3,17
4,8269,2500,null_mediado,nematico,5.498,0.048,2,5.445,1,0.845,0.912,3,17
4,8269,2500,subconjunto,nematico,5.268,0.042,0,7.981,0,0.937,0.911,1,16
6,12397,2500,completo,nematico,5.313,0.044,1,4.969,1,1.007,0.908,4,17
6,12397,2500,null_tipos,nematico,5.325,0.048,1,5.334,1,0.853,0.911,4,17
6,12397,2500,null_marco,nematico,5.086,0.044,0,7.983,0,0.985,0.919,4,17
6,12397,2500,null_mediado,nematico,5.311,0.046,1,5.526,1,0.952,0.906,4,17
6,12397,2500,subconjunto,nematico,5.221,0.05,0,7.971,0,0.968,0.911,4,16
7,14461,2500,completo,nematico,5.199,0.048,1,4.95,1,0.908,0.916,4,17
7,14461,2500,null_tipos,nematico,5.193,0.048,1,4.557,1,0.861,0.912,4,17
7,14461,2500,null_marco,nematico,4.605,0.044,0,7.979,0,1.017,0.909,4,17
7,14461,2500,null_mediado,nematico,5.376,0.044,3,4.921,1,0.837,0.91,4,17
7,14461,2500,subconjunto,nematico,5.719,0.044,0,7.972,0,0.997,0.92,4,16
8,16525,2500,completo,nematico,5.354,0.041,2,5.228,1,0.953,0.907,4,17
8,16525,2500,null_tipos,nematico,4.315,0.049,1,5.339,1,0.88,0.916,4,17
8,16525,2500,null_marco,nematico,5.443,0.047,0,7.973,0,0.893,0.912,3,17
8,16525,2500,null_mediado,nematico,5.299,0.034,1,5.499,1,0.927,0.91,5,17
8,16525,2500,subconjunto,nematico,5.119,0.045,0,7.979,0,0.908,0.916,4,16
9,18589,2500,completo,nematico,5.495,0.043,2,4.425,1,0.842,0.914,4,17
9,18589,2500,null_tipos,nematico,5.47,0.047,2,4.311,1,0.938,0.908,4,17
9,18589,2500,null_marco,nematico,5.278,0.047,0,7.981,0,1.014,0.908,3,17
9,18589,2500,null_mediado,nematico,5.493,0.051,1,5.275,1,0.934,0.906,3,17
9,18589,2500,subconjunto,nematico,5.289,0.036,0,7.978,0,0.902,0.908,4,16
10,20653,2500,completo,nematico,5.426,0.047,1,5.078,1,1.077,0.902,3,17
10,20653,2500,null_tipos,nematico,5.371,0.052,1,5.133,1,1.013,0.91,4,17
10,20653,2500,null_marco,nematico,5.426,0.044,0,7.983,0,0.974,0.905,4,17
10,20653,2500,null_mediado,nematico,5.4,0.046,1,6.028,1,0.943,0.922,4,17
10,20653,2500,subconjunto,nematico,5.478,0.041,0,7.964,0,0.909,0.921,4,16
11,22717,2500,completo,nematico,5.418,0.046,1,4.384,1,0.993,0.916,4,17
11,22717,2500,null_tipos,nematico,5.253,0.051,1,4.671,1,1.026,0.902,4,17
11,22717,2500,null_marco,nematico,5.355,0.049,0,7.976,0,1.034,0.916,4,17
11,22717,2500,null_mediado,nematico,5.051,0.05,1,4.759,1,0.821,0.902,4,17
11,22717,2500,subconjunto,nematico,5.178,0.046,0,7.983,0,1.049,0.909,4,16
13,26845,2500,completo,nematico,5.046,0.048,1,4.639,1,1.015,0.901,4,17
13,26845,2500,null_tipos,nematico,5.157,0.044,2,5.997,1,1.021,0.918,4,16
13,26845,2500,null_marco,nematico,5.296,0.046,0,7.973,0,1.018,0.919,4,17
13,26845,2500,null_mediado,nematico,5.288,0.048,1,5.036,1,0.888,0.916,4,17
13,26845,2500,subconjunto,nematico,5.365,0.043,0,7.985,0,1.073,0.913,4,16
12,24781,2500,completo,nematico,5.33,0.049,1,4.412,1,1.024,0.907,4,17
12,24781,2500,null_tipos,nematico,5.327,0.046,1,5.146,1,0.981,0.918,4,17
12,24781,2500,null_marco,nematico,5.177,0.045,0,7.978,0,1.02,0.907,4,17
12,24781,2500,null_mediado,nematico,5.397,0.044,1,4.863,1,0.834,0.902,4,17
12,24781,2500,subconjunto,nematico,5.103,0.039,0,7.982,0,1.092,0.906,4,16
16,33037,2500,completo,nematico,5.085,0.044,1,4.644,1,0.734,0.898,4,17
16,33037,2500,null_tipos,nematico,5.268,0.044,2,5.512,1,0.986,0.914,4,16
16,33037,2500,null_marco,nematico,5.471,0.046,0,7.974,0,0.873,0.914,3,17
16,33037,2500,null_mediado,nematico,5.444,0.044,1,5.54,1,0.99,0.917,4,17
16,33037,2500,subconjunto,nematico,5.229,0.04,0,7.983,0,1.103,0.91,4,16
14,28909,2500,completo,nematico,5.157,0.048,1,4.353,1,1.037,0.91,4,17
14,28909,2500,null_tipos,nematico,5.446,0.037,2,4.553,1,1.107,0.913,3,17
14,28909,2500,null_marco,nematico,5.282,0.048,0,7.974,0,0.921,0.903,4,17
14,28909,2500,null_mediado,nematico,5.18,0.049,1,5.928,1,0.98,0.916,4,17
14,28909,2500,subconjunto,nematico,5.557,0.05,0,7.98,0,1.052,0.905,4,16
15,30973,2500,completo,nematico,5.419,0.047,1,2.947,1,0.701,0.91,4,17
15,30973,2500,null_tipos,nematico,5.372,0.047,3,5.175,1,0.864,0.908,3,17
15,30973,2500,null_marco,nematico,5.418,0.047,0,7.977,0,0.926,0.911,4,17
15,30973,2500,null_mediado,nematico,5.42,0.042,1,4.696,1,0.952,0.92,4,16
15,30973,2500,subconjunto,nematico,4.671,0.045,0,7.967,0,0.994,0.915,4,16
17,35101,2500,completo,nematico,5.347,0.039,2,5.14,1,0.959,0.915,4,17
17,35101,2500,null_tipos,nematico,5.531,0.044,1,4.662,1,0.946,0.913,4,17
17,35101,2500,null_marco,nematico,5.297,0.048,0,7.98,0,1.062,0.907,4,17
17,35101,2500,null_mediado,nematico,5.338,0.045,1,5.447,1,0.941,0.908,4,17
17,35101,2500,subconjunto,nematico,5.149,0.038,0,7.981,0,0.971,0.924,5,16
19,39229,2500,completo,nematico,5.108,0.044,1,5.039,1,0.986,0.916,4,17
19,39229,2500,null_tipos,nematico,5.333,0.049,1,4.308,1,0.903,0.911,4,17
19,39229,2500,null_marco,nematico,5.056,0.05,0,7.979,0,1.014,0.917,4,17
19,39229,2500,null_mediado,nematico,5.509,0.04,2,5.49,1,0.764,0.917,3,17
19,39229,2500,subconjunto,nematico,5.319,0.045,0,7.981,0,1.048,0.915,4,16
18,37165,2500,completo,nematico,5.487,0.046,2,5.347,1,0.936,0.905,4,17
18,37165,2500,null_tipos,nematico,5.35,0.035,1,5.772,1,0.946,0.918,5,17
18,37165,2500,null_marco,nematico,4.961,0.044,0,7.973,0,0.922,0.908,4,17
18,37165,2500,null_mediado,nematico,5.855,0.037,1,5.021,1,0.805,0.908,3,17
18,37165,2500,subconjunto,nematico,5.511,0.043,0,7.981,0,1.098,0.916,4,16
20,41293,2500,completo,nematico,5.364,0.044,1,4.652,1,0.737,0.909,3,17
20,41293,2500,null_tipos,nematico,5.349,0.043,1,4.696,1,0.915,0.901,4,17
20,41293,2500,null_marco,nematico,5.29,0.045,0,7.97,0,0.834,0.922,3,17
20,41293,2500,null_mediado,nematico,5.219,0.049,1,5.396,1,0.872,0.908,4,17
20,41293,2500,subconjunto,nematico,5.297,0.046,0,7.961,0,0.981,0.92,4,16
21,43357,2500,completo,nematico,4.626,0.045,2,5.509,1,0.831,0.917,4,17
21,43357,2500,null_tipos,nematico,5.317,0.043,2,5.895,1,0.987,0.911,3,17
21,43357,2500,null_marco,nematico,5.33,0.04,0,7.979,0,0.874,0.899,4,17
21,43357,2500,null_mediado,nematico,5.219,0.042,1,5.291,1,0.919,0.893,4,17
21,43357,2500,subconjunto,nematico,5.292,0.035,0,7.98,0,0.832,0.913,4,16
23,47485,2500,completo,nematico,5.11,0.051,1,5.657,1,1.047,0.91,4,17
23,47485,2500,null_tipos,nematico,5.468,0.047,1,5.039,1,0.961,0.916,4,17
23,47485,2500,null_marco,nematico,5.1,0.046,0,7.979,0,1.002,0.908,4,17
23,47485,2500,null_mediado,nematico,5.073,0.044,1,5.2,1,1.035,0.906,4,17
23,47485,2500,subconjunto,nematico,5.443,0.045,0,7.975,0,0.974,0.913,4,16
22,45421,2500,completo,nematico,5.197,0.044,1,5.37,1,0.894,0.914,3,17
22,45421,2500,null_tipos,nematico,5.509,0.049,1,4.663,1,0.777,0.916,4,17
22,45421,2500,null_marco,nematico,5.183,0.043,0,7.973,0,0.957,0.912,4,17
22,45421,2500,null_mediado,nematico,5.213,0.049,1,5.805,1,0.972,0.909,4,17
22,45421,2500,subconjunto,nematico,5.087,0.051,0,7.974,0,0.988,0.921,4,16
24,49549,2500,completo,nematico,5.152,0.042,1,4.791,1,0.849,0.907,4,17
24,49549,2500,null_tipos,nematico,5.248,0.049,1,5.013,1,0.963,0.92,4,17
24,49549,2500,null_marco,nematico,5.447,0.045,0,7.979,0,0.965,0.914,4,17
24,49549,2500,null_mediado,nematico,5.099,0.046,1,4.918,1,1.01,0.913,4,17
24,49549,2500,subconjunto,nematico,4.987,0.047,0,7.978,0,1.189,0.92,4,16
25,51613,2500,completo,nematico,5.375,0.043,1,5.27,1,1.106,0.91,4,17
25,51613,2500,null_tipos,nematico,5.163,0.043,1,3.541,1,1.082,0.916,4,17
25,51613,2500,null_marco,nematico,5.151,0.048,0,7.973,0,1.057,0.92,4,17
25,51613,2500,null_mediado,nematico,5.373,0.044,4,6.329,1,0.896,0.91,4,17
25,51613,2500,subconjunto,nematico,5.342,0.051,0,7.971,0,0.986,0.91,4,16
26,53677,2500,completo,nematico,5.368,0.042,1,4.14,1,0.702,0.906,3,17
26,53677,2500,null_tipos,nematico,5.57,0.046,1,4.276,1,0.921,0.904,4,17
26,53677,2500,null_marco,nematico,5.257,0.047,0,7.979,0,0.992,0.906,4,17
26,53677,2500,null_mediado,nematico,5.103,0.049,1,4.442,1,0.845,0.903,4,17
26,53677,2500,subconjunto,nematico,5.41,0.042,0,7.987,0,1.09,0.92,4,16
27,55741,2500,completo,nematico,4.142,0.045,1,4.391,1,0.93,0.908,5,17
27,55741,2500,null_tipos,nematico,5.39,0.045,2,5.394,1,0.825,0.912,4,17
27,55741,2500,null_marco,nematico,4.456,0.047,0,7.976,0,0.93,0.908,4,17
27,55741,2500,null_mediado,nematico,5.121,0.045,1,4.449,1,1.034,0.914,4,17
27,55741,2500,subconjunto,nematico,5.249,0.05,0,7.973,0,0.931,0.913,3,16
28,57805,2500,completo,nematico,5.089,0.045,1,4.465,1,0.956,0.926,4,17
28,57805,2500,null_tipos,nematico,5.194,0.042,1,3.835,1,0.891,0.91,4,17
28,57805,2500,null_marco,nematico,5.145,0.049,0,7.977,0,1.076,0.914,4,17
28,57805,2500,null_mediado,nematico,5.402,0.045,2,5.478,1,0.77,0.922,3,17
28,57805,2500,subconjunto,nematico,5.261,0.049,0,7.976,0,1.014,0.906,4,16
29,59869,2500,completo,nematico,4.742,0.048,1,4.16,1,0.862,0.919,4,17
29,59869,2500,null_tipos,nematico,5.275,0.048,1,4.808,1,0.858,0.91,4,17
29,59869,2500,null_marco,nematico,5.491,0.046,0,7.972,0,1.047,0.907,4,17
29,59869,2500,null_mediado,nematico,5.393,0.038,2,4.214,1,0.848,0.905,4,17
29,59869,2500,subconjunto,nematico,5.482,0.04,0,7.987,0,1.129,0.92,4,16
30,61933,2500,completo,nematico,5.113,0.043,3,5.922,1,0.934,0.912,3,17
30,61933,2500,null_tipos,nematico,5.488,0.042,1,4.117,1,0.945,0.913,3,17
30,61933,2500,null_marco,nematico,5.281,0.045,0,7.973,0,1.107,0.914,4,17
30,61933,2500,null_mediado,nematico,5.468,0.043,2,5.037,1,0.85,0.914,4,17
30,61933,2500,subconjunto,nematico,5.449,0.046,0,7.981,0,0.943,0.922,3,16
32,66061,2500,completo,nematico,5.156,0.048,1,4.502,1,0.943,0.916,4,17
32,66061,2500,null_tipos,nematico,5.471,0.04,2,4.789,1,0.841,0.907,4,17
32,66061,2500,null_marco,nematico,5.459,0.046,0,7.976,0,1.031,0.912,4,17
32,66061,2500,null_mediado,nematico,5.38,0.044,1,5.09,1,0.903,0.912,4,17
32,66061,2500,subconjunto,nematico,4.962,0.049,0,7.984,0,1.106,0.911,4,16
31,63997,2500,completo,nematico,5.609,0.047,2,5.143,1,0.83,0.916,4,17
31,63997,2500,null_tipos,nematico,5.357,0.043,1,4.778,1,0.812,0.916,3,17
31,63997,2500,null_marco,nematico,5.358,0.048,0,7.98,0,1.054,0.91,4,17
31,63997,2500,null_mediado,nematico,5.587,0.038,1,4.561,1,0.797,0.912,3,17
31,63997,2500,subconjunto,nematico,5.238,0.05,0,7.977,0,1.04,0.911,4,16
34,70189,2500,completo,nematico,5.097,0.046,1,5.125,1,0.896,0.917,4,17
34,70189,2500,null_tipos,nematico,5.185,0.043,1,5.162,1,1.039,0.905,4,17
34,70189,2500,null_marco,nematico,5.347,0.052,0,7.981,0,0.93,0.916,4,17
34,70189,2500,null_mediado,nematico,5.455,0.048,2,4.643,1,0.878,0.918,4,17
34,70189,2500,subconjunto,nematico,5.386,0.038,0,7.976,0,0.952,0.917,4,16
33,68125,2500,completo,nematico,5.422,0.043,1,5.563,1,0.912,0.906,3,17
33,68125,2500,null_tipos,nematico,5.455,0.046,1,4.315,1,0.899,0.906,4,17
33,68125,2500,null_marco,nematico,nan,0.041,0,7.98,0,0.835,0.909,4,17
33,68125,2500,null_mediado,nematico,5.036,0.047,1,5.5,1,0.822,0.911,4,17
33,68125,2500,subconjunto,nematico,5.049,0.038,0,7.975,0,0.914,0.923,5,16
35,72253,2500,completo,nematico,5.276,0.04,1,4.679,1,0.807,0.91,4,17
35,72253,2500,null_tipos,nematico,5.062,0.049,2,5.33,1,1.037,0.902,4,17
35,72253,2500,null_marco,nematico,5.475,0.044,0,7.979,0,0.861,0.92,4,17
35,72253,2500,null_mediado,nematico,5.258,0.05,2,4.643,1,0.81,0.906,4,17
35,72253,2500,subconjunto,nematico,4.914,0.047,0,7.982,0,1.079,0.904,4,16
38,78445,2500,completo,nematico,5.599,0.047,2,4.73,1,0.848,0.911,3,17
38,78445,2500,null_tipos,nematico,5.239,0.046,1,5.594,1,0.868,0.917,4,16
38,78445,2500,null_marco,nematico,5.246,0.049,0,7.978,0,0.986,0.914,4,17
38,78445,2500,null_mediado,nematico,5.127,0.042,1,5.311,1,0.911,0.913,4,17
38,78445,2500,subconjunto,nematico,5.271,0.045,0,7.975,0,0.903,0.915,4,16
37,76381,2500,completo,nematico,5.131,0.05,1,4.873,1,0.964,0.914,4,17
37,76381,2500,null_tipos,nematico,5.282,0.049,1,5.234,1,0.942,0.913,4,17
37,76381,2500,null_marco,nematico,5.461,0.047,0,7.979,0,0.976,0.915,5,17
37,76381,2500,null_mediado,nematico,5.367,0.043,1,4.617,1,0.883,0.91,4,17
37,76381,2500,subconjunto,nematico,5.23,0.039,0,7.973,0,1.047,0.919,4,16
36,74317,2500,completo,nematico,5.207,0.045,1,4.101,1,1.182,0.914,5,17
36,74317,2500,null_tipos,nematico,5.546,0.05,2,4.3,1,0.753,0.913,4,17
36,74317,2500,null_marco,nematico,5.317,0.05,0,7.977,0,0.981,0.907,4,17
36,74317,2500,null_mediado,nematico,5.199,0.047,1,4.773,1,1.103,0.909,4,17
36,74317,2500,subconjunto,nematico,5.455,0.038,0,7.973,0,1.061,0.916,5,16
39,80509,2500,completo,nematico,5.004,0.05,1,4.001,1,0.959,0.912,4,17
39,80509,2500,null_tipos,nematico,4.733,0.048,1,4.84,1,0.93,0.905,4,17
39,80509,2500,null_marco,nematico,5.424,0.042,0,7.984,0,1.062,0.916,4,17
39,80509,2500,null_mediado,nematico,5.502,0.046,1,5.222,1,0.892,0.919,3,17
39,80509,2500,subconjunto,nematico,4.95,0.041,0,7.982,0,0.966,0.913,4,16
40,82573,2500,completo,nematico,5.616,0.049,1,5.132,1,0.766,0.916,3,17
40,82573,2500,null_tipos,nematico,5.544,0.046,1,4.513,1,0.923,0.91,4,17
40,82573,2500,null_marco,nematico,5.529,0.045,0,7.972,0,0.814,0.918,4,17
40,82573,2500,null_mediado,nematico,4.858,0.042,1,5.154,1,1.026,0.912,4,17
40,82573,2500,subconjunto,nematico,5.466,0.029,0,7.983,0,0.97,0.916,4,16
41,84637,2500,completo,nematico,5.243,0.042,1,4.832,1,0.895,0.908,3,17
41,84637,2500,null_tipos,nematico,5.054,0.043,1,5.038,1,1.011,0.912,4,17
41,84637,2500,null_marco,nematico,5.517,0.049,0,7.979,0,0.966,0.902,3,17
41,84637,2500,null_mediado,nematico,5.303,0.051,1,4.405,1,0.75,0.909,4,17
41,84637,2500,subconjunto,nematico,5.257,0.043,0,7.983,0,1.112,0.911,3,16
43,88765,2500,completo,nematico,5.283,0.045,1,4.884,1,0.971,0.91,4,17
43,88765,2500,null_tipos,nematico,5.439,0.047,1,4.065,1,0.91,0.908,4,17
43,88765,2500,null_marco,nematico,5.164,0.038,0,7.98,0,1.006,0.916,4,17
43,88765,2500,null_mediado,nematico,5.459,0.05,1,3.618,1,0.999,0.908,3,17
43,88765,2500,subconjunto,nematico,5.24,0.045,0,7.961,0,0.991,0.916,4,16
42,86701,2500,completo,nematico,4.279,0.048,2,4.448,1,0.752,0.911,4,17
42,86701,2500,null_tipos,nematico,5.266,0.048,1,3.646,1,0.858,0.916,4,17
42,86701,2500,null_marco,nematico,5.064,0.049,0,7.974,0,0.99,0.907,4,17
42,86701,2500,null_mediado,nematico,5.309,0.046,1,5.129,1,0.861,0.916,3,17
42,86701,2500,subconjunto,nematico,5.068,0.054,0,7.983,0,0.997,0.92,4,16
44,90829,2500,completo,nematico,4.978,0.049,1,4.68,1,1.039,0.912,4,17
44,90829,2500,null_tipos,nematico,5.386,0.045,1,5.67,1,0.9,0.915,3,17
44,90829,2500,null_marco,nematico,5.47,0.042,0,7.979,0,1.005,0.914,3,17
44,90829,2500,null_mediado,nematico,5.336,0.05,2,4.524,1,0.861,0.916,4,17
44,90829,2500,subconjunto,nematico,5.311,0.044,0,7.975,0,0.968,0.914,4,16
47,97021,2500,completo,nematico,5.213,0.05,3,5.628,1,0.946,0.916,4,17
47,97021,2500,null_tipos,nematico,5.097,0.045,1,6.084,1,0.951,0.918,4,16
47,97021,2500,null_marco,nematico,5.341,0.048,0,7.966,0,0.94,0.911,3,17
47,97021,2500,null_mediado,nematico,5.163,0.044,2,6.474,1,0.939,0.92,4,16
47,97021,2500,subconjunto,nematico,5.182,0.049,0,7.981,0,1.048,0.905,4,16
45,92893,2500,completo,nematico,5.262,0.051,2,5.383,1,1.021,0.907,4,17
45,92893,2500,null_tipos,nematico,5.368,0.049,1,4.745,1,0.939,0.919,3,17
45,92893,2500,null_marco,nematico,5.341,0.047,0,7.981,0,0.931,0.916,3,17
45,92893,2500,null_mediado,nematico,5.025,0.052,1,4.082,1,1.14,0.908,4,17
45,92893,2500,subconjunto,nematico,5.371,0.046,0,7.973,0,1.028,0.914,4,16
46,94957,2500,completo,nematico,5.251,0.046,1,4.954,1,0.861,0.907,3,17
46,94957,2500,null_tipos,nematico,5.675,0.046,1,3.911,1,0.923,0.913,4,17
46,94957,2500,null_marco,nematico,5.332,0.049,0,7.979,0,0.98,0.91,4,17
46,94957,2500,null_mediado,nematico,5.385,0.047,1,4.57,1,1.049,0.906,4,17
46,94957,2500,subconjunto,nematico,5.453,0.043,0,7.977,0,0.939,0.914,3,16
49,101149,2500,completo,nematico,5.178,0.038,1,5.266,1,0.872,0.913,4,16
49,101149,2500,null_tipos,nematico,5.288,0.05,1,4.074,1,0.965,0.91,4,17
49,101149,2500,null_marco,nematico,5.564,0.05,0,7.979,0,0.903,0.92,3,17
49,101149,2500,null_mediado,nematico,5.265,0.046,1,4.904,1,0.911,0.899,4,17
49,101149,2500,subconjunto,nematico,5.355,0.047,0,7.982,0,0.965,0.903,4,16
48,99085,2500,completo,nematico,5.316,0.047,1,5.157,1,0.98,0.914,4,17
48,99085,2500,null_tipos,nematico,4.902,0.048,2,5.029,1,0.859,0.912,4,17
48,99085,2500,null_marco,nematico,5.09,0.049,0,7.984,0,0.913,0.914,4,17
48,99085,2500,null_mediado,nematico,4.949,0.049,1,4.795,1,0.936,0.906,3,17
48,99085,2500,subconjunto,nematico,5.326,0.042,0,7.971,0,0.988,0.908,4,16
50,103213,2500,completo,nematico,5.357,0.044,1,5.457,1,0.871,0.9,4,17
50,103213,2500,null_tipos,nematico,5.446,0.046,1,5.181,1,0.83,0.908,4,17
50,103213,2500,null_marco,nematico,4.698,0.056,0,7.97,0,1.144,0.919,4,17
50,103213,2500,null_mediado,nematico,5.188,0.037,1,5.443,1,0.73,0.919,5,17
50,103213,2500,subconjunto,nematico,5.312,0.045,0,7.986,0,0.948,0.922,4,16
51,105277,2500,completo,nematico,5.346,0.042,1,5.398,1,0.822,0.91,4,17
51,105277,2500,null_tipos,nematico,5.436,0.048,2,5.307,1,0.842,0.91,4,17
51,105277,2500,null_marco,nematico,5.596,0.037,0,7.979,0,0.992,0.924,4,17
51,105277,2500,null_mediado,nematico,5.373,0.045,2,5.014,1,1.043,0.915,3,17
51,105277,2500,subconjunto,nematico,5.368,0.041,0,7.982,0,0.94,0.917,5,16
52,107341,2500,completo,nematico,5.159,0.047,1,5.149,1,0.862,0.914,3,17
52,107341,2500,null_tipos,nematico,4.631,0.047,1,4.091,1,0.978,0.909,4,17
52,107341,2500,null_marco,nematico,5.326,0.043,0,7.98,0,0.917,0.903,4,17
52,107341,2500,null_mediado,nematico,5.457,0.035,1,4.011,1,0.898,0.91,5,17
52,107341,2500,subconjunto,nematico,5.073,0.044,0,7.979,0,0.947,0.922,4,16
53,109405,2500,completo,nematico,5.49,0.043,1,5.735,1,0.915,0.922,4,17
53,109405,2500,null_tipos,nematico,5.522,0.033,1,3.849,1,0.931,0.91,4,17
53,109405,2500,null_marco,nematico,5.224,0.036,0,7.981,0,0.972,0.914,4,16
53,109405,2500,null_mediado,nematico,5.439,0.045,1,5.289,1,0.902,0.913,4,17
53,109405,2500,subconjunto,nematico,5.418,0.035,0,7.974,0,0.855,0.923,4,16
55,113533,2500,completo,nematico,5.209,0.051,1,4.26,1,0.864,0.914,4,17
55,113533,2500,null_tipos,nematico,5.41,0.049,1,3.379,1,0.927,0.91,4,17
55,113533,2500,null_marco,nematico,5.614,0.038,0,7.975,0,0.997,0.918,4,17
55,113533,2500,null_mediado,nematico,4.842,0.05,1,5.296,1,0.948,0.904,3,17
55,113533,2500,subconjunto,nematico,5.149,0.05,0,7.969,0,1.017,0.912,4,16
54,111469,2500,completo,nematico,5.43,0.042,1,4.321,1,0.873,0.912,4,17
54,111469,2500,null_tipos,nematico,5.162,0.052,1,4.028,1,0.721,0.917,4,17
54,111469,2500,null_marco,nematico,5.287,0.045,0,7.983,0,0.917,0.91,4,17
54,111469,2500,null_mediado,nematico,5.366,0.049,1,5.729,1,1.013,0.907,3,17
54,111469,2500,subconjunto,nematico,5.35,0.048,0,7.981,0,1.062,0.913,4,16
56,115597,2500,completo,nematico,5.165,0.047,1,4.887,1,0.884,0.905,4,17
56,115597,2500,null_tipos,nematico,5.337,0.051,2,5.178,1,0.912,0.917,4,17
56,115597,2500,null_marco,nematico,5.199,0.052,0,7.978,0,1.031,0.911,3,17
56,115597,2500,null_mediado,nematico,4.164,0.046,1,5.524,1,0.973,0.912,4,17
56,115597,2500,subconjunto,nematico,5.605,0.037,0,7.984,0,0.904,0.923,4,16
58,119725,2500,completo,nematico,5.179,0.047,2,5.723,1,0.843,0.91,4,17
58,119725,2500,null_tipos,nematico,5.344,0.039,1,5.541,1,0.877,0.905,5,17
58,119725,2500,null_marco,nematico,5.26,0.042,0,7.976,0,0.979,0.916,4,16
58,119725,2500,null_mediado,nematico,5.13,0.048,1,4.689,1,0.984,0.913,3,17
58,119725,2500,subconjunto,nematico,5.085,0.046,0,7.978,0,0.959,0.905,4,16
57,117661,2500,completo,nematico,5.671,0.051,1,4.383,1,0.749,0.91,3,17
57,117661,2500,null_tipos,nematico,5.198,0.043,1,5.002,1,0.94,0.909,4,17
57,117661,2500,null_marco,nematico,5.478,0.045,0,7.974,0,0.997,0.912,3,17
57,117661,2500,null_mediado,nematico,5.179,0.04,1,5.229,1,0.876,0.919,4,16
57,117661,2500,subconjunto,nematico,5.096,0.045,0,7.979,0,1.054,0.919,4,16
59,121789,2500,completo,nematico,5.086,0.046,2,5.131,1,0.933,0.902,1,17
59,121789,2500,null_tipos,nematico,4.859,0.05,1,5.25,1,0.894,0.913,4,17
59,121789,2500,null_marco,nematico,5.183,0.043,0,7.977,0,0.93,0.916,3,17
59,121789,2500,null_mediado,nematico,5.271,0.046,1,4.936,1,0.951,0.919,4,17
59,121789,2500,subconjunto,nematico,5.12,0.046,0,7.981,0,0.882,0.92,4,16
61,125917,2500,completo,nematico,5.208,0.05,1,3.882,1,0.979,0.913,4,17
61,125917,2500,null_tipos,nematico,5.366,0.049,1,4.813,1,0.777,0.909,3,17
61,125917,2500,null_marco,nematico,5.159,0.047,0,7.98,0,1.048,0.907,4,17
61,125917,2500,null_mediado,nematico,5.078,0.044,1,5.495,1,0.883,0.918,4,17
61,125917,2500,subconjunto,nematico,5.458,0.038,0,7.982,0,0.985,0.915,5,16
60,123853,2500,completo,nematico,5.395,0.049,1,3.984,1,0.908,0.916,4,17
60,123853,2500,null_tipos,nematico,5.277,0.052,1,4.483,1,0.94,0.91,4,17
