patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
18,66154,1500,local_barajado,5,8,2.894,0.053,1,4.282,1,1.153,0.905,12.557,0.1243,6,20
18,66154,1500,local_marco_congelado,5,8,2.975,0.028,0,7.973,0,1.013,0.908,12.915,0.4534,14,20
23,66169,1500,local,5,8,2.852,0.035,6,6.83,1,0.857,0.914,13.043,0.452,12,20
23,66169,1500,sin_local,-1,8,4.832,0.05,3,4.781,1,0.8,0.913,48.037,0.0924,3,16
23,66169,1500,local_barajado,5,8,2.99,0.052,2,5.436,1,1.088,0.912,12.616,0.1065,6,20
23,66169,1500,local_marco_congelado,5,8,2.511,0.03,0,7.963,0,1.049,0.897,12.893,0.4651,12,20
19,66157,1500,local,5,8,2.664,0.033,2,6.583,1,0.79,0.903,12.976,0.4556,13,20
19,66157,1500,sin_local,-1,8,4.803,0.055,1,3.899,1,0.881,0.919,52.603,0.0883,4,17
19,66157,1500,local_barajado,5,8,2.974,0.051,1,5.546,1,1.127,0.909,12.669,0.112,6,20
19,66157,1500,local_marco_congelado,5,8,2.188,0.036,0,7.972,0,1.08,0.906,12.765,0.4711,14,20
22,66166,1500,local,5,8,2.783,0.026,2,6.204,1,0.905,0.895,12.856,0.4485,13,20
22,66166,1500,sin_local,-1,8,4.921,0.049,1,3.263,1,0.749,0.926,52.952,0.0903,5,17
22,66166,1500,local_barajado,5,8,2.983,0.053,3,6.407,1,1.248,0.913,12.637,0.0984,6,20
22,66166,1500,local_marco_congelado,5,8,2.483,0.028,0,7.966,0,0.982,0.897,12.837,0.4733,16,20
20,66160,1500,local,5,8,3.473,0.015,1,6.566,1,0.864,0.899,12.923,0.4594,13,20
20,66160,1500,sin_local,-1,8,4.896,0.042,1,4.193,1,0.815,0.914,52.963,0.0953,3,17
20,66160,1500,local_barajado,5,8,3.007,0.053,1,4.922,1,1.215,0.924,12.84,0.1062,6,20
20,66160,1500,local_marco_congelado,5,8,2.716,0.021,0,7.968,0,1.036,0.883,13.04,0.4427,15,20
24,66172,1500,local,5,8,2.8,0.026,1,6.146,1,0.813,0.879,13.061,0.4569,16,20
24,66172,1500,sin_local,-1,8,4.846,0.051,1,5.249,1,0.963,0.918,48.629,0.0929,4,16
24,66172,1500,local_barajado,5,8,2.99,0.058,2,5.452,1,1.122,0.92,12.84,0.106,6,20
24,66172,1500,local_marco_congelado,5,8,2.484,0.038,0,7.973,0,1.057,0.921,13.152,0.4682,15,20
27,66181,1500,local,5,8,2.347,0.031,0,6.988,0,0.835,0.902,12.733,0.4729,14,20
27,66181,1500,sin_local,-1,8,5.048,0.049,1,3.886,1,0.754,0.92,48.141,0.0963,3,16
27,66181,1500,local_barajado,5,8,2.851,0.052,1,5.106,1,1.164,0.913,12.605,0.1107,6,20
27,66181,1500,local_marco_congelado,5,8,2.599,0.022,0,7.963,0,0.933,0.915,12.96,0.474,15,20
25,66175,1500,local,5,8,2.321,0.032,1,6.378,1,0.791,0.907,12.867,0.4514,14,20
25,66175,1500,sin_local,-1,8,5.1,0.052,1,4.161,1,1.002,0.911,52.48,0.0972,3,17
25,66175,1500,local_barajado,5,8,2.901,0.054,2,5.906,1,1.073,0.903,12.448,0.1144,6,20
25,66175,1500,local_marco_congelado,5,8,2.669,0.028,0,7.95,0,0.959,0.915,13.128,0.4651,13,20
26,66178,1500,local,5,8,2.716,0.035,2,6.684,1,0.813,0.908,12.872,0.4555,13,20
26,66178,1500,sin_local,-1,8,nan,0.042,1,4.259,1,0.762,0.92,52.077,0.0998,3,17
26,66178,1500,local_barajado,5,8,2.949,0.054,1,4.937,1,1.201,0.896,12.357,0.0952,6,20
26,66178,1500,local_marco_congelado,5,8,2.847,0.025,0,7.974,0,1.026,0.912,13.184,0.4635,14,20
28,66184,1500,local,5,8,2.389,0.03,2,5.933,1,0.853,0.883,12.744,0.4672,12,20
28,66184,1500,sin_local,-1,8,nan,0.05,2,4.042,1,0.875,0.923,51.565,0.0967,3,17
28,66184,1500,local_barajado,5,8,2.882,0.052,4,6.043,1,1.059,0.904,12.445,0.0996,6,20
28,66184,1500,local_marco_congelado,5,8,2.541,0.023,0,7.968,0,1.04,0.895,13.072,0.4652,14,20
29,66187,1500,local,5,8,2.75,0.027,1,6.521,1,0.848,0.891,13.019,0.458,11,20
29,66187,1500,sin_local,-1,8,4.91,0.053,1,3.846,1,0.851,0.915,53.112,0.0837,4,17
29,66187,1500,local_barajado,5,8,2.88,0.051,3,5.499,1,1.2,0.921,12.755,0.1172,7,20
29,66187,1500,local_marco_congelado,5,8,2.635,0.031,0,7.971,0,1.039,0.901,13.104,0.4639,14,20
30,66190,1500,local,5,8,2.49,0.027,1,6.656,1,0.9,0.899,12.92,0.4644,15,20
30,66190,1500,sin_local,-1,8,5.12,0.047,1,5.139,1,1.036,0.916,52.061,0.1004,3,17
30,66190,1500,local_barajado,5,8,3.007,0.051,2,5.419,1,1.169,0.903,12.523,0.1073,6,20
30,66190,1500,local_marco_congelado,5,8,2.159,0.02,0,7.958,0,1.002,0.903,12.848,0.4766,21,20
32,66196,1500,local,5,8,2.607,0.028,1,6.366,1,0.783,0.896,12.853,0.4423,14,20
32,66196,1500,sin_local,-1,8,5.13,0.048,3,5.295,1,0.844,0.925,48.376,0.1043,3,16
32,66196,1500,local_barajado,5,8,2.95,0.063,1,5.005,1,0.977,0.914,12.648,0.1068,6,20
32,66196,1500,local_marco_congelado,5,8,2.732,0.031,0,7.968,0,1.013,0.871,12.933,0.4457,13,20
31,66193,1500,local,5,8,2.658,0.031,1,6.497,1,0.819,0.908,13.056,0.4776,13,20
31,66193,1500,sin_local,-1,8,4.987,0.043,1,3.013,1,0.737,0.911,50.381,0.0946,3,17
31,66193,1500,local_barajado,5,8,2.918,0.051,1,5.314,1,1.16,0.914,12.667,0.1136,6,20
31,66193,1500,local_marco_congelado,5,8,2.343,0.038,0,7.962,0,1.039,0.886,12.989,0.4332,9,20
33,66199,1500,local,5,8,2.611,0.028,1,5.853,1,0.923,0.907,13.04,0.4679,13,20
33,66199,1500,sin_local,-1,8,4.762,0.043,1,4.452,1,0.59,0.901,51.699,0.0871,4,17
33,66199,1500,local_barajado,5,8,2.982,0.062,3,4.948,1,1.154,0.911,12.627,0.0955,6,20
33,66199,1500,local_marco_congelado,5,8,2.35,0.029,0,7.968,0,0.935,0.915,13.107,0.4861,17,20
34,66202,1500,local,5,8,2.445,0.033,1,6.259,1,0.944,0.883,12.976,0.4729,2,20
34,66202,1500,sin_local,-1,8,4.762,0.05,2,5.198,1,1.011,0.925,52.555,0.0833,4,17
34,66202,1500,local_barajado,5,8,2.838,0.052,1,4.953,1,1.219,0.903,12.445,0.1098,6,20
34,66202,1500,local_marco_congelado,5,8,2.6,0.027,0,7.968,0,1.073,0.904,12.933,0.4541,12,20
35,66205,1500,local,5,8,2.305,0.013,2,6.205,1,0.917,0.903,13.155,0.472,16,20
35,66205,1500,sin_local,-1,8,4.982,0.045,1,3.554,1,0.905,0.913,51.715,0.0996,3,17
35,66205,1500,local_barajado,5,8,2.898,0.066,1,5.179,1,1.165,0.902,12.523,0.123,6,20
35,66205,1500,local_marco_congelado,5,8,3.334,0.021,0,7.981,0,1.046,0.919,13.315,0.4499,12,20
36,66208,1500,local,5,8,3.116,0.015,1,5.895,1,0.77,0.887,12.792,0.4883,12,20
36,66208,1500,sin_local,-1,8,5.143,0.047,1,3.795,1,0.714,0.902,50.157,0.0941,3,17
36,66208,1500,local_barajado,5,8,2.984,0.054,2,5.242,1,1.052,0.89,12.349,0.1016,6,20
36,66208,1500,local_marco_congelado,5,8,2.281,0.031,0,7.941,0,0.992,0.917,13.176,0.4626,12,20
37,66211,1500,local,5,8,2.504,0.036,3,6.863,1,0.823,0.913,13.301,0.4447,13,20
37,66211,1500,sin_local,-1,8,nan,0.047,2,3.833,1,0.827,0.913,51.533,0.0895,3,17
37,66211,1500,local_barajado,5,8,2.961,0.053,1,6.336,1,1.102,0.92,12.789,0.098,7,20
37,66211,1500,local_marco_congelado,5,8,2.432,0.029,0,7.965,0,0.968,0.882,12.773,0.4415,2,20
38,66214,1500,local,5,8,2.454,0.026,1,6.606,1,0.819,0.912,13.067,0.4719,18,20
38,66214,1500,sin_local,-1,8,4.977,0.05,1,4.904,1,0.876,0.913,52.309,0.0886,4,17
38,66214,1500,local_barajado,5,8,2.917,0.054,1,4.501,1,1.285,0.899,12.475,0.1071,6,20
38,66214,1500,local_marco_congelado,5,8,2.44,0.035,0,7.961,0,1.048,0.913,13.168,0.4411,13,20
39,66217,1500,local,5,8,2.509,0.026,2,6.635,1,0.846,0.892,12.981,0.439,17,20
39,66217,1500,sin_local,-1,8,4.545,0.051,1,2.459,1,0.947,0.911,51.563,0.0919,3,17
39,66217,1500,local_barajado,5,8,2.869,0.053,3,5.805,1,1.053,0.909,12.587,0.1061,7,20
39,66217,1500,local_marco_congelado,5,8,2.592,0.027,0,7.957,0,1.011,0.926,13.28,0.4898,14,20
