patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
2,66106,1500,local,5,8,2.664,0.029,2,6.141,1,0.956,0.895,13.12,0.4458,14,20
2,66106,1500,sin_local,-1,8,4.738,0.051,1,4.966,1,0.932,0.901,50.989,0.0926,4,17
2,66106,1500,local_barajado,5,8,3.04,0.059,1,5.66,1,1.038,0.916,12.709,0.0947,6,20
2,66106,1500,local_marco_congelado,5,8,2.588,0.032,0,7.971,0,1.061,0.916,13.315,0.4529,10,20
4,66112,1500,local,5,8,2.215,0.04,6,6.707,1,0.823,0.913,12.917,0.4601,12,20
4,66112,1500,sin_local,-1,8,nan,0.051,1,3.329,1,0.772,0.903,50.981,0.0938,3,17
4,66112,1500,local_barajado,5,8,2.886,0.052,1,5.91,1,1.234,0.911,12.565,0.106,7,20
4,66112,1500,local_marco_congelado,5,8,2.487,0.037,0,7.965,0,1.015,0.892,12.76,0.4833,12,20
0,66100,1500,local,5,8,2.372,0.029,1,6.719,1,0.791,0.915,12.952,0.4632,16,20
0,66100,1500,sin_local,-1,8,5.02,0.047,1,3.796,1,0.876,0.914,51.024,0.0953,4,17
0,66100,1500,local_barajado,5,8,2.88,0.06,1,6.068,1,1.181,0.923,12.845,0.111,6,20
0,66100,1500,local_marco_congelado,5,8,2.577,0.031,0,7.967,0,0.954,0.923,13.027,0.4706,14,20
5,66115,1500,local,5,8,2.413,0.032,1,6.86,1,0.814,0.877,12.811,0.4512,14,20
5,66115,1500,sin_local,-1,8,4.997,0.053,1,2.514,1,0.715,0.904,52.837,0.0883,4,17
5,66115,1500,local_barajado,5,8,2.96,0.05,2,4.95,1,1.199,0.901,12.421,0.103,6,20
5,66115,1500,local_marco_congelado,5,8,2.974,0.016,0,7.957,0,0.978,0.902,12.907,0.4586,14,20
3,66109,1500,local,5,8,2.693,0.027,1,6.429,1,0.808,0.869,12.955,0.4413,12,20
3,66109,1500,sin_local,-1,8,nan,0.045,1,3.405,1,0.722,0.919,52.24,0.0899,3,17
3,66109,1500,local_barajado,5,8,2.917,0.06,1,5.271,1,1.212,0.927,12.872,0.1074,6,20
3,66109,1500,local_marco_congelado,5,8,2.371,0.033,0,7.958,0,1.034,0.895,13.011,0.4732,17,20
1,66103,1500,local,5,8,2.587,0.033,3,6.402,1,0.813,0.902,13.304,0.4849,12,20
1,66103,1500,sin_local,-1,8,nan,0.048,1,3.334,1,0.867,0.915,52.536,0.0966,3,17
1,66103,1500,local_barajado,5,8,2.924,0.063,1,5.239,1,1.094,0.911,12.573,0.1006,7,20
1,66103,1500,local_marco_congelado,5,8,2.519,0.032,0,7.977,0,0.989,0.899,12.995,0.4534,12,20
6,66118,1500,local,5,8,2.569,0.024,0,6.931,0,0.854,0.911,13.136,0.4508,18,20
6,66118,1500,sin_local,-1,8,4.182,0.053,1,4.613,1,0.909,0.913,52.544,0.0928,3,17
6,66118,1500,local_barajado,5,8,2.895,0.06,4,6.121,1,1.133,0.916,12.744,0.1114,7,20
6,66118,1500,local_marco_congelado,5,8,3.08,0.038,0,7.967,0,0.993,0.909,13.192,0.4577,12,20
8,66124,1500,local,5,8,2.569,0.03,2,6.55,1,0.802,0.909,12.843,0.4629,13,20
8,66124,1500,sin_local,-1,8,4.825,0.049,1,4.83,1,0.827,0.914,52.387,0.0955,4,17
8,66124,1500,local_barajado,5,8,2.939,0.051,1,5.517,1,1.147,0.901,12.507,0.1047,6,20
8,66124,1500,local_marco_congelado,5,8,2.385,0.027,0,7.96,0,1.051,0.903,12.741,0.493,16,20
7,66121,1500,local,5,8,2.523,0.03,2,6.788,1,0.716,0.901,12.923,0.4804,15,20
7,66121,1500,sin_local,-1,8,5.063,0.052,1,3.723,1,0.824,0.922,52.045,0.0902,3,17
7,66121,1500,local_barajado,5,8,2.994,0.063,2,5.532,1,1.012,0.9,12.488,0.1066,1,20
7,66121,1500,local_marco_congelado,5,8,2.572,0.031,0,7.972,0,1.059,0.907,12.856,0.4879,14,20
9,66127,1500,local,5,8,2.442,0.026,3,6.987,1,0.817,0.887,12.947,0.4704,15,20
9,66127,1500,sin_local,-1,8,nan,0.05,1,3.48,1,0.855,0.896,49.851,0.0903,3,17
9,66127,1500,local_barajado,5,8,2.999,0.053,1,4.439,1,1.032,0.909,12.603,0.1057,6,20
9,66127,1500,local_marco_congelado,5,8,2.97,0.035,0,7.952,0,1.014,0.9,12.971,0.4677,12,20
10,66130,1500,local,5,8,2.327,0.035,2,6.82,1,0.793,0.911,13.037,0.4707,14,20
10,66130,1500,sin_local,-1,8,5.007,0.048,1,4.054,1,0.794,0.896,49.84,0.0932,3,17
10,66130,1500,local_barajado,5,8,2.95,0.052,1,5.826,1,1.182,0.916,12.797,0.1289,6,20
10,66130,1500,local_marco_congelado,5,8,2.258,0.037,0,7.969,0,1.086,0.882,12.629,0.4705,12,20
11,66133,1500,local,5,8,2.128,0.03,1,6.066,1,0.874,0.899,13.008,0.4711,11,20
11,66133,1500,sin_local,-1,8,4.043,0.048,1,4.26,1,1.072,0.906,50.843,0.1003,3,17
11,66133,1500,local_barajado,5,8,2.993,0.062,3,6.395,1,1.166,0.907,12.653,0.1107,6,20
11,66133,1500,local_marco_congelado,5,8,2.276,0.035,0,7.97,0,1.027,0.899,12.853,0.4789,15,20
14,66142,1500,local,5,8,2.812,0.031,1,5.946,1,0.802,0.905,12.899,0.4137,13,20
14,66142,1500,sin_local,-1,8,4.694,0.056,1,4.816,1,1.007,0.915,48.573,0.091,3,16
14,66142,1500,local_barajado,5,8,2.94,0.053,2,5.718,1,1.078,0.904,12.608,0.1044,6,20
14,66142,1500,local_marco_congelado,5,8,2.579,0.034,0,7.956,0,1.048,0.907,12.875,0.4387,14,20
12,66136,1500,local,5,8,2.294,0.038,0,7.0,0,0.833,0.903,12.683,0.4786,15,20
12,66136,1500,sin_local,-1,8,5.089,0.056,2,4.34,1,0.898,0.907,52.083,0.1002,3,17
12,66136,1500,local_barajado,5,8,2.964,0.051,1,5.801,1,1.181,0.907,12.627,0.1084,6,20
12,66136,1500,local_marco_congelado,5,8,2.43,0.029,0,7.957,0,0.974,0.911,13.035,0.478,16,20
16,66148,1500,local,5,8,2.498,0.031,2,6.207,1,0.819,0.905,12.869,0.4566,12,20
16,66148,1500,sin_local,-1,8,4.831,0.05,1,3.112,1,0.954,0.916,52.155,0.0919,3,17
16,66148,1500,local_barajado,5,8,2.887,0.055,3,5.868,1,1.145,0.903,12.461,0.112,6,20
16,66148,1500,local_marco_congelado,5,8,2.554,0.026,0,7.97,0,0.983,0.915,12.952,0.452,14,20
13,66139,1500,local,5,8,2.734,0.02,1,6.217,1,0.82,0.898,12.832,0.4447,13,20
13,66139,1500,sin_local,-1,8,4.898,0.047,1,3.353,1,0.805,0.917,52.845,0.0886,4,17
13,66139,1500,local_barajado,5,8,2.952,0.052,1,5.056,1,1.114,0.914,12.776,0.105,6,20
13,66139,1500,local_marco_congelado,5,8,2.964,0.009,0,7.98,0,0.946,0.907,13.117,0.4724,15,20
15,66145,1500,local,5,8,2.452,0.035,1,6.789,1,0.87,0.892,12.957,0.4628,14,20
15,66145,1500,sin_local,-1,8,nan,0.047,1,3.593,1,0.845,0.911,51.392,0.0947,3,17
15,66145,1500,local_barajado,5,8,2.954,0.052,1,5.786,1,1.166,0.915,12.592,0.1112,6,20
15,66145,1500,local_marco_congelado,5,8,2.491,0.036,0,7.965,0,1.067,0.894,13.04,0.4471,14,20
17,66151,1500,local,5,8,2.425,0.027,2,5.978,1,0.921,0.912,12.963,0.4529,15,20
17,66151,1500,sin_local,-1,8,4.782,0.05,1,4.197,1,0.848,0.913,52.632,0.0944,4,17
17,66151,1500,local_barajado,5,8,2.914,0.052,2,6.192,1,1.109,0.907,12.659,0.1161,6,20
17,66151,1500,local_marco_congelado,5,8,2.483,0.025,0,7.952,0,0.998,0.897,13.051,0.4465,15,20
21,66163,1500,local,5,8,2.747,0.019,1,5.834,1,0.873,0.914,13.144,0.4787,18,20
21,66163,1500,sin_local,-1,8,4.913,0.047,2,4.902,1,0.953,0.929,48.36,0.1018,3,16
21,66163,1500,local_barajado,5,8,2.904,0.062,1,6.08,1,1.231,0.914,12.725,0.1148,6,20
21,66163,1500,local_marco_congelado,5,8,2.478,0.034,0,7.97,0,1.008,0.913,13.011,0.4643,12,20
18,66154,1500,local,5,8,2.559,0.034,2,6.298,1,0.923,0.906,13.024,0.4296,13,20
18,66154,1500,sin_local,-1,8,4.941,0.048,2,4.308,1,0.909,0.907,51.459,0.1012,3,17
