rule_id,seed,lote,K,kcap,escalon,n_nodos,n_aristas,grado_medio,grados_identicos,n_nodos_grado_distinto,solapamiento_aristas,clustering_local,transitividad,n_triangulos,gigante,n_componentes,asortatividad,pendiente_corr,z_agg,diams,n_cajas,clustering_original,n_triangulos_original,t_piso,t_techo,t_techo_sin_restriccion,n_fotos,n_fotos_conectadas,acc_baja,acc_sube,t_bajar_s,t_subir_s,seed_escalera,pendiente_corr_csv_ref,frac_masa_fase5b,t_ic_s,carpeta,t_total_grafo_s
A2-B0-C2-r14,273187,271828,8,5,orig,2000,3296,3.296,True,0,1.0,0.004966666666666667,0.005912863070539419,19,1926,5,0.09405962211593909,0.7893306509717354,1.2626386077878904,"[17.0, 11.0, 6.0, 5.0, 5.0]","[2000, 1176, 737, 492, 377]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,52.05,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_orig,508.1
A2-B0-C2-r14,273187,271828,8,5,e0,2000,3296,3.296,True,0,0.0009101941747572816,0.0,0.0,0,1928,4,-0.18219656314423835,0.7192113640946266,0.631319303893945,"[13.0, 9.0, 6.0, 5.0, 4.0]","[2000, 1211, 761, 523, 389]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,51.95,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_e0,508.1
A2-B0-C2-r14,273187,271828,8,5,e1,2000,3296,3.296,True,0,0.0009101941747572816,0.029166666666666667,0.022406639004149378,72,1928,4,-0.1715440110133831,0.6870016121243097,0.8762682778722628,"[13.0, 8.0, 7.0, 5.0, 4.0]","[2000, 1209, 749, 507, 401]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,93.41,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_e1,508.1
A2-B0-C2-r14,273187,271828,8,5,e2,2000,3296,3.296,True,0,0.0012135922330097086,0.09331666666666666,0.07157676348547717,230,1928,4,-0.1388761844787606,0.7278404958492292,0.527791685852937,"[15.0, 10.0, 7.0, 5.0, 5.0]","[2000, 1195, 747, 513, 406]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,104.68,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_e2,508.1
A2-B0-C2-r14,273187,271828,8,5,e3,2000,3296,3.296,True,0,0.0012135922330097086,0.23275000000000004,0.1783195020746888,573,1928,4,-0.11307333598402242,0.5919158980973276,0.2828427118746191,"[14.0, 10.0, 9.0, 6.0, 5.0]","[2000, 1195, 738, 488, 365]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,122.51,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_e3,508.1
A2-B0-C2-r14,273187,271828,8,5,e4,2000,3296,3.296,True,0,0.0012135922330097086,0.4535,0.395850622406639,1272,1876,17,-0.03826874768735058,0.8397357452143388,6.340933181187857,"[27.0, 20.0, 13.0, 9.0, 6.0]","[2000, 1179, 743, 481, 329]",0.004966666666666667,19,0,1272,1783,53,50,16459,1674,1.4,6.1,2649913913,0.7728999554058272,0.09900000000000003,71.74,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r14_s273187_f702_e4,508.1
A2-B0-C2-r17,273478,271828,5,5,orig,2000,3165,3.165,True,0,1.0,0.01188333333333333,0.009164647635099547,29,1844,9,0.05987996588084256,0.8559190857277267,0.848528135623857,"[14.0, 10.0, 7.0, 5.0, 4.0]","[2000, 1233, 794, 570, 465]",0.01188333333333333,29,0,1135,1835,54,49,15579,1715,0.9,5.8,2652736613,0.7340887838072664,0.12100000000000004,103.89,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r17_s273478_f702_orig,505.3
A2-B0-C2-r17,273478,271828,5,5,e0,2000,3165,3.165,True,0,0.0034755134281200632,0.0,0.0,0,1862,1,-0.30769268832155294,0.7131303195548702,1.5556349153104043,"[11.0, 9.0, 6.0, 5.0, 4.0]","[2000, 1282, 807, 606, 472]",0.01188333333333333,29,0,1135,1835,54,49,15579,1715,0.9,5.8,2652736613,0.7340887838072664,0.12100000000000004,105.92,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r17_s273478_f702_e0,505.3
A2-B0-C2-r17,273478,271828,5,5,e1,2000,3165,3.165,True,0,0.0034755134281200632,0.027066666666666666,0.02275360792162646,72,1862,1,-0.2874255244306941,0.738391999094733,1.5556349153104043,"[12.0, 8.0, 6.0, 5.0, 4.0]","[2000, 1271, 812, 610, 473]",0.01188333333333333,29,0,1135,1835,54,49,15579,1715,0.9,5.8,2652736613,0.7340887838072664,0.12100000000000004,62.49,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r17_s273478_f702_e1,505.3
A2-B0-C2-r17,273478,271828,5,5,e2,2000,3165,3.165,True,0,0.0037914691943127963,0.07516666666666666,0.06478457811018645,205,1858,3,-0.2540307657468926,0.7829365667874628,0.848528135623857,"[13.0, 9.0, 7.0, 5.0, 4.0]","[2000, 1266, 809, 582, 458]",0.01188333333333333,29,0,1135,1835,54,49,15579,1715,0.9,5.8,2652736613,0.7340887838072664,0.12100000000000004,65.52,/Users/alexis/phantom_cs073/bateria_fase7_f702_escalera/A2-B0-C2-r17_s273478_f702_e2,505.3
