MU,N,S0,S_final_max,alpha,alpha_c_teorico,barrido,brazo,delta_struct,k_micro,lambda_max_G,lambda_puro,n_aristas,n_vivos_fin,persiste_puro,precision,semilla,sobrevive_finito,sobrevive_ge2,tau_final
0.01,8,1.0,7375.479799397053,0.20968842700925439,0.05449538250299351,A_alpha,REAL,1029297.2551907593,500,3.7071067811865483,0.017934611688608448,9,6,1,float64,6,1,1,500
0.01,8,1.0,45842.38848894262,0.20968842700925439,0.05449538250299351,A_alpha,REAL,5716762.803526938,500,3.707106781186549,0.02091671505782768,13,7,1,float64,7,1,1,500
0.01,8,1.0,380.18159079110103,0.20968842700925439,0.03944689815669394,A_alpha,REAL,53366.1790645861,500,5.121320343559643,0.014946259978300005,6,4,1,float64,8,1,1,500
0.01,8,1.0,164.86897817031047,0.20968842700925439,0.05449538250299353,A_alpha,REAL,20533.086021000057,500,3.707106781186547,0.010696970421671517,6,5,1,float64,9,1,1,500
0.01,8,1.0,1856.8746581072692,0.20968842700925439,0.044098249259232634,A_alpha,REAL,228858.6001120409,500,4.581138830084191,0.016651716693278622,6,4,1,float64,10,1,1,500
0.01,8,1.0,0.0035930248072267106,0.20968842700925439,0.050505050505050504,A_alpha,BARAJADO,551.1838474365077,500,4.0,-0.012316420130186762,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.0003904845261799931,0.20968842700925439,0.04576584235575484,A_alpha,BARAJADO,406.3840721112179,500,4.414213562373094,-0.015333829203275529,28,8,0,float64,2,1,1,500
0.01,8,1.0,0.0023143161272548476,0.20968842700925439,0.04409824925923263,A_alpha,BARAJADO,549.0569891736625,500,4.581138830084192,-0.013097840027687803,28,8,0,float64,3,1,1,500
0.01,8,1.0,971.170439651417,0.20968842700925439,0.03858242537879851,A_alpha,BARAJADO,442137.54060236353,500,5.236067977499788,0.012982128700713903,28,8,1,float64,4,1,1,500
0.01,8,1.0,0.007577762891820593,0.20968842700925439,0.05449538250299351,A_alpha,BARAJADO,610.705563568507,500,3.7071067811865483,-0.010567326477066456,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.16260086685690905,0.20968842700925439,0.05449538250299351,A_alpha,BARAJADO,1387.7411971520623,500,3.7071067811865483,-0.004274110467107037,28,8,0,float64,6,1,1,500
0.01,8,1.0,3.113008680772604,0.20968842700925439,0.05449538250299351,A_alpha,BARAJADO,5338.514303475405,500,3.707106781186549,0.0015393738770516432,28,8,1,float64,7,1,1,500
0.01,8,1.0,9.989662090795684e-05,0.20968842700925439,0.03944689815669394,A_alpha,BARAJADO,426.57062204724053,500,5.121320343559643,-0.017700577791499746,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.0009459981698710403,0.20968842700925439,0.05449538250299353,A_alpha,BARAJADO,418.40911837229817,500,3.707106781186547,-0.013665049694084313,28,8,0,float64,9,1,1,500
0.01,8,1.0,0.0004974891892806944,0.20968842700925439,0.044098249259232634,A_alpha,BARAJADO,453.42329460241956,500,4.581138830084191,-0.014809955092166467,21,7,0,float64,10,1,1,500
0.01,8,1.0,54342.21642121262,0.25,0.050505050505050504,A_alpha,REAL,6304046.964764304,500,4.0,0.022151013255734694,8,5,1,float64,1,1,1,500
0.01,8,1.0,6260.552923117842,0.25,0.04576584235575484,A_alpha,REAL,790526.9214307856,500,4.414213562373094,0.019680945343546932,6,4,1,float64,2,1,1,500
0.01,8,1.0,10811.867641178764,0.25,0.04409824925923263,A_alpha,REAL,1215323.6625868585,500,4.581138830084192,0.02170433971220363,6,4,1,float64,3,1,1,500
0.01,8,1.0,6166116933.497072,0.25,0.03858242537879851,A_alpha,REAL,882368964454.8367,500,5.236067977499788,0.04526030653660421,15,6,1,float64,4,1,1,500
0.01,8,1.0,53904.31782420647,0.25,0.05449538250299351,A_alpha,REAL,6252578.203194035,500,3.7071067811865483,0.022151009840931088,8,5,1,float64,5,1,1,500
0.01,8,1.0,103218.55056721826,0.25,0.05449538250299351,A_alpha,REAL,13319118.091835953,500,3.7071067811865483,0.02322782124228263,9,6,1,float64,6,1,1,500
0.01,8,1.0,852264.1411827211,0.25,0.05449538250299351,A_alpha,REAL,98443096.20061998,500,3.707106781186549,0.026762839286885134,13,7,1,float64,7,1,1,500
0.01,8,1.0,4057.0757951897567,0.25,0.03944689815669394,A_alpha,REAL,512462.9742644277,500,5.121320343559643,0.01968094598040524,6,4,1,float64,8,1,1,500
0.01,8,1.0,1183.0718959618966,0.25,0.05449538250299353,A_alpha,REAL,126554.39959240158,500,3.707106781186547,0.014640088840537064,6,5,1,float64,9,1,1,500
0.01,8,1.0,23241.520750803225,0.25,0.044098249259232634,A_alpha,REAL,2611670.1394948172,500,4.581138830084191,0.021704340436824537,6,4,1,float64,10,1,1,500
0.01,8,1.0,0.0033212187428414484,0.25,0.050505050505050504,A_alpha,BARAJADO,629.3780910777793,500,4.0,-0.012461418240319535,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.00029801533177496915,0.25,0.04576584235575484,A_alpha,BARAJADO,448.0320966664089,500,4.414213562373094,-0.014984202733673757,21,7,0,float64,2,1,1,500
0.01,8,1.0,0.0020041205933534136,0.25,0.04409824925923263,A_alpha,BARAJADO,621.5899890262318,500,4.581138830084192,-0.013161302378144507,28,8,0,float64,3,1,1,500
0.01,8,1.0,8788.505330518268,0.25,0.03858242537879851,A_alpha,BARAJADO,3475373.1477579116,500,5.236067977499788,0.017292187212180003,28,8,1,float64,4,1,1,500
0.01,8,1.0,0.0077324884552685755,0.25,0.05449538250299351,A_alpha,BARAJADO,713.6368948928873,500,3.7071067811865483,-0.01056881729760587,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.28368669466172425,0.25,0.05449538250299351,A_alpha,BARAJADO,1996.5532073132172,500,3.7071067811865483,-0.0032049354528089504,28,8,0,float64,6,1,1,500
0.01,8,1.0,9.44677357824585,0.25,0.05449538250299351,A_alpha,BARAJADO,12622.985562213506,500,3.707106781186549,0.0037171862235445903,28,8,1,float64,7,1,1,500
0.01,8,1.0,6.787865770914882e-05,0.25,0.03944689815669394,A_alpha,BARAJADO,463.9731968185928,500,5.121320343559643,-0.016629308955896406,28,8,0,float64,8,1,1,500
0.01,8,1.0,0.0007683068528757411,0.25,0.05449538250299353,A_alpha,BARAJADO,465.06529172640415,500,3.707106781186547,-0.013185480249994308,15,6,0,float64,9,1,1,500
0.01,8,1.0,0.00036272008668030873,0.25,0.044098249259232634,A_alpha,BARAJADO,500.82677553499076,500,4.581138830084191,-0.0147807656477568,21,7,0,float64,10,1,1,500
0.01,8,1.0,3553356.3027483434,0.31622776601683794,0.050505050505050504,A_alpha,REAL,377013943.19508994,500,4.0,0.030510586366016498,8,5,1,float64,1,1,1,500
0.01,8,1.0,298901.75732537813,0.31622776601683794,0.04576584235575484,A_alpha,REAL,34141932.487322524,500,4.414213562373094,0.02741120398712022,6,4,1,float64,2,1,1,500
0.01,8,1.0,668365.6216304357,0.31622776601683794,0.04409824925923263,A_alpha,REAL,68555914.00489227,500,4.581138830084192,0.029950254161261857,6,4,1,float64,3,1,1,500
0.01,8,1.0,7305801149661.333,0.31622776601683794,0.03858242537879851,A_alpha,REAL,1000214436626017.2,500,5.236067977499788,0.059414218693800966,15,6,1,float64,4,1,1,500
0.01,8,1.0,3524388.1878746576,0.31622776601683794,0.05449538250299351,A_alpha,REAL,373933186.8561637,500,3.7071067811865483,0.03051058615769808,8,5,1,float64,5,1,1,500
0.01,8,1.0,7699030.54513067,0.31622776601683794,0.05449538250299351,A_alpha,REAL,916753507.2801558,500,3.7071067811865483,0.031861927687498674,9,6,1,float64,6,1,1,500
0.01,8,1.0,99986780.35628307,0.31622776601683794,0.05449538250299351,A_alpha,REAL,10693881275.90193,500,3.707106781186549,0.036292951539531035,13,7,1,float64,7,1,1,500
0.01,8,1.0,193684.6994698245,0.31622776601683794,0.03944689815669394,A_alpha,REAL,22123921.33704768,500,5.121320343559643,0.027411204005030835,6,4,1,float64,8,1,1,500
0.01,8,1.0,29629.211091155983,0.31622776601683794,0.05449538250299353,A_alpha,REAL,2755234.715074633,500,3.707106781186547,0.02108211698660113,6,5,1,float64,9,1,1,500
0.01,8,1.0,1436613.344086078,0.31622776601683794,0.044098249259232634,A_alpha,REAL,147355507.74749917,500,4.581138830084191,0.02995025417473805,6,4,1,float64,10,1,1,500
0.01,8,1.0,0.002996263785499988,0.31622776601683794,0.050505050505050504,A_alpha,BARAJADO,743.8543592119258,500,4.0,-0.012363052831264248,28,8,0,float64,1,1,1,500
0.01,8,1.0,0.00022768349466737703,0.31622776601683794,0.04576584235575484,A_alpha,BARAJADO,505.7819677739009,500,4.414213562373094,-0.014541300585019123,6,4,0,float64,2,1,1,500
0.01,8,1.0,0.0016734391228761952,0.31622776601683794,0.04409824925923263,A_alpha,BARAJADO,726.9708770533103,500,4.581138830084192,-0.012927403449455269,21,7,0,float64,3,1,1,500
0.01,8,1.0,314442.25975575176,0.31622776601683794,0.03858242537879851,A_alpha,BARAJADO,106901533.88334297,500,5.236067977499788,0.02429421227963695,28,8,1,float64,4,1,1,500
0.01,8,1.0,0.007932218806928227,0.31622776601683794,0.05449538250299351,A_alpha,BARAJADO,872.8457525186357,500,3.7071067811865483,-0.010614448268822518,28,8,0,float64,5,1,1,500
0.01,8,1.0,0.6902717123151817,0.31622776601683794,0.05449538250299351,A_alpha,BARAJADO,3584.0167681811295,500,3.7071067811865483,-0.001474267366834769,28,8,0,float64,6,1,1,500
0.01,8,1.0,57.42366236191991,0.31622776601683794,0.05449538250299351,A_alpha,BARAJADO,57788.15353185473,500,3.707106781186549,0.007258016264816302,28,8,1,float64,7,1,1,500
0.01,8,1.0,9.909358909545548e-07,0.31622776601683794,0.03944689815669394,A_alpha,BARAJADO,520.0853226771795,862,5.121320343559643,-0.014394053895229204,0,0,0,float64,8,0,0,474
0.01,8,1.0,0.0005916766939987064,0.31622776601683794,0.05449538250299353,A_alpha,BARAJADO,529.6114588078415,500,3.707106781186547,-0.012643045465913097,10,5,0,float64,9,1,1,500
0.01,8,1.0,0.00024120752361981145,0.31622776601683794,0.044098249259232634,A_alpha,BARAJADO,565.1810785335216,500,4.581138830084191,-0.014189985822063282,21,7,0,float64,10,1,1,500
0.01,8,1.0,14702742244983.285,0.5623413251903491,0.050505050505050504,A_alpha,REAL,1366918430233766.5,500,4.0,0.060977802527871876,8,5,1,float64,1,1,1,500
0.01,8,1.0,401463703979.7866,0.5623413251903491,0.04576584235575484,A_alpha,REAL,39618386515154.266,500,4.414213562373094,0.055625603208235994,6,4,1,float64,2,1,1,500
0.01,8,1.0,2260599702675.397,0.5623413251903491,0.04409824925923263,A_alpha,REAL,202694316245253.6,500,4.581138830084192,0.06001107928041617,6,4,1,float64,3,1,1,500
0.01,8,1.0,8.299839641330592e+23,0.5623413251903491,0.03858242537879851,A_alpha,REAL,1.0604850713948682e+26,500,5.236067977499788,0.11032388846548853,15,6,1,float64,4,1,1,500
0.01,8,1.0,14585153156183.658,0.5623413251903491,0.05449538250299351,A_alpha,REAL,1355986088485491.5,500,3.7071067811865483,0.06097780252786314,8,5,1,float64,5,1,1,500
0.01,8,1.0,51790663788480.84,0.5623413251903491,0.05449538250299351,A_alpha,REAL,5446117850390566.0,500,3.7071067811865483,0.06330783429109182,9,6,1,float64,6,1,1,500
0.01,8,1.0,3324073146948228.0,0.5623413251903491,0.05449538250299351,A_alpha,REAL,3.172488926309451e+17,500,3.707106781186549,0.07093149595294296,17,7,1,float64,7,1,1,500
0.01,8,1.0,259902173140.79614,0.5623413251903491,0.03944689815669394,A_alpha,REAL,25648407774146.516,500,5.121320343559643,0.05562560320823603,6,4,1,float64,8,1,1,500
0.01,8,1.0,3908002741.5812216,0.5623413251903491,0.05449538250299353,A_alpha,REAL,300180946688.15625,500,3.707106781186547,0.04465953492369148,6,5,1,float64,9,1,1,500
0.01,8,1.0,4860375804668.413,0.5623413251903491,0.044098249259232634,A_alpha,REAL,435800530564052.0,500,4.581138830084191,0.06001107928041621,6,4,1,float64,10,1,1,500
0.01,8,1.0,0.002949069793218741,0.5623413251903491,0.050505050505050504,A_alpha,BARAJADO,1052.414439568842,500,4.0,-0.010463506964671944,3,3,0,float64,1,1,1,500
0.01,8,1.0,9.9202921731382e-07,0.5623413251903491,0.04576584235575484,A_alpha,BARAJADO,635.475484078569,989,4.414213562373094,-0.01180477735072693,0,0,0,float64,2,0,0,462
0.01,8,1.0,0.0017150870697221585,0.5623413251903491,0.04409824925923263,A_alpha,BARAJADO,1005.0028418147817,500,4.581138830084192,-0.011642065772022443,6,4,0,float64,3,1,1,500
0.01,8,1.0,122757320214.73026,0.5623413251903491,0.03858242537879851,A_alpha,BARAJADO,31732457098492.445,500,5.236067977499788,0.049483604543038115,28,8,1,float64,4,1,1,500
0.01,8,1.0,0.0082482915003729,0.5623413251903491,0.05449538250299351,A_alpha,BARAJADO,1355.553169654747,500,3.7071067811865483,-0.010282449698018876,15,6,0,float64,5,1,1,500
0.01,8,1.0,15.645514118519058,0.5623413251903491,0.05449538250299351,A_alpha,BARAJADO,35722.55880588642,500,3.7071067811865483,0.004643274428865741,28,8,1,float64,6,1,1,500
0.01,8,1.0,38325.027446065666,0.5623413251903491,0.05449538250299351,A_alpha,BARAJADO,25028399.568682216,500,3.707106781186549,0.019978770943938497,28,8,1,float64,7,1,1,500
0.01,8,1.0,9.995675531881896e-07,0.5623413251903491,0.03944689815669394,A_alpha,BARAJADO,628.9362024770548,876,5.121320343559643,-0.010981709974757487,0,0,0,float64,8,0,0,387
0.01,8,1.0,0.0004957799788490993,0.5623413251903491,0.05449538250299353,A_alpha,BARAJADO,682.088221285425,527,3.707106781186547,-0.011666047901679551,1,2,0,float64,9,1,1,500
0.01,8,1.0,0.00012801558601899823,0.5623413251903491,0.044098249259232634,A_alpha,BARAJADO,719.5154240693585,510,4.581138830084191,-0.014708126127459233,3,3,0,float64,10,1,1,500
0.01,8,1.0,2.870769258933637e+24,1.0,0.050505050505050504,A_alpha,REAL,2.4952736101360093e+26,500,4.0,0.11296494277063555,8,5,1,float64,1,1,1,500
0.01,8,1.0,1.2325724033118955e+22,1.0,0.04576584235575484,A_alpha,REAL,1.1299112344566659e+24,500,4.414213562373094,0.10391268225641541,6,4,1,float64,2,1,1,500
0.01,8,1.0,3.165236138322165e+23,1.0,0.04409824925923263,A_alpha,REAL,2.650516838093499e+25,500,4.581138830084192,0.11133238338694262,6,4,1,float64,3,1,1,500
0.01,8,1.0,1.938071515400597e+42,1.0,0.03858242537879851,A_alpha,REAL,2.3867516112039197e+44,500,5.236067977499788,0.19490927546038755,15,6,1,float64,4,1,1,500
0.01,8,1.0,2.8468576048401666e+24,1.0,0.05449538250299351,A_alpha,REAL,2.4744895923137788e+26,500,3.7071067811865483,0.11296494277063551,10,5,1,float64,5,1,1,500
0.01,8,1.0,2.245853017249943e+25,1.0,0.05449538250299351,A_alpha,REAL,2.2135413674565193e+27,500,3.7071067811865483,0.11689534014348127,15,6,1,float64,6,1,1,500
0.01,8,1.0,1.9310538303727128e+28,1.0,0.05449538250299351,A_alpha,REAL,1.7392057541033638e+30,500,3.707106781186549,0.12971160651954797,19,7,1,float64,7,1,1,500
0.01,8,1.0,7.98313270698101e+21,1.0,0.03944689815669394,A_alpha,REAL,7.31821620177376e+23,500,5.121320343559643,0.1039126822564154,6,4,1,float64,8,1,1,500
0.01,8,1.0,2.566173975518691e+18,1.0,0.05449538250299353,A_alpha,REAL,1.7983432920835156e+20,500,3.707106781186547,0.0852598439480732,7,5,1,float64,9,1,1,500
0.01,8,1.0,6.810748477892525e+23,1.0,0.044098249259232634,A_alpha,REAL,5.703209091452763e+25,500,4.581138830084191,0.11133238338694244,6,4,1,float64,10,1,1,500
0.01,8,1.0,0.002543980353346172,1.0,0.050505050505050504,A_alpha,BARAJADO,1310.9819062613753,500,4.0,-0.00957111264370047,3,3,0,float64,1,1,1,500
0.01,8,1.0,9.924495111891543e-07,1.0,0.04576584235575484,A_alpha,BARAJADO,740.0444705978315,837,4.414213562373094,-0.011619241984859202,0,0,0,float64,2,0,0,395
0.01,8,1.0,0.0026353355827700184,1.0,0.04409824925923263,A_alpha,BARAJADO,1265.4770008356122,514,4.581138830084192,-0.012924101860031562,1,2,0,float64,3,1,1,500
0.01,8,1.0,2.1694361178068088e+20,1.0,0.03858242537879851,A_alpha,BARAJADO,4.624318305619154e+22,500,5.236067977499788,0.09116940873294764,28,8,1,float64,4,1,1,500
0.01,8,1.0,0.0057813100664956445,1.0,0.05449538250299351,A_alpha,BARAJADO,1738.8627967437628,500,3.7071067811865483,-0.010648955759742286,3,3,0,float64,5,1,1,500
0.01,8,1.0,847.1131699011694,1.0,0.05449538250299351,A_alpha,BARAJADO,1145549.5985793024,500,3.7071067811865483,0.005436203593679329,15,6,1,float64,6,1,1,500
0.01,8,1.0,527189627.0538807,1.0,0.05449538250299351,A_alpha,BARAJADO,246375913411.09244,500,3.707106781186549,0.03523867395838854,21,7,1,float64,7,1,1,500
0.01,8,1.0,9.946431614007914e-07,1.0,0.03944689815669394,A_alpha,BARAJADO,712.6400278209829,715,5.121320343559643,-0.011040000172718596,0,0,0,float64,8,0,0,297
0.01,8,1.0,9.990649215384491e-07,1.0,0.05449538250299353,A_alpha,BARAJADO,802.2467502850825,1179,3.707106781186547,-0.010050335853501452,0,0,0,float64,9,0,0,306
0.01,8,1.0,9.9821125765334e-07,1.0,0.044098249259232634,A_alpha,BARAJADO,843.0558306293663,1024,4.581138830084191,-0.010547307824999679,0,0,0,float64,10,0,0,378
0.01,8,1.0,1.54760416409827e+43,1.7782794100389228,0.050505050505050504,A_alpha,REAL,1.2976881601994121e+45,500,4.0,0.19922128101586614,8,5,1,float64,1,1,1,500
0.01,8,1.0,3.763205088301591e+39,1.7782794100389228,0.04576584235575484,A_alpha,REAL,3.3171873172775077e+41,500,4.414213562373094,0.1844116546298565,6,4,1,float64,2,1,1,500
0.01,8,1.0,1.0194810244795382e+42,1.7782794100389228,0.04409824925923263,A_alpha,REAL,8.231073102269304e+43,500,4.581138830084192,0.1965566789469491,6,4,1,float64,3,1,1,500
0.01,8,1.0,3.5057015199501986e+71,1.7782794100389228,0.03858242537879851,A_alpha,REAL,4.231249448206395e+73,500,5.236067977499788,0.32964169474480387,15,6,1,float64,4,1,1,500
0.01,8,1.0,1.5374030139412267e+43,1.7782794100389228,0.05449538250299351,A_alpha,REAL,1.2891343503258614e+45,500,3.7071067811865483,0.1992212810158663,10,5,1,float64,5,1,1,500
0.01,8,1.0,4.1625000611695166e+44,1.7782794100389228,0.05449538250299351,A_alpha,REAL,3.9627499750245626e+46,500,3.7071067811865483,0.20562508827980985,15,6,1,float64,6,1,1,500
0.01,8,1.0,1.908757986322511e+49,1.7782794100389228,0.05449538250299351,A_alpha,REAL,1.6664624831116366e+51,500,3.707106781186549,0.22639784426679063,19,7,1,float64,7,1,1,500
0.01,8,1.0,2.411633543659428e+39,1.7782794100389228,0.03944689815669394,A_alpha,REAL,2.1258050032448687e+41,500,5.121320343559643,0.1844116546298565,6,4,1,float64,8,1,1,500
0.01,8,1.0,1.7968908697717458e+33,1.7782794100389228,0.05449538250299353,A_alpha,REAL,1.2002161090435452e+35,500,3.707106781186547,0.15362167843971103,9,5,1,float64,9,1,1,500
0.01,8,1.0,2.1993603078941996e+42,1.7782794100389228,0.044098249259232634,A_alpha,REAL,1.7757167654737478e+44,500,4.581138830084191,0.1965566789469491,6,4,1,float64,10,1,1,500
0.01,8,1.0,9.950777477390403e-07,1.7782794100389228,0.050505050505050504,A_alpha,BARAJADO,1801.7534213860931,1194,4.0,-0.013327989527521738,0,0,0,float64,1,0,0,491
0.01,8,1.0,9.915322966244268e-07,1.7782794100389228,0.04576584235575484,A_alpha,BARAJADO,834.4600146913737,1053,4.414213562373094,-0.010050335853501452,0,0,0,float64,2,0,0,207
0.01,8,1.0,0.0011036110301719663,1.7782794100389228,0.04409824925923263,A_alpha,BARAJADO,1606.5539136170737,592,4.581138830084192,-0.0130250074318417,1,2,0,float64,3,1,1,500
0.01,8,1.0,1.9961086979546334e+24,1.7782794100389228,0.03858242537879851,A_alpha,BARAJADO,3.1248106453160584e+26,500,5.236067977499788,0.09254262820383127,10,5,1,float64,4,1,1,500
0.01,8,1.0,0.0015834709739228157,1.7782794100389228,0.05449538250299351,A_alpha,BARAJADO,2103.2450653689793,500,3.7071067811865483,-0.011747619295660103,3,3,0,float64,5,1,1,500
0.01,8,1.0,211.26789472893586,1.7782794100389228,0.05449538250299351,A_alpha,BARAJADO,357572.50864316575,500,3.7071067811865483,0.008952943547717602,10,5,1,float64,6,1,1,500
0.01,8,1.0,6657657991493.844,1.7782794100389228,0.05449538250299351,A_alpha,BARAJADO,2338171596914801.0,500,3.707106781186549,0.030008744725679125,10,5,1,float64,7,1,1,500
0.01,8,1.0,9.965101682212634e-07,1.7782794100389228,0.03944689815669394,A_alpha,BARAJADO,768.5469182649443,966,5.121320343559643,-0.010050335853501452,0,0,0,float64,8,0,0,141
0.01,8,1.0,9.967898792296513e-07,1.7782794100389228,0.05449538250299353,A_alpha,BARAJADO,875.3600053842133,1222,3.707106781186547,-0.010050335853501452,0,0,0,float64,9,0,0,130
0.01,8,1.0,9.905930716868919e-07,1.7782794100389228,0.044098249259232634,A_alpha,BARAJADO,913.4371590259309,1114,4.581138830084191,-0.010050335853501452,0,0,0,float64,10,0,0,183
0.01,8,1.0,9.232565193862321e+72,3.1622776601683795,0.050505050505050504,A_alpha,REAL,7.590936322236651e+74,500,4.0,0.336335116228622,8,5,1,float64,1,1,1,500
0.01,8,1.0,3.597181852529101e+67,3.1622776601683795,0.04576584235575484,A_alpha,REAL,3.103763884805453e+69,500,4.414213562373094,0.3132792567334112,6,4,1,float64,2,1,1,500
0.01,8,1.0,2.9203232690499064e+71,3.1622776601683795,0.04409824925923263,A_alpha,REAL,2.31123637542427e+73,500,4.581138830084192,0.33220080142999,6,4,1,float64,3,1,1,500
0.01,8,1.0,2.914870050852887e+115,3.1622776601683795,0.03858242537879851,A_alpha,REAL,3.479142144329237e+117,500,5.236067977499788,0.5318905404498624,15,6,1,float64,4,1,1,500
0.01,8,1.0,9.19009966063091e+72,3.1622776601683795,0.05449538250299351,A_alpha,REAL,7.556021523166097e+74,500,3.7071067811865483,0.3363351162286223,10,5,1,float64,5,1,1,500
0.01,8,1.0,1.4275429000279591e+75,3.1622776601683795,0.05449538250299351,A_alpha,REAL,1.3334739942648196e+77,500,3.7071067811865483,0.3462463519796887,15,6,1,float64,6,1,1,500
0.01,8,1.0,1.722362559026894e+82,3.1622776601683795,0.05449538250299351,A_alpha,REAL,1.4782638819030655e+84,500,3.707106781186549,0.3781612146551996,19,7,1,float64,7,1,1,500
0.01,8,1.0,2.3100351753008002e+67,3.1622776601683795,0.03944689815669394,A_alpha,REAL,1.993172445448629e+69,500,5.121320343559643,0.3132792567334112,6,4,1,float64,8,1,1,500
0.01,8,1.0,2.4094541188805486e+57,3.1622776601683795,0.05449538250299353,A_alpha,REAL,1.5680428303764342e+59,500,3.707106781186547,0.26471955655484386,9,5,1,float64,9,1,1,500
0.01,8,1.0,6.29925729139627e+71,3.1622776601683795,0.044098249259232634,A_alpha,REAL,4.9854318336367777e+73,500,4.581138830084191,0.33220080142999,6,4,1,float64,10,1,1,500
0.01,8,1.0,9.936164692892353e-07,3.1622776601683795,0.050505050505050504,A_alpha,BARAJADO,2683.140129987281,1460,4.0,-0.010050335853501452,0,0,0,float64,1,0,0,172
0.01,8,1.0,9.914433893593147e-07,3.1622776601683795,0.04576584235575484,A_alpha,BARAJADO,917.7159454619572,1106,4.414213562373094,-0.010050335853501452,0,0,0,float64,2,0,0,115
0.01,8,1.0,0.0001777910954030329,3.1622776601683795,0.04409824925923263,A_alpha,BARAJADO,1837.8568453828939,619,4.581138830084192,-0.019183985023697666,1,2,0,float64,3,1,1,500
0.01,8,1.0,6.109336177518715e+17,3.1622776601683795,0.03858242537879851,A_alpha,BARAJADO,1.5726610541244786e+20,500,5.236067977499788,0.07209459852028145,3,3,1,float64,4,1,1,500
0.01,8,1.0,9.992808863301915e-07,3.1622776601683795,0.05449538250299351,A_alpha,BARAJADO,2181.078905565276,1192,3.7071067811865483,-0.010050335853501452,0,0,0,float64,5,0,0,190
0.01,8,1.0,1.6373399622815008,3.1622776601683795,0.05449538250299351,A_alpha,BARAJADO,40751.5823545995,622,3.7071067811865483,-0.0030055814620412037,1,2,0,float64,6,1,1,500
0.01,8,1.0,5649999499146.445,3.1622776601683795,0.05449538250299351,A_alpha,BARAJADO,2703379163280039.0,500,3.707106781186549,0.014439952648815564,3,3,1,float64,7,1,1,500
0.01,8,1.0,9.979193032803303e-07,3.1622776601683795,0.03944689815669394,A_alpha,BARAJADO,803.3278875263973,1044,5.121320343559643,-0.010050335853501452,0,0,0,float64,8,0,0,83
0.01,8,1.0,9.954559709368297e-07,3.1622776601683795,0.05449538250299353,A_alpha,BARAJADO,876.6209810583618,1211,3.707106781186547,-0.010050335853501452,0,0,0,float64,9,0,0,76
0.01,8,1.0,9.99546767289947e-07,3.1622776601683795,0.044098249259232634,A_alpha,BARAJADO,907.7580861773253,1162,4.581138830084191,-0.010050335853501452,0,0,0,float64,10,0,0,92
0.01,8,1.0,3.458722260879425e+117,5.623413251903491,0.050505050505050504,A_alpha,REAL,2.8129394691563963e+119,500,4.0,0.5415991487875764,8,5,1,float64,1,1,1,500
0.01,8,1.0,6.959482499525631e+109,5.623413251903491,0.04576584235575484,A_alpha,REAL,5.934270535918053e+111,500,4.414213562373094,0.5080325066689972,6,4,1,float64,2,1,1,500
0.01,8,1.0,4.277001647988477e+115,5.623413251903491,0.04409824925923263,A_alpha,REAL,3.3477703969024193e+117,500,4.581138830084192,0.5356059066325419,6,4,1,float64,3,1,1,500
0.01,8,1.0,4.7644143378106336e+176,5.623413251903491,0.03858242537879851,A_alpha,REAL,5.651501902395798e+178,500,5.236067977499788,0.813769198522466,15,6,1,float64,4,1,1,500
0.01,8,1.0,3.4095352060306736e+117,5.623413251903491,0.05449538250299351,A_alpha,REAL,2.772936196988358e+119,500,3.7071067811865483,0.5415991487875764,10,5,1,float64,5,1,1,500
0.01,8,1.0,4.83935766456925e+120,5.623413251903491,0.05449538250299351,A_alpha,REAL,4.473148702693463e+122,500,3.7071067811865483,0.5559217833845052,15,6,1,float64,6,1,1,500
0.01,8,1.0,5.760787130011574e+130,5.623413251903491,0.05449538250299351,A_alpha,REAL,4.8977110117587564e+132,500,3.707106781186549,0.6016221055489198,19,7,1,float64,7,1,1,500
0.01,8,1.0,4.490632059865108e+109,5.623413251903491,0.03944689815669394,A_alpha,REAL,3.8291102136290905e+111,500,5.121320343559643,0.5080325066689972,6,4,1,float64,8,1,1,500
0.01,8,1.0,3.934325440392274e+94,5.623413251903491,0.05449538250299353,A_alpha,REAL,2.5239614792684915e+96,500,3.707106781186547,0.4361352097400004,9,5,1,float64,9,1,1,500
0.01,8,1.0,9.475118633213954e+115,5.623413251903491,0.044098249259232634,A_alpha,REAL,7.416532486568183e+117,500,4.581138830084191,0.5356059066325418,6,4,1,float64,10,1,1,500
0.01,8,1.0,9.980906786284856e-07,5.623413251903491,0.050505050505050504,A_alpha,BARAJADO,2203.0695587467876,1062,4.0,-0.010050335853501452,0,0,0,float64,1,0,0,270
0.01,8,1.0,9.958445403727397e-07,5.623413251903491,0.04576584235575484,A_alpha,BARAJADO,956.9543506200623,1110,4.414213562373094,-0.010050335853501452,0,0,0,float64,2,0,0,54
0.01,8,1.0,9.986908959325178e-07,5.623413251903491,0.04409824925923263,A_alpha,BARAJADO,2945.7789291872405,1101,4.581138830084192,-0.012514346272077809,0,0,0,float64,3,0,0,350
