metrica,n,spearman_rho,spearman_p,lineal_intercepto,lineal_pendiente,lineal_R2,cuadratico_c0,cuadratico_c1,cuadratico_c2,cuadratico_R2,mejora_R2_cuadratico_vs_lineal
fraccion_masa_en_sumideros,80,0.4549744899414362,2.235288365583363e-05,0.10306180346587537,-0.0059196679597592235,0.01066539054169191,0.06655690137382132,-0.015164819086658522,0.08201672050205988,0.6566935439687618,0.6460281534270699
kappa_v_agregado,80,0.3686530076421773,0.0007660442264648019,0.6556560020636787,-0.12640247868400062,0.029343907940994618,0.20547464897659184,-0.24041441695209526,1.0114367138494407,0.6221993021770803,0.5928553942360857
