patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
11,66133,1500,sin_local,-1,8,4.974,0.047,1,2.473,1,1.016,0.917,51.939,0.0967,4,17
11,66133,1500,local_barajado,12,8,3.811,0.055,1,2.76,1,0.95,0.916,29.451,0.051,4,20
11,66133,1500,local_marco_congelado,12,8,5.496,0.029,0,7.971,0,0.892,0.919,31.277,0.1603,4,20
15,66145,1500,local,7,8,4.621,0.034,1,4.8,1,0.802,0.921,18.464,0.2663,6,20
15,66145,1500,sin_local,-1,8,4.874,0.055,2,4.315,1,0.889,0.903,51.563,0.0872,3,17
15,66145,1500,local_barajado,7,8,3.593,0.055,1,4.907,1,1.084,0.903,17.341,0.0797,5,20
15,66145,1500,local_marco_congelado,7,8,4.185,0.038,0,7.956,0,1.019,0.911,18.552,0.2561,5,20
13,66139,1500,local,14,8,nan,0.039,1,2.624,1,0.683,0.917,36.299,0.1507,3,20
13,66139,1500,sin_local,-1,8,5.043,0.047,3,4.116,1,0.965,0.911,52.888,0.0883,4,17
13,66139,1500,local_barajado,14,8,4.098,0.047,1,3.926,1,1.024,0.915,34.371,0.0429,4,20
13,66139,1500,local_marco_congelado,14,8,5.278,0.046,0,7.952,0,0.939,0.917,35.787,0.1461,3,20
16,66148,1500,local,9,8,5.156,0.038,1,3.541,1,0.726,0.913,23.632,0.2038,4,20
16,66148,1500,sin_local,-1,8,4.92,0.048,1,3.203,1,1.029,0.915,51.568,0.0983,3,17
16,66148,1500,local_barajado,9,8,3.856,0.061,1,4.836,1,1.01,0.913,21.981,0.0591,5,20
16,66148,1500,local_marco_congelado,9,8,5.817,0.038,0,7.97,0,0.938,0.927,24.16,0.2134,4,20
14,66142,1500,local,14,8,5.248,0.043,1,2.9,1,0.736,0.921,36.229,0.1425,3,20
14,66142,1500,sin_local,-1,8,4.21,0.053,2,4.213,1,0.895,0.921,52.653,0.0985,4,17
14,66142,1500,local_barajado,14,8,4.083,0.044,1,2.393,1,1.179,0.925,34.581,0.0418,4,20
14,66142,1500,local_marco_congelado,14,8,5.291,0.041,0,7.96,0,0.844,0.915,35.941,0.1336,3,20
19,66157,1500,local,7,8,3.885,0.036,3,5.319,1,0.922,0.913,18.461,0.2756,5,20
19,66157,1500,sin_local,-1,8,4.749,0.048,1,2.889,1,0.796,0.907,50.219,0.105,3,17
19,66157,1500,local_barajado,7,8,3.604,0.059,1,5.026,1,1.014,0.902,17.283,0.077,5,20
19,66157,1500,local_marco_congelado,7,8,3.987,0.038,0,7.958,0,1.001,0.917,18.301,0.2762,6,20
17,66151,1500,local,11,8,5.366,0.035,1,3.192,1,0.907,0.923,29.229,0.167,4,20
17,66151,1500,sin_local,-1,8,4.408,0.049,1,5.287,1,0.904,0.924,49.064,0.0996,4,16
17,66151,1500,local_barajado,11,8,3.728,0.064,1,3.171,1,0.997,0.914,27.04,0.0496,4,20
17,66151,1500,local_marco_congelado,11,8,5.434,0.041,0,7.967,0,1.055,0.909,29.093,0.1643,3,20
18,66154,1500,local,11,8,4.532,0.04,1,3.71,1,0.81,0.91,28.672,0.178,4,20
18,66154,1500,sin_local,-1,8,4.721,0.047,1,3.102,1,0.854,0.903,49.512,0.0896,4,17
18,66154,1500,local_barajado,11,8,3.824,0.063,1,1.774,1,1.007,0.918,27.339,0.054,4,20
18,66154,1500,local_marco_congelado,11,8,5.511,0.038,0,7.945,0,1.113,0.919,29.307,0.1756,4,20
20,66160,1500,local,11,8,5.604,0.038,1,3.233,1,0.948,0.92,29.72,0.1792,4,20
20,66160,1500,sin_local,-1,8,4.847,0.051,1,3.048,1,0.859,0.912,51.536,0.0935,3,17
20,66160,1500,local_barajado,11,8,3.729,0.064,1,3.297,1,0.955,0.896,26.485,0.0603,4,20
20,66160,1500,local_marco_congelado,11,8,5.399,0.038,0,7.967,0,1.017,0.923,29.509,0.1652,4,20
22,66166,1500,local,9,8,5.54,0.029,3,4.859,1,0.862,0.908,23.744,0.1986,4,20
22,66166,1500,sin_local,-1,8,4.898,0.047,1,3.548,1,0.981,0.917,48.851,0.1054,3,16
22,66166,1500,local_barajado,9,8,3.716,0.05,1,4.55,1,0.823,0.921,22.347,0.0608,5,20
22,66166,1500,local_marco_congelado,9,8,4.131,0.041,0,7.981,0,1.023,0.907,23.459,0.1965,4,20
21,66163,1500,local,14,8,5.37,0.041,1,2.97,1,0.928,0.903,35.541,0.1455,3,20
21,66163,1500,sin_local,-1,8,4.069,0.054,3,5.013,1,0.821,0.907,51.677,0.0948,3,17
21,66163,1500,local_barajado,14,8,3.974,0.049,1,2.286,1,0.986,0.922,34.643,0.046,4,20
21,66163,1500,local_marco_congelado,14,8,5.379,0.041,0,7.965,0,0.797,0.909,35.723,0.1438,3,20
24,66172,1500,local,12,8,5.364,0.039,1,3.257,1,0.733,0.914,31.093,0.1635,4,20
24,66172,1500,sin_local,-1,8,4.862,0.053,1,3.628,1,1.086,0.913,48.2,0.0978,4,16
24,66172,1500,local_barajado,12,8,3.792,0.06,1,3.583,1,0.927,0.91,29.181,0.0428,4,20
24,66172,1500,local_marco_congelado,12,8,5.299,0.038,0,7.96,0,0.797,0.918,31.259,0.1661,4,20
23,66169,1500,local,14,8,4.929,0.046,1,3.787,1,0.882,0.913,35.544,0.1417,4,20
23,66169,1500,sin_local,-1,8,nan,0.049,2,5.055,1,0.864,0.913,52.328,0.0899,3,17
23,66169,1500,local_barajado,14,8,4.123,0.052,1,3.289,1,1.028,0.902,33.637,0.0459,4,20
23,66169,1500,local_marco_congelado,14,8,5.49,0.045,0,7.966,0,0.944,0.913,35.976,0.1409,3,20
27,66181,1500,local,6,8,3.382,0.04,1,6.272,1,0.871,0.907,15.467,0.3291,8,20
27,66181,1500,sin_local,-1,8,5.204,0.052,2,5.003,1,0.826,0.91,51.051,0.0889,3,17
27,66181,1500,local_barajado,6,8,3.345,0.053,1,4.469,1,1.16,0.919,15.197,0.0934,6,20
27,66181,1500,local_marco_congelado,6,8,2.885,0.04,0,7.971,0,1.101,0.91,15.584,0.3455,7,20
25,66175,1500,local,13,8,4.786,0.038,2,3.656,1,0.867,0.914,33.549,0.149,3,20
25,66175,1500,sin_local,-1,8,4.59,0.053,1,4.091,1,0.734,0.911,52.795,0.0836,3,17
25,66175,1500,local_barajado,13,8,3.972,0.053,1,3.118,1,0.842,0.906,31.549,0.0446,4,20
25,66175,1500,local_marco_congelado,13,8,5.404,0.044,0,7.962,0,0.994,0.917,33.589,0.1433,4,20
26,66178,1500,local,14,8,5.359,0.047,1,3.206,1,0.749,0.912,36.024,0.1341,3,20
26,66178,1500,sin_local,-1,8,4.97,0.051,2,4.723,1,1.072,0.915,48.104,0.0962,3,16
26,66178,1500,local_barajado,14,8,4.067,0.047,1,2.655,1,1.144,0.909,33.925,0.0514,1,20
26,66178,1500,local_marco_congelado,14,8,5.26,0.045,0,7.967,0,0.977,0.909,35.792,0.1437,4,20
29,66187,1500,local,8,8,5.492,0.031,1,4.585,1,0.784,0.917,21.123,0.2443,5,20
29,66187,1500,sin_local,-1,8,5.036,0.049,1,3.144,1,0.837,0.909,51.8,0.094,3,17
29,66187,1500,local_barajado,8,8,3.84,0.053,2,4.039,1,1.065,0.908,19.736,0.073,5,20
29,66187,1500,local_marco_congelado,8,8,4.976,0.03,0,7.969,0,1.124,0.914,20.936,0.2231,4,20
32,66196,1500,local,7,8,4.484,0.032,3,5.645,1,0.948,0.908,18.267,0.273,1,20
32,66196,1500,sin_local,-1,8,4.843,0.038,1,1.997,1,0.555,0.915,51.941,0.0905,4,17
32,66196,1500,local_barajado,7,8,3.544,0.059,1,4.189,1,1.089,0.907,17.341,0.0679,5,20
32,66196,1500,local_marco_congelado,7,8,4.262,0.03,0,7.954,0,0.846,0.9,18.227,0.2879,6,20
28,66184,1500,local,12,8,5.345,0.029,1,2.685,1,0.853,0.917,31.499,0.1571,3,20
28,66184,1500,sin_local,-1,8,4.862,0.077,1,2.58,1,1.207,0.914,52.624,0.0886,4,17
28,66184,1500,local_barajado,12,8,3.855,0.054,1,2.984,1,1.006,0.908,29.253,0.0481,4,20
28,66184,1500,local_marco_congelado,12,8,5.563,0.041,0,7.966,0,0.849,0.899,30.731,0.174,4,20
31,66193,1500,local,10,8,5.711,0.042,1,2.877,1,0.875,0.932,27.112,0.1957,4,20
31,66193,1500,sin_local,-1,8,nan,0.046,1,3.54,1,0.92,0.917,53.035,0.0967,3,17
31,66193,1500,local_barajado,10,8,3.709,0.055,1,3.811,1,1.104,0.929,25.064,0.0498,4,20
31,66193,1500,local_marco_congelado,10,8,5.076,0.037,0,7.946,0,0.954,0.921,26.408,0.1876,4,20
33,66199,1500,local,5,8,2.379,0.03,1,6.424,1,0.918,0.915,13.08,0.4449,13,20
33,66199,1500,sin_local,-1,8,4.899,0.056,1,4.432,1,0.848,0.905,51.467,0.0889,3,17
33,66199,1500,local_barajado,5,8,2.871,0.053,2,5.366,1,1.158,0.916,12.725,0.1114,7,20
33,66199,1500,local_marco_congelado,5,8,2.913,0.03,0,7.938,0,0.997,0.892,13.141,0.4515,10,20
30,66190,1500,local,13,8,5.434,0.032,1,2.874,1,0.599,0.909,33.349,0.147,3,20
30,66190,1500,sin_local,-1,8,5.033,0.043,2,3.63,1,0.867,0.907,51.621,0.0858,3,17
30,66190,1500,local_barajado,13,8,3.972,0.052,1,2.088,1,0.927,0.905,31.44,0.0511,4,20
30,66190,1500,local_marco_congelado,13,8,5.573,0.036,0,7.951,0,1.008,0.907,33.064,0.1502,4,20
36,66208,1500,local,8,8,4.099,0.029,2,5.031,1,0.846,0.905,21.096,0.2339,4,20
36,66208,1500,sin_local,-1,8,4.94,0.051,1,4.01,1,0.72,0.913,51.704,0.1078,3,17
36,66208,1500,local_barajado,8,8,3.805,0.057,1,3.364,1,1.016,0.926,20.232,0.0702,4,20
36,66208,1500,local_marco_congelado,8,8,5.703,0.022,0,7.978,0,1.116,0.923,21.269,0.2522,5,20
35,66205,1500,local,10,8,5.391,0.041,1,2.85,1,0.882,0.917,26.269,0.1846,4,20
35,66205,1500,sin_local,-1,8,4.125,0.049,1,3.675,1,0.874,0.911,51.811,0.0925,4,17
35,66205,1500,local_barajado,10,8,3.74,0.069,1,2.805,1,0.994,0.921,24.707,0.0526,4,20
35,66205,1500,local_marco_congelado,10,8,5.73,0.035,0,7.951,0,1.032,0.895,25.851,0.1878,4,20
38,66214,1500,local,8,8,4.403,0.037,1,4.646,1,0.97,0.92,21.2,0.238,5,20
38,66214,1500,sin_local,-1,8,5.11,0.047,2,3.683,1,0.634,0.901,50.445,0.0925,3,17
38,66214,1500,local_barajado,8,8,3.783,0.058,1,3.893,1,1.016,0.902,19.624,0.0689,5,20
38,66214,1500,local_marco_congelado,8,8,5.025,0.037,0,7.96,0,1.015,0.899,20.499,0.2213,5,20
34,66202,1500,local,13,8,4.757,0.035,1,2.8,1,0.741,0.912,33.539,0.1389,4,20
34,66202,1500,sin_local,-1,8,4.958,0.048,2,4.497,1,0.942,0.903,50.469,0.0884,3,17
34,66202,1500,local_barajado,13,8,3.99,0.055,1,3.356,1,0.976,0.906,31.539,0.0508,4,20
34,66202,1500,local_marco_congelado,13,8,5.262,0.038,0,7.951,0,0.914,0.916,33.16,0.1419,3,20
37,66211,1500,local,11,8,4.236,0.042,1,4.863,1,0.836,0.919,28.96,0.1717,4,20
37,66211,1500,sin_local,-1,8,4.917,0.046,1,4.243,1,0.871,0.918,51.584,0.0961,3,17
37,66211,1500,local_barajado,11,8,3.758,0.063,1,3.41,1,0.959,0.919,27.048,0.0492,4,20
37,66211,1500,local_marco_congelado,11,8,5.651,0.042,0,7.957,0,0.849,0.913,28.984,0.1665,4,20
39,66217,1500,local,9,8,5.017,0.032,1,2.65,1,0.918,0.907,23.419,0.2007,4,20
39,66217,1500,sin_local,-1,8,4.822,0.051,2,4.845,1,0.98,0.907,52.405,0.0877,3,17
39,66217,1500,local_barajado,9,8,3.795,0.06,1,3.427,1,0.966,0.915,22.32,0.0487,5,20
39,66217,1500,local_marco_congelado,9,8,4.979,0.028,0,7.951,0,0.963,0.906,23.533,0.2056,4,20
45,66235,1500,local,5,8,2.58,0.029,1,6.32,1,0.74,0.897,12.936,0.4674,15,20
45,66235,1500,sin_local,-1,8,4.467,0.053,1,2.975,1,1.025,0.919,48.632,0.0993,3,16
45,66235,1500,local_barajado,5,8,2.918,0.05,1,5.0,1,1.185,0.907,12.6,0.1047,6,20
45,66235,1500,local_marco_congelado,5,8,2.975,0.025,0,7.96,0,1.054,0.902,13.013,0.4644,14,20
41,66223,1500,local,13,8,5.22,0.045,1,2.399,1,0.943,0.9,32.888,0.1415,4,20
41,66223,1500,sin_local,-1,8,4.857,0.051,4,5.741,1,0.938,0.924,48.368,0.1,3,16
41,66223,1500,local_barajado,13,8,3.959,0.046,1,2.219,1,1.046,0.902,31.512,0.0447,4,20
41,66223,1500,local_marco_congelado,13,8,5.066,0.04,0,7.966,0,1.025,0.903,33.152,0.152,4,20
40,66220,1500,local,14,8,5.394,0.038,1,2.927,1,0.921,0.917,36.029,0.1379,3,20
40,66220,1500,sin_local,-1,8,4.964,0.051,1,4.066,1,1.146,0.904,51.776,0.0916,3,17
40,66220,1500,local_barajado,14,8,3.908,0.044,1,1.644,1,0.705,0.911,33.88,0.0422,4,20
40,66220,1500,local_marco_congelado,14,8,5.063,0.04,0,7.955,0,0.905,0.913,35.608,0.1403,4,20
42,66226,1500,local,13,8,4.818,0.041,1,2.666,1,0.74,0.916,33.64,0.1376,4,20
42,66226,1500,sin_local,-1,8,nan,0.05,1,4.065,1,0.692,0.906,50.701,0.0944,3,17
42,66226,1500,local_barajado,13,8,3.906,0.046,1,3.002,1,0.977,0.917,31.997,0.0407,4,20
42,66226,1500,local_marco_congelado,13,8,5.531,0.045,0,7.936,0,1.007,0.907,33.717,0.141,4,20
43,66229,1500,local,14,8,5.308,0.037,1,2.963,1,0.705,0.915,36.037,0.1385,3,20
43,66229,1500,sin_local,-1,8,4.886,0.05,2,4.055,1,0.869,0.904,52.048,0.0857,4,17
43,66229,1500,local_barajado,14,8,4.107,0.046,1,2.205,1,0.924,0.917,34.387,0.0458,4,20
43,66229,1500,local_marco_congelado,14,8,5.119,0.044,0,7.974,0,0.876,0.909,35.853,0.1342,3,20
44,66232,1500,local,14,8,5.363,0.045,1,2.988,1,0.674,0.911,35.88,0.1338,4,20
44,66232,1500,sin_local,-1,8,4.984,0.043,2,5.212,1,0.955,0.92,48.011,0.0995,3,16
44,66232,1500,local_barajado,14,8,3.756,0.049,1,2.926,1,1.075,0.915,34.192,0.0465,4,20
44,66232,1500,local_marco_congelado,14,8,5.432,0.043,0,7.974,0,1.019,0.907,35.595,0.1434,4,20
48,66244,1500,local,5,8,3.399,0.029,1,6.364,1,0.905,0.894,13.373,0.4329,10,20
48,66244,1500,sin_local,-1,8,5.266,0.043,2,3.822,1,0.766,0.908,49.579,0.094,2,17
48,66244,1500,local_barajado,5,8,2.95,0.054,1,5.223,1,1.028,0.902,12.507,0.1081,6,20
48,66244,1500,local_marco_congelado,5,8,3.05,0.027,0,7.962,0,0.978,0.888,12.912,0.4736,13,20
46,66238,1500,local,14,8,5.339,0.044,1,3.124,1,0.856,0.915,36.043,0.1301,4,20
46,66238,1500,sin_local,-1,8,4.841,0.049,2,4.841,1,1.06,0.913,48.288,0.0986,4,16
46,66238,1500,local_barajado,14,8,3.965,0.051,3,4.19,1,0.961,0.913,33.821,0.0466,4,20
46,66238,1500,local_marco_congelado,14,8,5.172,0.044,0,7.963,0,0.914,0.918,35.912,0.1363,4,20
51,66253,1500,local,6,8,4.302,0.015,1,5.18,1,0.981,0.92,15.88,0.3239,7,20
51,66253,1500,sin_local,-1,8,4.346,0.046,1,4.033,1,0.883,0.914,48.024,0.0966,4,16
51,66253,1500,local_barajado,6,8,3.277,0.055,1,4.28,1,1.164,0.911,15.123,0.083,5,20
51,66253,1500,local_marco_congelado,6,8,3.974,0.034,0,7.942,0,0.997,0.913,15.317,0.3551,7,20
49,66247,1500,local,9,8,5.403,0.028,1,2.502,1,1.019,0.902,23.704,0.1992,4,20
49,66247,1500,sin_local,-1,8,4.732,0.046,3,5.06,1,0.851,0.915,52.467,0.0906,3,17
49,66247,1500,local_barajado,9,8,3.523,0.06,3,4.164,1,0.998,0.907,22.077,0.053,4,20
49,66247,1500,local_marco_congelado,9,8,5.476,0.03,0,7.942,0,0.95,0.917,23.821,0.2089,5,20
47,66241,1500,local,14,8,5.313,0.041,1,3.021,1,0.769,0.917,36.371,0.1447,4,20
47,66241,1500,sin_local,-1,8,4.905,0.049,1,5.397,1,0.876,0.923,48.325,0.0951,4,16
47,66241,1500,local_barajado,14,8,3.812,0.048,1,3.775,1,1.035,0.904,33.461,0.0444,4,20
47,66241,1500,local_marco_congelado,14,8,5.405,0.04,0,7.962,0,0.97,0.923,36.451,0.1378,3,20
50,66250,1500,local,10,8,4.489,0.038,2,4.478,1,0.84,0.921,26.549,0.1856,4,20
50,66250,1500,sin_local,-1,8,4.834,0.047,1,3.933,1,0.947,0.905,51.413,0.0876,3,17
50,66250,1500,local_barajado,10,8,3.686,0.059,1,4.051,1,1.184,0.919,24.8,0.0508,4,20
50,66250,1500,local_marco_congelado,10,8,4.533,0.04,0,7.982,0,0.886,0.913,26.264,0.1826,4,20
52,66256,1500,local,8,8,4.683,0.042,1,3.715,1,0.891,0.911,20.928,0.2271,5,20
52,66256,1500,sin_local,-1,8,4.778,0.05,2,3.849,1,1.005,0.899,50.491,0.0924,4,17
52,66256,1500,local_barajado,8,8,3.805,0.058,1,3.246,1,0.878,0.915,19.872,0.0616,4,20
52,66256,1500,local_marco_congelado,8,8,4.538,0.045,0,7.951,0,1.062,0.896,20.389,0.2158,5,20
54,66262,1500,local,5,8,2.749,0.029,1,5.501,1,0.7,0.903,13.304,0.4797,14,20
54,66262,1500,sin_local,-1,8,4.815,0.046,1,3.905,1,0.877,0.913,53.211,0.0895,3,17
54,66262,1500,local_barajado,5,8,2.885,0.053,2,5.254,1,1.132,0.925,12.699,0.1052,6,20
54,66262,1500,local_marco_congelado,5,8,2.352,0.033,0,7.964,0,1.025,0.913,13.024,0.4662,16,20
55,66265,1500,local,9,8,5.317,0.029,2,3.984,1,0.764,0.918,23.848,0.2047,4,20
55,66265,1500,sin_local,-1,8,5.063,0.046,1,4.12,1,0.934,0.889,49.245,0.0938,4,17
55,66265,1500,local_barajado,9,8,3.521,0.059,1,3.092,1,1.116,0.915,22.347,0.0516,4,20
55,66265,1500,local_marco_congelado,9,8,5.198,0.035,0,7.954,0,1.021,0.915,23.984,0.2025,4,20
53,66259,1500,local,10,8,5.312,0.041,1,2.149,1,1.172,0.909,26.133,0.18,4,20
53,66259,1500,sin_local,-1,8,4.948,0.044,1,4.59,1,0.832,0.913,52.416,0.0998,3,17
53,66259,1500,local_barajado,10,8,3.65,0.056,1,3.124,1,1.083,0.918,24.763,0.0551,4,20
53,66259,1500,local_marco_congelado,10,8,5.767,0.038,0,7.97,0,1.01,0.933,27.181,0.193,4,20
57,66271,1500,local,11,8,5.082,0.041,1,2.624,1,0.623,0.921,29.168,0.1552,4,20
57,66271,1500,sin_local,-1,8,4.658,0.05,1,3.723,1,0.854,0.904,51.339,0.0914,3,17
57,66271,1500,local_barajado,11,8,3.833,0.064,1,3.529,1,1.031,0.909,26.981,0.0503,4,20
57,66271,1500,local_marco_congelado,11,8,5.53,0.035,0,7.957,0,0.945,0.923,29.456,0.1678,4,20
59,66277,1500,local,8,8,5.525,0.031,2,4.325,1,0.829,0.909,21.112,0.2409,4,20
59,66277,1500,sin_local,-1,8,5.038,0.05,1,4.51,1,0.942,0.909,52.053,0.0876,3,17
59,66277,1500,local_barajado,8,8,3.815,0.057,1,3.417,1,1.107,0.906,19.704,0.0652,5,20
59,66277,1500,local_marco_congelado,8,8,5.114,0.029,0,7.972,0,0.943,0.899,20.653,0.2394,5,20
56,66268,1500,local,11,8,5.0,0.034,1,2.97,1,0.754,0.905,28.685,0.1626,4,20
56,66268,1500,sin_local,-1,8,4.94,0.051,1,5.542,1,1.054,0.905,52.584,0.0842,3,17
56,66268,1500,local_barajado,11,8,3.795,0.066,2,3.779,1,1.132,0.898,26.587,0.0512,4,20
56,66268,1500,local_marco_congelado,11,8,5.642,0.036,0,7.96,0,0.955,0.918,29.643,0.1728,3,20
58,66274,1500,local,11,8,5.578,0.032,1,3.869,1,0.827,0.913,29.2,0.1855,4,20
58,66274,1500,sin_local,-1,8,4.982,0.047,1,3.97,1,0.955,0.916,52.197,0.0826,4,17
58,66274,1500,local_barajado,11,8,3.795,0.062,1,3.579,1,1.002,0.919,27.12,0.0503,4,20
58,66274,1500,local_marco_congelado,11,8,5.372,0.039,0,7.959,0,1.027,0.892,28.056,0.1684,4,20
62,66286,1500,local,5,8,2.488,0.037,1,6.624,1,0.839,0.918,13.027,0.4332,15,20
62,66286,1500,sin_local,-1,8,4.821,0.047,1,3.781,1,1.002,0.913,48.181,0.1031,4,16
62,66286,1500,local_barajado,5,8,2.911,0.055,1,4.606,1,1.116,0.909,12.619,0.1116,6,20
62,66286,1500,local_marco_congelado,5,8,2.457,0.035,0,7.969,0,0.967,0.916,13.048,0.4381,12,20
65,66295,1500,local,5,8,2.329,0.033,1,6.792,1,0.8,0.895,12.851,0.488,14,20
65,66295,1500,sin_local,-1,8,nan,0.045,2,4.95,1,0.963,0.904,51.555,0.1006,3,17
65,66295,1500,local_barajado,5,8,3.009,0.052,1,4.148,1,1.145,0.914,12.635,0.0959,6,20
65,66295,1500,local_marco_congelado,5,8,2.755,0.029,0,7.976,0,1.121,0.93,13.341,0.4535,13,20
61,66283,1500,local,12,8,5.277,0.044,1,3.037,1,0.812,0.917,31.195,0.1621,4,20
61,66283,1500,sin_local,-1,8,4.702,0.052,1,2.943,1,0.715,0.919,52.472,0.0863,4,17
61,66283,1500,local_barajado,12,8,3.823,0.053,1,2.967,1,0.895,0.901,28.843,0.0504,4,20
61,66283,1500,local_marco_congelado,12,8,5.416,0.046,0,7.971,0,1.177,0.914,30.971,0.1537,4,20
63,66289,1500,local,8,8,4.619,0.038,1,4.491,1,1.04,0.91,20.888,0.2306,5,20
