cfg_id,familia,ndim,L,seed,n_pasos,K,J,noise,vecindad,F,kmata,Du,Dv,dt,siembra,k_pico_real,prominencia_pico_real,nitidez_pico_real,entropia_espectral_real,exponente_ley_potencias_real,anisotropia_real,aniso_maxmin_real,ang_pico_real,boxdim_occ5_real,boxdim_occ10_real,boxdim_occ25_real,boxdim_occ50_real,entropia_bloques_real,masa_radio_alfa_real,xi_real,xi_saturada_real,std_valores_real,k_pico_null,prominencia_pico_null,nitidez_pico_null,entropia_espectral_null,exponente_ley_potencias_null,anisotropia_null,aniso_maxmin_null,ang_pico_null,boxdim_occ5_null,boxdim_occ10_null,boxdim_occ25_null,boxdim_occ50_null,entropia_bloques_null,masa_radio_alfa_null,xi_null,xi_saturada_null,std_valores_null,qc_real,qc_null,auc_gigante_real,auc_gigante_null,max_dif_gigante,q_max_dif,entropia_traj,entropia_inicio,entropia_final,entropia_delta
FASE00,FASE,2,128,1508,400,6,0.8,0.05,4,,,,,,,1.0,1363.5847122473808,1.0,0.3059594260035507,-1.9521108616463752,0.5269014981760657,0.7592641648091417,60.0,1.1423731643588715,1.3370928206353119,1.6131799296424942,1.818870675482667,0.8508007115763974,1.9013985785330119,9.0,False,0.09300992166548949,11.0,1.4067488805542914,5.181818181818182,0.9957670173189918,0.07524559727525333,0.14093172624582015,0.45370615915246265,140.0,1.1523481818318917,1.3845207758551457,1.6668931903369084,1.8490009310620243,0.9991274632974528,1.9761593260527706,1.0,False,0.09300992166548949,0.45,0.6,0.5223569993397258,0.35661345555130536,0.5713017423149485,0.55,"{""8"": 0.79469, ""40"": 0.72918, ""100"": 0.78016, ""200"": 0.80772, ""400"": 0.8508}",0.79469,0.8508,0.05611
FASE00,FASE,2,128,2508,400,6,0.8,0.05,4,,,,,,,2.0,598.3908420962817,1.0,0.42138023572374184,-2.117885900992789,0.9952345554888776,0.9021341288640196,0.0,1.1388365397404312,1.3501508867710468,1.6169048813513,1.8195430536306345,0.8529924061717528,1.882707803535033,7.0,False,0.0920030855033443,6.0,1.4320565066455393,10.166666666666666,0.9980679016806034,0.045039612028822056,0.14621851946204137,0.3415307666110292,165.0,1.147487125133554,1.3831966045466593,1.6662260091460726,1.8489364242400443,0.999393589233632,1.9676183953528177,1.0,False,0.0920030855033443,0.5,0.6,0.497070549793239,0.3632389247210442,0.6280517578125,0.5,"{""8"": 0.79778, ""40"": 0.71744, ""100"": 0.80426, ""200"": 0.82849, ""400"": 0.85299}",0.79778,0.85299,0.05521
FASE00,FASE,2,128,3508,400,6,0.8,0.05,4,,,,,,,1.0,2264.6448367152266,1.0,0.24688299780483822,-2.0065620783148606,0.8554243871916425,0.834270872543291,90.0,1.1380714149720288,1.34968064710236,1.6223345537808724,1.8148725867934405,0.8334588111847884,1.8910857905267304,15.0,False,0.10555967938668012,2.0,1.554732647139776,2.5,0.9966995947055524,-0.06402728753749343,0.1692285381014113,0.2912673072315029,175.0,1.1539711556601744,1.3863337244405975,1.6672726859827165,1.848807309558584,0.9995109332528558,1.9758059611264058,1.0,False,0.10555967938668014,0.45,0.65,0.5247433062021717,0.35710345911753083,0.6301187437576296,0.55,"{""8"": 0.79414, ""40"": 0.73921, ""100"": 0.77821, ""200"": 0.78548, ""400"": 0.83346}",0.79414,0.83346,0.03932
FASE01,FASE,2,128,1545,400,6,0.8,0.2,4,,,,,,,2.0,233.29239466092355,1.5,0.5479784288191938,-1.9438635946746519,0.684754678292591,0.8545825753839037,60.0,1.1228709217263229,1.339028519749643,1.6266467658495178,1.8287529207690931,0.9085199850238235,1.864450337898848,3.0,False,0.304979750913632,3.0,1.471855253189506,20.666666666666668,0.9955600914336279,0.061192244211534914,0.1602537893429896,0.31992072323814197,145.0,1.150995464165933,1.3840034171529292,1.668203715392017,1.8498684956243414,0.9992127153009853,1.9804293031782954,1.0,False,0.304979750913632,0.7,0.65,0.38643198844364746,0.3417252514630243,-0.4583528969856325,0.65,"{""8"": 0.91697, ""40"": 0.93632, ""100"": 0.92394, ""200"": 0.94079, ""400"": 0.90852}",0.91697,0.90852,-0.00845
FASE01,FASE,2,128,2545,400,6,0.8,0.2,4,,,,,,,1.0,242.8120654734942,2.0,0.5359913342828966,-1.8941413330535686,0.5537256317600665,0.7534566927225043,150.0,1.1240464560235341,1.338518469021072,1.6232684542694615,1.8261854285780348,0.901134732158954,1.8894178026362223,3.0,False,0.30887398063622745,12.0,1.2277085969835435,5.083333333333333,0.9971022779959791,0.13979617880775577,0.12869426523915115,0.27102750347336385,40.0,1.1525505150239372,1.385968687264229,1.6669339013113882,1.8492907960663214,0.9988759763947549,1.9860465662074522,1.0,False,0.30887398063622745,0.65,0.6,0.4009354934102732,0.3603583649707803,0.2872314453125,0.5,"{""8"": 0.92161, ""40"": 0.92147, ""100"": 0.93064, ""200"": 0.9213, ""400"": 0.90113}",0.92161,0.90113,-0.02048
FASE01,FASE,2,128,3545,400,6,0.8,0.2,4,,,,,,,1.0,183.12982251578768,3.0,0.5686747240080223,-1.7364063982846398,0.5069892852868509,0.7037049581617302,70.0,1.122768578557458,1.342391370773494,1.629258263061401,1.8310622154304266,0.9208953927311393,1.864033639880309,2.0,False,0.29525128633579206,2.0,1.7972866494894522,2.0,0.9966734520379295,-0.11229296660230959,0.1820136300297949,0.527810201532133,130.0,1.1533130590013398,1.3851317635063234,1.6680127186845024,1.8499645170410468,0.9989913170807492,1.9845250558782297,1.0,False,0.29525128633579206,0.6,0.6,0.4140950079777755,0.35671925110525105,0.3121740095438908,0.55,"{""8"": 0.92454, ""40"": 0.92552, ""100"": 0.92044, ""200"": 0.92935, ""400"": 0.9209}",0.92454,0.9209,-0.00365
FASE02,FASE,2,128,1794,400,6,0.5,0.1,4,,,,,,,2.0,224.73147942421173,1.0,0.5374879196476168,-1.8690697291175629,0.5546692011631904,0.7942170592855082,0.0,1.1157490361131719,1.340565757208394,1.6252320736001415,1.824934236325878,0.8928660816955882,1.8411644876335367,3.0,False,0.1748021930675844,8.0,1.45037163710171,7.25,0.9961439855630142,0.032854951395814964,0.14507415162098133,0.30594804301791073,175.0,1.149907819320991,1.3824579281041454,1.6654921007354728,1.8485486750592146,0.9995081756300349,1.974254717289368,1.0,False,0.1748021930675844,0.6,0.6,0.43546307309199506,0.3692489119383578,0.2105712890625,0.5,"{""8"": 0.85114, ""40"": 0.87537, ""100"": 0.89492, ""200"": 0.89342, ""400"": 0.89287}",0.85114,0.89287,0.04172
FASE02,FASE,2,128,2794,400,6,0.5,0.1,4,,,,,,,1.0,150.60823075018092,3.0,0.6084698558484196,-1.7912802472055693,0.3715987375589391,0.6327798919135106,114.99999999999999,1.1197637611696822,1.3346432224821652,1.623388864275591,1.8276426425037788,0.9029974209379198,1.8670326445482677,3.0,False,0.16692956386358968,1.0,1.3906996724324296,63.0,0.9981992048846253,0.03827274854034507,0.17273494129860067,0.32562137918095024,5.0,1.1497778455420107,1.3840558671241812,1.6663219002600342,1.8491942498740914,0.9993102710034627,1.9844758056190068,1.0,False,0.1669295638635897,0.5,0.6,0.48235343537139697,0.3687118373458037,0.5157030296304517,0.55,"{""8"": 0.85385, ""40"": 0.86885, ""100"": 0.87954, ""200"": 0.88707, ""400"": 0.903}",0.85385,0.903,0.04915
FASE02,FASE,2,128,3794,400,6,0.5,0.1,4,,,,,,,1.0,275.7890338331727,1.0,0.5413304920510592,-1.7844947560733548,0.44214753559232944,0.7225002355639988,160.0,1.1186125590144493,1.3327731976818822,1.6209886319067488,1.825716038514091,0.888480470629722,1.8462233035267857,3.0,False,0.17041644579948936,3.0,1.5306198237,1.3333333333333333,0.9961246639254424,-0.07328714646089682,0.14141503859507612,0.3673898925119094,40.0,1.1520934449290394,1.3862635095812872,1.6672990880002603,1.8494112656336528,0.999333542281789,1.972395357823874,1.0,False,0.17041644579948936,0.5,0.65,0.4656959131427911,0.3477855918918642,0.6590833425812895,0.55,"{""8"": 0.85376, ""40"": 0.86886, ""100"": 0.88934, ""200"": 0.90112, ""400"": 0.88848}",0.85376,0.88848,0.03472
FASE03,FASE,2,128,1979,400,6,0.5,0.35,4,,,,,,,1.0,33.49910864500068,3.0,0.7913129758625914,-1.2954831116273624,0.2452867844260622,0.5236796357766292,10.0,1.1228985914816088,1.3462005673945698,1.6339874083585308,1.8343384569411632,0.9364891072989093,1.917077323841827,2.0,False,0.463715859178275,2.0,1.5200128980778838,3.5,0.9974759317093256,-0.08936492694731854,0.1495163840697571,0.3449224084833109,120.0,1.1532177770853786,1.3870786617267332,1.6672761813624521,1.8484839318247868,0.9989501123366837,1.956213287664406,1.0,False,0.463715859178275,0.6,0.65,0.36716406046593764,0.34955946458518583,-0.13775941402948633,0.65,"{""8"": 0.96591, ""40"": 0.94376, ""100"": 0.93939, ""200"": 0.93909, ""400"": 0.93649}",0.96591,0.93649,-0.02942
