point_id,dim,K,seed,exp_paso,frame_burgers,frame_burgers_null,n_ciclos,long_media,N
122,d4,5,2,1,1.1447,1.49267,400,6.84,256
122,d4,5,2,2,1.1754,1.50855,368,7.34,256
122,d4,5,2,3,1.12889,1.49068,306,7.64,256
123,d4,5,3,0,1.09806,1.47588,400,6.61,256
123,d4,5,3,1,1.05072,1.53235,400,6.51,256
123,d4,5,3,2,1.12007,1.49867,368,6.92,256
123,d4,5,3,3,1.12217,1.57194,306,7.59,256
124,d4,5,4,0,1.13208,1.52349,400,6.49,256
124,d4,5,4,1,1.0727,1.46177,400,6.68,256
124,d4,5,4,2,1.06321,1.54521,368,6.95,256
124,d4,5,4,3,1.12529,1.49766,306,7.41,256
125,d4,5,5,0,1.1406,1.50649,400,6.51,256
125,d4,5,5,1,1.16306,1.5225,400,6.71,256
125,d4,5,5,2,1.09919,1.52321,368,7.03,256
125,d4,5,5,3,1.18155,1.48354,306,7.31,256
126,d4,5,6,0,1.1218,1.56071,400,6.51,256
126,d4,5,6,1,1.10583,1.48584,400,6.8,256
126,d4,5,6,2,1.14663,1.5366,368,7.29,256
126,d4,5,6,3,1.13785,1.517,306,7.61,256
127,d4,5,7,0,1.1381,1.48542,400,6.62,256
127,d4,5,7,1,1.15759,1.52098,400,6.93,256
127,d4,5,7,2,1.1607,1.53831,368,7.23,256
127,d4,5,7,3,1.19387,1.52333,307,7.4,256
130,curv,2,2,0,0.0,1.5317,400,4.34,361
130,curv,2,2,1,0.0,1.58187,400,4.34,361
130,curv,2,2,2,0.0,1.51565,333,4.56,361
130,curv,2,2,3,0.0,1.6775,268,4.58,361
131,curv,2,3,0,0.0,1.54773,400,4.29,361
131,curv,2,3,1,0.0,1.50735,400,4.42,361
131,curv,2,3,2,0.0,1.56839,334,4.52,361
131,curv,2,3,3,0.0,1.5836,268,4.49,361
132,curv,2,4,0,0.0,1.59412,400,4.34,361
132,curv,2,4,1,0.0,1.56889,400,4.39,361
132,curv,2,4,2,0.0,1.6787,333,4.59,361
132,curv,2,4,3,0.0,1.5733,269,4.66,361
133,curv,2,5,0,0.0,1.64985,400,4.31,361
133,curv,2,5,1,0.0,1.52996,400,4.41,361
133,curv,2,5,2,0.0,1.50387,335,4.58,361
133,curv,2,5,3,0.0,1.55865,268,4.75,361
134,curv,2,6,0,0.0,1.56501,400,4.31,361
134,curv,2,6,1,0.0,1.50407,400,4.45,361
134,curv,2,6,2,0.0,1.66491,333,4.5,361
134,curv,2,6,3,0.0,1.52914,264,4.73,361
135,curv,2,7,0,0.0,1.44942,400,4.29,361
135,curv,2,7,1,0.0,1.5846,400,4.43,361
135,curv,2,7,2,0.0,1.59614,332,4.55,361
135,curv,2,7,3,0.0,1.56077,268,4.58,361
137,curv,3,1,0,0.90478,1.57115,400,4.32,361
137,curv,3,1,1,0.94555,1.56362,400,4.43,361
137,curv,3,1,2,0.97943,1.56422,332,4.49,361
137,curv,3,1,3,0.93882,1.50709,265,4.66,361
138,curv,3,2,0,0.94911,1.54105,400,4.3,361
138,curv,3,2,1,0.9069,1.55467,400,4.51,361
138,curv,3,2,2,0.87907,1.6024,332,4.57,361
138,curv,3,2,3,0.86543,1.57244,264,4.62,361
136,curv,3,0,0,0.92408,1.47851,400,4.3,361
136,curv,3,0,1,0.92122,1.46899,400,4.38,361
136,curv,3,0,2,0.99596,1.5174,333,4.52,361
136,curv,3,0,3,0.94153,1.61534,269,4.59,361
139,curv,3,3,0,0.93574,1.49767,400,4.29,361
139,curv,3,3,1,0.96527,1.56703,400,4.49,361
139,curv,3,3,2,0.98782,1.51486,336,4.53,361
139,curv,3,3,3,0.99254,1.49399,271,4.63,361
140,curv,3,4,0,0.92895,1.54075,400,4.26,361
140,curv,3,4,1,1.00327,1.50566,400,4.42,361
140,curv,3,4,2,0.98908,1.48712,333,4.54,361
140,curv,3,4,3,0.91442,1.5928,265,4.73,361
141,curv,3,5,0,0.89622,1.52762,400,4.34,361
141,curv,3,5,1,0.9228,1.56508,400,4.47,361
141,curv,3,5,2,0.89751,1.58993,333,4.64,361
141,curv,3,5,3,0.868,1.5847,266,4.82,361
142,curv,3,6,0,0.88875,1.59585,400,4.32,361
142,curv,3,6,1,0.92409,1.56675,400,4.34,361
142,curv,3,6,2,0.93575,1.52415,332,4.39,361
142,curv,3,6,3,0.9402,1.53012,272,4.65,361
143,curv,3,7,0,0.93585,1.58617,400,4.33,361
143,curv,3,7,1,0.94619,1.55816,400,4.46,361
143,curv,3,7,2,0.91526,1.49929,333,4.65,361
143,curv,3,7,3,0.9654,1.48665,266,4.74,361
144,curv,4,0,0,1.01111,1.52127,400,4.29,361
144,curv,4,0,1,1.00278,1.46114,400,4.39,361
144,curv,4,0,2,0.98374,1.47673,334,4.56,361
144,curv,4,0,3,0.98677,1.49945,269,4.67,361
145,curv,4,1,0,0.98811,1.49353,400,4.29,361
145,curv,4,1,1,1.00801,1.50286,400,4.4,361
145,curv,4,1,2,1.02752,1.5192,333,4.62,361
145,curv,4,1,3,1.04793,1.49514,265,4.77,361
146,curv,4,2,0,0.91626,1.48088,400,4.3,361
146,curv,4,2,1,0.92524,1.48328,400,4.44,361
146,curv,4,2,2,0.94838,1.4689,335,4.54,361
146,curv,4,2,3,0.96392,1.47204,268,4.74,361
147,curv,4,3,0,0.9562,1.4834,400,4.32,361
147,curv,4,3,1,0.99355,1.53125,400,4.49,361
147,curv,4,3,2,0.95903,1.53093,332,4.66,361
147,curv,4,3,3,0.97079,1.48904,267,4.95,361
148,curv,4,4,0,0.92278,1.44424,400,4.31,361
148,curv,4,4,1,0.94278,1.50007,400,4.34,361
148,curv,4,4,2,0.91449,1.48129,333,4.48,361
148,curv,4,4,3,0.9748,1.43489,266,4.66,361
149,curv,4,5,0,0.91953,1.47163,400,4.28,361
149,curv,4,5,1,0.95547,1.48119,400,4.42,361
149,curv,4,5,2,0.9429,1.41885,332,4.47,361
149,curv,4,5,3,0.95037,1.45565,264,4.65,361
150,curv,4,6,0,0.96982,1.46962,400,4.26,361
150,curv,4,6,1,0.96942,1.43153,400,4.44,361
150,curv,4,6,2,0.98894,1.47229,334,4.67,361
150,curv,4,6,3,0.97122,1.42473,269,4.69,361
151,curv,4,7,0,0.93647,1.48149,400,4.31,361
151,curv,4,7,1,0.94547,1.50917,400,4.49,361
151,curv,4,7,2,0.94888,1.50529,333,4.65,361
151,curv,4,7,3,0.94852,1.48094,265,4.95,361
152,curv,5,0,0,0.97266,1.43183,400,4.31,361
152,curv,5,0,1,0.97765,1.41487,400,4.37,361
152,curv,5,0,2,0.97247,1.45369,332,4.52,361
152,curv,5,0,3,0.98242,1.40907,266,4.66,361
153,curv,5,1,0,0.84867,1.4462,400,4.36,361
153,curv,5,1,1,0.86306,1.43533,400,4.38,361
153,curv,5,1,2,0.90015,1.39741,332,4.38,361
153,curv,5,1,3,0.90945,1.42097,267,4.53,361
154,curv,5,2,0,0.92947,1.38708,400,4.3,361
154,curv,5,2,1,0.92737,1.40124,400,4.45,361
154,curv,5,2,2,0.92928,1.38456,334,4.56,361
154,curv,5,2,3,0.95187,1.41043,267,4.49,361
155,curv,5,3,0,1.054,1.3969,400,4.33,361
155,curv,5,3,1,1.03276,1.43753,400,4.42,361
155,curv,5,3,2,1.07486,1.41631,332,4.56,361
155,curv,5,3,3,0.98379,1.40982,268,4.65,361
156,curv,5,4,0,0.89667,1.45382,400,4.34,361
156,curv,5,4,1,0.88826,1.40849,400,4.46,361
156,curv,5,4,2,0.90458,1.46805,337,4.53,361
156,curv,5,4,3,0.90751,1.43564,272,4.6,361
157,curv,5,5,0,0.93486,1.41267,400,4.24,361
157,curv,5,5,1,0.94747,1.43011,400,4.47,361
157,curv,5,5,2,0.91915,1.41269,332,4.58,361
157,curv,5,5,3,0.9219,1.44829,266,4.61,361
158,curv,5,6,0,1.01075,1.45337,400,4.33,361
158,curv,5,6,1,0.99236,1.42236,400,4.4,361
158,curv,5,6,2,0.97623,1.42146,334,4.44,361
158,curv,5,6,3,1.00306,1.43653,267,4.58,361
159,curv,5,7,0,0.922,1.40688,400,4.32,361
159,curv,5,7,1,0.8963,1.43653,400,4.38,361
159,curv,5,7,2,0.92799,1.40229,333,4.45,361
159,curv,5,7,3,0.88748,1.4619,268,4.38,361
