patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
1,66103,1500,local,3,8,0.186,nan,0,7.707,0,0.617,0.025,8.213,0.7,4,20
1,66103,1500,sin_local,-1,8,5.073,0.043,1,4.289,1,0.937,0.915,48.099,0.0968,4,16
1,66103,1500,local_barajado,3,8,2.092,0.043,2,7.118,1,0.987,0.889,7.645,0.2155,18,20
1,66103,1500,local_marco_congelado,3,8,0.289,nan,0,7.95,0,0.983,0.021,7.949,0.6785,7,20
3,66109,1500,local,3,8,0.319,nan,0,7.424,0,0.769,0.027,8.235,0.686,4,20
3,66109,1500,sin_local,-1,8,4.708,0.052,2,4.385,1,0.717,0.905,51.701,0.0979,3,17
3,66109,1500,local_barajado,3,8,2.185,0.05,2,6.798,1,1.008,0.889,7.829,0.2118,16,20
3,66109,1500,local_marco_congelado,3,8,0.27,nan,0,7.976,0,1.036,0.034,8.005,0.6992,2,20
0,66100,1500,local,3,8,0.195,nan,1,7.432,1,0.741,0.031,7.923,0.6547,2,20
0,66100,1500,sin_local,-1,8,4.843,0.047,1,3.835,1,0.928,0.908,50.499,0.0999,3,17
0,66100,1500,local_barajado,3,8,2.192,0.052,0,7.096,0,1.0,0.888,7.789,0.1919,17,20
0,66100,1500,local_marco_congelado,3,8,0.23,nan,0,7.976,0,0.636,0.037,8.059,0.6645,2,20
2,66106,1500,local,3,8,0.426,nan,0,7.443,0,0.047,0.03,8.331,0.6995,2,20
2,66106,1500,sin_local,-1,8,4.928,0.049,1,4.513,1,0.789,0.909,52.296,0.0921,4,17
2,66106,1500,local_barajado,3,8,2.147,0.046,2,6.849,1,1.026,0.891,7.536,0.2073,16,20
2,66106,1500,local_marco_congelado,3,8,0.245,nan,0,7.965,0,1.351,0.021,8.115,0.6941,2,20
4,66112,1500,local,3,8,0.275,nan,0,7.321,0,0.44,0.023,8.219,0.6677,1,20
4,66112,1500,sin_local,-1,8,4.85,0.052,1,3.291,1,0.76,0.912,52.117,0.0946,4,17
4,66112,1500,local_barajado,3,8,2.184,0.045,0,6.855,0,1.03,0.903,7.811,0.1954,16,20
4,66112,1500,local_marco_congelado,3,8,0.188,nan,0,7.968,0,0.993,0.018,8.077,0.7032,2,20
5,66115,1500,local,3,8,0.275,0.014,0,7.457,0,0.66,0.037,8.195,0.6455,8,20
5,66115,1500,sin_local,-1,8,4.763,0.052,1,3.102,1,0.889,0.917,52.899,0.1006,3,17
5,66115,1500,local_barajado,3,8,2.149,0.04,1,6.91,1,0.981,0.893,7.685,0.2048,18,20
5,66115,1500,local_marco_congelado,3,8,0.249,nan,0,7.961,0,0.921,0.025,8.088,0.7135,2,20
6,66118,1500,local,3,8,0.41,0.004,0,7.409,0,0.41,0.052,8.117,0.6577,4,20
6,66118,1500,sin_local,-1,8,4.979,0.046,1,3.921,1,0.876,0.899,49.696,0.0956,3,17
6,66118,1500,local_barajado,3,8,2.158,0.045,0,7.075,0,1.024,0.899,7.691,0.2138,17,20
6,66118,1500,local_marco_congelado,3,8,0.218,nan,0,7.963,0,0.32,0.028,8.064,0.6723,2,20
7,66121,1500,local,3,8,0.22,nan,0,7.541,0,0.268,0.025,7.981,0.6909,1,20
7,66121,1500,sin_local,-1,8,4.858,0.05,2,4.135,1,0.781,0.894,50.829,0.0876,3,17
7,66121,1500,local_barajado,3,8,2.116,0.046,0,7.393,0,1.017,0.89,7.616,0.2193,14,20
7,66121,1500,local_marco_congelado,3,8,0.323,nan,0,7.967,0,0.94,0.043,8.168,0.6688,2,20
10,66130,1500,local,3,8,0.255,nan,0,7.347,0,0.852,0.034,8.211,0.6805,2,20
10,66130,1500,sin_local,-1,8,4.861,0.049,1,4.025,1,0.763,0.899,50.131,0.0887,4,17
10,66130,1500,local_barajado,3,8,2.2,0.049,3,6.733,1,1.01,0.895,7.707,0.2066,14,20
10,66130,1500,local_marco_congelado,3,8,0.212,nan,0,7.953,0,1.349,0.026,8.269,0.6735,6,20
9,66127,1500,local,3,8,0.216,nan,0,7.347,0,0.083,0.021,8.024,0.6867,2,20
