rule_id,seed,lote,motivo_seleccion,rol_fase5b,K,J,noise,meandeg,kcap,n_nodos,grado_inicial_medio,grado_inicial_cv,unif_reproduce_motor,n_aristas_motor,n_aristas_dif_vs_motor,pendiente_corregida_fase5b_ref,frac_masa_fase5b,kappa_v_fase5b,multiconjunto_alineado_vs_permutado,multiconjunto_alineado_vs_anti,seed_perm,seed_anti,cupo_media_unif,cupo_cv_unif,cupo_min_unif,cupo_max_unif,cupo_suma_unif,rho_cupo_grado_unif,cupo_media_alineado,cupo_cv_alineado,cupo_min_alineado,cupo_max_alineado,cupo_suma_alineado,rho_cupo_grado_alineado,cupo_media_permutado,cupo_cv_permutado,cupo_min_permutado,cupo_max_permutado,cupo_suma_permutado,rho_cupo_grado_permutado,cupo_media_anti,cupo_cv_anti,cupo_min_anti,cupo_max_anti,cupo_suma_anti,rho_cupo_grado_anti,jaccard_alineado_permutado,jaccard_alineado_anti,jaccard_alineado_unif,jaccard_alin_dil_perm_dil,n_aristas_unif,clustering_local_unif,transitividad_unif,n_triangulos_unif,gigante_unif,grado_medio_unif,pendiente_corregida_unif,z_agg_unif,z_sostenido_unif,diams_unif,n_cajas_unif,n_aristas_alineado,clustering_local_alineado,transitividad_alineado,n_triangulos_alineado,gigante_alineado,grado_medio_alineado,pendiente_corregida_alineado,z_agg_alineado,z_sostenido_alineado,diams_alineado,n_cajas_alineado,n_aristas_permutado,clustering_local_permutado,transitividad_permutado,n_triangulos_permutado,gigante_permutado,grado_medio_permutado,pendiente_corregida_permutado,z_agg_permutado,z_sostenido_permutado,diams_permutado,n_cajas_permutado,n_aristas_anti,clustering_local_anti,transitividad_anti,n_triangulos_anti,gigante_anti,grado_medio_anti,pendiente_corregida_anti,z_agg_anti,z_sostenido_anti,diams_anti,n_cajas_anti,n_aristas_alin_dil,clustering_local_alin_dil,transitividad_alin_dil,n_triangulos_alin_dil,gigante_alin_dil,grado_medio_alin_dil,pendiente_corregida_alin_dil,z_agg_alin_dil,z_sostenido_alin_dil,diams_alin_dil,n_cajas_alin_dil,n_aristas_perm_dil,clustering_local_perm_dil,transitividad_perm_dil,n_triangulos_perm_dil,gigante_perm_dil,grado_medio_perm_dil,pendiente_corregida_perm_dil,z_agg_perm_dil,z_sostenido_perm_dil,diams_perm_dil,n_cajas_perm_dil,aristas_identicas_en_brazos_dinamica,d_aristas_alineado_menos_permutado,d_aristas_alineado_menos_anti,M_objetivo_diluido,n_quitadas_alin_dil,n_quitadas_perm_dil,densidad_igualada_en_el_trio,meta5b_existe,meta5b_rule_id_ok,meta5b_seed_ok,meta5b_n_aristas,meta5b_n_aristas_coincide,meta5b_ruta,carpeta_alineado,carpeta_permutado,carpeta_anti,carpeta_alin_dil,carpeta_perm_dil,t_cupos_s,t_dinamica_s,t_verif_motor_s,t_clustering_s,t_pendiente_s,t_ic_s,t_total_s
A2-B0-C2-batch3-r21,473866,471828,mediana_pendiente_lote_471828,III,6,0.346,0.134,5.31,5,2000,5.31,0.42877927588583786,True,3308,0,0.7248004383475681,0.09650000000000004,0.48387096774193544,True,True,4599343413,4599343425,5.0,0.0,5,5,10000,nan,5.2305,0.40268982969421213,1,14,10461,0.9992278276810268,5.2305,0.40268982969421213,1,14,10461,0.006954060656379387,5.2305,0.40268982969421213,1,14,10461,-0.9744586182342007,0.582974358974359,0.45230705565901097,0.6427836112826848,0.3124650642817216,3308,0.0037166666666666667,0.0034066274388355527,11,1918,3.308,0.7339741044258867,0.9141620157685638,False,"[14.0, 9.0, 7.0, 5.0, 4.0]","[2000, 1186, 743, 502, 375]",4671,0.0015821067821067821,0.001829611559392006,13,1981,4.671,0.4457920745550196,0.5656854237492382,False,"[9.0, 7.0, 6.0, 5.0, 4.0]","[2000, 1159, 705, 478, 357]",3046,0.004216666666666667,0.0036834468132604086,11,1907,3.046,0.8239631127319419,1.7193455792343815,False,"[18.0, 11.0, 8.0, 6.0, 5.0]","[2000, 1234, 801, 549, 434]",2348,0.007916666666666666,0.005493387589013225,9,1803,2.348,1.02670101984207,0.9019803845634848,False,"[22.0, 14.0, 10.0, 7.0, 5.0]","[2000, 1262, 840, 609, 498]",2348,0.0003333333333333333,0.0005522827687776141,1,1748,2.348,1.1187503632429143,0.33629496036424733,False,"[20.0, 14.0, 9.0, 6.0, 5.0]","[2000, 1277, 896, 663, 560]",2348,0.002101190476190476,0.0033550792171481826,6,1762,2.348,1.1235818087673863,1.7004101907528075,False,"[22.0, 17.0, 11.0, 7.0, 5.0]","[2000, 1278, 887, 651, 524]",False,1625,2323,2348,2323,698,True,True,True,True,3308,True,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v3/A2-B0-C2-batch3-r21_III/meta_regla.json,/Users/alexis/phantom_cs073/bateria_fase7_f706_cupos_alineados/A2-B0-C2-batch3-r21_f706_alineado,/Users/alexis/phantom_cs073/bateria_fase7_f706_cupos_alineados/A2-B0-C2-batch3-r21_f706_permutado,/Users/alexis/phantom_cs073/bateria_fase7_f706_cupos_alineados/A2-B0-C2-batch3-r21_f706_anti,/Users/alexis/phantom_cs073/bateria_fase7_f706_cupos_alineados/A2-B0-C2-batch3-r21_f706_alin_dil,/Users/alexis/phantom_cs073/bateria_fase7_f706_cupos_alineados/A2-B0-C2-batch3-r21_f706_perm_dil,0.4,21.38,5.61,0.41,11.18,1504.25,1543.68
