patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
10,66130,3500,sin_local,-1,8,6.056,0.038,1,4.777,1,0.818,0.91,53.166,0.0833,4,17
10,66130,3500,local_barajado,8,8,3.965,0.05,1,5.534,1,1.133,0.91,19.682,0.0628,5,20
10,66130,3500,local_marco_congelado,8,8,5.844,0.025,0,7.981,0,0.928,0.914,21.125,0.2247,5,20
12,66136,3500,local,8,8,5.685,0.031,1,5.569,1,0.781,0.921,21.246,0.2253,6,20
12,66136,3500,sin_local,-1,8,5.796,0.048,1,4.925,1,0.858,0.907,52.033,0.0812,4,17
12,66136,3500,local_barajado,8,8,3.915,0.053,1,5.201,1,1.207,0.911,19.797,0.0697,5,20
12,66136,3500,local_marco_congelado,8,8,5.847,0.036,0,7.977,0,1.018,0.902,20.776,0.2332,1,20
11,66133,3500,local,12,8,6.183,0.031,1,3.365,1,0.864,0.919,31.493,0.1397,4,20
11,66133,3500,sin_local,-1,8,5.663,0.036,1,5.319,1,0.816,0.91,51.054,0.0848,4,17
11,66133,3500,local_barajado,12,8,3.869,0.052,1,4.326,1,1.127,0.913,29.314,0.049,5,20
11,66133,3500,local_marco_congelado,12,8,5.941,0.036,0,7.982,0,0.936,0.915,30.995,0.1437,4,20
9,66127,3500,local,14,8,6.316,0.039,1,4.262,1,0.725,0.91,36.043,0.1271,4,20
9,66127,3500,sin_local,-1,8,5.651,0.035,1,4.499,1,0.973,0.911,52.587,0.0832,4,17
9,66127,3500,local_barajado,14,8,4.301,0.058,1,5.049,1,0.998,0.911,33.809,0.0444,4,20
9,66127,3500,local_marco_congelado,14,8,5.93,0.039,0,7.984,0,1.134,0.91,35.774,0.1261,4,20
15,66145,3500,local,7,8,4.842,0.02,1,6.115,1,0.876,0.911,18.378,0.2722,6,20
15,66145,3500,sin_local,-1,8,5.659,0.044,1,5.236,1,0.86,0.907,51.963,0.0941,4,17
15,66145,3500,local_barajado,7,8,3.723,0.053,2,5.637,1,1.263,0.906,17.215,0.0735,6,20
15,66145,3500,local_marco_congelado,7,8,4.486,0.03,0,7.986,0,1.022,0.906,18.133,0.2721,6,20
13,66139,3500,local,14,8,6.197,0.037,1,4.621,1,0.945,0.911,35.763,0.1235,4,20
13,66139,3500,sin_local,-1,8,5.518,0.041,1,5.47,1,1.018,0.9,51.923,0.0813,3,17
13,66139,3500,local_barajado,14,8,4.305,0.061,2,5.177,1,1.006,0.911,33.994,0.0467,4,20
13,66139,3500,local_marco_congelado,14,8,6.163,0.031,0,7.979,0,1.072,0.907,35.486,0.126,4,20
16,66148,3500,local,9,8,5.862,0.037,1,5.128,1,1.065,0.912,23.605,0.1905,4,20
16,66148,3500,sin_local,-1,8,5.65,0.042,1,5.824,1,0.898,0.913,52.458,0.0826,3,17
16,66148,3500,local_barajado,9,8,4.229,0.049,2,5.615,1,1.203,0.905,21.915,0.0561,5,20
16,66148,3500,local_marco_congelado,9,8,6.143,0.022,0,7.98,0,0.875,0.916,23.735,0.1944,5,20
14,66142,3500,local,14,8,5.584,0.036,1,4.475,1,0.761,0.917,35.989,0.1184,4,20
14,66142,3500,sin_local,-1,8,5.463,0.047,1,4.785,1,0.921,0.915,53.267,0.0798,4,17
14,66142,3500,local_barajado,14,8,4.388,0.062,1,3.897,1,0.857,0.911,34.09,0.0392,4,20
14,66142,3500,local_marco_congelado,14,8,6.282,0.037,0,7.98,0,0.943,0.911,35.791,0.1284,4,20
19,66157,3500,local,7,8,4.591,0.033,2,6.166,1,0.928,0.909,18.397,0.2821,6,20
19,66157,3500,sin_local,-1,8,5.398,0.042,2,5.887,1,0.925,0.91,53.064,0.0818,4,17
19,66157,3500,local_barajado,7,8,3.719,0.051,1,5.468,1,1.215,0.904,17.315,0.071,6,20
19,66157,3500,local_marco_congelado,7,8,4.442,0.032,0,7.976,0,1.092,0.92,18.314,0.2678,6,20
18,66154,3500,local,11,8,6.011,0.03,1,3.766,1,1.036,0.901,28.853,0.1621,1,20
18,66154,3500,sin_local,-1,8,5.789,0.042,2,5.797,1,0.999,0.917,52.714,0.0809,4,17
18,66154,3500,local_barajado,11,8,4.381,0.055,1,5.128,1,1.139,0.907,26.774,0.0497,5,20
18,66154,3500,local_marco_congelado,11,8,6.094,0.032,0,7.986,0,1.124,0.916,28.729,0.1587,4,20
17,66151,3500,local,11,8,6.362,0.034,1,4.648,1,0.812,0.913,28.92,0.1555,4,20
17,66151,3500,sin_local,-1,8,5.876,0.044,1,5.551,1,0.927,0.914,53.361,0.0769,4,17
17,66151,3500,local_barajado,11,8,4.405,0.056,2,5.508,1,1.086,0.905,26.706,0.0442,5,20
17,66151,3500,local_marco_congelado,11,8,5.972,0.033,0,7.979,0,0.933,0.917,28.906,0.1573,4,20
20,66160,3500,local,11,8,5.797,0.04,1,5.344,1,1.069,0.914,28.683,0.1686,4,20
20,66160,3500,sin_local,-1,8,5.82,0.037,1,4.691,1,1.015,0.912,51.695,0.0833,3,17
20,66160,3500,local_barajado,11,8,4.414,0.055,1,4.786,1,1.185,0.913,27.013,0.0495,5,20
20,66160,3500,local_marco_congelado,11,8,5.757,0.042,0,7.985,0,0.974,0.915,28.81,0.1553,4,20
22,66166,3500,local,9,8,6.164,0.03,1,4.699,1,0.92,0.914,23.871,0.1925,5,20
22,66166,3500,sin_local,-1,8,5.441,0.043,1,5.796,1,0.873,0.906,51.747,0.0825,4,17
22,66166,3500,local_barajado,9,8,4.212,0.049,1,5.122,1,1.036,0.908,22.12,0.055,5,20
22,66166,3500,local_marco_congelado,9,8,5.737,0.037,0,7.987,0,0.934,0.909,23.711,0.1905,5,20
21,66163,3500,local,14,8,6.261,0.038,1,3.357,1,0.756,0.914,36.235,0.1216,4,20
21,66163,3500,sin_local,-1,8,5.773,0.045,1,5.41,1,0.848,0.909,51.722,0.0791,4,17
21,66163,3500,local_barajado,14,8,4.196,0.054,1,4.274,1,1.021,0.907,33.76,0.0385,4,20
21,66163,3500,local_marco_congelado,14,8,6.456,0.039,0,7.991,0,0.899,0.914,36.014,0.1291,4,20
23,66169,3500,local,14,8,6.111,0.038,1,4.29,1,0.978,0.91,35.775,0.1201,4,20
23,66169,3500,sin_local,-1,8,5.72,0.044,1,5.604,1,1.006,0.905,52.096,0.0839,4,17
23,66169,3500,local_barajado,14,8,4.216,0.061,2,3.93,1,1.103,0.913,34.043,0.0404,4,20
23,66169,3500,local_marco_congelado,14,8,4.827,0.039,0,7.98,0,0.95,0.92,36.136,0.1254,4,20
24,66172,3500,local,12,8,6.212,0.032,1,3.703,1,0.882,0.907,30.99,0.1414,4,20
24,66172,3500,sin_local,-1,8,5.555,0.043,1,4.688,1,0.848,0.911,52.93,0.077,4,17
24,66172,3500,local_barajado,12,8,3.95,0.057,1,3.95,1,1.181,0.911,29.301,0.0433,4,20
24,66172,3500,local_marco_congelado,12,8,5.926,0.039,0,7.99,0,0.999,0.901,30.922,0.148,4,20
27,66181,3500,local,6,8,3.946,0.027,1,7.094,1,0.954,0.911,15.584,0.3344,9,20
27,66181,3500,sin_local,-1,8,5.779,0.044,2,5.051,1,0.942,0.913,53.11,0.0838,4,17
27,66181,3500,local_barajado,6,8,3.352,0.054,1,6.284,1,1.199,0.911,15.043,0.1007,6,20
27,66181,3500,local_marco_congelado,6,8,3.545,0.036,0,7.982,0,1.059,0.906,15.575,0.337,9,20
25,66175,3500,local,13,8,6.23,0.033,1,3.801,1,1.105,0.909,33.342,0.1352,4,20
25,66175,3500,sin_local,-1,8,5.615,0.034,1,5.954,1,1.037,0.909,51.85,0.0904,5,17
25,66175,3500,local_barajado,13,8,4.221,0.067,1,5.042,1,1.167,0.903,31.334,0.0434,4,20
25,66175,3500,local_marco_congelado,13,8,6.252,0.04,0,7.981,0,1.098,0.91,33.408,0.1403,4,20
29,66187,3500,local,8,8,5.75,0.039,2,5.648,1,0.96,0.903,20.95,0.2217,5,20
29,66187,3500,sin_local,-1,8,5.806,0.04,1,5.71,1,0.953,0.919,48.456,0.0929,4,16
29,66187,3500,local_barajado,8,8,4.034,0.05,1,5.943,1,1.116,0.909,19.773,0.0651,5,20
29,66187,3500,local_marco_congelado,8,8,4.691,0.038,0,7.987,0,1.072,0.912,20.946,0.2202,6,20
26,66178,3500,local,14,8,6.204,0.039,1,3.685,1,0.929,0.913,35.826,0.12,4,20
26,66178,3500,sin_local,-1,8,5.787,0.036,2,5.128,1,0.778,0.912,52.847,0.0861,3,17
26,66178,3500,local_barajado,14,8,4.103,0.063,2,4.369,1,1.063,0.911,33.968,0.0429,4,20
26,66178,3500,local_marco_congelado,14,8,5.674,0.037,0,7.987,0,1.146,0.913,35.859,0.1267,4,20
32,66196,3500,local,7,8,4.297,0.037,1,6.417,1,0.895,0.912,18.375,0.2732,5,20
32,66196,3500,sin_local,-1,8,5.452,0.041,2,6.369,1,1.036,0.909,51.547,0.0795,4,17
32,66196,3500,local_barajado,7,8,3.72,0.051,1,6.275,1,1.153,0.912,17.417,0.0764,6,20
32,66196,3500,local_marco_congelado,7,8,4.404,0.04,0,7.979,0,1.08,0.919,18.49,0.2588,6,20
28,66184,3500,local,12,8,6.153,0.037,1,5.78,1,0.835,0.907,30.72,0.1403,4,20
28,66184,3500,sin_local,-1,8,5.753,0.044,1,5.972,1,0.977,0.914,52.04,0.0885,4,17
28,66184,3500,local_barajado,12,8,4.08,0.057,2,4.783,1,0.966,0.906,29.117,0.0428,1,20
28,66184,3500,local_marco_congelado,12,8,6.221,0.037,0,7.991,0,0.924,0.915,31.363,0.1441,4,20
31,66193,3500,local,10,8,6.191,0.026,1,5.558,1,0.886,0.907,26.293,0.1816,4,20
31,66193,3500,sin_local,-1,8,5.787,0.036,2,5.781,1,1.013,0.908,51.562,0.0804,4,17
31,66193,3500,local_barajado,10,8,4.143,0.053,2,4.903,1,0.96,0.908,24.478,0.0553,4,20
31,66193,3500,local_marco_congelado,10,8,6.154,0.029,0,7.984,0,0.973,0.907,25.833,0.1683,4,20
33,66199,3500,local,5,8,2.457,0.036,2,7.162,1,0.852,0.902,12.949,0.4536,15,20
33,66199,3500,sin_local,-1,8,5.817,0.044,1,5.796,1,0.943,0.906,52.752,0.078,4,17
33,66199,3500,local_barajado,5,8,2.979,0.056,1,6.506,1,1.184,0.905,12.512,0.1156,7,20
33,66199,3500,local_marco_congelado,5,8,2.766,0.033,0,7.987,0,1.032,0.912,13.128,0.4747,15,20
30,66190,3500,local,13,8,6.272,0.032,1,3.589,1,1.028,0.917,33.584,0.144,4,20
30,66190,3500,sin_local,-1,8,5.854,0.036,1,5.837,1,0.896,0.904,49.885,0.0905,4,17
30,66190,3500,local_barajado,13,8,4.286,0.054,1,3.981,1,1.064,0.915,31.91,0.0394,4,20
30,66190,3500,local_marco_congelado,13,8,6.013,0.027,0,7.987,0,0.935,0.91,33.377,0.1299,4,20
36,66208,3500,local,8,8,5.316,0.033,1,5.602,1,0.821,0.909,20.913,0.2162,5,20
36,66208,3500,sin_local,-1,8,5.391,0.035,2,5.733,1,0.944,0.912,52.679,0.082,5,17
36,66208,3500,local_barajado,8,8,4.021,0.044,2,5.446,1,1.108,0.917,19.958,0.0599,5,20
36,66208,3500,local_marco_congelado,8,8,5.598,0.042,0,7.979,0,1.0,0.91,20.943,0.2224,4,20
35,66205,3500,local,10,8,6.394,0.024,1,4.867,1,0.754,0.904,26.125,0.1633,4,20
35,66205,3500,sin_local,-1,8,4.946,0.042,1,5.805,1,0.934,0.916,48.233,0.0922,4,16
35,66205,3500,local_barajado,10,8,4.27,0.053,1,4.458,1,1.075,0.913,24.609,0.0456,5,20
35,66205,3500,local_marco_congelado,10,8,6.16,0.022,0,7.984,0,0.867,0.905,26.049,0.1714,4,20
38,66214,3500,local,8,8,6.232,0.033,1,6.296,1,0.874,0.905,21.157,0.2303,5,20
38,66214,3500,sin_local,-1,8,4.836,0.046,1,6.153,1,0.903,0.913,52.003,0.0865,4,17
38,66214,3500,local_barajado,8,8,3.988,0.054,1,5.755,1,1.159,0.905,19.754,0.0633,5,20
38,66214,3500,local_marco_congelado,8,8,4.794,0.037,0,7.985,0,1.071,0.907,20.699,0.2293,5,20
34,66202,3500,local,13,8,6.356,0.036,2,4.46,1,0.949,0.913,33.915,0.1375,3,20
34,66202,3500,sin_local,-1,8,5.255,0.044,1,4.875,1,0.89,0.91,52.062,0.0818,4,17
34,66202,3500,local_barajado,13,8,4.185,0.068,2,4.817,1,1.142,0.913,31.707,0.0384,4,20
34,66202,3500,local_marco_congelado,13,8,6.424,0.037,0,7.983,0,1.07,0.911,33.704,0.1438,4,20
39,66217,3500,local,9,8,5.118,0.039,1,6.38,1,0.893,0.907,23.234,0.1914,5,20
39,66217,3500,sin_local,-1,8,5.73,0.044,1,5.953,1,0.877,0.899,51.201,0.0922,4,17
39,66217,3500,local_barajado,9,8,4.136,0.05,1,3.448,1,1.23,0.914,22.304,0.0489,5,20
39,66217,3500,local_marco_congelado,9,8,5.64,0.037,0,7.983,0,1.091,0.916,23.614,0.1899,5,20
37,66211,3500,local,11,8,6.318,0.035,1,5.78,1,0.971,0.912,29.048,0.1682,4,20
37,66211,3500,sin_local,-1,8,5.602,0.046,1,5.538,1,0.946,0.912,53.397,0.0775,4,17
37,66211,3500,local_barajado,11,8,4.382,0.053,1,4.427,1,1.021,0.913,27.026,0.0418,5,20
37,66211,3500,local_marco_congelado,11,8,6.294,0.028,0,7.985,0,0.965,0.901,28.427,0.1621,4,20
45,66235,3500,local,5,8,2.862,0.03,0,7.396,0,0.922,0.911,12.97,0.4702,16,20
45,66235,3500,sin_local,-1,8,5.711,0.043,2,5.855,1,0.877,0.901,51.246,0.0904,4,17
45,66235,3500,local_barajado,5,8,3.347,0.056,2,6.41,1,1.199,0.901,12.467,0.1011,6,20
45,66235,3500,local_marco_congelado,5,8,3.088,0.025,0,7.982,0,1.028,0.895,13.091,0.4635,16,20
41,66223,3500,local,13,8,6.378,0.04,1,3.653,1,0.807,0.903,32.994,0.13,3,20
41,66223,3500,sin_local,-1,8,6.037,0.047,1,4.187,1,0.777,0.907,51.849,0.0878,4,17
41,66223,3500,local_barajado,13,8,4.264,0.059,1,5.473,1,1.035,0.902,31.271,0.039,4,20
41,66223,3500,local_marco_congelado,13,8,4.651,0.038,0,7.985,0,0.922,0.914,33.535,0.1381,4,20
40,66220,3500,local,14,8,6.239,0.038,1,3.044,1,0.773,0.909,35.597,0.1172,4,20
40,66220,3500,sin_local,-1,8,5.933,0.038,1,5.113,1,0.955,0.911,51.899,0.0867,4,17
40,66220,3500,local_barajado,14,8,4.163,0.053,2,4.761,1,1.063,0.911,33.878,0.0482,4,20
40,66220,3500,local_marco_congelado,14,8,6.155,0.036,0,7.986,0,0.936,0.913,35.777,0.1165,4,20
42,66226,3500,local,13,8,6.206,0.033,1,4.726,1,0.791,0.913,33.417,0.1297,4,20
42,66226,3500,sin_local,-1,8,5.918,0.04,1,5.445,1,0.925,0.915,52.445,0.0807,4,17
42,66226,3500,local_barajado,13,8,4.294,0.064,2,3.912,1,1.104,0.915,31.888,0.0394,4,20
42,66226,3500,local_marco_congelado,13,8,6.008,0.038,0,7.987,0,0.92,0.912,33.154,0.1374,4,20
43,66229,3500,local,14,8,6.304,0.034,1,2.663,1,0.864,0.915,36.382,0.1273,4,20
43,66229,3500,sin_local,-1,8,5.787,0.039,2,6.101,1,0.921,0.915,48.725,0.0935,4,16
43,66229,3500,local_barajado,14,8,4.146,0.059,2,4.847,1,1.006,0.915,34.149,0.0428,4,20
43,66229,3500,local_marco_congelado,14,8,5.719,0.038,0,7.982,0,1.115,0.918,36.01,0.126,4,20
44,66232,3500,local,14,8,5.64,0.036,1,3.547,1,0.884,0.916,35.845,0.1287,4,20
44,66232,3500,sin_local,-1,8,5.331,0.046,1,5.477,1,1.089,0.913,53.097,0.0804,4,17
44,66232,3500,local_barajado,14,8,4.244,0.053,1,5.097,1,1.127,0.915,34.106,0.0394,4,20
44,66232,3500,local_marco_congelado,14,8,5.594,0.034,0,7.98,0,1.089,0.915,35.761,0.1167,4,20
48,66244,3500,local,5,8,2.759,0.034,1,7.196,1,0.899,0.91,12.961,0.4826,15,20
48,66244,3500,sin_local,-1,8,5.928,0.042,1,5.088,1,0.964,0.908,51.323,0.0857,3,17
48,66244,3500,local_barajado,5,8,3.355,0.057,1,6.434,1,1.168,0.911,12.666,0.1062,7,20
48,66244,3500,local_marco_congelado,5,8,2.835,0.036,0,7.98,0,1.009,0.902,13.005,0.4478,14,20
46,66238,3500,local,14,8,6.075,0.038,2,5.651,1,1.011,0.911,35.915,0.1249,4,20
46,66238,3500,sin_local,-1,8,5.291,0.046,1,5.263,1,0.81,0.912,52.743,0.0806,4,17
46,66238,3500,local_barajado,14,8,4.214,0.059,1,5.136,1,0.998,0.9,33.571,0.04,4,20
46,66238,3500,local_marco_congelado,14,8,5.75,0.04,0,7.982,0,1.149,0.914,36.225,0.1211,4,20
51,66253,3500,local,6,8,3.769,0.042,1,6.622,1,0.937,0.909,15.584,0.3447,8,20
51,66253,3500,sin_local,-1,8,5.59,0.043,1,4.635,1,0.967,0.915,52.702,0.0782,4,17
51,66253,3500,local_barajado,6,8,3.297,0.047,1,5.576,1,1.137,0.909,14.939,0.0878,6,20
51,66253,3500,local_marco_congelado,6,8,4.004,0.04,0,7.984,0,1.069,0.907,15.537,0.3498,8,20
49,66247,3500,local,9,8,5.379,0.044,2,6.01,1,0.988,0.911,23.666,0.1864,4,20
49,66247,3500,sin_local,-1,8,5.641,0.044,3,5.481,1,0.887,0.913,52.648,0.0861,4,17
49,66247,3500,local_barajado,9,8,4.144,0.051,1,5.622,1,1.136,0.9,21.874,0.0516,5,20
49,66247,3500,local_marco_congelado,9,8,6.082,0.034,0,7.986,0,1.034,0.907,23.719,0.194,4,20
50,66250,3500,local,10,8,6.596,0.026,2,5.244,1,0.992,0.911,26.225,0.1721,4,20
50,66250,3500,sin_local,-1,8,5.257,0.034,4,6.135,1,0.819,0.911,51.375,0.0826,4,17
50,66250,3500,local_barajado,10,8,4.29,0.056,2,5.628,1,1.197,0.911,24.525,0.0502,5,20
50,66250,3500,local_marco_congelado,10,8,5.739,0.034,0,7.986,0,0.98,0.904,26.115,0.1722,4,20
52,66256,3500,local,8,8,5.8,0.031,1,5.45,1,0.894,0.907,20.832,0.2304,6,20
52,66256,3500,sin_local,-1,8,5.366,0.04,2,4.685,1,0.982,0.917,52.859,0.0917,4,17
52,66256,3500,local_barajado,8,8,4.031,0.053,1,4.958,1,1.089,0.911,19.765,0.0606,5,20
52,66256,3500,local_marco_congelado,8,8,4.77,0.034,0,7.982,0,1.172,0.904,20.63,0.2125,5,20
54,66262,3500,local,5,8,2.773,0.035,0,7.367,0,0.823,0.909,13.087,0.4542,14,20
54,66262,3500,sin_local,-1,8,5.63,0.031,1,6.198,1,0.829,0.92,48.178,0.094,4,16
54,66262,3500,local_barajado,5,8,2.98,0.056,1,6.448,1,1.226,0.914,12.614,0.0996,7,20
54,66262,3500,local_marco_congelado,5,8,2.579,0.031,0,7.991,0,1.04,0.899,12.976,0.4823,19,20
47,66241,3500,local,14,8,5.651,0.032,1,4.891,1,0.826,0.917,35.768,0.1348,4,20
47,66241,3500,sin_local,-1,8,5.84,0.039,1,5.435,1,0.904,0.908,51.805,0.0802,4,17
47,66241,3500,local_barajado,14,8,4.293,0.062,1,4.361,1,0.908,0.913,34.13,0.0462,4,20
47,66241,3500,local_marco_congelado,14,8,4.269,0.037,0,7.987,0,0.904,0.912,35.833,0.1275,4,20
55,66265,3500,local,9,8,6.443,0.027,1,5.925,1,0.888,0.91,23.927,0.1896,4,20
55,66265,3500,sin_local,-1,8,5.17,0.042,3,5.511,1,0.873,0.916,52.811,0.0834,4,17
55,66265,3500,local_barajado,9,8,4.212,0.052,1,4.987,1,1.084,0.905,22.013,0.0539,5,20
55,66265,3500,local_marco_congelado,9,8,5.676,0.039,0,7.986,0,1.097,0.915,23.626,0.1835,5,20
53,66259,3500,local,10,8,6.625,0.022,1,4.266,1,0.808,0.911,26.29,0.1829,4,20
53,66259,3500,sin_local,-1,8,5.809,0.042,1,5.996,1,0.926,0.912,52.001,0.0855,4,17
53,66259,3500,local_barajado,10,8,4.208,0.054,1,3.888,1,1.073,0.911,24.499,0.0503,5,20
53,66259,3500,local_marco_congelado,10,8,6.309,0.03,0,7.982,0,1.009,0.914,26.443,0.1595,4,20
59,66277,3500,local,8,8,5.779,0.04,1,6.578,1,0.941,0.911,21.15,0.2144,6,20
59,66277,3500,sin_local,-1,8,6.073,0.038,1,5.047,1,0.803,0.912,53.168,0.0854,3,17
59,66277,3500,local_barajado,8,8,4.043,0.05,1,4.934,1,1.117,0.9,19.582,0.0591,5,20
59,66277,3500,local_marco_congelado,8,8,4.7,0.036,0,7.974,0,1.175,0.915,20.906,0.2253,5,20
56,66268,3500,local,11,8,6.049,0.034,1,4.542,1,0.874,0.914,29.034,0.1462,4,20
56,66268,3500,sin_local,-1,8,5.947,0.044,2,5.516,1,0.835,0.918,52.61,0.089,4,17
56,66268,3500,local_barajado,11,8,4.325,0.054,1,5.075,1,1.073,0.915,27.016,0.0509,4,20
56,66268,3500,local_marco_congelado,11,8,6.055,0.038,0,7.985,0,1.077,0.912,28.433,0.1552,4,20
57,66271,3500,local,11,8,6.304,0.038,1,4.983,1,1.045,0.914,28.582,0.164,4,20
57,66271,3500,sin_local,-1,8,5.307,0.047,1,5.797,1,0.905,0.907,51.951,0.0806,4,17
57,66271,3500,local_barajado,11,8,4.426,0.051,1,3.757,1,1.066,0.914,27.047,0.0546,4,20
57,66271,3500,local_marco_congelado,11,8,6.12,0.041,0,7.98,0,1.204,0.919,28.99,0.1605,4,20
58,66274,3500,local,11,8,5.194,0.036,1,4.695,1,0.789,0.915,29.202,0.1544,4,20
58,66274,3500,sin_local,-1,8,5.544,0.041,1,5.714,1,1.009,0.918,52.743,0.0818,4,17
58,66274,3500,local_barajado,11,8,4.381,0.057,1,3.503,1,1.087,0.909,26.963,0.0454,5,20
58,66274,3500,local_marco_congelado,11,8,6.485,0.035,0,7.987,0,0.941,0.913,29.029,0.1609,4,20
