patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
2,66106,3500,local,6,8,3.869,0.032,2,6.942,1,0.974,0.913,15.781,0.3352,7,20
2,66106,3500,sin_local,-1,8,5.594,0.042,3,6.227,1,0.972,0.917,48.575,0.0994,4,16
2,66106,3500,local_barajado,6,8,3.363,0.057,1,5.194,1,1.128,0.915,15.102,0.0881,6,20
2,66106,3500,local_marco_congelado,6,8,3.516,0.037,0,7.979,0,1.028,0.912,15.595,0.3514,7,20
1,66103,3500,local,6,8,3.822,0.034,1,6.683,1,0.936,0.909,15.575,0.3432,8,20
1,66103,3500,sin_local,-1,8,5.779,0.041,1,4.987,1,0.898,0.911,52.047,0.0854,3,17
1,66103,3500,local_barajado,6,8,3.402,0.047,1,5.953,1,1.218,0.916,15.07,0.0897,6,20
1,66103,3500,local_marco_congelado,6,8,2.972,0.035,0,7.984,0,1.018,0.91,15.545,0.3591,8,20
3,66109,3500,local,6,8,4.038,0.032,1,6.641,1,0.952,0.911,15.728,0.3202,7,20
3,66109,3500,sin_local,-1,8,5.249,0.044,3,5.48,1,0.825,0.911,52.16,0.0797,4,17
3,66109,3500,local_barajado,6,8,3.384,0.054,1,5.849,1,1.073,0.913,15.091,0.0867,6,20
3,66109,3500,local_marco_congelado,6,8,3.755,0.032,0,7.988,0,1.02,0.911,15.583,0.3528,9,20
5,66115,3500,local,6,8,3.76,0.034,2,6.338,1,0.98,0.916,15.707,0.3418,8,20
5,66115,3500,sin_local,-1,8,4.991,0.042,1,4.195,1,0.92,0.91,53.201,0.0769,4,17
5,66115,3500,local_barajado,6,8,3.377,0.055,2,6.254,1,1.159,0.9,14.875,0.0886,6,20
5,66115,3500,local_marco_congelado,6,8,3.531,0.035,0,7.982,0,1.091,0.912,15.687,0.3429,9,20
4,66112,3500,local,6,8,4.022,0.032,2,6.911,1,0.953,0.909,15.629,0.3297,9,20
4,66112,3500,sin_local,-1,8,5.253,0.04,1,5.001,1,0.999,0.913,52.557,0.0779,4,17
4,66112,3500,local_barajado,6,8,3.428,0.056,1,6.301,1,1.086,0.917,15.139,0.089,6,20
4,66112,3500,local_marco_congelado,6,8,3.719,0.03,0,7.98,0,1.087,0.91,15.703,0.3292,9,20
0,66100,3500,local,6,8,4.354,0.018,1,6.927,1,0.914,0.914,15.762,0.3429,8,20
0,66100,3500,sin_local,-1,8,5.764,0.041,2,5.341,1,0.947,0.915,53.013,0.0772,4,17
0,66100,3500,local_barajado,6,8,3.323,0.054,1,6.562,1,1.148,0.912,15.016,0.0838,6,20
0,66100,3500,local_marco_congelado,6,8,4.084,0.033,0,7.986,0,1.057,0.917,15.885,0.35,8,20
6,66118,3500,local,6,8,4.08,0.041,3,6.976,1,1.013,0.913,15.65,0.3477,8,20
6,66118,3500,sin_local,-1,8,5.75,0.04,1,4.362,1,0.876,0.907,52.074,0.0826,4,17
