genealogia,seed_base,rule_id,brazo,clase,es_clase_III,es_clase_III_o_IV,pendiente,z_agg,holon_ratio,diam_b1,giant_b1,grado_medio_b1,n_aristas_b1,diams_por_escala,K,J,noise,meandeg,kcap,seed,seg
H09_1889347,1889347,A2-B0-C2-r7,C2-hard,II,0,0,0.426822,0.2828,3.4977,9.0,0.99,4.609,4609,9|7|5|5|4,4,0.545,0.189,5.38,7,1890027,2.64
H09_1889347,1889347,A2-B0-C2-r7,C2-hibrido,I,0,0,0.341866,0.2828,3.3388,8.0,0.993,5.264,5264,8|6|5|5|4,4,0.545,0.189,5.38,7,1890027,3.01
H09_1889347,1889347,A2-B0-C2-r8,C2-hard,I,0,0,0.676107,0.7795,1.5619,15.0,0.958,3.356,3356,15|9|7|5|5,7,0.341,0.194,5.83,5,1890124,2.1
H09_1889347,1889347,A2-B0-C2-r8,C2-hibrido,III,1,1,0.744123,0.7071,1.436,13.0,0.9605,3.998,3998,13|8|6|5|4,7,0.341,0.194,5.83,5,1890124,2.76
H09_1889347,1889347,A2-B0-C2-r9,C2-hard,I,0,0,0.665676,1.8385,1.5172,13.0,0.979,4.06,4060,13|9|6|5|4,6,0.781,0.338,7.62,6,1890221,2.97
H09_1889347,1889347,A2-B0-C2-r9,C2-hibrido,I,0,0,0.579663,0.7778,1.9845,10.0,0.96,4.754,4754,10|8|5|5|4,6,0.781,0.338,7.62,6,1890221,3.43
H09_1889347,1889347,A2-B0-C2-r10,C2-hard,III,1,1,0.847244,0.4571,2.2763,15.0,0.9645,3.293,3293,15|11|7|5|4,7,0.548,0.181,6.16,5,1890318,3.41
H09_1889347,1889347,A2-B0-C2-r10,C2-hibrido,III,1,1,0.733544,0.4243,2.4892,12.0,0.952,3.951,3951,12|9|6|5|4,7,0.548,0.181,6.16,5,1890318,3.67
H09_1889347,1889347,A2-B0-C2-r11,C2-hard,III,1,1,0.908361,3.1113,1.6986,17.0,0.952,3.203,3203,17|12|9|5|4,5,0.396,0.284,6.36,5,1890415,3.52
H09_1889347,1889347,A2-B0-C2-r11,C2-hibrido,I,0,0,0.664439,0.3536,1.8343,11.0,0.951,3.944,3944,11|8|6|5|4,5,0.396,0.284,6.36,5,1890415,3.59
H09_1889347,1889347,A2-B0-C2-r12,C2-hard,III,1,1,0.95047,2.4495,1.2779,24.0,0.929,2.544,2544,24|14|10|8|5,6,0.328,0.338,4.11,4,1890512,3.23
H09_1889347,1889347,A2-B0-C2-r12,C2-hibrido,I,0,0,0.649106,0.495,0.8058,12.0,0.979,3.745,3745,12|8|6|5|4,6,0.328,0.338,4.11,4,1890512,3.11
H09_1889347,1889347,A2-B0-C2-r13,C2-hard,III,1,1,0.978211,1.3384,3.0348,19.0,0.874,2.425,2425,19|15|9|7|5,5,0.626,0.264,6.3,4,1890609,3.03
H09_1889347,1889347,A2-B0-C2-r13,C2-hibrido,III,1,1,1.05008,0.6208,1.9673,17.0,0.8295,2.634,2634,17|12|8|6|5,5,0.626,0.264,6.3,4,1890609,2.46
H09_1889347,1889347,A2-B0-C2-r14,C2-hard,I,0,0,0.693278,1.6263,2.0955,13.0,0.9805,4.053,4053,13|10|6|5|4,8,0.502,0.193,6.15,6,1890706,3.81
H09_1889347,1889347,A2-B0-C2-r14,C2-hibrido,II,0,0,0.401396,0.4243,3.4578,8.0,0.9965,5.693,5693,8|6|5|4|4,8,0.502,0.193,6.15,6,1890706,4.16
H09_1889347,1889347,A2-B0-C2-r15,C2-hard,III,1,1,0.70559,0.7071,2.1807,14.0,0.959,3.282,3282,14|10|8|6|4,7,0.441,0.179,6.33,5,1890803,3.21
H09_1889347,1889347,A2-B0-C2-r15,C2-hibrido,I,0,0,0.663256,0.3864,2.9736,12.0,0.9445,3.873,3873,12|7|6|5|4,7,0.441,0.179,6.33,5,1890803,3.97
H09_1889347,1889347,A2-B0-C2-r16,C2-hard,I,0,0,0.507103,0.8485,1.6789,11.0,0.993,4.625,4625,11|7|6|5|4,6,0.501,0.303,5.86,7,1890900,4.22
H09_1889347,1889347,A2-B0-C2-r16,C2-hibrido,I,0,0,0.29868,0.5657,1.6334,8.0,0.994,5.587,5587,8|5|5|5|4,6,0.501,0.303,5.86,7,1890900,4.7
H09_1889347,1889347,A2-B0-C2-r17,C2-hard,III,1,1,0.897897,0.5657,1.501,16.0,0.95,3.229,3229,16|10|6|5|4,7,0.661,0.33,6.74,5,1890997,4.8
H09_1889347,1889347,A2-B0-C2-r17,C2-hibrido,III,1,1,0.715564,0.5657,1.9274,11.0,0.908,3.607,3607,11|8|6|5|4,7,0.661,0.33,6.74,5,1890997,4.33
H09_1889347,1889347,A2-B0-C2-r18,C2-hard,III,1,1,0.912631,0.5501,1.8059,16.0,0.9125,2.999,2999,16|10|7|6|4,5,0.432,0.234,7.9,5,1891094,3.71
H09_1889347,1889347,A2-B0-C2-r18,C2-hibrido,III,1,1,0.94367,0.2828,2.4715,13.0,0.8555,3.183,3183,13|9|8|5|4,5,0.432,0.234,7.9,5,1891094,3.3
H09_1889347,1889347,A2-B0-C2-r19,C2-hard,III,1,1,0.787368,1.0292,1.5577,14.0,0.939,3.253,3253,14|10|8|5|4,7,0.641,0.317,6.71,5,1891191,3.63
H09_1889347,1889347,A2-B0-C2-r19,C2-hibrido,III,1,1,0.787268,0.1069,1.4466,12.0,0.9085,3.624,3624,12|8|7|5|4,7,0.641,0.317,6.71,5,1891191,3.9
H14_3102859,3102859,A2-B0-C2-r0,C2-hard,I,0,0,0.608346,0.7727,2.4724,11.0,0.9695,3.522,3522,11|8|6|5|4,8,0.771,0.279,4.01,6,3102860,3.88
H14_3102859,3102859,A2-B0-C2-r0,C2-hibrido,I,0,0,0.511106,0.7348,3.6072,9.0,0.9765,3.926,3926,9|8|6|5|4,8,0.771,0.279,4.01,6,3102860,3.78
H14_3102859,3102859,A2-B0-C2-r1,C2-hard,I,0,0,0.516068,0.4243,1.3111,11.0,0.988,4.146,4146,11|7|6|5|4,6,0.384,0.246,6.27,6,3102957,4.29
H14_3102859,3102859,A2-B0-C2-r1,C2-hibrido,II,0,0,0.427768,0.5278,1.5046,8.0,0.994,5.601,5601,8|7|5|4|4,6,0.384,0.246,6.27,6,3102957,5.12
H14_3102859,3102859,A2-B0-C2-r2,C2-hard,II,0,0,0.407767,0.5657,1.5106,9.0,0.998,4.861,4861,9|7|5|5|4,7,0.42,0.278,6.9,7,3103054,5.11
H14_3102859,3102859,A2-B0-C2-r2,C2-hibrido,I,0,0,0.257211,1.4142,1.546,6.0,0.9985,6.221,6221,6|6|5|4|4,7,0.42,0.278,6.9,7,3103054,5.1
H14_3102859,3102859,A2-B0-C2-r3,C2-hard,III,1,1,1.150328,2.3335,2.0141,22.0,0.851,2.355,2355,22|15|11|7|5,7,0.604,0.308,6.54,4,3103151,3.29
H14_3102859,3102859,A2-B0-C2-r3,C2-hibrido,III,1,1,0.889393,2.2505,1.6315,14.0,0.815,2.564,2564,14|9|8|6|5,7,0.604,0.308,6.54,4,3103151,3.63
H14_3102859,3102859,A2-B0-C2-r4,C2-hard,I,0,0,0.480215,0.9899,1.8947,10.0,0.9915,4.941,4941,10|7|5|5|4,6,0.704,0.196,7.39,7,3103248,5.77
H14_3102859,3102859,A2-B0-C2-r4,C2-hibrido,II,0,0,0.392909,1.1314,1.7627,9.0,0.9975,6.449,6449,9|5|4|4|4,6,0.704,0.196,7.39,7,3103248,5.9
H14_3102859,3102859,A2-B0-C2-r5,C2-hard,III,1,1,1.024575,0.8763,1.7778,21.0,0.8915,2.476,2476,21|14|9|6|5,8,0.718,0.271,5.16,4,3103345,4.29
H14_3102859,3102859,A2-B0-C2-r5,C2-hibrido,III,1,1,0.906579,0.5657,2.5883,14.0,0.9165,3.117,3117,14|10|7|5|4,8,0.718,0.271,5.16,4,3103345,3.82
H14_3102859,3102859,A2-B0-C2-r6,C2-hard,I,0,0,0.456622,0.2828,1.7721,9.0,0.9935,4.959,4959,9|7|6|4|4,7,0.582,0.268,7.22,7,3103442,4.83
H14_3102859,3102859,A2-B0-C2-r6,C2-hibrido,I,0,0,0.338293,0.1414,2.5783,7.0,0.999,6.673,6673,7|5|5|3|4,7,0.582,0.268,7.22,7,3103442,4.53
H14_3102859,3102859,A2-B0-C2-r7,C2-hard,I,0,0,0.576764,0.9899,2.2219,11.0,0.978,3.671,3671,11|8|7|5|4,6,0.608,0.188,4.27,6,3103539,3.96
H14_3102859,3102859,A2-B0-C2-r7,C2-hibrido,I,0,0,0.556319,0.4777,1.2936,11.0,0.982,4.136,4136,11|7|6|5|4,6,0.608,0.188,4.27,6,3103539,3.45
H14_3102859,3102859,A2-B0-C2-r8,C2-hard,I,0,0,0.520734,0.5657,3.1363,11.0,0.99,4.071,4071,11|7|6|5|4,7,0.748,0.131,5.23,6,3103636,3.49
H14_3102859,3102859,A2-B0-C2-r8,C2-hibrido,II,0,0,0.433226,0.2828,5.0105,9.0,0.993,5.114,5114,9|7|5|5|4,7,0.748,0.131,5.23,6,3103636,3.77
H14_3102859,3102859,A2-B0-C2-r9,C2-hard,I,0,0,0.699444,1.2703,3.4609,14.0,0.919,3.087,3087,14|9|6|6|5,5,0.557,0.14,7.63,5,3103733,2.96
H14_3102859,3102859,A2-B0-C2-r9,C2-hibrido,III,1,1,0.933328,0.2673,3.7748,12.0,0.87,3.439,3439,12|10|6|5|4,5,0.557,0.14,7.63,5,3103733,2.95
H14_3102859,3102859,A2-B0-C2-r10,C2-hard,II,0,0,0.434313,0.9899,4.0255,10.0,0.9915,4.596,4596,10|6|6|5|4,7,0.722,0.19,5.4,7,3103830,3.7
H14_3102859,3102859,A2-B0-C2-r10,C2-hibrido,II,0,0,0.365038,0.2828,2.5853,9.0,0.9965,5.269,5269,9|5|4|5|4,7,0.722,0.19,5.4,7,3103830,3.92
H14_3102859,3102859,A2-B0-C2-r11,C2-hard,I,0,0,0.500701,0.2483,1.9627,10.0,0.9925,4.638,4638,10|8|5|5|4,6,0.659,0.205,5.64,7,3103927,3.82
H14_3102859,3102859,A2-B0-C2-r11,C2-hibrido,I,0,0,0.477035,0.1414,1.6439,9.0,0.9945,5.44,5440,9|7|5|4|4,6,0.659,0.205,5.64,7,3103927,3.92
H14_3102859,3102859,A2-B0-C2-r12,C2-hard,III,1,1,0.883671,1.6263,3.239,17.0,0.909,2.578,2578,17|16|9|6|5,6,0.663,0.175,5.07,4,3104024,2.87
H14_3102859,3102859,A2-B0-C2-r12,C2-hibrido,III,1,1,0.879522,0.8813,1.8947,14.0,0.936,3.231,3231,14|10|7|5|4,6,0.663,0.175,5.07,4,3104024,2.93
H14_3102859,3102859,A2-B0-C2-r13,C2-hard,III,1,1,0.96416,1.6848,2.3778,18.0,0.933,3.209,3209,18|12|7|6|4,8,0.663,0.228,7.12,5,3104121,2.94
H14_3102859,3102859,A2-B0-C2-r13,C2-hibrido,III,1,1,0.765162,0.2449,2.4724,11.0,0.8925,3.603,3603,11|9|6|5|4,8,0.663,0.228,7.12,5,3104121,3.68
H14_3102859,3102859,A2-B0-C2-r14,C2-hard,III,1,1,0.724205,0.5657,1.6623,14.0,0.9765,3.377,3377,14|9|7|5|4,6,0.693,0.255,5.24,5,3104218,2.93
H14_3102859,3102859,A2-B0-C2-r14,C2-hibrido,I,0,0,0.454535,0.8485,1.6073,10.0,0.9945,4.897,4897,10|6|5|5|4,6,0.693,0.255,5.24,5,3104218,3.76
H14_3102859,3102859,A2-B0-C2-r15,C2-hard,III,1,1,0.985965,0.6881,1.5766,16.0,0.9235,3.096,3096,16|11|6|5|4,4,0.353,0.304,7.29,5,3104315,3.02
H14_3102859,3102859,A2-B0-C2-r15,C2-hibrido,III,1,1,0.959719,0.407,1.3468,13.0,0.871,3.342,3342,13|9|6|5|4,4,0.353,0.304,7.29,5,3104315,2.95
H14_3102859,3102859,A2-B0-C2-r16,C2-hard,I,0,0,0.61194,1.5556,2.9005,12.0,0.973,3.384,3384,12|8|7|5|4,4,0.756,0.218,4.73,5,3104412,3.33
H14_3102859,3102859,A2-B0-C2-r16,C2-hibrido,I,0,0,0.47634,0.6692,2.7509,10.0,0.99,4.641,4641,10|7|5|5|4,4,0.756,0.218,4.73,5,3104412,3.35
H14_3102859,3102859,A2-B0-C2-r17,C2-hard,III,1,1,0.94524,0.7709,2.9894,21.0,0.9375,2.613,2613,21|13|9|6|5,7,0.375,0.309,4.52,4,3104509,2.73
H14_3102859,3102859,A2-B0-C2-r17,C2-hibrido,III,1,1,0.761153,0.4243,1.4268,14.0,0.968,3.436,3436,14|9|6|5|4,7,0.375,0.309,4.52,4,3104509,3.42
H14_3102859,3102859,A2-B0-C2-r18,C2-hard,III,1,1,0.799898,2.2627,3.3982,14.0,0.9605,3.352,3352,14|12|7|5|4,5,0.605,0.154,5.7,5,3104606,3.4
H14_3102859,3102859,A2-B0-C2-r18,C2-hibrido,I,0,0,0.676606,1.4142,3.1779,12.0,0.978,4.339,4339,12|9|6|5|4,5,0.605,0.154,5.7,5,3104606,3.55
H14_3102859,3102859,A2-B0-C2-r19,C2-hard,III,1,1,0.740353,1.2728,2.3002,15.0,0.9575,3.331,3331,15|9|6|6|4,7,0.527,0.228,5.82,5,3104703,3.66
H14_3102859,3102859,A2-B0-C2-r19,C2-hibrido,I,0,0,0.629553,0.5278,1.8355,11.0,0.968,4.109,4109,11|8|6|5|4,7,0.527,0.228,5.82,5,3104703,3.17
H19_4507921,4507921,A2-B0-C2-r0,C2-hard,IV,0,1,0.83353,1.6971,5.3048,16.0,0.9455,3.301,3301,16|9|7|5|4,5,0.774,0.145,6.51,5,4507922,3.09
H19_4507921,4507921,A2-B0-C2-r0,C2-hibrido,I,0,0,0.672032,0.0,4.411,11.0,0.9385,3.929,3929,11|8|6|5|4,5,0.774,0.145,6.51,5,4507922,3.54
H19_4507921,4507921,A2-B0-C2-r1,C2-hard,I,0,0,0.665495,0.9933,2.8919,13.0,0.983,4.21,4210,13|9|6|5|4,5,0.644,0.225,6.95,6,4508019,3.69
H19_4507921,4507921,A2-B0-C2-r1,C2-hibrido,I,0,0,0.532308,0.1414,2.8966,9.0,0.9735,5.031,5031,9|7|5|4|4,5,0.644,0.225,6.95,6,4508019,4.48
H19_4507921,4507921,A2-B0-C2-r2,C2-hard,III,1,1,0.84126,0.8106,1.785,16.0,0.934,3.144,3144,16|8|8|5|4,7,0.327,0.147,6.72,5,4508116,4.04
H19_4507921,4507921,A2-B0-C2-r2,C2-hibrido,III,1,1,0.944705,0.5812,2.0875,14.0,0.9095,3.486,3486,14|10|6|5|4,7,0.327,0.147,6.72,5,4508116,3.17
H19_4507921,4507921,A2-B0-C2-r3,C2-hard,III,1,1,0.905604,1.285,4.4496,20.0,0.9355,2.622,2622,20|14|9|6|5,4,0.548,0.311,4.02,4,4508213,3.03
H19_4507921,4507921,A2-B0-C2-r3,C2-hibrido,I,0,0,0.592146,0.1414,5.1796,11.0,0.9865,3.907,3907,11|8|6|5|4,4,0.548,0.311,4.02,4,4508213,3.27
H19_4507921,4507921,A2-B0-C2-r4,C2-hard,I,0,0,0.675879,0.5278,2.5307,13.0,0.972,3.372,3372,13|8|6|5|4,6,0.574,0.216,5.46,5,4508310,3.82
H19_4507921,4507921,A2-B0-C2-r4,C2-hibrido,II,0,0,0.435262,1.1314,1.1861,9.0,0.9855,4.332,4332,9|7|6|5|4,6,0.574,0.216,5.46,5,4508310,3.78
H19_4507921,4507921,A2-B0-C2-r5,C2-hard,III,1,1,0.859416,2.5456,3.7277,18.0,0.9665,3.379,3379,18|10|7|5|4,5,0.537,0.115,5.72,5,4508407,3.87
H19_4507921,4507921,A2-B0-C2-r5,C2-hibrido,I,0,0,0.558165,0.6692,7.6821,10.0,0.9745,4.103,4103,10|8|6|5|4,5,0.537,0.115,5.72,5,4508407,3.29
H19_4507921,4507921,A2-B0-C2-r6,C2-hard,III,1,1,0.91451,1.6592,4.2588,19.0,0.917,2.598,2598,19|14|10|6|5,5,0.671,0.154,4.67,4,4508504,2.88
H19_4507921,4507921,A2-B0-C2-r6,C2-hibrido,III,1,1,0.860076,1.5177,3.049,14.0,0.9595,3.391,3391,14|11|7|5|4,5,0.671,0.154,4.67,4,4508504,3.76
H19_4507921,4507921,A2-B0-C2-r7,C2-hard,I,0,0,0.536064,0.1414,1.5036,11.0,0.9825,4.132,4132,11|7|6|5|4,5,0.514,0.265,4.46,7,4508601,2.67
H19_4507921,4507921,A2-B0-C2-r7,C2-hibrido,I,0,0,0.55084,0.2828,1.6028,11.0,0.9845,4.355,4355,11|7|6|5|4,5,0.514,0.265,4.46,7,4508601,3.59
H19_4507921,4507921,A2-B0-C2-r8,C2-hard,II,0,0,0.443256,0.9899,1.253,10.0,0.992,4.578,4578,10|6|5|5|4,5,0.471,0.349,5.51,7,4508698,3.79
H19_4507921,4507921,A2-B0-C2-r8,C2-hibrido,I,0,0,0.344497,0.6692,1.0341,8.0,0.993,5.297,5297,8|6|5|5|4,5,0.471,0.349,5.51,7,4508698,4.32
