seed,brazo,etiqueta,n_edges,n_tri,dof,n_sweeps,eventos_por_sweep,dt,h,h_null,h_shuf,aristas_tocadas,frac_cobertura,frac_aristas_cero,gini_cobertura,entropia_cobertura,conteo_max,conteo_medio,frac_punteria,solape_nodos_trio,disp_intra_trio_destino,disp_intra_trio_real
2,B_casi_correcto,B trío CASI-correcto (1+2),513,161,674,116,483,4.94,0.33957041272971755,1.496310689620956,0.3410856906459559,318,0.6198830409356725,0.3801169590643275,0.5239588504271953,0.9065000049336216,5.0,0.9415204678362573,0.7287784679089027,0.13043478260869565,0.022643213441066443,0.019458164658177266
2,C_azar,C trío AL AZAR (=REWIRE),513,161,674,116,483,3.807,0.3170662746144605,1.496310689620956,0.3410856906459559,295,0.5750487329434698,0.4249512670565302,0.5648097699966501,0.8941793344161024,4.0,0.9415204678362573,0.6231884057971014,0.18012422360248448,0.026683907158768574,0.01989467589699772
2,D_sin_trios,D SIN TRÍOS (=GLOBAL),513,161,674,116,513,4.478,1.0356051347200135,1.496310689620956,0.3410856906459559,513,1.0,0.0,0.0,1.0,1.0,1.0,0.6023391812865497,nan,nan,0.019652265961093977
2,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),513,161,674,116,483,4.891,0.4908108277903216,1.496310689620956,0.3410856906459559,309,0.6023391812865497,0.39766081871345027,0.5469228627123364,0.8996527246049493,6.0,0.9415204678362573,1.0,3.0,0.030755429200947725,0.030755429200947725
2,F_azar_desalineado,F azar DESALINEADO (nuevo),513,161,674,116,483,6.145,0.4789314379337092,1.496310689620956,0.3410856906459559,313,0.6101364522417154,0.3898635477582846,0.531102312948232,0.9044257629827771,5.0,0.9415204678362573,0.5921325051759835,0.10559006211180125,0.03413729103854666,0.03568473289570106
2,G_trio_real_azar,G trío real AZAR c/reempl.,513,161,674,116,483,4.892,0.3143825426015302,1.496310689620956,0.3410856906459559,223,0.4346978557504873,0.5653021442495128,0.7018431747646088,0.8393674053798909,7.0,0.9415204678362573,1.0,3.0,0.024519398076256232,0.024321072283143043
2,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,513,161,674,116,483,5.162,0.49727841130165257,1.496310689620956,0.3410856906459559,246,0.47953216374269003,0.52046783625731,0.6512739174829183,0.861682808224695,6.0,0.9415204678362573,1.0,0.12422360248447205,0.02848404016552428,0.02905649079352997
2,I_azarTri_alineado,I sueltas-DE-triáng. alineado,513,161,674,116,483,4.17,0.3504011861696512,1.496310689620956,0.3410856906459559,243,0.47368421052631576,0.5263157894736843,0.6607904624685708,0.858342935771347,7.0,0.9415204678362573,1.0,0.19875776397515527,0.025660828012413334,0.020967023229043334
3,A_correcto,A trío CORRECTO (=REAL),606,221,827,99,663,4.184,0.20567529067681173,1.5117224891767953,0.3840208936841803,404,0.6666666666666666,0.33333333333333337,0.49538551140181886,0.9198293221558254,5.0,1.0940594059405941,1.0,3.0,0.024454475571219624,0.024454475571219624
3,B_casi_correcto,B trío CASI-correcto (1+2),606,221,827,99,663,4.132,0.3883911784232059,1.5117224891767953,0.3840208936841803,400,0.6600660066006601,0.33993399339933994,0.5073672525623603,0.9169883834863306,5.0,1.0940594059405941,0.7767722473604827,0.11764705882352941,0.028154860446418562,0.02183781331170752
3,C_azar,C trío AL AZAR (=REWIRE),606,221,827,99,663,4.708,0.3711322046895378,1.5117224891767953,0.3840208936841803,407,0.6716171617161716,0.3283828382838284,0.5005176988287063,0.9187475748007432,6.0,1.0940594059405941,0.6455505279034691,0.12217194570135746,0.019344614046015018,0.023047798688015465
3,D_sin_trios,D SIN TRÍOS (=GLOBAL),606,221,827,99,606,4.267,2.464539795722119,1.5117224891767953,0.3840208936841803,606,1.0,0.0,0.0,0.9999999999999999,1.0,1.0,0.6666666666666666,nan,nan,0.017703180803931223
3,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),606,221,827,99,663,4.59,0.48244812738039766,1.5117224891767953,0.3840208936841803,404,0.6666666666666666,0.33333333333333337,0.49538551140181886,0.9198293221558254,5.0,1.0940594059405941,1.0,3.0,0.03126726723021743,0.031267267230217416
3,F_azar_desalineado,F azar DESALINEADO (nuevo),606,221,827,99,663,4.624,0.42015259193284754,1.5117224891767953,0.3840208936841803,410,0.6765676567656765,0.32343234323432346,0.4963860639457611,0.9198399176501402,5.0,1.0940594059405941,0.6711915535444947,0.12217194570135746,0.02558191764860273,0.029203218238029818
3,G_trio_real_azar,G trío real AZAR c/reempl.,606,221,827,99,663,4.168,0.25162812944955987,1.5117224891767953,0.3840208936841803,306,0.504950495049505,0.49504950495049505,0.6587045582386293,0.8649456858087046,8.0,1.0940594059405941,1.0,3.0,0.02701371654813998,0.024843789170726212
3,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,606,221,827,99,663,4.29,0.4397129938348837,1.5117224891767953,0.3840208936841803,331,0.5462046204620462,0.4537953795379538,0.6113400932853466,0.8835328525503328,7.0,1.0940594059405941,1.0,0.13574660633484162,0.03013329741376427,0.027846069334967846
3,I_azarTri_alineado,I sueltas-DE-triáng. alineado,606,221,827,99,663,4.039,0.3069437685607218,1.5117224891767953,0.3840208936841803,330,0.5445544554455446,0.4554455445544554,0.6103395407414043,0.8835491485382714,7.0,1.0940594059405941,1.0,0.14479638009049775,0.02005912019071605,0.018625440692595852
4,A_correcto,A trío CORRECTO (=REAL),562,188,750,106,564,3.937,0.22901401385750414,1.509046192161851,0.3366382218880958,358,0.6370106761565836,0.3629893238434164,0.5210178945508694,0.9102800914331155,5.0,1.00355871886121,1.0,3.0,0.0253181905995955,0.0253181905995955
4,B_casi_correcto,B trío CASI-correcto (1+2),562,188,750,106,564,4.325,0.3447441870317124,1.509046192161851,0.3366382218880958,357,0.6352313167259787,0.36476868327402134,0.5262171575679564,0.9089883097666658,5.0,1.00355871886121,0.7872340425531915,0.0851063829787234,0.022813459492076454,0.019648113135203198
4,C_azar,C trío AL AZAR (=REWIRE),562,188,750,106,564,3.194,0.42959812417354215,1.509046192161851,0.3366382218880958,369,0.6565836298932385,0.3434163701067615,0.4947881174124833,0.9176679255809455,5.0,1.00355871886121,0.6312056737588653,0.06914893617021277,0.025280999076763105,0.02529192398008297
4,D_sin_trios,D SIN TRÍOS (=GLOBAL),562,188,750,106,562,3.074,0.3528816339410831,1.509046192161851,0.3366382218880958,562,1.0,0.0,0.0,1.0000000000000002,1.0,1.0,0.6370106761565836,nan,nan,0.02096016609933588
4,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),562,188,750,106,564,2.837,0.5206277717456147,1.509046192161851,0.3366382218880958,358,0.6370106761565836,0.3629893238434164,0.5210178945508694,0.9102800914331155,5.0,1.00355871886121,1.0,3.0,0.026395506313540686,0.026395506313540686
4,F_azar_desalineado,F azar DESALINEADO (nuevo),562,188,750,106,564,2.872,0.4377603094004933,1.509046192161851,0.3366382218880958,368,0.6548042704626335,0.34519572953736655,0.5058870296055122,0.9145942130110414,5.0,1.00355871886121,0.6382978723404256,0.13829787234042554,0.037756319241780356,0.030971801588182267
4,G_trio_real_azar,G trío real AZAR c/reempl.,562,188,750,106,564,3.205,0.26708554692491426,1.509046192161851,0.3366382218880958,273,0.48576512455516013,0.5142348754448398,0.6637767850382372,0.860390309426574,8.0,1.00355871886121,1.0,3.0,0.025886036156722733,0.027655389587778335
4,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,562,188,750,106,564,2.717,0.3989582322462442,1.509046192161851,0.3366382218880958,279,0.49644128113879005,0.50355871886121,0.6505325458721385,0.8661382596409315,6.0,1.00355871886121,1.0,0.1702127659574468,0.030113674020487924,0.031057743399306
4,I_azarTri_alineado,I sueltas-DE-triáng. alineado,562,188,750,106,564,2.911,0.3538414132368952,1.509046192161851,0.3366382218880958,280,0.498220640569395,0.501779359430605,0.6390234976401403,0.8698494585324967,5.0,1.00355871886121,1.0,0.12234042553191489,0.024074608458288706,0.020923502767593187
5,A_correcto,A trío CORRECTO (=REAL),583,193,776,102,579,3.146,0.5773901055520302,1.4691812534911297,1.446606892473561,367,0.6295025728987993,0.3704974271012007,0.5242314631306713,0.9099175419031693,4.0,0.9931389365351629,1.0,3.0,0.048380870555387624,0.048380870555387624
5,B_casi_correcto,B trío CASI-correcto (1+2),583,193,776,102,579,3.076,0.36654775987785987,1.4691812534911297,1.446606892473561,359,0.6157804459691252,0.3842195540308748,0.5364012596391128,0.9057254762099568,6.0,0.9931389365351629,0.7754749568221071,0.10362694300518134,0.02491505840435622,0.01993628053558234
5,C_azar,C trío AL AZAR (=REWIRE),583,193,776,102,579,2.859,0.3414008857164178,1.4691812534911297,1.446606892473561,374,0.6415094339622641,0.3584905660377359,0.5079438435582733,0.9140108838093851,6.0,0.9931389365351629,0.6424870466321243,0.11398963730569948,0.024146645893353535,0.021189773984755293
5,D_sin_trios,D SIN TRÍOS (=GLOBAL),583,193,776,102,583,2.936,1.4424823113042389,1.4691812534911297,1.446606892473561,583,1.0,0.0,0.0,1.0000000000000002,1.0,1.0,0.6295025728987993,nan,nan,0.018337987144823934
5,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),583,193,776,102,579,2.489,0.5120925906130037,1.4691812534911297,1.446606892473561,367,0.6295025728987993,0.3704974271012007,0.5242314631306713,0.9099175419031693,4.0,0.9931389365351629,1.0,3.0,0.027128704327616448,0.027128704327616455
5,F_azar_desalineado,F azar DESALINEADO (nuevo),583,193,776,102,579,2.77,0.5126275778619601,1.4691812534911297,1.446606892473561,373,0.6397941680960549,0.36020583190394506,0.5146923334429445,0.9123275193180559,5.0,0.9931389365351629,0.6649395509499136,0.15025906735751296,0.031856814053688516,0.03284100215464953
5,G_trio_real_azar,G trío real AZAR c/reempl.,583,193,776,102,579,2.452,0.28633555108064523,1.4691812534911297,1.446606892473561,254,0.43567753001715265,0.5643224699828473,0.7140719937669786,0.8373964515954814,10.0,0.9931389365351629,1.0,3.0,0.020064559542285948,0.019784366147845317
5,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,583,193,776,102,579,2.71,0.40782561728266103,1.4691812534911297,1.446606892473561,292,0.5008576329331046,0.4991423670668954,0.6435298334799753,0.8692319623049533,6.0,0.9931389365351629,1.0,0.09326424870466321,0.023509720535267686,0.024270125413203537
5,I_azarTri_alineado,I sueltas-DE-triáng. alineado,583,193,776,102,579,2.695,0.30366278924925155,1.4691812534911297,1.446606892473561,290,0.4974271012006861,0.5025728987993139,0.6392816620600374,0.8701486724523839,6.0,0.9931389365351629,1.0,0.12953367875647667,0.02254174353386804,0.01907888275466073
6,A_correcto,A trío CORRECTO (=REAL),530,145,675,113,435,2.477,0.21195997464611535,1.6017686719698963,0.35347438955212,297,0.560377358490566,0.439622641509434,0.564298416829321,0.8920824857287222,4.0,0.8207547169811321,1.0,3.0,0.01771447333388235,0.01771447333388235
6,B_casi_correcto,B trío CASI-correcto (1+2),530,145,675,113,435,2.528,0.3838914897073248,1.6017686719698963,0.35347438955212,300,0.5660377358490566,0.4339622641509434,0.5559271307742355,0.8944408696463723,4.0,0.8207547169811321,0.7011494252873564,0.06896551724137931,0.02668300123785004,0.020884870022675306
6,C_azar,C trío AL AZAR (=REWIRE),530,145,675,113,435,2.868,0.3685318619662488,1.6017686719698963,0.35347438955212,298,0.5622641509433962,0.4377358490566038,0.5649143352851875,0.891584376171691,4.0,0.8207547169811321,0.496551724137931,0.15172413793103448,0.029425961702797803,0.01908553494481041
6,D_sin_trios,D SIN TRÍOS (=GLOBAL),530,145,675,113,530,2.749,0.3644309920987766,1.6017686719698963,0.35347438955212,530,1.0,0.0,0.0,1.0,1.0,1.0,0.560377358490566,nan,nan,0.018189119914448926
6,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),530,145,675,113,435,2.879,0.49026984504617005,1.6017686719698963,0.35347438955212,297,0.560377358490566,0.439622641509434,0.564298416829321,0.8920824857287222,4.0,0.8207547169811321,1.0,3.0,0.028042343578026013,0.028042343578026013
6,F_azar_desalineado,F azar DESALINEADO (nuevo),530,145,675,113,435,2.748,0.35478786551030134,1.6017686719698963,0.35347438955212,298,0.5622641509433962,0.4377358490566038,0.5621557145955323,0.8926577573121225,4.0,0.8207547169811321,0.496551724137931,0.1310344827586207,0.03089563628781388,0.028197794932672056
6,G_trio_real_azar,G trío real AZAR c/reempl.,530,145,675,113,435,2.535,0.2697837888293779,1.6017686719698963,0.35347438955212,220,0.41509433962264153,0.5849056603773585,0.7034265885924962,0.8373294479487837,6.0,0.8207547169811321,1.0,3.0,0.023339200786331855,0.02346568312221427
6,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,530,145,675,113,435,2.325,0.4773779255810127,1.6017686719698963,0.35347438955212,218,0.41132075471698115,0.5886792452830188,0.7110952071134242,0.8339723925895555,7.0,0.8207547169811321,1.0,0.15172413793103448,0.029235835337410466,0.031679254458436036
6,I_azarTri_alineado,I sueltas-DE-triáng. alineado,530,145,675,113,435,2.116,0.32298922043801526,1.6017686719698963,0.35347438955212,230,0.4339622641509434,0.5660377358490566,0.6817306441119062,0.8472582795928868,7.0,0.8207547169811321,1.0,0.15862068965517243,0.027659095011722278,0.02899387538705281
7,A_correcto,A trío CORRECTO (=REAL),558,167,725,107,501,1.702,0.19801335429276712,1.490863925939304,0.33917655958147064,340,0.6093189964157706,0.3906810035842294,0.5337818985684544,0.9035303788033572,6.0,0.8978494623655914,1.0,3.0,0.024395083563359107,0.024395083563359107
7,B_casi_correcto,B trío CASI-correcto (1+2),558,167,725,107,501,2.058,0.382037233063679,1.490863925939304,0.33917655958147064,325,0.5824372759856631,0.4175627240143369,0.555065496247648,0.8976745323926264,5.0,0.8978494623655914,0.7285429141716567,0.12574850299401197,0.027027252611358743,0.022054038648691213
7,C_azar,C trío AL AZAR (=REWIRE),558,167,725,107,501,1.873,0.3764348908895862,1.490863925939304,0.33917655958147064,329,0.589605734767025,0.41039426523297495,0.5453143891428611,0.900731544771705,4.0,0.8978494623655914,0.6007984031936128,0.07784431137724551,0.02648024871262856,0.024535967954207063
7,D_sin_trios,D SIN TRÍOS (=GLOBAL),558,167,725,107,558,2.086,2.4201384375671466,1.490863925939304,0.33917655958147064,558,1.0,0.0,0.0,1.0000000000000002,1.0,1.0,0.6093189964157706,nan,nan,0.015445890168969406
7,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),558,167,725,107,501,1.985,0.4392278684949737,1.490863925939304,0.33917655958147064,340,0.6093189964157706,0.3906810035842294,0.5337818985684544,0.9035303788033572,6.0,0.8978494623655914,1.0,3.0,0.02797785177749324,0.02797785177749325
7,F_azar_desalineado,F azar DESALINEADO (nuevo),558,167,725,107,501,1.733,0.4826659786230428,1.490863925939304,0.33917655958147064,338,0.6057347670250897,0.39426523297491034,0.5348407128395538,0.9038217057928578,5.0,0.8978494623655914,0.6187624750499002,0.10179640718562874,0.029943839794620616,0.030235334354617817
7,G_trio_real_azar,G trío real AZAR c/reempl.,558,167,725,107,501,2.362,0.2600212581593711,1.490863925939304,0.33917655958147064,236,0.4229390681003584,0.5770609318996416,0.7145958978101146,0.8346745571318833,9.0,0.8978494623655914,1.0,3.0,0.02397301584024337,0.02573254675761269
7,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,558,167,725,107,501,2.436,0.493994735103619,1.490863925939304,0.33917655958147064,260,0.4659498207885305,0.5340501792114696,0.6668848682563189,0.8570439970849483,7.0,0.8978494623655914,1.0,0.11976047904191617,0.0346662439061503,0.03214150131541308
7,I_azarTri_alineado,I sueltas-DE-triáng. alineado,558,167,725,107,501,2.129,0.42165301519222814,1.490863925939304,0.33917655958147064,265,0.47491039426523296,0.525089605734767,0.6521616265676531,0.8628206990218559,6.0,0.8978494623655914,1.0,0.15568862275449102,0.03261388735590627,0.024886490508658696
8,A_correcto,A trío CORRECTO (=REAL),495,131,626,121,393,2.011,0.20435914302788483,1.6425665715109858,0.35165251720131757,278,0.5616161616161616,0.43838383838383843,0.5563626082710051,0.8922901591578127,4.0,0.793939393939394,1.0,3.0,0.024021034619131257,0.024021034619131257
8,B_casi_correcto,B trío CASI-correcto (1+2),495,131,626,121,393,1.952,0.35442680975010926,1.6425665715109858,0.35165251720131757,271,0.5474747474747474,0.45252525252525255,0.572339167759015,0.8874521113910878,4.0,0.793939393939394,0.7302798982188295,0.0916030534351145,0.0259677863786298,0.021348923391219767
8,C_azar,C trío AL AZAR (=REWIRE),495,131,626,121,393,2.145,0.3657618085211367,1.6425665715109858,0.35165251720131757,276,0.5575757575757576,0.4424242424242424,0.5612049245637032,0.8906598083707602,4.0,0.793939393939394,0.5852417302798982,0.13740458015267176,0.024173508649378304,0.02240551583463879
8,D_sin_trios,D SIN TRÍOS (=GLOBAL),495,131,626,121,495,2.157,2.5882786384575276,1.6425665715109858,0.35165251720131757,495,1.0,0.0,0.0,1.0,1.0,1.0,0.5616161616161616,nan,nan,0.018260675930409254
8,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),495,131,626,121,393,2.068,0.5899393909275334,1.6425665715109858,0.35165251720131757,278,0.5616161616161616,0.43838383838383843,0.5563626082710051,0.8922901591578127,4.0,0.793939393939394,1.0,3.0,0.02806914925590979,0.028069149255909795
8,F_azar_desalineado,F azar DESALINEADO (nuevo),495,131,626,121,393,2.101,0.43813242357307625,1.6425665715109858,0.35165251720131757,276,0.5575757575757576,0.4424242424242424,0.5674865705400056,0.8882352271209776,6.0,0.793939393939394,0.5623409669211196,0.0916030534351145,0.028282560414234624,0.028174885441878638
8,G_trio_real_azar,G trío real AZAR c/reempl.,495,131,626,121,393,1.885,0.2527353182459915,1.6425665715109858,0.35165251720131757,202,0.4080808080808081,0.591919191919192,0.7153879764566788,0.8294559142906719,7.0,0.793939393939394,1.0,3.0,0.024647447157950482,0.022905676462472692
8,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,495,131,626,121,393,2.123,0.48128492704153414,1.6425665715109858,0.35165251720131757,204,0.4121212121212121,0.5878787878787879,0.7034209782301386,0.8350639518415005,7.0,0.793939393939394,1.0,0.12213740458015267,0.034436092174777784,0.029251042858536684
8,I_azarTri_alineado,I sueltas-DE-triáng. alineado,495,131,626,121,393,2.365,0.3570336398215254,1.6425665715109858,0.35165251720131757,208,0.4202020202020202,0.5797979797979798,0.6974888837484257,0.8383008170034572,6.0,0.793939393939394,1.0,0.16793893129770993,0.02054165896066013,0.015208727890588683
9,A_correcto,A trío CORRECTO (=REAL),504,135,639,119,405,2.403,0.22560568098492007,1.4624614939644611,0.3275605155710985,283,0.5615079365079365,0.4384920634920635,0.5607828728199098,0.8914995855383139,5.0,0.8035714285714286,1.0,3.0,0.02112652264489219,0.02112652264489219
9,B_casi_correcto,B trío CASI-correcto (1+2),504,135,639,119,405,2.36,0.3617812652194238,1.4624614939644611,0.3275605155710985,281,0.5575396825396826,0.44246031746031744,0.5648099157358417,0.8900294880726531,5.0,0.8035714285714286,0.6765432098765433,0.1111111111111111,0.02632669058705336,0.02502779404792824
9,C_azar,C trío AL AZAR (=REWIRE),504,135,639,119,405,2.81,0.40197591540589056,1.4624614939644611,0.3275605155710985,279,0.5535714285714286,0.4464285714285714,0.5656721536351166,0.8899221225133058,5.0,0.8035714285714286,0.5358024691358024,0.16296296296296298,0.02354685643917132,0.018979361750592384
9,D_sin_trios,D SIN TRÍOS (=GLOBAL),504,135,639,119,504,2.98,1.7723113539659607,1.4624614939644611,0.3275605155710985,504,1.0,0.0,0.0,1.0,1.0,1.0,0.5615079365079365,nan,nan,0.017225449438311134
9,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),504,135,639,119,405,2.91,0.5350447965904869,1.4624614939644611,0.3275605155710985,283,0.5615079365079365,0.4384920634920635,0.5607828728199098,0.8914995855383139,5.0,0.8035714285714286,1.0,3.0,0.03142724234647484,0.031427242346474836
9,F_azar_desalineado,F azar DESALINEADO (nuevo),504,135,639,119,405,2.383,0.45148111380799233,1.4624614939644611,0.3275605155710985,281,0.5575396825396826,0.44246031746031744,0.5639868704683519,0.8907693409640607,4.0,0.8035714285714286,0.5777777777777777,0.1037037037037037,0.029918725947650167,0.03137197076635682
9,G_trio_real_azar,G trío real AZAR c/reempl.,504,135,639,119,405,1.902,0.30071698662132684,1.4624614939644611,0.3275605155710985,198,0.39285714285714285,0.6071428571428572,0.7283019792279051,0.8241717246536959,6.0,0.8035714285714286,1.0,3.0,0.02317436514881765,0.021657901916555374
9,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,504,135,639,119,405,2.022,0.4580982377819827,1.4624614939644611,0.3275605155710985,210,0.4166666666666667,0.5833333333333333,0.6976533411718597,0.8383504722266297,7.0,0.8035714285714286,1.0,0.08888888888888889,0.032596025086055865,0.029956285470220195
9,I_azarTri_alineado,I sueltas-DE-triáng. alineado,504,135,639,119,405,1.662,0.3943914792234827,1.4624614939644611,0.3275605155710985,205,0.40674603174603174,0.5932539682539683,0.7087252596511855,0.8331557554143886,6.0,0.8035714285714286,1.0,0.14074074074074075,0.026357668269802258,0.02396246530096133
10,A_correcto,A trío CORRECTO (=REAL),501,109,610,119,327,1.752,0.23754512794097912,1.5809748032532176,0.3406626835969888,243,0.48502994011976047,0.5149700598802396,0.6077630671378955,0.8707397341826275,3.0,0.6526946107784432,1.0,3.0,0.020468002849812865,0.020468002849812865
10,B_casi_correcto,B trío CASI-correcto (1+2),501,109,610,119,327,2.107,0.35553782944048246,1.5809748032532176,0.3406626835969888,242,0.48303393213572854,0.5169660678642715,0.613049131095607,0.8685267204405578,4.0,0.6526946107784432,0.6483180428134556,0.14678899082568808,0.026239036881213502,0.02343511080191904
10,C_azar,C trío AL AZAR (=REWIRE),501,109,610,119,327,1.639,0.3558367821282236,1.5809748032532176,0.3406626835969888,245,0.48902195608782434,0.5109780439121756,0.6059318671525451,0.870829977858966,4.0,0.6526946107784432,0.47706422018348627,0.11009174311926606,0.02102566267154639,0.023160003509551857
10,D_sin_trios,D SIN TRÍOS (=GLOBAL),501,109,610,119,501,1.483,2.2544912547046976,1.5809748032532176,0.3406626835969888,501,1.0,0.0,0.0,0.9999999999999997,1.0,1.0,0.48502994011976047,nan,nan,0.017046077075214824
10,E_equivocado,E trío EQUIVOCADO (=LOC.ROTO),501,109,610,119,327,1.477,0.4776462872599857,1.5809748032532176,0.3406626835969888,243,0.48502994011976047,0.5149700598802396,0.6077630671378955,0.8707397341826275,3.0,0.6526946107784432,1.0,3.0,0.025182772807404823,0.025182772807404826
10,F_azar_desalineado,F azar DESALINEADO (nuevo),501,109,610,119,327,1.359,0.43122272166383663,1.5809748032532176,0.3406626835969888,248,0.49500998003992014,0.5049900199600799,0.5971054832231562,0.8739823433036669,4.0,0.6526946107784432,0.4709480122324159,0.13761467889908258,0.030128010013189477,0.02988559622422728
10,G_trio_real_azar,G trío real AZAR c/reempl.,501,109,610,119,327,1.316,0.25548845950676174,1.5809748032532176,0.3406626835969888,162,0.32335329341317365,0.6766467065868264,0.7760259297917924,0.7921644401084933,7.0,0.6526946107784432,1.0,3.0,0.018946666072518728,0.021524646806475808
10,H_azarTri_desalin,H sueltas-DE-triáng. desalin.,501,109,610,119,327,1.487,0.35451254994035813,1.5809748032532176,0.3406626835969888,174,0.3473053892215569,0.652694610778443,0.7424295140605639,0.811315067635024,5.0,0.6526946107784432,1.0,0.11009174311926606,0.030020897341182073,0.026349833682618132
10,I_azarTri_alineado,I sueltas-DE-triáng. alineado,501,109,610,119,327,1.527,0.35500446286627635,1.5809748032532176,0.3406626835969888,181,0.36127744510978044,0.6387225548902196,0.7391699780866401,0.8140945467365904,6.0,0.6526946107784432,1.0,0.1559633027522936,0.0259776437337841,0.019349932586648962
11,A_correcto,A trío CORRECTO (=REAL),540,155,695,111,465,1.813,0.20340474696736094,1.4810189792573858,0.36559607318667964,320,0.5925925925925926,0.40740740740740744,0.5360533651931503,0.9018730092914209,4.0,0.8611111111111112,1.0,3.0,0.026812702858479264,0.026812702858479264
11,B_casi_correcto,B trío CASI-correcto (1+2),540,155,695,111,465,1.509,0.35618209790039157,1.4810189792573858,0.36559607318667964,316,0.5851851851851851,0.41481481481481486,0.542425328554361,0.8999775977463346,4.0,0.8611111111111112,0.7440860215053764,0.11612903225806452,0.02440309361323207,0.020147288955771434
11,C_azar,C trío AL AZAR (=REWIRE),540,155,695,111,465,1.836,0.3432185923239739,1.4810189792573858,0.36559607318667964,309,0.5722222222222222,0.4277777777777778,0.5622500995619275,0.89390999671874,5.0,0.8611111111111112,0.5956989247311828,0.06451612903225806,0.025874996933960656,0.025771528997728627
