cfg_id,k,Pk_real,Pk_null
FASE00,1.0,0.7106711058944761,0.005289516135084958
FASE00,2.0,0.10009230779184934,0.013663395062099558
FASE00,3.0,0.07376527468660948,0.008661618278015483
FASE00,4.0,0.02573477514642088,0.014810875765399488
FASE00,5.0,0.014231155915803236,0.015076401823754033
FASE00,6.0,0.011229028983829737,0.012682086261524594
FASE00,7.0,0.00866191388794514,0.007462443067061544
FASE00,8.0,0.005855765547112952,0.019780829110924474
FASE00,9.0,0.004272369036858095,0.02093680175481157
FASE00,10.0,0.004047932978262562,0.016987787781309327
FASE00,11.0,0.004129469066607924,0.02200966803630762
FASE00,12.0,0.00273469783895537,0.017980973070987425
FASE00,13.0,0.002295203612451644,0.014492706865404156
FASE00,14.0,0.0024331318231437227,0.02131773060137576
FASE00,15.0,0.0019533079759908264,0.01671280165601774
FASE00,16.0,0.0015638415323241338,0.017481354993672635
FASE00,17.0,0.0012047294140416123,0.01826954949317263
FASE00,18.0,0.0012724916380372508,0.016598385041765275
FASE00,19.0,0.0010637702813275872,0.01442577324116577
FASE00,20.0,0.001081672919102715,0.015678903296000055
FASE00,21.0,0.0010235125269621537,0.019076071357984937
FASE00,22.0,0.001114941686037762,0.012947344021424903
FASE00,23.0,0.0007425582098624612,0.016733254978110415
FASE00,24.0,0.000772273206292818,0.011766123740207217
FASE00,25.0,0.0007007738970897995,0.013302802768598418
FASE00,26.0,0.0008040310239479144,0.015273927793144553
FASE00,27.0,0.0006717444966845657,0.012860426843468331
FASE00,28.0,0.0006050780172844294,0.01732569542879853
FASE00,29.0,0.0005369172908113118,0.016833517342110547
FASE00,30.0,0.0005777348531714736,0.015219938490187143
FASE00,31.0,0.0005009439972438097,0.013531075502971477
FASE00,32.0,0.0005475555009196936,0.014888158065172031
FASE00,33.0,0.0005416558648028903,0.017636147797502548
FASE00,34.0,0.0004444326546531468,0.016930627495788695
FASE00,35.0,0.00048025232531762556,0.01356409219693191
FASE00,36.0,0.0005054398132415628,0.017093555259245254
FASE00,37.0,0.0004414466713767755,0.01616791682063783
FASE00,38.0,0.00047424074396006246,0.0174965438270645
FASE00,39.0,0.00045211601154286163,0.01515529360738963
FASE00,40.0,0.0004317646464528634,0.01739856818724211
FASE00,41.0,0.0004355340411449729,0.015880392537766727
FASE00,42.0,0.0003645993234739162,0.015674622494356187
FASE00,43.0,0.00038833095372433534,0.013276902135214158
FASE00,44.0,0.0003970672031693438,0.017293505250628165
FASE00,45.0,0.0004203298863291534,0.014412564923175596
FASE00,46.0,0.0003771182612205563,0.01561691552006939
FASE00,47.0,0.00036172236536698854,0.013715912485084285
FASE00,48.0,0.0003945318878444424,0.014097147642362738
FASE00,49.0,0.0003847209802542398,0.016121940860976604
FASE00,50.0,0.00036381411114272156,0.015345964197679288
FASE00,51.0,0.00044842638095351985,0.018588263745093384
FASE00,52.0,0.0003726876285979856,0.017206999254979292
FASE00,53.0,0.00043605174626401403,0.016799301474772627
FASE00,54.0,0.0003844620034333298,0.016555780159735523
FASE00,55.0,0.00035282226153244254,0.016232087092331454
FASE00,56.0,0.0003696929593056549,0.01546465592058111
FASE00,57.0,0.00036214561028132956,0.015389009088410564
FASE00,58.0,0.00044638405649250016,0.01859769104952325
FASE00,59.0,0.00039038092221853994,0.014081836137141068
FASE00,60.0,0.0003503315439938965,0.015458686039756211
FASE00,61.0,0.0003774239599938883,0.017198766866676447
FASE00,62.0,0.00036802905754991494,0.014767280167500315
FASE00,63.0,0.00035672178351232273,0.015399793411950767
FASE00,64.0,0.00043331166339373103,0.015303298684399861
FASE01,1.0,0.12222496645608719,0.0026764692455907425
FASE01,2.0,0.3567969454505053,0.008175164518410565
FASE01,3.0,0.21529324311939632,0.02306052231447
FASE01,4.0,0.0629193201221829,0.011928374245830929
FASE01,5.0,0.02513280975101753,0.013432795271933713
FASE01,6.0,0.04209669468277651,0.022329583164541113
FASE01,7.0,0.02546501026982807,0.015838257766927225
FASE01,8.0,0.015465812033435758,0.016235405753629754
FASE01,9.0,0.01276391615108313,0.015489452933369537
FASE01,10.0,0.009397024053977094,0.014159736503612458
FASE01,11.0,0.008835344188583285,0.01670990734029858
FASE01,12.0,0.00625578081125772,0.02153630147908629
FASE01,13.0,0.005543038314061523,0.014993186571524857
FASE01,14.0,0.006726025842617027,0.01558413877963844
FASE01,15.0,0.005342488328354713,0.014962829774573192
FASE01,16.0,0.004375593161432365,0.014745411986942483
FASE01,17.0,0.003827347165291038,0.014265891696123214
FASE01,18.0,0.004291528295624088,0.01605614915091712
FASE01,19.0,0.003611740831240766,0.015986395099404447
FASE01,20.0,0.0034077076239112675,0.014208637412401004
FASE01,21.0,0.0024413137470003458,0.014703458923913561
FASE01,22.0,0.002826460131219321,0.015081970259558866
FASE01,23.0,0.002514774015037687,0.02022019358448863
FASE01,24.0,0.002159632348797583,0.016220876595020303
FASE01,25.0,0.0019633245463654744,0.015983063743447035
FASE01,26.0,0.0016741638417166575,0.016968963133758466
FASE01,27.0,0.0019701035677667437,0.017504081570042136
FASE01,28.0,0.0017361607020018452,0.01897976266155041
FASE01,29.0,0.0015660740975597214,0.017242912391366393
FASE01,30.0,0.001815367019952676,0.014713899419575086
FASE01,31.0,0.0014325557424278987,0.014694112544365782
FASE01,32.0,0.001492722105111936,0.013388115843031635
FASE01,33.0,0.00143968609833401,0.015255232580240356
FASE01,34.0,0.0015774125033299652,0.01679454083922315
FASE01,35.0,0.001680759801532755,0.016977388809135237
FASE01,36.0,0.001153965172590908,0.017672609243734656
FASE01,37.0,0.0010180984631878351,0.01579509899190012
FASE01,38.0,0.0013461621509768891,0.014767987777349513
FASE01,39.0,0.0012075785063430024,0.017480333145707842
FASE01,40.0,0.0012746504225784943,0.01775162454684911
FASE01,41.0,0.0012444027934971826,0.01593277716934212
FASE01,42.0,0.0010467976190061607,0.013419216696261203
FASE01,43.0,0.0012359884941867917,0.01638124269771172
FASE01,44.0,0.0012133590138476735,0.012678112119660556
FASE01,45.0,0.001050980911453328,0.014222984813377311
FASE01,46.0,0.0010833432501897418,0.014928610907432152
FASE01,47.0,0.001051910612966722,0.016922781433856098
FASE01,48.0,0.0011322632925260272,0.016857899564752074
FASE01,49.0,0.0010361621010759573,0.016403137139880234
FASE01,50.0,0.001021052232217518,0.017256121488444093
FASE01,51.0,0.0010136882484341162,0.015134265633484101
FASE01,52.0,0.0011214738686418134,0.014839910004062101
FASE01,53.0,0.0010540703633054617,0.014311018336305053
FASE01,54.0,0.0009143368130421828,0.01575117393470343
FASE01,55.0,0.0009894658182692119,0.017864379017904518
FASE01,56.0,0.001103715623108184,0.0139174301816506
FASE01,57.0,0.001094319278942934,0.015363352534626848
FASE01,58.0,0.0010682553944231638,0.014958424636286863
FASE01,59.0,0.0011067099469951641,0.01633138038442739
FASE01,60.0,0.0010545724463959004,0.013718063858510519
FASE01,61.0,0.0009778421116527591,0.016670221857217903
FASE01,62.0,0.0010503948887220025,0.014407514726366547
FASE01,63.0,0.0010706124361658678,0.015137055885002318
FASE01,64.0,0.0012009808044387707,0.01602208736525025
FASE02,1.0,0.266100964415928,0.005674021143173518
FASE02,2.0,0.32631745597930806,0.02037500101733089
FASE02,3.0,0.1195181888008372,0.008207944767517638
FASE02,4.0,0.04529354141324754,0.01388321664770962
FASE02,5.0,0.04344316806605125,0.020056113202066135
FASE02,6.0,0.03438060578160819,0.010209646378867886
FASE02,7.0,0.01720034662418186,0.013889438084368828
