S0,barrido,brazo,k_micro,log_S_total,modo,n_aristas,n_vivos_fin,precision,semilla,sobrevive_finito,tau_final
0.001,C_S0,BARAJADO,598,-13.300647193262103,absoluto,0,0,float64,3,0,243
0.001,C_S0,BARAJADO,500,41.38910778349955,absoluto,28,8,float64,4,1,500
0.001,C_S0,BARAJADO,675,-13.259042396275332,absoluto,0,0,float64,5,0,279
0.001,C_S0,BARAJADO,500,1.2482913300490002,absoluto,15,6,float64,6,1,500
0.001,C_S0,BARAJADO,500,14.749944369563329,absoluto,21,7,float64,7,1,500
0.001,C_S0,BARAJADO,193,-12.322251097101843,absoluto,0,0,float64,8,0,98
0.001,C_S0,BARAJADO,504,-13.621236932651145,absoluto,0,0,float64,9,0,143
0.001,C_S0,BARAJADO,388,-13.233060113691373,absoluto,0,0,float64,10,0,136
0.001,C_S0,REAL,500,50.74902842407662,escalado,8,5,float64,1,1,500
0.001,C_S0,REAL,500,45.344514498296675,escalado,6,4,float64,2,1,500
0.001,C_S0,REAL,500,48.50560364857208,escalado,6,4,float64,3,1,500
0.001,C_S0,REAL,500,92.18597874125301,escalado,15,6,float64,4,1,500
0.001,C_S0,REAL,500,50.740664186930076,escalado,10,5,float64,5,1,500
0.001,C_S0,REAL,500,52.93455629616517,escalado,15,6,float64,6,1,500
0.001,C_S0,REAL,500,59.60898756597976,escalado,19,7,float64,7,1,500
0.001,C_S0,REAL,500,44.91015693923618,escalado,6,4,float64,8,1,500
0.001,C_S0,REAL,500,36.57980474776459,escalado,7,5,float64,9,1,500
0.001,C_S0,REAL,500,49.27187800926441,escalado,6,4,float64,10,1,500
0.001,C_S0,BARAJADO,500,-12.510945206504866,escalado,3,3,float64,1,1,500
0.001,C_S0,BARAJADO,837,-20.690315606016345,escalado,0,0,float64,2,0,395
0.001,C_S0,BARAJADO,514,-12.46827084998399,escalado,1,2,float64,3,1,500
0.001,C_S0,BARAJADO,500,41.38910778349955,escalado,28,8,float64,4,1,500
0.001,C_S0,BARAJADO,500,-11.568065059422818,escalado,3,3,float64,5,1,500
0.001,C_S0,BARAJADO,500,1.2482913300490002,escalado,15,6,float64,6,1,500
0.001,C_S0,BARAJADO,500,14.749944369563329,escalado,21,7,float64,7,1,500
0.001,C_S0,BARAJADO,715,-20.649320335291428,escalado,0,0,float64,8,0,297
0.001,C_S0,BARAJADO,1179,-20.724201352866555,escalado,0,0,float64,9,0,306
0.001,C_S0,BARAJADO,1024,-20.72337428513665,escalado,0,0,float64,10,0,378
0.01,C_S0,REAL,500,53.05161351707067,absoluto,8,5,float64,1,1,500
0.01,C_S0,REAL,500,47.647099591290726,absoluto,6,4,float64,2,1,500
0.01,C_S0,REAL,500,50.80818874156612,absoluto,6,4,float64,3,1,500
0.01,C_S0,REAL,500,94.48856383424706,absoluto,15,6,float64,4,1,500
0.01,C_S0,REAL,500,53.043249279924126,absoluto,10,5,float64,5,1,500
0.01,C_S0,REAL,500,55.23714138915921,absoluto,15,6,float64,6,1,500
0.01,C_S0,REAL,500,61.9115726589738,absoluto,19,7,float64,7,1,500
0.01,C_S0,REAL,500,47.212742032230224,absoluto,6,4,float64,8,1,500
0.01,C_S0,REAL,500,38.882389840758634,absoluto,7,5,float64,9,1,500
0.01,C_S0,REAL,500,51.57446310225846,absoluto,6,4,float64,10,1,500
0.01,C_S0,BARAJADO,862,-13.324968294769675,absoluto,0,0,float64,1,0,414
0.01,C_S0,BARAJADO,434,-13.18320653610909,absoluto,0,0,float64,2,0,211
0.01,C_S0,BARAJADO,802,-13.633391223249838,absoluto,0,0,float64,3,0,428
0.01,C_S0,BARAJADO,500,43.69169287649359,absoluto,28,8,float64,4,1,500
0.01,C_S0,BARAJADO,553,-9.308385346996163,absoluto,3,3,float64,5,1,500
0.01,C_S0,BARAJADO,500,3.550876423043045,absoluto,15,6,float64,6,1,500
0.01,C_S0,BARAJADO,500,17.052529462557374,absoluto,21,7,float64,7,1,500
0.01,C_S0,BARAJADO,317,-12.914568991280143,absoluto,0,0,float64,8,0,162
0.01,C_S0,BARAJADO,723,-13.793503478103943,absoluto,0,0,float64,9,0,241
0.01,C_S0,BARAJADO,578,-13.686457680727257,absoluto,0,0,float64,10,0,225
0.01,C_S0,REAL,500,53.05161351707067,escalado,8,5,float64,1,1,500
0.01,C_S0,REAL,500,47.647099591290726,escalado,6,4,float64,2,1,500
0.01,C_S0,REAL,500,50.80818874156612,escalado,6,4,float64,3,1,500
0.01,C_S0,REAL,500,94.48856383424706,escalado,15,6,float64,4,1,500
0.01,C_S0,REAL,500,53.043249279924126,escalado,10,5,float64,5,1,500
0.01,C_S0,REAL,500,55.23714138915921,escalado,15,6,float64,6,1,500
0.01,C_S0,REAL,500,61.9115726589738,escalado,19,7,float64,7,1,500
0.01,C_S0,REAL,500,47.212742032230224,escalado,6,4,float64,8,1,500
0.01,C_S0,REAL,500,38.882389840758634,escalado,7,5,float64,9,1,500
0.01,C_S0,REAL,500,51.57446310225846,escalado,6,4,float64,10,1,500
0.01,C_S0,BARAJADO,500,-10.208360113510821,escalado,3,3,float64,1,1,500
0.01,C_S0,BARAJADO,837,-18.387730513022312,escalado,0,0,float64,2,0,395
0.01,C_S0,BARAJADO,514,-10.165685756989946,escalado,1,2,float64,3,1,500
0.01,C_S0,BARAJADO,500,43.69169287649359,escalado,28,8,float64,4,1,500
0.01,C_S0,BARAJADO,500,-9.265479966428774,escalado,3,3,float64,5,1,500
0.01,C_S0,BARAJADO,500,3.550876423043045,escalado,15,6,float64,6,1,500
0.01,C_S0,BARAJADO,500,17.052529462557374,escalado,21,7,float64,7,1,500
0.01,C_S0,BARAJADO,715,-18.346735242297388,escalado,0,0,float64,8,0,297
0.01,C_S0,BARAJADO,1179,-18.421616259872508,escalado,0,0,float64,9,0,306
0.01,C_S0,BARAJADO,1024,-18.420789192142628,escalado,0,0,float64,10,0,378
0.1,C_S0,REAL,500,55.354198610064714,absoluto,8,5,float64,1,1,500
0.1,C_S0,REAL,500,49.94968468428477,absoluto,6,4,float64,2,1,500
0.1,C_S0,REAL,500,53.11077383456016,absoluto,6,4,float64,3,1,500
0.1,C_S0,REAL,500,96.7911489272411,absoluto,15,6,float64,4,1,500
0.1,C_S0,REAL,500,55.34583437291817,absoluto,10,5,float64,5,1,500
0.1,C_S0,REAL,500,57.53972648215326,absoluto,15,6,float64,6,1,500
0.1,C_S0,REAL,500,64.21415775196785,absoluto,19,7,float64,7,1,500
0.1,C_S0,REAL,500,49.51532712522427,absoluto,6,4,float64,8,1,500
0.1,C_S0,REAL,500,41.184974933752684,absoluto,7,5,float64,9,1,500
0.1,C_S0,REAL,500,53.877048195252506,absoluto,6,4,float64,10,1,500
0.1,C_S0,BARAJADO,500,-7.9056126421024,absoluto,3,3,float64,1,1,500
0.1,C_S0,BARAJADO,624,-13.61903245514281,absoluto,0,0,float64,2,0,299
0.1,C_S0,BARAJADO,515,-7.906541742636419,absoluto,1,2,float64,3,1,500
0.1,C_S0,BARAJADO,500,45.994277969487634,absoluto,28,8,float64,4,1,500
0.1,C_S0,BARAJADO,500,-6.962894873434725,absoluto,3,3,float64,5,1,500
0.1,C_S0,BARAJADO,500,5.853461516037091,absoluto,15,6,float64,6,1,500
0.1,C_S0,BARAJADO,500,19.35511455555142,absoluto,21,7,float64,7,1,500
0.1,C_S0,BARAJADO,504,-13.467901440028447,absoluto,0,0,float64,8,0,215
0.1,C_S0,BARAJADO,951,-13.822097985570863,absoluto,0,0,float64,9,0,292
0.1,C_S0,BARAJADO,797,-13.799209141632915,absoluto,0,0,float64,10,0,302
0.1,C_S0,REAL,500,55.354198610064714,escalado,8,5,float64,1,1,500
0.1,C_S0,REAL,500,49.94968468428477,escalado,6,4,float64,2,1,500
0.1,C_S0,REAL,500,53.11077383456016,escalado,6,4,float64,3,1,500
0.1,C_S0,REAL,500,96.7911489272411,escalado,15,6,float64,4,1,500
0.1,C_S0,REAL,500,55.34583437291817,escalado,10,5,float64,5,1,500
0.1,C_S0,REAL,500,57.53972648215326,escalado,15,6,float64,6,1,500
0.1,C_S0,REAL,500,64.21415775196785,escalado,19,7,float64,7,1,500
0.1,C_S0,REAL,500,49.51532712522427,escalado,6,4,float64,8,1,500
0.1,C_S0,REAL,500,41.184974933752684,escalado,7,5,float64,9,1,500
0.1,C_S0,REAL,500,53.877048195252506,escalado,6,4,float64,10,1,500
0.1,C_S0,BARAJADO,500,-7.905775020516771,escalado,3,3,float64,1,1,500
0.1,C_S0,BARAJADO,837,-16.085145420028255,escalado,0,0,float64,2,0,395
0.1,C_S0,BARAJADO,514,-7.863100663995902,escalado,1,2,float64,3,1,500
0.1,C_S0,BARAJADO,500,45.994277969487634,escalado,28,8,float64,4,1,500
0.1,C_S0,BARAJADO,500,-6.962894873434725,escalado,3,3,float64,5,1,500
0.1,C_S0,BARAJADO,500,5.853461516037091,escalado,15,6,float64,6,1,500
0.1,C_S0,BARAJADO,500,19.35511455555142,escalado,21,7,float64,7,1,500
0.1,C_S0,BARAJADO,715,-16.044150149303373,escalado,0,0,float64,8,0,297
0.1,C_S0,BARAJADO,1179,-16.119031166878457,escalado,0,0,float64,9,0,306
0.1,C_S0,BARAJADO,1024,-16.11820409914857,escalado,0,0,float64,10,0,378
1.0,C_S0,REAL,500,57.65678370305876,absoluto,8,5,float64,1,1,500
1.0,C_S0,REAL,500,52.25226977727882,absoluto,6,4,float64,2,1,500
1.0,C_S0,REAL,500,55.41335892755421,absoluto,6,4,float64,3,1,500
1.0,C_S0,REAL,500,99.09373402023515,absoluto,15,6,float64,4,1,500
1.0,C_S0,REAL,500,57.64841946591222,absoluto,10,5,float64,5,1,500
1.0,C_S0,REAL,500,59.84231157514731,absoluto,15,6,float64,6,1,500
1.0,C_S0,REAL,500,66.5167428449619,absoluto,19,7,float64,7,1,500
1.0,C_S0,REAL,500,51.81791221821832,absoluto,6,4,float64,8,1,500
1.0,C_S0,REAL,500,43.48756002674673,absoluto,7,5,float64,9,1,500
1.0,C_S0,REAL,500,56.179633288246556,absoluto,6,4,float64,10,1,500
1.0,C_S0,BARAJADO,500,-5.603189927522728,absoluto,3,3,float64,1,1,500
1.0,C_S0,BARAJADO,837,-13.782560327034245,absoluto,0,0,float64,2,0,395
1.0,C_S0,BARAJADO,514,-5.560515571001856,absoluto,1,2,float64,3,1,500
1.0,C_S0,BARAJADO,500,48.296863062481684,absoluto,28,8,float64,4,1,500
1.0,C_S0,BARAJADO,500,-4.660309780440676,absoluto,3,3,float64,5,1,500
1.0,C_S0,BARAJADO,500,8.156046609031138,absoluto,15,6,float64,6,1,500
1.0,C_S0,BARAJADO,500,21.657699648545464,absoluto,21,7,float64,7,1,500
1.0,C_S0,BARAJADO,715,-13.741565056309286,absoluto,0,0,float64,8,0,297
1.0,C_S0,BARAJADO,1179,-13.816446073884416,absoluto,0,0,float64,9,0,306
1.0,C_S0,BARAJADO,1024,-13.815619006154511,absoluto,0,0,float64,10,0,378
1.0,C_S0,REAL,500,57.65678370305876,escalado,8,5,float64,1,1,500
1.0,C_S0,REAL,500,52.25226977727882,escalado,6,4,float64,2,1,500
1.0,C_S0,REAL,500,55.41335892755421,escalado,6,4,float64,3,1,500
1.0,C_S0,REAL,500,99.09373402023515,escalado,15,6,float64,4,1,500
1.0,C_S0,REAL,500,57.64841946591222,escalado,10,5,float64,5,1,500
1.0,C_S0,REAL,500,59.84231157514731,escalado,15,6,float64,6,1,500
1.0,C_S0,REAL,500,66.5167428449619,escalado,19,7,float64,7,1,500
1.0,C_S0,REAL,500,51.81791221821832,escalado,6,4,float64,8,1,500
1.0,C_S0,REAL,500,43.48756002674673,escalado,7,5,float64,9,1,500
1.0,C_S0,REAL,500,56.179633288246556,escalado,6,4,float64,10,1,500
1.0,C_S0,BARAJADO,500,-5.603189927522728,escalado,3,3,float64,1,1,500
1.0,C_S0,BARAJADO,837,-13.782560327034245,escalado,0,0,float64,2,0,395
1.0,C_S0,BARAJADO,514,-5.560515571001856,escalado,1,2,float64,3,1,500
1.0,C_S0,BARAJADO,500,48.296863062481684,escalado,28,8,float64,4,1,500
1.0,C_S0,BARAJADO,500,-4.660309780440676,escalado,3,3,float64,5,1,500
1.0,C_S0,BARAJADO,500,8.156046609031138,escalado,15,6,float64,6,1,500
1.0,C_S0,BARAJADO,500,21.657699648545464,escalado,21,7,float64,7,1,500
1.0,C_S0,BARAJADO,715,-13.741565056309286,escalado,0,0,float64,8,0,297
1.0,C_S0,BARAJADO,1179,-13.816446073884416,escalado,0,0,float64,9,0,306
1.0,C_S0,BARAJADO,1024,-13.815619006154511,escalado,0,0,float64,10,0,378
10.0,C_S0,REAL,500,59.95936879605281,absoluto,8,5,float64,1,1,500
10.0,C_S0,REAL,500,54.55485487027286,absoluto,6,4,float64,2,1,500
10.0,C_S0,REAL,500,57.71594402054826,absoluto,6,4,float64,3,1,500
10.0,C_S0,REAL,500,101.3963191132292,absoluto,15,6,float64,4,1,500
10.0,C_S0,REAL,500,59.95100455890626,absoluto,10,5,float64,5,1,500
10.0,C_S0,REAL,500,62.14489666814136,absoluto,15,6,float64,6,1,500
10.0,C_S0,REAL,500,68.81932793795593,absoluto,19,7,float64,7,1,500
10.0,C_S0,REAL,500,54.12049731121236,absoluto,6,4,float64,8,1,500
10.0,C_S0,REAL,500,45.79014511974078,absoluto,7,5,float64,9,1,500
10.0,C_S0,REAL,500,58.4822183812406,absoluto,6,4,float64,10,1,500
10.0,C_S0,BARAJADO,500,-3.3006048345286834,absoluto,3,3,float64,1,1,500
10.0,C_S0,BARAJADO,1062,-13.82038650456605,absoluto,0,0,float64,2,0,481
10.0,C_S0,BARAJADO,514,-3.2585998136974323,absoluto,1,2,float64,3,1,500
10.0,C_S0,BARAJADO,500,50.59944815547573,absoluto,28,8,float64,4,1,500
10.0,C_S0,BARAJADO,500,-2.3577246874466358,absoluto,3,3,float64,5,1,500
10.0,C_S0,BARAJADO,500,10.458631702025183,absoluto,15,6,float64,6,1,500
10.0,C_S0,BARAJADO,500,23.96028474153951,absoluto,21,7,float64,7,1,500
10.0,C_S0,BARAJADO,937,-13.814493844854107,absoluto,0,0,float64,8,0,431
10.0,C_S0,BARAJADO,1409,-13.825438227195704,absoluto,0,0,float64,9,0,306
10.0,C_S0,BARAJADO,1253,-13.817950850349392,absoluto,0,0,float64,10,0,391
10.0,C_S0,REAL,500,59.95936879605281,escalado,8,5,float64,1,1,500
10.0,C_S0,REAL,500,54.55485487027286,escalado,6,4,float64,2,1,500
10.0,C_S0,REAL,500,57.71594402054826,escalado,6,4,float64,3,1,500
10.0,C_S0,REAL,500,101.3963191132292,escalado,15,6,float64,4,1,500
10.0,C_S0,REAL,500,59.95100455890626,escalado,10,5,float64,5,1,500
10.0,C_S0,REAL,500,62.14489666814136,escalado,15,6,float64,6,1,500
10.0,C_S0,REAL,500,68.81932793795593,escalado,19,7,float64,7,1,500
10.0,C_S0,REAL,500,54.12049731121236,escalado,6,4,float64,8,1,500
10.0,C_S0,REAL,500,45.79014511974078,escalado,7,5,float64,9,1,500
10.0,C_S0,REAL,500,58.4822183812406,escalado,6,4,float64,10,1,500
10.0,C_S0,BARAJADO,500,-3.3006048345286834,escalado,3,3,float64,1,1,500
10.0,C_S0,BARAJADO,837,-11.479975234040165,escalado,0,0,float64,2,0,395
10.0,C_S0,BARAJADO,514,-3.2579304780078044,escalado,1,2,float64,3,1,500
10.0,C_S0,BARAJADO,500,50.59944815547573,escalado,28,8,float64,4,1,500
10.0,C_S0,BARAJADO,500,-2.3577246874466358,escalado,3,3,float64,5,1,500
10.0,C_S0,BARAJADO,500,10.458631702025183,escalado,15,6,float64,6,1,500
10.0,C_S0,BARAJADO,500,23.96028474153951,escalado,21,7,float64,7,1,500
10.0,C_S0,BARAJADO,715,-11.43897996331526,escalado,0,0,float64,8,0,297
10.0,C_S0,BARAJADO,1179,-11.513860980890373,escalado,0,0,float64,9,0,306
10.0,C_S0,BARAJADO,1024,-11.513033913160491,escalado,0,0,float64,10,0,378
100.0,C_S0,REAL,500,62.26195388904685,absoluto,8,5,float64,1,1,500
100.0,C_S0,REAL,500,56.857439963266906,absoluto,6,4,float64,2,1,500
100.0,C_S0,REAL,500,60.0185291135423,absoluto,6,4,float64,3,1,500
100.0,C_S0,REAL,500,103.69890420622325,absoluto,15,6,float64,4,1,500
100.0,C_S0,REAL,500,62.253589651900306,absoluto,10,5,float64,5,1,500
100.0,C_S0,REAL,500,64.4474817611354,absoluto,15,6,float64,6,1,500
100.0,C_S0,REAL,500,71.12191303094998,absoluto,19,7,float64,7,1,500
100.0,C_S0,REAL,500,56.42308240420641,absoluto,6,4,float64,8,1,500
100.0,C_S0,REAL,500,48.09273021273482,absoluto,9,5,float64,9,1,500
100.0,C_S0,REAL,500,60.78480347423464,absoluto,6,4,float64,10,1,500
100.0,C_S0,BARAJADO,500,-0.9980197415346346,absoluto,3,3,float64,1,1,500
100.0,C_S0,BARAJADO,540,-6.263069947045377,absoluto,1,2,float64,2,1,500
100.0,C_S0,BARAJADO,514,-0.956014720703389,absoluto,1,2,float64,3,1,500
100.0,C_S0,BARAJADO,500,52.90203324846978,absoluto,28,8,float64,4,1,500
100.0,C_S0,BARAJADO,500,-0.0551395944525879,absoluto,3,3,float64,5,1,500
100.0,C_S0,BARAJADO,500,12.761216795019228,absoluto,15,6,float64,6,1,500
100.0,C_S0,BARAJADO,500,26.262869834533557,absoluto,21,7,float64,7,1,500
100.0,C_S0,BARAJADO,1166,-13.823317259850848,absoluto,0,0,float64,8,0,459
100.0,C_S0,BARAJADO,1500,-12.437433696870288,absoluto,0,1,float64,9,1,306
100.0,C_S0,BARAJADO,1482,-13.816892667807169,absoluto,0,0,float64,10,0,391
100.0,C_S0,REAL,500,62.26195388904685,escalado,8,5,float64,1,1,500
100.0,C_S0,REAL,500,56.857439963266906,escalado,6,4,float64,2,1,500
100.0,C_S0,REAL,500,60.0185291135423,escalado,6,4,float64,3,1,500
100.0,C_S0,REAL,500,103.69890420622325,escalado,15,6,float64,4,1,500
100.0,C_S0,REAL,500,62.253589651900306,escalado,10,5,float64,5,1,500
100.0,C_S0,REAL,500,64.4474817611354,escalado,15,6,float64,6,1,500
100.0,C_S0,REAL,500,71.12191303094998,escalado,19,7,float64,7,1,500
100.0,C_S0,REAL,500,56.42308240420641,escalado,6,4,float64,8,1,500
100.0,C_S0,REAL,500,48.09273021273482,escalado,7,5,float64,9,1,500
100.0,C_S0,REAL,500,60.78480347423464,escalado,6,4,float64,10,1,500
100.0,C_S0,BARAJADO,500,-0.9980197415346346,escalado,3,3,float64,1,1,500
100.0,C_S0,BARAJADO,837,-9.177390141046137,escalado,0,0,float64,2,0,395
100.0,C_S0,BARAJADO,514,-0.9553453850137614,escalado,1,2,float64,3,1,500
100.0,C_S0,BARAJADO,500,52.90203324846978,escalado,28,8,float64,4,1,500
100.0,C_S0,BARAJADO,500,-0.0551395944525879,escalado,3,3,float64,5,1,500
100.0,C_S0,BARAJADO,500,12.761216795019228,escalado,15,6,float64,6,1,500
100.0,C_S0,BARAJADO,500,26.262869834533557,escalado,21,7,float64,7,1,500
100.0,C_S0,BARAJADO,715,-9.13639487032122,escalado,0,0,float64,8,0,297
100.0,C_S0,BARAJADO,1179,-9.211275887896322,escalado,0,0,float64,9,0,306
100.0,C_S0,BARAJADO,1024,-9.210448820166432,escalado,0,0,float64,10,0,378
1000.0,C_S0,REAL,500,64.5645389820409,absoluto,8,5,float64,1,1,500
1000.0,C_S0,REAL,500,59.160025056260956,absoluto,6,4,float64,2,1,500
1000.0,C_S0,REAL,500,62.32111420653634,absoluto,6,4,float64,3,1,500
1000.0,C_S0,REAL,500,106.00148929921728,absoluto,15,6,float64,4,1,500
1000.0,C_S0,REAL,500,64.55617474489435,absoluto,10,5,float64,5,1,500
1000.0,C_S0,REAL,500,66.75006685412944,absoluto,15,6,float64,6,1,500
1000.0,C_S0,REAL,500,73.42449812394403,absoluto,19,7,float64,7,1,500
1000.0,C_S0,REAL,500,58.725667497200455,absoluto,6,4,float64,8,1,500
1000.0,C_S0,REAL,500,50.395315305728865,absoluto,9,5,float64,9,1,500
1000.0,C_S0,REAL,500,63.087388567228686,absoluto,6,4,float64,10,1,500
1000.0,C_S0,BARAJADO,500,1.3045653514594087,absoluto,3,3,float64,1,1,500
1000.0,C_S0,BARAJADO,540,-3.9604848540513196,absoluto,1,2,float64,2,1,500
1000.0,C_S0,BARAJADO,514,1.3465703722906555,absoluto,1,2,float64,3,1,500
1000.0,C_S0,BARAJADO,500,55.20461834146382,absoluto,28,8,float64,4,1,500
1000.0,C_S0,BARAJADO,500,2.247445498541455,absoluto,3,3,float64,5,1,500
1000.0,C_S0,BARAJADO,500,15.063801888013273,absoluto,15,6,float64,6,1,500
1000.0,C_S0,BARAJADO,500,28.5654549275276,absoluto,21,7,float64,7,1,500
1000.0,C_S0,BARAJADO,1395,-13.824195787543754,absoluto,0,0,float64,8,0,468
1000.0,C_S0,BARAJADO,1500,-10.134848603876243,absoluto,0,1,float64,9,1,306
1000.0,C_S0,BARAJADO,1500,-11.695213620176135,absoluto,0,1,float64,10,1,391
1000.0,C_S0,REAL,500,64.5645389820409,escalado,8,5,float64,1,1,500
1000.0,C_S0,REAL,500,59.160025056260956,escalado,6,4,float64,2,1,500
1000.0,C_S0,REAL,500,62.32111420653634,escalado,6,4,float64,3,1,500
1000.0,C_S0,REAL,500,106.00148929921728,escalado,15,6,float64,4,1,500
1000.0,C_S0,REAL,500,64.55617474489435,escalado,10,5,float64,5,1,500
1000.0,C_S0,REAL,500,66.75006685412944,escalado,15,6,float64,6,1,500
1000.0,C_S0,REAL,500,73.42449812394403,escalado,19,7,float64,7,1,500
1000.0,C_S0,REAL,500,58.725667497200455,escalado,6,4,float64,8,1,500
1000.0,C_S0,REAL,500,50.395315305728865,escalado,7,5,float64,9,1,500
1000.0,C_S0,REAL,500,63.087388567228686,escalado,6,4,float64,10,1,500
1000.0,C_S0,BARAJADO,500,1.3045653514594087,escalado,3,3,float64,1,1,500
1000.0,C_S0,BARAJADO,837,-6.874805048052082,escalado,0,0,float64,2,0,395
1000.0,C_S0,BARAJADO,514,1.347239707980284,escalado,1,2,float64,3,1,500
1000.0,C_S0,BARAJADO,500,55.20461834146382,escalado,28,8,float64,4,1,500
1000.0,C_S0,BARAJADO,500,2.247445498541455,escalado,3,3,float64,5,1,500
1000.0,C_S0,BARAJADO,500,15.063801888013273,escalado,15,6,float64,6,1,500
1000.0,C_S0,BARAJADO,500,28.5654549275276,escalado,21,7,float64,7,1,500
1000.0,C_S0,BARAJADO,715,-6.833809777327177,escalado,0,0,float64,8,0,297
1000.0,C_S0,BARAJADO,1179,-6.908690794902277,escalado,0,0,float64,9,0,306
1000.0,C_S0,BARAJADO,1024,-6.907863727172381,escalado,0,0,float64,10,0,378
