[verificación] 20 semillas nuevas; ancho de cadena por genealogía = 7761; separación mínima nueva-nueva = 78218; separación mínima nueva-vs-ya_usada = 23267
[verificación] saltos consecutivos entre semillas nuevas, todos distintos = True  -> no hay progresión aritmética
[verificación] OK: ninguna genealogía puede compartir una semilla individual con otra.
[diámetro] MOT._diam sustituido en memoria: _diam -> diam_gigante (medición oficial corregida, ningún archivo tocado en disco)
[shard 1/5] genealogías: ['H01_218903', 'H06_1128409', 'H11_2296589', 'H16_3670213']  brazos=['C2-hard', 'C2-hibrido']
[H01_218903] seed_base=218903  admitidas=20/20  descartadas(P1-P5)=0
  [H01_218903] A2-B0-C2-r0      C2-hard     clase=III                        pend=+0.988 diam_b1=18 (1.7s) [t=2s]
  [H01_218903] A2-B0-C2-r0      C2-hibrido  clase=III                        pend=+1.401 diam_b1=18 (1.8s) [t=4s]
  [H01_218903] A2-B0-C2-r1      C2-hard     clase=III                        pend=+0.703 diam_b1=14 (2.2s) [t=6s]
  [H01_218903] A2-B0-C2-r1      C2-hibrido  clase=I                          pend=+0.546 diam_b1=11 (2.5s) [t=9s]
  [H01_218903] A2-B0-C2-r2      C2-hard     clase=I                          pend=+0.570 diam_b1=11 (2.5s) [t=11s]
  [H01_218903] A2-B0-C2-r2      C2-hibrido  clase=I                          pend=+0.555 diam_b1=10 (2.5s) [t=14s]
  [H01_218903] A2-B0-C2-r3      C2-hard     clase=III                        pend=+0.848 diam_b1=15 (2.1s) [t=16s]
  [H01_218903] A2-B0-C2-r3      C2-hibrido  clase=III                        pend=+0.824 diam_b1=13 (2.2s) [t=18s]
  [H01_218903] A2-B0-C2-r4      C2-hard     clase=III                        pend=+1.361 diam_b1=21 (2.1s) [t=20s]
  [H01_218903] A2-B0-C2-r4      C2-hibrido  clase=III                        pend=+1.219 diam_b1=15 (1.8s) [t=22s]
  [H01_218903] A2-B0-C2-r5      C2-hard     clase=III                        pend=+0.891 diam_b1=14 (2.2s) [t=24s]
  [H01_218903] A2-B0-C2-r5      C2-hibrido  clase=III                        pend=+0.921 diam_b1=13 (2.2s) [t=27s]
  [H01_218903] A2-B0-C2-r6      C2-hard     clase=III                        pend=+1.097 diam_b1=19 (2.0s) [t=29s]
  [H01_218903] A2-B0-C2-r6      C2-hibrido  clase=III                        pend=+1.349 diam_b1=15 (1.7s) [t=30s]
  [H01_218903] A2-B0-C2-r7      C2-hard     clase=I                          pend=+0.593 diam_b1=11 (2.3s) [t=33s]
  [H01_218903] A2-B0-C2-r7      C2-hibrido  clase=I                          pend=+0.601 diam_b1=10 (2.7s) [t=35s]
  [H01_218903] A2-B0-C2-r8      C2-hard     clase=III                        pend=+0.802 diam_b1=14 (2.4s) [t=38s]
  [H01_218903] A2-B0-C2-r8      C2-hibrido  clase=III                        pend=+0.840 diam_b1=14 (2.5s) [t=40s]
  [H01_218903] A2-B0-C2-r9      C2-hard     clase=III                        pend=+0.816 diam_b1=15 (2.2s) [t=42s]
  [H01_218903] A2-B0-C2-r9      C2-hibrido  clase=I                          pend=+0.621 diam_b1=11 (2.4s) [t=45s]
  [H01_218903] A2-B0-C2-r10     C2-hard     clase=I                          pend=+0.658 diam_b1=12 (2.4s) [t=47s]
  [H01_218903] A2-B0-C2-r10     C2-hibrido  clase=II                         pend=+0.357 diam_b1=8 (2.5s) [t=50s]
  [H01_218903] A2-B0-C2-r11     C2-hard     clase=IV                         pend=+0.808 diam_b1=14 (2.5s) [t=52s]
  [H01_218903] A2-B0-C2-r11     C2-hibrido  clase=III                        pend=+0.812 diam_b1=12 (2.5s) [t=55s]
  [H01_218903] A2-B0-C2-r12     C2-hard     clase=I                          pend=+0.627 diam_b1=12 (2.7s) [t=57s]
  [H01_218903] A2-B0-C2-r12     C2-hibrido  clase=I                          pend=+0.565 diam_b1=10 (2.8s) [t=60s]
  [H01_218903] A2-B0-C2-r13     C2-hard     clase=I                          pend=+0.699 diam_b1=14 (2.1s) [t=62s]
  [H01_218903] A2-B0-C2-r13     C2-hibrido  clase=I                          pend=+0.628 diam_b1=12 (3.1s) [t=65s]
  [H01_218903] A2-B0-C2-r14     C2-hard     clase=III                        pend=+0.712 diam_b1=13 (3.0s) [t=68s]
  [H01_218903] A2-B0-C2-r14     C2-hibrido  clase=I                          pend=+0.583 diam_b1=10 (2.8s) [t=71s]
  [H01_218903] A2-B0-C2-r15     C2-hard     clase=III                        pend=+0.737 diam_b1=14 (2.4s) [t=74s]
  [H01_218903] A2-B0-C2-r15     C2-hibrido  clase=I                          pend=+0.663 diam_b1=10 (2.7s) [t=76s]
  [H01_218903] A2-B0-C2-r16     C2-hard     clase=I                          pend=+0.643 diam_b1=13 (2.9s) [t=79s]
  [H01_218903] A2-B0-C2-r16     C2-hibrido  clase=III                        pend=+0.709 diam_b1=13 (2.6s) [t=82s]
  [H01_218903] A2-B0-C2-r17     C2-hard     clase=I                          pend=+0.693 diam_b1=13 (2.4s) [t=84s]
  [H01_218903] A2-B0-C2-r17     C2-hibrido  clase=I                          pend=+0.519 diam_b1=10 (3.1s) [t=87s]
  [H01_218903] A2-B0-C2-r18     C2-hard     clase=I                          pend=+0.587 diam_b1=11 (3.2s) [t=91s]
  [H01_218903] A2-B0-C2-r18     C2-hibrido  clase=I                          pend=+0.571 diam_b1=11 (2.6s) [t=93s]
  [H01_218903] A2-B0-C2-r19     C2-hard     clase=I                          pend=+0.473 diam_b1=10 (2.6s) [t=96s]
  [H01_218903] A2-B0-C2-r19     C2-hibrido  clase=II                         pend=+0.436 diam_b1=9 (2.5s) [t=98s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard1.csv  (40 filas)
[H06_1128409] seed_base=1128409  admitidas=20/20  descartadas(P1-P5)=0
  [H06_1128409] A2-B0-C2-r0      C2-hard     clase=III                        pend=+0.865 diam_b1=17 (2.6s) [t=4s]
  [H06_1128409] A2-B0-C2-r0      C2-hibrido  clase=I                          pend=+0.611 diam_b1=11 (2.3s) [t=6s]
  [H06_1128409] A2-B0-C2-r1      C2-hard     clase=II                         pend=+0.432 diam_b1=9 (2.5s) [t=8s]
  [H06_1128409] A2-B0-C2-r1      C2-hibrido  clase=II                         pend=+0.386 diam_b1=8 (2.7s) [t=11s]
  [H06_1128409] A2-B0-C2-r2      C2-hard     clase=III                        pend=+0.762 diam_b1=15 (2.4s) [t=14s]
  [H06_1128409] A2-B0-C2-r2      C2-hibrido  clase=I                          pend=+0.501 diam_b1=10 (2.5s) [t=16s]
  [H06_1128409] A2-B0-C2-r3      C2-hard     clase=III                        pend=+0.719 diam_b1=14 (2.2s) [t=18s]
  [H06_1128409] A2-B0-C2-r3      C2-hibrido  clase=I                          pend=+0.512 diam_b1=9 (2.3s) [t=21s]
  [H06_1128409] A2-B0-C2-r4      C2-hard     clase=I                          pend=+0.661 diam_b1=13 (2.2s) [t=23s]
  [H06_1128409] A2-B0-C2-r4      C2-hibrido  clase=II                         pend=+0.409 diam_b1=9 (2.7s) [t=25s]
  [H06_1128409] A2-B0-C2-r5      C2-hard     clase=I                          pend=+0.474 diam_b1=10 (2.6s) [t=28s]
  [H06_1128409] A2-B0-C2-r5      C2-hibrido  clase=I                          pend=+0.469 diam_b1=10 (2.6s) [t=31s]
  [H06_1128409] A2-B0-C2-r6      C2-hard     clase=III                        pend=+0.869 diam_b1=16 (2.6s) [t=33s]
  [H06_1128409] A2-B0-C2-r6      C2-hibrido  clase=III                        pend=+0.808 diam_b1=11 (2.5s) [t=36s]
  [H06_1128409] A2-B0-C2-r7      C2-hard     clase=III                        pend=+0.957 diam_b1=18 (2.5s) [t=38s]
  [H06_1128409] A2-B0-C2-r7      C2-hibrido  clase=III                        pend=+0.780 diam_b1=12 (2.6s) [t=41s]
  [H06_1128409] A2-B0-C2-r8      C2-hard     clase=III                        pend=+0.897 diam_b1=16 (2.5s) [t=43s]
  [H06_1128409] A2-B0-C2-r8      C2-hibrido  clase=I                          pend=+0.498 diam_b1=9 (3.0s) [t=46s]
  [H06_1128409] A2-B0-C2-r9      C2-hard     clase=III                        pend=+0.783 diam_b1=16 (2.5s) [t=49s]
  [H06_1128409] A2-B0-C2-r9      C2-hibrido  clase=I                          pend=+0.628 diam_b1=11 (2.5s) [t=51s]
  [H06_1128409] A2-B0-C2-r10     C2-hard     clase=III                        pend=+1.205 diam_b1=20 (1.9s) [t=53s]
  [H06_1128409] A2-B0-C2-r10     C2-hibrido  clase=III                        pend=+1.562 diam_b1=19 (2.2s) [t=55s]
  [H06_1128409] A2-B0-C2-r11     C2-hard     clase=III                        pend=+0.780 diam_b1=15 (2.7s) [t=58s]
  [H06_1128409] A2-B0-C2-r11     C2-hibrido  clase=I                          pend=+0.529 diam_b1=11 (3.0s) [t=61s]
  [H06_1128409] A2-B0-C2-r12     C2-hard     clase=I                          pend=+0.698 diam_b1=13 (2.9s) [t=64s]
  [H06_1128409] A2-B0-C2-r12     C2-hibrido  clase=I                          pend=+0.534 diam_b1=11 (4.2s) [t=68s]
  [H06_1128409] A2-B0-C2-r13     C2-hard     clase=III                        pend=+1.159 diam_b1=18 (2.8s) [t=71s]
  [H06_1128409] A2-B0-C2-r13     C2-hibrido  clase=III                        pend=+1.289 diam_b1=14 (3.0s) [t=74s]
  [H06_1128409] A2-B0-C2-r14     C2-hard     clase=I                          pend=+0.477 diam_b1=10 (3.6s) [t=78s]
  [H06_1128409] A2-B0-C2-r14     C2-hibrido  clase=II                         pend=+0.411 diam_b1=9 (3.8s) [t=81s]
  [H06_1128409] A2-B0-C2-r15     C2-hard     clase=III                        pend=+0.947 diam_b1=20 (2.7s) [t=84s]
  [H06_1128409] A2-B0-C2-r15     C2-hibrido  clase=III                        pend=+0.823 diam_b1=14 (3.0s) [t=87s]
  [H06_1128409] A2-B0-C2-r16     C2-hard     clase=III                        pend=+0.944 diam_b1=15 (3.3s) [t=90s]
  [H06_1128409] A2-B0-C2-r16     C2-hibrido  clase=III                        pend=+0.744 diam_b1=11 (3.3s) [t=94s]
  [H06_1128409] A2-B0-C2-r17     C2-hard     clase=I                          pend=+0.590 diam_b1=11 (3.7s) [t=97s]
  [H06_1128409] A2-B0-C2-r17     C2-hibrido  clase=I                          pend=+0.529 diam_b1=9 (3.7s) [t=101s]
  [H06_1128409] A2-B0-C2-r18     C2-hard     clase=I                          pend=+0.577 diam_b1=12 (4.0s) [t=105s]
  [H06_1128409] A2-B0-C2-r18     C2-hibrido  clase=II                         pend=+0.449 diam_b1=9 (4.4s) [t=110s]
  [H06_1128409] A2-B0-C2-r19     C2-hard     clase=I                          pend=+0.514 diam_b1=10 (4.7s) [t=114s]
  [H06_1128409] A2-B0-C2-r19     C2-hibrido  clase=II                         pend=+0.379 diam_b1=8 (6.0s) [t=120s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard1.csv  (80 filas)
[H11_2296589] seed_base=2296589  admitidas=20/20  descartadas(P1-P5)=0
  [H11_2296589] A2-B0-C2-r0      C2-hard     clase=I                          pend=+0.543 diam_b1=11 (3.9s) [t=5s]
  [H11_2296589] A2-B0-C2-r0      C2-hibrido  clase=I                          pend=+0.596 diam_b1=10 (4.3s) [t=10s]
  [H11_2296589] A2-B0-C2-r1      C2-hard     clase=III                        pend=+0.724 diam_b1=14 (3.6s) [t=13s]
  [H11_2296589] A2-B0-C2-r1      C2-hibrido  clase=II                         pend=+0.433 diam_b1=9 (4.6s) [t=18s]
  [H11_2296589] A2-B0-C2-r2      C2-hard     clase=IV                         pend=+0.842 diam_b1=15 (3.6s) [t=22s]
  [H11_2296589] A2-B0-C2-r2      C2-hibrido  clase=IV                         pend=+0.869 diam_b1=12 (3.6s) [t=25s]
  [H11_2296589] A2-B0-C2-r3      C2-hard     clase=I                          pend=+0.683 diam_b1=16 (3.7s) [t=29s]
  [H11_2296589] A2-B0-C2-r3      C2-hibrido  clase=I                          pend=+0.537 diam_b1=10 (4.6s) [t=34s]
  [H11_2296589] A2-B0-C2-r4      C2-hard     clase=I                          pend=+0.569 diam_b1=12 (4.3s) [t=38s]
  [H11_2296589] A2-B0-C2-r4      C2-hibrido  clase=I                          pend=+0.453 diam_b1=9 (4.4s) [t=42s]
  [H11_2296589] A2-B0-C2-r5      C2-hard     clase=I                          pend=+0.596 diam_b1=11 (4.6s) [t=47s]
  [H11_2296589] A2-B0-C2-r5      C2-hibrido  clase=I                          pend=+0.575 diam_b1=10 (4.2s) [t=51s]
  [H11_2296589] A2-B0-C2-r6      C2-hard     clase=I                          pend=+0.467 diam_b1=10 (4.3s) [t=55s]
  [H11_2296589] A2-B0-C2-r6      C2-hibrido  clase=II                         pend=+0.391 diam_b1=9 (5.5s) [t=61s]
  [H11_2296589] A2-B0-C2-r7      C2-hard     clase=I                          pend=+0.584 diam_b1=12 (5.0s) [t=66s]
  [H11_2296589] A2-B0-C2-r7      C2-hibrido  clase=I                          pend=+0.478 diam_b1=10 (4.8s) [t=71s]
  [H11_2296589] A2-B0-C2-r8      C2-hard     clase=III                        pend=+0.704 diam_b1=13 (3.8s) [t=75s]
  [H11_2296589] A2-B0-C2-r8      C2-hibrido  clase=I                          pend=+0.450 diam_b1=9 (3.9s) [t=78s]
  [H11_2296589] A2-B0-C2-r9      C2-hard     clase=I                          pend=+0.488 diam_b1=10 (3.8s) [t=82s]
  [H11_2296589] A2-B0-C2-r9      C2-hibrido  clase=I                          pend=+0.482 diam_b1=9 (4.2s) [t=87s]
  [H11_2296589] A2-B0-C2-r10     C2-hard     clase=I                          pend=+0.485 diam_b1=10 (3.5s) [t=90s]
  [H11_2296589] A2-B0-C2-r10     C2-hibrido  clase=II                         pend=+0.380 diam_b1=8 (4.2s) [t=94s]
  [H11_2296589] A2-B0-C2-r11     C2-hard     clase=I                          pend=+0.638 diam_b1=13 (2.8s) [t=97s]
  [H11_2296589] A2-B0-C2-r11     C2-hibrido  clase=I                          pend=+0.651 diam_b1=12 (3.0s) [t=100s]
  [H11_2296589] A2-B0-C2-r12     C2-hard     clase=I                          pend=+0.689 diam_b1=14 (3.0s) [t=103s]
  [H11_2296589] A2-B0-C2-r12     C2-hibrido  clase=III                        pend=+0.724 diam_b1=12 (3.4s) [t=106s]
  [H11_2296589] A2-B0-C2-r13     C2-hard     clase=III                        pend=+0.801 diam_b1=15 (3.3s) [t=110s]
  [H11_2296589] A2-B0-C2-r13     C2-hibrido  clase=I                          pend=+0.628 diam_b1=11 (3.6s) [t=113s]
  [H11_2296589] A2-B0-C2-r14     C2-hard     clase=I                          pend=+0.501 diam_b1=10 (3.8s) [t=117s]
  [H11_2296589] A2-B0-C2-r14     C2-hibrido  clase=II                         pend=+0.387 diam_b1=8 (3.8s) [t=121s]
  [H11_2296589] A2-B0-C2-r15     C2-hard     clase=I                          pend=+0.641 diam_b1=12 (3.2s) [t=124s]
  [H11_2296589] A2-B0-C2-r15     C2-hibrido  clase=I                          pend=+0.622 diam_b1=10 (3.7s) [t=128s]
  [H11_2296589] A2-B0-C2-r16     C2-hard     clase=I                          pend=+0.592 diam_b1=13 (3.1s) [t=131s]
  [H11_2296589] A2-B0-C2-r16     C2-hibrido  clase=I                          pend=+0.565 diam_b1=11 (3.7s) [t=135s]
  [H11_2296589] A2-B0-C2-r17     C2-hard     clase=II                         pend=+0.432 diam_b1=10 (3.1s) [t=138s]
  [H11_2296589] A2-B0-C2-r17     C2-hibrido  clase=I                          pend=+0.487 diam_b1=9 (3.5s) [t=141s]
  [H11_2296589] A2-B0-C2-r18     C2-hard     clase=IV                         pend=+0.803 diam_b1=15 (3.2s) [t=145s]
  [H11_2296589] A2-B0-C2-r18     C2-hibrido  clase=IV                         pend=+0.814 diam_b1=12 (3.1s) [t=148s]
  [H11_2296589] A2-B0-C2-r19     C2-hard     clase=III                        pend=+0.923 diam_b1=18 (3.0s) [t=151s]
  [H11_2296589] A2-B0-C2-r19     C2-hibrido  clase=III                        pend=+1.114 diam_b1=14 (2.8s) [t=153s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard1.csv  (120 filas)
[H16_3670213] seed_base=3670213  admitidas=20/20  descartadas(P1-P5)=0
  [H16_3670213] A2-B0-C2-r0      C2-hard     clase=III                        pend=+0.895 diam_b1=15 (3.2s) [t=5s]
  [H16_3670213] A2-B0-C2-r0      C2-hibrido  clase=III                        pend=+1.004 diam_b1=14 (3.1s) [t=8s]
  [H16_3670213] A2-B0-C2-r1      C2-hard     clase=I                          pend=+0.674 diam_b1=13 (3.8s) [t=12s]
  [H16_3670213] A2-B0-C2-r1      C2-hibrido  clase=I                          pend=+0.594 diam_b1=11 (3.0s) [t=15s]
  [H16_3670213] A2-B0-C2-r2      C2-hard     clase=I                          pend=+0.550 diam_b1=11 (3.5s) [t=18s]
  [H16_3670213] A2-B0-C2-r2      C2-hibrido  clase=I                          pend=+0.560 diam_b1=11 (4.0s) [t=22s]
  [H16_3670213] A2-B0-C2-r3      C2-hard     clase=I                          pend=+0.598 diam_b1=11 (3.6s) [t=26s]
  [H16_3670213] A2-B0-C2-r3      C2-hibrido  clase=I                          pend=+0.581 diam_b1=10 (3.9s) [t=30s]
  [H16_3670213] A2-B0-C2-r4      C2-hard     clase=I                          pend=+0.475 diam_b1=10 (4.5s) [t=34s]
  [H16_3670213] A2-B0-C2-r4      C2-hibrido  clase=I                          pend=+0.341 diam_b1=8 (3.9s) [t=38s]
  [H16_3670213] A2-B0-C2-r5      C2-hard     clase=I                          pend=+0.553 diam_b1=11 (3.4s) [t=42s]
  [H16_3670213] A2-B0-C2-r5      C2-hibrido  clase=I                          pend=+0.581 diam_b1=11 (3.4s) [t=45s]
  [H16_3670213] A2-B0-C2-r6      C2-hard     clase=III                        pend=+0.868 diam_b1=16 (3.7s) [t=49s]
  [H16_3670213] A2-B0-C2-r6      C2-hibrido  clase=III                        pend=+0.729 diam_b1=12 (3.4s) [t=52s]
  [H16_3670213] A2-B0-C2-r7      C2-hard     clase=III                        pend=+0.727 diam_b1=13 (4.2s) [t=56s]
  [H16_3670213] A2-B0-C2-r7      C2-hibrido  clase=I                          pend=+0.694 diam_b1=10 (3.7s) [t=60s]
  [H16_3670213] A2-B0-C2-r8      C2-hard     clase=I                          pend=+0.474 diam_b1=10 (3.7s) [t=64s]
  [H16_3670213] A2-B0-C2-r8      C2-hibrido  clase=I                          pend=+0.520 diam_b1=8 (4.2s) [t=68s]
  [H16_3670213] A2-B0-C2-r9      C2-hard     clase=III                        pend=+0.720 diam_b1=13 (3.0s) [t=71s]
  [H16_3670213] A2-B0-C2-r9      C2-hibrido  clase=III                        pend=+0.730 diam_b1=12 (3.3s) [t=74s]
  [H16_3670213] A2-B0-C2-r10     C2-hard     clase=I                          pend=+0.676 diam_b1=14 (3.5s) [t=78s]
  [H16_3670213] A2-B0-C2-r10     C2-hibrido  clase=I                          pend=+0.588 diam_b1=11 (3.7s) [t=82s]
  [H16_3670213] A2-B0-C2-r11     C2-hard     clase=II                         pend=+0.374 diam_b1=9 (5.0s) [t=87s]
  [H16_3670213] A2-B0-C2-r11     C2-hibrido  clase=II                         pend=+0.417 diam_b1=9 (4.3s) [t=91s]
  [H16_3670213] A2-B0-C2-r12     C2-hard     clase=I                          pend=+0.606 diam_b1=12 (4.3s) [t=95s]
  [H16_3670213] A2-B0-C2-r12     C2-hibrido  clase=I                          pend=+0.641 diam_b1=12 (3.6s) [t=99s]
  [H16_3670213] A2-B0-C2-r13     C2-hard     clase=III                        pend=+1.217 diam_b1=21 (2.7s) [t=102s]
  [H16_3670213] A2-B0-C2-r13     C2-hibrido  clase=III                        pend=+1.363 diam_b1=17 (2.4s) [t=104s]
  [H16_3670213] A2-B0-C2-r14     C2-hard     clase=I                          pend=+0.697 diam_b1=13 (3.1s) [t=107s]
  [H16_3670213] A2-B0-C2-r14     C2-hibrido  clase=I                          pend=+0.685 diam_b1=13 (3.1s) [t=110s]
  [H16_3670213] A2-B0-C2-r15     C2-hard     clase=I                          pend=+0.646 diam_b1=12 (3.3s) [t=113s]
  [H16_3670213] A2-B0-C2-r15     C2-hibrido  clase=I                          pend=+0.509 diam_b1=10 (3.2s) [t=117s]
  [H16_3670213] A2-B0-C2-r16     C2-hard     clase=I                          pend=+0.477 diam_b1=10 (3.7s) [t=120s]
  [H16_3670213] A2-B0-C2-r16     C2-hibrido  clase=II                         pend=+0.364 diam_b1=8 (4.4s) [t=125s]
  [H16_3670213] A2-B0-C2-r17     C2-hard     clase=III                        pend=+0.785 diam_b1=14 (3.1s) [t=128s]
  [H16_3670213] A2-B0-C2-r17     C2-hibrido  clase=III                        pend=+0.939 diam_b1=14 (2.9s) [t=131s]
  [H16_3670213] A2-B0-C2-r18     C2-hard     clase=I                          pend=+0.495 diam_b1=10 (3.6s) [t=134s]
  [H16_3670213] A2-B0-C2-r18     C2-hibrido  clase=II                         pend=+0.392 diam_b1=8 (3.4s) [t=138s]
  [H16_3670213] A2-B0-C2-r19     C2-hard     clase=II                         pend=+0.410 diam_b1=9 (3.6s) [t=141s]
  [H16_3670213] A2-B0-C2-r19     C2-hibrido  clase=I                          pend=+0.341 diam_b1=8 (4.1s) [t=145s]
CSV: /Users/alexis/Desktop/RMD/Cosmolab/Cosmogenesis/cs090_fase6_o2b_genealogias_reglas_shard1.csv  (160 filas)

[shard 1] filtro P1-P5:
   H01_218903       seed_base=218903    admitidas=20/20 descartadas=0
   H06_1128409      seed_base=1128409   admitidas=20/20 descartadas=0
   H11_2296589      seed_base=2296589   admitidas=20/20 descartadas=0
   H16_3670213      seed_base=3670213   admitidas=20/20 descartadas=0
[shard 1] terminado en 8.6 min, 160 filas.
