N,seed,mode,n_surv,f_surv,tau,phi_init,phi_final,phi_peak,phi_amp,frac_higgs_surv,orden_color_init,orden_color,orden_charge_init,orden_charge,orden_t3_init,orden_t3,frac_quark,frac_lepton,frac_boson,frac_gen0,frac_gen1,frac_gen2,mean_Q_surv,mass_gen0,mass_gen1,mass_gen2,mass_ratio_g2_g0,mass_spread,L2_gen,L2_K3,null_L2_K3,ratio_L2_K3,L2_K5,null_L2_K5,ratio_L2_K5,L2_K6,null_L2_K6,ratio_L2_K6,L2_K18,null_L2_K18,ratio_L2_K18,L2_K89,null_L2_K89,ratio_L2_K89
250,5,shuffle_h,137,0.548,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.025612496949731396,0.37773281847987183,0.03866666666666666,0.29927007299270075,0.032,0.18248175182481752,0.7737226277372263,0.1897810218978102,0.0364963503649635,0.3484848484848485,0.32575757575757575,0.32575757575757575,0.29927007299270075,2.409547625853621,2.242581810952695,2.392842190629849,0.9930669827628522,0.31464386872252476,0.018556740475630166,0.32811551872982553,0.06975801064151557,4.703624941599924,0.5656854249492381,0.4,1.4142135623730951,0.047483235441954416,0.08866586276648858,0.535530067157941,0.09054844497180961,0.10301327744925144,0.8789978070197552,0.10780020105533704,0.08495443368364972,1.2689178937589012
250,6,qcd,139,0.556,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.03794733192202055,0.3612914972515027,0.008000000000000005,0.2733812949640288,0.006,0.1618705035971223,0.762589928057554,0.17985611510791366,0.05755395683453238,0.366412213740458,0.33587786259541985,0.29770992366412213,-0.2733812949640288,2.3513611397258285,2.3701609130694377,2.4377347009514416,1.0367334305931775,0.2810560223080135,0.048679711118852394,0.29229062801328715,0.06925433610644437,4.2205390224813435,0.5477225575051662,0.31622776601683794,1.7320508075688774,0.04148083634677019,0.08866586276648858,0.4678332229847533,0.3763990945186758,0.23570226039551584,1.5969261129997916,0.11281670047648,0.08434103624736468,1.337625259258124
250,6,shuffle_b,139,0.556,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.03794733192202055,0.3612914972515027,0.008000000000000005,0.2733812949640288,0.006,0.1618705035971223,0.762589928057554,0.17985611510791366,0.05755395683453238,0.366412213740458,0.33587786259541985,0.29770992366412213,-0.2733812949640288,2.3513611397258285,2.3701609130694377,2.4377347009514416,1.0367334305931775,0.2810560223080135,0.048679711118852394,0.29229062801328715,0.06925433610644437,4.2205390224813435,0.5477225575051662,0.31622776601683794,1.7320508075688774,0.04148083634677019,0.08866586276648858,0.4678332229847533,0.3763990945186758,0.23570226039551584,1.5969261129997916,0.11281670047648,0.08434103624736468,1.337625259258124
250,6,shuffle_e,123,0.492,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.03794733192202055,0.46739129599365237,0.008000000000000002,0.13279132791327913,0.006,0.0040650406504065045,0.8048780487804879,0.13008130081300814,0.06504065040650407,0.3739130434782609,0.3217391304347826,0.30434782608695654,-0.13279132791327913,2.5939276291636646,2.6415952923308414,2.6428247938421214,1.0188506279545748,0.07064218768532933,0.05119861371784259,0.2818688751765807,0.07362101738323103,3.8286468347662796,0.5477225575051662,0.31622776601683794,1.7320508075688774,0.05100760069879837,0.09174698042719671,0.5559594491425692,0.39195422936081736,0.18365772167311323,2.1341560038430876,0.12031730251886401,0.08965897653171145,1.341943742535462
250,6,shuffle_w,139,0.556,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.03794733192202055,0.3612914972515027,0.008000000000000005,0.2733812949640288,0.006,0.03597122302158273,0.762589928057554,0.17985611510791366,0.05755395683453238,0.366412213740458,0.33587786259541985,0.29770992366412213,-0.2733812949640288,2.3513403099039163,2.3701529689243848,2.4377242402818387,1.0367381658937547,0.28107090037565574,0.048679711118852394,0.29229062801328715,0.06925433610644437,4.2205390224813435,0.5477225575051662,0.31622776601683794,1.7320508075688774,0.04148083634677019,0.08866586276648858,0.4678332229847533,0.3763990945186758,0.23570226039551584,1.5969261129997916,0.11281670047648,0.08434103624736468,1.337625259258124
250,6,shuffle_h,139,0.556,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.03794733192202055,0.3612914972515027,0.008000000000000005,0.2733812949640288,0.006,0.17625899280575538,0.762589928057554,0.17985611510791366,0.05755395683453238,0.366412213740458,0.33587786259541985,0.29770992366412213,-0.2733812949640288,2.3513611397258285,2.3701609130694377,2.4377347009514416,1.0367334305931775,0.2810560223080135,0.048679711118852394,0.29229062801328715,0.06925433610644437,4.2205390224813435,0.5477225575051662,0.31622776601683794,1.7320508075688774,0.04148083634677019,0.08866586276648858,0.4678332229847533,0.3763990945186758,0.23570226039551584,1.5969261129997916,0.11281670047648,0.08434103624736468,1.337625259258124
250,7,qcd,135,0.54,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.024657656011875907,0.4417821496666206,0.017333333333333346,0.11851851851851852,0.006,0.044444444444444446,0.762962962962963,0.2,0.037037037037037035,0.3769230769230769,0.33076923076923076,0.2923076923076923,0.11851851851851852,2.3608255028441443,2.3211007268644743,2.4002368172681785,1.0166938701638704,0.322646804430122,0.05991446895152779,0.22662308949301266,0.07027283689263066,3.2249030993194197,0.5656854249492381,0.4,1.4142135623730951,0.04431412277549888,0.0899478453701443,0.49266463908214664,0.17559890941809161,0.12054009511326316,1.456767636138776,0.10992570607473362,0.08558141217983589,1.2844577259807541
250,7,shuffle_b,135,0.54,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.024657656011875907,0.4417821496666206,0.017333333333333346,0.11851851851851852,0.006,0.044444444444444446,0.762962962962963,0.2,0.037037037037037035,0.3769230769230769,0.33076923076923076,0.2923076923076923,0.11851851851851852,2.3608255028441443,2.3211007268644743,2.4002368172681785,1.0166938701638704,0.322646804430122,0.05991446895152779,0.22662308949301266,0.07027283689263066,3.2249030993194197,0.5656854249492381,0.4,1.4142135623730951,0.04431412277549888,0.0899478453701443,0.49266463908214664,0.17559890941809161,0.12054009511326316,1.456767636138776,0.10992570607473362,0.08558141217983589,1.2844577259807541
250,7,shuffle_e,142,0.568,240,0.9386047439716074,2.81046932283879,2.81046932283879,2.9943054708548336,0.016,0.024657656011875907,0.29652821509052535,0.017333333333333333,0.3004694835680751,0.006,0.02464788732394366,0.7394366197183099,0.16901408450704225,0.09154929577464789,0.3333333333333333,0.35658914728682173,0.31007751937984496,0.3004694835680751,7.569630342684707,7.574205521489644,7.698183251088439,1.0169827194438847,0.17531192093532155,0.03288868749704874,0.43745188001112323,0.06851887098275317,6.384400001588379,0.17541160386140583,0.2480694691784169,0.7071067811865475,0.0628138378965377,0.0890870806374748,0.7050835816716037,0.16666666666666669,0.14027090192169553,1.1881770515720094,0.08723251752089173,0.08344535383752145,1.0453849556530654
250,7,shuffle_w,133,0.532,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.024657656011875907,0.44842549026311107,0.017333333333333346,0.12030075187969924,0.006,0.03383458646616541,0.7744360902255639,0.18796992481203006,0.03759398496240601,0.375,0.328125,0.296875,0.12030075187969924,2.403172326206055,2.36855730163141,2.4002263741773042,0.9987741403324989,0.3024714725420496,0.05560978256266308,0.2418513901115753,0.07079923254047887,3.416017115345124,0.5656854249492381,0.4,1.4142135623730951,0.04431412277549888,0.0899478453701443,0.49266463908214664,0.17559890941809161,0.12054009511326316,1.456767636138776,0.11056650872976927,0.08622248040619769,1.2823396892421308
250,7,shuffle_h,135,0.54,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.024657656011875907,0.4417821496666206,0.017333333333333346,0.11851851851851852,0.006,0.05185185185185185,0.762962962962963,0.2,0.037037037037037035,0.3769230769230769,0.33076923076923076,0.2923076923076923,0.11851851851851852,2.3608255028441443,2.3211007268644743,2.4002368172681785,1.0166938701638704,0.322646804430122,0.05991446895152779,0.22662308949301266,0.07027283689263066,3.2249030993194197,0.5656854249492381,0.4,1.4142135623730951,0.04431412277549888,0.0899478453701443,0.49266463908214664,0.17559890941809161,0.12054009511326316,1.456767636138776,0.10992570607473362,0.08558141217983589,1.2844577259807541
250,8,qcd,141,0.564,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.0413763217311544,0.4491663555622415,0.004,0.18203309692671393,0.014,0.0035460992907801418,0.7730496453900709,0.18439716312056736,0.0425531914893617,0.3037037037037037,0.35555555555555557,0.34074074074074073,0.18203309692671393,2.4023617255725997,2.354719145590007,2.472165667381806,1.0290563827529216,0.2678605672796638,0.037770514915502124,0.21859624124003463,0.06876141641725289,3.17905378669871,0.5962847939999438,0.3651483716701107,1.6329931618554518,0.04752376228721729,0.08743717709783362,0.5435189454257296,0.055763249323579414,0.0930839832123818,0.5990638496458532,0.11160199892060531,0.08374073654469712,1.3327085899350442
250,8,shuffle_b,141,0.564,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.0413763217311544,0.4491663555622415,0.004,0.18203309692671393,0.014,0.0035460992907801418,0.7730496453900709,0.18439716312056736,0.0425531914893617,0.3037037037037037,0.35555555555555557,0.34074074074074073,0.18203309692671393,2.4023617255725997,2.354719145590007,2.472165667381806,1.0290563827529216,0.2678605672796638,0.037770514915502124,0.21859624124003463,0.06876141641725289,3.17905378669871,0.5962847939999438,0.3651483716701107,1.6329931618554518,0.04752376228721729,0.08743717709783362,0.5435189454257296,0.055763249323579414,0.0930839832123818,0.5990638496458532,0.11160199892060531,0.08374073654469712,1.3327085899350442
250,8,shuffle_e,124,0.496,240,0.9386047439716074,2.762448220270339,2.762448220270339,2.9431432507342614,0.008,0.0413763217311544,0.4856151360427289,0.004,0.11021505376344086,0.014,0.024193548387096774,0.8225806451612904,0.0967741935483871,0.08064516129032258,0.2982456140350877,0.3333333333333333,0.3684210526315789,0.11021505376344086,7.778256439400983,7.458976573830449,7.780847805144271,1.0003331550924655,0.10054344179617564,0.049621528504319126,0.2704520181807683,0.07332355751067665,3.68847376426584,0.28284271247461906,0.282842712474619,1.0000000000000002,0.08877828566801389,0.0903876907577734,0.9821944218702024,0.07466444221435205,0.09622504486493763,0.7759356446042894,0.1172093442335638,0.08929671655921406,1.3125829117786256
250,8,shuffle_w,141,0.564,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.0413763217311544,0.4491663555622415,0.004,0.18203309692671393,0.014,0.024822695035460994,0.7730496453900709,0.18439716312056736,0.0425531914893617,0.3037037037037037,0.35555555555555557,0.34074074074074073,0.18203309692671393,2.402338875711886,2.354693264601179,2.472150521166161,1.0290598658499366,0.2678867241229654,0.037770514915502124,0.21859624124003463,0.06876141641725289,3.17905378669871,0.5962847939999438,0.3651483716701107,1.6329931618554518,0.04752376228721729,0.08743717709783362,0.5435189454257296,0.055763249323579414,0.0930839832123818,0.5990638496458532,0.11160199892060531,0.08374073654469712,1.3327085899350442
250,8,shuffle_h,141,0.564,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.0413763217311544,0.4491663555622415,0.004,0.18203309692671393,0.014,0.010638297872340425,0.7730496453900709,0.18439716312056736,0.0425531914893617,0.3037037037037037,0.35555555555555557,0.34074074074074073,0.18203309692671393,2.4023617255725997,2.354719145590007,2.472165667381806,1.0290563827529216,0.2678605672796638,0.037770514915502124,0.21859624124003463,0.06876141641725289,3.17905378669871,0.5962847939999438,0.3651483716701107,1.6329931618554518,0.04752376228721729,0.08743717709783362,0.5435189454257296,0.055763249323579414,0.0930839832123818,0.5990638496458532,0.11160199892060531,0.08374073654469712,1.3327085899350442
250,9,qcd,137,0.548,240,0.9386047439716074,0.0,0.9386047439716074,0.9999999989345888,0.0,0.029393876913398138,0.2413178869316283,0.030666666666666665,0.3844282238442822,0.04,0.3102189781021898,0.708029197080292,0.23357664233576642,0.058394160583941604,0.31007751937984496,0.3178294573643411,0.37209302325581395,0.3844282238442822,2.4319993346294613,2.3959471089146662,2.4322875975877873,1.0001185292093717,0.23539282388268654,0.047786155061775006,0.4523584850321574,0.06975801064151557,6.484681556600213,0.6519202405202649,0.31622776601683794,2.0615528128088303,0.030640128007091066,0.09268799972000809,0.3305727613029601,0.10416666666666667,0.12147816447594376,0.8574929257125442,0.11543752571292695,0.08495443368364972,1.3588169646658947
