patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
5,66115,5000,local,4,8,1.298,0.004,0,7.727,0,0.743,0.3,10.57,0.6233,40,20
5,66115,5000,sin_local,-1,8,5.933,0.037,2,6.187,1,0.873,0.913,48.013,0.086,4,16
5,66115,5000,local_barajado,4,8,3.106,0.048,1,7.258,1,1.137,0.912,10.243,0.1338,10,20
5,66115,5000,local_marco_congelado,4,8,1.575,0.023,0,7.99,0,0.933,0.451,10.58,0.5838,45,20
0,66100,5000,local,4,8,1.634,0.015,0,7.674,0,0.684,0.562,10.661,0.5988,54,20
0,66100,5000,sin_local,-1,8,5.7,0.039,1,6.137,1,1.046,0.916,48.102,0.0861,4,16
0,66100,5000,local_barajado,4,8,3.143,0.054,0,7.388,0,1.186,0.908,10.229,0.1399,9,20
0,66100,5000,local_marco_congelado,4,8,1.401,0.013,0,7.989,0,0.957,0.509,10.724,0.6367,4,20
3,66109,5000,local,4,8,1.397,0.012,0,7.712,0,0.568,0.395,10.647,0.6197,14,20
3,66109,5000,sin_local,-1,8,5.869,0.039,1,6.115,1,0.967,0.917,48.98,0.0908,4,16
3,66109,5000,local_barajado,4,8,3.134,0.054,0,7.434,0,1.062,0.91,10.219,0.1432,9,20
3,66109,5000,local_marco_congelado,4,8,1.165,0.001,0,7.99,0,0.887,0.409,10.547,0.5998,5,20
4,66112,5000,local,4,8,1.478,0.011,0,7.732,0,0.697,0.485,10.677,0.585,53,20
4,66112,5000,sin_local,-1,8,5.716,0.042,1,5.801,1,0.952,0.915,53.289,0.0784,4,17
4,66112,5000,local_barajado,4,8,3.126,0.053,0,7.358,0,1.162,0.9,10.127,0.1376,9,20
4,66112,5000,local_marco_congelado,4,8,1.267,0.013,0,7.983,0,0.878,0.52,10.522,0.587,68,20
2,66106,5000,local,4,8,1.276,0.008,0,7.718,0,0.702,0.534,10.509,0.5904,87,20
2,66106,5000,sin_local,-1,8,5.873,0.041,2,5.599,1,0.941,0.908,52.567,0.0788,4,17
2,66106,5000,local_barajado,4,8,3.124,0.047,1,7.339,1,1.154,0.911,10.222,0.1368,9,20
2,66106,5000,local_marco_congelado,4,8,1.397,0.003,0,7.991,0,0.911,0.47,10.598,0.6052,3,20
1,66103,5000,local,4,8,1.43,0.013,0,7.492,0,0.793,0.423,10.562,0.6031,4,20
1,66103,5000,sin_local,-1,8,6.119,0.041,1,6.337,1,0.944,0.91,52.953,0.0823,3,17
1,66103,5000,local_barajado,4,8,3.133,0.05,0,7.069,0,1.247,0.897,10.05,0.1501,9,20
1,66103,5000,local_marco_congelado,4,8,1.51,0.015,0,7.986,0,0.976,0.401,10.614,0.5782,50,20
7,66121,5000,local,4,8,1.125,0.001,0,7.707,0,0.781,0.223,10.561,0.5972,2,20
7,66121,5000,sin_local,-1,8,5.97,0.04,2,6.22,1,0.979,0.913,52.896,0.0775,4,17
7,66121,5000,local_barajado,4,8,3.144,0.052,0,7.51,0,1.203,0.908,10.205,0.1339,9,20
7,66121,5000,local_marco_congelado,4,8,1.151,0.013,0,7.992,0,0.934,0.456,10.5,0.6061,60,20
6,66118,5000,local,4,8,1.584,0.021,0,7.723,0,0.7,0.509,10.671,0.6305,47,20
6,66118,5000,sin_local,-1,8,6.006,0.032,3,6.28,1,0.984,0.913,52.759,0.0797,4,17
6,66118,5000,local_barajado,4,8,3.165,0.055,0,7.552,0,1.141,0.913,10.226,0.1362,9,20
6,66118,5000,local_marco_congelado,4,8,1.28,0.005,0,7.986,0,0.913,0.414,10.542,0.5851,61,20
8,66124,5000,local,4,8,1.458,0.008,0,7.797,0,0.777,0.242,10.665,0.6012,40,20
8,66124,5000,sin_local,-1,8,6.309,0.04,2,6.027,1,0.881,0.906,52.078,0.0918,1,17
8,66124,5000,local_barajado,4,8,3.127,0.052,0,7.339,0,1.187,0.908,10.223,0.1356,9,20
8,66124,5000,local_marco_congelado,4,8,1.507,0.014,0,7.99,0,0.882,0.545,10.59,0.5951,6,20
10,66130,5000,local,4,8,1.407,0.007,0,7.76,0,0.446,0.298,10.507,0.5984,16,20
10,66130,5000,sin_local,-1,8,4.327,0.042,1,5.627,1,0.949,0.912,53.362,0.0778,4,17
10,66130,5000,local_barajado,4,8,3.13,0.051,2,6.759,1,1.211,0.909,10.182,0.1372,9,20
10,66130,5000,local_marco_congelado,4,8,1.757,0.01,0,7.988,0,0.921,0.519,10.687,0.6039,7,20
9,66127,5000,local,4,8,1.503,0.005,0,7.74,0,0.676,0.457,10.523,0.5906,27,20
9,66127,5000,sin_local,-1,8,5.961,0.042,1,5.891,1,1.01,0.908,52.261,0.079,1,17
9,66127,5000,local_barajado,4,8,3.095,0.053,0,7.333,0,1.117,0.905,10.147,0.1576,9,20
