patch,seed,N,arm,regla,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,diam_fin,pasos
61,125917,1500,completo,nematico,4.72,0.05,1,4.003,1,0.87,0.918,4,16
61,125917,1500,null_tipos,nematico,nan,0.054,1,3.494,1,0.77,0.911,3,17
61,125917,1500,null_marco,nematico,4.869,0.052,0,7.952,0,1.017,0.913,1,17
61,125917,1500,null_mediado,nematico,4.994,0.048,1,4.531,1,0.779,0.925,3,16
61,125917,1500,subconjunto,nematico,4.872,0.055,0,7.968,0,0.96,0.913,4,16
60,123853,1500,completo,nematico,5.05,0.05,1,3.207,1,0.761,0.911,4,17
60,123853,1500,null_tipos,nematico,4.818,0.049,1,3.404,1,0.711,0.895,3,17
60,123853,1500,null_marco,nematico,4.395,0.057,0,7.949,0,0.908,0.906,4,17
60,123853,1500,null_mediado,nematico,4.87,0.047,1,2.533,1,0.672,0.909,3,17
60,123853,1500,subconjunto,nematico,4.897,0.041,0,7.958,0,0.998,0.915,4,16
63,130045,1500,completo,nematico,4.817,0.047,1,4.725,1,0.98,0.908,4,16
63,130045,1500,null_tipos,nematico,4.822,0.049,2,4.234,1,0.936,0.915,3,17
63,130045,1500,null_marco,nematico,4.189,0.058,0,7.952,0,0.915,0.91,3,17
63,130045,1500,null_mediado,nematico,4.84,0.045,1,3.799,1,1.001,0.898,3,17
63,130045,1500,subconjunto,nematico,4.903,0.041,0,7.957,0,0.881,0.903,4,16
62,127981,1500,completo,nematico,nan,0.045,1,3.64,1,0.962,0.911,4,17
62,127981,1500,null_tipos,nematico,5.063,0.053,1,3.568,1,0.807,0.903,4,17
62,127981,1500,null_marco,nematico,nan,0.052,0,7.961,0,0.911,0.913,3,17
62,127981,1500,null_mediado,nematico,4.883,0.054,1,4.043,1,0.945,0.919,3,17
62,127981,1500,subconjunto,nematico,5.067,0.049,0,7.97,0,0.851,0.926,4,16
64,132109,1500,completo,nematico,4.991,0.053,3,4.646,1,0.827,0.919,3,17
64,132109,1500,null_tipos,nematico,4.912,0.048,1,3.296,1,0.899,0.91,3,17
64,132109,1500,null_marco,nematico,4.947,0.054,0,7.956,0,0.897,0.913,3,16
64,132109,1500,null_mediado,nematico,4.987,0.045,1,4.52,1,0.779,0.909,3,17
64,132109,1500,subconjunto,nematico,nan,0.051,0,7.96,0,0.854,0.905,3,16
65,134173,1500,completo,nematico,4.89,0.05,1,4.03,1,0.692,0.9,3,17
65,134173,1500,null_tipos,nematico,5.038,0.049,1,3.978,1,0.806,0.907,3,17
65,134173,1500,null_marco,nematico,4.868,0.042,0,7.985,0,0.896,0.909,3,17
65,134173,1500,null_mediado,nematico,4.954,0.044,1,3.712,1,0.989,0.903,4,17
65,134173,1500,subconjunto,nematico,4.855,0.037,0,7.959,0,1.064,0.913,5,16
66,136237,1500,completo,nematico,4.918,0.046,1,3.445,1,0.541,0.913,3,17
66,136237,1500,null_tipos,nematico,nan,0.043,1,3.741,1,0.717,0.927,3,17
66,136237,1500,null_marco,nematico,nan,0.053,0,7.952,0,0.965,0.918,3,17
66,136237,1500,null_mediado,nematico,4.945,0.053,1,3.887,1,0.83,0.903,4,17
66,136237,1500,subconjunto,nematico,nan,0.047,0,7.967,0,0.968,0.919,4,16
68,140365,1500,completo,nematico,4.75,0.053,2,5.092,1,0.8,0.908,3,17
68,140365,1500,null_tipos,nematico,4.717,0.048,1,4.001,1,0.827,0.904,4,17
68,140365,1500,null_marco,nematico,nan,0.05,0,7.962,0,0.94,0.905,3,17
68,140365,1500,null_mediado,nematico,nan,0.052,1,3.606,1,0.636,0.92,3,17
68,140365,1500,subconjunto,nematico,4.979,0.033,0,7.973,0,1.049,0.918,6,16
67,138301,1500,completo,nematico,4.805,0.055,1,2.571,1,1.03,0.918,3,17
67,138301,1500,null_tipos,nematico,4.599,0.042,1,4.229,1,0.879,0.91,4,17
67,138301,1500,null_marco,nematico,4.864,0.051,0,7.976,0,0.937,0.903,3,17
67,138301,1500,null_mediado,nematico,4.955,0.047,2,4.831,1,0.806,0.908,4,17
67,138301,1500,subconjunto,nematico,4.177,0.044,0,7.963,0,1.057,0.913,3,16
69,142429,1500,completo,nematico,4.804,0.054,3,5.324,1,0.985,0.918,4,16
69,142429,1500,null_tipos,nematico,4.824,0.049,1,3.613,1,0.865,0.921,3,17
69,142429,1500,null_marco,nematico,4.799,0.043,0,7.967,0,0.813,0.919,3,17
69,142429,1500,null_mediado,nematico,4.92,0.047,1,4.064,1,1.012,0.895,3,17
69,142429,1500,subconjunto,nematico,4.823,0.058,0,7.948,0,0.955,0.928,4,16
70,144493,1500,completo,nematico,4.959,0.045,1,3.636,1,1.0,0.904,4,17
70,144493,1500,null_tipos,nematico,4.91,0.05,3,5.225,1,1.018,0.913,1,17
70,144493,1500,null_marco,nematico,4.881,0.052,0,7.979,0,0.95,0.899,3,17
70,144493,1500,null_mediado,nematico,nan,0.044,1,3.756,1,0.787,0.911,3,17
70,144493,1500,subconjunto,nematico,5.02,0.05,0,7.968,0,0.956,0.915,4,16
71,146557,1500,completo,nematico,4.496,0.051,1,4.881,1,0.779,0.907,3,17
71,146557,1500,null_tipos,nematico,4.51,0.051,1,4.42,1,1.017,0.914,3,17
71,146557,1500,null_marco,nematico,nan,0.055,0,7.964,0,0.941,0.909,3,17
71,146557,1500,null_mediado,nematico,4.864,0.051,1,3.047,1,0.755,0.916,4,17
71,146557,1500,subconjunto,nematico,4.789,0.053,0,7.953,0,0.911,0.911,4,16
72,148621,1500,completo,nematico,4.644,0.049,1,4.27,1,1.087,0.919,4,17
72,148621,1500,null_tipos,nematico,5.188,0.052,1,5.555,1,0.839,0.915,4,16
72,148621,1500,null_marco,nematico,5.026,0.047,0,7.956,0,1.158,0.903,3,17
72,148621,1500,null_mediado,nematico,nan,0.049,1,4.217,1,0.72,0.911,3,17
72,148621,1500,subconjunto,nematico,5.051,0.046,0,7.956,0,0.803,0.913,3,16
73,150685,1500,completo,nematico,4.748,0.058,2,4.369,1,0.847,0.907,4,17
73,150685,1500,null_tipos,nematico,4.787,0.052,1,2.969,1,0.858,0.902,3,17
73,150685,1500,null_marco,nematico,nan,0.042,0,7.959,0,0.938,0.913,3,17
73,150685,1500,null_mediado,nematico,4.8,0.051,1,4.612,1,0.804,0.915,3,17
73,150685,1500,subconjunto,nematico,4.832,0.049,0,7.97,0,0.944,0.917,4,16
74,152749,1500,completo,nematico,4.848,0.043,1,3.939,1,0.879,0.916,4,17
74,152749,1500,null_tipos,nematico,4.824,0.054,1,4.393,1,0.811,0.915,3,17
74,152749,1500,null_marco,nematico,4.389,0.052,0,7.971,0,0.95,0.912,3,17
74,152749,1500,null_mediado,nematico,4.929,0.049,1,4.895,1,0.827,0.916,4,17
74,152749,1500,subconjunto,nematico,4.474,0.047,0,7.973,0,0.899,0.909,4,16
75,154813,1500,completo,nematico,4.98,0.045,1,4.119,1,0.91,0.905,4,17
75,154813,1500,null_tipos,nematico,nan,0.047,1,3.631,1,1.058,0.911,3,17
75,154813,1500,null_marco,nematico,4.996,0.051,0,7.967,0,0.889,0.908,3,17
75,154813,1500,null_mediado,nematico,4.741,0.05,1,4.447,1,0.979,0.9,3,17
75,154813,1500,subconjunto,nematico,5.177,0.05,0,7.979,0,1.023,0.933,4,16
77,158941,1500,completo,nematico,nan,0.048,1,4.416,1,0.744,0.901,4,17
77,158941,1500,null_tipos,nematico,4.988,0.047,1,5.171,1,0.77,0.921,4,16
77,158941,1500,null_marco,nematico,4.806,0.051,0,7.97,0,1.015,0.915,3,17
77,158941,1500,null_mediado,nematico,4.213,0.043,2,4.417,1,0.845,0.919,4,16
77,158941,1500,subconjunto,nematico,4.714,0.049,0,7.973,0,0.97,0.913,3,16
76,156877,1500,completo,nematico,5.051,0.047,1,3.945,1,0.8,0.899,3,17
76,156877,1500,null_tipos,nematico,4.897,0.05,1,4.443,1,0.869,0.913,4,16
76,156877,1500,null_marco,nematico,4.83,0.051,0,7.959,0,1.014,0.909,4,17
76,156877,1500,null_mediado,nematico,4.141,0.05,1,4.439,1,0.825,0.919,3,17
76,156877,1500,subconjunto,nematico,nan,0.053,0,7.963,0,1.15,0.909,3,17
78,161005,1500,completo,nematico,nan,0.036,1,2.499,1,0.876,0.925,2,17
78,161005,1500,null_tipos,nematico,5.075,0.049,2,3.545,1,0.812,0.898,4,17
78,161005,1500,null_marco,nematico,4.921,0.048,0,7.958,0,0.945,0.906,3,17
78,161005,1500,null_mediado,nematico,5.089,0.052,1,4.951,1,0.864,0.911,3,17
78,161005,1500,subconjunto,nematico,5.045,0.038,0,7.972,0,0.835,0.912,5,16
79,163069,1500,completo,nematico,5.039,0.05,2,4.55,1,0.839,0.918,3,17
79,163069,1500,null_tipos,nematico,5.112,0.047,1,3.435,1,0.791,0.911,3,17
79,163069,1500,null_marco,nematico,4.846,0.054,0,7.956,0,1.01,0.918,3,17
79,163069,1500,null_mediado,nematico,5.031,0.047,1,3.121,1,0.634,0.909,3,17
79,163069,1500,subconjunto,nematico,4.902,0.053,0,7.966,0,0.879,0.911,3,16
81,167197,1500,completo,nematico,4.66,0.055,1,4.096,1,0.924,0.915,3,17
81,167197,1500,null_tipos,nematico,4.845,0.05,2,4.913,1,0.787,0.913,3,17
81,167197,1500,null_marco,nematico,4.881,0.051,0,7.968,0,1.047,0.903,4,17
81,167197,1500,null_mediado,nematico,4.955,0.052,1,3.808,1,0.963,0.913,3,17
81,167197,1500,subconjunto,nematico,5.032,0.049,0,7.959,0,0.965,0.911,4,16
80,165133,1500,completo,nematico,nan,0.048,1,3.141,1,0.523,0.916,3,17
80,165133,1500,null_tipos,nematico,4.746,0.052,3,5.846,1,0.952,0.915,3,16
80,165133,1500,null_marco,nematico,5.034,0.051,0,7.969,0,0.789,0.91,3,17
80,165133,1500,null_mediado,nematico,nan,0.052,1,4.575,1,0.801,0.911,3,17
80,165133,1500,subconjunto,nematico,5.238,0.044,0,7.954,0,0.943,0.923,4,16
82,169261,1500,completo,nematico,4.877,0.049,2,4.871,1,0.813,0.906,4,17
82,169261,1500,null_tipos,nematico,4.596,0.047,1,3.776,1,0.797,0.925,4,16
82,169261,1500,null_marco,nematico,4.452,0.052,0,7.965,0,1.129,0.921,4,17
82,169261,1500,null_mediado,nematico,4.917,0.052,1,2.387,1,0.691,0.919,3,17
82,169261,1500,subconjunto,nematico,4.864,0.05,0,7.967,0,1.031,0.913,4,16
83,171325,1500,completo,nematico,4.522,0.054,1,3.769,1,0.902,0.913,3,17
83,171325,1500,null_tipos,nematico,4.951,0.048,1,3.289,1,0.827,0.912,4,17
83,171325,1500,null_marco,nematico,4.869,0.047,0,7.946,0,1.124,0.913,4,17
83,171325,1500,null_mediado,nematico,nan,0.042,1,4.039,1,0.862,0.91,2,17
83,171325,1500,subconjunto,nematico,4.852,0.046,0,7.961,0,1.025,0.909,4,16
84,173389,1500,completo,nematico,4.993,0.053,1,4.104,1,0.831,0.911,1,17
84,173389,1500,null_tipos,nematico,4.89,0.058,1,4.346,1,0.812,0.91,3,17
84,173389,1500,null_marco,nematico,4.841,0.047,0,7.977,0,0.938,0.912,3,17
84,173389,1500,null_mediado,nematico,4.55,0.049,1,3.982,1,0.959,0.92,4,17
84,173389,1500,subconjunto,nematico,nan,0.048,0,7.965,0,1.02,0.905,3,16
86,177517,1500,completo,nematico,4.918,0.05,1,3.95,1,0.838,0.911,3,17
86,177517,1500,null_tipos,nematico,4.75,0.049,1,2.641,1,0.996,0.901,4,17
86,177517,1500,null_marco,nematico,4.848,0.041,0,7.95,0,1.038,0.908,4,17
86,177517,1500,null_mediado,nematico,nan,0.049,2,4.89,1,0.904,0.911,3,17
86,177517,1500,subconjunto,nematico,4.77,0.052,0,7.963,0,0.948,0.916,4,16
85,175453,1500,completo,nematico,4.841,0.045,1,3.954,1,0.817,0.913,3,17
85,175453,1500,null_tipos,nematico,4.827,0.052,1,4.058,1,0.787,0.905,3,17
85,175453,1500,null_marco,nematico,4.946,0.05,0,7.961,0,0.995,0.919,3,17
85,175453,1500,null_mediado,nematico,5.037,0.045,1,3.044,1,0.743,0.914,3,17
85,175453,1500,subconjunto,nematico,5.047,0.046,0,7.95,0,0.968,0.907,4,16
88,181645,1500,completo,nematico,4.813,0.056,1,2.789,1,0.8,0.907,4,17
88,181645,1500,null_tipos,nematico,4.925,0.052,1,3.839,1,1.017,0.908,3,17
88,181645,1500,null_marco,nematico,nan,0.051,0,7.962,0,0.952,0.915,3,17
88,181645,1500,null_mediado,nematico,4.743,0.052,2,5.13,1,0.885,0.927,4,16
88,181645,1500,subconjunto,nematico,5.058,0.049,0,7.963,0,1.002,0.919,3,16
87,179581,1500,completo,nematico,nan,0.05,1,4.39,1,0.965,0.919,3,17
87,179581,1500,null_tipos,nematico,nan,0.039,1,2.963,1,0.865,0.902,3,17
87,179581,1500,null_marco,nematico,4.78,0.047,0,7.957,0,1.075,0.91,3,17
87,179581,1500,null_mediado,nematico,4.826,0.054,2,4.161,1,0.875,0.908,4,17
87,179581,1500,subconjunto,nematico,4.795,0.047,0,7.957,0,0.96,0.914,4,16
89,183709,1500,completo,nematico,4.934,0.046,2,4.448,1,0.847,0.917,4,16
89,183709,1500,null_tipos,nematico,4.973,0.047,1,3.059,1,0.861,0.919,3,17
89,183709,1500,null_marco,nematico,4.812,0.039,0,7.967,0,1.053,0.912,4,16
89,183709,1500,null_mediado,nematico,5.013,0.053,1,3.461,1,0.958,0.91,4,17
89,183709,1500,subconjunto,nematico,4.809,0.051,0,7.958,0,1.121,0.915,4,16
90,185773,1500,completo,nematico,4.898,0.056,1,3.259,1,0.781,0.906,3,17
90,185773,1500,null_tipos,nematico,4.99,0.038,1,4.804,1,0.912,0.92,5,17
90,185773,1500,null_marco,nematico,5.114,0.047,0,7.97,0,0.875,0.908,3,17
90,185773,1500,null_mediado,nematico,4.96,0.047,2,4.402,1,1.061,0.909,3,17
90,185773,1500,subconjunto,nematico,4.909,0.052,0,7.968,0,0.871,0.905,4,16
91,187837,1500,completo,nematico,4.731,0.053,1,3.465,1,0.773,0.921,3,17
91,187837,1500,null_tipos,nematico,5.062,0.051,1,5.018,1,0.803,0.921,3,16
91,187837,1500,null_marco,nematico,4.306,0.053,0,7.948,0,0.934,0.912,3,17
91,187837,1500,null_mediado,nematico,4.779,0.05,1,3.081,1,0.902,0.909,5,17
91,187837,1500,subconjunto,nematico,4.87,0.048,0,7.962,0,0.925,0.909,3,16
93,191965,1500,completo,nematico,4.825,0.049,1,4.033,1,1.083,0.899,3,17
93,191965,1500,null_tipos,nematico,4.726,0.048,1,5.522,1,0.823,0.919,4,16
93,191965,1500,null_marco,nematico,4.738,0.051,0,7.972,0,1.005,0.909,3,17
93,191965,1500,null_mediado,nematico,4.64,0.05,2,4.456,1,0.888,0.912,4,17
93,191965,1500,subconjunto,nematico,4.937,0.05,0,7.966,0,0.909,0.916,4,16
94,194029,1500,completo,nematico,nan,0.045,1,4.014,1,0.906,0.915,3,17
94,194029,1500,null_tipos,nematico,5.153,0.044,1,4.697,1,0.787,0.926,4,16
94,194029,1500,null_marco,nematico,4.919,0.055,0,7.973,0,1.108,0.911,3,17
94,194029,1500,null_mediado,nematico,nan,0.048,1,4.994,1,0.844,0.911,3,17
94,194029,1500,subconjunto,nematico,5.23,0.052,0,7.976,0,0.954,0.909,3,16
92,189901,1500,completo,nematico,4.984,0.057,1,3.261,1,0.829,0.909,4,17
92,189901,1500,null_tipos,nematico,4.983,0.051,1,4.351,1,0.997,0.907,3,17
92,189901,1500,null_marco,nematico,4.853,0.047,0,7.945,0,0.802,0.91,3,17
92,189901,1500,null_mediado,nematico,nan,0.048,1,3.949,1,0.885,0.905,3,17
92,189901,1500,subconjunto,nematico,4.829,0.048,0,7.973,0,0.989,0.924,4,16
95,196093,1500,completo,nematico,4.962,0.052,1,4.774,1,0.742,0.919,4,17
95,196093,1500,null_tipos,nematico,5.06,0.056,2,3.575,1,0.713,0.923,3,17
95,196093,1500,null_marco,nematico,4.861,0.048,0,7.954,0,0.863,0.908,3,17
95,196093,1500,null_mediado,nematico,nan,0.047,1,4.807,1,0.766,0.907,3,17
95,196093,1500,subconjunto,nematico,5.046,0.051,0,7.964,0,0.983,0.909,3,16
97,200221,1500,completo,nematico,5.078,0.048,2,4.928,1,0.802,0.898,3,17
97,200221,1500,null_tipos,nematico,4.872,0.051,1,3.593,1,0.964,0.903,4,17
97,200221,1500,null_marco,nematico,4.793,0.05,0,7.952,0,0.877,0.907,3,17
97,200221,1500,null_mediado,nematico,5.032,0.049,1,4.669,1,0.78,0.905,3,17
97,200221,1500,subconjunto,nematico,5.004,0.05,0,7.962,0,0.932,0.917,4,16
96,198157,1500,completo,nematico,4.96,0.041,1,3.871,1,1.003,0.912,3,17
96,198157,1500,null_tipos,nematico,4.652,0.048,1,4.045,1,0.792,0.912,3,17
96,198157,1500,null_marco,nematico,4.896,0.048,0,7.974,0,0.777,0.906,3,17
96,198157,1500,null_mediado,nematico,5.02,0.048,1,4.035,1,0.815,0.893,4,17
96,198157,1500,subconjunto,nematico,5.105,0.048,0,7.953,0,0.968,0.916,3,16
100,206413,1500,completo,nematico,4.651,0.046,1,2.907,1,0.867,0.9,3,17
100,206413,1500,null_tipos,nematico,4.959,0.049,1,5.121,1,0.929,0.904,3,17
100,206413,1500,null_marco,nematico,5.023,0.05,0,7.973,0,0.984,0.923,4,16
100,206413,1500,null_mediado,nematico,5.088,0.051,3,4.533,1,0.904,0.916,3,17
100,206413,1500,subconjunto,nematico,4.713,0.044,0,7.947,0,0.915,0.915,4,16
98,202285,1500,completo,nematico,5.033,0.046,1,4.378,1,0.858,0.912,4,17
98,202285,1500,null_tipos,nematico,4.685,0.056,3,5.653,1,0.857,0.911,3,17
98,202285,1500,null_marco,nematico,4.903,0.052,0,7.969,0,1.018,0.913,3,17
98,202285,1500,null_mediado,nematico,nan,0.048,1,3.893,1,0.888,0.905,3,17
98,202285,1500,subconjunto,nematico,4.938,0.049,0,7.967,0,1.063,0.911,3,16
99,204349,1500,completo,nematico,4.896,0.048,1,3.303,1,0.705,0.906,3,17
99,204349,1500,null_tipos,nematico,4.77,0.052,1,4.486,1,0.872,0.916,3,17
99,204349,1500,null_marco,nematico,4.873,0.048,0,7.979,0,0.785,0.901,3,17
99,204349,1500,null_mediado,nematico,4.925,0.054,1,4.541,1,0.91,0.907,3,17
99,204349,1500,subconjunto,nematico,4.577,0.038,0,7.949,0,0.984,0.901,6,16
101,208477,1500,completo,nematico,5.162,0.045,1,4.303,1,1.019,0.907,3,17
101,208477,1500,null_tipos,nematico,nan,0.045,2,4.185,1,0.784,0.925,5,17
101,208477,1500,null_marco,nematico,4.979,0.048,0,7.974,0,0.966,0.917,3,17
101,208477,1500,null_mediado,nematico,4.875,0.045,1,3.774,1,0.843,0.911,3,17
101,208477,1500,subconjunto,nematico,4.755,0.052,0,7.961,0,0.892,0.915,4,16
102,210541,1500,completo,nematico,4.993,0.05,1,4.507,1,0.953,0.904,3,17
102,210541,1500,null_tipos,nematico,4.859,0.058,1,3.6,1,0.834,0.903,3,17
102,210541,1500,null_marco,nematico,4.844,0.049,0,7.954,0,0.93,0.919,3,17
102,210541,1500,null_mediado,nematico,4.825,0.05,1,3.625,1,0.955,0.909,3,17
102,210541,1500,subconjunto,nematico,4.981,0.052,0,7.939,0,1.028,0.923,3,16
104,214669,1500,completo,nematico,nan,0.046,1,4.375,1,0.832,0.905,2,17
104,214669,1500,null_tipos,nematico,4.887,0.049,1,4.01,1,1.001,0.915,4,16
104,214669,1500,null_marco,nematico,5.073,0.048,0,7.961,0,1.105,0.919,4,16
104,214669,1500,null_mediado,nematico,5.095,0.042,1,3.841,1,0.79,0.919,4,17
104,214669,1500,subconjunto,nematico,5.001,0.047,0,7.974,0,0.831,0.918,4,16
106,218797,1500,completo,nematico,4.938,0.043,2,4.625,1,0.909,0.914,5,17
106,218797,1500,null_tipos,nematico,4.367,0.057,1,4.997,1,0.881,0.917,3,17
106,218797,1500,null_marco,nematico,3.822,0.051,0,7.958,0,0.884,0.914,3,17
106,218797,1500,null_mediado,nematico,4.905,0.049,2,4.298,1,0.831,0.92,3,17
106,218797,1500,subconjunto,nematico,4.838,0.043,0,7.944,0,0.971,0.911,3,16
105,216733,1500,completo,nematico,4.779,0.052,1,3.951,1,0.875,0.912,3,17
105,216733,1500,null_tipos,nematico,nan,0.043,1,3.644,1,0.732,0.919,4,17
105,216733,1500,null_marco,nematico,4.88,0.046,0,7.969,0,0.908,0.917,3,17
105,216733,1500,null_mediado,nematico,5.121,0.049,1,3.771,1,0.882,0.913,3,17
105,216733,1500,subconjunto,nematico,4.739,0.044,0,7.962,0,1.178,0.911,4,16
103,212605,1500,completo,nematico,4.91,0.045,1,2.619,1,0.763,0.914,3,17
103,212605,1500,null_tipos,nematico,4.403,0.042,1,4.887,1,0.923,0.92,4,17
103,212605,1500,null_marco,nematico,nan,0.046,0,7.948,0,1.026,0.91,3,17
103,212605,1500,null_mediado,nematico,4.949,0.051,1,4.325,1,0.828,0.918,3,17
103,212605,1500,subconjunto,nematico,nan,0.046,0,7.954,0,0.858,0.907,3,17
107,220861,1500,completo,nematico,4.834,0.054,2,4.467,1,0.848,0.918,3,17
107,220861,1500,null_tipos,nematico,4.956,0.047,1,5.063,1,0.826,0.908,4,16
107,220861,1500,null_marco,nematico,5.15,0.053,0,7.959,0,0.989,0.921,3,16
107,220861,1500,null_mediado,nematico,4.365,0.051,2,5.037,1,0.986,0.909,3,17
107,220861,1500,subconjunto,nematico,4.926,0.039,0,7.966,0,1.016,0.914,4,16
108,222925,1500,completo,nematico,4.461,0.049,1,3.974,1,0.791,0.899,4,17
108,222925,1500,null_tipos,nematico,4.997,0.05,2,4.154,1,0.75,0.915,3,17
108,222925,1500,null_marco,nematico,4.873,0.048,0,7.98,0,0.88,0.914,3,17
108,222925,1500,null_mediado,nematico,nan,0.051,1,3.994,1,0.861,0.911,4,17
108,222925,1500,subconjunto,nematico,4.901,0.047,0,7.968,0,1.05,0.92,4,16
109,224989,1500,completo,nematico,4.997,0.048,1,3.98,1,0.982,0.91,3,17
109,224989,1500,null_tipos,nematico,4.715,0.047,1,4.681,1,0.971,0.918,4,16
109,224989,1500,null_marco,nematico,5.149,0.035,0,7.953,0,0.909,0.913,3,17
109,224989,1500,null_mediado,nematico,4.143,0.055,2,5.585,1,0.786,0.905,3,17
109,224989,1500,subconjunto,nematico,4.645,0.052,0,7.975,0,0.943,0.915,4,16
110,227053,1500,completo,nematico,5.015,0.049,2,5.199,1,0.949,0.91,3,17
110,227053,1500,null_tipos,nematico,5.12,0.046,1,3.819,1,0.869,0.91,4,17
110,227053,1500,null_marco,nematico,4.865,0.053,0,7.965,0,0.935,0.903,3,17
110,227053,1500,null_mediado,nematico,4.823,0.05,3,5.416,1,0.941,0.925,4,16
110,227053,1500,subconjunto,nematico,5.057,0.045,0,7.974,0,0.948,0.914,3,16
113,233245,1500,completo,nematico,4.894,0.051,1,3.175,1,0.761,0.907,4,17
113,233245,1500,null_tipos,nematico,4.713,0.048,1,3.969,1,0.855,0.925,4,16
113,233245,1500,null_marco,nematico,4.851,0.046,0,7.967,0,0.917,0.906,4,17
113,233245,1500,null_mediado,nematico,4.584,0.047,1,3.504,1,0.797,0.909,3,17
113,233245,1500,subconjunto,nematico,4.959,0.046,0,7.95,0,1.076,0.919,3,16
111,229117,1500,completo,nematico,4.801,0.048,1,3.355,1,0.772,0.915,3,17
111,229117,1500,null_tipos,nematico,4.956,0.052,1,3.396,1,1.049,0.915,3,17
111,229117,1500,null_marco,nematico,3.975,0.052,0,7.957,0,0.834,0.927,3,17
111,229117,1500,null_mediado,nematico,4.82,0.05,1,3.946,1,0.899,0.92,4,17
111,229117,1500,subconjunto,nematico,4.723,0.052,0,7.978,0,0.981,0.915,4,16
112,231181,1500,completo,nematico,4.762,0.045,1,3.741,1,0.749,0.911,3,17
112,231181,1500,null_tipos,nematico,4.786,0.051,1,4.246,1,0.975,0.915,3,17
112,231181,1500,null_marco,nematico,4.945,0.05,0,7.961,0,1.101,0.919,3,17
112,231181,1500,null_mediado,nematico,5.046,0.053,1,3.858,1,0.967,0.908,3,17
112,231181,1500,subconjunto,nematico,4.906,0.054,0,7.958,0,0.954,0.915,4,16
115,237373,1500,completo,nematico,4.887,0.045,2,4.443,1,0.829,0.908,4,17
115,237373,1500,null_tipos,nematico,nan,0.05,1,4.726,1,0.928,0.909,3,17
115,237373,1500,null_marco,nematico,5.016,0.053,0,7.962,0,0.896,0.915,3,17
115,237373,1500,null_mediado,nematico,4.313,0.049,1,4.608,1,0.839,0.913,3,17
115,237373,1500,subconjunto,nematico,4.806,0.056,0,7.963,0,0.938,0.911,4,16
117,241501,1500,completo,nematico,5.008,0.047,1,5.415,1,1.04,0.918,4,17
117,241501,1500,null_tipos,nematico,4.139,0.046,2,4.592,1,0.933,0.911,3,17
117,241501,1500,null_marco,nematico,4.964,0.048,0,7.966,0,0.984,0.921,4,17
117,241501,1500,null_mediado,nematico,4.741,0.054,2,4.901,1,0.953,0.92,3,17
117,241501,1500,subconjunto,nematico,4.84,0.05,0,7.97,0,1.089,0.921,3,16
114,235309,1500,completo,nematico,4.36,0.05,2,4.44,1,0.775,0.909,2,17
114,235309,1500,null_tipos,nematico,4.672,0.054,1,3.634,1,0.801,0.915,3,17
114,235309,1500,null_marco,nematico,5.13,0.052,0,7.962,0,0.87,0.918,3,17
114,235309,1500,null_mediado,nematico,5.033,0.051,1,4.448,1,0.794,0.893,3,17
114,235309,1500,subconjunto,nematico,4.967,0.049,0,7.975,0,0.846,0.921,3,16
116,239437,1500,completo,nematico,4.626,0.047,1,4.007,1,0.887,0.925,3,17
116,239437,1500,null_tipos,nematico,4.663,0.048,1,3.012,1,0.923,0.903,3,17
116,239437,1500,null_marco,nematico,nan,0.047,0,7.97,0,1.048,0.922,4,17
116,239437,1500,null_mediado,nematico,4.917,0.046,2,3.988,1,0.888,0.914,3,17
116,239437,1500,subconjunto,nematico,4.913,0.05,0,7.964,0,0.88,0.925,4,16
119,245629,1500,completo,nematico,4.992,0.051,1,3.406,1,0.89,0.921,3,17
119,245629,1500,null_tipos,nematico,nan,0.048,1,4.943,1,0.991,0.911,4,17
119,245629,1500,null_marco,nematico,4.879,0.048,0,7.954,0,1.038,0.919,4,16
119,245629,1500,null_mediado,nematico,4.879,0.051,2,4.459,1,0.887,0.901,4,17
119,245629,1500,subconjunto,nematico,4.85,0.047,0,7.959,0,0.958,0.906,4,16
118,243565,1500,completo,nematico,4.943,0.04,1,3.475,1,0.737,0.915,3,17
118,243565,1500,null_tipos,nematico,4.792,0.047,1,4.568,1,0.897,0.921,3,17
118,243565,1500,null_marco,nematico,4.903,0.056,0,7.959,0,1.098,0.905,3,17
118,243565,1500,null_mediado,nematico,nan,0.047,1,3.069,1,0.912,0.912,3,17
118,243565,1500,subconjunto,nematico,4.708,0.047,0,7.954,0,1.076,0.91,1,16
