point_id,dim,brazo,seed,frame_burgers,L3,L4,L5,L6,L8
0,d2,3cuerpos,0,1.0403,,0.59601,,1.08592,1.83447
10,d2,2cuerpos,0,0.20901,,0.00834,,0.03458,0.02966
20,d2,null_triada,0,1.04782,,0.9938,,1.20273,1.00023
