patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
5,66115,3500,local,3,8,0.271,nan,0,7.659,0,1.229,0.014,8.033,0.6807,2,20
5,66115,3500,sin_local,-1,8,5.676,0.044,1,6.148,1,1.136,0.916,48.381,0.0933,4,16
5,66115,3500,local_barajado,3,8,2.306,0.047,0,7.707,0,1.06,0.891,7.613,0.1878,16,20
5,66115,3500,local_marco_congelado,3,8,0.226,nan,0,7.985,0,1.236,0.013,8.047,0.6781,10,20
4,66112,3500,local,3,8,0.34,nan,0,7.714,0,0.21,0.015,8.102,0.6774,6,20
4,66112,3500,sin_local,-1,8,5.554,0.046,1,5.602,1,0.99,0.916,52.319,0.0853,4,17
4,66112,3500,local_barajado,3,8,2.404,0.043,0,7.544,0,1.043,0.9,7.634,0.2023,17,20
4,66112,3500,local_marco_congelado,3,8,0.176,nan,0,7.989,0,nan,0.015,8.089,0.6823,2,20
0,66100,3500,local,3,8,0.254,nan,0,7.816,0,0.799,0.014,8.175,0.6662,3,20
0,66100,3500,sin_local,-1,8,5.837,0.042,2,5.78,1,1.0,0.916,52.618,0.081,4,17
0,66100,3500,local_barajado,3,8,2.377,0.041,0,7.552,0,1.027,0.89,7.761,0.1914,19,20
0,66100,3500,local_marco_congelado,3,8,0.263,nan,0,7.981,0,0.84,0.012,8.137,0.6973,2,20
3,66109,3500,local,3,8,0.333,nan,0,7.718,0,0.766,0.017,8.067,0.6934,4,20
3,66109,3500,sin_local,-1,8,5.658,0.045,1,5.804,1,0.911,0.909,52.941,0.0859,3,17
3,66109,3500,local_barajado,3,8,2.305,0.039,0,7.677,0,1.023,0.897,7.769,0.2023,20,20
3,66109,3500,local_marco_congelado,3,8,0.455,0.006,0,7.985,0,1.136,0.023,8.24,0.6988,1,20
1,66103,3500,local,3,8,0.313,nan,0,7.667,0,0.991,0.011,8.086,0.6807,2,20
1,66103,3500,sin_local,-1,8,5.69,0.044,1,5.097,1,0.837,0.904,51.57,0.0764,4,17
1,66103,3500,local_barajado,3,8,2.402,0.046,0,7.537,0,1.109,0.877,7.587,0.1933,18,20
1,66103,3500,local_marco_congelado,3,8,0.196,nan,0,7.987,0,1.365,0.014,8.146,0.6879,2,20
2,66106,3500,local,3,8,0.221,nan,0,7.849,0,0.563,0.015,8.091,0.6654,4,20
2,66106,3500,sin_local,-1,8,5.753,0.048,1,5.597,1,0.864,0.918,52.658,0.0838,5,17
2,66106,3500,local_barajado,3,8,2.399,0.048,0,7.522,0,1.12,0.899,7.731,0.1948,18,20
2,66106,3500,local_marco_congelado,3,8,0.255,nan,0,7.985,0,0.738,0.016,8.0,0.6748,3,20
8,66124,3500,local,3,8,0.33,nan,0,7.741,0,0.432,0.018,8.176,0.6928,4,20
8,66124,3500,sin_local,-1,8,5.747,0.045,1,5.039,1,0.984,0.917,48.358,0.0875,4,16
8,66124,3500,local_barajado,3,8,2.42,0.045,0,7.516,0,1.077,0.893,7.6,0.2028,18,20
8,66124,3500,local_marco_congelado,3,8,0.262,nan,0,7.981,0,1.304,0.019,8.111,0.6468,2,20
6,66118,3500,local,3,8,0.19,nan,0,7.781,0,1.186,0.012,7.994,0.6751,2,20
6,66118,3500,sin_local,-1,8,5.801,0.044,1,4.82,1,1.061,0.917,53.229,0.0841,4,17
6,66118,3500,local_barajado,3,8,2.361,0.043,0,7.608,0,1.061,0.889,7.657,0.2074,21,20
