combo,eje_A,eje_B,eje_C,rule_id,seed,K,J,noise,meandeg,sim_thr_frac,kcap,escala_b,N,diam_real_viejo,diam_real_corr,diam_null_viejo,diam_null_corr,diam_null_std_viejo,diam_null_std_corr,giant_real,holon_real,holon_null_valor,n_aristas,n_triangulos,tam_comp_medida,tam_gigante,n_componentes,n_aislados,descarrila,difiere_real,difiere_null
A0-B0-C1,A0,B0,C1,A0-B0-C1-r8,625777,6,0.432,0.16,7.71,0.276,7,2,1035,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.943280184525857,1.5018100042722695,15224,1500,1035,1035,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r8,625777,6,0.432,0.16,7.71,0.276,7,4,554,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.943280184525857,1.5018100042722695,14059,1500,554,554,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r8,625777,6,0.432,0.16,7.71,0.276,7,8,304,2.0,2.0,2.3333333333333335,2.3333333333333335,0.4714045217910317,0.4714045217910317,1.0,1.943280184525857,1.5018100042722695,11762,1500,304,304,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r8,625777,6,0.432,0.16,7.71,0.276,7,16,179,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.943280184525857,1.5018100042722695,6933,1500,179,179,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r9,625874,6,0.652,0.303,5.17,0.2,6,1,2000,5.0,5.0,5.0,5.0,1e-09,1e-09,1.0,1.5733043930656998,1.5412002699469691,12129,1500,2000,2000,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r9,625874,6,0.652,0.303,5.17,0.2,6,2,1053,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.5733043930656998,1.5412002699469691,11005,1500,1053,1053,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r9,625874,6,0.652,0.303,5.17,0.2,6,4,574,3.0,3.0,3.3333333333333335,3.3333333333333335,0.4714045217910317,0.4714045217910317,1.0,1.5733043930656998,1.5412002699469691,10082,1500,574,574,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r9,625874,6,0.652,0.303,5.17,0.2,6,8,333,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.5733043930656998,1.5412002699469691,8505,1500,333,333,1,0,False,False,False
A0-B0-C1,A0,B0,C1,A0-B0-C1-r9,625874,6,0.652,0.303,5.17,0.2,6,16,216,2.0,2.0,2.3333333333333335,2.3333333333333335,0.4714045217910317,0.4714045217910317,1.0,1.5733043930656998,1.5412002699469691,5648,1500,216,216,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r0,630001,7,0.521,0.225,7.67,0.16,6,1,2000,6.0,6.0,5.666666666666667,5.666666666666667,0.4714045217910317,0.4714045217910317,1.0,1.4660200654143658,1.446372230092199,9671,861,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r0,630001,7,0.521,0.225,7.67,0.16,6,2,1063,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.4660200654143658,1.446372230092199,8625,861,1063,1063,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r0,630001,7,0.521,0.225,7.67,0.16,6,4,590,5.0,5.0,4.0,4.0,1e-09,1e-09,1.0,1.4660200654143658,1.446372230092199,7833,861,590,590,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r0,630001,7,0.521,0.225,7.67,0.16,6,8,351,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.4660200654143658,1.446372230092199,6581,861,351,351,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r0,630001,7,0.521,0.225,7.67,0.16,6,16,220,3.0,3.0,3.0,3.0,0.816496581927726,0.816496581927726,1.0,1.4660200654143658,1.446372230092199,4540,861,220,220,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r1,630098,6,0.696,0.306,4.25,0.313,4,1,2000,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,2.107297225224274,1.5209156081385409,18700,1500,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r1,630098,6,0.696,0.306,4.25,0.313,4,2,1029,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,2.107297225224274,1.5209156081385409,17450,1500,1029,1029,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r1,630098,6,0.696,0.306,4.25,0.313,4,4,545,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,2.107297225224274,1.5209156081385409,16152,1500,545,545,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r1,630098,6,0.696,0.306,4.25,0.313,4,8,300,2.0,2.0,2.6666666666666665,2.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,2.107297225224274,1.5209156081385409,13319,1500,300,300,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r1,630098,6,0.696,0.306,4.25,0.313,4,16,178,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,2.107297225224274,1.5209156081385409,7425,1500,178,178,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r2,630195,7,0.446,0.286,4.17,0.349,5,1,2000,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.7860952714321123,1.4864152164796052,20754,1500,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r2,630195,7,0.446,0.286,4.17,0.349,5,2,1024,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.7860952714321123,1.4864152164796052,19463,1500,1024,1024,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r2,630195,7,0.446,0.286,4.17,0.349,5,4,544,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.7860952714321123,1.4864152164796052,17984,1500,544,544,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r2,630195,7,0.446,0.286,4.17,0.349,5,8,297,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.7860952714321123,1.4864152164796052,14477,1500,297,297,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r2,630195,7,0.446,0.286,4.17,0.349,5,16,170,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.7860952714321123,1.4864152164796052,7818,1500,170,170,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r3,630292,5,0.49,0.213,7.62,0.327,5,1,2000,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,2.137706275392175,1.5304281387956828,19450,1500,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r3,630292,5,0.49,0.213,7.62,0.327,5,2,1032,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,2.137706275392175,1.5304281387956828,18202,1500,1032,1032,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r3,630292,5,0.49,0.213,7.62,0.327,5,4,550,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,2.137706275392175,1.5304281387956828,16812,1500,550,550,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r3,630292,5,0.49,0.213,7.62,0.327,5,8,293,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,2.137706275392175,1.5304281387956828,13697,1500,293,293,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r3,630292,5,0.49,0.213,7.62,0.327,5,16,175,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,2.137706275392175,1.5304281387956828,7615,1500,175,175,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r4,630389,6,0.684,0.327,5.2,0.163,5,1,2000,6.0,6.0,6.0,6.0,0.816496581927726,0.816496581927726,1.0,1.2676395150542517,1.4149357031108298,9618,981,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r4,630389,6,0.684,0.327,5.2,0.163,5,2,1070,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.2676395150542517,1.4149357031108298,8560,981,1070,1070,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r4,630389,6,0.684,0.327,5.2,0.163,5,4,592,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.2676395150542517,1.4149357031108298,7772,981,592,592,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r4,630389,6,0.684,0.327,5.2,0.163,5,8,355,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.2676395150542517,1.4149357031108298,6606,981,355,355,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r4,630389,6,0.684,0.327,5.2,0.163,5,16,221,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.2676395150542517,1.4149357031108298,4405,981,221,221,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r5,630486,8,0.482,0.343,6.4,0.184,7,1,2000,5.0,5.0,5.0,5.0,1e-09,1e-09,1.0,1.972216525042225,1.4563142212968145,10856,1290,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r5,630486,8,0.482,0.343,6.4,0.184,7,2,1062,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.972216525042225,1.4563142212968145,9789,1290,1062,1062,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r5,630486,8,0.482,0.343,6.4,0.184,7,4,581,3.0,3.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.972216525042225,1.4563142212968145,8918,1290,581,581,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r5,630486,8,0.482,0.343,6.4,0.184,7,8,330,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.972216525042225,1.4563142212968145,7505,1290,330,330,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r5,630486,8,0.482,0.343,6.4,0.184,7,16,211,3.0,3.0,2.6666666666666665,2.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.972216525042225,1.4563142212968145,5060,1290,211,211,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r6,630583,7,0.523,0.233,7.93,0.189,7,1,2000,5.0,5.0,5.0,5.0,1e-09,1e-09,1.0,1.6134204997271464,1.5352483926455447,11315,1299,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r6,630583,7,0.523,0.233,7.93,0.189,7,2,1055,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.6134204997271464,1.5352483926455447,10233,1299,1055,1055,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r6,630583,7,0.523,0.233,7.93,0.189,7,4,587,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.6134204997271464,1.5352483926455447,9321,1299,587,587,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r6,630583,7,0.523,0.233,7.93,0.189,7,8,333,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.6134204997271464,1.5352483926455447,7949,1299,333,333,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r6,630583,7,0.523,0.233,7.93,0.189,7,16,200,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.6134204997271464,1.5352483926455447,5222,1299,200,200,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r7,630680,4,0.307,0.161,7.55,0.195,6,1,2000,5.0,5.0,5.0,5.0,1e-09,1e-09,1.0,1.054770835745079,1.4685415464287208,11532,1404,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r7,630680,4,0.307,0.161,7.55,0.195,6,2,1055,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.054770835745079,1.4685415464287208,10431,1404,1055,1055,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r7,630680,4,0.307,0.161,7.55,0.195,6,4,575,3.0,3.0,3.3333333333333335,3.3333333333333335,0.4714045217910317,0.4714045217910317,1.0,1.054770835745079,1.4685415464287208,9575,1404,575,575,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r7,630680,4,0.307,0.161,7.55,0.195,6,8,335,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.054770835745079,1.4685415464287208,8062,1404,335,335,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r7,630680,4,0.307,0.161,7.55,0.195,6,16,203,3.0,3.0,2.3333333333333335,2.3333333333333335,0.4714045217910317,0.4714045217910317,1.0,1.054770835745079,1.4685415464287208,5255,1404,203,203,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r8,630777,8,0.636,0.283,5.89,0.331,5,1,2000,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.7275613852477163,1.441415313352771,19638,1500,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r8,630777,8,0.636,0.283,5.89,0.331,5,2,1032,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.7275613852477163,1.441415313352771,18392,1500,1032,1032,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r8,630777,8,0.636,0.283,5.89,0.331,5,4,537,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.7275613852477163,1.441415313352771,17006,1500,537,537,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r8,630777,8,0.636,0.283,5.89,0.331,5,8,296,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.7275613852477163,1.441415313352771,13757,1500,296,296,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r8,630777,8,0.636,0.283,5.89,0.331,5,16,175,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.7275613852477163,1.441415313352771,7609,1500,175,175,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r9,630874,7,0.314,0.119,7.37,0.32,6,1,2000,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,1.8166745323157396,1.4951934868188406,19022,1500,2000,2000,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r9,630874,7,0.314,0.119,7.37,0.32,6,2,1031,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.8166745323157396,1.4951934868188406,17781,1500,1031,1031,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r9,630874,7,0.314,0.119,7.37,0.32,6,4,552,3.0,3.0,3.0,3.0,1e-09,1e-09,1.0,1.8166745323157396,1.4951934868188406,16431,1500,552,552,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r9,630874,7,0.314,0.119,7.37,0.32,6,8,301,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.8166745323157396,1.4951934868188406,13427,1500,301,301,1,0,False,False,False
A0-B0-C2,A0,B0,C2,A0-B0-C2-r9,630874,7,0.314,0.119,7.37,0.32,6,16,176,2.0,2.0,2.0,2.0,1e-09,1e-09,1.0,1.8166745323157396,1.4951934868188406,7457,1500,176,176,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r0,650001,7,0.619,0.175,7.89,0.339,7,1,2000,6.0,6.0,6.333333333333333,6.333333333333333,0.4714045217910317,0.4714045217910317,0.9995,0.6867976523091008,1.336940823852224,7890,207,1999,1999,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r0,650001,7,0.619,0.175,7.89,0.339,7,2,1095,4.0,4.0,4.666666666666667,4.666666666666667,0.9428090425820633,0.9428090425820633,0.9990867579908675,0.6867976523091008,1.336940823852224,6959,207,1094,1094,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r0,650001,7,0.619,0.175,7.89,0.339,7,4,611,4.0,4.0,5.0,5.0,1e-09,1e-09,0.9983633387888707,0.6867976523091008,1.336940823852224,6369,207,610,610,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r0,650001,7,0.619,0.175,7.89,0.339,7,8,386,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,0.9974093264248705,0.6867976523091008,1.336940823852224,5752,207,385,385,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r0,650001,7,0.619,0.175,7.89,0.339,7,16,247,3.0,3.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,0.9959514170040485,0.6867976523091008,1.336940823852224,4439,207,246,246,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r1,650098,5,0.599,0.238,7.67,0.289,5,1,2000,7.0,7.0,7.0,7.0,0.816496581927726,0.816496581927726,1.0,0.8887286740813483,1.500049623521768,7670,171,2000,2000,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r1,650098,5,0.599,0.238,7.67,0.289,5,2,1089,5.0,5.0,5.666666666666667,5.666666666666667,0.4714045217910317,0.4714045217910317,1.0,0.8887286740813483,1.500049623521768,6736,171,1089,1089,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r1,650098,5,0.599,0.238,7.67,0.289,5,4,637,5.0,5.0,4.666666666666667,4.666666666666667,0.4714045217910317,0.4714045217910317,1.0,0.8887286740813483,1.500049623521768,6175,171,637,637,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r1,650098,5,0.599,0.238,7.67,0.289,5,8,386,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,0.8887286740813483,1.500049623521768,5542,171,386,386,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r1,650098,5,0.599,0.238,7.67,0.289,5,16,260,4.0,4.0,4.0,4.0,1e-09,1e-09,1.0,0.8887286740813483,1.500049623521768,4319,171,260,260,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r2,650195,4,0.61,0.109,5.65,0.286,7,1,2000,7.0,7.0,9.0,9.0,1e-09,1e-09,0.993,0.3903178982625298,1.2266455957634703,5650,84,1986,1986,1,14,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r2,650195,4,0.61,0.109,5.65,0.286,7,2,1139,6.0,6.0,6.333333333333333,6.333333333333333,0.4714045217910317,0.4714045217910317,0.9877085162423178,0.3903178982625298,1.2266455957634703,4778,84,1125,1125,1,14,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r2,650195,4,0.61,0.109,5.65,0.286,7,4,670,5.0,5.0,5.0,5.0,1e-09,1e-09,0.9791044776119403,0.3903178982625298,1.2266455957634703,4267,84,656,656,1,14,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r2,650195,4,0.61,0.109,5.65,0.286,7,8,442,4.0,4.0,4.0,4.0,1e-09,1e-09,0.9683257918552036,0.3903178982625298,1.2266455957634703,3885,84,428,428,1,14,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r2,650195,4,0.61,0.109,5.65,0.286,7,16,311,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,0.954983922829582,0.3903178982625298,1.2266455957634703,3226,84,297,297,1,14,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r3,650292,8,0.682,0.282,6.12,0.249,6,1,2000,7.0,7.0,7.0,7.0,1e-09,1e-09,0.9975,0.9816470007851009,1.6121658226010973,6120,108,1995,1995,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r3,650292,8,0.682,0.282,6.12,0.249,6,2,1117,6.0,6.0,5.666666666666667,5.666666666666667,0.4714045217910317,0.4714045217910317,0.9955237242614146,0.9816470007851009,1.6121658226010973,5219,108,1112,1112,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r3,650292,8,0.682,0.282,6.12,0.249,6,4,661,5.0,5.0,5.0,5.0,1e-09,1e-09,0.9924357034795764,0.9816470007851009,1.6121658226010973,4712,108,656,656,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r3,650292,8,0.682,0.282,6.12,0.249,6,8,394,4.0,4.0,4.333333333333333,4.333333333333333,0.4714045217910317,0.4714045217910317,0.9873096446700508,0.9816470007851009,1.6121658226010973,4208,108,389,389,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r3,650292,8,0.682,0.282,6.12,0.249,6,16,287,3.0,3.0,3.3333333333333335,3.3333333333333335,0.4714045217910317,0.4714045217910317,0.9825783972125436,0.9816470007851009,1.6121658226010973,3494,108,282,282,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r4,650389,7,0.314,0.103,5.38,0.282,7,1,2000,8.0,8.0,8.666666666666666,8.666666666666666,0.4714045217910317,0.4714045217910317,0.9945,1.3913567262166489,1.5642609109480672,5380,78,1989,1989,1,11,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r4,650389,7,0.314,0.103,5.38,0.282,7,2,1134,6.0,6.0,6.333333333333333,6.333333333333333,0.4714045217910317,0.4714045217910317,0.9902998236331569,1.3913567262166489,1.5642609109480672,4505,78,1123,1123,1,11,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r4,650389,7,0.314,0.103,5.38,0.282,7,4,666,5.0,5.0,5.0,5.0,1e-09,1e-09,0.9834834834834835,1.3913567262166489,1.5642609109480672,3998,78,655,655,1,11,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r4,650389,7,0.314,0.103,5.38,0.282,7,8,419,4.0,4.0,4.333333333333333,4.333333333333333,0.4714045217910317,0.4714045217910317,0.9737470167064439,1.3913567262166489,1.5642609109480672,3625,78,408,408,1,11,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r4,650389,7,0.314,0.103,5.38,0.282,7,16,328,4.0,4.0,4.0,4.0,1e-09,1e-09,0.9664634146341463,1.3913567262166489,1.5642609109480672,3034,78,317,317,1,11,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r5,650486,6,0.555,0.122,7.98,0.171,6,1,2000,7.0,7.0,6.666666666666667,6.666666666666667,0.4714045217910317,0.4714045217910317,1.0,1.2707150338859707,1.611120730767231,7980,264,2000,2000,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r5,650486,6,0.555,0.122,7.98,0.171,6,2,1089,4.0,4.0,5.0,5.0,1e-09,1e-09,1.0,1.2707150338859707,1.611120730767231,7039,264,1089,1089,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r5,650486,6,0.555,0.122,7.98,0.171,6,4,617,4.0,4.0,4.333333333333333,4.333333333333333,0.4714045217910317,0.4714045217910317,1.0,1.2707150338859707,1.611120730767231,6455,264,617,617,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r5,650486,6,0.555,0.122,7.98,0.171,6,8,382,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,1.0,1.2707150338859707,1.611120730767231,5805,264,382,382,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r5,650486,6,0.555,0.122,7.98,0.171,6,16,253,3.0,3.0,4.0,4.0,1e-09,1e-09,1.0,1.2707150338859707,1.611120730767231,4487,264,253,253,1,0,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r6,650583,7,0.75,0.169,7.73,0.242,7,1,2000,6.0,6.0,6.666666666666667,6.666666666666667,0.4714045217910317,0.4714045217910317,0.9995,0.6668236100978993,1.4566557847419377,7730,189,1999,1999,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r6,650583,7,0.75,0.169,7.73,0.242,7,2,1092,4.0,4.0,4.666666666666667,4.666666666666667,0.4714045217910317,0.4714045217910317,0.9990842490842491,0.6668236100978993,1.4566557847419377,6799,189,1091,1091,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r6,650583,7,0.75,0.169,7.73,0.242,7,4,621,5.0,5.0,4.0,4.0,1e-09,1e-09,0.998389694041868,0.6668236100978993,1.4566557847419377,6236,189,620,620,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r6,650583,7,0.75,0.169,7.73,0.242,7,8,394,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,0.9974619289340102,0.6668236100978993,1.4566557847419377,5640,189,393,393,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r6,650583,7,0.75,0.169,7.73,0.242,7,16,264,3.0,3.0,3.3333333333333335,3.3333333333333335,0.4714045217910317,0.4714045217910317,0.9962121212121212,0.6668236100978993,1.4566557847419377,4400,189,263,263,1,1,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r7,650680,7,0.333,0.23,6.5,0.225,5,1,2000,7.0,7.0,7.0,7.0,1e-09,1e-09,0.9975,1.5143221815237669,1.366509527835503,6500,126,1995,1995,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r7,650680,7,0.333,0.23,6.5,0.225,5,2,1111,6.0,6.0,5.333333333333333,5.333333333333333,0.4714045217910317,0.4714045217910317,0.9954995499549955,1.5143221815237669,1.366509527835503,5598,126,1106,1106,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r7,650680,7,0.333,0.23,6.5,0.225,5,4,640,4.0,4.0,4.333333333333333,4.333333333333333,0.4714045217910317,0.4714045217910317,0.9921875,1.5143221815237669,1.366509527835503,5058,126,635,635,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r7,650680,7,0.333,0.23,6.5,0.225,5,8,400,4.0,4.0,4.0,4.0,1e-09,1e-09,0.9875,1.5143221815237669,1.366509527835503,4581,126,395,395,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r7,650680,7,0.333,0.23,6.5,0.225,5,16,281,4.0,4.0,3.6666666666666665,3.6666666666666665,0.4714045217910317,0.4714045217910317,0.9822064056939501,1.5143221815237669,1.366509527835503,3736,126,276,276,1,5,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r8,650777,5,0.337,0.181,5.51,0.166,7,1,2000,8.0,8.0,8.666666666666666,8.666666666666666,0.9428090425820633,0.9428090425820633,0.994,1.287385031485166,1.3172340053564482,5510,72,1988,1988,1,12,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r8,650777,5,0.337,0.181,5.51,0.166,7,2,1124,6.0,6.0,6.0,6.0,1e-09,1e-09,0.9893238434163701,1.287385031485166,1.3172340053564482,4619,72,1112,1112,1,12,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r8,650777,5,0.337,0.181,5.51,0.166,7,4,691,5.0,5.0,5.0,5.0,1e-09,1e-09,0.9826338639652678,1.287385031485166,1.3172340053564482,4132,72,679,679,1,12,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r8,650777,5,0.337,0.181,5.51,0.166,7,8,439,4.0,4.0,4.0,4.0,1e-09,1e-09,0.9726651480637813,1.287385031485166,1.3172340053564482,3707,72,427,427,1,12,False,False,False
A1-B0-C0,A1,B0,C0,A1-B0-C0-r8,650777,5,0.337,0.181,5.51,0.166,7,16,312,4.0,4.0,4.0,4.0,1e-09,1e-09,0.9615384615384616,1.287385031485166,1.3172340053564482,3130,72,300,300,1,12,False,False,False
