n_corridas,umbral_oficial,r_pb_oficial,auc_oficial,d_oficial,p_welch_oficial,umbral_optimo_r_pb,r_pb_optimo,auc_optimo,d_optimo,p_welch_optimo,umbral_optimo_auc,umbral_optimo_d,mitades_dif_media,mitades_dif_mediana,mitades_ic_lo,mitades_ic_hi,mitades_pct_gana,loo_umbral_moda,loo_pct_moda,perm_p_umbral_optimizado,perm_p_umbral_fijo_070,r2_recta_continua,r2_escalon_070,r2_escalon_optimo,r2_recta_mas_escalon
76,0.7,0.4266494504461841,0.7198606271777004,0.9338973493566461,7.61568307767611e-05,0.88,0.734730321561027,1.0,3.4825020357393277,1.326356814448149e-05,0.88,0.88,0.22003756123665563,0.2330267981858052,-0.05013012076770588,0.40173635636245186,95.29494382022472,0.88,88.15789473684211,0.0001999600079984003,0.0003999200159968006,0.6630618444651762,0.1820297535660309,0.53982864542117,0.7037271727671669
