barrido,d_aristas,d_tau,d_vivos,delta,distinguible,div_rel_S,eps_tau,operable,precision,semilla
B_delta,0,0,0,0.0001,1,0.0003889103594013347,0.0001,0,float80,5
B_delta,0,0,0,0.00031622776601683794,1,0.001230106367124939,0.0001,0,float80,5
B_delta,0,0,0,0.001,1,0.003892575032663031,0.0001,0,float80,5
B_delta,0,0,0,0.0031622776601683794,1,0.012335749206219061,0.0001,0,float80,5
B_delta,0,0,0,0.01,1,0.039273820354340225,0.0001,0,float80,5
B_delta,0,0,0,0.03162277660168379,1,0.1265397192657893,0.0001,0,float80,5
B_delta,0,0,0,0.1,1,0.4193648069045188,0.0001,0,float80,5
B_delta,0,0,0,0.31622776601683794,1,1.3074478014842112,0.0001,0,float80,5
B_delta,-1,0,0,1.0,1,0.33221178399887197,0.0001,1,float80,5
B_delta,0,0,0,1e-20,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-20,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,1e-19,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-19,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,1e-18,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,1e-17,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,1e-16,0,0.0,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683793e-16,1,4.696514096402197e-16,1e-12,0,float64,1
B_delta,0,0,0,1e-15,1,4.696514096402197e-16,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683794e-15,1,4.696514096402197e-16,1e-12,0,float64,1
B_delta,0,0,0,1e-14,1,1.8786056385608787e-15,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683796e-14,1,1.8786056385608787e-15,1e-12,0,float64,1
B_delta,0,0,0,1e-13,1,3.1310093976014646e-15,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-13,1,1.0958532891605126e-14,1e-12,0,float64,1
B_delta,0,0,0,1e-12,1,3.162319491577479e-14,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683794e-12,1,9.721784179552547e-14,1e-12,0,float64,1
B_delta,0,0,0,1e-11,1,3.0793477425410403e-13,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683794e-11,1,9.66542601039572e-13,1e-12,0,float64,1
B_delta,0,0,0,1e-10,1,3.055552071119269e-12,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683795e-10,1,9.6647998085162e-12,1e-12,0,float64,1
B_delta,0,0,0,1e-09,1,3.0558182069180656e-11,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683795e-09,1,9.663453474475232e-11,1e-12,0,float64,1
B_delta,0,0,0,1e-08,1,3.055791593338186e-10,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-08,1,9.66322177977981e-10,1e-12,0,float64,1
B_delta,0,0,0,1e-07,1,3.05577296383227e-09,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-07,1,9.663203933026244e-09,1e-12,0,float64,1
B_delta,0,0,0,1e-06,1,3.055775609535211e-08,1e-12,0,float64,1
B_delta,0,0,0,3.162277660168379e-06,1,9.663234695193574e-08,1e-12,0,float64,1
B_delta,0,0,0,1e-05,1,3.0558071497583776e-07,1e-12,0,float64,1
B_delta,0,0,0,3.1622776601683795e-05,1,9.663551141616876e-07,1e-12,0,float64,1
B_delta,0,0,0,0.0001,1,3.056123674456914e-06,1e-12,0,float64,1
B_delta,0,0,0,0.00031622776601683794,1,9.66671672189819e-06,1e-12,0,float64,1
B_delta,0,0,0,0.001,1,3.0592900536778965e-05,1e-12,0,float64,1
B_delta,0,0,0,0.0031622776601683794,1,9.698405569744585e-05,1e-12,0,float64,1
B_delta,0,0,0,0.01,1,0.00030910591128940364,1e-12,0,float64,1
B_delta,0,0,0,0.03162277660168379,1,0.0010018734898188234,1e-12,0,float64,1
B_delta,0,0,0,0.1,1,0.003420804350268364,1e-12,0,float64,1
B_delta,0,0,0,0.31622776601683794,1,0.01052898590294016,1e-12,0,float64,1
B_delta,0,0,0,1.0,1,0.060480311998962664,1e-12,0,float64,1
B_delta,0,0,0,1e-20,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-20,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,1e-19,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-19,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,1e-18,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,1e-17,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,1e-16,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,1e-12,0,float64,2
B_delta,0,0,0,1e-15,1,7.112216479539921e-16,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683794e-15,1,7.112216479539921e-16,1e-12,0,float64,2
B_delta,0,0,0,1e-14,1,3.55610823976996e-15,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683796e-14,1,1.0905398601961212e-14,1e-12,0,float64,2
B_delta,0,0,0,1e-13,1,3.484986074974561e-14,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-13,1,1.1095057708082276e-13,1e-12,0,float64,2
B_delta,0,0,0,1e-12,1,3.4968397691071275e-13,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683794e-12,1,1.1016823326807336e-12,1e-12,0,float64,2
B_delta,0,0,0,1e-11,1,3.484274853326607e-12,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683794e-11,1,1.101670478986601e-11,1e-12,0,float64,2
B_delta,0,0,0,1e-10,1,3.4833384114901345e-11,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683795e-10,1,1.1015068980075717e-10,1e-12,0,float64,2
B_delta,0,0,0,1e-09,1,3.483266103955926e-10,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683795e-09,1,1.101501919456036e-09,1e-12,0,float64,2
B_delta,0,0,0,1e-08,1,3.483254250261793e-09,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-08,1,1.1015016231136827e-08,1e-12,0,float64,2
B_delta,0,0,0,1e-07,1,3.483253894650969e-08,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-07,1,1.1015015199865438e-07,1e-12,0,float64,2
B_delta,0,0,0,1e-06,1,3.483252757881702e-07,1e-12,0,float64,2
B_delta,0,0,0,3.162277660168379e-06,1,1.1015003483674157e-06,1e-12,0,float64,2
B_delta,0,0,0,1e-05,1,3.4832410936096014e-06,1e-12,0,float64,2
B_delta,0,0,0,3.1622776601683795e-05,1,1.1014887002993153e-05,1e-12,0,float64,2
B_delta,0,0,0,0.0001,1,3.4831246416738054e-05,1e-12,0,float64,2
B_delta,0,0,0,0.00031622776601683794,1,0.00011013723330190464,1e-12,0,float64,2
B_delta,0,0,0,0.001,1,0.0003481963630098943,1e-12,0,float64,2
B_delta,0,0,0,0.0031622776601683794,1,0.0011002194513407256,1e-12,0,float64,2
B_delta,0,0,0,0.01,1,0.0034706662938547676,1e-12,0,float64,2
B_delta,0,0,0,0.03162277660168379,1,0.010894716274225873,1e-12,0,float64,2
B_delta,0,0,0,0.1,1,0.033721253104908686,1e-12,0,float64,2
B_delta,0,0,0,0.31622776601683794,1,0.10402774847910441,1e-12,0,float64,2
B_delta,0,0,0,1.0,1,0.31574069581076425,1e-12,0,float64,2
B_delta,0,0,0,1e-20,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-20,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,1e-19,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-19,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,1e-18,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,1e-17,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,1e-16,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,1e-12,0,float64,3
B_delta,0,0,0,1e-15,1,1.4160713712863484e-15,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683794e-15,1,7.080356856431742e-16,1e-12,0,float64,3
B_delta,0,0,0,1e-14,1,1.534077318893544e-15,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683796e-14,1,7.552380646860525e-15,1e-12,0,float64,3
B_delta,0,0,0,1e-13,1,2.9973510692227707e-14,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-13,1,1.0054106736133074e-13,1e-12,0,float64,3
B_delta,0,0,0,1e-12,1,3.186160585394284e-13,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683794e-12,1,1.0144971315790615e-12,1e-12,0,float64,3
B_delta,0,0,0,1e-11,1,3.213301953343939e-12,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683794e-11,1,1.0162200184141265e-11,1e-12,0,float64,3
B_delta,0,0,0,1e-10,1,3.214104393787668e-11,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683795e-10,1,1.0164288889413912e-10,1e-12,0,float64,3
B_delta,0,0,0,1e-09,1,3.2142330202705596e-10,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683795e-09,1,1.0164369133458285e-09,1e-12,0,float64,3
B_delta,0,0,0,1e-08,1,3.2142580375314523e-09,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-08,1,1.016437975399357e-08,1e-12,0,float64,3
B_delta,0,0,0,1e-07,1,3.214261188290253e-08,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-07,1,1.0164401974513504e-07,1e-12,0,float64,3
B_delta,0,0,0,1e-06,1,3.2142819443563783e-07,1e-12,0,float64,3
B_delta,0,0,0,3.162277660168379e-06,1,1.0164609971796756e-06,1e-12,0,float64,3
B_delta,0,0,0,1e-05,1,3.214489794250202e-06,1e-12,0,float64,3
B_delta,0,0,0,3.1622776601683795e-05,1,1.016668704923535e-05,1e-12,0,float64,3
B_delta,0,0,0,0.0001,1,3.2165631181556146e-05,1e-12,0,float64,3
B_delta,0,0,0,0.00031622776601683794,1,0.00010187304197578398,1e-12,0,float64,3
B_delta,0,0,0,0.001,1,0.0003236834951061089,1e-12,0,float64,3
B_delta,0,0,0,0.0031622776601683794,1,0.0010380883784189925,1e-12,0,float64,3
B_delta,0,0,0,0.01,1,0.003412189522561065,1e-12,0,float64,3
B_delta,0,0,0,0.03162277660168379,1,0.011949820938976766,1e-12,0,float64,3
B_delta,0,0,0,0.1,1,0.04306940554282743,1e-12,0,float64,3
B_delta,0,0,0,0.31622776601683794,1,0.20101682954465716,1e-12,0,float64,3
B_delta,1,0,1,1.0,1,3.0558679996413747,1e-12,1,float64,3
B_delta,0,0,0,1e-20,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-20,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,1e-19,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-19,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,1e-18,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,1e-17,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,1e-16,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,1e-15,0,0.0,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683794e-15,1,1.3749087138023795e-15,1e-12,0,float64,4
B_delta,0,0,0,1e-14,1,1.7677397748887736e-15,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683796e-14,1,6.6781280384687e-15,1e-12,0,float64,4
B_delta,0,0,0,1e-13,1,2.2194954951381268e-14,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-13,1,7.031675993446455e-14,1e-12,0,float64,4
B_delta,0,0,0,1e-12,1,2.2587786012467663e-13,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683794e-12,1,7.080779876082255e-13,1e-12,0,float64,4
B_delta,0,0,0,1e-11,1,2.23383382886778e-12,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683794e-11,1,7.066834373413687e-12,1e-12,0,float64,4
B_delta,0,0,0,1e-10,1,2.23456056633079e-11,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683795e-10,1,7.066500467011764e-11,1e-12,0,float64,4
B_delta,0,0,0,1e-09,1,2.2345900286603714e-10,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683795e-09,1,7.066396366780576e-10,1e-12,0,float64,4
B_delta,0,0,0,1e-08,1,2.2345847254410467e-09,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-08,1,7.066375350318808e-09,1e-12,0,float64,4
B_delta,0,0,0,1e-07,1,2.234584430817751e-08,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-07,1,7.066380083933094e-08,1e-12,0,float64,4
B_delta,0,0,0,1e-06,1,2.2345890721167377e-07,1e-12,0,float64,4
B_delta,0,0,0,3.162277660168379e-06,1,7.066425371461971e-07,1e-12,0,float64,4
B_delta,0,0,0,1e-05,1,2.2346342009418665e-06,1e-12,0,float64,4
B_delta,0,0,0,3.1622776601683795e-05,1,7.066876678569149e-06,1e-12,0,float64,4
B_delta,0,0,0,0.0001,1,2.2350853189598128e-05,1e-12,0,float64,4
B_delta,0,0,0,0.00031622776601683794,1,7.07138174325286e-05,1e-12,0,float64,4
B_delta,0,0,0,0.001,1,0.00022395717777522442,1e-12,0,float64,4
B_delta,0,0,0,0.0031622776601683794,1,0.0006959384523827846,1e-12,0,float64,4
B_delta,0,0,0,0.01,1,0.0022218450566530777,1e-12,0,float64,4
B_delta,0,0,0,0.03162277660168379,1,0.007294774464140345,1e-12,0,float64,4
B_delta,0,0,0,0.1,1,0.026221699528972894,1e-12,0,float64,4
B_delta,5,0,1,0.31622776601683794,1,0.45841719681381293,1e-12,1,float64,4
B_delta,5,0,1,1.0,1,106.4201461109391,1e-12,1,float64,4
B_delta,0,0,0,1e-20,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-20,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,1e-19,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-19,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,1e-18,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,1e-17,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,1e-16,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,1e-12,0,float64,5
B_delta,0,0,0,1e-15,1,2.683710721915751e-15,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683794e-15,1,1.2629226926662357e-14,1e-12,0,float64,5
B_delta,0,0,0,1e-14,1,3.5677566067821163e-14,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683796e-14,1,1.2202990517887503e-13,1e-12,0,float64,5
B_delta,0,0,0,1e-13,1,3.8929592001436716e-13,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-13,1,1.2297709719837472e-12,1e-12,0,float64,5
B_delta,0,0,0,1e-12,1,3.8875917786998406e-12,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683794e-12,1,1.2293447355749723e-11,1e-12,0,float64,5
B_delta,0,0,0,1e-11,1,3.88853897071934e-11,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683794e-11,1,1.2296983539289187e-10,1e-12,0,float64,5
B_delta,0,0,0,1e-10,1,3.8886968360559234e-10,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683795e-10,1,1.2297210865373869e-09,1e-12,0,float64,5
B_delta,0,0,0,1e-09,1,3.888717516415016e-09,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683795e-09,1,1.2297202182780355e-08,1e-12,0,float64,5
B_delta,0,0,0,1e-08,1,3.888717563774616e-08,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-08,1,1.2297205229581353e-07,1e-12,0,float64,5
B_delta,0,0,0,1e-07,1,3.888718072101e-07,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-07,1,1.2297208937838108e-06,1e-12,0,float64,5
B_delta,0,0,0,1e-06,1,3.888721551295153e-06,1e-12,0,float64,5
B_delta,0,0,0,3.162277660168379e-06,1,1.2297243682262172e-05,1e-12,0,float64,5
B_delta,0,0,0,1e-05,1,3.8887562854737565e-05,1e-12,0,float64,5
B_delta,0,0,0,3.1622776601683795e-05,1,0.00012297591003904582,1e-12,0,float64,5
B_delta,0,0,0,0.0001,1,0.00038891035940022954,1e-12,0,float64,5
B_delta,0,0,0,0.00031622776601683794,1,0.0012301063671232022,1e-12,0,float64,5
B_delta,0,0,0,0.001,1,0.003892575032661293,1e-12,0,float64,5
B_delta,0,0,0,0.0031622776601683794,1,0.012335749206217637,1e-12,0,float64,5
B_delta,0,0,0,0.01,1,0.03927382035433973,1e-12,0,float64,5
B_delta,0,0,0,0.03162277660168379,1,0.12653971926578675,1e-12,0,float64,5
B_delta,0,0,0,0.1,1,0.41936480690451633,1e-12,0,float64,5
B_delta,0,0,0,0.31622776601683794,1,1.3074478014842077,1e-12,0,float64,5
B_delta,-1,0,0,1.0,1,0.33221178399887324,1e-12,1,float64,5
B_delta,0,0,0,1e-20,0,0.0,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-20,0,0.0,0.1,0,float64,1
B_delta,0,0,0,1e-19,0,0.0,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-19,0,0.0,0.1,0,float64,1
B_delta,0,0,0,1e-18,0,0.0,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,0.1,0,float64,1
B_delta,0,0,0,1e-17,0,0.0,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,0.1,0,float64,1
B_delta,0,0,0,1e-16,0,0.0,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683793e-16,1,4.696514096402197e-16,0.1,0,float64,1
B_delta,0,0,0,1e-15,1,4.696514096402197e-16,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683794e-15,1,4.696514096402197e-16,0.1,0,float64,1
B_delta,0,0,0,1e-14,1,1.8786056385608787e-15,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683796e-14,1,1.8786056385608787e-15,0.1,0,float64,1
B_delta,0,0,0,1e-13,1,3.1310093976014646e-15,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-13,1,1.0958532891605126e-14,0.1,0,float64,1
B_delta,0,0,0,1e-12,1,3.162319491577479e-14,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683794e-12,1,9.721784179552547e-14,0.1,0,float64,1
B_delta,0,0,0,1e-11,1,3.0793477425410403e-13,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683794e-11,1,9.66542601039572e-13,0.1,0,float64,1
B_delta,0,0,0,1e-10,1,3.055552071119269e-12,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683795e-10,1,9.6647998085162e-12,0.1,0,float64,1
B_delta,0,0,0,1e-09,1,3.0558182069180656e-11,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683795e-09,1,9.663453474475232e-11,0.1,0,float64,1
B_delta,0,0,0,1e-08,1,3.055791593338186e-10,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-08,1,9.66322177977981e-10,0.1,0,float64,1
B_delta,0,0,0,1e-07,1,3.05577296383227e-09,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-07,1,9.663203933026244e-09,0.1,0,float64,1
B_delta,0,0,0,1e-06,1,3.055775609535211e-08,0.1,0,float64,1
B_delta,0,0,0,3.162277660168379e-06,1,9.663234695193574e-08,0.1,0,float64,1
B_delta,0,0,0,1e-05,1,3.0558071497583776e-07,0.1,0,float64,1
B_delta,0,0,0,3.1622776601683795e-05,1,9.663551141616876e-07,0.1,0,float64,1
B_delta,0,0,0,0.0001,1,3.056123674456914e-06,0.1,0,float64,1
B_delta,0,0,0,0.00031622776601683794,1,9.66671672189819e-06,0.1,0,float64,1
B_delta,0,0,0,0.001,1,3.0592900536778965e-05,0.1,0,float64,1
B_delta,0,0,0,0.0031622776601683794,1,9.698405569744585e-05,0.1,0,float64,1
B_delta,0,0,0,0.01,1,0.00030910591128940364,0.1,0,float64,1
B_delta,0,0,0,0.03162277660168379,1,0.0010018734898188234,0.1,0,float64,1
B_delta,0,0,0,0.1,1,0.003420804350268364,0.1,0,float64,1
B_delta,0,0,0,0.31622776601683794,1,0.01052898590294016,0.1,0,float64,1
B_delta,0,0,0,1.0,1,0.060480311998962664,0.1,0,float64,1
B_delta,0,0,0,1e-20,0,0.0,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-20,0,0.0,0.1,0,float64,2
B_delta,0,0,0,1e-19,0,0.0,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-19,0,0.0,0.1,0,float64,2
B_delta,0,0,0,1e-18,0,0.0,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,0.1,0,float64,2
B_delta,0,0,0,1e-17,0,0.0,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,0.1,0,float64,2
B_delta,0,0,0,1e-16,0,0.0,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,0.1,0,float64,2
B_delta,0,0,0,1e-15,1,7.112216479539921e-16,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683794e-15,1,7.112216479539921e-16,0.1,0,float64,2
B_delta,0,0,0,1e-14,1,3.55610823976996e-15,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683796e-14,1,1.0905398601961212e-14,0.1,0,float64,2
B_delta,0,0,0,1e-13,1,3.484986074974561e-14,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-13,1,1.1095057708082276e-13,0.1,0,float64,2
B_delta,0,0,0,1e-12,1,3.4968397691071275e-13,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683794e-12,1,1.1016823326807336e-12,0.1,0,float64,2
B_delta,0,0,0,1e-11,1,3.484274853326607e-12,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683794e-11,1,1.101670478986601e-11,0.1,0,float64,2
B_delta,0,0,0,1e-10,1,3.4833384114901345e-11,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683795e-10,1,1.1015068980075717e-10,0.1,0,float64,2
B_delta,0,0,0,1e-09,1,3.483266103955926e-10,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683795e-09,1,1.101501919456036e-09,0.1,0,float64,2
B_delta,0,0,0,1e-08,1,3.483254250261793e-09,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-08,1,1.1015016231136827e-08,0.1,0,float64,2
B_delta,0,0,0,1e-07,1,3.483253894650969e-08,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-07,1,1.1015015199865438e-07,0.1,0,float64,2
B_delta,0,0,0,1e-06,1,3.483252757881702e-07,0.1,0,float64,2
B_delta,0,0,0,3.162277660168379e-06,1,1.1015003483674157e-06,0.1,0,float64,2
B_delta,0,0,0,1e-05,1,3.4832410936096014e-06,0.1,0,float64,2
B_delta,0,0,0,3.1622776601683795e-05,1,1.1014887002993153e-05,0.1,0,float64,2
B_delta,0,0,0,0.0001,1,3.4831246416738054e-05,0.1,0,float64,2
B_delta,0,0,0,0.00031622776601683794,1,0.00011013723330190464,0.1,0,float64,2
B_delta,0,0,0,0.001,1,0.0003481963630098943,0.1,0,float64,2
B_delta,0,0,0,0.0031622776601683794,1,0.0011002194513407256,0.1,0,float64,2
B_delta,0,0,0,0.01,1,0.0034706662938547676,0.1,0,float64,2
B_delta,0,0,0,0.03162277660168379,1,0.010894716274225873,0.1,0,float64,2
B_delta,0,0,0,0.1,1,0.033721253104908686,0.1,0,float64,2
B_delta,0,0,0,0.31622776601683794,1,0.10402774847910441,0.1,0,float64,2
B_delta,0,0,0,1.0,1,0.31574069581076425,0.1,0,float64,2
B_delta,0,0,0,1e-20,0,0.0,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-20,0,0.0,0.1,0,float64,3
B_delta,0,0,0,1e-19,0,0.0,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-19,0,0.0,0.1,0,float64,3
B_delta,0,0,0,1e-18,0,0.0,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683795e-18,0,0.0,0.1,0,float64,3
B_delta,0,0,0,1e-17,0,0.0,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683796e-17,0,0.0,0.1,0,float64,3
B_delta,0,0,0,1e-16,0,0.0,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683793e-16,0,0.0,0.1,0,float64,3
B_delta,0,0,0,1e-15,1,1.4160713712863484e-15,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683794e-15,1,7.080356856431742e-16,0.1,0,float64,3
B_delta,0,0,0,1e-14,1,1.534077318893544e-15,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683796e-14,1,7.552380646860525e-15,0.1,0,float64,3
B_delta,0,0,0,1e-13,1,2.9973510692227707e-14,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-13,1,1.0054106736133074e-13,0.1,0,float64,3
B_delta,0,0,0,1e-12,1,3.186160585394284e-13,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683794e-12,1,1.0144971315790615e-12,0.1,0,float64,3
B_delta,0,0,0,1e-11,1,3.213301953343939e-12,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683794e-11,1,1.0162200184141265e-11,0.1,0,float64,3
B_delta,0,0,0,1e-10,1,3.214104393787668e-11,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683795e-10,1,1.0164288889413912e-10,0.1,0,float64,3
B_delta,0,0,0,1e-09,1,3.2142330202705596e-10,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683795e-09,1,1.0164369133458285e-09,0.1,0,float64,3
B_delta,0,0,0,1e-08,1,3.2142580375314523e-09,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-08,1,1.016437975399357e-08,0.1,0,float64,3
B_delta,0,0,0,1e-07,1,3.214261188290253e-08,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-07,1,1.0164401974513504e-07,0.1,0,float64,3
B_delta,0,0,0,1e-06,1,3.2142819443563783e-07,0.1,0,float64,3
B_delta,0,0,0,3.162277660168379e-06,1,1.0164609971796756e-06,0.1,0,float64,3
B_delta,0,0,0,1e-05,1,3.214489794250202e-06,0.1,0,float64,3
B_delta,0,0,0,3.1622776601683795e-05,1,1.016668704923535e-05,0.1,0,float64,3
B_delta,0,0,0,0.0001,1,3.2165631181556146e-05,0.1,0,float64,3
B_delta,0,0,0,0.00031622776601683794,1,0.00010187304197578398,0.1,0,float64,3
B_delta,0,0,0,0.001,1,0.0003236834951061089,0.1,0,float64,3
B_delta,0,0,0,0.0031622776601683794,1,0.0010380883784189925,0.1,0,float64,3
B_delta,0,0,0,0.01,1,0.003412189522561065,0.1,0,float64,3
