exp,diseno,rule_id,seed,clase,brazo,N_nodos,K,kcap,J,noise,meandeg,n_aristas,grado_medio,clustering,transitividad,n_triangulos,holon,giant,diam,pendiente,frac_masa,masa_acretada,kappa_v,n_sumideros,t_primer_sumidero,carpeta,densidad,geo_sepmedia,geo_fof020,geo_ngrupos020,geo_fof030,geo_ngrupos030,geo_fof050,geo_densk8cv,geo_o4a_fof06,geo_o4a_fof10,geo_o4a_ngrupos06,geo_o4a_knn100x,geo_o4a_knn1000x,geo_o4a_sin_verificar_seed,base,geoIC_fof_b0.20,geoIC_ngrupos_b0.20,geoIC_fof_b0.30,geoIC_ngrupos_b0.30,geoIC_fof_b0.50,geoIC_ngrupos_b0.50,geoIC_knn8_cv,geoIC_knn8_p90_med,masa_particula,lado_nube,n_aristas_cabecera,bateria_raiz,f800_n_aristas,f800_grado_medio,f800_giant,f800_n_componentes,f800_diam,f800_asortatividad,f800_clustering,f800_transitividad,f800_n_triangulos,f800_tri_ar_media_sop,f800_tri_ar_mediana_sop,f800_tri_ar_max,f800_tri_ar_p99_sop,f800_tri_ar_media_todas,f800_frac_aristas_en_triangulo,f800_frac_aristas_multi_tri,f800_gini_tri_nodo,f800_tri_por_nodo_max,f800_frac_nodos_en_triangulo,f800_n_comp_tri,f800_tam_mayor_comp_tri,f800_frac_mayor_comp_tri,f800_tam_medio_comp_tri,f800_n_comp_tri_arista,f800_frac_mayor_comp_tri_arista,f800_modularidad_tri,f800_dist_media_tri,f800_dist_media_azar,f800_pendiente_nativa,f800_pendiente_canon,f800_ok,f800_motivo,f800_sha256,f800_archivo,f800_receta
F5B_40pares,pareado,A2-B0-C2-batch4-r38,575515.0,I,unico,2000,4.0,5.0,0.397,0.184,4.52,3296.0,3.296,,,,,0.9665,13.0,0.5931216513801268,0.0995,1870.6,0.6439790575916231,8,0.034,A2-B0-C2-batch4-r38_I,0.0016488244122061,,,,,,,,0.165,0.5035000000000001,47.0,0.0945,0.046,True,A2-B0-C2-batch4-r38_I,0.6309999999999993,68,0.6785000000000027,7,0.689999999999983,1,4.279453321407265,7.458280193443654,9.4,97.59294882869352,3296.0,bateria_fase5b_a2b0c2_escala_v4,3296,3.296,0.9665,4,13.0,0.04482498282321642,0.0032833333333333334,0.003464203233256351,11,1.0,1.0,1.0,1.0,0.010012135922330098,0.010012135922330098,0.0,0.9835,1.0,0.0165,11.0,1.0,0.09090909090909091,1.0,11.0,0.09090909090909091,0.009968250902830144,6.6,6.882850241545893,0.5931216513801268,0.7029600255213905,True,,a41a4ac3b9b263a1fbf4cbf969251718477d5687323f6114829b258d3564cbef,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r38__s575515__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=575515, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r39,575612.0,I,unico,2000,5.0,5.0,0.437,0.184,5.2,3314.0,3.314,,,,,0.9605,14.0,0.6230488869262995,0.1015,1908.2,0.5873015873015872,8,0.04,A2-B0-C2-batch4-r39_I,0.0016578289144572,,,,,,,,0.1694999999999999,0.4995,45.0,0.097,0.047,True,A2-B0-C2-batch4-r39_I,0.6289999999999993,62,0.6820000000000013,14,0.689999999999983,1,4.2193586710037385,8.196235830624685,9.4,97.59297390126196,3314.0,bateria_fase5b_a2b0c2_escala_v4,3314,3.314,0.9605,8,14.0,0.10206338963407478,0.00455,0.004314772960756112,14,1.0,1.0,1.0,1.0,0.012673506336753168,0.012673506336753168,0.0,0.979,1.0,0.021,14.0,1.0,0.07142857142857142,1.0,14.0,0.07142857142857142,0.01262149222278594,6.472527472527473,6.782682291666667,0.6230488869262995,0.6109286652630522,True,,a2ffe3200e9c765d3fa7a3dde3295483aa235bf09dde25c2feb8a63cad1fcb03,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r39__s575612__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=575612, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r41,575806.0,I,unico,2000,6.0,5.0,0.582,0.239,4.78,3391.0,3.391,,,,,0.976,13.0,0.6796771214509663,0.0935,1757.8,0.4833333333333333,8,0.039,A2-B0-C2-batch4-r41_I,0.001696348174087,,,,,,,,,,,,,False,A2-B0-C2-batch4-r41_I,0.6204999999999995,71,0.673500000000001,14,0.6809999999999834,1,4.296693809730752,6.310517907312485,9.4,97.59304516300756,3391.0,bateria_fase5b_a2b0c2_escala_v4,3391,3.391,0.976,1,13.0,0.08081559661378897,0.0016166666666666666,0.0024132730015082957,8,1.0,1.0,1.0,1.0,0.00707755824240637,0.00707755824240637,0.0,0.988,1.0,0.012,8.0,1.0,0.125,1.0,8.0,0.125,0.00704325055629326,5.5,6.802870322911327,0.6796771214509663,0.7044499071010665,True,,f762942d84194e08e4bf06fbda5fae36d962a0f85df8ab1fb22f1bd045e528cc,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r41__s575806__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=575806, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r43,576000.0,III,unico,2000,7.0,5.0,0.422,0.258,4.53,3269.0,3.269,,,,,0.9755,14.0,0.7452540925441452,0.0935,1757.7999999999995,0.5052631578947369,8,0.04,A2-B0-C2-batch4-r43_III,0.0016353176588294,7.745961543236626,0.6189999999999994,66.0,0.6844999999999976,7.0,0.695999999999983,4.3233405327138525,,,,,,False,A2-B0-C2-batch4-r43_III,0.6189999999999994,66,0.6844999999999976,7,0.695999999999983,3,4.3233405327138525,7.2888838725009135,9.4,97.59299547193454,3269.0,bateria_fase5b_a2b0c2_escala_v4,3269,3.269,0.9755,4,14.0,0.06538603210880063,0.0020499999999999997,0.00258732212160414,8,1.0,1.0,1.0,1.0,0.007341694707861731,0.007341694707861731,0.0,0.988,1.0,0.012,8.0,1.0,0.125,1.0,8.0,0.125,0.007310767435238244,6.535714285714286,7.143461538461538,0.7452540925441452,0.7393344988081424,True,,a9b4c951b263b7dc472d3c6d114f6914d42f765e6628b85ed45d9cd20b952155,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r43__s576000__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=576000, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r44,576097.0,I,unico,2000,6.0,5.0,0.782,0.264,4.77,3308.0,3.308,,,,,0.962,14.0,0.6614363579719142,0.1,1880.0,0.4999999999999999,8,0.04,A2-B0-C2-batch4-r44_I,0.0016548274137068,,,,,,,,,,,,,False,A2-B0-C2-batch4-r44_I,0.6309999999999993,61,0.6805000000000017,7,0.6879999999999832,2,4.328064503225689,7.612051029391617,9.4,97.592978297326,3308.0,bateria_fase5b_a2b0c2_escala_v4,3308,3.308,0.962,10,14.0,0.09688846045246,0.0019000000000000002,0.0031091304798424708,10,1.0344827586206897,1.0,2.0,1.7199999999999989,0.009068923821039904,0.008766626360338573,0.034482758620689655,0.9868666666666667,2.0,0.014,9.0,2.0,0.2,1.1111111111111112,9.0,0.2,0.008722236701470475,5.911111111111111,6.593907089616919,0.6614363579719142,0.7360613787195441,True,,ef41804f3d7952a9131095b9370c14968fbd2663ed1ec9bdf06cf27f594f3df5,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r44__s576097__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=576097, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r47,576388.0,III,unico,2000,7.0,5.0,0.683,0.205,4.26,3282.0,3.282,,,,,0.973,16.0,0.8237120554098382,0.093,1748.4,0.4,8,0.039,A2-B0-C2-batch4-r47_III,0.0016418209104552,,,,,,,,,,,,,False,A2-B0-C2-batch4-r47_III,0.6224999999999994,68,0.6774999999999985,11,0.692999999999983,2,4.217924389749361,6.028091084201561,9.4,97.592867795684,3282.0,bateria_fase5b_a2b0c2_escala_v4,3282,3.282,0.973,4,16.0,0.05932084579823497,0.0017166666666666667,0.0019059720457433292,6,1.0,1.0,1.0,1.0,0.005484460694698354,0.005484460694698354,0.0,0.9919444444444444,2.0,0.0085,5.0,2.0,0.3333333333333333,1.2,6.0,0.16666666666666666,0.005456934413366205,5.3999999999999995,6.781233933161953,0.8237120554098382,0.8327304712621852,True,,f94ea97a75d9e9f53e227b9e16fe5fe1133afea63a78bb892d68e63d96ee7b35,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r47__s576388__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=576388, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r51,576776.0,I,unico,2000,8.0,4.0,0.449,0.196,5.29,2483.0,2.483,,,,,0.8905,1.0,1.080657709435624,0.1449999999999999,2726.0000000000005,1.3424657534246576,8,0.031,A2-B0-C2-batch4-r51_I,0.0012421210605302,7.745961543236626,0.7800000000000001,44.0,0.8024999999999797,4.0,0.8074999999999783,3.9312766067197273,,,,,,False,A2-B0-C2-batch4-r51_I,0.7800000000000001,44,0.8024999999999797,4,0.8074999999999783,1,3.9312766067197273,10.30146277639392,9.4,97.59299045318446,2483.0,bateria_fase5b_a2b0c2_escala_v4,2483,2.483,0.8905,23,22.0,0.019455124641790524,0.009083333333333332,0.007846067625630488,14,1.0,1.0,1.0,1.0,0.016915022150624244,0.016915022150624244,0.0,0.979,1.0,0.021,14.0,1.0,0.07142857142857142,1.0,14.0,0.07142857142857142,0.016862064373624662,9.065934065934067,8.722799625468165,1.080657709435624,1.0059268047621233,True,,228bcdb8a31370a6ac841697ccabdc18be8c2de19f04cc8f2ed69c6854e453b4,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r51__s576776__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=576776, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r57,577358.0,I,unico,2000,7.0,5.0,0.622,0.284,5.08,3343.0,3.343,,,,,0.9695,13.0,0.6374065773083801,0.0995,1870.6,0.4927536231884055,8,0.034,A2-B0-C2-batch4-r57_I,0.001672336168084,7.745961543236626,0.5924999999999994,67.0,0.654500000000001,13.0,0.6754999999999836,4.324533141700026,,,,,,False,A2-B0-C2-batch4-r57_I,0.5924999999999994,67,0.654500000000001,13,0.6754999999999836,1,4.324533141700026,8.511303500836581,9.4,97.59302068126814,3343.0,bateria_fase5b_a2b0c2_escala_v4,3343,3.343,0.9695,4,14.0,0.08968024239797322,0.004366666666666667,0.0030466131816796996,10,1.0,1.0,1.0,1.0,0.008973975471133712,0.008973975471133712,0.0,0.985,1.0,0.015,10.0,1.0,0.1,1.0,10.0,0.1,0.008940174302181464,6.888888888888888,6.825499577821559,0.6374065773083801,0.6941675198095411,True,,e75a9875cd3dc5f58707eb166193f1b820dd77fd58b1c06de2aa9537b0635664,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r57__s577358__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=577358, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r62,577843.0,III,unico,2000,8.0,5.0,0.672,0.262,5.76,3299.0,3.299,,,,,0.9575,17.0,0.8791813251603616,0.1025,1927.0,0.5671641791044775,8,0.036,A2-B0-C2-batch4-r62_III,0.0016503251625812,,,,,,,,,,,,,False,A2-B0-C2-batch4-r62_III,0.6219999999999994,59,0.6820000000000026,12,0.6859999999999832,1,4.256391045510522,8.192225597918661,9.4,97.59294559901996,3299.0,bateria_fase5b_a2b0c2_escala_v4,3299,3.299,0.9575,5,17.0,0.09136676428586862,0.00525,0.004595588235294118,15,1.0,1.0,1.0,1.0,0.013640497120339497,0.013640497120339497,0.0,0.9784777777777778,2.0,0.022,14.0,2.0,0.13333333333333333,1.0714285714285714,15.0,0.06666666666666667,0.013583231013908244,6.704761904761906,6.7826105886450705,0.8791813251603616,0.8938269333275853,True,,054766df08de148ca30c8085fb36c4f2a474185fb1c7b586cda5e7a455d9c4a4,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r62__s577843__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=577843, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r70,578619.0,I,unico,2000,7.0,5.0,0.424,0.348,5.01,3261.0,3.261,,,,,0.9695,15.0,0.686161570810164,0.098,1842.4,0.4581280788177341,8,0.036,A2-B0-C2-batch4-r70_I,0.0016313156578289,,,,,,,,,,,,,False,A2-B0-C2-batch4-r70_I,0.6304999999999994,65,0.6789999999999986,9,0.6924999999999831,3,4.323759807579076,8.37398612767423,9.4,97.592956284943,3261.0,bateria_fase5b_a2b0c2_escala_v4,3261,3.261,0.9695,4,15.0,0.07527891320215395,0.003266666666666667,0.0038424591738712775,12,1.0,1.0,1.0,1.0,0.011039558417663294,0.011039558417663294,0.0,0.982,1.0,0.018,12.0,1.0,0.08333333333333333,1.0,12.0,0.08333333333333333,0.010988590406296864,6.40909090909091,6.989078087375301,0.686161570810164,0.7528643663397155,True,,352c26828efcf7688b25965440403a02bd673fd887b415b5bbcfe01c3089545b,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r70__s578619__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=578619, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r72,578813.0,III,unico,2000,4.0,5.0,0.607,0.234,6.39,3337.0,3.337,,,,,0.952,14.0,0.772038917687482,0.1015,1908.2,0.5148514851485143,8,0.022,A2-B0-C2-batch4-r72_III,0.0016693346673336,,,,,,,,0.1675,0.4679999999999999,46.0,0.102,0.0475,True,A2-B0-C2-batch4-r72_III,0.5934999999999995,61,0.6655000000000019,16,0.6734999999999838,2,4.239389957445846,10.703174530042158,9.4,97.59297413534463,3337.0,bateria_fase5b_a2b0c2_escala_v4,3337,3.337,0.952,10,14.0,0.08007972880651296,0.0092,0.0073862517234587356,25,1.0135135135135136,1.0,2.0,1.269999999999996,0.022475277195085405,0.022175606832484266,0.013513513513513514,0.9644466666666667,2.0,0.0365,24.0,2.0,0.08,1.0416666666666667,24.0,0.08,0.022089463951056296,6.502083333333334,6.282711508145034,0.772038917687482,0.786309126441414,True,,0f9ec9a9819ba80f1d4139b089c68c8fa5d7fbe4a9b8f6e5dbf09f77c6d3f8f5,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r72__s578813__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=578813, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r9,572702.0,III,unico,2000,5.0,6.0,0.351,0.296,4.64,3750.0,3.75,,,,,0.985,15.0,0.7506562767962781,0.0795,1494.6,0.3518518518518518,8,0.049,A2-B0-C2-batch4-r9_III,0.0018759379689844,,,,,,,,,,,,,False,A2-B0-C2-batch4-r9_III,0.4609999999999996,64,0.5819999999999995,30,0.6039999999999864,2,4.465931147867933,7.040682490309052,9.4,97.59301176664096,3750.0,bateria_fase5b_a2b0c2_escala_v4,3750,3.75,0.985,2,15.0,0.06636724485021109,0.0018666666666666666,0.0016606041436027202,7,1.0,1.0,1.0,1.0,0.0056,0.0056,0.0,0.9895,1.0,0.0105,7.0,1.0,0.14285714285714285,1.0,7.0,0.14285714285714285,0.005570702222222222,5.761904761904761,5.933172507194853,0.7506562767962781,0.7455954039998773,True,,3ab5ed3c8d71874288a955b93c35eeb2e88d203322e4d536314787ad9282cdf5,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r9__s572702__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=572702, N=2000)"
F5B_40pares,pareado,A2-B0-C2-batch4-r94,580947.0,III,unico,2000,6.0,6.0,0.353,0.133,4.18,3553.0,3.553,,,,,0.971,13.0,0.7202626515814934,0.089,1673.2000000000005,0.398936170212766,8,0.038,A2-B0-C2-batch4-r94_III,0.0017773886943471,7.745961543236626,0.5489999999999995,65.0,0.6205000000000003,20.0,0.637999999999985,4.341547092258182,,,,,,False,A2-B0-C2-batch4-r94_III,0.5489999999999995,65,0.6205000000000003,20,0.637999999999985,1,4.341547092258182,7.3266010830187955,9.4,97.59302404602803,3553.0,bateria_fase5b_a2b0c2_escala_v4,3553,3.553,0.971,7,13.0,0.04269976790338015,0.0011833333333333333,0.0010312822275696115,4,1.0,1.0,1.0,1.0,0.0033774275260343373,0.0033774275260343373,0.0,0.994,1.0,0.006,4.0,1.0,0.25,1.0,4.0,0.25,0.0033604556279329,5.5,6.291508594445225,0.7202626515814934,0.7144972193349373,True,,1f2fa4f3ae5bc8591e0f3ee2ccaa019dcf341fd332564496148cf73dc0060652,grafos_f800/F5B_40pares/A2-B0-C2-batch4-r94__s580947__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=580947, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r1,271926.0,I,unico,2000,5.0,6.0,0.659,0.234,7.63,4078.0,4.078,,,,,0.973,13.0,0.665160093330529,0.087,1635.5999999999997,0.4137931034482758,8,0.038,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I,0.002040020010005,,,,,,,,0.104,0.2755,22.0,0.0805,0.0445,True,A2-B0-C2-r1_I,0.3879999999999997,60,0.5259999999999995,48,0.5624999999999987,10,4.68452326728292,12.25778896617674,9.4,97.59303174311778,4078.0,bateria_fase5b_a2b0c2_piloto,4078,4.078,0.973,2,12.0,0.07168441016744403,0.006166666666666666,0.004794170288928663,25,1.0,1.0,1.0,1.0,0.018391368317802845,0.018391368317802845,0.0,0.9634866666666667,2.0,0.037,24.0,2.0,0.08,1.0416666666666667,25.0,0.04,0.018302433108576006,5.572916666666667,5.866066838046272,0.665160093330529,0.6571635934329972,True,,b0638abe3be3b048806827eeb863259cc1814810fcbbf4afc7960c6e0a23da6f,grafos_f800/F5B_40pares/A2-B0-C2-r1__s271926__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=271926, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r12,372993.0,I,unico,2000,6.0,6.0,0.425,0.148,7.18,3978.0,3.978,,,,,0.978,12.0,0.5795357212376512,0.082,1541.6,0.3703703703703704,8,0.037,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r12_I,0.0019899949974987,,,,,,,,,,,,,False,A2-B0-C2-r12_I,0.4414999999999996,70,0.5569999999999995,35,0.5859999999999872,3,4.53058153330808,8.130192172770096,9.4,97.59296526231536,3978.0,bateria_fase5b_a2b0c2_escala_v2,3978,3.978,0.978,3,13.0,0.08093733545249031,0.01045,0.0063399004703797125,31,1.0108695652173914,1.0,2.0,1.0900000000000034,0.023378582202111614,0.023127199597787834,0.010869565217391304,0.9554569892473118,2.0,0.0455,30.0,2.0,0.06451612903225806,1.0333333333333334,30.0,0.06451612903225806,0.023031193307788102,5.820000000000001,6.034569479965899,0.5795357212376512,0.6851898819197458,True,,288ad2f8424f154e0172b9581f1aff4cc26c109b71c6c81a92210f7f3f6cfa54,grafos_f800/F5B_40pares/A2-B0-C2-r12__s372993__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=372993, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r12v1fix,272993.0,I,unico,2000,5.0,7.0,0.6,0.203,5.75,4777.0,4.777,,,,,,10.0,,0.062,1165.6,0.3440860215053776,8,0.052,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r12v1fix_I,0.0023896948474237,7.745961543236626,0.2459999999999999,50.0,0.3899999999999997,51.0,0.4615000000000014,5.056319160398894,0.055,0.179,15.0,0.0585,0.0265,True,A2-B0-C2-r12v1fix_I,0.2459999999999999,50,0.3899999999999997,51,0.4615000000000014,11,5.056319160398894,12.19569859686984,9.4,97.5929864206871,4777.0,bateria_fase5b_a2b0c2_escala_v2,4777,4.777,0.994,1,10.0,0.034598069655081706,0.0022,0.002569226377390808,18,1.0188679245283019,1.0,2.0,1.4799999999999969,0.011304165794431652,0.011094829390831066,0.018867924528301886,0.974925925925926,2.0,0.026,17.0,2.0,0.1111111111111111,1.0588235294117647,17.0,0.1111111111111111,0.011031999985626473,4.862745098039216,5.20923502767992,0.48652418813387344,0.5278233410832187,True,,a0833774dd4813baf5c38343a13d34e6ab7dd19a747d8ad4318dd03e39c8edce,grafos_f800/F5B_40pares/A2-B0-C2-r12v1fix__s272993__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=272993, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r14,273187.0,III,unico,2000,8.0,5.0,0.567,0.198,5.76,3296.0,3.296,,,,,0.963,17.0,0.7728999554058272,0.099,1861.2,0.5151515151515152,8,0.042,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r14_III,0.0016488244122061,,,,,,,,0.136,0.4735,35.0,0.094,0.0465,True,A2-B0-C2-r14_III,0.6094999999999995,65,0.6655000000000015,14,0.6799999999999835,2,4.32029404723538,7.870617297086977,9.4,97.59304573567933,3296.0,bateria_fase5b_a2b0c2_piloto,3296,3.296,0.963,5,17.0,0.09405962211593911,0.004966666666666667,0.005912863070539419,19,1.0,1.0,1.0,1.0,0.01729368932038835,0.01729368932038835,0.0,0.9715,1.0,0.0285,19.0,1.0,0.05263157894736842,1.0,19.0,0.05263157894736842,0.017218553196283813,6.339181286549707,6.478658008658008,0.7728999554058272,0.7893306509717354,True,,0c6fc25052dcd04b9ce39c6e385b238d8ccd217f65951236756d4b5e3bb7cd0e,grafos_f800/F5B_40pares/A2-B0-C2-r14__s273187__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=273187, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r17,273478.0,III,unico,2000,5.0,5.0,0.475,0.211,7.35,3165.0,3.165,,,,,0.922,15.0,0.7340887838072664,0.121,2274.8,0.7971014492753623,8,0.03,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III,0.0015832916458229,,,,,,,,0.1935,0.464,41.0,0.128,0.0495,True,A2-B0-C2-r17_III,0.5819999999999994,69,0.6615000000000013,18,0.6789999999999834,1,4.193278924879399,18.34790695991243,9.4,97.5930487398726,3165.0,bateria_fase5b_a2b0c2_piloto,3165,3.165,0.922,9,14.0,0.05987996588084256,0.01188333333333333,0.009164647635099547,29,1.0235294117647058,1.0,2.0,2.0,0.027488151658767772,0.026856240126382307,0.023529411764705882,0.961212643678161,2.0,0.041,26.0,2.0,0.06896551724137931,1.1153846153846154,27.0,0.06896551724137931,0.02675441551926806,6.748214285714286,6.558193163320673,0.7340887838072664,0.8559190857277267,True,,5f5174b6cb43345da88c4a74bd560bc1d2011d0303033ac1f3fb9a40f1dbe4e9,grafos_f800/F5B_40pares/A2-B0-C2-r17__s273478__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=273478, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r19,273672.0,III,unico,2000,5.0,7.0,0.341,0.326,4.02,3679.0,3.679,,,,,0.9775,12.0,0.7198659721923732,0.087,1635.6,0.4363636363636363,8,0.038,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r19_III,0.001840420210105,7.745961543236626,0.4924999999999996,65.0,0.6064999999999994,29.0,0.6199999999999858,4.420614079613081,0.1355,0.3995,43.0,0.0815,0.044,True,A2-B0-C2-r19_III,0.4924999999999996,65,0.6064999999999994,29,0.6199999999999858,2,4.420614079613081,8.97550639380908,9.4,97.59297179233606,3679.0,bateria_fase5b_a2b0c2_piloto,3679,3.679,0.9775,6,12.0,0.014403442650939237,0.0010047619047619048,0.001393512425485794,6,1.0,1.0,1.0,1.0,0.004892633867898886,0.004892633867898886,0.0,0.991,1.0,0.009,6.0,1.0,0.16666666666666666,1.0,6.0,0.16666666666666666,0.004863893652039916,5.133333333333333,5.894148754691233,0.7198659721923732,0.6730652317833353,True,,cfc25145eed37a443ec899793f76a13687fc8a1187c14fca69b9b186a0e3bd1d,grafos_f800/F5B_40pares/A2-B0-C2-r19__s273672__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=273672, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r2,372023.0,I,unico,2000,5.0,6.0,0.517,0.323,5.74,4094.0,4.094,,,,,0.9855,11.0,0.5395267020843031,0.076,1428.8000000000002,0.5000000000000001,8,0.05,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r2_I,0.002048024012006,,,,,,,,,,,,,False,A2-B0-C2-r2_I,0.3964999999999997,63,0.5344999999999994,37,0.5689999999999888,6,4.580536647875594,7.527256426368226,9.4,97.59304386847896,4094.0,bateria_fase5b_a2b0c2_escala_v2,4094,4.094,0.9855,2,11.0,0.08453128403277502,0.0032333333333333333,0.002970100983433437,15,1.0,1.0,1.0,1.0,0.010991695163654128,0.010991695163654128,0.0,0.9775,1.0,0.0225,15.0,1.0,0.06666666666666667,1.0,15.0,0.06666666666666667,0.01094205563493372,5.81904761904762,5.55922165820643,0.5395267020843031,0.5528223615799522,True,,ddce696ffe7d69aea23f43d7f2114e773716b9e07f42a993a43e8099cd058cfa,grafos_f800/F5B_40pares/A2-B0-C2-r2__s372023__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=372023, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r20,373769.0,III,unico,2000,5.0,6.0,0.302,0.292,4.7,3706.0,3.706,,,,,0.984,14.0,0.7745872074489132,0.0865,1626.2,0.3978494623655912,8,0.04,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r20_III,0.0018539269634817,,,,,,,,,,,,,False,A2-B0-C2-r20_III,0.4789999999999995,76,0.5999999999999996,28,0.6124999999999861,1,4.3754065947904826,7.6331535570989475,9.4,97.5930109644989,3706.0,bateria_fase5b_a2b0c2_escala_v2,3706,3.706,0.984,1,14.0,0.03798479011721738,0.0023166666666666665,0.0028945887271850123,12,1.0285714285714285,1.0,2.0,1.6599999999999966,0.009713977334052886,0.009444144630329197,0.02857142857142857,0.98475,2.0,0.0165,10.0,2.0,0.16666666666666666,1.2,11.0,0.16666666666666666,0.009392759193024017,5.681818181818181,5.966954753431621,0.7745872074489132,0.7081758225701758,True,,a56dc75e4343919f70d3a226aae119a3efd3685ab81db246f6a3f2b07174a6e7,grafos_f800/F5B_40pares/A2-B0-C2-r20__s373769__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=373769, N=2000)"
F5B_40pares,pareado,A2-B0-C2-r28,374545.0,III,unico,2000,6.0,6.0,0.47,0.23,7.76,3947.0,3.947,,,,,0.9735,13.0,0.7055880853285688,0.0895,1682.6,0.4285714285714286,8,0.04,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r28_III,0.0019744872436218,,,,,,,,,,,,,False,A2-B0-C2-r28_III,0.4134999999999997,69,0.5594999999999996,41,0.5759999999999874,1,4.519436426981823,10.80574600459123,9.4,97.59301982666548,3947.0,bateria_fase5b_a2b0c2_escala_v2,3947,3.947,0.9735,3,13.0,0.07231552738909473,0.010516666666666665,0.0076262452765372725,37,1.009090909090909,1.0,2.0,1.0,0.028122624778312642,0.027869267798327844,0.00909090909090909,0.9492747747747747,2.0,0.053,33.0,3.0,0.08108108108108109,1.121212121212121,36.0,0.05405405405405406,0.027742781877613365,5.708333333333333,6.142086330935252,0.7055880853285688,0.6864755601172486,True,,6a81293d68bcdece407f5c4a7a6d27d68b22f11874bda9a79cddcb7eb5a1fc76,grafos_f800/F5B_40pares/A2-B0-C2-r28__s374545__unico__N2000.grafo.gz,"reconstruir_regla_a2b0c2(seed=374545, N=2000)"
