N,seed,n_surv,f_surv,excess_L2,excess_max,orden,orden_excess,L2_null_allN,L2_null_surv
4000,10,2024,0.506,0.3538177290978008,0.13488142292490118,0.6532724048213274,0.6323301392942684,0.01479019945774904,0.02079211997282689
4000,11,2027,0.50675,0.3539210603177005,0.1335101134681796,0.6607375674946205,0.6416181020316276,0.01479019945774904,0.020776727901644282
4000,12,2042,0.5105,0.35397132678835447,0.13601860920666015,0.6620720743368294,0.6412629890554516,0.01479019945774904,0.020700277030704064
4000,13,2042,0.5105,0.3541562407339033,0.13699804113614106,0.6482677568448307,0.6273433351308386,0.01479019945774904,0.020700277030704064
4000,14,2036,0.509,0.3539761775142369,0.13285854616895876,0.6495601523535286,0.6302584253472966,0.01479019945774904,0.020730755982716387
4000,15,2029,0.50725,0.35387434939813806,0.13374815179891575,0.6609026286828963,0.6425842559470799,0.01479019945774904,0.020766485491408013
4000,16,2040,0.51,0.35384212350427285,0.1343137254901961,0.653439608865281,0.6338019143642518,0.01479019945774904,0.02071042173948785
4000,17,2038,0.5095,0.35360956727483234,0.12966143277723258,0.6559386851234966,0.6372335504490041,0.01479019945774904,0.02072058137794022
4000,18,2049,0.51225,0.3537321262996112,0.13463884821864325,0.650639555862774,0.6304688931867076,0.01479019945774904,0.02066488759483049
4000,19,2034,0.5085,0.3542722168506213,0.13704523107177974,0.6652714361196803,0.6446326449894805,0.01479019945774904,0.02074094559059769
4000,20,2046,0.5115,0.3539615966067359,0.1345307917888563,0.6514755816826704,0.631682099005453,0.01479019945774904,0.02068003225614861
4000,21,2040,0.51,0.3540267889867396,0.13872549019607844,0.651701527195229,0.6333723823891104,0.01479019945774904,0.02071042173948785
4000,22,2043,0.51075,0.35409873591351115,0.13491189427312777,0.6593942290070194,0.6387119588471489,0.01479019945774904,0.020695210263517477
4000,23,2034,0.5085,0.35364533152817834,0.1301622418879056,0.6565183491767819,0.6371072503056565,0.01479019945774904,0.02074094559059769
4000,24,2012,0.503,0.3536700537879808,0.12997017892644136,0.6578638565183302,0.6375414337301911,0.01479019945774904,0.020854032129629472
4000,25,2040,0.51,0.35364377235284705,0.12892156862745097,0.654433990249344,0.6349952690797925,0.01479019945774904,0.02071042173948785
4000,26,2003,0.50075,0.3537488832092221,0.13111582626060908,0.651596139121384,0.6322218694230933,0.01479019945774904,0.02090083091412035
4000,27,2067,0.51675,0.3547841577870756,0.1430212868892114,0.6643918944123042,0.6442810112785178,0.01479019945774904,0.020574713109670194
4000,28,2038,0.5095,0.3543794800466023,0.14094700686947986,0.6647443253066652,0.6446610372768167,0.01479019945774904,0.02072058137794022
4000,29,2066,0.5165,0.3537166961620074,0.1334704743465634,0.6501857588444115,0.6301480771350725,0.01479019945774904,0.02057969186669641
4000,30,1985,0.49625,0.35472752211499886,0.14099496221662466,0.6651466382024106,0.6451806873760985,0.01479019945774904,0.020995381524041196
4000,31,2046,0.5115,0.35381106426531317,0.13501955034213098,0.6594238349436949,0.639209267912976,0.01479019945774904,0.02068003225614861
4000,32,2012,0.503,0.35477191488182347,0.13841948310139163,0.647250330991164,0.6279772773652811,0.01479019945774904,0.020854032129629472
4000,33,2005,0.50125,0.35435272637579407,0.14133416458852865,0.6555933107362457,0.6350689158667602,0.01479019945774904,0.02089040395866269
4000,34,2016,0.504,0.354090933835206,0.13492063492063494,0.6500815852387481,0.6299047437226246,0.01479019945774904,0.020833333333333332
4000,35,2036,0.509,0.3541185838635189,0.13973477406679763,0.6498094705729718,0.630031689412453,0.01479019945774904,0.020730755982716387
4000,36,2030,0.5075,0.35387617633343055,0.1355911330049261,0.6518091650551402,0.6311367526044633,0.01479019945774904,0.020761369963434993
4000,37,2006,0.5015,0.3539674976979326,0.1362163509471585,0.6622037847621061,0.6424529053804802,0.01479019945774904,0.020885196329525645
4000,38,2062,0.5155,0.3539087740151727,0.1325169738118332,0.6591861270831935,0.6390780970136005,0.01479019945774904,0.02059964309956102
4000,39,2018,0.5045,0.3536217970172871,0.12871655104063429,0.6530240916758231,0.6333359506414513,0.01479019945774904,0.020823007021257375
4000,40,2054,0.5135,0.3544302125576074,0.14520447906523853,0.6627712054176325,0.642294776347044,0.01479019945774904,0.02063972026410075
4000,41,2039,0.50975,0.35406826984508544,0.13346002942618929,0.6622982782823014,0.6415384560461753,0.01479019945774904,0.02071549969021746
4000,42,1993,0.49825,0.354424884755999,0.1444430506773708,0.6591252659085048,0.639090427453326,0.01479019945774904,0.020953200905797078
4000,43,2090,0.5225,0.35377186070866534,0.13433014354066986,0.6527263838980863,0.6325481067868604,0.01479019945774904,0.020461189776778372
4000,44,2041,0.51025,0.35366701713579024,0.13026702596766293,0.6513679995907432,0.631082663841692,0.01479019945774904,0.020705347521173423
4000,45,2035,0.50875,0.35503876792288813,0.14920147420147423,0.655109293819262,0.6351621929590072,0.01479019945774904,0.02073584890896512
4000,46,2032,0.508,0.3549896814139079,0.14763779527559057,0.6669397829054543,0.6476218412777962,0.01479019945774904,0.020751150238492142
4000,47,2025,0.50625,0.3542654492542058,0.1401851851851852,0.6545597116804204,0.6349044635417911,0.01479019945774904,0.020786985482077452
4000,48,2015,0.50375,0.3537166228310088,0.13356079404466503,0.6563711741184601,0.6362106024346441,0.01479019945774904,0.020838502253728793
4000,49,2055,0.51375,0.3538308149133628,0.13193430656934307,0.6468327152280342,0.6270977992089306,0.01479019945774904,0.02063469782327591
4000,50,2014,0.5035,0.35416544788040555,0.14014399205561073,0.660577195625132,0.6412330259329633,0.01479019945774904,0.020843675023388644
