n_corridas,b_brazo_solo,b_brazo_solo_part,b_brazo_con_pico,b_brazo_con_pico_part,ee_b_brazo_con_pico_part,b_pico,frac_efecto_que_sobrevive,rho_pico_masa_intragrafo,p_rho_pico,rho_soporte_masa_intragrafo,p_rho_soporte,sigma_pico
72,0.013249999999999977,26.499999999999954,0.0033061420447588297,6.612284089517659,1.3659889379930468,0.001784820789604296,0.24952015432142155,0.9726022993459118,4.324526767264631e-46,-0.9116031957541783,9.795280775165098e-29,1.3750370197180577
