patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
4,66112,2500,local,6,8,2.985,0.038,1,6.432,1,1.046,0.907,15.499,0.3562,7,20
4,66112,2500,sin_local,-1,8,5.261,0.044,1,5.094,1,0.844,0.92,48.496,0.0966,3,16
4,66112,2500,local_barajado,6,8,3.361,0.057,2,5.425,1,1.179,0.904,14.878,0.0886,6,20
4,66112,2500,local_marco_congelado,6,8,4.418,0.024,0,7.982,0,0.995,0.924,16.08,0.3557,7,20
5,66115,2500,local,6,8,3.975,0.035,1,5.543,1,0.789,0.914,15.69,0.3497,7,20
5,66115,2500,sin_local,-1,8,5.394,0.041,1,5.311,1,0.922,0.918,53.037,0.0796,4,17
5,66115,2500,local_barajado,6,8,3.329,0.058,1,6.017,1,1.086,0.922,15.256,0.0943,6,20
5,66115,2500,local_marco_congelado,6,8,3.502,0.031,0,7.97,0,1.03,0.904,15.488,0.3443,9,20
1,66103,2500,local,6,8,3.832,0.04,1,6.529,1,1.039,0.904,15.59,0.3456,7,20
1,66103,2500,sin_local,-1,8,5.669,0.042,1,5.66,1,0.907,0.911,52.693,0.0901,3,17
1,66103,2500,local_barajado,6,8,3.386,0.053,2,6.267,1,1.194,0.911,15.118,0.0966,6,20
1,66103,2500,local_marco_congelado,6,8,3.703,0.041,0,7.982,0,1.094,0.901,15.648,0.356,9,20
0,66100,2500,local,6,8,3.865,0.031,3,6.745,1,0.952,0.916,15.664,0.3558,7,20
0,66100,2500,sin_local,-1,8,5.596,0.049,1,4.892,1,0.949,0.916,53.202,0.0857,4,17
0,66100,2500,local_barajado,6,8,3.423,0.054,1,5.655,1,1.046,0.917,15.118,0.0902,6,20
0,66100,2500,local_marco_congelado,6,8,3.537,0.039,0,7.98,0,1.025,0.916,15.699,0.3529,7,20
3,66109,2500,local,6,8,4.195,0.016,1,6.335,1,0.935,0.908,15.907,0.3383,6,20
3,66109,2500,sin_local,-1,8,5.393,0.045,1,4.155,1,0.8,0.916,51.805,0.0887,4,17
3,66109,2500,local_barajado,6,8,3.351,0.057,1,5.094,1,1.078,0.912,15.002,0.0848,6,20
3,66109,2500,local_marco_congelado,6,8,3.686,0.038,0,7.981,0,1.056,0.908,15.534,0.3345,8,20
2,66106,2500,local,6,8,4.574,0.026,1,5.568,1,0.955,0.922,16.106,0.3461,7,20
2,66106,2500,sin_local,-1,8,5.371,0.047,1,5.2,1,1.021,0.914,51.213,0.0837,3,17
2,66106,2500,local_barajado,6,8,3.345,0.054,1,5.373,1,1.125,0.926,15.28,0.0909,6,20
2,66106,2500,local_marco_congelado,6,8,3.7,0.038,0,7.966,0,1.126,0.918,15.907,0.3338,8,20
6,66118,2500,local,6,8,4.02,0.026,1,6.548,1,1.03,0.911,15.597,0.3183,7,20
6,66118,2500,sin_local,-1,8,5.249,0.043,1,5.308,1,0.893,0.905,50.726,0.09,4,17
6,66118,2500,local_barajado,6,8,3.326,0.056,1,5.835,1,1.176,0.913,14.995,0.0839,6,20
6,66118,2500,local_marco_congelado,6,8,3.93,0.036,0,7.982,0,1.084,0.916,15.739,0.3458,8,20
10,66130,2500,local,6,8,3.645,0.035,1,6.277,1,0.907,0.914,15.558,0.3541,8,20
10,66130,2500,sin_local,-1,8,4.85,0.037,1,4.956,1,0.974,0.92,48.163,0.0907,4,16
10,66130,2500,local_barajado,6,8,3.403,0.056,2,5.975,1,1.066,0.91,15.05,0.0808,6,20
10,66130,2500,local_marco_congelado,6,8,3.583,0.029,0,7.975,0,1.089,0.916,15.653,0.3442,8,20
11,66133,2500,local,6,8,3.446,0.041,3,6.407,1,1.045,0.916,15.606,0.3277,7,20
11,66133,2500,sin_local,-1,8,5.348,0.045,1,4.531,1,0.802,0.917,48.15,0.0956,4,16
11,66133,2500,local_barajado,6,8,3.418,0.057,1,5.878,1,1.031,0.919,15.158,0.086,6,20
11,66133,2500,local_marco_congelado,6,8,3.709,0.036,0,7.974,0,1.04,0.917,15.611,0.335,8,20
8,66124,2500,local,6,8,3.581,0.039,1,5.999,1,0.987,0.92,15.68,0.3517,7,20
8,66124,2500,sin_local,-1,8,5.31,0.044,1,4.126,1,0.875,0.91,51.426,0.0923,3,17
8,66124,2500,local_barajado,6,8,3.279,0.058,1,5.518,1,1.011,0.906,14.933,0.0948,1,20
8,66124,2500,local_marco_congelado,6,8,3.171,0.047,0,7.977,0,1.07,0.915,15.432,0.3595,8,20
7,66121,2500,local,6,8,4.26,0.024,1,6.232,1,0.767,0.908,15.675,0.3354,7,20
7,66121,2500,sin_local,-1,8,5.362,0.044,1,5.562,1,0.776,0.905,51.342,0.0914,3,17
7,66121,2500,local_barajado,6,8,3.256,0.055,1,5.918,1,1.159,0.908,14.986,0.0938,6,20
7,66121,2500,local_marco_congelado,6,8,3.575,0.038,0,7.977,0,1.072,0.9,15.232,0.3465,8,20
9,66127,2500,local,6,8,3.278,0.038,1,6.454,1,1.06,0.911,15.419,0.3522,8,20
9,66127,2500,sin_local,-1,8,5.344,0.051,1,5.365,1,1.044,0.922,53.338,0.0865,4,17
9,66127,2500,local_barajado,6,8,3.302,0.056,1,6.746,1,1.226,0.916,15.155,0.0843,6,20
9,66127,2500,local_marco_congelado,6,8,3.505,0.041,0,7.981,0,1.073,0.907,15.232,0.3341,8,20
12,66136,2500,local,6,8,3.588,0.041,0,7.086,0,0.932,0.904,15.456,0.3458,8,20
12,66136,2500,sin_local,-1,8,4.962,0.046,2,5.042,1,1.049,0.904,50.582,0.0873,4,17
12,66136,2500,local_barajado,6,8,3.379,0.055,1,5.977,1,1.169,0.915,15.051,0.0854,6,20
12,66136,2500,local_marco_congelado,6,8,3.509,0.037,0,7.984,0,1.121,0.916,15.606,0.3264,8,20
14,66142,2500,local,6,8,4.243,0.028,2,6.71,1,1.033,0.906,15.742,0.3563,7,20
14,66142,2500,sin_local,-1,8,5.419,0.047,1,4.473,1,0.851,0.91,51.122,0.0838,4,17
14,66142,2500,local_barajado,6,8,3.313,0.055,1,6.1,1,1.102,0.917,15.106,0.0919,6,20
14,66142,2500,local_marco_congelado,6,8,3.703,0.033,0,7.981,0,1.144,0.913,15.544,0.3621,7,20
13,66139,2500,local,6,8,3.659,0.026,1,6.299,1,0.887,0.897,15.603,0.3496,9,20
13,66139,2500,sin_local,-1,8,5.43,0.048,1,4.139,1,0.874,0.914,51.36,0.0879,3,17
13,66139,2500,local_barajado,6,8,3.411,0.055,2,5.73,1,1.152,0.919,15.058,0.0922,6,20
13,66139,2500,local_marco_congelado,6,8,3.631,0.029,0,7.98,0,0.97,0.908,15.491,0.3602,7,20
15,66145,2500,local,6,8,4.24,0.021,1,5.924,1,0.873,0.914,15.802,0.329,9,20
15,66145,2500,sin_local,-1,8,5.277,0.049,1,4.414,1,0.997,0.902,50.427,0.0949,4,17
15,66145,2500,local_barajado,6,8,3.346,0.058,1,5.367,1,0.966,0.91,14.952,0.095,6,20
15,66145,2500,local_marco_congelado,6,8,3.583,0.027,0,7.983,0,1.014,0.918,16.011,0.3483,8,20
17,66151,2500,local,6,8,4.205,0.022,1,6.321,1,0.83,0.906,15.496,0.3622,8,20
17,66151,2500,sin_local,-1,8,5.22,0.05,1,5.462,1,0.873,0.905,51.798,0.0884,4,17
17,66151,2500,local_barajado,6,8,3.317,0.058,5,6.194,1,1.164,0.919,15.099,0.086,6,20
17,66151,2500,local_marco_congelado,6,8,3.36,0.044,0,7.973,0,1.091,0.904,15.378,0.3435,7,20
16,66148,2500,local,6,8,3.73,0.027,1,6.536,1,0.958,0.907,15.571,0.3592,9,20
16,66148,2500,sin_local,-1,8,5.358,0.045,1,4.329,1,0.847,0.912,52.25,0.0853,4,17
16,66148,2500,local_barajado,6,8,3.4,0.055,1,5.822,1,1.136,0.911,14.997,0.0863,6,20
16,66148,2500,local_marco_congelado,6,8,3.38,0.038,0,7.971,0,1.02,0.913,15.507,0.3467,7,20
18,66154,2500,local,6,8,3.714,0.036,1,6.662,1,0.971,0.909,15.531,0.3389,7,20
18,66154,2500,sin_local,-1,8,5.507,0.044,1,4.992,1,0.909,0.921,53.126,0.0813,4,17
18,66154,2500,local_barajado,6,8,3.306,0.057,1,5.62,1,1.033,0.91,14.998,0.0866,6,20
18,66154,2500,local_marco_congelado,6,8,3.751,0.039,0,7.978,0,1.19,0.919,15.907,0.3512,7,20
19,66157,2500,local,6,8,3.401,0.036,2,6.746,1,0.937,0.916,15.677,0.3429,7,20
19,66157,2500,sin_local,-1,8,5.504,0.05,1,4.334,1,0.91,0.908,50.84,0.0796,4,17
19,66157,2500,local_barajado,6,8,3.302,0.054,2,5.775,1,1.124,0.912,15.066,0.0864,6,20
19,66157,2500,local_marco_congelado,6,8,3.454,0.036,0,7.981,0,1.071,0.904,15.579,0.3621,7,20
20,66160,2500,local,6,8,4.105,0.029,1,6.776,1,0.904,0.902,15.635,0.3401,8,20
20,66160,2500,sin_local,-1,8,4.943,0.054,1,5.736,1,0.932,0.908,52.198,0.0792,4,17
20,66160,2500,local_barajado,6,8,3.276,0.054,1,5.908,1,1.184,0.919,15.17,0.09,6,20
20,66160,2500,local_marco_congelado,6,8,3.818,0.038,0,7.98,0,1.101,0.912,15.706,0.3495,8,20
22,66166,2500,local,6,8,3.545,0.036,1,6.387,1,0.951,0.922,15.909,0.3389,7,20
22,66166,2500,sin_local,-1,8,5.422,0.044,1,4.918,1,0.909,0.919,53.477,0.0794,3,17
22,66166,2500,local_barajado,6,8,3.413,0.056,1,5.54,1,1.086,0.918,15.197,0.0864,6,20
22,66166,2500,local_marco_congelado,6,8,3.393,0.043,0,7.973,0,1.061,0.916,15.664,0.369,8,20
21,66163,2500,local,6,8,3.903,0.03,1,6.265,1,0.881,0.907,15.771,0.3405,7,20
21,66163,2500,sin_local,-1,8,4.17,0.049,1,3.701,1,0.95,0.916,52.843,0.091,4,17
21,66163,2500,local_barajado,6,8,3.332,0.057,1,6.135,1,1.103,0.908,14.947,0.0876,6,20
21,66163,2500,local_marco_congelado,6,8,3.759,0.021,0,7.979,0,0.956,0.907,15.685,0.351,8,20
23,66169,2500,local,6,8,4.054,0.035,1,6.133,1,1.057,0.918,15.835,0.3415,9,20
23,66169,2500,sin_local,-1,8,5.609,0.043,1,3.768,1,0.762,0.907,51.355,0.0904,3,17
23,66169,2500,local_barajado,6,8,3.288,0.055,1,5.872,1,1.122,0.903,14.875,0.0836,6,20
23,66169,2500,local_marco_congelado,6,8,3.933,0.027,0,7.973,0,0.939,0.914,15.632,0.3585,8,20
25,66175,2500,local,6,8,3.576,0.039,1,6.651,1,1.034,0.916,15.898,0.3294,8,20
25,66175,2500,sin_local,-1,8,5.35,0.051,1,4.636,1,0.931,0.921,52.683,0.0852,4,17
25,66175,2500,local_barajado,6,8,3.442,0.052,1,5.921,1,1.217,0.923,15.254,0.0838,6,20
25,66175,2500,local_marco_congelado,6,8,3.619,0.034,0,7.974,0,1.028,0.925,15.698,0.3253,8,20
26,66178,2500,local,6,8,4.452,0.019,1,5.95,1,0.941,0.903,15.653,0.3457,8,20
26,66178,2500,sin_local,-1,8,5.126,0.046,2,5.494,1,1.002,0.912,51.742,0.0861,4,17
26,66178,2500,local_barajado,6,8,3.365,0.057,1,5.985,1,1.098,0.914,15.147,0.0806,6,20
26,66178,2500,local_marco_congelado,6,8,3.673,0.037,0,7.979,0,1.044,0.91,15.514,0.3512,8,20
24,66172,2500,local,6,8,4.158,0.024,2,6.407,1,0.914,0.91,15.779,0.3748,8,20
24,66172,2500,sin_local,-1,8,5.379,0.046,3,5.814,1,0.928,0.906,52.246,0.0901,4,17
24,66172,2500,local_barajado,6,8,3.419,0.058,2,5.228,1,1.211,0.911,15.03,0.0863,6,20
24,66172,2500,local_marco_congelado,6,8,3.489,0.036,0,7.98,0,1.013,0.916,15.691,0.346,9,20
28,66184,2500,local,6,8,3.786,0.032,3,6.664,1,0.91,0.904,15.557,0.3247,8,20
28,66184,2500,sin_local,-1,8,5.44,0.041,1,5.476,1,0.894,0.916,48.026,0.095,4,16
28,66184,2500,local_barajado,6,8,3.311,0.057,1,5.376,1,1.179,0.917,15.104,0.0794,6,20
28,66184,2500,local_marco_congelado,6,8,3.854,0.031,0,7.98,0,0.999,0.905,15.568,0.3493,8,20
27,66181,2500,local,6,8,4.017,0.037,1,6.169,1,0.985,0.912,15.682,0.3452,7,20
27,66181,2500,sin_local,-1,8,5.173,0.046,1,5.41,1,0.921,0.902,51.774,0.083,4,17
27,66181,2500,local_barajado,6,8,3.381,0.058,2,5.269,1,1.211,0.916,15.245,0.0959,6,20
27,66181,2500,local_marco_congelado,6,8,4.269,0.027,0,7.978,0,0.954,0.905,15.686,0.3486,1,20
29,66187,2500,local,6,8,3.211,0.035,1,6.63,1,0.939,0.916,15.526,0.353,9,20
29,66187,2500,sin_local,-1,8,5.063,0.048,1,4.57,1,0.857,0.906,51.581,0.0798,4,17
29,66187,2500,local_barajado,6,8,3.385,0.055,3,5.686,1,1.116,0.911,15.038,0.0897,6,20
29,66187,2500,local_marco_congelado,6,8,3.767,0.032,0,7.98,0,0.99,0.905,15.595,0.3373,9,20
33,66199,2500,local,6,8,3.588,0.041,3,6.474,1,0.85,0.904,15.464,0.3378,8,20
33,66199,2500,sin_local,-1,8,4.82,0.041,2,5.375,1,0.915,0.901,50.806,0.0845,4,17
33,66199,2500,local_barajado,6,8,3.249,0.058,2,6.015,1,1.271,0.898,14.901,0.0913,6,20
33,66199,2500,local_marco_congelado,6,8,3.383,0.029,0,7.976,0,1.028,0.908,15.574,0.3486,8,20
31,66193,2500,local,6,8,3.649,0.03,2,5.894,1,1.005,0.916,15.808,0.3494,8,20
31,66193,2500,sin_local,-1,8,5.371,0.046,1,3.581,1,0.9,0.91,51.086,0.0816,4,17
31,66193,2500,local_barajado,6,8,3.366,0.06,1,5.45,1,1.116,0.903,14.784,0.0872,6,20
31,66193,2500,local_marco_congelado,6,8,3.954,0.036,0,7.973,0,0.978,0.918,16.048,0.3397,7,20
34,66202,2500,local,6,8,3.472,0.042,1,6.142,1,1.001,0.914,15.765,0.3387,8,20
34,66202,2500,sin_local,-1,8,5.138,0.046,3,5.429,1,1.0,0.92,53.357,0.0777,4,17
34,66202,2500,local_barajado,6,8,3.373,0.055,1,5.67,1,1.193,0.912,15.117,0.0958,6,20
34,66202,2500,local_marco_congelado,6,8,3.895,0.031,0,7.98,0,1.089,0.914,15.829,0.3629,7,20
32,66196,2500,local,6,8,3.642,0.037,3,6.237,1,0.922,0.913,15.59,0.3418,8,20
32,66196,2500,sin_local,-1,8,5.078,0.042,1,5.021,1,0.83,0.912,52.41,0.0883,4,17
32,66196,2500,local_barajado,6,8,3.34,0.054,2,6.474,1,1.165,0.912,15.059,0.087,6,20
32,66196,2500,local_marco_congelado,6,8,3.575,0.04,0,7.979,0,1.063,0.904,15.448,0.3387,8,20
35,66205,2500,local,6,8,3.849,0.04,1,6.568,1,0.878,0.912,15.728,0.3536,7,20
35,66205,2500,sin_local,-1,8,5.184,0.049,1,5.79,1,0.886,0.915,53.13,0.0855,3,17
35,66205,2500,local_barajado,6,8,3.318,0.056,1,6.154,1,1.121,0.917,15.131,0.0865,6,20
35,66205,2500,local_marco_congelado,6,8,4.385,0.021,0,7.979,0,1.035,0.924,15.805,0.3607,7,20
30,66190,2500,local,6,8,3.314,0.036,2,6.708,1,1.016,0.904,15.517,0.3376,8,20
30,66190,2500,sin_local,-1,8,4.367,0.045,1,5.103,1,0.819,0.916,53.174,0.0869,4,17
30,66190,2500,local_barajado,6,8,3.31,0.053,2,5.962,1,1.104,0.914,15.013,0.0853,6,20
30,66190,2500,local_marco_congelado,6,8,4.178,0.033,0,7.973,0,0.944,0.908,15.733,0.3378,8,20
