patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
1,66103,5000,local,5,8,2.712,0.029,0,7.5,0,0.88,0.904,13.118,0.4519,20,20
1,66103,5000,sin_local,-1,8,5.423,0.041,1,6.106,1,0.951,0.922,48.317,0.0886,4,16
1,66103,5000,local_barajado,5,8,3.424,0.054,1,7.084,1,1.18,0.912,12.665,0.112,7,20
1,66103,5000,local_marco_congelado,5,8,2.682,0.031,0,7.985,0,1.029,0.898,12.967,0.4646,17,20
5,66115,5000,local,5,8,2.844,0.033,0,7.675,0,0.889,0.906,13.062,0.4614,18,20
5,66115,5000,sin_local,-1,8,5.627,0.04,1,5.643,1,0.951,0.913,53.139,0.078,4,17
5,66115,5000,local_barajado,5,8,3.406,0.054,1,6.933,1,1.242,0.915,12.716,0.1035,7,20
5,66115,5000,local_marco_congelado,5,8,2.674,0.029,0,7.987,0,1.035,0.899,12.979,0.4737,2,20
0,66100,5000,local,5,8,3.023,0.033,0,7.373,0,0.856,0.907,13.116,0.4624,14,20
0,66100,5000,sin_local,-1,8,5.729,0.043,2,6.433,1,0.895,0.916,52.097,0.0832,4,17
0,66100,5000,local_barajado,5,8,3.411,0.057,2,6.886,1,1.173,0.909,12.637,0.1036,7,20
0,66100,5000,local_marco_congelado,5,8,2.631,0.028,0,7.991,0,1.018,0.902,13.046,0.47,17,20
2,66106,5000,local,5,8,2.845,0.027,1,7.288,1,0.815,0.906,13.093,0.4532,15,20
2,66106,5000,sin_local,-1,8,5.608,0.044,2,6.13,1,0.961,0.909,52.003,0.0842,4,17
2,66106,5000,local_barajado,5,8,3.461,0.048,0,7.362,0,1.158,0.914,12.75,0.1137,7,20
2,66106,5000,local_marco_congelado,5,8,3.001,0.031,0,7.987,0,0.981,0.908,13.06,0.4599,15,20
4,66112,5000,local,5,8,3.044,0.022,1,7.285,1,0.867,0.903,13.03,0.4494,16,20
4,66112,5000,sin_local,-1,8,5.921,0.041,2,5.68,1,0.922,0.914,53.35,0.0787,4,17
4,66112,5000,local_barajado,5,8,3.423,0.057,1,6.454,1,1.149,0.908,12.59,0.1055,7,20
4,66112,5000,local_marco_congelado,5,8,2.938,0.028,0,7.992,0,1.003,0.894,12.91,0.4502,17,20
3,66109,5000,local,5,8,2.895,0.027,0,7.417,0,0.861,0.903,12.92,0.456,18,20
3,66109,5000,sin_local,-1,8,6.11,0.036,3,6.011,1,0.925,0.908,52.189,0.0876,4,17
3,66109,5000,local_barajado,5,8,3.477,0.056,1,6.958,1,1.202,0.913,12.642,0.1006,7,20
3,66109,5000,local_marco_congelado,5,8,2.841,0.028,0,7.99,0,1.051,0.905,13.072,0.4644,18,20
6,66118,5000,local,5,8,2.728,0.034,1,7.351,1,0.914,0.888,12.906,0.4775,16,20
6,66118,5000,sin_local,-1,8,5.643,0.041,1,6.158,1,0.911,0.913,52.891,0.0805,1,17
