patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
1,66103,5000,local,8,8,4.877,0.045,1,4.881,1,0.941,0.911,21.079,0.2206,6,20
1,66103,5000,sin_local,-1,8,5.287,0.036,1,6.663,1,1.0,0.917,48.205,0.0851,4,16
1,66103,5000,local_barajado,8,8,4.003,0.045,1,5.884,1,1.183,0.907,19.586,0.0658,5,20
1,66103,5000,local_marco_congelado,8,8,6.338,0.026,0,7.989,0,1.054,0.904,20.754,0.2196,6,20
4,66112,5000,local,8,8,4.765,0.038,2,6.362,1,0.944,0.912,20.836,0.2198,6,20
4,66112,5000,sin_local,-1,8,5.733,0.039,2,6.159,1,1.007,0.909,52.824,0.0745,4,17
4,66112,5000,local_barajado,8,8,4.007,0.055,1,6.445,1,1.135,0.906,19.634,0.0611,5,20
4,66112,5000,local_marco_congelado,8,8,4.764,0.041,0,7.987,0,1.133,0.914,20.97,0.221,6,20
0,66100,5000,local,8,8,5.154,0.035,1,5.887,1,0.983,0.909,20.889,0.2244,5,20
0,66100,5000,sin_local,-1,8,5.852,0.037,1,5.049,1,1.04,0.916,53.176,0.0795,4,17
0,66100,5000,local_barajado,8,8,4.09,0.046,1,6.052,1,1.177,0.915,19.8,0.0626,5,20
0,66100,5000,local_marco_congelado,8,8,5.053,0.04,0,7.99,0,1.146,0.903,20.705,0.2219,5,20
5,66115,5000,local,8,8,5.065,0.034,1,5.476,1,0.941,0.909,20.909,0.2173,6,20
5,66115,5000,sin_local,-1,8,5.902,0.041,1,5.134,1,1.064,0.91,52.662,0.0804,4,17
5,66115,5000,local_barajado,8,8,3.991,0.054,1,6.47,1,1.141,0.916,19.894,0.0598,5,20
5,66115,5000,local_marco_congelado,8,8,5.217,0.015,0,7.988,0,1.021,0.906,20.936,0.2402,5,20
2,66106,5000,local,8,8,6.179,0.02,1,6.071,1,0.952,0.913,21.074,0.2177,5,20
2,66106,5000,sin_local,-1,8,6.089,0.044,1,5.92,1,0.899,0.9,51.868,0.0792,4,17
2,66106,5000,local_barajado,8,8,4.145,0.046,1,5.906,1,1.085,0.911,19.677,0.0581,5,20
2,66106,5000,local_marco_congelado,8,8,4.964,0.042,0,7.987,0,0.965,0.921,21.098,0.23,6,20
3,66109,5000,local,8,8,5.047,0.045,2,6.162,1,0.975,0.91,21.171,0.218,5,20
3,66109,5000,sin_local,-1,8,5.947,0.041,1,6.033,1,0.925,0.915,53.287,0.0851,5,17
3,66109,5000,local_barajado,8,8,4.052,0.051,1,6.047,1,1.106,0.914,19.81,0.0671,5,20
3,66109,5000,local_marco_congelado,8,8,5.258,0.027,0,7.989,0,0.967,0.911,21.182,0.2192,6,20
6,66118,5000,local,8,8,5.91,0.035,3,6.876,1,0.952,0.911,21.097,0.2302,6,20
6,66118,5000,sin_local,-1,8,6.221,0.038,1,5.799,1,0.85,0.914,51.997,0.0805,3,17
6,66118,5000,local_barajado,8,8,4.009,0.057,1,6.534,1,1.173,0.909,19.751,0.0648,5,20
6,66118,5000,local_marco_congelado,8,8,5.211,0.038,0,7.989,0,1.12,0.911,21.13,0.2147,5,20
7,66121,5000,local,8,8,6.0,0.033,1,6.477,1,1.019,0.913,21.106,0.2151,4,20
7,66121,5000,sin_local,-1,8,4.617,0.042,1,6.147,1,0.984,0.909,52.711,0.0804,4,17
7,66121,5000,local_barajado,8,8,4.033,0.046,2,5.696,1,1.199,0.914,19.806,0.0585,5,20
7,66121,5000,local_marco_congelado,8,8,4.957,0.032,0,7.982,0,0.984,0.906,20.707,0.2222,6,20
8,66124,5000,local,8,8,5.224,0.036,2,5.85,1,0.954,0.914,21.047,0.2238,5,20
8,66124,5000,sin_local,-1,8,5.877,0.038,1,5.914,1,0.989,0.911,52.326,0.0802,4,17
8,66124,5000,local_barajado,8,8,4.211,0.041,1,5.256,1,1.099,0.917,19.87,0.0623,6,20
8,66124,5000,local_marco_congelado,8,8,5.151,0.03,0,7.987,0,1.069,0.911,21.204,0.2306,5,20
9,66127,5000,local,8,8,6.477,0.029,2,6.223,1,1.139,0.914,21.164,0.221,5,20
9,66127,5000,sin_local,-1,8,5.554,0.033,1,6.14,1,0.953,0.914,52.868,0.074,4,17
9,66127,5000,local_barajado,8,8,4.042,0.05,1,5.91,1,1.15,0.909,19.707,0.0625,5,20
9,66127,5000,local_marco_congelado,8,8,6.255,0.03,0,7.992,0,0.943,0.906,20.922,0.2165,6,20
11,66133,5000,local,8,8,4.835,0.026,2,6.347,1,0.965,0.917,20.97,0.2249,5,20
11,66133,5000,sin_local,-1,8,5.928,0.033,1,4.985,1,0.941,0.905,51.745,0.0914,4,17
11,66133,5000,local_barajado,8,8,4.067,0.053,1,5.834,1,1.183,0.912,19.77,0.0624,5,20
11,66133,5000,local_marco_congelado,8,8,6.583,0.031,0,7.991,0,1.002,0.912,21.125,0.2185,5,20
10,66130,5000,local,8,8,4.945,0.035,1,5.834,1,0.867,0.915,20.943,0.2222,6,20
10,66130,5000,sin_local,-1,8,5.927,0.036,2,6.314,1,0.844,0.916,53.012,0.0826,4,17
10,66130,5000,local_barajado,8,8,4.1,0.044,1,6.08,1,1.157,0.908,19.709,0.0648,5,20
10,66130,5000,local_marco_congelado,8,8,5.135,0.028,0,7.992,0,1.127,0.914,21.39,0.2202,6,20
12,66136,5000,local,8,8,4.857,0.035,3,6.004,1,1.015,0.916,21.015,0.2218,5,20
12,66136,5000,sin_local,-1,8,5.855,0.043,1,5.997,1,1.109,0.912,52.736,0.0771,4,17
12,66136,5000,local_barajado,8,8,4.056,0.045,1,5.637,1,1.029,0.904,19.573,0.0667,5,20
12,66136,5000,local_marco_congelado,8,8,6.563,0.035,0,7.989,0,1.1,0.917,21.261,0.2205,5,20
