patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
0,66100,5000,local,6,8,4.218,0.022,1,6.822,1,0.896,0.906,15.68,0.3235,8,20
0,66100,5000,sin_local,-1,8,5.81,0.036,2,6.402,1,0.9,0.898,50.961,0.0869,4,17
0,66100,5000,local_barajado,6,8,3.409,0.053,3,6.994,1,1.227,0.91,14.982,0.0915,7,20
0,66100,5000,local_marco_congelado,6,8,3.549,0.035,0,7.991,0,1.035,0.913,15.659,0.335,9,20
1,66103,5000,local,6,8,3.713,0.037,0,7.19,0,0.98,0.908,15.478,0.3327,9,20
1,66103,5000,sin_local,-1,8,6.104,0.041,2,6.455,1,0.965,0.903,51.548,0.0758,4,17
1,66103,5000,local_barajado,6,8,3.4,0.054,1,6.426,1,1.161,0.915,15.053,0.0878,7,20
1,66103,5000,local_marco_congelado,6,8,3.196,0.033,0,7.987,0,0.968,0.908,15.697,0.3218,8,20
5,66115,5000,local,6,8,3.464,0.038,1,7.082,1,0.878,0.911,15.616,0.3576,9,20
5,66115,5000,sin_local,-1,8,5.873,0.038,1,5.474,1,0.956,0.915,53.018,0.0814,4,17
5,66115,5000,local_barajado,6,8,3.361,0.046,1,6.483,1,1.243,0.915,15.126,0.0896,6,20
5,66115,5000,local_marco_congelado,6,8,3.554,0.037,0,7.988,0,1.051,0.908,15.54,0.3417,9,20
4,66112,5000,local,6,8,3.724,0.044,0,7.411,0,1.035,0.909,15.623,0.3484,8,20
4,66112,5000,sin_local,-1,8,5.75,0.043,1,5.953,1,1.037,0.905,52.11,0.0906,4,17
4,66112,5000,local_barajado,6,8,3.46,0.057,3,6.642,1,1.06,0.907,14.918,0.0885,6,20
4,66112,5000,local_marco_congelado,6,8,4.363,0.027,0,7.992,0,0.968,0.914,15.818,0.3595,8,20
2,66106,5000,local,6,8,3.661,0.039,1,7.216,1,1.036,0.915,15.74,0.3543,8,20
2,66106,5000,sin_local,-1,8,6.149,0.042,3,6.465,1,0.902,0.909,53.289,0.0812,4,17
2,66106,5000,local_barajado,6,8,3.362,0.057,5,6.996,1,1.193,0.914,15.09,0.0911,6,20
2,66106,5000,local_marco_congelado,6,8,3.648,0.033,0,7.99,0,1.095,0.902,15.531,0.3623,8,20
3,66109,5000,local,6,8,3.47,0.043,1,7.095,1,0.864,0.917,15.762,0.3503,8,20
3,66109,5000,sin_local,-1,8,6.236,0.039,1,4.681,1,1.028,0.913,53.23,0.0922,4,17
3,66109,5000,local_barajado,6,8,3.476,0.054,1,4.637,1,1.22,0.909,15.021,0.0961,6,20
3,66109,5000,local_marco_congelado,6,8,3.54,0.034,0,7.987,0,1.086,0.91,15.577,0.3527,9,20
8,66124,5000,local,6,8,4.017,0.027,1,7.144,1,0.964,0.913,15.628,0.3411,8,20
8,66124,5000,sin_local,-1,8,5.734,0.036,1,5.919,1,0.988,0.909,52.69,0.0807,4,17
8,66124,5000,local_barajado,6,8,3.464,0.055,0,7.16,0,1.229,0.908,15.019,0.0926,6,20
8,66124,5000,local_marco_congelado,6,8,3.829,0.027,0,7.989,0,1.051,0.908,15.504,0.3389,9,20
9,66127,5000,local,6,8,3.983,0.028,1,6.767,1,0.996,0.913,15.622,0.3564,1,20
9,66127,5000,sin_local,-1,8,6.056,0.039,2,6.174,1,0.863,0.906,52.473,0.0827,4,17
9,66127,5000,local_barajado,6,8,3.362,0.048,1,7.242,1,1.136,0.909,15.023,0.0888,6,20
