point_id,g_level,acople,seed,dim,viable,expande,estable,diam_fin,gig_fin,corr_masa_grado_ok
101,0.6,masa,11,d2,0,0,1,7,0.796,1
101,0.6,masa,11,d3,0,0,1,5,0.933,1
101,0.6,masa,11,d4,0,0,1,6,0.977,1
101,0.6,masa,11,curv,1,1,1,11,0.9,0
102,0.6,masa,12,d1,0,0,0,1,0.102,1
102,0.6,masa,12,d2,0,0,1,8,0.782,1
102,0.6,masa,12,d3,0,0,1,6,0.945,1
102,0.6,masa,12,d4,0,0,1,5,0.961,1
102,0.6,masa,12,curv,0,0,1,8,0.906,1
100,0.6,masa,10,d1,0,0,0,1,0.086,1
100,0.6,masa,10,d2,0,0,1,6,0.82,1
100,0.6,masa,10,d3,1,1,1,8,0.924,1
100,0.6,masa,10,d4,0,0,1,5,0.977,1
100,0.6,masa,10,curv,0,0,1,7,0.889,1
103,0.6,masa,13,d1,0,0,0,3,0.078,1
103,0.6,masa,13,d2,0,0,1,7,0.844,1
103,0.6,masa,13,d3,0,0,1,6,0.945,1
103,0.6,masa,13,d4,0,0,1,5,0.988,1
103,0.6,masa,13,curv,1,1,1,9,0.87,1
106,0.6,masa,16,d1,0,0,0,1,0.07,1
106,0.6,masa,16,d2,0,0,1,7,0.702,1
106,0.6,masa,16,d3,0,0,1,6,0.936,1
106,0.6,masa,16,d4,0,0,1,4,0.953,1
106,0.6,masa,16,curv,0,0,1,7,0.906,1
104,0.6,masa,14,d1,0,0,0,5,0.074,1
104,0.6,masa,14,d2,0,0,1,8,0.848,1
104,0.6,masa,14,d3,0,0,1,6,0.933,1
104,0.6,masa,14,d4,0,0,1,4,0.977,1
104,0.6,masa,14,curv,0,0,1,7,0.914,1
105,0.6,masa,15,d1,0,0,0,3,0.09,1
105,0.6,masa,15,d2,0,0,1,8,0.844,1
105,0.6,masa,15,d3,0,0,1,7,0.953,1
105,0.6,masa,15,d4,0,0,1,4,0.988,1
105,0.6,masa,15,curv,0,0,1,7,0.909,1
111,0.6,masa,21,d1,0,0,0,5,0.09,1
111,0.6,masa,21,d2,0,0,1,8,0.837,1
111,0.6,masa,21,d3,0,0,1,7,0.942,1
111,0.6,masa,21,d4,0,0,1,4,0.977,1
111,0.6,masa,21,curv,0,0,1,8,0.889,1
107,0.6,masa,17,d1,0,0,0,1,0.07,1
107,0.6,masa,17,d2,0,0,1,7,0.848,1
107,0.6,masa,17,d3,0,0,1,5,0.936,1
107,0.6,masa,17,d4,0,0,1,5,0.965,1
107,0.6,masa,17,curv,0,0,1,7,0.895,1
108,0.6,masa,18,d1,0,0,0,5,0.156,0
108,0.6,masa,18,d2,0,0,1,7,0.83,0
108,0.6,masa,18,d3,0,0,1,5,0.939,0
108,0.6,masa,18,d4,0,0,1,6,0.969,0
108,0.6,masa,18,curv,0,0,1,7,0.881,0
109,0.6,masa,19,d1,0,0,0,3,0.098,1
109,0.6,masa,19,d2,0,0,1,7,0.858,1
109,0.6,masa,19,d3,1,1,1,7,0.927,1
109,0.6,masa,19,d4,0,0,1,4,0.965,1
109,0.6,masa,19,curv,0,0,1,8,0.895,1
110,0.6,masa,20,d1,0,0,0,2,0.082,1
110,0.6,masa,20,d2,0,0,1,8,0.803,1
110,0.6,masa,20,d3,0,0,1,7,0.959,1
110,0.6,masa,20,d4,0,0,1,5,0.984,1
110,0.6,masa,20,curv,0,0,1,7,0.914,1
112,0.6,masa,22,d1,0,0,0,4,0.082,1
112,0.6,masa,22,d2,0,0,1,9,0.817,1
112,0.6,masa,22,d3,0,0,1,6,0.892,1
112,0.6,masa,22,d4,0,0,1,4,0.961,1
112,0.6,masa,22,curv,0,0,1,6,0.9,1
115,0.6,masa,25,d1,0,0,0,3,0.09,1
115,0.6,masa,25,d2,0,0,1,7,0.765,1
115,0.6,masa,25,d3,0,0,1,8,0.924,1
115,0.6,masa,25,d4,0,0,1,5,0.973,1
115,0.6,masa,25,curv,0,0,1,5,0.845,1
113,0.6,masa,23,d1,0,0,0,4,0.105,1
113,0.6,masa,23,d2,0,0,1,9,0.792,1
113,0.6,masa,23,d3,0,0,1,7,0.921,1
113,0.6,masa,23,d4,0,0,1,4,0.969,1
113,0.6,masa,23,curv,0,0,1,7,0.903,1
114,0.6,masa,24,d1,0,0,0,1,0.07,1
114,0.6,masa,24,d2,0,0,1,13,0.754,1
114,0.6,masa,24,d3,0,0,1,7,0.95,1
114,0.6,masa,24,d4,0,0,1,5,0.965,1
114,0.6,masa,24,curv,0,0,1,7,0.87,1
116,0.6,masa,26,d1,0,0,0,5,0.07,1
116,0.6,masa,26,d2,0,0,1,10,0.824,1
116,0.6,masa,26,d3,0,0,1,7,0.945,1
116,0.6,masa,26,d4,0,0,1,5,0.969,0
116,0.6,masa,26,curv,0,0,1,6,0.92,0
117,0.6,masa,27,d1,0,0,0,2,0.09,1
117,0.6,masa,27,d2,0,0,1,8,0.82,1
117,0.6,masa,27,d3,0,0,1,6,0.939,1
117,0.6,masa,27,d4,0,0,1,6,0.953,1
117,0.6,masa,27,curv,0,0,1,9,0.92,1
118,0.6,masa,28,d1,0,0,0,6,0.066,1
118,0.6,masa,28,d2,0,0,1,7,0.81,1
118,0.6,masa,28,d3,0,0,1,6,0.91,1
118,0.6,masa,28,d4,0,0,1,5,0.961,1
118,0.6,masa,28,curv,0,0,1,6,0.892,1
119,0.6,masa,29,d1,0,0,0,5,0.074,1
119,0.6,masa,29,d2,0,0,1,8,0.803,1
119,0.6,masa,29,d3,0,0,1,5,0.939,1
119,0.6,masa,29,d4,0,0,1,5,0.98,1
119,0.6,masa,29,curv,0,0,1,6,0.928,1
120,0.6,grado,0,d1,0,0,0,4,0.078,1
120,0.6,grado,0,d2,0,0,1,9,0.913,1
120,0.6,grado,0,d3,0,0,1,6,0.968,1
120,0.6,grado,0,d4,0,0,1,6,0.992,1
120,0.6,grado,0,curv,0,0,1,6,0.928,1
121,0.6,grado,1,d1,0,0,0,3,0.082,1
121,0.6,grado,1,d2,0,0,1,7,0.91,1
121,0.6,grado,1,d3,0,0,1,7,0.971,1
121,0.6,grado,1,d4,0,0,1,4,0.984,1
121,0.6,grado,1,curv,0,0,1,5,0.939,1
124,0.6,grado,4,d1,0,0,0,3,0.074,1
124,0.6,grado,4,d2,0,0,1,8,0.92,1
124,0.6,grado,4,d3,0,0,1,4,0.962,1
124,0.6,grado,4,d4,0,0,1,4,0.984,1
124,0.6,grado,4,curv,0,0,1,7,0.922,1
125,0.6,grado,5,d1,0,0,0,5,0.09,1
125,0.6,grado,5,d2,0,0,1,7,0.927,1
125,0.6,grado,5,d3,0,0,1,6,0.977,1
125,0.6,grado,5,d4,0,0,1,4,0.98,1
125,0.6,grado,5,curv,0,0,1,5,0.95,1
122,0.6,grado,2,d1,0,0,0,4,0.148,1
122,0.6,grado,2,d2,0,0,1,6,0.9,1
122,0.6,grado,2,d3,0,0,1,6,0.977,1
122,0.6,grado,2,d4,0,0,1,4,0.969,1
122,0.6,grado,2,curv,0,0,1,6,0.947,1
123,0.6,grado,3,d1,0,0,0,5,0.09,1
123,0.6,grado,3,d2,0,0,1,6,0.882,1
123,0.6,grado,3,d3,0,0,1,7,0.977,1
123,0.6,grado,3,d4,0,0,1,4,0.98,1
123,0.6,grado,3,curv,0,0,1,5,0.947,1
126,0.6,grado,6,d1,0,0,0,4,0.062,1
126,0.6,grado,6,d2,0,0,1,8,0.903,1
126,0.6,grado,6,d3,0,0,1,5,0.977,1
126,0.6,grado,6,d4,0,0,1,5,0.984,1
126,0.6,grado,6,curv,0,0,1,5,0.928,1
127,0.6,grado,7,d1,0,0,0,2,0.062,1
127,0.6,grado,7,d2,0,0,1,8,0.924,1
127,0.6,grado,7,d3,0,0,1,5,0.98,1
127,0.6,grado,7,d4,0,0,1,4,0.98,1
127,0.6,grado,7,curv,0,0,1,8,0.934,1
128,0.6,grado,8,d1,0,0,0,2,0.078,1
128,0.6,grado,8,d2,0,0,1,7,0.9,1
128,0.6,grado,8,d3,0,0,1,6,0.968,1
128,0.6,grado,8,d4,0,0,1,5,0.988,1
128,0.6,grado,8,curv,0,0,1,5,0.925,1
129,0.6,grado,9,d1,0,0,0,6,0.066,1
129,0.6,grado,9,d2,0,0,1,7,0.941,1
129,0.6,grado,9,d3,0,0,1,5,0.965,1
129,0.6,grado,9,d4,0,0,1,4,0.988,1
129,0.6,grado,9,curv,0,0,1,6,0.925,1
130,0.6,grado,10,d1,0,0,0,3,0.109,1
130,0.6,grado,10,d2,0,0,1,6,0.893,1
130,0.6,grado,10,d3,0,0,1,6,0.962,1
130,0.6,grado,10,d4,0,0,1,5,0.984,1
130,0.6,grado,10,curv,0,0,1,7,0.934,1
131,0.6,grado,11,d1,0,0,0,3,0.102,1
131,0.6,grado,11,d2,0,0,1,9,0.92,1
131,0.6,grado,11,d3,0,0,1,5,0.985,1
131,0.6,grado,11,d4,0,0,1,5,0.996,1
131,0.6,grado,11,curv,0,0,1,6,0.956,0
133,0.6,grado,13,d1,0,0,0,2,0.125,1
133,0.6,grado,13,d2,0,0,1,8,0.907,1
133,0.6,grado,13,d3,0,0,1,5,0.968,1
133,0.6,grado,13,d4,0,0,1,5,0.98,1
133,0.6,grado,13,curv,0,0,1,6,0.95,1
132,0.6,grado,12,d1,0,0,0,2,0.062,1
132,0.6,grado,12,d2,0,0,1,8,0.927,1
132,0.6,grado,12,d3,0,0,1,5,0.968,1
132,0.6,grado,12,d4,0,0,1,5,0.984,1
132,0.6,grado,12,curv,0,0,1,6,0.911,1
134,0.6,grado,14,d1,0,0,0,1,0.078,1
134,0.6,grado,14,d2,0,0,1,7,0.92,1
134,0.6,grado,14,d3,0,0,1,6,0.974,1
134,0.6,grado,14,d4,0,0,1,4,0.977,1
134,0.6,grado,14,curv,0,0,1,6,0.936,1
135,0.6,grado,15,d1,0,0,0,3,0.074,1
135,0.6,grado,15,d2,0,0,1,9,0.889,1
135,0.6,grado,15,d3,0,0,1,6,0.98,1
135,0.6,grado,15,d4,0,0,1,5,0.984,1
135,0.6,grado,15,curv,0,0,1,7,0.922,1
136,0.6,grado,16,d1,0,1,0,4,0.059,1
136,0.6,grado,16,d2,0,0,1,6,0.9,1
136,0.6,grado,16,d3,0,0,1,6,0.962,1
136,0.6,grado,16,d4,0,0,1,4,0.992,1
136,0.6,grado,16,curv,0,0,1,6,0.922,1
137,0.6,grado,17,d1,0,0,0,2,0.09,1
137,0.6,grado,17,d2,0,0,1,6,0.931,1
137,0.6,grado,17,d3,0,0,1,5,0.968,1
137,0.6,grado,17,d4,0,0,1,4,0.984,1
137,0.6,grado,17,curv,0,0,1,6,0.942,1
138,0.6,grado,18,d1,0,0,0,3,0.113,0
138,0.6,grado,18,d2,0,0,1,8,0.889,0
138,0.6,grado,18,d3,0,0,1,5,0.983,0
138,0.6,grado,18,d4,0,0,1,4,0.988,0
138,0.6,grado,18,curv,0,0,1,5,0.931,0
139,0.6,grado,19,d1,0,0,0,7,0.07,1
139,0.6,grado,19,d2,0,0,1,8,0.907,1
139,0.6,grado,19,d3,0,0,1,5,0.977,1
139,0.6,grado,19,d4,0,0,1,4,0.988,1
139,0.6,grado,19,curv,0,0,1,6,0.928,1
140,0.6,grado,20,d1,0,0,0,2,0.066,1
140,0.6,grado,20,d2,0,0,1,9,0.91,1
140,0.6,grado,20,d3,0,0,1,5,0.974,1
140,0.6,grado,20,d4,0,0,1,5,0.984,1
140,0.6,grado,20,curv,0,0,1,7,0.917,1
141,0.6,grado,21,d1,0,0,0,6,0.078,1
141,0.6,grado,21,d2,0,0,1,7,0.913,1
141,0.6,grado,21,d3,0,0,1,5,0.968,1
141,0.6,grado,21,d4,0,0,1,4,0.977,1
141,0.6,grado,21,curv,0,0,1,6,0.909,1
143,0.6,grado,23,d1,0,0,0,1,0.086,1
143,0.6,grado,23,d2,0,0,1,7,0.917,1
143,0.6,grado,23,d3,0,0,1,5,0.971,1
143,0.6,grado,23,d4,0,0,1,4,0.988,1
143,0.6,grado,23,curv,0,0,1,5,0.92,1
142,0.6,grado,22,d1,0,0,0,4,0.09,1
142,0.6,grado,22,d2,0,0,1,9,0.92,1
142,0.6,grado,22,d3,0,0,1,5,0.977,1
142,0.6,grado,22,d4,0,0,1,5,0.977,1
142,0.6,grado,22,curv,0,0,1,7,0.953,1
144,0.6,grado,24,d1,0,0,0,1,0.098,1
144,0.6,grado,24,d2,0,0,1,7,0.903,1
144,0.6,grado,24,d3,0,0,1,6,0.977,1
144,0.6,grado,24,d4,0,0,1,5,0.984,1
144,0.6,grado,24,curv,0,0,1,6,0.936,1
145,0.6,grado,25,d1,0,0,0,1,0.066,1
145,0.6,grado,25,d2,0,0,1,8,0.913,1
145,0.6,grado,25,d3,0,0,1,4,0.968,1
145,0.6,grado,25,d4,0,0,1,5,0.984,1
145,0.6,grado,25,curv,0,0,1,7,0.92,1
147,0.6,grado,27,d1,0,0,0,2,0.09,1
147,0.6,grado,27,d2,0,0,1,9,0.92,1
147,0.6,grado,27,d3,0,0,1,5,0.962,1
147,0.6,grado,27,d4,0,0,1,4,0.988,1
147,0.6,grado,27,curv,0,0,1,5,0.934,1
146,0.6,grado,26,d1,0,0,0,4,0.109,1
146,0.6,grado,26,d2,0,0,1,7,0.896,1
146,0.6,grado,26,d3,0,0,1,7,0.977,1
146,0.6,grado,26,d4,0,0,1,4,0.988,0
146,0.6,grado,26,curv,0,0,1,5,0.934,0
150,0.6,null,0,d1,0,0,0,3,0.074,1
150,0.6,null,0,d2,0,0,1,12,0.803,1
150,0.6,null,0,d3,0,0,1,6,0.945,1
150,0.6,null,0,d4,0,0,1,5,0.957,1
150,0.6,null,0,curv,1,1,1,9,0.864,1
148,0.6,grado,28,d1,0,0,0,2,0.078,1
148,0.6,grado,28,d2,0,0,1,8,0.896,1
148,0.6,grado,28,d3,0,0,1,5,0.983,1
148,0.6,grado,28,d4,0,0,1,4,0.984,1
148,0.6,grado,28,curv,0,0,1,5,0.922,1
149,0.6,grado,29,d1,0,0,0,2,0.094,1
149,0.6,grado,29,d2,0,0,1,9,0.931,1
149,0.6,grado,29,d3,0,0,1,5,0.948,1
149,0.6,grado,29,d4,0,0,1,5,0.984,1
149,0.6,grado,29,curv,0,0,1,6,0.925,1
151,0.6,null,1,d1,0,0,0,1,0.105,1
151,0.6,null,1,d2,0,0,1,10,0.789,1
151,0.6,null,1,d3,0,0,1,7,0.956,1
151,0.6,null,1,d4,0,0,1,4,0.957,1
151,0.6,null,1,curv,0,0,1,9,0.9,1
152,0.6,null,2,d1,0,0,0,1,0.059,1
152,0.6,null,2,d2,0,0,1,7,0.782,1
152,0.6,null,2,d3,0,0,1,6,0.942,1
152,0.6,null,2,d4,0,0,1,5,0.934,1
152,0.6,null,2,curv,0,0,1,7,0.875,1
153,0.6,null,3,d1,0,0,0,2,0.117,1
153,0.6,null,3,d2,1,1,1,10,0.799,1
153,0.6,null,3,d3,0,0,1,7,0.965,1
153,0.6,null,3,d4,0,0,1,4,0.953,1
153,0.6,null,3,curv,0,0,1,7,0.878,1
157,0.6,null,7,d1,0,0,0,3,0.047,1
157,0.6,null,7,d2,0,0,0,1,0.972,1
157,0.6,null,7,d3,0,0,1,5,0.936,1
157,0.6,null,7,d4,1,1,1,7,0.977,1
157,0.6,null,7,curv,0,0,1,7,0.903,1
154,0.6,null,4,d1,0,0,0,3,0.078,1
154,0.6,null,4,d2,0,0,1,8,0.806,1
154,0.6,null,4,d3,1,1,1,8,0.927,1
154,0.6,null,4,d4,0,0,1,5,0.961,1
154,0.6,null,4,curv,0,0,1,6,0.906,1
155,0.6,null,5,d1,0,0,0,2,0.07,1
155,0.6,null,5,d2,0,0,1,7,0.837,1
155,0.6,null,5,d3,1,1,1,7,0.953,1
155,0.6,null,5,d4,0,0,1,6,0.969,1
155,0.6,null,5,curv,0,0,1,7,0.925,1
156,0.6,null,6,d1,0,0,0,1,0.105,1
156,0.6,null,6,d2,0,0,1,7,0.83,1
156,0.6,null,6,d3,0,0,1,7,0.956,1
156,0.6,null,6,d4,0,0,1,4,0.961,1
156,0.6,null,6,curv,0,0,1,9,0.909,1
158,0.6,null,8,d1,0,0,0,3,0.059,1
158,0.6,null,8,d2,0,0,1,9,0.841,1
158,0.6,null,8,d3,0,0,1,7,0.95,1
158,0.6,null,8,d4,0,0,1,7,0.984,1
158,0.6,null,8,curv,0,0,1,6,0.892,1
159,0.6,null,9,d1,0,0,0,2,0.125,1
159,0.6,null,9,d2,0,0,1,7,0.82,1
159,0.6,null,9,d3,0,0,1,6,0.927,1
159,0.6,null,9,d4,0,0,1,6,0.973,1
159,0.6,null,9,curv,0,0,1,8,0.898,1
161,0.6,null,11,d1,0,0,0,3,0.078,1
161,0.6,null,11,d2,0,0,0,1,0.99,1
161,0.6,null,11,d3,0,0,1,6,0.942,1
161,0.6,null,11,d4,1,1,1,7,0.984,1
161,0.6,null,11,curv,0,0,1,8,0.911,0
160,0.6,null,10,d1,0,0,0,2,0.074,1
160,0.6,null,10,d2,0,0,1,2,0.92,1
160,0.6,null,10,d3,0,0,1,6,0.953,1
160,0.6,null,10,d4,0,0,1,5,0.977,1
160,0.6,null,10,curv,0,0,1,8,0.895,1
162,0.6,null,12,d1,0,0,0,1,0.07,1
162,0.6,null,12,d2,0,0,1,8,0.83,1
162,0.6,null,12,d3,0,0,1,7,0.95,1
162,0.6,null,12,d4,1,1,1,7,0.957,1
162,0.6,null,12,curv,0,0,1,7,0.892,1
163,0.6,null,13,d1,0,0,0,1,0.078,1
163,0.6,null,13,d2,0,0,1,6,0.806,1
163,0.6,null,13,d3,0,0,1,7,0.939,1
163,0.6,null,13,d4,0,0,1,5,0.957,1
163,0.6,null,13,curv,0,0,1,7,0.864,1
164,0.6,null,14,d1,0,0,0,3,0.09,1
164,0.6,null,14,d2,0,0,1,7,0.875,1
164,0.6,null,14,d3,0,0,1,5,0.959,1
164,0.6,null,14,d4,0,0,1,5,0.949,1
164,0.6,null,14,curv,0,0,1,6,0.837,1
165,0.6,null,15,d1,0,0,0,2,0.082,1
165,0.6,null,15,d2,0,0,1,3,0.837,1
165,0.6,null,15,d3,0,0,1,7,0.921,1
165,0.6,null,15,d4,0,0,1,4,0.957,1
165,0.6,null,15,curv,0,0,1,6,0.9,1
166,0.6,null,16,d1,0,0,0,4,0.074,1
166,0.6,null,16,d2,0,0,1,10,0.872,1
166,0.6,null,16,d3,0,0,1,7,0.945,1
166,0.6,null,16,d4,0,0,1,4,0.973,1
166,0.6,null,16,curv,0,0,1,8,0.864,1
167,0.6,null,17,d1,0,0,0,1,0.066,1
167,0.6,null,17,d2,0,0,1,7,0.81,1
167,0.6,null,17,d3,0,0,1,7,0.933,1
167,0.6,null,17,d4,0,0,1,5,0.973,1
167,0.6,null,17,curv,0,0,1,8,0.895,1
168,0.6,null,18,d1,0,0,0,2,0.098,0
168,0.6,null,18,d2,0,0,1,8,0.844,0
168,0.6,null,18,d3,0,0,1,7,0.945,0
168,0.6,null,18,d4,0,0,1,6,0.957,0
168,0.6,null,18,curv,0,0,1,7,0.884,0
172,0.6,null,22,d1,0,0,0,2,0.082,1
172,0.6,null,22,d2,0,0,0,1,0.993,1
172,0.6,null,22,d3,0,0,1,7,0.936,1
172,0.6,null,22,d4,0,0,1,4,0.973,1
172,0.6,null,22,curv,0,0,1,7,0.931,1
169,0.6,null,19,d1,0,0,0,2,0.059,1
169,0.6,null,19,d2,0,0,1,10,0.844,1
169,0.6,null,19,d3,0,0,1,7,0.945,1
169,0.6,null,19,d4,0,0,1,5,0.969,1
169,0.6,null,19,curv,0,0,1,7,0.9,1
170,0.6,null,20,d1,0,0,0,1,0.066,1
170,0.6,null,20,d2,0,0,1,7,0.869,1
170,0.6,null,20,d3,0,0,1,6,0.927,1
170,0.6,null,20,d4,0,0,1,5,0.98,1
170,0.6,null,20,curv,0,0,1,7,0.886,1
171,0.6,null,21,d1,0,0,0,5,0.082,1
171,0.6,null,21,d2,0,0,1,9,0.83,1
171,0.6,null,21,d3,1,1,1,8,0.918,1
171,0.6,null,21,d4,0,0,1,4,0.969,1
171,0.6,null,21,curv,0,0,1,6,0.892,1
173,0.6,null,23,d1,0,0,0,1,0.094,1
173,0.6,null,23,d2,0,0,1,7,0.837,1
173,0.6,null,23,d3,0,0,1,6,0.948,1
173,0.6,null,23,d4,0,0,1,5,0.938,1
173,0.6,null,23,curv,0,0,1,7,0.9,1
174,0.6,null,24,d1,0,0,0,3,0.074,1
174,0.6,null,24,d2,1,1,1,9,0.817,1
174,0.6,null,24,d3,0,0,1,5,0.93,1
174,0.6,null,24,d4,0,0,1,6,0.961,1
174,0.6,null,24,curv,0,0,1,6,0.848,1
175,0.6,null,25,d1,0,0,0,2,0.082,1
175,0.6,null,25,d2,0,0,1,8,0.82,1
175,0.6,null,25,d3,0,0,1,7,0.933,1
175,0.6,null,25,d4,0,0,1,5,0.965,1
175,0.6,null,25,curv,0,0,1,8,0.884,1
176,0.6,null,26,d1,0,1,0,2,0.098,1
176,0.6,null,26,d2,0,0,1,9,0.737,1
176,0.6,null,26,d3,0,0,1,6,0.936,1
176,0.6,null,26,d4,0,0,1,5,0.965,0
176,0.6,null,26,curv,0,0,1,8,0.85,0
177,0.6,null,27,d1,0,0,0,1,0.094,1
177,0.6,null,27,d2,0,0,1,8,0.813,1
177,0.6,null,27,d3,0,0,1,6,0.939,1
177,0.6,null,27,d4,0,0,1,5,0.957,1
177,0.6,null,27,curv,0,0,1,7,0.892,1
178,0.6,null,28,d1,0,0,0,3,0.098,1
178,0.6,null,28,d2,0,0,1,9,0.865,1
178,0.6,null,28,d3,0,0,1,6,0.942,1
178,0.6,null,28,d4,0,0,1,6,0.957,1
178,0.6,null,28,curv,0,0,1,6,0.889,1
179,0.6,null,29,d1,0,0,0,1,0.16,1
179,0.6,null,29,d2,1,1,1,10,0.81,1
179,0.6,null,29,d3,0,0,1,6,0.933,1
179,0.6,null,29,d4,0,0,1,4,0.965,1
179,0.6,null,29,curv,0,0,1,6,0.909,1
180,1.0,masa,0,d1,0,0,0,3,0.09,1
180,1.0,masa,0,d2,0,0,1,4,0.924,1
180,1.0,masa,0,d3,0,0,1,5,0.977,1
180,1.0,masa,0,d4,0,0,1,3,0.988,1
180,1.0,masa,0,curv,0,0,1,4,0.928,1
181,1.0,masa,1,d1,0,0,0,6,0.172,1
181,1.0,masa,1,d2,0,0,1,5,0.917,1
181,1.0,masa,1,d3,0,0,1,4,0.991,1
181,1.0,masa,1,d4,0,0,1,4,0.988,1
181,1.0,masa,1,curv,0,0,1,4,0.972,1
182,1.0,masa,2,d1,0,0,0,2,0.129,1
182,1.0,masa,2,d2,0,0,1,5,0.907,1
182,1.0,masa,2,d3,0,0,1,5,0.977,1
182,1.0,masa,2,d4,0,0,1,4,0.992,1
182,1.0,masa,2,curv,0,0,1,5,0.939,1
183,1.0,masa,3,d1,0,0,0,2,0.172,1
183,1.0,masa,3,d2,0,0,1,4,0.896,1
183,1.0,masa,3,d3,0,0,1,4,0.974,1
183,1.0,masa,3,d4,0,0,1,4,0.961,1
183,1.0,masa,3,curv,0,0,1,4,0.947,1
185,1.0,masa,5,d1,0,0,0,5,0.137,1
185,1.0,masa,5,d2,0,0,1,6,0.941,1
185,1.0,masa,5,d3,0,0,1,5,0.968,1
185,1.0,masa,5,d4,0,0,1,4,0.992,1
185,1.0,masa,5,curv,0,0,1,6,0.931,1
184,1.0,masa,4,d1,0,0,0,5,0.152,1
184,1.0,masa,4,d2,0,0,1,5,0.927,1
184,1.0,masa,4,d3,0,0,1,4,0.974,1
184,1.0,masa,4,d4,0,0,1,4,0.988,1
184,1.0,masa,4,curv,0,0,1,4,0.958,1
187,1.0,masa,7,d1,0,0,0,4,0.113,1
187,1.0,masa,7,d2,0,0,1,5,0.924,1
187,1.0,masa,7,d3,0,0,1,4,0.985,1
187,1.0,masa,7,d4,0,0,1,4,0.984,1
187,1.0,masa,7,curv,0,0,1,4,0.95,1
186,1.0,masa,6,d1,0,0,0,4,0.117,1
186,1.0,masa,6,d2,0,0,1,5,0.913,1
186,1.0,masa,6,d3,0,0,1,4,0.994,1
186,1.0,masa,6,d4,0,0,1,4,0.988,1
186,1.0,masa,6,curv,0,0,1,5,0.953,1
188,1.0,masa,8,d1,0,0,0,3,0.129,1
188,1.0,masa,8,d2,0,0,1,6,0.913,1
188,1.0,masa,8,d3,0,0,1,4,0.98,1
188,1.0,masa,8,d4,0,0,1,4,0.984,1
188,1.0,masa,8,curv,0,0,1,4,0.961,1
189,1.0,masa,9,d1,0,0,0,3,0.152,1
189,1.0,masa,9,d2,0,0,1,4,0.945,1
189,1.0,masa,9,d3,0,0,1,5,0.98,1
189,1.0,masa,9,d4,0,0,1,4,0.996,1
189,1.0,masa,9,curv,0,0,1,5,0.934,1
192,1.0,masa,12,d1,0,0,0,3,0.172,1
192,1.0,masa,12,d2,0,0,1,6,0.896,1
192,1.0,masa,12,d3,0,0,1,4,0.977,1
192,1.0,masa,12,d4,0,0,1,5,0.988,1
192,1.0,masa,12,curv,0,0,1,5,0.964,1
191,1.0,masa,11,d1,0,0,0,5,0.188,1
191,1.0,masa,11,d2,0,0,1,6,0.927,1
191,1.0,masa,11,d3,0,0,1,4,0.974,1
191,1.0,masa,11,d4,0,0,1,4,1.0,1
191,1.0,masa,11,curv,0,0,1,5,0.947,0
190,1.0,masa,10,d1,0,0,0,1,0.137,1
190,1.0,masa,10,d2,0,0,1,5,0.924,1
190,1.0,masa,10,d3,0,0,1,5,0.962,1
190,1.0,masa,10,d4,0,0,1,4,0.992,1
190,1.0,masa,10,curv,0,0,1,5,0.964,1
193,1.0,masa,13,d1,0,0,0,4,0.152,1
193,1.0,masa,13,d2,0,0,1,5,0.931,1
193,1.0,masa,13,d3,0,0,1,5,0.985,1
193,1.0,masa,13,d4,0,0,1,5,0.977,1
193,1.0,masa,13,curv,0,0,1,4,0.964,1
194,1.0,masa,14,d1,0,0,0,2,0.102,1
194,1.0,masa,14,d2,0,0,1,6,0.934,1
194,1.0,masa,14,d3,0,0,1,5,0.98,1
194,1.0,masa,14,d4,0,0,1,4,0.988,1
194,1.0,masa,14,curv,0,0,1,4,0.942,1
195,1.0,masa,15,d1,0,0,0,4,0.141,1
195,1.0,masa,15,d2,0,0,1,5,0.934,1
195,1.0,masa,15,d3,0,0,1,4,0.983,1
195,1.0,masa,15,d4,0,0,1,4,0.984,1
195,1.0,masa,15,curv,0,0,1,6,0.97,1
196,1.0,masa,16,d1,0,0,0,3,0.125,1
196,1.0,masa,16,d2,0,0,1,5,0.9,1
196,1.0,masa,16,d3,0,0,1,5,0.974,1
196,1.0,masa,16,d4,0,0,1,3,0.992,1
196,1.0,masa,16,curv,0,0,1,4,0.958,1
197,1.0,masa,17,d1,0,0,0,3,0.148,1
197,1.0,masa,17,d2,0,0,1,5,0.948,1
197,1.0,masa,17,d3,0,0,1,6,0.968,1
197,1.0,masa,17,d4,0,0,1,4,0.992,1
197,1.0,masa,17,curv,0,0,1,5,0.95,1
200,1.0,masa,20,d1,0,0,0,2,0.109,1
200,1.0,masa,20,d2,0,0,1,5,0.913,1
200,1.0,masa,20,d3,0,0,1,4,0.977,1
200,1.0,masa,20,d4,0,0,1,4,0.992,1
200,1.0,masa,20,curv,0,0,1,5,0.942,1
198,1.0,masa,18,d1,0,0,0,4,0.172,0
198,1.0,masa,18,d2,0,0,1,7,0.91,0
198,1.0,masa,18,d3,0,0,1,4,0.977,0
198,1.0,masa,18,d4,0,0,1,4,0.992,0
198,1.0,masa,18,curv,0,0,1,5,0.947,0
199,1.0,masa,19,d1,0,0,0,2,0.145,1
199,1.0,masa,19,d2,0,0,1,5,0.893,1
199,1.0,masa,19,d3,0,0,1,4,0.968,1
199,1.0,masa,19,d4,0,0,1,4,1.0,1
