patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
5,66115,1500,local,4,8,0.979,0.014,1,7.19,1,0.801,0.304,10.643,0.5889,2,20
5,66115,1500,sin_local,-1,8,4.851,0.055,1,4.217,1,0.993,0.907,52.328,0.0858,3,17
5,66115,1500,local_barajado,4,8,2.78,0.058,1,5.988,1,1.146,0.909,10.205,0.1532,8,20
5,66115,1500,local_marco_congelado,4,8,1.275,0.007,0,7.968,0,1.042,0.319,10.653,0.5883,3,20
1,66103,1500,local,4,8,1.411,0.013,2,7.07,1,0.734,0.447,10.635,0.6178,3,20
1,66103,1500,sin_local,-1,8,4.91,0.046,1,3.878,1,0.804,0.901,49.445,0.0973,1,17
1,66103,1500,local_barajado,4,8,2.748,0.057,2,5.984,1,1.132,0.916,10.333,0.1404,8,20
1,66103,1500,local_marco_congelado,4,8,1.102,0.009,0,7.967,0,1.012,0.359,10.539,0.5986,1,20
0,66100,1500,local,4,8,1.232,0.002,0,7.378,0,0.655,0.271,10.549,0.6255,29,20
0,66100,1500,sin_local,-1,8,4.822,0.051,1,2.659,1,1.134,0.909,51.773,0.0961,1,17
0,66100,1500,local_barajado,4,8,2.762,0.056,1,6.119,1,1.111,0.919,10.277,0.137,8,20
0,66100,1500,local_marco_congelado,4,8,1.084,0.005,0,7.965,0,0.765,0.161,10.432,0.6431,11,20
3,66109,1500,local,4,8,0.852,0.002,0,7.28,0,0.587,0.312,10.328,0.6098,2,20
3,66109,1500,sin_local,-1,8,4.919,0.051,1,4.399,1,0.836,0.915,52.733,0.0874,3,17
3,66109,1500,local_barajado,4,8,2.775,0.055,2,6.446,1,1.111,0.903,10.072,0.1261,7,20
3,66109,1500,local_marco_congelado,4,8,1.494,0.01,0,7.964,0,0.967,0.623,10.848,0.6119,38,20
4,66112,1500,local,4,8,1.295,0.001,1,6.779,1,0.638,0.297,10.448,0.5966,14,20
4,66112,1500,sin_local,-1,8,4.727,0.055,2,3.945,1,0.861,0.917,52.856,0.0921,4,17
4,66112,1500,local_barajado,4,8,2.763,0.051,3,6.264,1,1.139,0.913,10.216,0.1324,8,20
4,66112,1500,local_marco_congelado,4,8,1.405,0.001,0,7.953,0,0.873,0.521,10.797,0.5921,35,20
2,66106,1500,local,4,8,1.574,0.01,2,6.778,1,0.672,0.638,10.56,0.5844,3,20
2,66106,1500,sin_local,-1,8,5.068,0.041,1,4.676,1,0.868,0.908,51.323,0.1073,4,17
2,66106,1500,local_barajado,4,8,2.685,0.056,1,6.258,1,1.159,0.897,10.077,0.1275,8,20
2,66106,1500,local_marco_congelado,4,8,1.227,0.005,0,7.98,0,0.921,0.428,10.595,0.6012,35,20
6,66118,1500,local,4,8,1.023,0.001,1,7.14,1,0.66,0.428,10.616,0.6294,2,20
6,66118,1500,sin_local,-1,8,4.358,0.05,1,4.603,1,0.955,0.911,51.544,0.0983,3,17
6,66118,1500,local_barajado,4,8,2.712,0.058,1,5.722,1,1.17,0.922,10.323,0.126,8,20
6,66118,1500,local_marco_congelado,4,8,1.39,0.001,0,7.97,0,0.887,0.419,10.611,0.5811,6,20
9,66127,1500,local,4,8,1.215,0.017,0,7.199,0,0.683,0.404,10.392,0.6112,6,20
9,66127,1500,sin_local,-1,8,4.836,0.053,2,4.037,1,0.817,0.907,51.896,0.0878,3,17
9,66127,1500,local_barajado,4,8,2.808,0.05,1,6.479,1,1.13,0.899,10.056,0.1332,8,20
9,66127,1500,local_marco_congelado,4,8,1.569,0.002,0,7.957,0,1.041,0.565,10.432,0.5985,34,20
8,66124,1500,local,4,8,0.82,0.016,0,7.218,0,0.48,0.126,10.616,0.6262,15,20
8,66124,1500,sin_local,-1,8,4.762,0.052,1,3.513,1,0.964,0.911,52.216,0.0871,3,17
8,66124,1500,local_barajado,4,8,2.812,0.054,1,5.854,1,1.114,0.914,10.216,0.1365,8,20
8,66124,1500,local_marco_congelado,4,8,1.58,0.022,0,7.974,0,0.943,0.643,10.499,0.5893,35,20
10,66130,1500,local,4,8,1.194,0.001,1,6.998,1,0.623,0.462,10.672,0.6148,44,20
10,66130,1500,sin_local,-1,8,4.835,0.049,1,4.422,1,1.035,0.904,51.509,0.0854,3,17
10,66130,1500,local_barajado,4,8,2.818,0.049,2,6.388,1,1.131,0.918,10.339,0.1364,8,20
10,66130,1500,local_marco_congelado,4,8,1.387,0.005,0,7.954,0,0.95,0.554,10.523,0.6112,30,20
7,66121,1500,local,4,8,1.161,0.001,0,7.221,0,0.565,0.371,10.419,0.6267,3,20
7,66121,1500,sin_local,-1,8,nan,0.044,2,4.776,1,0.924,0.913,50.888,0.0917,3,17
7,66121,1500,local_barajado,4,8,2.653,0.057,1,5.282,1,1.143,0.897,10.059,0.1387,9,20
7,66121,1500,local_marco_congelado,4,8,1.38,0.007,0,7.96,0,0.896,0.471,10.552,0.6029,33,20
11,66133,1500,local,4,8,1.451,0.033,1,6.95,1,0.61,0.532,10.768,0.6044,26,20
11,66133,1500,sin_local,-1,8,5.064,0.051,2,4.814,1,0.929,0.917,51.288,0.0931,4,17
11,66133,1500,local_barajado,4,8,2.778,0.049,3,6.268,1,0.993,0.905,10.155,0.1497,8,20
11,66133,1500,local_marco_congelado,4,8,1.07,0.005,0,7.97,0,0.854,0.393,10.728,0.6156,6,20
12,66136,1500,local,4,8,1.041,0.011,0,7.499,0,0.664,0.331,10.616,0.599,28,20
12,66136,1500,sin_local,-1,8,5.07,0.041,2,5.283,1,0.839,0.921,48.403,0.0966,4,16
12,66136,1500,local_barajado,4,8,2.804,0.06,3,6.384,1,1.16,0.909,10.171,0.132,8,20
12,66136,1500,local_marco_congelado,4,8,1.294,0.001,0,7.974,0,0.937,0.424,10.709,0.5953,39,20
13,66139,1500,local,4,8,1.216,0.002,2,6.929,1,0.825,0.285,10.869,0.6098,12,20
13,66139,1500,sin_local,-1,8,4.764,0.049,1,2.828,1,0.872,0.901,50.733,0.1035,3,17
