patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
12,66136,1500,sin_local,-1,8,4.922,0.055,1,3.98,1,0.948,0.921,49.424,0.1005,3,16
12,66136,1500,local_barajado,10,8,3.781,0.056,1,2.905,1,0.982,0.913,24.613,0.0527,4,20
12,66136,1500,local_marco_congelado,10,8,5.334,0.031,0,7.953,0,0.994,0.912,26.08,0.1773,4,20
14,66142,1500,local,10,8,4.27,0.043,2,4.151,1,0.853,0.918,26.307,0.1863,4,20
14,66142,1500,sin_local,-1,8,4.758,0.048,1,3.845,1,0.881,0.903,50.445,0.0923,3,17
14,66142,1500,local_barajado,10,8,3.617,0.058,1,3.676,1,1.117,0.899,24.085,0.0512,4,20
14,66142,1500,local_marco_congelado,10,8,5.254,0.04,0,7.98,0,0.892,0.921,26.627,0.1767,4,20
13,66139,1500,local,10,8,5.582,0.04,1,3.197,1,0.991,0.903,26.237,0.184,4,20
13,66139,1500,sin_local,-1,8,4.923,0.047,1,3.123,1,1.091,0.909,51.696,0.0954,3,17
13,66139,1500,local_barajado,10,8,3.47,0.048,3,4.423,1,0.978,0.909,24.699,0.0547,5,20
13,66139,1500,local_marco_congelado,10,8,5.407,0.031,0,7.961,0,1.117,0.917,26.768,0.1928,4,20
15,66145,1500,local,10,8,5.308,0.039,1,3.961,1,0.963,0.898,26.253,0.1787,4,20
15,66145,1500,sin_local,-1,8,4.963,0.049,1,4.208,1,0.933,0.908,53.059,0.1019,3,17
15,66145,1500,local_barajado,10,8,3.645,0.053,1,3.038,1,0.744,0.925,25.053,0.0463,4,20
15,66145,1500,local_marco_congelado,10,8,5.408,0.041,0,7.968,0,1.1,0.915,26.24,0.1902,1,20
16,66148,1500,local,10,8,5.294,0.042,1,3.812,1,0.995,0.903,26.205,0.1869,4,20
16,66148,1500,sin_local,-1,8,4.964,0.044,1,2.885,1,0.87,0.907,51.203,0.094,3,17
16,66148,1500,local_barajado,10,8,3.612,0.055,1,3.203,1,0.799,0.91,24.517,0.0504,4,20
16,66148,1500,local_marco_congelado,10,8,4.942,0.041,0,7.97,0,1.073,0.906,25.872,0.1883,4,20
17,66151,1500,local,10,8,5.46,0.045,1,3.522,1,0.735,0.909,26.552,0.1885,4,20
17,66151,1500,sin_local,-1,8,5.032,0.048,1,4.541,1,1.074,0.915,53.093,0.1038,4,17
17,66151,1500,local_barajado,10,8,3.619,0.056,1,3.09,1,1.085,0.914,24.776,0.0583,4,20
17,66151,1500,local_marco_congelado,10,8,4.916,0.04,0,7.958,0,1.038,0.91,26.573,0.1923,4,20
18,66154,1500,local,10,8,5.214,0.034,1,3.326,1,0.95,0.917,25.92,0.1777,4,20
18,66154,1500,sin_local,-1,8,4.894,0.049,1,4.641,1,0.826,0.906,51.168,0.0936,3,17
18,66154,1500,local_barajado,10,8,3.591,0.052,1,3.516,1,1.12,0.904,24.291,0.0545,4,20
18,66154,1500,local_marco_congelado,10,8,4.948,0.036,0,7.952,0,1.064,0.921,26.253,0.1777,4,20
19,66157,1500,local,10,8,5.249,0.04,1,2.907,1,1.082,0.909,26.317,0.1823,4,20
19,66157,1500,sin_local,-1,8,4.982,0.047,1,3.761,1,0.881,0.905,50.211,0.0941,4,17
19,66157,1500,local_barajado,10,8,3.604,0.065,1,2.557,1,1.102,0.909,24.512,0.0563,4,20
19,66157,1500,local_marco_congelado,10,8,5.662,0.036,0,7.955,0,0.887,0.917,26.488,0.1734,4,20
20,66160,1500,local,10,8,5.297,0.031,1,2.575,1,0.787,0.906,26.347,0.1881,3,20
20,66160,1500,sin_local,-1,8,4.8,0.055,2,4.924,1,0.873,0.921,52.195,0.0897,3,17
20,66160,1500,local_barajado,10,8,3.715,0.057,1,2.955,1,0.9,0.917,24.872,0.0488,4,20
20,66160,1500,local_marco_congelado,10,8,5.554,0.034,0,7.968,0,0.939,0.929,26.792,0.1962,4,20
22,66166,1500,local,10,8,5.874,0.034,2,4.483,1,0.824,0.924,26.656,0.1892,4,20
22,66166,1500,sin_local,-1,8,4.851,0.055,1,4.347,1,0.954,0.931,49.456,0.1024,5,16
22,66166,1500,local_barajado,10,8,3.571,0.053,1,2.085,1,1.184,0.909,24.645,0.054,4,20
22,66166,1500,local_marco_congelado,10,8,5.453,0.038,0,7.95,0,0.903,0.915,26.544,0.1851,4,20
21,66163,1500,local,10,8,5.499,0.035,1,3.465,1,0.863,0.93,27.235,0.1733,4,20
21,66163,1500,sin_local,-1,8,4.903,0.049,1,4.166,1,0.876,0.923,52.557,0.0883,3,17
21,66163,1500,local_barajado,10,8,3.597,0.067,1,3.917,1,1.085,0.91,24.632,0.0606,4,20
21,66163,1500,local_marco_congelado,10,8,5.91,0.037,0,7.964,0,1.043,0.913,26.371,0.183,3,20
23,66169,1500,local,10,8,5.805,0.038,1,3.131,1,0.679,0.899,25.659,0.1677,4,20
23,66169,1500,sin_local,-1,8,5.004,0.048,2,4.909,1,0.813,0.921,52.387,0.0914,4,17
23,66169,1500,local_barajado,10,8,3.687,0.058,2,4.003,1,1.089,0.907,24.368,0.0541,4,20
23,66169,1500,local_marco_congelado,10,8,5.539,0.036,0,7.966,0,0.837,0.922,26.389,0.1784,4,20
24,66172,1500,local,10,8,5.531,0.037,1,3.776,1,0.925,0.904,25.88,0.1903,4,20
24,66172,1500,sin_local,-1,8,nan,0.049,1,4.831,1,0.868,0.906,51.056,0.0912,3,17
24,66172,1500,local_barajado,10,8,3.555,0.068,1,3.137,1,1.007,0.909,24.528,0.0587,4,20
24,66172,1500,local_marco_congelado,10,8,5.187,0.025,0,7.971,0,1.04,0.907,25.395,0.1753,4,20
25,66175,1500,local,10,8,5.642,0.033,1,4.433,1,0.857,0.913,26.597,0.1844,5,20
25,66175,1500,sin_local,-1,8,5.004,0.043,1,3.439,1,0.917,0.898,49.229,0.0931,3,17
25,66175,1500,local_barajado,10,8,3.833,0.054,1,4.597,1,0.987,0.912,24.709,0.0517,4,20
25,66175,1500,local_marco_congelado,10,8,5.599,0.036,0,7.956,0,0.972,0.919,26.821,0.1956,4,20
26,66178,1500,local,10,8,5.188,0.031,2,4.54,1,0.992,0.917,26.12,0.1787,4,20
26,66178,1500,sin_local,-1,8,nan,0.05,1,4.272,1,0.882,0.909,52.403,0.0901,3,17
26,66178,1500,local_barajado,10,8,3.568,0.067,2,3.815,1,0.94,0.902,24.272,0.0517,4,20
26,66178,1500,local_marco_congelado,10,8,5.542,0.038,0,7.954,0,0.845,0.909,26.133,0.1822,4,20
27,66181,1500,local,10,8,5.808,0.039,1,3.176,1,0.985,0.905,26.144,0.1811,3,20
27,66181,1500,sin_local,-1,8,4.041,0.049,1,3.849,1,0.92,0.913,53.056,0.0848,3,17
27,66181,1500,local_barajado,10,8,3.552,0.06,1,3.084,1,0.922,0.897,24.088,0.0601,4,20
27,66181,1500,local_marco_congelado,10,8,5.392,0.038,0,7.968,0,0.78,0.917,26.843,0.1859,4,20
29,66187,1500,local,10,8,5.092,0.035,1,3.277,1,0.833,0.909,26.061,0.1739,4,20
29,66187,1500,sin_local,-1,8,4.884,0.05,1,4.054,1,0.866,0.912,50.469,0.0924,3,17
29,66187,1500,local_barajado,10,8,3.626,0.053,1,3.93,1,1.098,0.915,24.685,0.0488,4,20
29,66187,1500,local_marco_congelado,10,8,5.482,0.034,0,7.966,0,0.982,0.914,26.104,0.1861,4,20
28,66184,1500,local,10,8,5.46,0.031,1,3.907,1,0.75,0.923,26.771,0.1841,4,20
28,66184,1500,sin_local,-1,8,4.891,0.04,1,3.024,1,0.816,0.915,52.461,0.0909,2,17
28,66184,1500,local_barajado,10,8,3.646,0.054,1,2.806,1,0.998,0.921,24.869,0.0556,4,20
28,66184,1500,local_marco_congelado,10,8,5.14,0.037,0,7.975,0,0.935,0.911,25.941,0.1742,4,20
30,66190,1500,local,10,8,5.579,0.033,1,3.266,1,0.939,0.905,26.085,0.1742,4,20
30,66190,1500,sin_local,-1,8,nan,0.047,1,4.13,1,0.783,0.902,50.747,0.1032,3,17
30,66190,1500,local_barajado,10,8,3.665,0.054,1,2.605,1,1.001,0.907,24.416,0.0482,4,20
30,66190,1500,local_marco_congelado,10,8,5.224,0.036,0,7.969,0,0.921,0.911,26.381,0.1797,4,20
31,66193,1500,local,10,8,5.365,0.032,1,2.842,1,0.908,0.894,25.888,0.1734,4,20
31,66193,1500,sin_local,-1,8,nan,0.045,2,4.003,1,0.903,0.912,51.064,0.0911,4,17
31,66193,1500,local_barajado,10,8,3.639,0.056,2,3.807,1,1.074,0.917,24.811,0.0498,4,20
31,66193,1500,local_marco_congelado,10,8,5.64,0.039,0,7.953,0,1.046,0.901,26.107,0.1765,3,20
32,66196,1500,local,10,8,4.693,0.039,1,3.607,1,0.695,0.924,26.835,0.1799,4,20
32,66196,1500,sin_local,-1,8,4.811,0.052,1,3.652,1,0.864,0.913,52.365,0.0857,4,17
32,66196,1500,local_barajado,10,8,3.612,0.058,2,3.592,1,1.021,0.903,24.307,0.047,4,20
32,66196,1500,local_marco_congelado,10,8,5.048,0.036,0,7.973,0,1.009,0.903,26.005,0.1782,4,20
33,66199,1500,local,10,8,5.253,0.039,1,3.256,1,0.886,0.926,26.795,0.191,4,20
33,66199,1500,sin_local,-1,8,4.848,0.055,1,4.283,1,0.878,0.919,52.627,0.0906,3,17
33,66199,1500,local_barajado,10,8,3.578,0.056,1,3.761,1,1.198,0.901,24.349,0.0545,4,20
33,66199,1500,local_marco_congelado,10,8,5.74,0.039,0,7.968,0,1.12,0.924,26.877,0.1822,5,20
35,66205,1500,local,10,8,5.136,0.041,1,3.371,1,0.934,0.911,26.011,0.1859,4,20
35,66205,1500,sin_local,-1,8,4.06,0.048,1,3.827,1,0.843,0.898,50.363,0.1015,3,17
35,66205,1500,local_barajado,10,8,3.625,0.054,1,3.384,1,0.966,0.917,24.819,0.0497,4,20
35,66205,1500,local_marco_congelado,10,8,5.561,0.036,0,7.942,0,0.939,0.899,25.803,0.1847,4,20
34,66202,1500,local,10,8,4.339,0.04,1,4.428,1,0.873,0.901,25.941,0.1827,4,20
34,66202,1500,sin_local,-1,8,4.668,0.049,1,3.385,1,0.924,0.914,51.072,0.0925,3,17
34,66202,1500,local_barajado,10,8,3.466,0.054,1,3.063,1,0.726,0.897,24.107,0.053,4,20
34,66202,1500,local_marco_congelado,10,8,5.101,0.035,0,7.961,0,0.859,0.915,26.077,0.1774,4,20
36,66208,1500,local,10,8,5.594,0.039,1,3.781,1,0.858,0.924,26.36,0.1841,4,20
36,66208,1500,sin_local,-1,8,nan,0.051,1,4.143,1,0.744,0.914,51.347,0.0941,3,17
36,66208,1500,local_barajado,10,8,3.678,0.068,1,2.824,1,0.785,0.909,24.589,0.048,4,20
36,66208,1500,local_marco_congelado,10,8,5.389,0.04,0,7.954,0,0.96,0.909,26.213,0.181,4,20
37,66211,1500,local,10,8,4.855,0.034,2,3.895,1,0.913,0.902,25.667,0.1753,4,20
37,66211,1500,sin_local,-1,8,nan,0.043,1,4.606,1,0.923,0.909,51.941,0.0902,3,17
37,66211,1500,local_barajado,10,8,3.717,0.056,1,4.409,1,1.191,0.916,24.752,0.0533,4,20
37,66211,1500,local_marco_congelado,10,8,5.496,0.039,0,7.955,0,0.885,0.905,26.144,0.1922,4,20
39,66217,1500,local,10,8,5.229,0.037,1,2.161,1,0.785,0.916,26.133,0.187,4,20
39,66217,1500,sin_local,-1,8,4.847,0.048,2,4.306,1,0.784,0.91,51.211,0.1069,3,17
39,66217,1500,local_barajado,10,8,3.603,0.057,1,3.65,1,1.093,0.914,24.608,0.0543,4,20
39,66217,1500,local_marco_congelado,10,8,5.607,0.034,0,7.967,0,1.041,0.908,26.368,0.1905,4,20
38,66214,1500,local,10,8,5.482,0.037,1,3.536,1,0.984,0.902,26.224,0.1918,4,20
38,66214,1500,sin_local,-1,8,4.998,0.046,1,3.255,1,0.911,0.909,51.117,0.0882,3,17
38,66214,1500,local_barajado,10,8,3.568,0.052,1,2.492,1,1.176,0.92,24.819,0.0479,4,20
38,66214,1500,local_marco_congelado,10,8,5.573,0.035,0,7.979,0,0.912,0.909,26.576,0.1902,4,20
