cfg_id,familia,admitida,P1_ok,P2_ok,P3_ok,P4_ok,P5_ok,P1_detalle,P2_detalle,P3_detalle,P4_detalle,P5_detalle,motivo_descarte
F3D00,FASE,True,True,True,True,True,True,persistencia_real=0.743 vs sin_memoria=0.501 (burn-in=25 pasos),K=6 (alfabeto de fase = dimensión interna de diferencia),sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),desplazamientos cerrados bajo negación=True (6 vecinos),nombres prohibidos=ninguno; len(desc)=128<500=True,
F3D01,FASE,True,True,True,True,True,True,persistencia_real=0.711 vs sin_memoria=0.500 (burn-in=25 pasos),K=6 (alfabeto de fase = dimensión interna de diferencia),sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),desplazamientos cerrados bajo negación=True (6 vecinos),nombres prohibidos=ninguno; len(desc)=127<500=True,
F3D02,FASE,True,True,True,True,True,True,persistencia_real=0.775 vs sin_memoria=0.501 (burn-in=25 pasos),K=6 (alfabeto de fase = dimensión interna de diferencia),sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),desplazamientos cerrados bajo negación=True (6 vecinos),nombres prohibidos=ninguno; len(desc)=128<500=True,
R3D00,RD,False,False,True,True,False,True,persistencia_real=0.938 vs sin_memoria=0.937 (burn-in=400 pasos),"dos especies U,V acopladas (tipo de sustancia = dimensión interna de diferencia)",sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),"desplazamientos cerrados bajo negación=True (6 vecinos); en el sitio de V máximo (V=0.000): U→V=0.00e+00, V→U=2.50e-03 -> NO recíproco: el patrón murió (V≈0 en todo el dominio), el acople U·V² queda apagado y la influencia deja de ir en los dos sentidos",nombres prohibidos=ninguno; len(desc)=133<500=True,"P1=persistencia_real=0.938 vs sin_memoria=0.937 (burn-in=400 pasos); P4=desplazamientos cerrados bajo negación=True (6 vecinos); en el sitio de V máximo (V=0.000): U→V=0.00e+00, V→U=2.50e-03 -> NO recíproco: el patrón murió (V≈0 en todo el dominio), el acople U·V² queda apagado y la influencia deja de ir en los dos sentidos"
R3D01,RD,True,True,True,True,True,True,persistencia_real=0.999 vs sin_memoria=0.500 (burn-in=400 pasos),"dos especies U,V acopladas (tipo de sustancia = dimensión interna de diferencia)",sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),"desplazamientos cerrados bajo negación=True (6 vecinos); en el sitio de V máximo (V=0.435): U→V=9.45e-03, V→U=3.59e-03 -> recíproco (ambos >0)",nombres prohibidos=ninguno; len(desc)=132<500=True,
R3D02,RD,False,False,True,True,False,True,persistencia_real=0.938 vs sin_memoria=0.926 (burn-in=400 pasos),"dos especies U,V acopladas (tipo de sustancia = dimensión interna de diferencia)",sin patrones de coordenadas en el CÓDIGO de sustrato/dinámica (docstrings excluidas),"desplazamientos cerrados bajo negación=True (6 vecinos); en el sitio de V máximo (V=0.000): U→V=0.00e+00, V→U=2.50e-03 -> NO recíproco: el patrón murió (V≈0 en todo el dominio), el acople U·V² queda apagado y la influencia deja de ir en los dos sentidos",nombres prohibidos=ninguno; len(desc)=131<500=True,"P1=persistencia_real=0.938 vs sin_memoria=0.926 (burn-in=400 pasos); P4=desplazamientos cerrados bajo negación=True (6 vecinos); en el sitio de V máximo (V=0.000): U→V=0.00e+00, V→U=2.50e-03 -> NO recíproco: el patrón murió (V≈0 en todo el dominio), el acople U·V² queda apagado y la influencia deja de ir en los dos sentidos"
