patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
4,66112,2500,local,3,8,0.23,nan,0,7.612,0,0.401,0.014,8.165,0.6863,2,20
4,66112,2500,sin_local,-1,8,5.243,0.045,3,6.293,1,1.054,0.913,48.202,0.09,4,16
4,66112,2500,local_barajado,3,8,2.35,0.041,0,7.387,0,1.047,0.891,7.576,0.2162,15,20
4,66112,2500,local_marco_congelado,3,8,0.402,nan,0,7.975,0,0.89,0.025,8.003,0.689,2,20
0,66100,2500,local,3,8,0.405,nan,0,7.586,0,0.087,0.024,8.074,0.6594,3,20
0,66100,2500,sin_local,-1,8,5.278,0.046,2,5.347,1,1.059,0.912,51.698,0.0903,4,17
0,66100,2500,local_barajado,3,8,2.387,0.048,0,7.5,0,1.107,0.895,7.712,0.2255,15,20
0,66100,2500,local_marco_congelado,3,8,0.276,nan,0,7.972,0,1.305,0.017,8.075,0.691,2,20
1,66103,2500,local,3,8,0.374,nan,0,7.542,0,0.335,0.022,8.037,0.6837,1,20
1,66103,2500,sin_local,-1,8,5.377,0.048,2,5.016,1,0.751,0.907,51.386,0.0852,4,17
1,66103,2500,local_barajado,3,8,2.343,0.043,0,7.464,0,1.063,0.896,7.624,0.1995,18,20
1,66103,2500,local_marco_congelado,3,8,0.323,nan,0,7.98,0,1.091,0.03,8.203,0.6741,5,20
5,66115,2500,local,3,8,0.207,nan,0,7.706,0,0.587,0.022,8.285,0.6878,4,20
5,66115,2500,sin_local,-1,8,5.248,0.046,1,5.302,1,0.802,0.911,52.629,0.0823,4,17
5,66115,2500,local_barajado,3,8,2.327,0.046,0,7.484,0,0.937,0.894,7.651,0.2061,18,20
5,66115,2500,local_marco_congelado,3,8,0.248,nan,0,7.967,0,0.796,0.02,8.203,0.6883,2,20
2,66106,2500,local,3,8,0.309,nan,0,7.542,0,1.214,0.017,8.102,0.7075,3,20
2,66106,2500,sin_local,-1,8,5.541,0.044,1,4.486,1,0.921,0.916,52.373,0.0946,4,17
2,66106,2500,local_barajado,3,8,2.309,0.042,2,7.16,1,1.059,0.905,7.69,0.2035,20,20
2,66106,2500,local_marco_congelado,3,8,0.223,nan,0,7.984,0,0.498,0.014,8.197,0.6796,3,20
3,66109,2500,local,3,8,0.235,nan,0,7.581,0,0.6,0.016,8.014,0.7054,2,20
3,66109,2500,sin_local,-1,8,5.652,0.043,1,5.541,1,0.909,0.916,52.629,0.0867,3,17
3,66109,2500,local_barajado,3,8,2.336,0.041,0,7.474,0,0.946,0.892,7.706,0.2016,17,20
3,66109,2500,local_marco_congelado,3,8,0.275,nan,0,7.991,0,0.966,0.018,8.138,0.7085,2,20
6,66118,2500,local,3,8,0.233,nan,0,7.761,0,0.339,0.015,8.158,0.7046,5,20
