patch,seed,N,arm,k_local,D_max,d_s,delta_rel,n_ejes,PR,ejes_reales,holonomia,gigante,grado_medio,clustering,diam_fin,pasos
6,66118,2500,sin_local,-1,8,5.486,0.054,2,5.032,1,0.907,0.904,51.365,0.0841,4,17
6,66118,2500,local_barajado,3,8,2.332,0.044,0,7.489,0,0.984,0.885,7.603,0.2094,15,20
6,66118,2500,local_marco_congelado,3,8,0.255,nan,0,7.97,0,0.545,0.02,8.141,0.6994,4,20
8,66124,2500,local,3,8,0.182,nan,0,7.639,0,0.578,0.014,8.027,0.6708,3,20
8,66124,2500,sin_local,-1,8,5.124,0.052,1,5.189,1,0.895,0.912,52.25,0.08,4,17
8,66124,2500,local_barajado,3,8,2.31,0.046,0,7.362,0,1.065,0.902,7.675,0.2016,17,20
8,66124,2500,local_marco_congelado,3,8,0.183,nan,0,7.973,0,0.947,0.02,8.205,0.6736,3,20
10,66130,2500,local,3,8,0.266,nan,0,7.704,0,0.292,0.017,8.069,0.7081,2,20
10,66130,2500,sin_local,-1,8,5.226,0.049,2,5.024,1,0.788,0.903,50.576,0.081,4,17
10,66130,2500,local_barajado,3,8,2.295,0.046,0,7.394,0,0.98,0.897,7.613,0.2144,18,20
10,66130,2500,local_marco_congelado,3,8,0.304,nan,0,7.98,0,0.838,0.025,8.034,0.6727,2,20
7,66121,2500,local,3,8,0.19,nan,0,7.591,0,0.377,0.028,8.155,0.688,2,20
7,66121,2500,sin_local,-1,8,5.39,0.045,1,4.9,1,0.758,0.905,52.109,0.0872,3,17
7,66121,2500,local_barajado,3,8,2.346,0.048,0,7.417,0,1.043,0.881,7.699,0.206,17,20
7,66121,2500,local_marco_congelado,3,8,0.285,nan,0,7.985,0,0.982,0.021,8.293,0.6918,3,20
9,66127,2500,local,3,8,0.346,nan,0,7.651,0,0.391,0.017,8.184,0.7076,5,20
9,66127,2500,sin_local,-1,8,5.367,0.045,1,5.162,1,0.938,0.908,52.574,0.0929,3,17
9,66127,2500,local_barajado,3,8,2.292,0.043,1,7.055,1,1.064,0.888,7.691,0.2271,1,20
9,66127,2500,local_marco_congelado,3,8,0.274,nan,0,7.986,0,0.885,0.032,8.093,0.6614,2,20
11,66133,2500,local,3,8,0.273,nan,0,7.577,0,0.554,0.023,8.134,0.6655,6,20
11,66133,2500,sin_local,-1,8,5.526,0.042,1,3.696,1,0.798,0.913,51.638,0.0878,4,17
11,66133,2500,local_barajado,3,8,2.268,0.043,0,7.428,0,1.013,0.896,7.659,0.2004,16,20
11,66133,2500,local_marco_congelado,3,8,0.231,nan,0,7.983,0,0.568,0.019,8.078,0.6666,2,20
12,66136,2500,local,3,8,0.253,nan,0,7.64,0,0.91,0.018,8.038,0.659,2,20
12,66136,2500,sin_local,-1,8,4.407,0.048,2,5.313,1,0.978,0.911,52.578,0.0811,4,17
12,66136,2500,local_barajado,3,8,2.228,0.044,0,7.442,0,0.964,0.88,7.707,0.212,15,20
12,66136,2500,local_marco_congelado,3,8,0.254,nan,0,7.982,0,0.599,0.023,7.986,0.6822,1,20
15,66145,2500,local,3,8,0.29,nan,0,7.629,0,0.274,0.027,8.165,0.6692,3,20
15,66145,2500,sin_local,-1,8,5.515,0.048,2,5.011,1,0.92,0.922,49.09,0.0898,4,16
15,66145,2500,local_barajado,3,8,2.265,0.041,1,7.044,1,1.045,0.9,7.744,0.2169,17,20
15,66145,2500,local_marco_congelado,3,8,0.299,nan,0,7.974,0,1.221,0.026,8.048,0.6967,2,20
13,66139,2500,local,3,8,0.258,nan,0,7.601,0,0.525,0.03,8.038,0.6809,2,20
13,66139,2500,sin_local,-1,8,5.29,0.051,2,5.148,1,0.917,0.911,52.211,0.0785,4,17
13,66139,2500,local_barajado,3,8,2.293,0.045,0,7.379,0,0.999,0.895,7.654,0.1932,18,20
13,66139,2500,local_marco_congelado,3,8,0.245,0.006,0,7.975,0,1.369,0.024,8.088,0.7081,2,20
14,66142,2500,local,3,8,0.273,nan,0,7.65,0,0.549,0.034,8.09,0.6798,2,20
14,66142,2500,sin_local,-1,8,5.572,0.043,1,5.276,1,0.753,0.908,50.403,0.0928,3,17
14,66142,2500,local_barajado,3,8,2.295,0.048,1,7.378,1,0.99,0.877,7.53,0.2124,18,20
14,66142,2500,local_marco_congelado,3,8,0.23,nan,0,7.981,0,1.622,0.021,8.102,0.6633,3,20
16,66148,2500,local,3,8,0.234,nan,0,7.56,0,0.392,0.016,8.141,0.6734,2,20
16,66148,2500,sin_local,-1,8,5.248,0.047,3,5.588,1,0.887,0.916,51.914,0.0875,4,17
16,66148,2500,local_barajado,3,8,2.269,0.041,1,7.029,1,1.071,0.898,7.662,0.1959,16,20
16,66148,2500,local_marco_congelado,3,8,0.3,nan,0,7.985,0,0.447,0.017,8.147,0.7083,3,20
17,66151,2500,local,3,8,0.315,nan,0,7.495,0,0.438,0.027,8.014,0.6957,3,20
17,66151,2500,sin_local,-1,8,5.403,0.046,2,4.795,1,0.834,0.916,52.424,0.0918,4,17
17,66151,2500,local_barajado,3,8,2.256,0.05,1,7.236,1,1.051,0.893,7.634,0.2108,17,20
17,66151,2500,local_marco_congelado,3,8,0.228,nan,0,7.979,0,0.421,0.015,8.13,0.6535,6,20
19,66157,2500,local,3,8,0.289,nan,0,7.456,0,0.097,0.018,8.11,0.6881,3,20
19,66157,2500,sin_local,-1,8,5.008,0.04,2,5.975,1,1.077,0.925,48.395,0.0902,4,16
19,66157,2500,local_barajado,3,8,2.379,0.047,0,7.3,0,1.035,0.88,7.659,0.2017,16,20
19,66157,2500,local_marco_congelado,3,8,0.377,nan,0,7.968,0,0.996,0.017,8.128,0.6903,7,20
18,66154,2500,local,3,8,0.336,nan,0,7.498,0,0.581,0.028,8.136,0.6753,2,20
18,66154,2500,sin_local,-1,8,5.374,0.047,2,4.901,1,0.867,0.919,52.045,0.0824,3,17
18,66154,2500,local_barajado,3,8,2.303,0.044,0,7.545,0,1.05,0.892,7.656,0.2123,18,20
18,66154,2500,local_marco_congelado,3,8,0.267,0.008,0,7.98,0,0.823,0.028,8.174,0.6837,9,20
20,66160,2500,local,3,8,0.299,nan,0,7.738,0,0.395,0.021,8.046,0.6944,2,20
20,66160,2500,sin_local,-1,8,5.692,0.046,2,4.5,1,0.884,0.915,52.122,0.0884,4,17
20,66160,2500,local_barajado,3,8,2.339,0.043,0,7.178,0,1.08,0.887,7.635,0.1932,17,20
20,66160,2500,local_marco_congelado,3,8,0.264,nan,0,7.975,0,0.881,0.014,8.238,0.6912,2,20
22,66166,2500,local,3,8,0.452,nan,0,7.706,0,0.904,0.023,7.915,0.7049,2,20
22,66166,2500,sin_local,-1,8,5.29,0.053,1,5.1,1,0.746,0.917,52.174,0.0856,4,17
22,66166,2500,local_barajado,3,8,2.287,0.052,1,7.142,1,1.02,0.896,7.565,0.1918,15,20
22,66166,2500,local_marco_congelado,3,8,0.276,nan,0,7.975,0,0.899,0.027,8.006,0.7007,10,20
21,66163,2500,local,3,8,0.312,nan,0,7.567,0,0.304,0.022,7.976,0.6803,2,20
21,66163,2500,sin_local,-1,8,5.221,0.048,1,5.402,1,0.838,0.902,51.158,0.0859,4,17
21,66163,2500,local_barajado,3,8,2.407,0.048,1,7.176,1,1.009,0.902,7.73,0.1935,17,20
21,66163,2500,local_marco_congelado,3,8,0.253,nan,0,7.98,0,1.127,0.015,8.131,0.6859,3,20
23,66169,2500,local,3,8,0.261,nan,0,7.623,0,0.508,0.016,8.112,0.6584,2,20
23,66169,2500,sin_local,-1,8,5.195,0.045,1,5.016,1,0.887,0.912,52.184,0.0894,4,17
23,66169,2500,local_barajado,3,8,2.35,0.046,0,7.565,0,1.028,0.883,7.576,0.2167,18,20
23,66169,2500,local_marco_congelado,3,8,0.23,nan,0,7.972,0,0.34,0.017,8.218,0.6879,2,20
24,66172,2500,local,3,8,0.295,nan,0,7.553,0,0.693,0.017,8.178,0.6986,2,20
24,66172,2500,sin_local,-1,8,5.375,0.05,1,4.08,1,0.989,0.916,51.754,0.0889,4,17
24,66172,2500,local_barajado,3,8,2.239,0.042,0,7.412,0,1.05,0.879,7.63,0.2131,18,20
24,66172,2500,local_marco_congelado,3,8,0.286,nan,0,7.983,0,1.214,0.017,8.05,0.6985,5,20
25,66175,2500,local,3,8,0.259,nan,0,7.783,0,0.013,0.018,8.125,0.6824,2,20
25,66175,2500,sin_local,-1,8,5.577,0.049,1,4.644,1,1.01,0.912,52.854,0.0899,4,17
25,66175,2500,local_barajado,3,8,2.28,0.045,0,7.465,0,1.02,0.895,7.723,0.2071,19,20
25,66175,2500,local_marco_congelado,3,8,0.243,nan,0,7.973,0,1.743,0.016,8.088,0.6596,6,20
27,66181,2500,local,3,8,0.291,nan,0,7.776,0,0.628,0.024,8.186,0.6726,4,20
27,66181,2500,sin_local,-1,8,5.294,0.05,1,4.9,1,0.875,0.91,52.179,0.0858,3,17
27,66181,2500,local_barajado,3,8,2.35,0.048,0,7.517,0,1.014,0.884,7.581,0.198,15,20
27,66181,2500,local_marco_congelado,3,8,0.31,nan,0,7.975,0,1.112,0.02,8.056,0.6583,2,20
28,66184,2500,local,3,8,0.381,nan,0,7.522,0,0.11,0.021,8.176,0.6618,2,20
28,66184,2500,sin_local,-1,8,5.348,0.043,1,5.941,1,0.957,0.909,50.955,0.0867,4,17
28,66184,2500,local_barajado,3,8,2.359,0.044,1,7.158,1,1.066,0.886,7.614,0.185,19,20
28,66184,2500,local_marco_congelado,3,8,0.259,nan,0,7.978,0,1.345,0.032,8.131,0.6652,2,20
26,66178,2500,local,3,8,0.311,nan,0,7.627,0,0.474,0.023,8.174,0.6555,2,20
26,66178,2500,sin_local,-1,8,5.493,0.044,1,5.053,1,0.866,0.906,50.586,0.079,4,17
26,66178,2500,local_barajado,3,8,2.289,0.045,0,7.226,0,0.978,0.887,7.691,0.2041,17,20
26,66178,2500,local_marco_congelado,3,8,0.29,nan,0,7.974,0,1.431,0.018,8.112,0.7013,4,20
29,66187,2500,local,3,8,0.298,nan,0,7.754,0,0.015,0.014,8.093,0.6802,5,20
29,66187,2500,sin_local,-1,8,5.576,0.045,1,4.691,1,0.788,0.914,52.462,0.0872,4,17
29,66187,2500,local_barajado,3,8,2.365,0.039,0,7.66,0,0.973,0.881,7.624,0.2081,21,20
29,66187,2500,local_marco_congelado,3,8,0.254,nan,0,7.986,0,0.13,0.02,8.142,0.6744,4,20
30,66190,2500,local,3,8,0.254,nan,0,7.676,0,0.35,0.015,7.954,0.6911,3,20
30,66190,2500,sin_local,-1,8,5.527,0.045,2,6.247,1,1.102,0.904,51.294,0.0878,3,17
30,66190,2500,local_barajado,3,8,2.33,0.045,0,7.451,0,1.033,0.9,7.784,0.2201,16,20
30,66190,2500,local_marco_congelado,3,8,0.3,nan,0,7.977,0,nan,0.018,8.09,0.6775,2,20
34,66202,2500,local,3,8,0.338,nan,0,7.713,0,0.119,0.022,8.054,0.6646,4,20
34,66202,2500,sin_local,-1,8,5.26,0.041,1,5.505,1,0.972,0.92,48.443,0.0942,4,16
34,66202,2500,local_barajado,3,8,2.338,0.05,0,7.28,0,1.038,0.896,7.674,0.2168,16,20
34,66202,2500,local_marco_congelado,3,8,0.294,nan,0,7.973,0,1.179,0.025,7.971,0.7194,2,20
31,66193,2500,local,3,8,0.253,nan,0,7.659,0,0.968,0.02,8.141,0.6679,4,20
31,66193,2500,sin_local,-1,8,5.496,0.049,1,4.84,1,0.863,0.912,52.035,0.0869,4,17
31,66193,2500,local_barajado,3,8,2.251,0.044,0,7.19,0,1.005,0.894,7.71,0.2294,18,20
31,66193,2500,local_marco_congelado,3,8,0.287,nan,0,7.969,0,0.825,0.02,8.235,0.6705,1,20
32,66196,2500,local,3,8,0.339,nan,0,7.749,0,0.849,0.019,8.09,0.6688,2,20
32,66196,2500,sin_local,-1,8,4.975,0.049,2,5.431,1,1.141,0.908,51.635,0.0858,3,17
32,66196,2500,local_barajado,3,8,2.309,0.042,0,7.199,0,1.01,0.874,7.52,0.1944,18,20
32,66196,2500,local_marco_congelado,3,8,0.275,nan,0,7.968,0,1.297,0.021,8.122,0.6765,2,20
33,66199,2500,local,3,8,0.196,nan,0,7.684,0,0.217,0.023,8.187,0.7213,4,20
33,66199,2500,sin_local,-1,8,5.499,0.045,2,5.729,1,0.873,0.918,52.414,0.0887,4,17
33,66199,2500,local_barajado,3,8,2.243,0.05,0,7.426,0,1.062,0.886,7.627,0.2216,15,20
33,66199,2500,local_marco_congelado,3,8,0.35,nan,0,7.971,0,0.914,0.021,8.029,0.6799,2,20
35,66205,2500,local,3,8,0.409,nan,0,7.537,0,0.575,0.022,8.218,0.6845,1,20
35,66205,2500,sin_local,-1,8,5.241,0.045,2,4.701,1,0.839,0.916,52.158,0.0834,4,17
35,66205,2500,local_barajado,3,8,2.256,0.045,0,7.358,0,0.992,0.879,7.613,0.2212,2,20
35,66205,2500,local_marco_congelado,3,8,0.297,nan,0,7.973,0,0.689,0.016,8.155,0.6709,1,20
36,66208,2500,local,3,8,0.279,0.015,0,7.652,0,0.396,0.026,8.181,0.6921,2,20
36,66208,2500,sin_local,-1,8,5.221,0.043,1,6.474,1,0.895,0.912,48.181,0.0888,4,16
36,66208,2500,local_barajado,3,8,2.388,0.045,0,7.426,0,1.079,0.89,7.626,0.195,19,20
36,66208,2500,local_marco_congelado,3,8,0.256,nan,0,7.977,0,nan,0.024,8.058,0.7027,9,20
38,66214,2500,local,3,8,0.346,nan,0,7.649,0,0.025,0.024,8.213,0.6762,4,20
38,66214,2500,sin_local,-1,8,5.03,0.048,2,5.893,1,1.062,0.914,48.747,0.0901,4,16
38,66214,2500,local_barajado,3,8,2.344,0.048,0,7.447,0,1.096,0.902,7.752,0.1989,15,20
38,66214,2500,local_marco_congelado,3,8,0.324,nan,0,7.977,0,nan,0.019,8.115,0.6909,6,20
37,66211,2500,local,3,8,0.301,nan,0,7.602,0,0.853,0.02,8.173,0.6865,3,20
37,66211,2500,sin_local,-1,8,5.377,0.049,1,3.643,1,0.876,0.909,51.376,0.0823,3,17
37,66211,2500,local_barajado,3,8,2.266,0.046,0,7.421,0,0.987,0.886,7.597,0.1964,17,20
37,66211,2500,local_marco_congelado,3,8,0.315,nan,0,7.982,0,1.235,0.017,8.115,0.6783,5,20
39,66217,2500,local,3,8,0.25,nan,0,7.5,0,0.215,0.019,8.16,0.66,2,20
39,66217,2500,sin_local,-1,8,5.442,0.045,1,4.803,1,0.884,0.918,52.597,0.0861,4,17
39,66217,2500,local_barajado,3,8,2.226,0.045,0,7.581,0,1.016,0.887,7.637,0.2168,17,20
39,66217,2500,local_marco_congelado,3,8,0.214,nan,0,7.975,0,0.78,0.021,8.144,0.6803,2,20
