rule_id,N,escala_b,dt,diam_real,giant_real,holon_real,n_aristas,n_triangulos,diam_null_topo,diam_null_topo_std,holon_null_valor,eje_A,eje_B,eje_C,clase_final,pendiente_real,z_agg,holon_ratio
A0-B0-C0-r4,1053,2,0.23,4.0,1.0,1.6259288735800586,11121,1467,4.0,1e-09,1.4943321216625025,A0,B0,C0,II,0.36003193777345605,0.14142135593730956,0.9190636478287029
A0-B0-C0-r4,563,4,0.38,4.0,1.0,1.6259288735800586,10185,1467,3.0,1e-09,1.4943321216625025,A0,B0,C0,II,0.36003193777345605,0.14142135593730956,0.9190636478287029
A0-B0-C0-r4,322,8,0.47,3.0,1.0,1.6259288735800586,8529,1467,3.0,1e-09,1.4943321216625025,A0,B0,C0,II,0.36003193777345605,0.14142135593730956,0.9190636478287029
A0-B0-C0-r4,204,16,0.59,2.0,1.0,1.6259288735800586,5678,1467,2.3333333333333335,0.4714045217910317,1.4943321216625025,A0,B0,C0,II,0.36003193777345605,0.14142135593730956,0.9190636478287029
A0-B0-C1-r0,2000,1,0.05,6.0,1.0,1.223619588570333,9993,1032,5.0,1e-09,1.4169078476065917,A0,B0,C1,I,0.30368422394206723,0.5656854237492379,1.1579643386243066
A0-B0-C1-r0,1070,2,0.2,4.0,1.0,1.223619588570333,8933,1032,4.333333333333333,0.4714045217910317,1.4169078476065917,A0,B0,C1,I,0.30368422394206723,0.5656854237492379,1.1579643386243066
A0-B0-C1-r0,596,4,0.33,4.0,1.0,1.223619588570333,8126,1032,3.0,1e-09,1.4169078476065917,A0,B0,C1,I,0.30368422394206723,0.5656854237492379,1.1579643386243066
A0-B0-C1-r0,356,8,0.43,3.0,1.0,1.223619588570333,6897,1032,3.3333333333333335,0.4714045217910317,1.4169078476065917,A0,B0,C1,I,0.30368422394206723,0.5656854237492379,1.1579643386243066
A0-B0-C1-r0,215,16,0.53,3.0,1.0,1.223619588570333,4583,1032,2.3333333333333335,0.4714045217910317,1.4169078476065917,A0,B0,C1,I,0.30368422394206723,0.5656854237492379,1.1579643386243066
A0-B0-C1-r1,2000,1,0.06,5.0,1.0,1.2528262956500968,10008,1104,5.333333333333333,0.4714045217910317,1.4494080537673553,A0,B0,C1,I,0.1912252245331948,0.7071067796865472,1.1569106258383979
A0-B0-C1-r1,1066,2,0.2,4.0,1.0,1.2528262956500968,8955,1104,4.333333333333333,0.4714045217910317,1.4494080537673553,A0,B0,C1,I,0.1912252245331948,0.7071067796865472,1.1569106258383979
A0-B0-C1-r1,591,4,0.29,3.0,1.0,1.2528262956500968,8123,1104,3.3333333333333335,0.4714045217910317,1.4494080537673553,A0,B0,C1,I,0.1912252245331948,0.7071067796865472,1.1569106258383979
A0-B0-C1-r1,346,8,0.39,4.0,1.0,1.2528262956500968,6892,1104,3.0,1e-09,1.4494080537673553,A0,B0,C1,I,0.1912252245331948,0.7071067796865472,1.1569106258383979
A0-B0-C1-r1,237,16,0.47,3.0,1.0,1.2528262956500968,4788,1104,2.3333333333333335,0.4714045217910317,1.4494080537673553,A0,B0,C1,I,0.1912252245331948,0.7071067796865472,1.1569106258383979
A0-B0-C1-r2,2000,1,0.08,4.0,1.0,2.0982573211737243,18300,1500,4.0,1e-09,1.4856417843693426,A0,B0,C1,I,0.29605140205784275,0.0,0.7080360303655718
A0-B0-C1-r2,1039,2,0.31,3.0,1.0,2.0982573211737243,17102,1500,3.0,1e-09,1.4856417843693426,A0,B0,C1,I,0.29605140205784275,0.0,0.7080360303655718
A0-B0-C1-r2,558,4,0.54,3.0,1.0,2.0982573211737243,15757,1500,3.0,1e-09,1.4856417843693426,A0,B0,C1,I,0.29605140205784275,0.0,0.7080360303655718
A0-B0-C1-r2,300,8,0.71,2.0,1.0,2.0982573211737243,12934,1500,2.0,1e-09,1.4856417843693426,A0,B0,C1,I,0.29605140205784275,0.0,0.7080360303655718
A0-B0-C1-r2,178,16,0.83,2.0,1.0,2.0982573211737243,7370,1500,2.0,1e-09,1.4856417843693426,A0,B0,C1,I,0.29605140205784275,0.0,0.7080360303655718
A0-B0-C1-r3,2000,1,0.04,5.0,1.0,0.9629895497286876,10506,1209,5.0,1e-09,1.3873610350337722,A0,B0,C1,I,0.24240808214122103,0.4242640678119285,1.4406812985921258
A0-B0-C1-r3,1062,2,0.16,4.0,1.0,0.9629895497286876,9434,1209,4.0,1e-09,1.3873610350337722,A0,B0,C1,I,0.24240808214122103,0.4242640678119285,1.4406812985921258
A0-B0-C1-r3,580,4,0.24,4.0,1.0,0.9629895497286876,8577,1209,3.3333333333333335,0.4714045217910317,1.3873610350337722,A0,B0,C1,I,0.24240808214122103,0.4242640678119285,1.4406812985921258
A0-B0-C1-r3,355,8,0.32,3.0,1.0,0.9629895497286876,7334,1209,3.0,1e-09,1.3873610350337722,A0,B0,C1,I,0.24240808214122103,0.4242640678119285,1.4406812985921258
A0-B0-C1-r3,233,16,0.39,3.0,1.0,0.9629895497286876,4896,1209,2.6666666666666665,0.4714045217910317,1.3873610350337722,A0,B0,C1,I,0.24240808214122103,0.4242640678119285,1.4406812985921258
A0-B0-C1-r4,2000,1,0.07,4.0,1.0,2.0137257646281883,18433,1500,4.0,1e-09,1.5068478364476756,A0,B0,C1,I,0.2914049354765769,0.0,0.7482885022955934
A0-B0-C1-r4,1033,2,0.27,3.0,1.0,2.0137257646281883,17223,1500,3.0,1e-09,1.5068478364476756,A0,B0,C1,I,0.2914049354765769,0.0,0.7482885022955934
A0-B0-C1-r4,540,4,0.42,3.0,1.0,2.0137257646281883,15866,1500,3.0,1e-09,1.5068478364476756,A0,B0,C1,I,0.2914049354765769,0.0,0.7482885022955934
A0-B0-C1-r4,305,8,0.55,2.0,1.0,2.0137257646281883,13057,1500,2.0,1e-09,1.5068478364476756,A0,B0,C1,I,0.2914049354765769,0.0,0.7482885022955934
