rule_id,N,escala_b,dt,diam_real,giant_real,holon_real,n_aristas,n_triangulos,diam_null_topo,diam_null_topo_std,holon_null_valor,eje_A,eje_B,eje_C,clase_final,pendiente_real,z_agg,holon_ratio
A0-B0-C1-r4,171,16,0.66,2.0,1.0,2.0137257646281883,7277,1500,2.0,1e-09,1.5068478364476756,A0,B0,C1,I,0.2914049354765769,0.0,0.7482885022955934
A0-B0-C2-r0,2000,1,0.1,4.0,1.0,1.9590908337862096,17498,1500,4.0,1e-09,1.510599346428961,A0,B0,C2,I,0.30052430026606164,0.14142135593730956,0.7710716217836221
A0-B0-C2-r0,1031,2,0.32,3.0,1.0,1.9590908337862096,16293,1500,3.0,1e-09,1.510599346428961,A0,B0,C2,I,0.30052430026606164,0.14142135593730956,0.7710716217836221
A0-B0-C2-r0,552,4,0.51,3.0,1.0,1.9590908337862096,15016,1500,3.0,1e-09,1.510599346428961,A0,B0,C2,I,0.30052430026606164,0.14142135593730956,0.7710716217836221
A0-B0-C2-r0,303,8,0.68,2.0,1.0,1.9590908337862096,12403,1500,2.3333333333333335,0.4714045217910317,1.510599346428961,A0,B0,C2,I,0.30052430026606164,0.14142135593730956,0.7710716217836221
A0-B0-C2-r0,185,16,0.81,2.0,1.0,1.9590908337862096,7261,1500,2.0,1e-09,1.510599346428961,A0,B0,C2,I,0.30052430026606164,0.14142135593730956,0.7710716217836221
A0-B0-C2-r1,2000,1,0.04,5.0,1.0,1.8447840256649581,10622,1170,5.333333333333333,0.4714045217910317,1.493314733006711,A0,B0,C2,I,0.31626554618286784,0.7071067796865474,0.8094794362003656
A0-B0-C2-r1,1070,2,0.18,4.0,1.0,1.8447840256649581,9568,1170,5.0,1e-09,1.493314733006711,A0,B0,C2,I,0.31626554618286784,0.7071067796865474,0.8094794362003656
A0-B0-C2-r1,593,4,0.32,3.0,1.0,1.8447840256649581,8721,1170,3.3333333333333335,0.4714045217910317,1.493314733006711,A0,B0,C2,I,0.31626554618286784,0.7071067796865474,0.8094794362003656
A0-B0-C2-r1,347,8,0.43,4.0,1.0,1.8447840256649581,7403,1170,3.3333333333333335,0.4714045217910317,1.493314733006711,A0,B0,C2,I,0.31626554618286784,0.7071067796865474,0.8094794362003656
A0-B0-C2-r1,187,16,0.52,2.0,1.0,1.8447840256649581,4842,1170,2.3333333333333335,0.4714045217910317,1.493314733006711,A0,B0,C2,I,0.31626554618286784,0.7071067796865474,0.8094794362003656
A0-B0-C2-r2,2000,1,0.07,4.0,1.0,1.8236446147475187,15914,1500,4.0,1e-09,1.5737007150656646,A0,B0,C2,I,0.2918366734829293,0.14142135593730956,0.8629426492088434
A0-B0-C2-r2,1043,2,0.24,3.0,1.0,1.8236446147475187,14741,1500,3.3333333333333335,0.4714045217910317,1.5737007150656646,A0,B0,C2,I,0.2918366734829293,0.14142135593730956,0.8629426492088434
A0-B0-C2-r2,553,4,0.49,3.0,1.0,1.8236446147475187,13634,1500,3.0,1e-09,1.5737007150656646,A0,B0,C2,I,0.2918366734829293,0.14142135593730956,0.8629426492088434
A0-B0-C2-r2,310,8,0.69,2.0,1.0,1.8236446147475187,11372,1500,3.0,1e-09,1.5737007150656646,A0,B0,C2,I,0.2918366734829293,0.14142135593730956,0.8629426492088434
A0-B0-C2-r2,171,16,0.83,2.0,1.0,1.8236446147475187,6809,1500,2.0,1e-09,1.5737007150656646,A0,B0,C2,I,0.2918366734829293,0.14142135593730956,0.8629426492088434
A0-B0-C2-r3,2000,1,0.12,5.0,1.0,1.7380444114656037,14581,1500,4.0,1e-09,1.5336661991409373,A0,B0,C2,II,0.35525517482095803,0.4242640678119285,0.8824090966971754
A0-B0-C2-r3,1041,2,0.4,4.0,1.0,1.7380444114656037,13434,1500,3.3333333333333335,0.4714045217910317,1.5336661991409373,A0,B0,C2,II,0.35525517482095803,0.4242640678119285,0.8824090966971754
A0-B0-C2-r3,558,4,0.65,3.0,1.0,1.7380444114656037,12400,1500,3.0,1e-09,1.5336661991409373,A0,B0,C2,II,0.35525517482095803,0.4242640678119285,0.8824090966971754
A0-B0-C2-r3,306,8,0.82,3.0,1.0,1.7380444114656037,10432,1500,2.6666666666666665,0.4714045217910317,1.5336661991409373,A0,B0,C2,II,0.35525517482095803,0.4242640678119285,0.8824090966971754
A0-B0-C2-r3,192,16,0.94,2.0,1.0,1.7380444114656037,6535,1500,2.0,1e-09,1.5336661991409373,A0,B0,C2,II,0.35525517482095803,0.4242640678119285,0.8824090966971754
A0-B0-C2-r4,2000,1,0.09,4.0,1.0,2.1641189669294505,19105,1500,4.0,1e-09,1.4975688093774122,A0,B0,C2,I,0.2904825300221555,0.0,0.6919992996051554
A0-B0-C2-r4,1035,2,0.32,3.0,1.0,2.1641189669294505,17869,1500,3.0,1e-09,1.4975688093774122,A0,B0,C2,I,0.2904825300221555,0.0,0.6919992996051554
A0-B0-C2-r4,554,4,0.5,3.0,1.0,2.1641189669294505,16528,1500,3.0,1e-09,1.4975688093774122,A0,B0,C2,I,0.2904825300221555,0.0,0.6919992996051554
A0-B0-C2-r4,298,8,0.69,2.0,1.0,2.1641189669294505,13476,1500,2.0,1e-09,1.4975688093774122,A0,B0,C2,I,0.2904825300221555,0.0,0.6919992996051554
A0-B0-C2-r4,169,16,0.84,2.0,1.0,2.1641189669294505,7374,1500,2.0,1e-09,1.4975688093774122,A0,B0,C2,I,0.2904825300221555,0.0,0.6919992996051554
A1-B0-C0-r0,2000,1,0.04,8.0,0.9975,1.575362433400167,6410,144,8.333333333333334,0.4714045217910317,1.2533977578640854,A1,B0,C0,II,0.3706554439307624,0.42426406781192866,0.7956250138317869
A1-B0-C0-r0,1103,2,0.14,6.0,0.9954669084315503,1.575362433400167,5486,144,6.333333333333333,0.4714045217910317,1.2533977578640854,A1,B0,C0,II,0.3706554439307624,0.42426406781192866,0.7956250138317869
A1-B0-C0-r0,633,4,0.23,4.0,0.9921011058451816,1.575362433400167,4956,144,5.0,1e-09,1.2533977578640854,A1,B0,C0,II,0.3706554439307624,0.42426406781192866,0.7956250138317869
A1-B0-C0-r0,411,8,0.31,4.0,0.9878345498783455,1.575362433400167,4529,144,4.0,1e-09,1.2533977578640854,A1,B0,C0,II,0.3706554439307624,0.42426406781192866,0.7956250138317869
A1-B0-C0-r0,270,16,0.37,4.0,0.9814814814814815,1.575362433400167,3629,144,3.6666666666666665,0.4714045217910317,1.2533977578640854,A1,B0,C0,II,0.3706554439307624,0.42426406781192866,0.7956250138317869
A1-B0-C0-r1,2000,1,0.03,10.0,0.9925,0.7068960875689682,4850,54,9.333333333333334,0.9428090425820633,1.4962198223440282,A1,B0,C0,I,0.48847849629403395,0.42426406796192817,2.116605040904332
A1-B0-C0-r1,1144,2,0.1,7.0,0.9868881118881119,0.7068960875689682,3984,54,7.0,1e-09,1.4962198223440282,A1,B0,C0,I,0.48847849629403395,0.42426406796192817,2.116605040904332
A1-B0-C0-r1,684,4,0.16,5.0,0.9780701754385965,0.7068960875689682,3491,54,4.666666666666667,0.4714045217910317,1.4962198223440282,A1,B0,C0,I,0.48847849629403395,0.42426406796192817,2.116605040904332
A1-B0-C0-r1,448,8,0.22,5.0,0.9665178571428571,0.7068960875689682,3135,54,4.666666666666667,0.4714045217910317,1.4962198223440282,A1,B0,C0,I,0.48847849629403395,0.42426406796192817,2.116605040904332
A1-B0-C0-r1,339,16,0.26,4.0,0.9557522123893806,0.7068960875689682,2695,54,4.0,1e-09,1.4962198223440282,A1,B0,C0,I,0.48847849629403395,0.42426406796192817,2.116605040904332
A1-B0-C0-r2,2000,1,0.04,8.0,0.998,0.6003783246488003,6510,120,7.666666666666667,0.4714045217910317,1.4480330519448634,A1,B0,C0,I,0.33693002619899254,0.7071067796865476,2.411867638279431
A1-B0-C0-r2,1110,2,0.15,5.0,0.9963963963963964,0.6003783246488003,5597,120,5.666666666666667,0.4714045217910317,1.4480330519448634,A1,B0,C0,I,0.33693002619899254,0.7071067796865476,2.411867638279431
A1-B0-C0-r2,639,4,0.23,4.0,0.9937402190923318,0.6003783246488003,5074,120,4.666666666666667,0.4714045217910317,1.4480330519448634,A1,B0,C0,I,0.33693002619899254,0.7071067796865476,2.411867638279431
A1-B0-C0-r2,389,8,0.3,4.0,0.9897172236503856,0.6003783246488003,4597,120,4.0,1e-09,1.4480330519448634,A1,B0,C0,I,0.33693002619899254,0.7071067796865476,2.411867638279431
A1-B0-C0-r2,279,16,0.36,4.0,0.985663082437276,0.6003783246488003,3759,120,4.0,1e-09,1.4480330519448634,A1,B0,C0,I,0.33693002619899254,0.7071067796865476,2.411867638279431
A1-B0-C0-r3,2000,1,0.04,7.0,0.9995,1.208984590794873,7620,195,6.333333333333333,0.4714045217910317,1.3763037490559364,A1,B0,C0,I,0.2729203454895499,0.8485281356238568,1.1383964357652034
A1-B0-C0-r3,1092,2,0.17,5.0,0.9990842490842491,1.208984590794873,6687,195,4.666666666666667,0.4714045217910317,1.3763037490559364,A1,B0,C0,I,0.2729203454895499,0.8485281356238568,1.1383964357652034
A1-B0-C0-r3,626,4,0.29,4.0,0.9984025559105432,1.208984590794873,6119,195,4.333333333333333,0.4714045217910317,1.3763037490559364,A1,B0,C0,I,0.2729203454895499,0.8485281356238568,1.1383964357652034
A1-B0-C0-r3,368,8,0.38,4.0,0.9972826086956522,1.208984590794873,5516,195,4.0,1e-09,1.3763037490559364,A1,B0,C0,I,0.2729203454895499,0.8485281356238568,1.1383964357652034
A1-B0-C0-r3,267,16,0.5,4.0,0.9962546816479401,1.208984590794873,4289,195,3.3333333333333335,0.4714045217910317,1.3763037490559364,A1,B0,C0,I,0.2729203454895499,0.8485281356238568,1.1383964357652034
A1-B0-C0-r4,2000,1,0.05,11.0,0.981,0.4377379502043334,4240,45,11.0,1e-09,1.7024993766756795,A1,B0,C0,I,0.5764420156425485,0.14142135593730937,3.889311803742315
A1-B0-C0-r4,1160,2,0.16,7.0,0.968103448275862,0.4377379502043334,3392,45,7.333333333333333,0.4714045217910317,1.7024993766756795,A1,B0,C0,I,0.5764420156425485,0.14142135593730937,3.889311803742315
A1-B0-C0-r4,736,4,0.23,6.0,0.9497282608695652,0.4377379502043334,2946,45,6.0,1e-09,1.7024993766756795,A1,B0,C0,I,0.5764420156425485,0.14142135593730937,3.889311803742315
A1-B0-C0-r4,502,8,0.36,5.0,0.9262948207171314,0.4377379502043334,2630,45,5.0,1e-09,1.7024993766756795,A1,B0,C0,I,0.5764420156425485,0.14142135593730937,3.889311803742315
A1-B0-C0-r4,392,16,0.42,4.0,0.9056122448979592,0.4377379502043334,2275,45,4.0,1e-09,1.7024993766756795,A1,B0,C0,I,0.5764420156425485,0.14142135593730937,3.889311803742315
A1-B0-C1-r0,2000,1,0.05,7.0,0.999,0.5015256434183382,7049,78,7.0,1e-09,1.3218110481271121,A1,B0,C1,I,0.33377341469855526,1.2727922034357857,2.635580185128337
A1-B0-C1-r0,1096,2,0.18,4.0,0.9981751824817519,0.5015256434183382,6133,78,5.666666666666667,0.4714045217910317,1.3218110481271121,A1,B0,C1,I,0.33377341469855526,1.2727922034357857,2.635580185128337
A1-B0-C1-r0,625,4,0.3,4.0,0.9968,0.5015256434183382,5578,78,4.666666666666667,0.4714045217910317,1.3218110481271121,A1,B0,C1,I,0.33377341469855526,1.2727922034357857,2.635580185128337
A1-B0-C1-r0,400,8,0.4,4.0,0.995,0.5015256434183382,5065,78,4.0,1e-09,1.3218110481271121,A1,B0,C1,I,0.33377341469855526,1.2727922034357857,2.635580185128337
A1-B0-C1-r0,250,16,0.49,3.0,0.992,0.5015256434183382,3978,78,3.6666666666666665,0.4714045217910317,1.3218110481271121,A1,B0,C1,I,0.33377341469855526,1.2727922034357857,2.635580185128337
A1-B0-C1-r1,2000,1,0.04,11.0,0.994,0.40042621129267836,4931,39,9.666666666666666,0.4714045217910317,1.4183528199219855,A1,B0,C1,I,0.5815755015651385,0.9899494915611667,3.5421078339082235
A1-B0-C1-r1,1136,2,0.12,7.0,0.9894366197183099,0.40042621129267836,4058,39,7.333333333333333,0.4714045217910317,1.4183528199219855,A1,B0,C1,I,0.5815755015651385,0.9899494915611667,3.5421078339082235
A1-B0-C1-r1,685,4,0.19,5.0,0.9824817518248176,0.40042621129267836,3575,39,6.0,1e-09,1.4183528199219855,A1,B0,C1,I,0.5815755015651385,0.9899494915611667,3.5421078339082235
A1-B0-C1-r1,476,8,0.25,4.0,0.9747899159663865,0.40042621129267836,3253,39,4.666666666666667,0.4714045217910317,1.4183528199219855,A1,B0,C1,I,0.5815755015651385,0.9899494915611667,3.5421078339082235
A1-B0-C1-r1,321,16,0.3,4.0,0.9626168224299065,0.40042621129267836,2742,39,4.0,1e-09,1.4183528199219855,A1,B0,C1,I,0.5815755015651385,0.9899494915611667,3.5421078339082235
A1-B0-C1-r2,2000,1,0.05,7.0,0.998,0.3336381160708921,6396,93,7.0,1e-09,1.4177021432235126,A1,B0,C1,I,0.3117086195470303,0.28284271187461896,4.249221161895892
A1-B0-C1-r2,1109,2,0.16,6.0,0.9963931469792606,0.3336381160708921,5488,93,5.0,1e-09,1.4177021432235126,A1,B0,C1,I,0.3117086195470303,0.28284271187461896,4.249221161895892
A1-B0-C1-r2,663,4,0.28,5.0,0.9939668174962293,0.3336381160708921,4976,93,4.666666666666667,0.4714045217910317,1.4177021432235126,A1,B0,C1,I,0.3117086195470303,0.28284271187461896,4.249221161895892
A1-B0-C1-r2,407,8,0.4,4.0,0.9901719901719902,0.3336381160708921,4470,93,4.0,1e-09,1.4177021432235126,A1,B0,C1,I,0.3117086195470303,0.28284271187461896,4.249221161895892
A1-B0-C1-r2,281,16,0.48,4.0,0.9857651245551602,0.3336381160708921,3636,93,3.6666666666666665,0.4714045217910317,1.4177021432235126,A1,B0,C1,I,0.3117086195470303,0.28284271187461896,4.249221161895892
A1-B0-C1-r3,2000,1,0.05,7.0,0.9995,0.7773689820693649,7365,105,6.666666666666667,0.4714045217910317,1.4840316942571938,A1,B0,C1,I,0.2788464937321875,0.7071067796865472,1.909044132821823
A1-B0-C1-r3,1095,2,0.2,5.0,0.9990867579908675,0.7773689820693649,6436,105,5.333333333333333,0.4714045217910317,1.4840316942571938,A1,B0,C1,I,0.2788464937321875,0.7071067796865472,1.909044132821823
A1-B0-C1-r3,619,4,0.36,5.0,0.9983844911147012,0.7773689820693649,5869,105,4.0,1e-09,1.4840316942571938,A1,B0,C1,I,0.2788464937321875,0.7071067796865472,1.909044132821823
A1-B0-C1-r3,395,8,0.46,4.0,0.9974683544303797,0.7773689820693649,5307,105,3.3333333333333335,0.4714045217910317,1.4840316942571938,A1,B0,C1,I,0.2788464937321875,0.7071067796865472,1.909044132821823
A1-B0-C1-r3,289,16,0.55,4.0,0.9965397923875432,0.7773689820693649,4269,105,3.6666666666666665,0.4714045217910317,1.4840316942571938,A1,B0,C1,I,0.2788464937321875,0.7071067796865472,1.909044132821823
A1-B0-C1-r4,2000,1,0.11,7.0,0.998,0.8395444161314558,6348,51,7.333333333333333,0.4714045217910317,1.2737295021874329,A1,B0,C1,I,0.2821660452588176,0.28284271187461896,1.5171674990784434
A1-B0-C1-r4,1109,2,0.23,5.0,0.9963931469792606,0.8395444161314558,5451,51,6.0,1e-09,1.2737295021874329,A1,B0,C1,I,0.2821660452588176,0.28284271187461896,1.5171674990784434
A1-B0-C1-r4,642,4,0.36,5.0,0.9937694704049844,0.8395444161314558,4908,51,5.0,1e-09,1.2737295021874329,A1,B0,C1,I,0.2821660452588176,0.28284271187461896,1.5171674990784434
A1-B0-C1-r4,411,8,0.45,4.0,0.9902676399026764,0.8395444161314558,4468,51,3.6666666666666665,0.4714045217910317,1.2737295021874329,A1,B0,C1,I,0.2821660452588176,0.28284271187461896,1.5171674990784434
A1-B0-C1-r4,293,16,0.52,4.0,0.9863481228668942,0.8395444161314558,3673,51,4.0,1e-09,1.2737295021874329,A1,B0,C1,I,0.2821660452588176,0.28284271187461896,1.5171674990784434
A1-B0-C2-r0,2000,1,0.03,8.0,0.993,0.36466294412273503,5102,90,10.0,0.816496581927726,1.6632191311868354,A1,B0,C2,II,0.36452173908710256,0.914162015768564,4.56097653461341
A1-B0-C2-r0,1112,2,0.12,6.0,0.987410071942446,0.36466294412273503,4198,90,6.333333333333333,0.4714045217910317,1.6632191311868354,A1,B0,C2,II,0.36452173908710256,0.914162015768564,4.56097653461341
A1-B0-C2-r0,658,4,0.19,6.0,0.9787234042553191,0.36466294412273503,3709,90,5.0,1e-09,1.6632191311868354,A1,B0,C2,II,0.36452173908710256,0.914162015768564,4.56097653461341
A1-B0-C2-r0,399,8,0.26,4.0,0.9649122807017544,0.36466294412273503,3323,90,4.666666666666667,0.4714045217910317,1.6632191311868354,A1,B0,C2,II,0.36452173908710256,0.914162015768564,4.56097653461341
A1-B0-C2-r0,283,16,0.36,4.0,0.950530035335689,0.36466294412273503,2831,90,4.0,1e-09,1.6632191311868354,A1,B0,C2,II,0.36452173908710256,0.914162015768564,4.56097653461341
A1-B0-C2-r1,2000,1,0.05,11.0,0.9915,0.5838589726906075,4212,57,11.0,0.816496581927726,1.1015830914589164,A1,B0,C2,I,0.5107254597036163,0.28284271187461874,1.8867280336250924
A1-B0-C2-r1,1143,2,0.17,7.0,0.9860017497812773,0.5838589726906075,3343,57,8.0,1e-09,1.1015830914589164,A1,B0,C2,I,0.5107254597036163,0.28284271187461874,1.8867280336250924
A1-B0-C2-r1,680,4,0.26,6.0,0.9764705882352941,0.5838589726906075,2859,57,5.666666666666667,0.4714045217910317,1.1015830914589164,A1,B0,C2,I,0.5107254597036163,0.28284271187461874,1.8867280336250924
A1-B0-C2-r1,459,8,0.33,5.0,0.9651416122004357,0.5838589726906075,2577,57,4.666666666666667,0.4714045217910317,1.1015830914589164,A1,B0,C2,I,0.5107254597036163,0.28284271187461874,1.8867280336250924
A1-B0-C2-r1,309,16,0.43,4.0,0.948220064724919,0.5838589726906075,2216,57,4.0,1e-09,1.1015830914589164,A1,B0,C2,I,0.5107254597036163,0.28284271187461874,1.8867280336250924
A1-B0-C2-r2,2000,1,0.02,14.0,0.983,0.2707600862883567,4051,24,11.666666666666666,0.9428090425820633,1.6634117965115547,A1,B0,C2,I,0.6510194342133927,0.9192388141175118,6.143489682375261
A1-B0-C2-r2,1162,2,0.1,7.0,0.9707401032702238,0.2707600862883567,3208,24,7.666666666666667,0.4714045217910317,1.6634117965115547,A1,B0,C2,I,0.6510194342133927,0.9192388141175118,6.143489682375261
A1-B0-C2-r2,703,4,0.18,6.0,0.9516358463726885,0.2707600862883567,2728,24,5.666666666666667,0.4714045217910317,1.6634117965115547,A1,B0,C2,I,0.6510194342133927,0.9192388141175118,6.143489682375261
A1-B0-C2-r2,456,8,0.26,5.0,0.9254385964912281,0.2707600862883567,2431,24,5.0,1e-09,1.6634117965115547,A1,B0,C2,I,0.6510194342133927,0.9192388141175118,6.143489682375261
A1-B0-C2-r2,351,16,0.35,4.0,0.9031339031339032,0.2707600862883567,2141,24,4.0,1e-09,1.6634117965115547,A1,B0,C2,I,0.6510194342133927,0.9192388141175118,6.143489682375261
A1-B0-C2-r3,2000,1,0.02,20.0,0.7825,0.5791329314151571,2162,117,23.333333333333332,1.2472191299246471,1.465083380828193,A1,B0,C2,III,1.3236577537839191,1.7281273726680595,2.5297877246388767
A1-B0-C2-r3,1369,2,0.1,14.0,0.6975894813732652,0.5791329314151571,1498,117,15.333333333333334,1.2472191299246471,1.465083380828193,A1,B0,C2,III,1.3236577537839191,1.7281273726680595,2.5297877246388767
A1-B0-C2-r3,983,4,0.16,8.0,0.5859613428280773,0.5791329314151571,1110,117,10.0,0.816496581927726,1.465083380828193,A1,B0,C2,III,1.3236577537839191,1.7281273726680595,2.5297877246388767
A1-B0-C2-r3,779,8,0.21,6.0,0.48010269576379977,0.5791329314151571,887,117,8.0,0.816496581927726,1.465083380828193,A1,B0,C2,III,1.3236577537839191,1.7281273726680595,2.5297877246388767
A1-B0-C2-r3,680,16,0.26,5.0,0.40441176470588236,0.5791329314151571,755,117,5.0,1e-09,1.465083380828193,A1,B0,C2,III,1.3236577537839191,1.7281273726680595,2.5297877246388767
A1-B0-C2-r4,2000,1,0.02,21.0,0.776,0.7213331087215562,2134,162,23.0,0.816496581927726,1.6403657980180164,A1,B0,C2,III,1.3687344685838294,1.507587581766208,2.2740752894668788
A1-B0-C2-r4,1350,2,0.07,17.0,0.6933333333333334,0.7213331087215562,1434,162,15.0,0.816496581927726,1.6403657980180164,A1,B0,C2,III,1.3687344685838294,1.507587581766208,2.2740752894668788
A1-B0-C2-r4,971,4,0.11,11.0,0.5890834191555098,0.7213331087215562,1051,162,10.0,0.816496581927726,1.6403657980180164,A1,B0,C2,III,1.3687344685838294,1.507587581766208,2.2740752894668788
A1-B0-C2-r4,766,8,0.15,6.0,0.48172323759791125,0.7213331087215562,830,162,6.666666666666667,0.4714045217910317,1.6403657980180164,A1,B0,C2,III,1.3687344685838294,1.507587581766208,2.2740752894668788
A1-B0-C2-r4,670,16,0.18,5.0,0.40746268656716417,0.7213331087215562,705,162,5.0,1e-09,1.6403657980180164,A1,B0,C2,III,1.3687344685838294,1.507587581766208,2.2740752894668788
A1-B1-C0-r0,2000,1,0.04,7.0,0.9985,1.6256067121221245,6430,132,7.0,1e-09,1.5988832430910214,A1,B1,C0,I,0.32234137710396094,0.7071067796865474,0.9835609260026879
A1-B1-C0-r0,1099,2,0.15,6.0,0.997270245677889,1.6256067121221245,5504,132,5.333333333333333,0.4714045217910317,1.5988832430910214,A1,B1,C0,I,0.32234137710396094,0.7071067796865474,0.9835609260026879
A1-B1-C0-r0,651,4,0.29,5.0,0.9953917050691244,1.6256067121221245,4982,132,4.666666666666667,0.4714045217910317,1.5988832430910214,A1,B1,C0,I,0.32234137710396094,0.7071067796865474,0.9835609260026879
A1-B1-C0-r0,421,8,0.38,4.0,0.9928741092636579,1.6256067121221245,4524,132,4.0,1e-09,1.5988832430910214,A1,B1,C0,I,0.32234137710396094,0.7071067796865474,0.9835609260026879
A1-B1-C0-r0,300,16,0.46,4.0,0.99,1.6256067121221245,3751,132,3.3333333333333335,0.4714045217910317,1.5988832430910214,A1,B1,C0,I,0.32234137710396094,0.7071067796865474,0.9835609260026879
A1-B1-C0-r1,2000,1,0.03,11.0,0.988,1.4201845257707255,4510,42,10.666666666666666,0.4714045217910317,1.4092880092691538,A1,B1,C0,I,0.5621676243532893,0.14142135593730976,0.9923273938675974
A1-B1-C0-r1,1159,2,0.09,7.0,0.9792924935289042,1.4201845257707255,3662,42,7.0,1e-09,1.4092880092691538,A1,B1,C0,I,0.5621676243532893,0.14142135593730976,0.9923273938675974
A1-B1-C0-r1,700,4,0.15,5.0,0.9657142857142857,1.4201845257707255,3174,42,6.0,1e-09,1.4092880092691538,A1,B1,C0,I,0.5621676243532893,0.14142135593730976,0.9923273938675974
A1-B1-C0-r1,486,8,0.2,5.0,0.9506172839506173,1.4201845257707255,2873,42,5.0,1e-09,1.4092880092691538,A1,B1,C0,I,0.5621676243532893,0.14142135593730976,0.9923273938675974
A1-B1-C0-r1,363,16,0.24,4.0,0.9338842975206612,1.4201845257707255,2464,42,4.0,1e-09,1.4092880092691538,A1,B1,C0,I,0.5621676243532893,0.14142135593730976,0.9923273938675974
A1-B1-C0-r2,2000,1,0.03,10.0,0.9875,0.7517139376646631,4480,42,10.333333333333334,0.4714045217910317,1.6010547387076592,A1,B1,C0,I,0.5376165577764482,0.4242640678119288,2.1298723603311505
A1-B1-C0-r2,1157,2,0.13,7.0,0.9783923941227312,0.7517139376646631,3634,42,7.666666666666667,0.4714045217910317,1.6010547387076592,A1,B1,C0,I,0.5376165577764482,0.4242640678119288,2.1298723603311505
A1-B1-C0-r2,727,4,0.21,5.0,0.9656121045392022,0.7517139376646631,3175,42,5.0,1e-09,1.6010547387076592,A1,B1,C0,I,0.5376165577764482,0.4242640678119288,2.1298723603311505
A1-B1-C0-r2,505,8,0.31,5.0,0.9504950495049505,0.7517139376646631,2878,42,5.0,1e-09,1.6010547387076592,A1,B1,C0,I,0.5376165577764482,0.4242640678119288,2.1298723603311505
A1-B1-C0-r2,393,16,0.39,4.0,0.9363867684478372,0.7517139376646631,2521,42,4.0,1e-09,1.6010547387076592,A1,B1,C0,I,0.5376165577764482,0.4242640678119288,2.1298723603311505
A1-B1-C0-r3,2000,1,0.03,9.0,0.9865,2.455012508850333,4410,63,11.0,1e-09,1.736085534951431,A1,B1,C0,II,0.4421697513234396,0.14142135593730937,0.7071595475350262
A1-B1-C0-r3,1161,2,0.09,7.0,0.9776055124892334,2.455012508850333,3561,63,7.0,1e-09,1.736085534951431,A1,B1,C0,II,0.4421697513234396,0.14142135593730937,0.7071595475350262
A1-B1-C0-r3,719,4,0.16,6.0,0.9638386648122392,2.455012508850333,3091,63,5.666666666666667,0.4714045217910317,1.736085534951431,A1,B1,C0,II,0.4421697513234396,0.14142135593730937,0.7071595475350262
A1-B1-C0-r3,484,8,0.23,5.0,0.9462809917355371,2.455012508850333,2771,63,5.0,1e-09,1.736085534951431,A1,B1,C0,II,0.4421697513234396,0.14142135593730937,0.7071595475350262
A1-B1-C0-r3,344,16,0.28,4.0,0.9244186046511628,2.455012508850333,2387,63,4.0,1e-09,1.736085534951431,A1,B1,C0,II,0.4421697513234396,0.14142135593730937,0.7071595475350262
A1-B1-C0-r4,2000,1,0.04,10.0,0.9865,1.562862837898848,4390,48,10.333333333333334,0.4714045217910317,1.3418550043397666,A1,B1,C0,I,0.531031748604167,0.2828427118746191,0.8585878247279781
A1-B1-C0-r4,1156,2,0.16,8.0,0.9775086505190311,1.562862837898848,3535,48,7.0,1e-09,1.3418550043397666,A1,B1,C0,I,0.531031748604167,0.2828427118746191,0.8585878247279781
A1-B1-C0-r4,724,4,0.22,5.0,0.9640883977900553,1.562862837898848,3083,48,5.333333333333333,0.4714045217910317,1.3418550043397666,A1,B1,C0,I,0.531031748604167,0.2828427118746191,0.8585878247279781
A1-B1-C0-r4,474,8,0.28,5.0,0.9451476793248945,1.562862837898848,2753,48,5.0,1e-09,1.3418550043397666,A1,B1,C0,I,0.531031748604167,0.2828427118746191,0.8585878247279781
A1-B1-C0-r4,354,16,0.33,4.0,0.9265536723163842,1.562862837898848,2334,48,4.0,1e-09,1.3418550043397666,A1,B1,C0,I,0.531031748604167,0.2828427118746191,0.8585878247279781
A1-B1-C1-r0,2000,1,0.04,9.0,0.998,1.5422510120376687,6105,45,6.666666666666667,0.4714045217910317,1.3867780776105711,A1,B1,C1,II,0.42810212487583527,1.272792203435785,0.8991909013425239
A1-B1-C1-r0,1109,2,0.15,6.0,0.9963931469792606,1.5422510120376687,5202,45,5.666666666666667,0.4714045217910317,1.3867780776105711,A1,B1,C1,II,0.42810212487583527,1.272792203435785,0.8991909013425239
A1-B1-C1-r0,643,4,0.25,5.0,0.9937791601866252,1.5422510120376687,4684,45,4.666666666666667,0.4714045217910317,1.3867780776105711,A1,B1,C1,II,0.42810212487583527,1.272792203435785,0.8991909013425239
A1-B1-C1-r0,425,8,0.33,4.0,0.9905882352941177,1.5422510120376687,4249,45,4.0,1e-09,1.3867780776105711,A1,B1,C1,II,0.42810212487583527,1.272792203435785,0.8991909013425239
A1-B1-C1-r0,289,16,0.4,4.0,0.986159169550173,1.5422510120376687,3514,45,4.0,1e-09,1.3867780776105711,A1,B1,C1,II,0.42810212487583527,1.272792203435785,0.8991909013425239
A1-B1-C1-r1,2000,1,0.03,9.0,0.9985,1.7439157279041952,5969,45,7.666666666666667,0.4714045217910317,1.9091364144936658,A1,B1,C1,II,0.438954991652873,0.9899494915611664,1.094741210223518
