exp,diseno,rule_id,seed,clase,brazo,N_nodos,K,kcap,J,noise,meandeg,n_aristas,grado_medio,clustering,transitividad,n_triangulos,holon,giant,diam,pendiente,frac_masa,masa_acretada,kappa_v,n_sumideros,t_primer_sumidero,carpeta,densidad,geo_sepmedia,geo_fof020,geo_ngrupos020,geo_fof030,geo_ngrupos030,geo_fof050,geo_densk8cv,geo_o4a_fof06,geo_o4a_fof10,geo_o4a_ngrupos06,geo_o4a_knn100x,geo_o4a_knn1000x,geo_o4a_sin_verificar_seed,base,geoIC_fof_b0.20,geoIC_ngrupos_b0.20,geoIC_fof_b0.30,geoIC_ngrupos_b0.30,geoIC_fof_b0.50,geoIC_ngrupos_b0.50,geoIC_knn8_cv,geoIC_knn8_p90_med,masa_particula,lado_nube,n_aristas_cabecera,bateria_raiz
F5B_40pares,pareado,A2-B0-C2-batch4-r15,573284.0,I,unico,2000,8.0,5.0,0.412,0.302,4.06,3098.0,3.098,,,,,0.96,14.0,0.640359694208221,0.1055,1983.4,0.6307692307692307,8,0.038,A2-B0-C2-batch4-r15_I,0.0015497748874437,,,,,,,,,,,,,False,A2-B0-C2-batch4-r15_I,0.6589999999999995,61,0.7064999999999836,3,0.7139999999999821,1,4.365010750603083,8.338258603956747,9.4,97.59300220636264,3098.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r18,573575.0,I,unico,2000,5.0,6.0,0.364,0.321,6.05,3986.0,3.986,,,,,0.9855,12.0,0.5348611955256038,0.082,1541.6,0.5510204081632653,8,0.048,A2-B0-C2-batch4-r18_I,0.0019939969984992,7.745961543236626,0.4079999999999997,71.0,0.5409999999999996,37.0,0.5684999999999878,4.571440905587984,,,,,,False,A2-B0-C2-batch4-r18_I,0.4079999999999997,71,0.5409999999999996,37,0.5684999999999878,1,4.571440905587984,8.314879353610644,9.4,97.5929820228618,3986.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r19,573672.0,III,unico,2000,5.0,6.0,0.529,0.309,4.04,3498.0,3.498,,,,,0.9715,14.0,0.7607797813332543,0.0905,1701.4,0.4761904761904759,8,0.036,A2-B0-C2-batch4-r19_III,0.0017498749374687,7.745961543236626,0.5794999999999995,70.0,0.6405000000000007,22.0,0.6564999999999843,4.429775948864156,,,,,,False,A2-B0-C2-batch4-r19_III,0.5794999999999995,70,0.6405000000000007,22,0.6564999999999843,1,4.429775948864156,7.769400638736466,9.4,97.59297067858458,3498.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r23,574060.0,I,unico,2000,5.0,5.0,0.684,0.202,5.0,3393.0,3.393,,,,,0.9655,14.0,0.643302727603699,0.0955,1795.4,0.5081967213114754,8,0.041,A2-B0-C2-batch4-r23_I,0.0016973486743371,7.745961543236626,0.5774999999999995,73.0,0.6505000000000015,17.0,0.666499999999984,4.314282846840117,0.158,0.4715,46.0,0.0895,0.047,True,A2-B0-C2-batch4-r23_I,0.5774999999999995,73,0.6505000000000015,17,0.666499999999984,2,4.314282846840117,6.758149169589031,9.4,97.5930481708062,3393.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r26,574351.0,III,unico,2000,5.0,5.0,0.454,0.279,5.94,3308.0,3.308,,,,,0.9675,15.0,0.7694520367154974,0.1025,1927.0,0.5294117647058822,8,0.038,A2-B0-C2-batch4-r26_III,0.0016548274137068,,,,,,,,0.184,0.4885,58.0,0.1005,0.0485,True,A2-B0-C2-batch4-r26_III,0.5974999999999993,71,0.6710000000000018,13,0.6839999999999833,2,4.157721092378331,9.723916413838442,9.4,97.59305729619928,3308.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r28,574545.0,III,unico,2000,6.0,5.0,0.695,0.101,6.66,3220.0,3.22,,,,,0.939,13.0,0.7633609694507228,0.1065,2002.2,0.5937499999999999,8,0.03,A2-B0-C2-batch4-r28_III,0.0016108054027013,,,,,,,,,,,,,False,A2-B0-C2-batch4-r28_III,0.6019999999999994,67,0.6695000000000023,12,0.6884999999999833,4,4.275378606783722,11.948919824681573,9.4,97.59303616260736,3220.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r3,572120.0,I,unico,2000,5.0,6.0,0.766,0.205,6.09,4196.0,4.196,,,,,0.9855,11.0,0.5490358470541343,0.0755,1419.4,0.3265306122448979,8,0.042,A2-B0-C2-batch4-r3_I,0.0020990495247623,,,,,,,,,,,,,False,A2-B0-C2-batch4-r3_I,0.3649999999999997,64,0.5129999999999993,46,0.5484999999999927,8,4.622840411324105,7.546873047091081,9.4,97.59302305902509,4196.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r31,574836.0,I,unico,2000,6.0,5.0,0.549,0.237,5.83,3332.0,3.332,,,,,0.974,13.0,0.6623998404916864,0.0985,1851.8,0.523076923076923,8,0.036,A2-B0-C2-batch4-r31_I,0.0016668334167083,,,,,,,,,,,,,False,A2-B0-C2-batch4-r31_I,0.6039999999999993,62,0.6670000000000005,17,0.6794999999999835,2,4.21002939844544,8.16213088034305,9.4,97.59299241540424,3332.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r36,575321.0,III,unico,2000,8.0,4.0,0.543,0.156,6.77,2343.0,2.343,,,,,0.854,19.0,1.0121015869766783,0.1534999999999999,2885.8,1.407894736842105,8,0.023,A2-B0-C2-batch4-r36_III,0.0011720860430215,7.745961543236626,0.7850000000000005,35.0,0.8134999999999839,5.0,0.818999999999978,3.8126089831024497,,,,,,False,A2-B0-C2-batch4-r36_III,0.7850000000000005,35,0.8134999999999839,5,0.818999999999978,1,3.8126089831024497,11.889122404622428,9.4,97.59301898037916,2343.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r38,575515.0,I,unico,2000,4.0,5.0,0.397,0.184,4.52,3296.0,3.296,,,,,0.9665,13.0,0.5931216513801268,0.0995,1870.6,0.6439790575916231,8,0.034,A2-B0-C2-batch4-r38_I,0.0016488244122061,,,,,,,,0.165,0.5035000000000001,47.0,0.0945,0.046,True,A2-B0-C2-batch4-r38_I,0.6309999999999993,68,0.6785000000000027,7,0.689999999999983,1,4.279453321407265,7.458280193443654,9.4,97.59294882869352,3296.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r39,575612.0,I,unico,2000,5.0,5.0,0.437,0.184,5.2,3314.0,3.314,,,,,0.9605,14.0,0.6230488869262995,0.1015,1908.2,0.5873015873015872,8,0.04,A2-B0-C2-batch4-r39_I,0.0016578289144572,,,,,,,,0.1694999999999999,0.4995,45.0,0.097,0.047,True,A2-B0-C2-batch4-r39_I,0.6289999999999993,62,0.6820000000000013,14,0.689999999999983,1,4.2193586710037385,8.196235830624685,9.4,97.59297390126196,3314.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r41,575806.0,I,unico,2000,6.0,5.0,0.582,0.239,4.78,3391.0,3.391,,,,,0.976,13.0,0.6796771214509663,0.0935,1757.8,0.4833333333333333,8,0.039,A2-B0-C2-batch4-r41_I,0.001696348174087,,,,,,,,,,,,,False,A2-B0-C2-batch4-r41_I,0.6204999999999995,71,0.673500000000001,14,0.6809999999999834,1,4.296693809730752,6.310517907312485,9.4,97.59304516300756,3391.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r43,576000.0,III,unico,2000,7.0,5.0,0.422,0.258,4.53,3269.0,3.269,,,,,0.9755,14.0,0.7452540925441452,0.0935,1757.7999999999995,0.5052631578947369,8,0.04,A2-B0-C2-batch4-r43_III,0.0016353176588294,7.745961543236626,0.6189999999999994,66.0,0.6844999999999976,7.0,0.695999999999983,4.3233405327138525,,,,,,False,A2-B0-C2-batch4-r43_III,0.6189999999999994,66,0.6844999999999976,7,0.695999999999983,3,4.3233405327138525,7.2888838725009135,9.4,97.59299547193454,3269.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r44,576097.0,I,unico,2000,6.0,5.0,0.782,0.264,4.77,3308.0,3.308,,,,,0.962,14.0,0.6614363579719142,0.1,1880.0,0.4999999999999999,8,0.04,A2-B0-C2-batch4-r44_I,0.0016548274137068,,,,,,,,,,,,,False,A2-B0-C2-batch4-r44_I,0.6309999999999993,61,0.6805000000000017,7,0.6879999999999832,2,4.328064503225689,7.612051029391617,9.4,97.592978297326,3308.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r47,576388.0,III,unico,2000,7.0,5.0,0.683,0.205,4.26,3282.0,3.282,,,,,0.973,16.0,0.8237120554098382,0.093,1748.4,0.4,8,0.039,A2-B0-C2-batch4-r47_III,0.0016418209104552,,,,,,,,,,,,,False,A2-B0-C2-batch4-r47_III,0.6224999999999994,68,0.6774999999999985,11,0.692999999999983,2,4.217924389749361,6.028091084201561,9.4,97.592867795684,3282.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r51,576776.0,I,unico,2000,8.0,4.0,0.449,0.196,5.29,2483.0,2.483,,,,,0.8905,1.0,1.080657709435624,0.1449999999999999,2726.0000000000005,1.3424657534246576,8,0.031,A2-B0-C2-batch4-r51_I,0.0012421210605302,7.745961543236626,0.7800000000000001,44.0,0.8024999999999797,4.0,0.8074999999999783,3.9312766067197273,,,,,,False,A2-B0-C2-batch4-r51_I,0.7800000000000001,44,0.8024999999999797,4,0.8074999999999783,1,3.9312766067197273,10.30146277639392,9.4,97.59299045318446,2483.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r57,577358.0,I,unico,2000,7.0,5.0,0.622,0.284,5.08,3343.0,3.343,,,,,0.9695,13.0,0.6374065773083801,0.0995,1870.6,0.4927536231884055,8,0.034,A2-B0-C2-batch4-r57_I,0.001672336168084,7.745961543236626,0.5924999999999994,67.0,0.654500000000001,13.0,0.6754999999999836,4.324533141700026,,,,,,False,A2-B0-C2-batch4-r57_I,0.5924999999999994,67,0.654500000000001,13,0.6754999999999836,1,4.324533141700026,8.511303500836581,9.4,97.59302068126814,3343.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r62,577843.0,III,unico,2000,8.0,5.0,0.672,0.262,5.76,3299.0,3.299,,,,,0.9575,17.0,0.8791813251603616,0.1025,1927.0,0.5671641791044775,8,0.036,A2-B0-C2-batch4-r62_III,0.0016503251625812,,,,,,,,,,,,,False,A2-B0-C2-batch4-r62_III,0.6219999999999994,59,0.6820000000000026,12,0.6859999999999832,1,4.256391045510522,8.192225597918661,9.4,97.59294559901996,3299.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r70,578619.0,I,unico,2000,7.0,5.0,0.424,0.348,5.01,3261.0,3.261,,,,,0.9695,15.0,0.686161570810164,0.098,1842.4,0.4581280788177341,8,0.036,A2-B0-C2-batch4-r70_I,0.0016313156578289,,,,,,,,,,,,,False,A2-B0-C2-batch4-r70_I,0.6304999999999994,65,0.6789999999999986,9,0.6924999999999831,3,4.323759807579076,8.37398612767423,9.4,97.592956284943,3261.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r72,578813.0,III,unico,2000,4.0,5.0,0.607,0.234,6.39,3337.0,3.337,,,,,0.952,14.0,0.772038917687482,0.1015,1908.2,0.5148514851485143,8,0.022,A2-B0-C2-batch4-r72_III,0.0016693346673336,,,,,,,,0.1675,0.4679999999999999,46.0,0.102,0.0475,True,A2-B0-C2-batch4-r72_III,0.5934999999999995,61,0.6655000000000019,16,0.6734999999999838,2,4.239389957445846,10.703174530042158,9.4,97.59297413534463,3337.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r9,572702.0,III,unico,2000,5.0,6.0,0.351,0.296,4.64,3750.0,3.75,,,,,0.985,15.0,0.7506562767962781,0.0795,1494.6,0.3518518518518518,8,0.049,A2-B0-C2-batch4-r9_III,0.0018759379689844,,,,,,,,,,,,,False,A2-B0-C2-batch4-r9_III,0.4609999999999996,64,0.5819999999999995,30,0.6039999999999864,2,4.465931147867933,7.040682490309052,9.4,97.59301176664096,3750.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-batch4-r94,580947.0,III,unico,2000,6.0,6.0,0.353,0.133,4.18,3553.0,3.553,,,,,0.971,13.0,0.7202626515814934,0.089,1673.2000000000005,0.398936170212766,8,0.038,A2-B0-C2-batch4-r94_III,0.0017773886943471,7.745961543236626,0.5489999999999995,65.0,0.6205000000000003,20.0,0.637999999999985,4.341547092258182,,,,,,False,A2-B0-C2-batch4-r94_III,0.5489999999999995,65,0.6205000000000003,20,0.637999999999985,1,4.341547092258182,7.3266010830187955,9.4,97.59302404602803,3553.0,bateria_fase5b_a2b0c2_escala_v4
F5B_40pares,pareado,A2-B0-C2-r1,271926.0,I,unico,2000,5.0,6.0,0.659,0.234,7.63,4078.0,4.078,,,,,0.973,13.0,0.665160093330529,0.087,1635.5999999999997,0.4137931034482758,8,0.038,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r1_I,0.002040020010005,,,,,,,,0.104,0.2755,22.0,0.0805,0.0445,True,A2-B0-C2-r1_I,0.3879999999999997,60,0.5259999999999995,48,0.5624999999999987,10,4.68452326728292,12.25778896617674,9.4,97.59303174311778,4078.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r12,372993.0,I,unico,2000,6.0,6.0,0.425,0.148,7.18,3978.0,3.978,,,,,0.978,12.0,0.5795357212376512,0.082,1541.6,0.3703703703703704,8,0.037,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r12_I,0.0019899949974987,,,,,,,,,,,,,False,A2-B0-C2-r12_I,0.4414999999999996,70,0.5569999999999995,35,0.5859999999999872,3,4.53058153330808,8.130192172770096,9.4,97.59296526231536,3978.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r12v1fix,272993.0,I,unico,2000,5.0,7.0,0.6,0.203,5.75,4777.0,4.777,,,,,,10.0,,0.062,1165.6,0.3440860215053776,8,0.052,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r12v1fix_I,0.0023896948474237,7.745961543236626,0.2459999999999999,50.0,0.3899999999999997,51.0,0.4615000000000014,5.056319160398894,0.055,0.179,15.0,0.0585,0.0265,True,A2-B0-C2-r12v1fix_I,0.2459999999999999,50,0.3899999999999997,51,0.4615000000000014,11,5.056319160398894,12.19569859686984,9.4,97.5929864206871,4777.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r14,273187.0,III,unico,2000,8.0,5.0,0.567,0.198,5.76,3296.0,3.296,,,,,0.963,17.0,0.7728999554058272,0.099,1861.2,0.5151515151515152,8,0.042,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r14_III,0.0016488244122061,,,,,,,,0.136,0.4735,35.0,0.094,0.0465,True,A2-B0-C2-r14_III,0.6094999999999995,65,0.6655000000000015,14,0.6799999999999835,2,4.32029404723538,7.870617297086977,9.4,97.59304573567933,3296.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r17,273478.0,III,unico,2000,5.0,5.0,0.475,0.211,7.35,3165.0,3.165,,,,,0.922,15.0,0.7340887838072664,0.121,2274.8,0.7971014492753623,8,0.03,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r17_III,0.0015832916458229,,,,,,,,0.1935,0.464,41.0,0.128,0.0495,True,A2-B0-C2-r17_III,0.5819999999999994,69,0.6615000000000013,18,0.6789999999999834,1,4.193278924879399,18.34790695991243,9.4,97.5930487398726,3165.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r19,273672.0,III,unico,2000,5.0,7.0,0.341,0.326,4.02,3679.0,3.679,,,,,0.9775,12.0,0.7198659721923732,0.087,1635.6,0.4363636363636363,8,0.038,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r19_III,0.001840420210105,7.745961543236626,0.4924999999999996,65.0,0.6064999999999994,29.0,0.6199999999999858,4.420614079613081,0.1355,0.3995,43.0,0.0815,0.044,True,A2-B0-C2-r19_III,0.4924999999999996,65,0.6064999999999994,29,0.6199999999999858,2,4.420614079613081,8.97550639380908,9.4,97.59297179233606,3679.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r2,372023.0,I,unico,2000,5.0,6.0,0.517,0.323,5.74,4094.0,4.094,,,,,0.9855,11.0,0.5395267020843031,0.076,1428.8000000000002,0.5000000000000001,8,0.05,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r2_I,0.002048024012006,,,,,,,,,,,,,False,A2-B0-C2-r2_I,0.3964999999999997,63,0.5344999999999994,37,0.5689999999999888,6,4.580536647875594,7.527256426368226,9.4,97.59304386847896,4094.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r20,373769.0,III,unico,2000,5.0,6.0,0.302,0.292,4.7,3706.0,3.706,,,,,0.984,14.0,0.7745872074489132,0.0865,1626.2,0.3978494623655912,8,0.04,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r20_III,0.0018539269634817,,,,,,,,,,,,,False,A2-B0-C2-r20_III,0.4789999999999995,76,0.5999999999999996,28,0.6124999999999861,1,4.3754065947904826,7.6331535570989475,9.4,97.5930109644989,3706.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r28,374545.0,III,unico,2000,6.0,6.0,0.47,0.23,7.76,3947.0,3.947,,,,,0.9735,13.0,0.7055880853285688,0.0895,1682.6,0.4285714285714286,8,0.04,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r28_III,0.0019744872436218,,,,,,,,,,,,,False,A2-B0-C2-r28_III,0.4134999999999997,69,0.5594999999999996,41,0.5759999999999874,1,4.519436426981823,10.80574600459123,9.4,97.59301982666548,3947.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r2v1fix,272023.0,III,unico,2000,7.0,5.0,0.351,0.15,7.28,3057.0,3.057,,,,,,16.0,,0.1215,2284.2,0.8169014084507041,8,0.041,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r2v1fix_III,0.0015292646323161,,,,,,,,,,,,,False,A2-B0-C2-r2v1fix_III,0.6454999999999996,56,0.7050000000000023,16,0.714499999999982,1,4.102788898926859,15.420825161631722,9.4,97.59303274899824,3057.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r39,375612.0,III,unico,2000,5.0,6.0,0.526,0.152,5.7,4083.0,4.083,,,,,0.983,15.0,0.7271595357141946,0.0785,1475.8000000000002,0.4722222222222217,8,0.045,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_escala_v2/A2-B0-C2-r39_III,0.0020425212606303,7.745961543236626,0.3954999999999997,64.0,0.5304999999999996,41.0,0.5634999999999983,4.576282896001966,0.0935,0.313,27.0,0.069,0.042,True,A2-B0-C2-r39_III,0.3954999999999997,64,0.5304999999999996,41,0.5634999999999983,6,4.576282896001966,8.341468000805753,9.4,97.5929717369062,4083.0,bateria_fase5b_a2b0c2_escala_v2
F5B_40pares,pareado,A2-B0-C2-r6,272411.0,I,unico,2000,7.0,5.0,0.632,0.119,5.38,3381.0,3.381,,,,,0.9705,13.0,0.6017022732300973,0.1005,1889.4,0.5238095238095237,8,0.039,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r6_I,0.0016913456728364,,,,,,,,0.1565,0.4715,41.0,0.0965,0.047,True,A2-B0-C2-r6_I,0.5989999999999995,68,0.6645000000000025,16,0.6694999999999838,1,4.242485957631424,8.966680743928851,9.4,97.59297829057928,3381.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r9,272702.0,I,unico,2000,5.0,7.0,0.493,0.244,4.25,3939.0,3.939,,,,,0.9785,10.0,0.5562821419510406,0.0805,1513.4,0.3859649122807018,8,0.046,/Users/alexis/phantom_cs073/bateria_fase5b_a2b0c2_piloto/A2-B0-C2-r9_I,0.0019704852426213,,,,,,,,0.1155,0.3485,36.0,0.0735,0.043,True,A2-B0-C2-r9_I,0.4629999999999995,69,0.5729999999999993,31,0.5844999999999874,2,4.490365109689242,7.429319707849659,9.4,97.59303083694924,3939.0,bateria_fase5b_a2b0c2_piloto
F5B_40pares,pareado,A2-B0-C2-r9v2fix,372702.0,I,unico,2000,5.0,6.0,0.548,0.142,5.59,4138.0,4.138,,,,,,12.0,,0.075,1410.0,0.4255319148936167,8,0.046,A2-B0-C2-r9v2fix_I,0.0020700350175087,7.745961543236626,0.3869999999999998,72.0,0.5159999999999995,44.0,0.5489999999999887,4.622167845444537,,,,,,False,A2-B0-C2-r9v2fix_I,0.3869999999999998,72,0.5159999999999995,44,0.5489999999999887,2,4.622167845444537,6.791241437545444,9.4,97.5929072459629,4138.0,bateria_fase5b_a2b0c2_escala_v3
O3A_N4000,pareado,A2-B0-C2-batch3-r0,471829.0,III,unico,4000,5.0,4.0,,,,4714.0,2.357,,,,0.6247905152445559,,20.0,,0.2582499999999998,4855.099999999999,0.2464698331193838,68,0.004,,0.0005893973493373,6.147973751119519,0.7967500000000252,4.0,0.798250000000044,1.0,0.8030000000000447,5.345154463014573,,,,,,False,A2-B0-C2-batch3-r0_III,0.7967500000000252,4,0.798250000000044,1,0.8030000000000447,1,5.345154463014573,14.491383879275276,4.7,97.59302402384296,4714.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r100,481529.0,I,unico,4000,5.0,4.0,,,,4723.0,2.3615,,,,0.5063883560589856,,22.0,,0.2624999999999999,4934.999999999998,0.3241296518607443,64,0.003,,0.0005905226306576,6.147973751119519,0.8082500000000454,1.0,0.8110000000000459,1.0,0.8147500000000465,5.387012073353569,,,,,,False,A2-B0-C2-batch3-r100_I,0.8082500000000454,1,0.8110000000000459,1,0.8147500000000465,1,5.387012073353569,14.229918435879524,4.7,97.59303400982776,4723.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r108,482305.0,III,unico,4000,6.0,5.0,,,,6448.0,3.224,,,,0.7334193699808091,,17.0,,0.1404999999999998,2641.4,0.3540145985401459,24,0.008,,0.0008062015503875,6.147973751119519,0.6722499999999937,16.0,0.6787500000000255,1.0,0.6827500000000261,5.9206306283909145,,,,,,False,A2-B0-C2-batch3-r108_III,0.6722499999999937,16,0.6787500000000255,1,0.6827500000000261,1,5.9206306283909145,7.301087245120017,4.7,97.5930363596188,6448.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r112,482693.0,I,unico,4000,6.0,5.0,,,,6574.0,3.287,,,,0.6511576411483352,,15.0,,0.1517499999999998,2852.9,0.4914285714285712,30,0.006,,0.0008219554888722,6.147973751119519,0.6709999999999947,23.0,0.6777500000000253,1.0,0.6840000000000263,5.860310859999705,,,,,,False,A2-B0-C2-batch3-r112_I,0.6709999999999947,23,0.6777500000000253,1,0.6840000000000263,1,5.860310859999705,6.7086359887578135,4.7,97.59305093409762,6574.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r114,482887.0,III,unico,4000,6.0,6.0,,,,8138.0,4.069,,,,0.7227922054288465,,16.0,,0.0982499999999999,1847.1,0.4392764857881135,12,0.006,,0.001017504376094,6.147973751119519,0.4917500000000002,54.0,0.5412499999999975,9.0,0.5485000000000053,6.142084796996032,,,,,,False,A2-B0-C2-batch3-r114_III,0.4917500000000002,54,0.5412499999999975,9,0.5485000000000053,1,6.142084796996032,10.99610102722319,4.7,97.5930104643042,8138.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r12,472993.0,III,unico,4000,5.0,5.0,,,,6713.0,3.3565,,,,0.7205156358862306,,16.0,,0.1337499999999999,2514.4999999999995,0.4154488517745304,24,0.006,,0.0008393348337084,6.147973751119519,0.6732499999999968,14.0,0.6765000000000251,1.0,0.6807500000000258,6.07197426324396,,,,,,False,A2-B0-C2-batch3-r12_III,0.6732499999999968,14,0.6765000000000251,1,0.6807500000000258,1,6.07197426324396,5.649795938202625,4.7,97.5930028472996,6713.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r26,474351.0,III,unico,4000,8.0,5.0,,,,6621.0,3.3105,,,,0.6801426700874217,,15.0,,0.1569999999999999,2951.6,0.4497257769652646,30,0.0,,0.0008278319579894,6.147973751119519,0.6545000000000022,22.0,0.663000000000023,1.0,0.6677500000000238,6.078594869766308,,,,,,False,A2-B0-C2-batch3-r26_III,0.6545000000000022,22,0.663000000000023,1,0.6677500000000238,1,6.078594869766308,8.537125422496691,4.7,97.59304942113592,6621.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r31,474836.0,III,unico,4000,4.0,5.0,,,,6445.0,3.2225,,,,0.3552164438537022,,17.0,,0.1607499999999998,3022.1000000000004,0.4511784511784513,25,0.004,,0.0008058264566141,6.147973751119519,0.6644999999999998,22.0,0.6742500000000248,1.0,0.6802500000000257,5.861819137169118,,,,,,False,A2-B0-C2-batch3-r31_III,0.6644999999999998,22,0.6742500000000248,1,0.6802500000000257,1,5.861819137169118,14.719907689175912,4.7,97.59299521654792,6445.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r35,475224.0,I,unico,4000,4.0,5.0,,,,6721.0,3.3605,,,,0.6932556859823067,,15.0,,0.1462499999999999,2749.5,0.4230019493177389,26,0.005,,0.0008403350837709,6.147973751119519,0.6582499999999959,13.0,0.6660000000000235,1.0,0.6710000000000242,6.0634970810891895,,,,,,False,A2-B0-C2-batch3-r35_I,0.6582499999999959,13,0.6660000000000235,1,0.6710000000000242,1,6.0634970810891895,7.436073743625664,4.7,97.59304217265166,6721.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r5,472314.0,I,unico,4000,6.0,6.0,,,,7936.0,3.968,,,,0.8866500419666443,,15.0,,0.1022499999999999,1922.3,0.4436619718309857,13,0.004,,0.0009922480620155,6.147973751119519,0.5060000000000001,48.0,0.5592500000000034,4.0,0.5692500000000086,6.568393828178082,,,,,,False,A2-B0-C2-batch3-r5_I,0.5060000000000001,48,0.5592500000000034,4,0.5692500000000086,1,6.568393828178082,9.016690689506571,4.7,97.59305373962968,7936.0,bateria_fase6_o3a_resolucion
