exp,diseno,rule_id,seed,clase,brazo,N_nodos,K,kcap,J,noise,meandeg,n_aristas,grado_medio,clustering,transitividad,n_triangulos,holon,giant,diam,pendiente,frac_masa,masa_acretada,kappa_v,n_sumideros,t_primer_sumidero,carpeta,densidad,geo_sepmedia,geo_fof020,geo_ngrupos020,geo_fof030,geo_ngrupos030,geo_fof050,geo_densk8cv,geo_o4a_fof06,geo_o4a_fof10,geo_o4a_ngrupos06,geo_o4a_knn100x,geo_o4a_knn1000x,geo_o4a_sin_verificar_seed,base,geoIC_fof_b0.20,geoIC_ngrupos_b0.20,geoIC_fof_b0.30,geoIC_ngrupos_b0.30,geoIC_fof_b0.50,geoIC_ngrupos_b0.50,geoIC_knn8_cv,geoIC_knn8_p90_med,masa_particula,lado_nube,n_aristas_cabecera,bateria_raiz
O3A_N4000,pareado,A2-B0-C2-batch3-r76,479201.0,I,unico,4000,8.0,5.0,,,,6692.0,3.346,,,,0.721084670954328,,16.0,,0.1294999999999999,2434.6,0.352212389380531,16,0.004,,0.0008367091772943,6.147973751119519,0.6502500000000019,24.0,0.6605000000000226,1.0,0.6667500000000236,5.917344690394628,,,,,,False,A2-B0-C2-batch3-r76_I,0.6502500000000019,24,0.6605000000000226,1,0.6667500000000236,1,5.917344690394628,7.871541996681224,4.7,97.59299205471558,6692.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch3-r86,480171.0,I,unico,4000,5.0,5.0,,,,6686.0,3.343,,,,0.5093465700388771,,15.0,,0.1554999999999999,2923.4000000000005,0.4999999999999999,27,0.005,,0.0008359589897474,6.147973751119519,0.6467500000000018,28.0,0.6642500000000232,1.0,0.6702500000000242,5.949180099902279,,,,,,False,A2-B0-C2-batch3-r86_I,0.6467500000000018,28,0.6642500000000232,1,0.6702500000000242,1,5.949180099902279,9.156178465053136,4.7,97.59302037274084,6686.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r10,572799.0,III,unico,4000,5.0,5.0,,,,6087.0,3.0435,,,,0.8592326193125962,,18.0,,0.1847499999999998,3473.3,0.4794303797468353,29,0.002,,0.0007610652663165,6.147973751119519,0.681000000000002,27.0,0.6942500000000279,1.0,0.7017500000000286,5.8942212276517285,0.237,0.509,55.0,0.137,0.0505,True,A2-B0-C2-batch4-r10_III,0.681000000000002,27,0.6942500000000279,1,0.7017500000000286,2,5.8942212276517285,18.51402843648776,4.7,97.59301991190452,6087.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r13,573090.0,I,unico,4000,6.0,6.0,,,,8185.0,4.0925,,,,0.9923824019198,,11.0,,0.0859999999999999,1616.8000000000002,0.7352941176470594,10,0.007,,0.0010233808452113,6.147973751119519,0.4952500000000001,42.0,0.5484999999999887,3.0,0.5545000000000063,6.497746345852623,,,,,,False,A2-B0-C2-batch4-r13_I,0.4952500000000001,42,0.5484999999999887,3,0.5545000000000063,1,6.497746345852623,6.258501740203948,4.7,97.59302757002698,8185.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r18,573575.0,I,unico,4000,5.0,6.0,,,,8079.0,4.0395,,,,0.9112043019853404,,12.0,,0.0939999999999999,1767.2000000000005,0.4945054945054944,14,0.011,,0.0010101275318829,6.147973751119519,0.4930000000000001,49.0,0.5462499999999971,6.0,0.552500000000006,6.33008947541605,,,,,,False,A2-B0-C2-batch4-r18_I,0.4930000000000001,49,0.5462499999999971,6,0.552500000000006,1,6.33008947541605,7.199213106433193,4.7,97.5930495988158,8079.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r19,573672.0,III,unico,4000,5.0,6.0,,,,7159.0,3.5795,,,,1.2317959269996934,,13.0,,0.1277499999999999,2401.7,0.4758220502901352,20,0.009,,0.0008950987746936,6.147973751119519,0.6192500000000004,34.0,0.6290000000000178,1.0,0.6362500000000189,6.041844607455874,,,,,,False,A2-B0-C2-batch4-r19_III,0.6192500000000004,34,0.6290000000000178,1,0.6362500000000189,1,6.041844607455874,7.819912458517925,4.7,97.59305659629322,7159.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r23,574060.0,I,unico,4000,5.0,5.0,,,,6724.0,3.362,,,,0.3445811480749863,,15.0,,0.1579999999999999,2970.4000000000005,0.4818355640535373,33,0.005,,0.0008407101775443,6.147973751119519,0.6555,22.0,0.6615000000000228,1.0,0.6647500000000233,6.190590638365688,0.158,0.4715,46.0,0.0895,0.047,True,A2-B0-C2-batch4-r23_I,0.6555,22,0.6615000000000228,1,0.6647500000000233,1,6.190590638365688,7.123848016662778,4.7,97.59304519514858,6724.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r36,575321.0,III,unico,4000,8.0,4.0,,,,4586.0,2.293,,,,0.5859445078608624,,22.0,,0.2742499999999999,5155.899999999999,0.2550655542312278,72,0.001,,0.000573393348337,6.147973751119519,0.8192500000000423,3.0,0.8210000000000475,1.0,0.8237500000000478,5.648280863170306,,,,,,False,A2-B0-C2-batch4-r36_III,0.8192500000000423,3,0.8210000000000475,1,0.8237500000000478,1,5.648280863170306,13.849020382622404,4.7,97.5930222324574,4586.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r43,576000.0,III,unico,4000,7.0,5.0,,,,6451.0,3.2255,,,,0.5415338613214553,,14.0,,0.1672499999999999,3144.3,0.426944971537002,36,0.004,,0.000806576644161,6.147973751119519,0.6807499999999986,18.0,0.6870000000000267,1.0,0.694750000000028,6.068593406795263,,,,,,False,A2-B0-C2-batch4-r43_III,0.6807499999999986,18,0.6870000000000267,1,0.694750000000028,1,6.068593406795263,7.15878820590545,4.7,97.59306155511378,6451.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r51,576776.0,I,unico,4000,8.0,4.0,,,,5006.0,2.503,,,,0.6101136889388059,,22.0,,0.2537499999999999,4770.500000000003,0.3922470433639948,65,0.002,,0.0006259064766191,6.147973751119519,0.797000000000028,5.0,0.7995000000000442,1.0,0.8027500000000446,5.632069453117278,,,,,,False,A2-B0-C2-batch4-r51_I,0.797000000000028,5,0.7995000000000442,1,0.8027500000000446,1,5.632069453117278,12.220194225129609,4.7,97.59300105943488,5006.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r57,577358.0,I,unico,4000,7.0,5.0,,,,6715.0,3.3575,,,,0.8760574085948601,,17.0,,0.1252499999999999,2354.7,0.4383301707779885,16,0.004,,0.000839584896224,6.147973751119519,0.6570000000000028,22.0,0.662750000000023,1.0,0.6680000000000238,5.969348295611058,,,,,,False,A2-B0-C2-batch4-r57_I,0.6570000000000028,22,0.662750000000023,1,0.6680000000000238,1,5.969348295611058,6.639655821565853,4.7,97.59304632899868,6715.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-batch4-r94,580947.0,III,unico,4000,6.0,6.0,,,,7150.0,3.575,,,,0.9752060459694984,,13.0,,0.1304999999999999,2453.4,0.451546391752577,24,0.009,,0.0008939734933733,6.147973751119519,0.6187499999999964,18.0,0.6290000000000178,1.0,0.6335000000000185,6.381148783312789,,,,,,False,A2-B0-C2-batch4-r94_III,0.6187499999999964,18,0.6290000000000178,1,0.6335000000000185,1,6.381148783312789,6.641997158921983,4.7,97.59305360936632,7150.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-r12v1fix,272993.0,I,unico,4000,5.0,7.0,,,,9458.0,4.729,,,,0.566657815325889,,11.0,,0.07025,1320.7,0.5468164794007488,10,0.011,,0.0011825456364091,6.147973751119519,0.3332499999999997,49.0,0.4565000000000011,13.0,0.4694999999999931,6.499349547033065,0.055,0.179,15.0,0.0585,0.0265,True,A2-B0-C2-r12v1fix_I,0.3332499999999997,49,0.4565000000000011,13,0.4694999999999931,1,6.499349547033065,30.19836349592201,4.7,97.593029426486,9458.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-r19,273672.0,III,unico,4000,5.0,7.0,,,,7337.0,3.6685,,,,1.4923894171206478,,14.0,,0.1284999999999999,2415.8,0.4503311258278146,24,0.006,,0.0009173543385846,6.147973751119519,0.5885000000000011,41.0,0.6122500000000152,1.0,0.6180000000000161,6.458957531846896,0.1355,0.3995,43.0,0.0815,0.044,True,A2-B0-C2-r19_III,0.5885000000000011,41,0.6122500000000152,1,0.6180000000000161,1,6.458957531846896,7.615029515599936,4.7,97.59302919511622,7337.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-r39,375612.0,III,unico,4000,5.0,6.0,,,,8289.0,4.1445,,,,0.4518338917343216,,11.0,,0.1009999999999999,1898.8,0.546218487394958,17,0.007,,0.001036384096024,6.147973751119519,0.49375,41.0,0.5479999999999885,2.0,0.5540000000000063,6.4211762775018695,0.0935,0.313,27.0,0.069,0.042,True,A2-B0-C2-r39_III,0.49375,41,0.5479999999999885,2,0.5540000000000063,1,6.4211762775018695,7.093733546697064,4.7,97.59299021118474,8289.0,bateria_fase6_o3a_resolucion
O3A_N4000,pareado,A2-B0-C2-r9v2fix,372702.0,I,unico,4000,5.0,6.0,,,,8233.0,4.1165,,,,0.4940420069101908,,15.0,,0.0997499999999999,1875.3,0.6228070175438594,16,0.008,,0.0010293823455863,6.147973751119519,0.51025,46.0,0.547249999999993,7.0,0.5537500000000062,6.132953568616422,,,,,,False,A2-B0-C2-r9v2fix_I,0.51025,46,0.547249999999993,7,0.5537500000000062,1,6.132953568616422,7.883358271210131,4.7,97.59301436285716,8233.0,bateria_fase6_o3a_resolucion
O3B_rewiring,pareado,A2-B0-C2-batch3-r0,471829.0,III,orig,2000,5.0,4.0,0.413,0.225,6.59,2308.0,2.308,0.017,0.0163537250151423,27.0,,,,1.088755752280392,0.1504999999999999,2829.4,1.2938596491228065,8,0.029,A2-B0-C2-batch3-r0_orig,0.0011545772886443,7.745961543236626,0.796,45.0,0.8119999999999873,4.0,0.818999999999978,3.9666516405061336,,,,,,False,A2-B0-C2-batch3-r0_orig,0.796,45,0.8119999999999873,4,0.818999999999978,1,3.9666516405061336,12.29027384118658,9.4,97.5930029872187,2308.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch3-r0,471829.0,III,rewire,2000,5.0,4.0,0.413,0.225,6.59,2308.0,2.308,0.0,0.0,0.0,,,,1.0447958637572663,0.1479999999999999,2782.4,1.229437229437229,8,0.032,A2-B0-C2-batch3-r0_rewire,0.0011545772886443,7.745961543236626,0.796,45.0,0.8119999999999873,4.0,0.818999999999978,3.9666516405061336,,,,,,False,A2-B0-C2-batch3-r0_rewire,0.8015000000000014,34,0.8214999999999832,3,0.8264999999999777,1,3.9560508734517046,11.141924180783954,9.4,97.593032799392,2308.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch3-r111,482596.0,III,orig,2000,6.0,5.0,0.465,0.345,7.52,3017.0,3.017,0.0170666666666666,0.012853172765169,37.0,,,,0.7894309120929355,0.1245,2340.6,0.9798994974874374,8,0.034,A2-B0-C2-batch3-r111_orig,0.0015092546273136,,,,,,,,0.214,0.515,53.0,0.1285,0.048,True,A2-B0-C2-batch3-r111_orig,0.6374999999999992,66,0.6959999999999978,13,0.7084999999999823,1,4.122917778215928,15.094435793227298,9.4,97.59303036791007,3017.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch3-r111,482596.0,III,rewire,2000,6.0,5.0,0.465,0.345,7.52,3017.0,3.017,0.0001833333333333,0.0003473830477072,1.0,,,,0.8671196518219336,0.112,2105.6000000000004,0.6262135922330097,8,0.041,A2-B0-C2-batch3-r111_rewire,0.0015092546273136,,,,,,,,0.214,0.515,53.0,0.1285,0.048,True,A2-B0-C2-batch3-r111_rewire,0.6434999999999993,64,0.7030000000000017,17,0.7124999999999823,2,4.085710629682595,11.737191028155676,9.4,97.59297101005409,3017.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch3-r60,477649.0,III,orig,2000,6.0,5.0,0.456,0.261,7.33,3068.0,3.068,0.019,0.0137062625362157,41.0,,,,0.9265824692819378,0.1254999999999999,2359.4,0.91044776119403,8,0.036,A2-B0-C2-batch3-r60_orig,0.0015347673836918,,,,,,,,0.2055,0.5145000000000001,46.0,0.1275,0.051,True,A2-B0-C2-batch3-r60_orig,0.6269999999999993,59,0.6960000000000021,15,0.7074999999999824,2,4.0849016745805855,15.644133450672836,9.4,97.59297565793722,3068.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch3-r60,477649.0,III,rewire,2000,6.0,5.0,0.456,0.261,7.33,3068.0,3.068,0.0018,0.0020057945174949,6.0,,,,0.8837448890066177,0.1165,2190.2000000000003,0.6486486486486485,8,0.031,A2-B0-C2-batch3-r60_rewire,0.0015347673836918,,,,,,,,0.2055,0.5145000000000001,46.0,0.1275,0.051,True,A2-B0-C2-batch3-r60_rewire,0.6494999999999992,62,0.7000000000000022,12,0.7119999999999822,2,4.194370134589335,12.6446358257747,9.4,97.59291627808092,3068.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r10,572799.0,III,orig,2000,5.0,5.0,0.339,0.263,7.64,2994.0,2.994,0.01155,0.0086685159500693,25.0,,,,1.00288992732594,0.1279999999999999,2406.4,0.9027777777777776,8,0.03,A2-B0-C2-batch4-r10_orig,0.0014977488744372,7.745961543236626,0.6444999999999993,66.0,0.704999999999997,13.0,0.714499999999982,4.142663887191608,0.237,0.509,55.0,0.137,0.0505,True,A2-B0-C2-batch4-r10_orig,0.6444999999999993,66,0.704999999999997,13,0.714499999999982,1,4.142663887191608,16.041612361759164,9.4,97.59301274070404,2994.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r10,572799.0,III,rewire,2000,5.0,5.0,0.339,0.263,7.64,2994.0,2.994,0.0011833333333333,0.0020804438280166,6.0,,,,0.8697157941056846,0.1195,2246.6000000000004,0.7892156862745094,8,0.035,A2-B0-C2-batch4-r10_rewire,0.0014977488744372,7.745961543236626,0.6444999999999993,66.0,0.704999999999997,13.0,0.714499999999982,4.142663887191608,0.237,0.509,55.0,0.137,0.0505,True,A2-B0-C2-batch4-r10_rewire,0.6559999999999995,69,0.6990000000000021,17,0.7079999999999824,2,4.246889851229915,14.772296687952151,9.4,97.593045978603,2994.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r36,575321.0,III,orig,2000,8.0,4.0,0.543,0.156,6.77,2343.0,2.343,0.0213333333333333,0.0178500595001983,30.0,,,,1.1388881788592264,0.1534999999999999,2885.8,1.407894736842105,8,0.023,A2-B0-C2-batch4-r36_orig,0.0011720860430215,7.745961543236626,0.7850000000000005,35.0,0.8134999999999839,5.0,0.818999999999978,3.8126089831024497,,,,,,False,A2-B0-C2-batch4-r36_orig,0.7850000000000005,35,0.8134999999999839,5,0.818999999999978,1,3.8126089831024497,11.889122404622428,9.4,97.59301898037916,2343.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r36,575321.0,III,rewire,2000,8.0,4.0,0.543,0.156,6.77,2343.0,2.343,0.0003333333333333,0.0005950019833399,1.0,,,,1.0082924310578296,0.1439999999999999,2707.2000000000003,1.3142857142857145,8,0.029,A2-B0-C2-batch4-r36_rewire,0.0011720860430215,7.745961543236626,0.7850000000000005,35.0,0.8134999999999839,5.0,0.818999999999978,3.8126089831024497,,,,,,False,A2-B0-C2-batch4-r36_rewire,0.7970000000000002,42,0.8154999999999789,2,0.8224999999999778,1,3.98499538214029,10.52160371980744,9.4,97.59306016972585,2343.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r62,577843.0,III,orig,2000,8.0,5.0,0.672,0.262,5.76,3299.0,3.299,0.00525,0.0045955882352941,15.0,,,,0.8938269333275853,0.1025,1927.0,0.5671641791044775,8,0.036,A2-B0-C2-batch4-r62_orig,0.0016503251625812,,,,,,,,,,,,,False,A2-B0-C2-batch4-r62_orig,0.6219999999999994,59,0.6820000000000026,12,0.6859999999999832,1,4.256391045510522,8.192225597918661,9.4,97.59294559901996,3299.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-batch4-r62,577843.0,III,rewire,2000,8.0,5.0,0.672,0.262,5.76,3299.0,3.299,0.0004833333333333,0.0006127450980392,2.0,,,,0.6169557999414776,0.099,1861.2000000000005,0.5468749999999999,8,0.04,A2-B0-C2-batch4-r62_rewire,0.0016503251625812,,,,,,,,,,,,,False,A2-B0-C2-batch4-r62_rewire,0.5554999999999993,59,0.6545000000000013,17,0.667499999999984,2,4.3357907483381934,10.575938906188462,9.4,97.59306295246516,3299.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r14,273187.0,III,orig,2000,8.0,5.0,0.567,0.198,5.76,3296.0,3.296,0.0049666666666666,0.0059128630705394,19.0,,,,0.7893306509717354,0.099,1861.2,0.6166666666666667,8,0.037,A2-B0-C2-r14_orig,0.0016488244122061,,,,,,,,0.136,0.4735,35.0,0.094,0.0465,True,A2-B0-C2-r14_orig,0.6179999999999994,64,0.6670000000000013,9,0.6804999999999833,1,4.424445429742577,7.076347505729237,9.4,97.59305480198309,3296.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r14,273187.0,III,rewire,2000,8.0,5.0,0.567,0.198,5.76,3296.0,3.296,0.0012,0.0009336099585062,3.0,,,,0.7716226038922163,0.1,1880.0,0.4626865671641791,9,0.04,A2-B0-C2-r14_rewire,0.0016488244122061,,,,,,,,0.136,0.4735,35.0,0.094,0.0465,True,A2-B0-C2-r14_rewire,0.6039999999999993,63,0.6705000000000014,16,0.6794999999999835,1,4.240635890413086,7.7743802882303825,9.4,97.59300454111248,3296.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r17,273478.0,III,orig,2000,5.0,5.0,0.475,0.211,7.35,3165.0,3.165,0.0118833333333333,0.0091646476350995,29.0,,,,0.8559190857277267,0.121,2274.8,0.7971014492753623,8,0.03,A2-B0-C2-r17_orig,0.0015832916458229,,,,,,,,0.1935,0.464,41.0,0.128,0.0495,True,A2-B0-C2-r17_orig,0.5819999999999994,69,0.6615000000000013,18,0.6789999999999834,1,4.193278924879399,18.34790695991243,9.4,97.5930487398726,3165.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r17,273478.0,III,rewire,2000,5.0,5.0,0.475,0.211,7.35,3165.0,3.165,0.00135,0.0012640893289792,4.0,,,,0.7930617521912765,0.1075,2021.0,0.5714285714285714,8,0.036,A2-B0-C2-r17_rewire,0.0015832916458229,,,,,,,,0.1935,0.464,41.0,0.128,0.0495,True,A2-B0-C2-r17_rewire,0.6224999999999993,75,0.6740000000000006,12,0.6854999999999832,2,4.228438114978861,11.93876251878107,9.4,97.59288300192806,3165.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r19,273672.0,III,orig,2000,5.0,7.0,0.341,0.326,4.02,3679.0,3.679,0.0010047619047619,0.0013935124254857,6.0,,,,0.6730652317833353,0.0905,1701.4,0.4126984126984126,9,0.039,A2-B0-C2-r19_orig,0.001840420210105,7.745961543236626,0.4924999999999996,65.0,0.6064999999999994,29.0,0.6199999999999858,4.420614079613081,0.1355,0.3995,43.0,0.0815,0.044,True,A2-B0-C2-r19_orig,0.4909999999999995,70,0.6045000000000003,29,0.6184999999999858,2,4.338616697177773,9.392482769134949,9.4,97.59301490061414,3679.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r19,273672.0,III,rewire,2000,5.0,7.0,0.341,0.326,4.02,3679.0,3.679,0.0012357142857142,0.0016257644964,7.0,,,,0.77627282511484,0.091,1710.8000000000002,0.5636363636363636,8,0.036,A2-B0-C2-r19_rewire,0.001840420210105,7.745961543236626,0.4924999999999996,65.0,0.6064999999999994,29.0,0.6199999999999858,4.420614079613081,0.1355,0.3995,43.0,0.0815,0.044,True,A2-B0-C2-r19_rewire,0.5194999999999996,68,0.6099999999999999,24,0.6329999999999855,4,4.327429024063728,9.230430237041148,9.4,97.5930181017737,3679.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r20,373769.0,III,orig,2000,5.0,6.0,0.302,0.292,4.7,3706.0,3.706,0.0023166666666666,0.002894588727185,12.0,,,,0.7081758225701758,0.086,1616.7999999999995,0.5000000000000001,8,0.041,A2-B0-C2-r20_orig,0.0018539269634817,,,,,,,,,,,,,False,A2-B0-C2-r20_orig,0.4799999999999996,65,0.5904999999999997,30,0.6149999999999883,2,4.443371030995468,8.216658920621663,9.4,97.5930189215696,3706.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r20,373769.0,III,rewire,2000,5.0,6.0,0.302,0.292,4.7,3706.0,3.706,0.00075,0.0007236471817962,3.0,,,,0.5957272392160541,0.0885,1663.8,0.4795321637426892,8,0.034,A2-B0-C2-r20_rewire,0.0018539269634817,,,,,,,,,,,,,False,A2-B0-C2-r20_rewire,0.5319999999999996,76,0.6115000000000004,29,0.6219999999999858,2,4.550489704493058,7.590075810269774,9.4,97.59299375268978,3706.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r28,374545.0,III,orig,2000,6.0,6.0,0.47,0.23,7.76,3947.0,3.947,0.0105166666666666,0.0076262452765372,37.0,,,,0.6864755601172486,0.0895,1682.6,0.4285714285714286,8,0.04,A2-B0-C2-r28_orig,0.0019744872436218,,,,,,,,,,,,,False,A2-B0-C2-r28_orig,0.4134999999999997,69,0.5594999999999996,41,0.5759999999999874,1,4.519436426981823,10.80574600459123,9.4,97.59301982666548,3947.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r28,374545.0,III,rewire,2000,6.0,6.0,0.47,0.23,7.76,3947.0,3.947,0.0017833333333333,0.0020611473720371,10.0,,,,0.5587917632620671,0.083,1560.4,0.4000000000000001,8,0.037,A2-B0-C2-r28_rewire,0.0019744872436218,,,,,,,,,,,,,False,A2-B0-C2-r28_rewire,0.3934999999999996,61,0.5209999999999995,39,0.5589999999999882,2,4.440263091878674,10.47363017532128,9.4,97.59300425418851,3947.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r39,375612.0,III,orig,2000,5.0,6.0,0.526,0.152,5.7,4083.0,4.083,0.0032333333333333,0.0039664176637799,20.0,,,,0.7408037939170649,0.0785,1475.8000000000002,0.4722222222222217,8,0.045,A2-B0-C2-r39_orig,0.0020425212606303,7.745961543236626,0.3954999999999997,64.0,0.5304999999999996,41.0,0.5634999999999983,4.576282896001966,0.0935,0.313,27.0,0.069,0.042,True,A2-B0-C2-r39_orig,0.3954999999999997,64,0.5304999999999996,41,0.5634999999999983,6,4.576282896001966,8.341468000805753,9.4,97.5929717369062,4083.0,bateria_fase6_o3b_rewiring
O3B_rewiring,pareado,A2-B0-C2-r39,375612.0,III,rewire,2000,5.0,6.0,0.526,0.152,5.7,4083.0,4.083,0.0015999999999999,0.0017848879487009,9.0,,,,0.5289574198292217,0.076,1428.8,0.4199999999999999,8,0.05,A2-B0-C2-r39_rewire,0.0020425212606303,7.745961543236626,0.3954999999999997,64.0,0.5304999999999996,41.0,0.5634999999999983,4.576282896001966,0.0935,0.313,27.0,0.069,0.042,True,A2-B0-C2-r39_rewire,0.4334999999999997,76,0.5394999999999994,39,0.5694999999999878,2,4.531033775976851,6.349205042261898,9.4,97.59295205454576,4083.0,bateria_fase6_o3b_rewiring
O3C_factorial,pareado,A2-B0-C2-mec-r0,90212.0,III,c1-rigido-soporte,2000,4.0,5.0,0.404,0.234,7.64,3467.0,3.467,,,,0.668639905661768,0.8765,15.0,1.0869458832005492,0.1279999999999999,2406.4,0.8959276018099546,8,0.027,A2-B0-C2-mec-r0__c1-rigido-soporte,0.0017343671835917,,,,,,,,,,,,,False,A2-B0-C2-mec-r0__c1-rigido-soporte,0.4919999999999994,58,0.6155000000000002,37,0.6294999999999854,1,4.185091911574621,34.46573239849957,9.4,97.5930101278046,3467.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r0,90212.0,I,c2-rigido-azar,2000,4.0,5.0,0.404,0.234,7.64,4379.0,4.379,,,,0.5557073705492787,0.992,10.0,0.4921610521055107,0.066,1240.8000000000002,0.358974358974359,8,0.051,A2-B0-C2-mec-r0__c2-rigido-azar,0.0021905952976488,,,,,,,,,,,,,False,A2-B0-C2-mec-r0__c2-rigido-azar,0.3594999999999997,64,0.4964999999999995,44,0.5299999999999893,1,4.572175119491731,6.253050402874672,9.4,97.593043446926,4379.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r0,90212.0,I,c3-elastico-soporte,2000,4.0,5.0,0.404,0.234,7.64,4312.0,4.312,,,,0.6626042756857321,0.9885,11.0,0.6559956128063361,0.073,1372.4,0.511111111111111,8,0.045,A2-B0-C2-mec-r0__c3-elastico-soporte,0.0021570785392696,,,,,,,,,,,,,False,A2-B0-C2-mec-r0__c3-elastico-soporte,0.3754999999999998,64,0.5099999999999993,37,0.5549999999999935,7,4.670200271283878,7.033246861645638,9.4,97.59304570926606,4312.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r0,90212.0,I,c4-elastico-azar,2000,4.0,5.0,0.404,0.234,7.64,3890.0,3.89,,,,0.4779067528937684,0.982,12.0,0.6714943927447302,0.083,1560.4,0.4437869822485206,8,0.046,A2-B0-C2-mec-r0__c4-elastico-azar,0.0019459729864932,,,,,,,,,,,,,False,A2-B0-C2-mec-r0__c4-elastico-azar,0.4944999999999995,74,0.5829999999999995,34,0.6039999999999865,3,4.418016240599132,7.772197593632709,9.4,97.59297944972283,3890.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r1,90309.0,I,c1-rigido-soporte,2000,7.0,7.0,0.688,0.281,5.78,5624.0,5.624,,,,0.6557809009772856,0.9955,9.0,0.4577901290115929,0.055,1034.0,0.3448275862068966,8,0.064,A2-B0-C2-mec-r1__c1-rigido-soporte,0.0028134067033516,,,,,,,,,,,,,False,A2-B0-C2-mec-r1__c1-rigido-soporte,0.1369999999999999,25,0.2544999999999999,51,0.3599999999999996,25,5.139924362792965,9.10158951532721,9.4,97.59289216587844,5624.0,bateria_fase6_o3c_mecanistico
O3C_factorial,pareado,A2-B0-C2-mec-r1,90309.0,II,c2-rigido-azar,2000,7.0,7.0,0.688,0.281,5.78,5633.0,5.633,,,,0.8319979503843701,0.9955,9.0,0.4128759116097801,0.0535,1005.8,0.4615384615384614,8,0.071,A2-B0-C2-mec-r1__c2-rigido-azar,0.0028179089544772,,,,,,,,,,,,,False,A2-B0-C2-mec-r1__c2-rigido-azar,0.1249999999999999,23,0.2609999999999999,46,0.3629999999999997,23,5.527848073433633,9.271187454832017,9.4,97.59299750786263,5633.0,bateria_fase6_o3c_mecanistico
