observable,n_pares,media_orig,media_rewire,media_dif,mediana_dif,n_orig_gana,n_sin_empate,p_signos,wilcoxon_W,p_wilcoxon
fraccion_masa_en_sumideros,12,0.11241666666666668,0.10708333333333335,0.005333333333333321,0.0050000000000000044,9,12,0.14599609375,7.5,0.01025390625
kappa_v_agregado,12,0.7741086484135606,0.6709966280709097,0.10311202034265103,0.0790157211209841,11,12,0.00634765625,8.0,0.01220703125
