N,seed,mode,n_surv,f_surv,tau,orden_color_init,orden_color,orden_amp,frac_quark,frac_lepton,L2_K6,null_L2_K6,ratio_L2_K6,L2_K12_q,ratio_L2_K12_q,L2_K12_l,ratio_L2_K12_l,L2_K12,null_L2_K12,ratio_L2_K12,L2_K24,null_L2_K24,ratio_L2_K24
250,11,shuffle_l,129,0.516,240,0.014966629547095765,0.29559187542538945,19.75006161174656,0.5116279069767442,0.4883720930232558,0.2939940592717008,0.13762047064079508,2.136266922375657,0.29183879218573067,2.4763342676138613,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.205919402467279,0.08619130216254683,2.389097244162048
250,12,qcd,127,0.508,240,0.012649110640673518,0.2957738578109126,23.382974726845227,0.5118110236220472,0.4881889763779528,0.2939940592717008,0.13762047064079508,2.136266922375657,0.2914630170970337,2.4543382455921243,0.2892752914476259,2.3790384710888604,0.2892752914476259,0.12159336427848001,2.3790384710888604,0.20547384530803153,0.08686732273145169,2.3653755963361407
250,12,shuffle_b,127,0.508,240,0.012649110640673518,0.2957738578109126,23.382974726845227,0.5118110236220472,0.4881889763779528,0.32870058888749537,0.12309149097933274,2.6703762077484683,0.3701644178638265,3.1170633481024925,0.2892752914476259,2.3790384710888604,0.2892752914476259,0.12159336427848001,2.3790384710888604,0.23634620450881677,0.08686732273145169,2.7207722890168444
250,12,shuffle_l,127,0.508,240,0.012649110640673518,0.2957738578109126,23.382974726845227,0.5118110236220472,0.4881889763779528,0.2939940592717008,0.13762047064079508,2.136266922375657,0.2914630170970337,2.4543382455921243,0.2892752914476259,2.3790384710888604,0.2892752914476259,0.12159336427848001,2.3790384710888604,0.20547384530803156,0.08686732273145169,2.365375596336141
250,13,qcd,126,0.504,240,0.00565685424949238,0.2888932495746237,51.06958492539607,0.5,0.5,0.029695693545824926,0.11501092655705904,0.2581988897471611,0.290198496806067,2.4058010698889443,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20520132498171262,0.08721135307871393,2.352919863501086
250,13,shuffle_b,126,0.504,240,0.00565685424949238,0.2888932495746237,51.06958492539607,0.5,0.5,0.02969569354582493,0.11501092655705904,0.2581988897471611,0.290198496806067,2.4058010698889443,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20520132498171262,0.08721135307871393,2.352919863501086
250,13,shuffle_l,128,0.512,240,0.00565685424949238,0.28437929255002026,50.271622660936764,0.4921875,0.5078125,0.029695693545824926,0.11501092655705904,0.2581988897471611,0.290198496806067,2.4058010698889443,0.2906498194636299,2.447490508706784,0.2906498194636299,0.11875421719907088,2.447490508706784,0.20541576867619812,0.08652733190539662,2.373998644737901
250,14,qcd,126,0.504,240,0.004,0.2893289862469553,72.3322284786817,0.5,0.5,0.2886751345948129,0.14433756729740643,2.0000000000000004,0.2919297485357067,2.4201534780139164,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20581432507761807,0.08721135307871393,2.3599487659807
250,14,shuffle_b,126,0.504,240,0.004,0.2893289862469553,72.3322284786817,0.5,0.5,0.2886751345948129,0.14433756729740643,2.0000000000000004,0.2919297485357067,2.4201534780139164,0.290198496806067,2.4058010698889443,0.290198496806067,0.12062447740929098,2.4058010698889443,0.20581432507761807,0.08721135307871393,2.3599487659807
250,14,shuffle_l,127,0.508,240,0.004,0.2870508052528848,71.76268337255034,0.49606299212598426,0.5039370078740157,0.2886751345948129,0.14433756729740643,2.0000000000000004,0.2919297485357067,2.4201534780139164,0.2900812565759233,2.4238399287081642,0.2900812565759233,0.11967838846954226,2.4238399287081642,0.20577536624598528,0.08686732273145169,2.3688466476874743
